Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12
"41","Particles\FreezingFinger4_Impact_Head.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"42","horse2.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"43","Particles\CorrodeArmor_Impact_Head.MDL","0","0","1","0.01","100","1","0","0","0","0","0","0"
"44","Spells\BurrowEarth_Hellfire_Missile.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"45","Spells\Fire_Precast_Low_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"46","Particles\BurningBlast_Precast_Base.MDL","0","0","1","0.01","100","1","0","0","0","0","0","0"
"47","spells\readiness_impact_chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"48","Particles\BoltofIce_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"49","Particles\FrostBlast_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"50","Spells\StunSwirl_State_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"51","Particles\WalkofFire_area.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"53","Particles\Frost_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"54","Spells\Ice_Precast_Uber_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"55","Particles\BloodSpurts\BloodSpurtLarge.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"56","Particles\BoltofFire_missle.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"57","Particles\FireShield_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"58","Particles\Frost_Cast_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"59","Particles\Frost_Precast_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"60","Particles\Frost_Cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"61","Particles\Frost_Precast3_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"62","Particles\Frost_Cast2_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"63","particles\coldbreath.mdx","0","0","1.2","0.01","100","1","0","0","0","0","0","0"
"64","Particles\Frost_Cast_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"65","Particles\BurningBlast_Cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"66","Particles\FreezingFinger1_Impact_Head.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"67","Particles\FrostBlast_Cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"68","Particles\FreezingFinger3_Impact_Head.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"69","Particles\CircleofFlame_area.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"70","Spells\Rejuvenation_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"71","Particles\NaturesTouch1_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"72","Particles\Nature_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"73","Spells\Nature_Cast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"74","Spells\CallLightning_Impact.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"75","Particles\FireShield_State_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"77","Particles\CallStorm_PreCast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"78","Particles\LightningShield_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"79","Particles\EntanglingRoots_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"80","Spells\EntanglingRoots_State.mdx","0","0","1","0.01","10","1","0","0","0","0","0","0"
"81","Particles\FrostCloud_Cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"82","Particles\Nature_Cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"83","Spells\Ice_ImpactDD_Low_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"84","Particles\IcePrison_State.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"85","Particles\Resurrection_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"86","Spells\DefensiveStance_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"87","Particles\LightningShield_Cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"88","Spells\Lightning_PreCast_Low_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"89","Spells\Immolate_Impact_Chest.mdx","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"90","Spells\SliceDice_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"91","Particles\BloodLust_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"92","Particles\Dismember_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"93","Spells\ShieldBash_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"94","Spells\BloodLust_State_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"95","spells\Meteor_Ball_Missile.mdx","0","0","3","0.01","100","1","0","0","0","0","0","0"
"96","Particles\Lightning_PreCast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"97","Spells\Cripple_State_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"98","Spells\Missile_Wave_Ice.m2","0","0","1","0.01","100","1","0","0","0","0","0","0"
"99","Spells\Food_HealEffect_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"100","Spells\Teleport.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"101","Spells\HeadSplitter_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"102","Spells\BloodLust_Cast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"103","Spells\SummonPet_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"104","Particles\DismemberBlood_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"105","Particles\FootstepSprayDirt.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"106","Particles\FootstepSprayDirtWalk.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"107","Particles\ColdBreath.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"108","Particles\Bubbles.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"109","particles\bloodspurts\bloodspurt.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"110","Spells\Holy_ImpactDD_Uber_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"117","Spells\Ice_Precast_Low_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"118","Particles\BloodSpurts\HitSprite.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"119","Spells\Holy_Precast_Uber_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"121","Spells\Ice_Precast_Med_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"122","Spells\Ice_Precast_High_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"123","Spells\Holy_Precast_High_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"124","Spells\Holy_ImpactDD_Med_Chest.mdx","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"125","Spells\Holy_ImpactDD_High_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"126","Spells\Ice_Precast_High_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"127","Spells\Ice_Precast_Uber_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"128","Spells\Ice_Precast_Uber_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"129","Spells\Holy_ImpactDD_Low_Chest.mdx","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"130","Spells\Holy_Precast_Med_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"131","Spells\Holy_Precast_High_Hand.mdx","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"134","Particles\Heal_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"135","Spells\Holy_Precast_Low_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"136","Particles\Heal_cast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"140","Particles\Heal_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"141","Particles\Heal_Precast_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"142","Particles\HolySmite_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"143","Particles\HolySmite_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"144","Particles\Restoration_PreCast_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"145","Particles\Restoration_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"146","Spells\Nature_PreCast_Low_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"147","Spells\Restoration_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"148","Spells\Holy_ImpactDD_Uber_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"149","Spells\Shadow_ImpactDD_Low_Chest.mdx","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"150","Spells\Shadow_ImpactDD_Med_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"151","Spells\DeathCoil_Missile.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"152","Particles\Bloodlust_PreCast_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"153","Spells\PiercingStrike_Cast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"154","Particles\BurningBlast_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"156","Particles\HealSelf_PreCast_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"157","Spells\LightningBolt_Missile.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"158","Spells\Slow_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"159","Particles\LoginFX.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"160","Particles\CorrodeArmor_Impact_Head.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"161","Particles\PWShadow_Impact.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"162","Spells\Invisibility_Impact_Base.mdl","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"163","Particles\Invisibility_PreCast_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"164","Particles\BloodSpurts\BloodSpurtLarge.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"167","Particles\MoltenBlast_Impact.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"168","Spells\BrillianceAura.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"169","Spells\SummonPet_Cast_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"170","Spells\Summon_PreCast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"171","Spells\MiningPick_SpellObject.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"172","Particles\FrostNova_AE_Impact.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"173","Spells\LightningShield_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"174","Particles\Physical_Fizzle_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"175","Particles\Holy_Fizzle_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"176","Particles\Fire_Fizzle_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"177","Particles\Nature_Fizzle_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"178","Particles\Frost_Fizzle_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"179","Particles\Shadow_Fizzle_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"180","Particles\DivineSmite_Precast_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"181","Particles\DivineSmite_Impact_Chest.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"182","Particles\DivineSmite_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"183","Particles\BloodSpurts\BloodSpurtGreen.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"184","Particles\BloodSpurts\BloodSpurtGreenLarge.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"187","Spells\FireShield_Impact_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"188","Spells\FireBolt_Missile_Low.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"189","Spells\Druid_Berserk.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"190","Spells\BlessingofStrength_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"191","Spells\BlessingofAgility_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"192","spells\invisible.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"193","Spells\BlessingofStamina_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"195","Spells\BlessingofProtection_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"196","Spells\ArcaneTorrent.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"197","Particles\HolyLight_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"198","Particles\InnerFire_Impact_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"200","Particles\FootstepSprayWater.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"201","Particles\FootstepSprayWaterWalk.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"202","Particles\MorphFX.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"205","Particles\Frost_Precast_High_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"206","Particles\Frost_Precast_Med_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"207","Particles\Frost_Precast_Uber_Hand.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"208","Particles\Frost_Precast_High_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"210","Particles\Frost_Precast_Uber_Base.mdl","0","0","1","0.01","100","1","0","0","0","0","0","0"
"211","Spells\Holy_Precast_Uber_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"212","Spells\Fire_ImpactDD_High_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"213","Spells\Fire_ImpactDD_High_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"214","spells\ice_impactdd_med_chest.mdx","0","0","1","0.5","1.5","1","0","0","0","0","0","0"
"215","Spells\SwipeCaster.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"216","Spells\Ice_ImpactDD_Uber_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"217","Spells\Fire_ImpactDD_Low_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"218","Spells\Fire_ImpactDD_Med_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"219","Spells\Fire_ImpactDD_Uber_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"220","Spells\Fire_ImpactDD_Uber_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"221","Spells\Ice_Precast_High_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"222","Spells\Holy_ImpactDD_High_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"223","spells\DeathCoil_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"224","Spells\Holy_Missile_Low.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"225","Spells\Holy_Missile_Med.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"226","Spells\Holy_Missile_High.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"227","Spells\Holy_Missile_Uber.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"228","Spells\BloodyExplosion.mdx","0","0","1","0.01","3","1","0","0","0","0","0","0"
"229","Spells\FlameStrike_ImpactDD_Med_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"230","Spells\Poison_ImpactDot_Med_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"231","Spells\Ice_Missile_Low.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"232","Spells\Ice_Missile_Med.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"233","Spells\Frostbolt.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"234","Spells\Ice_Missile_Uber.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"235","Spells\Ice_ImpactDOT_Low.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"236","Spells\Poison_ImpactDot_Med_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"237","Spells\FireStrike_Missile_Low.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"238","Spells\FrostArmor_Low_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"239","Spells\Shadow_ImpactBuff_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"240","Spells\Dispel_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"241","Spells\DemonArmor_Impact_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"242","Spells\PotionA_SpellObject.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"243","Spells\PotionB_SpellObject.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"244","Spells\HolyLight_Low_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"245","Spells\LayonHands_Low_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"246","Spells\LayonHands_Low_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"247","Spells\HolyWordHeal_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"248","Spells\GreaterHeal_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"249","Spells\Heal_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"251","Spells\Corruption_ImpactDot_Med_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"252","Spells\Fire_DOT_State_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"253","Spells\Nullify_base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"254","Spells\ChainsofIce_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"255","Spells\Sleep_State_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"256","Spells\DynamiteA_SpellObject.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"257","Spells\Bomb_ExplosionA.mdx","0","0","0.5","0.01","100","1","0","0","0","0","0","0"
"258","Spells\DynamiteA_Missile.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"259","spells\frostbolt.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"260","Spells\SealofMight_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"261","Spells\BurningSpirit_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"262","Spells\DivineShield_Low_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"263","Spells\DivineShield_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"264","Spells\BurningIntellect_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"265","Spells\ArcaneIntellect_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"266","Spells\Taunt_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"267","Spells\ConjureItem.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"268","Spells\DevotionAura_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"269","Spells\ConjureItemCast.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"270","Spells\SoulFunnel_Impact_Chest.mdx","0","0","1","0.01","3","1","0","0","0","0","0","0"
"271","Spells\ManaFunnel_Impact_Chest.mdx","0","0","1","0.01","3","1","0","0","0","0","0","0"
"272","Spells\Magic_PreCast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"273","Spells\Rake.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"274","Spells\AntiShadow_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"276","Spells\BestowDisease_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"277","Spells\CreateSoulstone_Cast.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"278","Spells\RetributionAura_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"279","Spells\Resurrection_Low_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"280","Spells\Polymorph_Impact.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"281","Spells\LightningBolt_Impact_Chest.mdx","0","0","0.35","0.01","100","1","0","0","0","0","0","0"
"282","Spells\Frost_Nova_area.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"284","Spells\Frost_Nova_state.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"285","Spells\Immolate_State.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"286","Spells\MaulImpact.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"287","Spells\CFX_MAGE_FIREBALL_PRECASTHANDS.Mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"288","Spells\Fire_Cast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"289","Spells\HarmUndeadAura_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"290","Spells\MaulCasterBase.mdx","0","0","0.5","0.35","0.75","1","0","0","0","0","0","0"
"291","Spells\Nature_Precast_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"292","Spells\Flamestrike_Area.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"293","Spells\Lightning_Cast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"294","Spells\HolySmite_Low_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"296","Spells\LightningShield_State_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"297","Spells\Immolate_State_Base.mdx","0","0","1","0.01","10","1","0","0","0","0","0","0"
"298","Spells\Lifetap_State_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"299","Spells\Smash_Impact_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"300","Spells\ShadowWordDominate_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"301","Spells\ShadowWordSilence_Breath.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"303","Spells\AntiMagic_PreCast_Hand.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"304","Spells\AntiMagic_State_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"305","Spells\ShadowWordPain_Chest.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"306","Spells\MagicUnlock.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"307","Spells\DarkRitual_PreCast_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"308","Spells\ShadowWordFumble_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"309","Spells\DetectInvis_Impact_Base.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
"310","Spells\DetectInvis_Impact_Head.mdx","0","0","1","0.01","100","1","0","0","0","0","0","0"
