Id,Unknown0,Unknown1,Unknown2
"161","%s is curious what %s is up to.","32","0"
"162","%s is curious what you are up to.","32","1"
"163","You are curious what %s is up to.","32","2"
"164","%s expresses his curiosity to everyone.","32","4"
"165","You express your curiosity to those around you.","32","6"
"166","%s expresses her curiosity to everyone.","32","12"
"167","%s curtsies before %s.","33","0"
"168","%s curtsies before you.","33","1"
"169","You curtsey before %s.","33","2"
"170","%s curtsies.","33","4"
"171","You curtsey.","33","6"
"172","%s dances with %s.","34","0"
"173","%s dances with you.","34","1"
"174","You dance with %s.","34","2"
"175","%s bursts into dance.","34","4"
"176","You burst into dance.","34","6"
"177","%s raises a drink to %s.  Cheers!","35","0"
"178","%s raises a drink to you.  Cheers!","35","1"
"179","You raise a drink to %s.  Cheers!","35","2"
"180","%s raises a drink in the air before chugging it down.  Cheers!","35","4"
"181","You raise a drink in the air before chugging it down.  Cheers!","35","6"
"182","%s looks at %s and begins to drool.","36","0"
"183","%s looks at you and begins to drool.","36","1"
"184","You look at %s and begin to drool.","36","2"
"185","A tendril of drool runs down %s's lip.","36","4"
"186","A tendril of drool runs down your lip.","36","6"
"187","%s begins to eat in front of %s.","37","0"
"188","%s begins to eat rations in front of you.","37","1"
"189","You begin to eat in front of %s.","37","2"
"190","%s begins to eat.","37","4"
"191","You begin to eat.","37","6"
"192","%s eyes %s up and down.","38","0"
"193","%s eyes you up and down.","38","1"
"194","You eye %s up and down.","38","2"
"195","%s looks at you with crossed eyes.","38","4"
"196","You cross your eyes.","38","6"
"197","%s brushes up against %s and farts loudly.","39","0"
"198","%s brushes up against you and farts loudly.","39","1"
"199","You brush up against %s and fart loudly.","39","2"
"200","%s farts loudly.  Whew...what stinks?","39","4"
"201","You fart loudly.  Whew...what stinks?","39","6"
"202","%s fidgets impatiently while waiting for %s.","40","0"
"203","%s fidgets impatiently while waiting for you.","40","1"
"204","You fidget impatiently while waiting for %s.","40","2"
"205","%s fidgets.","40","4"
"206","You fidget.","40","6"
"207","%s flexes at %s.  Oooooh so strong!","41","0"
"208","%s flexes at you.  Oooooh so strong!","41","1"
"209","You flex at %s.  Oooooh so strong!","41","2"
"210","%s flexes his muscles.  Oooooh so strong!","41","4"
"211","You flex your muscles.  Oooooh so strong!","41","6"
"212","%s flexes her muscles.  Oooooh so strong!","41","12"
"213","%s frowns with disappointment at %s.","42","0"
"214","%s frowns with disappointment at you.","42","1"
"215","You frown with disappointment at %s.","42","2"
"216","%s frowns.","42","4"
"217","You frown.","42","6"
"218","%s gasps at %s.","43","0"
"219","%s gasps at you.","43","1"
"220","You gasp at %s.","43","2"
"221","%s gasps.","43","4"
"222","You gasp.","43","6"
"223","%s gazes longingly at %s.","44","0"
"224","%s gazes longingly at you.","44","1"
"225","You gaze longingly at %s.","44","2"
"226","%s gazes off into the distance.","44","4"
"227","You gaze off into the distance.","44","6"
"228","%s giggles at %s.","45","0"
"229","%s giggles at you.","45","1"
"230","You giggle at %s.","45","2"
"231","%s giggles.","45","4"
"232","You giggle.","45","6"
"233","%s glares angrily at %s.","46","0"
"234","%s glares angrily at you.","46","1"
"235","You glare angrily at %s.","46","2"
"236","%s glares angrily.","46","4"
"237","You glare angrily.","46","6"
"238","%s gloats over %s's misfortune.","47","0"
"239","%s gloats over your misfortune.","47","1"
"240","You gloat over %s's misfortune.","47","2"
"241","%s gloats over everyone's misfortune.","47","4"
"242","You gloat over everyone's misfortune.","47","6"
"243","%s greets %s warmly.","48","0"
"244","%s greets you warmly.","48","1"
"245","You greet %s warmly.","48","2"
"246","%s greets everyone warmly.","48","4"
"247","You greet everyone warmly.","48","6"
"248","%s grins wickedly at %s.","49","0"
"249","%s grins at you wickedly.","49","1"
"250","You grin wickedly at %s.","49","2"
"251","%s grins wickedly.","49","4"
"252","You grin wickedly.","49","6"
"253","%s looks at %s and groans.","50","0"
"254","%s looks at you and groans.","50","1"
"255","You look at %s and groan.","50","2"
"256","%s begins to groan.","50","4"
"257","You begin to groan.","50","6"
"258","%s grovels before %s like a subservient peon.","51","0"
"259","%s grovels before you like a subservient peon.","51","1"
"260","You grovel before %s like a subservient peon.","51","2"
"261","%s grovels on the ground, wallowing in subservience.","51","4"
"262","You grovel on the ground, wallowing in subservience.","51","6"
"263","%s takes one look at %s and lets out a guffaw!","52","0"
"264","%s takes one look at you and lets out a guffaw!","52","1"
"265","You take one look at %s and let out a guffaw!","52","2"
"266","%s lets out a boisterous guffaw!","52","4"
"267","You let out a boisterous guffaw!","52","6"
"268","%s hails %s.","53","0"
"269","%s hails you.","53","1"
"270","You hail %s.","53","2"
"271","%s hails everyone around him.","53","4"
"272","You hail those around you.","53","6"
"273","%s hails everyone around her.","53","12"
"274","%s is very happy with %s!","54","0"
"275","%s is very happy with you!","54","1"
"276","You are very happy with %s!","54","2"
"277","%s is filled with happiness!","54","4"
"278","You are filled with happiness!","54","6"
"279","%s greets %s with a hearty hello!","55","0"
"280","%s greets you with a hearty hello!","55","1"
"281","You greet %s with a hearty hello!","55","2"
"282","%s greets everyone with a hearty hello!","55","4"
"283","You greet everyone with a hearty hello!","55","6"
"284","%s hugs %s.","56","0"
"285","%s hugs you.","56","1"
"286","You hug %s.","56","2"
"287","%s needs a hug!","56","4"
"288","You need a hug!","56","6"
"289","%s is hungry.  Maybe %s has some food...","57","0"
"290","%s is hungry.  Maybe you have some food...","57","1"
"291","You are hungry.  Maybe %s has some food...","57","2"
"292","%s is hungry!","57","4"
"293","You are hungry!","57","6"
"294","%s blows %s a kiss.","58","0"
"295","%s blows you a kiss.","58","1"
"296","You blow a kiss to %s.","58","2"
"297","%s blows a kiss into the wind.","58","4"
"298","You blow a kiss into the wind.","58","6"
"299","%s kneels before %s.","59","0"
"300","%s kneels before you.","59","1"
"301","You kneel before %s.","59","2"
"302","%s kneels down.","59","4"
"303","You kneel down.","59","6"
"304","%s laughs at %s.","60","0"
"305","%s laughs at you.","60","1"
"306","You laugh at %s.","60","2"
"307","%s laughs.","60","4"
"308","You laugh.","60","6"
"309","%s lies down before %s.","61","0"
"310","%s lies down before you.","61","1"
"311","You lie down before %s.","61","2"
"312","%s lies down.","61","4"
"313","You lie down.","61","6"
"314","%s massages %s's shoulders.","62","0"
"315","%s massages your shoulders.","62","1"
"316","You massage %s's shoulders.","62","2"
"317","%s needs a massage!","62","4"
"318","You need a massage!","62","6"
"319","%s moans suggestively at %s.","63","0"
"320","%s moans suggestively at you.","63","1"
"321","You moan suggestively at %s.","63","2"
"322","%s moans suggestively.","63","4"
"323","You moan suggestively.","63","6"
"324","%s drops his trousers and moons %s.","64","0"
"325","%s drops his trousers and moons you.","64","1"
"326","You drop your trousers and moon %s.","64","2"
"327","%s drops his trousers and moons everyone.","64","4"
"328","You drop your trousers and moon everyone.","64","6"
"329","%s drops her trousers and moons %s.","64","8"
"330","%s drops her trousers and moons you.","64","9"
"331","%s drops her trousers and moons everyone.","64","12"
"332","In quiet contemplation, %s mourns the death of %s.","65","0"
"333","In quiet contemplation, %s mourns your death.","65","1"
"334","In quiet contemplation, you mourn the death of %s.","65","2"
"335","In quiet contemplation, %s mourns the loss of the dead.","65","4"
"336","In quiet contemplation, you mourn the loss of the dead.","65","6"
"337","%s tells %s NO.  Not going to happen.","66","0"
"338","%s tells you NO.  Not going to happen.","66","1"
"339","You tell %s NO.  Not going to happen.","66","2"
"340","%s clearly states, NO.","66","4"
"341","You clearly state, NO.","66","6"
"342","%s nods at %s.","67","0"
"343","%s nods at you.","67","1"
"344","You nod at %s.","67","2"
"345","%s nods.","67","4"
"346","You nod.","67","6"
"347","%s picks his nose and shows it to %s.","68","0"
"348","%s picks his nose and shows it to you.","68","1"
"349","You pick your nose and show it to %s.","68","2"
"350","%s passes the time with a finger deep in one nostril.","68","4"
"351","With a finger deep in one nostril, you pass the time.","68","6"
"352","%s picks her nose and shows it to %s.","68","8"
"353","%s picks her nose and shows it to you.","68","9"
"354","%s takes one look at %s and panics.","69","0"
"355","%s takes one look at you and panics.","69","1"
"356","You take one look at %s and panic.","69","2"
"357","%s runs around in a frenzied state of panic.","69","4"
"358","You run around in a frenzied state of panic.","69","6"
"359","%s peers at %s searchingly.","70","0"
"360","%s peers at you searchingly.","70","1"
"361","You peer at %s searchingly.","70","2"
"362","%s peers around, searchingly.","70","4"
"363","You peer around, searchingly.","70","6"
"364","%s pleads with %s.","71","0"
"365","%s pleads with you.","71","1"
"366","You plead with %s.","71","2"
"367","%s drops to his knees and pleads in desperation.","71","4"
"368","You drop to your knees and plead in desperation.","71","6"
"369","%s drops to her knees and plead in desperation.","71","12"
"370","%s points at %s.","72","0"
"371","%s points at you.","72","1"
"372","You point at %s.","72","2"
"373","%s points over yonder.","72","4"
"374","You point over yonder.","72","6"
"375","%s pokes %s.  Hey!","73","0"
"376","%s pokes you.  Hey!","73","1"
"377","You poke %s.  Hey!","73","2"
"378","%s pokes his belly and giggles.","73","4"
"379","You poke your belly and giggle.","73","6"
"380","%s pokes her belly and giggles.","73","12"
"381","%s says a prayer for %s.","74","0"
"382","%s says a prayer for you.","74","1"
"383","You say a prayer for %s.","74","2"
"384","%s prays to the Gods.","74","4"
"385","You pray to the Gods.","74","6"
"386","%s roars with bestial vigor at %s.  So fierce!","75","0"
"387","%s roars with bestial vigor at you.  So fierce!","75","1"
"388","You roar with bestial vigor at %s.  So fierce!","75","2"
"389","%s roars with bestial vigor.  So fierce!","75","4"
"390","You roar with bestial vigor.  So fierce!","75","6"
"391","%s rolls on the floor laughing at %s.","76","0"
"392","%s rolls on the floor laughing at you.","76","1"
"393","You roll on the floor laughing at %s.","76","2"
"394","%s rolls on the floor laughing.","76","4"
"395","You roll on the floor laughing.","76","6"
"396","%s makes a rude gesture at %s.","77","0"
"397","%s makes a rude gesture at you.","77","1"
"398","You make a rude gesture at %s.","77","2"
"399","%s makes a rude gesture.","77","4"
"400","You make a rude gesture.","77","6"
"401","%s salutes %s with respect.","78","0"
"402","%s salutes you with respect.","78","1"
"403","You salute %s with respect.","78","2"
"404","%s stands at attention and salutes.","78","4"
"405","You stand at attention and salute.","78","6"
"406","%s scratches %s.  How catty!","79","0"
"407","%s scratches you.  How catty!","79","1"
"408","You scratch %s.  How catty!","79","2"
"409","%s scratches himself.  Ah, much better!","79","4"
"410","You scratch yourself.  Ah, much better!","79","6"
"411","%s scratches herself.  Ah, much better!","79","12"
"412","%s thinks %s is a sexy devil.","80","0"
"413","%s thinks you are a sexy devil.","80","1"
"414","You think %s is a sexy devil.","80","2"
"415","%s is too sexy for his tunic...so sexy it hurts.","80","4"
"416","You're too sexy for your tunic...so sexy it hurts.","80","6"
"417","%s is too sexy for her tunic...so sexy it hurts.","80","12"
"418","%s shakes his rear at %s.","81","0"
"419","%s shakes his rear at you.","81","1"
"420","You shake your rear at %s.","81","2"
"421","%s shakes his rear.","81","4"
"422","You shake your rear.","81","6"
"423","%s shakes her rear at %s.","81","8"
"424","%s shakes her rear at you.","81","9"
"425","%s shakes her rear.","81","12"
"426","%s shouts at %s.","82","0"
"427","%s shouts at you.","82","1"
"428","You shout at %s.","82","2"
"429","%s shouts.","82","4"
"430","You shout.","82","6"
"431","%s shrugs at %s.  Who knows?","83","0"
"432","%s shrugs at you.  Who knows?","83","1"
"433","You shrug at %s.  Who knows?","83","2"
"434","%s shrugs.  Who knows?","83","4"
"435","You shrug.  Who knows?","83","6"
"436","%s smiles shyly at %s.","84","0"
"437","%s smiles shyly at you.","84","1"
"438","You smile shyly at %s.","84","2"
"439","%s smiles shyly.","84","4"
"440","You smile shyly.","84","6"
"441","%s sighs at %s.","85","0"
"442","%s sighs at you.","85","1"
"443","You sigh at %s.","85","2"
"444","%s lets out a long, drawn-out sigh.","85","4"
"445","You let out a long, drawn-out sigh.","85","6"
"446","","86","4"
"447","","86","6"
"448","%s falls asleep. Zzzzzzz.","87","4"
"449","You fall asleep.  Zzzzzzz.","87","6"
"450","%s bares his teeth and snarls at %s.","88","0"
"451","%s bares his teeth and snarls at you.","88","1"
"452","You bare your teeth and snarl at %s.","88","2"
"453","%s bares his teeth and snarls.","88","4"
"454","You bare your teeth and snarl.","88","6"
"455","%s bares her teeth and snarls at %s.","88","8"
"456","%s bares her teeth and snarls at you.","88","9"
"457","%s bares her teeth and snarls.","88","12"
"458","%s spits on %s.","89","0"
"459","%s spits on you.","89","1"
"460","You spit on %s.","89","2"
"461","%s spits on the ground.","89","4"
"462","You spit on the ground.","89","6"
"463","%s stares %s down.","90","0"
"464","%s stares you down.","90","1"
"465","You stare %s down.","90","2"
"466","%s stares off into the distance.","90","4"
"467","You stare off into the distance.","90","6"
"468","%s is surprised by %s's actions.","91","0"
"469","%s is surprised by your actions.","91","1"
"470","You are surprised by %s's actions.","91","2"
"471","%s is so surprised!","91","4"
"472","You are so surprised!","91","6"
"473","%s surrenders before %s.  Such is the agony of defeat...","92","0"
"474","%s surrenders before you.  Such is the agony of defeat...","92","1"
"475","You surrender before %s.  Such is the agony of defeat...","92","2"
"476","%s surrenders to his opponents.","92","4"
"477","You surrender to your opponents.","92","6"
"478","%s surrenders to her opponents.","92","12"
"479","%s wants to talk things over with %s.","93","0"
"480","%s wants to talk things over with you.","93","1"
"481","You want to talk things over with %s.","93","2"
"482","%s talks to himself since no one else seems interested.","93","4"
"483","You talk to yourself since no one else seems interested.","93","6"
"484","%s talks to herself since no one else seems interested.","93","12"
"485","%s talks excitedly with %s.","94","0"
"486","%s talks excitedly with you.","94","1"
"487","You talk excitedly with %s.","94","2"
"488","%s talks excitedly with everyone.","94","4"
"489","You talk excitedly with everyone.","94","6"
"490","%s questions %s.","95","0"
"491","%s questions you.","95","1"
"492","You question %s.","95","2"
"493","%s wants to know the meaning of life.","95","4"
"494","You want to know the meaning of life.","95","6"
"495","%s taps his foot as he waits for %s.","96","0"
"496","%s taps his foot as he waits for you.","96","1"
"497","You tap your foot as you wait for %s.","96","2"
"498","%s taps his foot.  Hurry up already!","96","4"
"499","You tap your foot.  Hurry up already!","96","6"
"500","%s taps her foot as she waits for %s.","96","8"
"501","%s taps her foot as she waits for you.","96","9"
"502","%s taps her foot.  Hurry up already!","96","12"
"503","%s thanks %s.","97","0"
"504","%s thanks you.","97","1"
"505","You thank %s.","97","2"
"506","%s thanks everyone.","97","4"
"507","You thank everyone around you.","97","6"
"508","%s threatens %s with the wrath of doom.","98","0"
"509","%s threatens you with the wrath of doom.","98","1"
"510","You threaten %s with the wrath of doom.","98","2"
"511","%s threatens everyone with the wrath of doom.","98","4"
"512","You threaten everyone with the wrath of doom.","98","6"
"513","%s lets %s know that he is tired.","99","0"
"514","%s lets you know that he is tired.","99","1"
"515","You let %s know that you are tired.","99","2"
"516","%s lets everyone know that he is tired.","99","4"
"517","You let everyone know that you are tired.","99","6"
"518","%s lets %s know that she is tired.","99","8"
"519","%s lets you know that she is tired.","99","9"
"520","%s lets everyone know that she is tired.","99","12"
"521","%s basks in the glory of victory with %s.","100","0"
"522","%s basks in the glory of victory with you.","100","1"
"523","You bask in the glory of victory with %s.","100","2"
"524","%s basks in the glory of victory.","100","4"
"525","You bask in the glory of victory.","100","6"
"526","%s waves at %s.","101","0"
"527","%s waves at you.","101","1"
"528","You wave at %s.","101","2"
"529","%s waves.","101","4"
"530","You wave.","101","6"
"531","%s welcomes %s.","102","0"
"532","%s welcomes you.","102","1"
"533","You welcome %s.","102","2"
"534","%s welcomes everyone.","102","4"
"535","You welcome everyone.","102","6"
"536","%s whines pathetically at %s.","103","0"
"537","%s whines pathetically at you.","103","1"
"538","You whine pathetically at %s.","103","2"
"539","%s whines pathetically.","103","4"
"540","You whine pathetically.","103","6"
"541","%s whistles at %s.","104","0"
"542","%s whistles at you.","104","1"
"543","You whistle at %s.","104","2"
"544","%s lets forth a sharp whistle.","104","4"
"545","You let forth a sharp whistle.","104","6"
"546","%s works with %s.","105","0"
"547","%s works with you.","105","1"
"548","You work with %s.","105","2"
"549","%s begins to work.","105","4"
"550","You begin to work.","105","6"
"551","%s yawns sleepily at %s.","106","0"
"552","%s yawns sleepily at you.","106","1"
"553","You yawn sleepily at %s.","106","2"
"554","%s yawns sleepily.","106","4"
"555","You yawn sleepily.","106","6"
"556","%s boggles at %s.","107","0"
"557","%s boggles at you.","107","1"
"558","You boggle at %s.","107","2"
"559","%s boggles at the situation.","107","4"
"560","You boggle at the situation.","107","6"
"561","%s tries to calm %s down.","108","0"
"562","%s tries to calm you down.","108","1"
"563","You try to calm %s down.","108","2"
"564","%s remains calm.","108","4"
"565","You remain calm.","108","6"
"566","%s lets %s know that he is cold.","109","0"
"567","%s lets you know that he is cold.","109","1"
"568","You let %s know that you are cold.","109","2"
"569","%s lets everyone know that he is cold.","109","4"
"570","You let everyone know that you are cold.","109","6"
"571","%s lets %s know that she is cold.","109","8"
"572","%s lets you know that she is cold.","109","9"
"573","%s lets everyone know that she is cold.","109","12"
"574","%s comforts %s.","110","0"
"575","%s comforts you.","110","1"
"576","You comfort %s.","110","2"
"577","%s needs comforting.","110","4"
"578","You need to be comforted.","110","6"
"579","%s cuddles up against %s.","111","0"
"580","%s cuddles up against you.","111","1"
"581","You cuddle up against %s.","111","2"
"582","%s needs cuddling.","111","4"
"583","You need to be cuddled.","111","6"
"584","%s ducks behind %s.","112","0"
"585","%s ducks behind you.","112","1"
"586","You duck behind %s.","112","2"
"587","%s ducks for cover.","112","4"
"588","You duck for cover.","112","6"
"589","%s thinks %s is the son of a motherless ogre.","113","0"
"590","%s thinks you are the son of a motherless ogre.","113","1"
"591","You think %s is the son of a motherless ogre.","113","2"
"592","%s thinks everyone around him is a son of a motherless ogre.","113","4"
"593","You think everyone around you is a son of a motherless ogre.","113","6"
"594","%s thinks everyone around her is a son of a motherless ogre.","113","12"
"595","%s introduces himself to %s.","114","0"
"596","%s introduces himself to you.","114","1"
"597","You introduce yourself to %s.","114","2"
"598","%s introduces himself to everyone.","114","4"
"599","You introduce yourself to everyone.","114","6"
"600","%s introduces herself to %s.","114","8"
"601","%s introduces herself to you.","114","9"
"602","%s introduces herself to everyone.","114","12"
"603","%s lets %s know that he was just kidding!","115","0"
"604","%s lets you know that he was just kidding!","115","1"
"605","You let %s know that you were just kidding!","115","2"
"606","%s was just kidding!","115","4"
"607","You were just kidding!","115","6"
"608","%s lets %s know that she was just kidding!","115","8"
"609","%s lets you know that she was just kidding!","115","9"
"610","%s licks %s.","116","0"
"611","%s licks you.","116","1"
"612","You lick %s.","116","2"
"613","%s licks his lips.","116","4"
"614","You lick your lips.","116","6"
"615","%s licks her lips.","116","12"
"616","%s listens intently to %s.","117","0"
"617","%s listens intently to you.","117","1"
"618","You listen intently to %s.","117","2"
"619","%s is listening!","117","4"
"620","You are listening!","117","6"
"621","%s wants %s to know that he is hopelessly lost.","118","0"
"622","%s wants you to know that he is hopelessly lost.","118","1"
"623","You want %s to know that you are hopelessly lost.","118","2"
"624","%s is hopelessly lost.","118","4"
"625","You are hopelessly lost.","118","6"
"626","%s wants %s to know that she is hopelessly lost.","118","8"
"627","%s wants you to know that she is hopelessly lost.","118","9"
"628","%s mocks the foolishness of %s.","119","0"
"629","%s mocks your foolishness.","119","1"
"630","You mock the foolishness of %s.","119","2"
"631","%s mocks life and all it stands for.","119","4"
"632","You mock life and all it stands for.","119","6"
"633","%s ponders %s's actions.","120","0"
"634","%s ponders your actions.","120","1"
"635","You ponder %s's actions.","120","2"
"636","%s ponders the situation.","120","4"
"637","You ponder the situation.","120","6"
"638","%s pounces on top of %s.","121","0"
"639","%s pounces on top of you.","121","1"
"640","You pounce on top of %s.","121","2"
"641","%s pounces out from the shadows.","121","4"
"642","You pounce out from the shadows.","121","6"
"643","%s lavishes praise upon %s.","122","0"
"644","%s lavishes praise upon you.","122","1"
"645","You lavish praise upon %s.","122","2"
"646","%s praises the Light.","122","4"
"647","You praise the Light.","122","6"
"648","%s purrs at %s.","123","0"
"649","%s purrs at you.","123","1"
"650","You purr at %s.","123","2"
"651","%s purrs like a kitten.","123","4"
"652","You purr like a kitten.","123","6"
"653","%s is puzzled by %s.","124","0"
"654","%s puzzled by you. What are you doing?","124","1"
"655","You are puzzled by %s.","124","2"
"656","%s is puzzled. What's going on here?","124","4"
"657","You are puzzled. What's going on here?","124","6"
"658","%s looks at %s and raises his hand in the air.","125","0"
"659","%s looks at you and raises his hand.","125","1"
"660","You look at %s and raise your hand.","125","2"
"661","%s raises his hand in the air.","125","4"
"662","You raise your hand in the air.","125","6"
"663","%s looks at %s and raises her hand in the air.","125","8"
"664","%s looks at you and raises her hand.","125","9"
"665","%s raises her hand in the air.","125","12"
"666","%s lets %s know that he is ready!","126","0"
"667","%s lets you know that he is ready!","126","1"
"668","You let %s know that you are ready!","126","2"
"669","%s lets everyone know that he is ready!","126","4"
"670","You let everyone know that you are ready!","126","6"
"671","%s lets you know that she is ready!","126","9"
"672","%s lets everyone know that she is ready!","126","12"
"673","%s shimmies before %s.","127","0"
"674","%s shimmies before you.","127","1"
"675","You shimmy before %s.","127","2"
"676","%s shimmies before the masses.","127","4"
"677","You shimmy before the masses.","127","6"
