Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"126","Journeyman Fisherman","Obtain 150 skill points in fishing.","0","","-1","0","171","1","580","0","1738","-1","10","0"
"127","Expert Fisherman","Obtain 225 skill points in fishing.","0","","-1","126","171","2","580","0","3071","-1","10","0"
"128","Artisan Fisherman","Obtain 300 skill points in fishing.","0","","-1","127","171","3","580","0","2467","-1","10","0"
"129","Master Fisherman","Obtain 375 skill points in fishing.","0","","-1","128","171","4","580","0","3667","-1","10","0"
"130","Grand Master Fisherman","Obtain 450 skill points in fishing.","0","","-1","129","171","5","580","0","2380","-1","10","0"
"131","Journeyman Medic","Obtain 150 skill points in first aid.","2097152","","-1","0","172","1","504","0","2435","-1","10","0"
"132","Expert Medic","Obtain 225 skill points in first aid.","2097152","","-1","131","172","2","504","0","149","-1","10","0"
"133","Artisan Medic","Obtain 300 skill points in first aid.","0","","-1","132","172","3","504","0","1620","-1","10","0"
"134","Master Medic","Obtain 375 skill points in first aid.","0","","-1","133","172","4","504","0","3355","-1","10","0"
"135","Grand Master Medic","Obtain 450 skill points in first aid.","0","","-1","134","172","5","504","0","2792","-1","10","0"
"137","Stocking Up","Create 500 Heavy Frostweave Bandages.","0","","-1","0","172","10","2497","0","2804","-1","10","0"
"141","Ultimate Triage","Use a Heavy Frostweave Bandage, or any Embersilk or Windwool Bandage, to heal a player who has less than 5% health.","0","","-1","0","172","12","2741","0","6753","-1","10","1"
"144","The Lurker Above","Fish up The Lurker Below in Serpentshrine Cavern.","0","","-1","0","171","18","1734","0","2813","-1","10","0"
"150","The Fishing Diplomat","Fish something up in Orgrimmar and Stormwind.","0","","-1","0","171","12","2737","0","1281","-1","10","0"
"153","The Old Gnome and the Sea","Successfully fish from a school.","0","","-1","0","171","10","3694","0","609","-1","10","1"
"154","Arathi Basin Victory","Win Arathi Basin.","0","","529","0","14802","1","3381","0","2065","-1","10","0"
"155","Arathi Basin Veteran","Complete 100 victories in Arathi Basin.","0","","529","154","14802","2","3382","0","4715","-1","10","0"
"156","Territorial Dominance","Win 10 Arathi Basin matches while controlling all 5 flags.","0","","529","0","14802","9","3452","0","117","-1","10","0"
"157","To The Rescue!","Come to the defense of a base in Arathi Basin 50 times by recapping the flag.","0","","529","0","14802","7","2205","0","5243","-1","10","0"
"158","Me and the Cappin' Makin' it Happen","Take 50 flags in Arathi Basin.","0","","529","0","14802","4","3470","0","1076","-1","10","0"
"159","Let's Get This Done","Win Arathi Basin in 6 minutes.","0","","529","0","14802","10","3383","0","1079","-1","10","0"
"161","Resilient Victory","Overcome a 500 resource disadvantage in a match of Arathi Basin and claim victory.","0","","529","0","14802","8","3468","0","4405","-1","10","1"
"162","We Had It All Along *cough*","Win Arathi Basin by 50 points or less.","0","","529","0","14802","11","1876","0","129","-1","10","0"
"165","Arathi Basin Perfection","Win Arathi Basin with a score of 1600 to 0.","0","","529","0","14802","3","3469","0","881","-1","20","0"
"166","Warsong Gulch Victory","Win Warsong Gulch.","0","","489","0","14804","1","3387","0","419","-1","10","0"
"167","Warsong Gulch Veteran","Complete 100 victories in Warsong Gulch.","0","","489","166","14804","2","3388","0","422","-1","10","0"
"168","Warsong Gulch Perfection","Win Warsong Gulch with a score of 3 to 0.","0","","489","0","14804","8","3485","0","9102","-1","10","0"
"178","Enchanting formulae learned","Enchanting formulae learned","1","","-1","0","173","6","1","0","1285","-1","0","0"
"181","Items disenchanted","Items disenchanted","1","","-1","0","173","8","1","0","146","-1","0","0"
"183","Materials produced from disenchanting","Materials produced from disenchanting","1","","-1","0","173","7","1","0","2339","-1","0","0"
"189","Largest heal cast","Largest heal cast","1","","-1","0","141","5","1","0","2038","-1","0","0"
"193","Largest hit dealt","Largest hit dealt","1","","-1","0","141","1","1","0","2041","-1","0","0"
"197","Total damage done","Total damage done","1","","-1","0","141","3","1","0","8207","-1","0","0"
"198","Total healing done","Total healing done","1","","-1","0","141","7","1","0","14968","-1","0","0"
"199","Capture the Flag","Personally carry and capture the flag in Warsong Gulch.","0","","489","0","14804","3","3390","0","3500","-1","10","0"
"200","Persistent Defender","Return 50 flags as a defender in Warsong Gulch.","0","","489","0","14804","4","3398","0","2383","-1","10","0"
"201","Warsong Expedience","Win Warsong Gulch in under 7 minutes.","0","","489","0","14804","9","3389","0","8437","-1","10","0"
"202","Quick Cap","Grab the flag and capture it in under 75 seconds.","0","","489","0","14804","16","3483","0","2342","1","10","0"
"203","Not In My House","In a single Warsong Gulch battle, kill 2 flag carriers before they leave the Silverwing Flag Room.","0","","489","0","14804","14","3583","0","2077","1","10","0"
"204","Ironman","In a single Warsong Gulch battle, carry and capture the flag 3 times without dying.","0","","489","0","14804","10","3482","0","3655","-1","10","0"
"206","Supreme Defender","Kill 100 flag carriers in Warsong Gulch.","0","","489","0","14804","6","3400","0","3409","1","10","0"
"207","Save the Day","Kill the enemy who is carrying your flag in the opposing team's flag room while the opposing team's flag is at their base, within their control.","0","","489","0","14804","18","2119","0","13704","-1","10","1"
"208","Eye of the Storm Victory","Win Eye of the Storm.","0","","566","0","14803","1","3384","0","1763","-1","10","0"
"209","Eye of the Storm Veteran","Complete 100 victories in Eye of the Storm.","0","","566","208","14803","2","3385","0","1766","-1","10","0"
"211","Storm Glory","While your team holds 4 of the bases in Eye of the Storm, personally grab the flag and capture it.","0","","566","0","14803","12","3508","0","183","-1","10","0"
"212","Storm Capper","Personally carry and capture the flag in Eye of the Storm.","128","","566","0","14803","7","3391","0","5265","-1","10","0"
"213","Stormtrooper","Kill 5 flag carriers in a single Eye of the Storm battle.","128","","566","0","14803","6","3401","0","5778","-1","10","0"
"214","Flurry","Win Eye of the Storm in under 6 minutes.","0","","566","0","14803","5","3386","0","3145","-1","10","0"
"216","Bound for Glory","In a single Eye of the Storm match, capture the flag 3 times without dying.","0","","566","0","14803","8","2267","0","5268","-1","10","0"
"218","Alterac Valley Victory","Win Alterac Valley.","0","","30","0","14801","1","3377","0","6278","-1","10","0"
"219","Alterac Valley Veteran","Complete 100 victories in Alterac Valley.","0","","30","218","14801","2","3378","0","3874","-1","10","0"
"220","Stormpike Perfection","Win Alterac Valley without losing a tower or captain. You must also control all of the Horde's towers.","0","","30","0","14801","11","2897","0","3823","1","20","0"
"221","Alterac Grave Robber","Take 50 graveyards in Alterac Valley.","0","","30","0","14801","3","3379","0","186","-1","10","0"
"222","Tower Defense","Defend 50 towers in Alterac Valley.","0","","30","0","14801","4","3581","0","3358","-1","10","0"
"223","The Sickly Gazelle","In Alterac Valley, kill an enemy in the Field of Strife before they dismount.","0","","30","0","14801","10","3434","0","3412","-1","10","0"
"224","Loyal Defender","In Alterac Valley, kill 50 enemy players in the Hall of the Frostwolf.","0","","30","0","14801","5","3582","0","4479","0","10","0"
"225","Everything Counts","Win Alterac Valley while your team controls both mines.","0","","30","0","14801","7","3433","0","3835","1","10","0"
"226","The Alterac Blitz","Win Alterac Valley in 6 minutes.","0","","30","0","14801","9","3380","0","7771","-1","20","0"
"227","Damage Control","Do 300,000 damage or healing in a single battle in any battleground. The damage or healing must be done to a player.","0","","-1","0","95","39","3422","0","990","-1","10","1"
"229","The Grim Reaper","Get 30 Honorable Kills in a single battle in any battleground.","0","","-1","0","95","34","1933","0","914","-1","10","1"
"230","Battlemaster","Complete the battleground achievements listed below.","143360","Title Reward: Battlemaster","-1","0","95","44","3372","0","4965","1","50","0"
"231","Wrecking Ball","Get 20 killing blows without dying in a single battle in any battleground.","0","","-1","0","95","40","2770","0","3855","-1","10","1"
"233","Bloodthirsty Berserker","Get a killing blow while under the effects of the berserker buff in Eye of the Storm.","0","","566","0","14803","11","38","0","5215","-1","10","0"
"238","An Honorable Kill","Achieve an honorable kill.","0","","-1","0","95","2","3454","0","5218","-1","10","0"
"239","25000 Honorable Kills","Get 25000 honorable kills.","135168","","-1","509","95","8","3460","0","5221","-1","10","0"
"245","That Takes Class","Get an honorable, killing blow on one of each class.","0","","-1","0","95","13","244","0","6934","-1","10","0"
"246","Know Thy Enemy","Get an honorable, killing blow on seven different races.","0","","-1","0","95","14","245","0","6264","1","10","0"
"247","Make Love, Not Warcraft","Emote /hug on a dead enemy before they release corpse.","0","","-1","0","95","16","1853","0","8295","-1","10","0"
"248","Sunday's Finest","Discover the White Tuxedo Shirt and Black Tuxedo Pants by opening Brightly Colored Eggs during the Noblegarden celebration.","0","","-1","0","159","4","3712","0","8291","-1","10","0"
"249","Dressed for the Occasion","Discover an Elegant Dress by opening Brightly Colored Eggs during the Noblegarden celebration.","0","","-1","0","159","5","3713","0","4669","-1","10","0"
"252","With a Little Helper from My Friends","Earn 50 honorable kills as a Little Helper from the Winter Wondervolt machine.","128","","-1","0","156","2","3679","0","4724","-1","10","0"
"255","Bring Me The Head of... Oh Wait","Kill the Headless Horseman.","0","","-1","0","158","3","1817","0","1673","-1","10","0"
"259","Scrooge","Throw a snowball at Baine Bloodhoof during the Feast of Winter Veil.","0","","-1","0","156","3","1665","0","20082","0","10","1"
"260","Charming","Create 12 Lovely Charm Bracelets.","0","","-1","0","187","2","4134","0","2103","-1","10","0"
"263","Ice the Frost Lord","Slay Ahune in the Slave Pens.","0","","-1","0","161","1","94","0","5612","-1","10","1"
"271","Burning Hot Pole Dance","Dance at the ribbon pole for 60 seconds while wearing completed Midsummer set.","0","","-1","0","161","2","3262","0","7608","-1","10","0"
"272","Torch Juggler","Juggle 40 torches in 15 seconds in Dalaran.","0","","-1","0","161","40","2944","0","2097","-1","10","0"
"273","On Metzen!","Save Metzen the Reindeer.","0","","-1","0","156","1","3703","0","5556","-1","10","1"
"275","Veteran Nanny","Acquire Egbert's Egg, Sleepy Willy, and Elekk Training Collar on one character.","0","","-1","0","163","7","2525","0","3662","-1","50","0"
"277","'Tis the Season","During the Feast of Winter Veil, wear 3 pieces of winter clothing and eat Graccu's Mince Meat Fruitcake.","0","","-1","0","156","6","1789","0","4076","-1","10","0"
"279","Simply Abominable","Complete the quest to retrieve Smokywood Pastures' stolen treats and receive a Smokywood Pastures' Thank You.","0","","-1","0","156","8","3190","0","14224","-1","10","1"
"281","First Aid skill","First Aid skill","1","","-1","0","178","5","1","0","458","-1","0","0"
"283","The Masquerade","Get transformed by the Hallowed Wands listed below.","0","","-1","0","158","12","3513","0","4423","-1","10","0"
"284","A Mask for All Occasions","Collect the 24 unique Masks listed below.","0","","-1","0","158","6","2953","0","3964","-1","20","0"
"288","Out With It","Eat so many Tricky Treats that you get an upset tummy.","0","","-1","0","158","2","97","0","9018","-1","10","0"
"289","The Savior of Hallow's End","Complete one of the quests to save a village from the Headless Horseman.","0","","-1","0","158","4","3512","0","3849","-1","10","1"
"291","Check Your Head","Use Weighted Jack-o'-Lanterns to put pumpkin heads on each of the races listed below.","0","","-1","0","158","11","2528","0","8","-1","10","0"
"292","Sinister Calling","Obtain a Sinister Squashling pet and Hallowed Helm through looting or Tricky Treats from the Hallow's end world events.","0","","-1","0","158","13","3511","0","5513","-1","10","0"
"293","Disturbing the Peace","While wearing 3 pieces of Brewfest clothing, get completely smashed and dance in Dalaran.","0","","571","0","162","10","2518","0","448","-1","10","0"
"295","Direbrewfest","Kill Coren Direbrew.","0","","230","0","162","8","2788","0","3232","-1","10","0"
"303","Have Keg, Will Travel","Obtain a Brewfest mount, or transform yours into one using Brewfest Hops.","131072","","-1","0","162","11","354","0","842","-1","10","1"
"306","Master Angler of Azeroth","Win the Booty Bay fishing contest.","0","","-1","0","171","13","577","0","4432","-1","20","1"
"318","Total deaths from opposite faction","","1","","-1","0","21","2","1","0","4712","-1","0","0"
"319","Duels won","Duels won","1","","-1","0","154","1","1","0","8204","-1","0","0"
"320","Duels lost","Duels lost","1","","-1","0","154","2","1","0","22","-1","0","0"
"321","Total raid and dungeon deaths","Total raid and dungeon deaths","1","","-1","0","125","1","1","0","12717","-1","0","0"
"326","Gold from quest rewards","Gold from quest rewards","1","","-1","0","140","4","1","0","10543","-1","0","0"
"328","Total gold acquired","Total gold acquired","1","","-1","0","140","1","1","0","2744","-1","0","0"
"329","Auctions posted","Auctions posted","1","","-1","0","140","6","1","0","15895","-1","0","0"
"330","Auction purchases","Auction purchases","1","","-1","0","140","7","1","0","2083","-1","0","0"
"331","Most expensive bid on auction","Most expensive bid on auction","1","","-1","0","140","8","1","0","264","-1","0","0"
"332","Most expensive auction sold","Most expensive auction sold","1","","-1","0","140","9","1","0","2750","-1","0","0"
"333","Gold looted","Gold looted","1","","-1","0","140","3","1","0","2753","-1","0","0"
"334","Most gold ever owned","Most gold ever owned","1","","-1","0","140","15","1","0","2","-1","0","0"
"338","Vanity pets owned","Vanity pets owned","1","","-1","0","15219","1","1","0","5294","-1","0","0"
"339","Mounts owned","Mounts owned","1","","-1","0","191","8","1","0","5","-1","0","0"
"341","Epic items looted","Epic items looted","1","","-1","0","191","7","1","0","4036","-1","0","0"
"342","Epic items acquired","Epic items acquired","1","","-1","0","191","6","1","0","2470","-1","0","0"
"344","Bandages used","Bandages used","9","","-1","0","145","1","1","0","1930","-1","0","0"
"345","Health potions consumed","Health potions consumed","9","","-1","0","145","4","1","0","5882","-1","0","0"
"346","Beverages consumed","Beverages consumed","1","","-1","0","145","16","1","0","5924","-1","0","0"
"347","Food eaten","Food eaten","9","","-1","0","145","19","1","0","15901","-1","0","0"
"349","Flight paths taken","Flight paths taken","1","","-1","0","134","1","1","0","2442","-1","0","0"
"350","Mage Portals taken","Mage Portals taken","1","","-1","0","134","3","1","0","921","-1","0","0"
"353","Number of times hearthed","Number of times hearthed","1","","-1","0","134","5","1","0","467","-1","0","0"
"362","5v5 victories","5v5 victories","1","","-1","0","152","4","1","0","532","-1","0","0"
"363","5v5 matches","5v5 matches","1","","-1","0","152","3","1","0","6137","-1","0","0"
"364","3v3 victories","3v3 victories","1","","-1","0","152","6","1","0","2445","-1","0","0"
"365","3v3 matches","3v3 matches","1","","-1","0","152","5","1","0","6144","-1","0","0"
"366","2v2 victories","2v2 victories","1","","-1","0","152","8","1","0","6151","-1","0","0"
"367","2v2 matches","2v2 matches","1","","-1","0","152","7","1","0","539","-1","0","0"
"370","Highest 2 man personal rating","Highest 2 man personal rating","1","","-1","0","152","25","1","0","10139","-1","0","0"
"374","Highest 2 man team rating","Highest 2 man team rating","524289","","-1","0","152","28","1","0","4040","-1","0","0"
"377","Most factions at Exalted","Most factions at Exalted","1","","-1","0","147","1","1","0","4233","-1","0","0"
"378","Most factions at Revered or higher","Most factions at Revered or higher","1","","-1","0","147","2","1","0","546","-1","0","0"
"381","World Honorable Kills","World Honorable Kills","9","","-1","0","136","2","1","0","6158","-1","0","0"
"382","Battleground Honorable Kills","Battleground Honorable Kills","1","","-1","0","136","5","1","0","973","-1","0","0"
"383","Arena Honorable Kills","Arena Honorable Kills","1","","-1","0","136","4","1","0","983","-1","0","0"
"388","City Defender","Kill 50 enemy players in any of your home cities.","128","","-1","0","95","19","3574","0","4372","1","10","0"
"389","Gurubashi Arena Master","Loot the Arena Master trinket from the Gurubashi Arena.","0","","-1","0","95","17","2977","0","8047","-1","10","1"
"393","Alterac Valley towers defended","Alterac Valley towers defended","1","","-1","0","153","28","1","0","2474","-1","0","0"
"394","Alterac Valley towers captured","Alterac Valley towers captured","1","","-1","0","153","29","1","0","9924","-1","0","0"
"395","Warsong Gulch flags captured","Warsong Gulch flags captured","1","","-1","0","153","32","1","0","4043","-1","0","0"
"396","Gurubashi Arena Grand Master","Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.","0","","-1","0","95","18","2555","0","7014","-1","10","1"
"397","Step Into The Arena","Win a ranked arena match.","0","","-1","0","165","1","3601","0","2671","-1","10","0"
"398","Mercilessly Dedicated","Win 100 ranked arena matches.","0","","-1","397","165","2","3593","0","2674","-1","10","0"
"399","Just the Two of Us: 1550","Earn a 1550 personal rating in the 2v2 bracket of the arena.","0","","-1","0","165","6","3039","0","3229","-1","10","0"
"400","Just the Two of Us: 1750","Earn a 1750 personal rating in the 2v2 bracket of the arena.","0","","-1","399","165","7","3038","0","3251","-1","10","0"
"401","Just the Two of Us: 2000","Earn a 2000 personal rating in the 2v2 bracket of the arena.","0","","-1","400","165","8","3037","0","3744","-1","10","0"
"402","Three's Company: 1550","Earn a 1550 personal rating in the 3v3 bracket of the arena.","0","","-1","0","165","10","3050","0","2080","-1","10","0"
"403","Three's Company: 1750","Earn a 1750 personal rating in the 3v3 bracket of the arena.","0","","-1","402","165","11","3049","0","5747","-1","10","0"
"404","High Five: 2000","Earn a 2000 personal rating in the 5v5 bracket of the arena.","0","","-1","407","165","18","3044","0","3349","-1","10","0"
"405","Three's Company: 2000","Earn a 2000 personal rating in the 3v3 bracket of the arena.","0","","-1","403","165","12","3048","0","7093","-1","10","0"
"406","High Five: 1550","Earn a 1550 personal rating in the 5v5 bracket of the arena.","0","","-1","0","165","16","3046","0","5297","-1","10","0"
"407","High Five: 1750","Earn a 1750 personal rating in the 5v5 bracket of the arena.","0","","-1","406","165","17","3045","0","2464","-1","10","0"
"408","Hot Streak","Win ten ranked matches in a row.","0","","-1","0","165","20","11","0","10115","-1","10","0"
"409","Last Man Standing","Be the sole survivor at the end of a ranked 5v5 match.","0","","-1","0","165","22","2176","0","2071","-1","10","0"
"411","Murky","Proud owner of Murky from the 2005 BlizzCon in Anaheim, California.","133120","","-1","0","15268","1","2316","0","4398","-1","0","1"
"412","Murloc Costume","Proud owner of the Murloc Costume from the 2007 BlizzCon in Anaheim, California.","2048","","-1","0","15268","2","1751","0","4046","-1","0","1"
"414","Tyrael's Hilt","Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.","133120","","-1","0","15268","3","2657","0","1119","-1","0","1"
"415","Big Blizzard Bear","Proud owner of the Big Blizzard Bear from the 2008 BlizzCon.","133120","","-1","0","15268","4","3895","0","1043","-1","0","1"
"416","Scarab Lord","Opened the gates of Ahn'Qiraj.","2048","","-1","0","15269","42","3567","0","1735","-1","0","0"
"418","Merciless Gladiator","Achieved Merciless Gladiator title.","2048","","-1","0","15270","5","3593","0","2936","-1","0","0"
"419","Vengeful Gladiator","Achieved Vengeful Gladiator title.","2048","","-1","0","15270","6","3594","0","189","-1","0","0"
"420","Brutal Gladiator","Achieved Brutal Gladiator title.","2048","","-1","0","15270","7","3595","0","4217","-1","0","0"
"424","Why? Because It's Red","Obtain a Red Qiraji Resonating Crystal.","133120","","-1","0","15269","40","1812","0","3753","-1","0","1"
"425","Atiesh, Greatstaff of the Guardian","Wielder of Atiesh, Greatstaff of the Guardian.","2048","","-1","0","15271","5","2757","0","3394","-1","0","1"
"426","Warglaives of Azzinoth","Wielder of a set of Warglaives of Azzinoth.","2048","","-1","0","15271","2","2596","0","1875","-1","0","0"
"428","Thunderfury, Blessed Blade of the Windseeker","Wielder of Thunderfury, Blessed Blade of the Windseeker.","2048","","-1","0","15271","4","2756","0","3756","-1","0","0"
"429","Sulfuras, Hand of Ragnaros","Wielder of Sulfuras, Hand of Ragnaros.","2048","","-1","0","15271","1","2444","0","522","-1","0","0"
"430","Amani War Bear","Owner of Amani War Bear.","133120","","-1","0","15269","15","957","0","3254","-1","0","1"
"431","Hand of A'dal","Earned the title, ""Hand of A'dal"".","2048","","-1","0","15278","6","2570","0","2243","-1","0","0"
"432","Champion of the Naaru","Earned the title, ""Champion of the Naaru"".","2048","","-1","0","15278","5","2843","0","6551","-1","0","0"
"433","Grand Marshal","Earned the title, ""Grand Marshal"".","2048","","-1","0","15279","30","3371","0","80","1","0","0"
"434","Field Marshal","Earned the title, ""Field Marshal"".","2048","","-1","0","15279","29","3370","0","5517","1","0","0"
"435","Commander","Earned the title, ""Commander"".","2048","","-1","0","15279","27","3368","0","3142","1","0","0"
"436","Lieutenant Commander","Earned the title, ""Lieutenant Commander"".","2048","","-1","0","15279","26","3367","0","83","1","0","0"
"437","Knight-Champion","Earned the title, ""Knight-Champion"".","2048","","-1","0","15279","25","3366","0","6353","1","0","0"
"438","Knight-Captain","Earned the title, ""Knight-Captain"".","2048","","-1","0","15279","24","3365","0","2477","1","0","0"
"439","Knight","Earned the title, ""Knight"".","2048","","-1","0","15279","22","3363","0","86","1","0","0"
"440","Sergeant Major","Earned the title, ""Sergeant Major"".","2048","","-1","0","15279","21","3362","0","2226","1","0","0"
"441","Master Sergeant","Earned the title, ""Master Sergeant"".","2048","","-1","0","15279","20","3361","0","3699","1","0","0"
"442","Private","Earned the title, ""Private"".","2048","","-1","0","15279","17","3358","0","6659","1","0","0"
"443","High Warlord","Earned the title, ""High Warlord"".","2048","","-1","0","15279","16","3357","0","2229","0","0","0"
"444","Lieutenant General","Earned the title, ""Lieutenant General"".","2048","","-1","0","15279","13","3354","0","5649","0","0","0"
