Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown4_3,Unknown4_4,Unknown4_5,Unknown5
"480","458","387","0","62","6","100","0","0","0","0","1"
"484","464","0","0","22","0","100","0","0","0","0","1"
"485","465","0","0","53","50","100","0","0","0","0","1"
"486","463","0","274","63","0","100","1","0","0","0","1"
"487","466","0","0","59","30","100","10","0","0","0","1"
"488","467","0","0","66","20","100","100","0","0","0","1"
"489","468","0","0","24","1","100","0","0","0","0","1"
"493","471","0","0","67","100","0","0","0","0","0","1"
"494","472","0","833","26","0","100","2","0","0","0","1"
"495","473","0","0","22","0","100","0","0","0","0","1"
"496","474","0","0","23","70","100","0","0","0","0","1"
"498","475","0","280","26","0","100","1","0","0","0","1"
"499","479","0","0","68","40","100","0","0","0","0","1"
"500","479","0","0","135","100","100","0","0","0","0","2"
"501","480","0","284","26","0","100","1","0","0","0","1"
"502","482","0","285","26","0","100","3","0","0","0","1"
"503","483","0","288","80","0","100","3","0","0","0","1"
"504","485","0","289","72","30","100","0","0","0","0","1"
"505","486","0","0","74","0","100","0","0","0","0","1"
"506","487","0","0","31","35","1","0","0","0","0","1"
"507","487","0","0","31","68","1","0","0","0","0","2"
"508","488","527","294","75","45","100","0","0","0","0","1"
"509","490","0","0","53","100","100","0","0","0","0","1"
"510","492","0","296","76","45","100","0","0","0","0","1"
"511","493","541","0","23","12","100","0","0","0","0","1"
"512","493","541","0","23","12","100","0","0","0","0","2"
"513","493","541","0","23","12","100","0","0","0","0","3"
"514","494","238","0","24","10","100","0","0","0","0","1"
"515","494","238","0","24","6","100","0","0","0","0","2"
"516","494","238","0","24","6","100","0","0","0","0","3"
"517","496","0","300","77","45","100","1","0","0","0","1"
"518","497","0","0","79","70","1","0","10","0","0","1"
"519","498","0","302","78","12","70","10","70","0","0","1"
"520","499","0","0","24","30","100","0","0","0","0","1"
"523","502","0","220","50","0","100","30","100","0","0","1"
"525","487","0","174","28","0","100","100","0","0","0","3"
"526","503","0","306","50","0","100","5","0","0","0","1"
"527","505","0","0","24","15","100","0","0","0","0","1"
"528","505","0","0","177","149","0","0","0","0","0","2"
"529","506","0","0","24","10","100","0","0","0","0","1"
"530","508","0","309","26","0","100","5","0","0","0","1"
"531","510","0","311","26","0","100","1","0","0","0","1"
"532","512","0","313","50","0","100","10","0","0","0","1"
"533","514","0","0","179","3","100","1","0","0","0","1"
"534","513","0","316","26","0","100","5","0","0","0","1"
"535","515","0","0","179","5","100","1","0","0","0","1"
"536","516","0","317","26","0","100","5","0","0","0","1"
"537","517","0","0","24","7","100","0","0","0","0","1"
"538","517","0","0","24","7","100","0","0","0","0","2"
"539","517","0","0","24","7","100","0","0","0","0","3"
"540","517","0","0","85","69","100","0","0","0","0","4"
"541","517","0","0","85","69","100","0","0","0","0","5"
"542","519","491","320","50","0","100","9","0","0","0","1"
"543","519","0","0","159","0","0","0","0","0","0","2"
"544","519","491","320","50","0","100","9","0","0","0","3"
"545","519","0","0","159","0","0","0","0","0","0","4"
"546","521","0","322","86","25","100","2","324","2","0","1"
"547","523","0","326","150","0","100","0","0","0","0","1"
"548","526","0","0","22","0","100","0","0","0","0","1"
"549","527","0","0","22","0","100","0","0","0","0","1"
"550","528","0","329","26","0","100","-1","0","0","0","1"
"551","529","0","0","24","5","100","0","0","0","0","1"
"552","529","0","0","24","5","100","0","0","0","0","2"
"553","529","0","0","24","5","100","0","0","0","0","3"
"554","530","0","0","24","5","100","0","0","0","0","1"
"555","530","0","0","24","5","100","0","0","0","0","2"
"556","530","0","0","24","5","100","0","0","0","0","3"
"557","525","0","328","26","0","100","-1","0","0","0","1"
"561","531","0","331","26","0","200","2","0","0","0","1"
"562","535","0","0","24","5","100","0","0","0","0","1"
"563","531","0","332","26","0","100","2","0","0","0","2"
"564","537","0","333","28","0","100","0","0","0","0","1"
"568","490","0","0","53","100","100","0","0","0","0","2"
"569","542","0","0","24","15","100","0","0","0","0","1"
"570","305","0","340","26","0","100","0","0","0","0","1"
"571","306","0","340","49","200","0","0","0","0","0","2"
"573","535","0","0","24","5","100","0","1","0","0","2"
"574","323","0","341","28","0","100","1","0","0","0","1"
"575","324","0","341","49","200","0","0","0","0","0","2"
"579","548","0","0","24","30","100","0","0","0","0","1"
"580","548","0","0","158","0","0","0","0","0","0","2"
"581","550","526","0","24","10","100","0","0","0","0","1"
"582","551","0","927","178","1","100","1","149","0","1","1"
"583","552","0","0","222","22","100","60","0","0","0","1"
"584","553","0","927","178","1","100","1","149","0","1","1"
"585","554","571","0","24","5","100","0","0","0","0","1"
"586","555","571","0","24","7","50","0","0","0","0","1"
"588","557","0","353","76","45","100","0","0","0","0","1"
"589","558","0","0","24","10","100","0","0","0","0","1"
"590","558","0","0","158","0","0","0","0","0","0","2"
"591","558","0","0","164","10","66","0","0","0","0","3"
"592","559","0","0","24","20","100","0","0","0","0","1"
"593","560","0","0","24","10","100","0","0","0","0","1"
"594","561","0","0","24","6","100","1","0","0","0","1"
"595","562","0","358","54","0","100","6","0","0","0","1"
"596","563","0","0","24","10","100","0","0","0","0","1"
"597","563","0","0","164","10","50","0","0","0","0","2"
"598","563","0","0","103","10","100","0","0","0","0","3"
"599","565","0","1725","50","0","100","2","0","0","0","1"
"601","567","0","0","24","15","100","0","0","0","0","1"
"602","567","0","544","26","0","100","1","0","0","0","2"
"603","569","0","365","26","0","100","9","0","0","0","1"
"604","570","0","0","222","22","100","60","0","0","0","1"
"605","571","0","0","24","5","100","1","0","0","0","1"
"606","572","0","368","54","0","100","3","0","0","0","1"
"607","574","0","0","24","10","100","0","0","0","0","1"
"616","584","0","0","24","10","100","0","0","0","0","1"
"617","585","0","0","24","30","100","0","0","0","0","1"
"618","585","0","0","177","149","0","0","0","0","0","2"
"619","586","518","0","24","10","100","0","0","0","0","1"
"620","586","518","0","62","10","100","0","0","0","0","2"
"621","587","0","0","24","20","100","0","0","0","0","1"
"622","588","0","0","24","5","100","1","0","0","0","1"
"623","589","0","0","24","14","100","0","0","0","0","1"
"624","589","0","379","54","1","100","3","0","0","0","2"
"625","590","503","0","24","5","100","0","0","0","0","1"
"626","591","0","0","24","10","100","0","0","0","0","1"
"627","592","0","0","24","10","100","0","0","0","0","1"
"630","593","0","0","24","20","100","0","0","0","0","1"
"631","594","0","0","22","0","100","0","0","0","0","1"
"632","595","0","0","22","0","100","0","0","0","0","1"
"634","597","0","385","26","0","100","3","0","0","0","1"
"635","598","550","0","24","7","100","0","0","0","0","1"
"636","598","550","0","24","7","100","0","0","0","0","2"
"637","598","550","0","24","14","100","0","0","0","0","3"
"638","599","550","0","24","7","100","0","0","0","0","1"
"639","599","550","0","24","7","100","0","0","0","0","2"
"640","599","550","0","24","14","100","0","0","0","0","3"
"641","600","550","0","24","7","100","0","1","0","0","1"
"642","600","550","0","24","7","100","0","1","0","0","2"
"643","600","550","0","24","14","100","0","0","0","0","3"
"645","602","0","0","24","10","100","0","0","0","0","1"
"646","603","0","0","24","40","50","0","0","0","0","1"
"647","605","0","0","85","161","0","0","0","0","0","1"
"648","606","0","0","222","22","100","60","0","0","0","1"
"649","607","0","0","24","10","100","0","0","0","0","1"
"650","608","583","0","23","7","100","0","0","0","0","1"
"651","609","0","395","26","0","100","5","0","0","0","1"
"652","610","0","0","24","2","100","1","0","0","0","1"
"653","611","0","0","24","10","100","0","0","0","0","1"
"654","611","0","379","54","1","100","5","0","0","0","2"
"657","614","0","399","50","0","100","1","0","0","0","1"
"658","615","0","0","22","0","100","0","0","0","0","1"
"659","616","0","0","22","0","100","0","0","0","0","1"
"660","617","0","0","24","30","100","0","0","0","0","1"
"661","617","0","927","178","1","100","1","149","1","0","2"
"662","618","0","401","50","0","100","2","0","0","0","1"
"663","620","604","0","24","10","100","0","0","0","0","1"
"664","621","0","0","24","20","100","0","0","0","0","1"
"665","622","0","0","222","22","100","60","0","0","0","1"
"666","623","0","737","28","0","100","1","0","0","0","1"
"667","624","0","0","222","30","100","40","0","0","0","1"
"668","624","0","737","49","100","0","0","0","0","0","2"
"669","625","0","0","24","5","100","0","0","0","0","1"
"670","626","0","408","26","0","100","9","0","0","0","1"
"671","627","0","0","24","5","100","1","0","0","0","1"
"672","628","0","0","24","12","100","0","0","0","0","1"
"673","628","0","491","54","1","100","4","0","0","0","2"
"674","629","0","0","24","15","100","0","0","0","0","1"
"675","630","0","0","24","15","100","0","0","0","0","1"
"676","630","0","0","29","10","100","0","52","0","0","2"
"677","631","0","0","24","20","100","0","0","0","0","1"
"678","631","0","848","52","1","100","2","0","0","0","2"
"679","633","0","0","24","10","100","0","0","0","0","1"
"680","634","0","0","22","0","100","0","0","0","0","1"
"681","635","0","0","22","0","100","0","0","0","0","1"
"682","636","0","0","22","0","100","0","0","0","0","1"
"684","637","0","417","50","0","100","3","0","0","0","1"
"685","638","571","0","24","7","100","0","0","0","0","1"
"686","638","571","0","24","7","100","0","0","0","0","2"
"687","638","571","0","24","7","100","0","0","0","0","3"
"688","638","0","0","85","69","100","0","0","0","0","4"
"689","638","0","0","85","69","100","0","0","0","0","5"
"690","639","0","0","24","10","100","0","0","0","0","1"
"691","639","0","0","158","0","0","0","0","0","0","2"
"692","639","0","0","164","10","66","0","0","0","0","3"
"693","640","0","0","27","15","100","5","25","0","0","1"
"694","641","0","0","222","22","100","60","0","0","0","1"
"695","642","0","0","96","40","50","0","77","0","0","1"
"696","643","0","0","222","22","100","60","0","0","0","1"
"697","645","0","425","26","0","100","5","0","0","0","1"
"698","646","0","0","25","20","20","0","0","0","0","1"
"710","648","0","0","222","21","100","40","0","0","0","1"
"711","650","0","430","26","0","100","5","0","0","0","1"
"712","651","0","0","222","21","100","40","0","0","0","1"
"713","652","0","434","150","0","100","0","0","0","0","1"
"714","655","0","435","26","0","100","5","0","0","0","1"
"715","656","0","0","222","22","100","60","0","0","0","1"
"716","658","0","438","150","0","100","0","0","0","0","1"
"717","659","0","311","26","0","100","1","0","0","0","1"
"718","660","533","0","24","10","100","0","0","0","0","1"
"719","660","0","0","158","0","0","0","0","0","0","2"
"720","660","533","0","164","10","50","0","0","0","0","3"
"721","661","0","0","96","40","50","0","82","0","0","1"
"722","663","0","443","150","0","100","0","0","0","0","1"
"723","664","0","0","24","20","100","0","0","0","0","1"
"724","665","387","0","24","5","100","1","0","0","0","1"
"725","666","0","0","24","10","100","0","0","0","0","1"
"726","666","0","446","54","1","100","2","0","0","0","2"
"727","668","0","0","24","10","100","0","0","0","0","1"
"728","668","37","0","32","100","100","0","0","0","0","2"
"729","669","0","0","222","32","100","60","0","0","0","1"
"730","670","0","0","68","50","100","0","0","0","0","1"
"731","671","0","0","24","20","100","0","0","0","0","1"
"732","672","0","0","24","25","100","0","0","0","0","1"
"733","674","0","0","24","10","100","0","0","0","0","1"
"734","674","0","0","158","0","0","0","0","0","0","2"
"735","674","0","0","164","10","50","0","0","0","0","3"
"736","675","0","0","222","25","100","40","0","0","0","1"
"737","675","0","0","85","69","100","0","0","0","0","2"
"738","675","0","0","85","69","100","0","0","0","0","3"
"739","676","0","0","24","20","100","0","0","0","0","1"
"740","678","0","458","76","45","100","0","0","0","0","1"
"741","679","0","0","24","30","100","0","0","0","0","1"
"742","680","0","0","24","20","100","0","0","0","0","1"
"743","680","543","0","29","20","100","0","82","0","0","2"
"744","682","0","0","24","10","100","0","0","0","0","1"
"745","684","0","464","150","0","100","0","0","0","0","1"
"746","685","0","0","24","20","100","0","0","0","0","1"
"747","686","0","0","121","50","0","0","0","0","0","1"
"748","687","0","469","54","0","100","2","0","0","0","1"
"749","688","0","0","24","5","100","1","0","0","0","1"
"750","689","0","0","24","10","100","1","0","0","0","1"
"751","690","0","0","24","15","100","1","0","0","0","1"
"752","692","0","0","24","10","100","0","0","0","0","1"
"753","692","0","470","50","1","100","1","0","0","0","2"
"754","693","406","0","24","15","100","0","0","0","0","1"
"755","693","407","0","29","10","100","28","0","0","0","2"
"756","694","0","0","27","15","100","5","25","0","0","1"
"757","695","0","0","24","15","100","0","0","0","0","1"
"758","695","0","0","177","149","0","0","0","0","0","2"
"759","696","0","0","24","20","100","0","0","0","0","1"
"760","696","0","154","50","1","100","4","0","0","0","2"
"761","698","0","0","24","20","100","0","0","0","0","1"
"762","699","0","0","24","20","100","0","0","0","0","1"
"763","700","0","480","150","0","100","0","0","0","0","1"
"764","702","0","0","222","25","100","40","0","0","0","1"
"765","702","0","0","177","149","0","0","0","0","0","2"
"766","703","0","0","24","18","200","0","0","0","0","1"
"767","704","397","0","24","20","100","0","0","0","0","1"
"768","704","398","0","29","10","100","54","0","0","0","2"
"769","705","0","0","24","20","100","0","0","0","0","1"
"770","707","0","0","24","10","100","0","0","0","0","1"
"771","707","0","153","50","1","100","2","0","0","0","2"
"772","709","0","487","26","0","100","2","0","0","0","1"
"773","710","0","0","222","25","100","40","0","0","0","1"
"774","711","0","0","222","25","100","40","0","0","0","1"
"775","712","0","0","222","25","100","40","0","0","0","1"
"776","714","0","0","24","5","100","1","0","0","0","1"
"777","715","0","491","24","15","100","0","0","0","0","1"
"778","716","0","0","222","21","100","40","0","0","0","1"
"780","720","0","496","50","0","100","1","0","0","0","1"
"782","722","0","498","49","100","0","0","0","0","0","1"
"783","723","0","926","178","1","100","2","149","0","1","1"
"784","724","0","496","49","100","0","0","0","0","0","1"
"785","725","0","0","222","21","100","40","0","0","0","1"
"786","726","0","0","24","4","100","1","0","0","0","1"
"787","727","0","0","24","16","100","0","0","0","0","1"
"788","727","0","500","54","1","100","4","0","0","0","2"
"789","728","0","0","24","5","100","1","0","0","0","1"
"790","729","0","0","24","15","100","0","0","0","0","1"
"791","729","0","502","54","1","100","2","0","0","0","2"
"792","730","0","0","24","15","100","0","0","0","0","1"
"793","732","0","0","24","10","100","0","0","0","0","1"
"794","733","571","0","24","10","50","0","1","0","0","1"
"795","733","571","0","24","10","50","0","1","0","0","2"
"796","734","0","0","222","25","100","40","0","0","0","1"
"797","734","0","0","177","149","0","0","0","0","0","2"
"798","735","0","0","24","15","100","0","0","0","0","1"
"799","736","0","0","23","8","100","0","0","0","0","1"
"800","737","0","510","63","0","100","3","0","0","0","1"
"801","740","0","0","24","30","100","0","0","0","0","1"
"802","740","0","248","52","0","100","2","0","0","0","2"
"803","741","0","512","50","0","100","2","0","0","0","1"
"804","743","547","0","24","10","100","0","0","0","0","1"
"805","745","0","0","96","40","50","0","82","0","0","1"
"806","746","0","0","66","30","100","100","0","0","0","1"
"808","749","0","520","26","0","100","3","0","0","0","1"
"810","752","0","0","24","10","100","0","0","0","0","1"
"811","753","0","0","222","21","100","40","0","0","0","1"
"812","755","0","526","50","0","100","4","1","0","0","1"
"813","756","0","0","24","20","100","0","0","0","0","1"
"814","757","0","0","24","40","50","0","0","0","0","1"
"817","760","0","0","24","30","100","0","0","0","0","1"
"818","760","0","0","158","0","0","0","0","0","0","2"
"819","277","0","0","24","10","100","0","0","0","0","2"
"820","277","12","0","24","20","100","0","0","0","0","3"
"821","761","0","0","23","24","100","0","0","0","0","1"
"822","761","0","0","100","12","100","10","10","0","0","2"
"823","761","0","0","100","12","100","10","10","0","0","3"
"827","763","0","0","24","17","100","0","0","0","0","1"
"828","763","0","0","158","0","0","0","0","0","0","2"
"829","560","0","154","50","1","100","4","0","0","0","2"
"830","301","0","154","50","1","100","4","0","0","0","2"
"831","764","0","543","26","0","100","2","0","0","0","1"
"832","765","0","537","49","100","0","0","0","0","0","1"
"833","715","0","537","50","1","100","-1","1","0","0","2"
"834","766","0","0","24","15","100","0","0","0","0","1"
"835","766","37","0","104","30","100","0","1","0","0","2"
"836","767","0","0","24","15","100","0","0","0","0","1"
"837","767","37","0","104","30","100","0","1","0","0","2"
"840","431","0","0","24","15","100","0","0","0","0","2"
"841","769","439","0","23","15","100","0","0","0","0","1"
"842","769","439","0","23","15","100","0","0","0","0","2"
"843","769","439","0","23","15","100","0","0","0","0","3"
"844","770","0","0","22","0","100","0","0","0","0","1"
"845","771","0","0","156","1","0","0","0","0","0","1"
"846","772","0","540","26","0","100","1","0","0","0","1"
"850","773","0","543","49","100","0","0","0","0","0","1"
"853","629","0","0","158","0","0","0","0","0","0","2"
"854","313","571","0","24","3","100","0","1","0","0","2"
"855","313","571","0","24","3","100","0","1","0","0","3"
"856","313","0","542","50","0","100","2","0","0","0","4"
"857","314","571","0","24","3","100","0","1","0","0","2"
"858","314","571","0","24","3","100","0","1","0","0","3"
"859","314","0","542","50","0","100","2","0","0","0","4"
"860","315","571","0","24","3","100","0","1","0","0","2"
"861","315","571","0","24","3","100","0","1","0","0","3"
"862","315","0","542","50","0","100","2","0","0","0","4"
"863","359","571","0","24","3","100","0","1","0","0","2"
"864","359","571","0","24","3","100","0","1","0","0","3"
"865","359","0","542","50","0","100","2","1","0","0","4"
"866","360","571","0","24","3","100","0","0","0","0","1"
"867","360","571","0","24","3","100","0","1","0","0","2"
"868","360","571","0","24","3","100","0","1","0","0","3"
"869","360","0","542","50","0","100","2","1","0","0","4"
"870","361","571","0","24","3","100","0","0","0","0","1"
"871","361","571","0","24","3","100","0","1","0","0","2"
"872","361","571","0","24","3","100","0","1","0","0","3"
"873","361","0","542","50","0","100","2","1","0","0","4"
"874","355","0","0","24","15","100","0","0","0","0","1"
"875","355","0","195","26","0","100","1","0","0","0","2"
"879","367","0","0","158","0","0","0","0","0","0","2"
"880","367","0","0","164","10","50","0","0","0","0","3"
"883","369","0","0","24","25","100","0","0","0","0","1"
"885","371","0","0","24","25","100","0","0","0","0","1"
"886","778","0","207","49","200","0","0","0","0","0","1"
"893","781","0","0","31","114","1","0","0","0","0","1"
"894","782","0","0","31","114","1","0","0","0","0","1"
"895","555","571","0","24","8","50","0","0","0","0","2"
"896","555","571","0","24","7","50","0","0","0","0","3"
"897","555","571","0","24","8","50","0","0","0","0","4"
"907","434","0","257","80","0","200","5","0","0","0","2"
"910","555","0","351","50","0","200","2","0","0","0","5"
"912","785","0","0","24","1","100","0","0","0","0","1"
"913","732","0","505","26","0","100","1","0","0","0","2"
"914","312","0","161","26","0","100","3","0","0","0","2"
"919","787","0","0","25","0","100","0","0","0","0","1"
"956","816","0","0","62","200","100","0","0","0","0","1"
"957","818","0","830","28","0","100","1","0","0","0","1"
"958","819","0","0","222","30","100","40","0","0","0","1"
"959","819","0","830","49","100","0","0","0","0","0","2"
"960","824","0","734","178","1","100","1","149","0","1","1"
"961","828","0","0","23","30","100","0","0","0","0","1"
"962","831","0","577","26","0","100","9","0","0","0","1"
"963","835","0","926","178","1","100","2","149","0","1","1"
"964","836","597","0","24","3","100","0","0","0","0","1"
"965","836","597","0","24","3","100","0","0","0","0","2"
"966","836","597","0","24","3","100","0","0","0","0","3"
"967","836","0","542","50","0","100","2","0","0","0","4"
"968","837","597","0","24","3","100","0","0","0","0","1"
"969","837","597","0","24","3","100","0","0","0","0","2"
"970","837","597","0","24","3","100","0","0","0","0","3"
"971","837","0","542","50","0","100","2","0","0","0","4"
"972","838","597","0","24","3","100","0","0","0","0","1"
"973","838","597","0","24","3","100","0","0","0","0","2"
"974","838","597","0","24","3","100","0","0","0","0","3"
"975","838","0","542","50","0","100","2","0","0","0","4"
"977","841","0","0","24","20","100","0","0","0","0","1"
"978","842","0","0","24","10","100","0","0","0","0","1"
"979","842","0","161","26","0","100","3","0","0","0","2"
"980","843","0","0","24","40","100","0","0","0","0","1"
"981","845","0","341","28","0","100","1","0","0","0","1"
"982","846","0","0","222","30","100","40","0","0","0","1"
