Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown11
"803","1791.04","-5030.35","121.672","-0.960499","0.107868","-0.256523","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"804","1736.73","-5076.81","120.181","-0.251046","0.963599","-0.091937","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"805","1782.01","-4731.67","141.89","-0.72727","-0.612695","-0.309324","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"806","1735.3","-4647.4","139.647","-0.593025","-0.803257","-0.055671","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"807","1696.84","-4612.77","139.157","-0.674792","-0.729681","0.110544","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"808","1712.009","-4603.872","176.3459","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"809","1743.418","-4638.532","175.6278","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"810","1809.743","-4720.787","186.0104","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"811","1800.73","-5033.19","169.7859","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"812","1739.169","-5087.404","169.464","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"813","1815.11","-4292.34","184.333","-0.216199","-0.036756","-0.975657","Waterfall_TurbulenceLrgNarrowDir","0","571","0","0","0","0","0","14924"
"814","1835.2","-4290","196.229","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"815","1976.26","-4293","209.208","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"816","1986.844","-4341.8","206.8869","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"817","1961.26","-4294.79","198.375","-0.964917","0.127224","-0.229671","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"818","1982.4","-4358.68","205.3","-0.255364","-0.955835","0.145491","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"819","1893.28","-4503.06","189.374","0.003975","-0.977055","0.212947","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"820","1870.13","-4474.87","191.078","-0.933732","-0.357824","0.010304","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"821","1893.05","-4477.31","193.636","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"822","1927.17","-5205.26","182.651","-0.936584","0.348468","-0.037158","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"823","2045.61","-5242.21","203.736","-0.910226","0.414087","0.004453","Waterfall_TurbulenceLrgNarrowDir","0","571","0","0","0","0","0","14924"
"824","2174.79","-5288.26","235.259","-0.996411","-0.045487","-0.071383","Waterfall_TurbulenceLrgNarrowDir","0","571","0","0","0","0","0","14924"
"825","1942.77","-5208.903","189.0248","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"826","2057.531","-5247.104","225.9899","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"827","2189.372","-5285.694","246.5548","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"828","2390.49","-5148.81","256.991","-0.930954","-0.359688","-0.06286","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"829","2404.5","-5001.87","257.817","-0.948319","0.297871","-0.109381","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"830","2498.44","-5116.22","292.719","-0.944041","-0.329674","0.010154","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"831","2534.316","-5066.346","294.8647","-0.936584","0.348468","-0.037158","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"832","2404.37","-5146.33","273.536","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"833","2415.21","-5003.48","270.595","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"834","2645.91","-2372.53","18.7276","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"835","2637.83","-2375.42","6.2003","-0.818284","-0.130504","-0.559803","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"836","2772.12","-2235.72","8.47893","-0.394958","0.914711","-0.085497","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"837","2781.06","-2246.52","13.802","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"838","2961.41","-2427.72","26.9727","-0.996118","-0.051505","0.071369","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"839","2976.469","-2426.144","52.66239","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"840","3320.22","-2653.29","49.3869","0","0","0","Waterfall_TurbulenceSmall","0","571","0","0","0","0","0","14968"
"841","3278.305","-2633.676","49.39531","0","0","0","Waterfall_TurbulenceSmall","0","571","0","0","0","0","0","14968"
"842","3442.74","-2638.58","58.1604","-0.943715","0.32658","0.052418","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"843","3447.65","-2607.38","61.0149","-0.990279","-0.078052","0.115122","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"844","3428.67","-2661.35","56.4045","-0.902075","0.431563","0.003204","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"845","3455.92","-2658.24","76.3726","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"846","3463.304","-2604.563","77.86637","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"847","3657.29","-2628.79","138.7371","-0.902075","0.431563","0.003204","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"848","3643.4","-2662.51","142.595","-0.960022","0.279868","0.005235","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"849","3641.69","-2702.67","139.635","-0.98296","-0.111442","-0.146175","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"850","3674.5","-2635.94","151.157","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"851","3663.7","-2668.13","150.958","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"852","3658.22","-2703.49","151.088","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"853","4789.8","4296.56","-48.8736","-0.037552","0.998457","-0.040879","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"854","3223.653","-1590.324","32.38484","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"855","3301.08","-1605.05","54.5722","-0.98296","-0.111442","-0.146175","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"856","3330.068","-1604.056","78.49222","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"857","3636.106","-1618.344","96.27567","-0.98296","-0.111442","-0.146175","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"858","3651.362","-1617","111.7301","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"859","3686.029","2919.971","89.49217","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"860","3668.76","2915.64","41.5553","-0.98296","-0.111442","-0.146175","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"865","4789.82","4194.9","-12.9438","-0.034325","0.940465","0.338146","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"866","4796.511","4272.5","-43.7986","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"867","4796.417","4216.729","-20.24426","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"868","3751.8","3064.42","43.7568","-0.876583","0.477052","-0.0634","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"869","3769.63","3056.04","89.5075","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"872","3919.05","2984.34","105.907","-0.880421","-0.473214","-0.030354","Waterfall_TurbulenceHugeDir","0","571","0","0","0","0","0","14950"
"873","4045.73","2976.38","227.22","-0.975632","-0.215592","0.040718","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"874","3966.21","2904.17","110.354","-0.958499","-0.277607","0.064904","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"875","3954.97","3006.62","214.929","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"876","3985.722","2920.153","215.1809","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"877","4074.367","2976.508","355.2402","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"878","3837.82","2240.63","103.918","-0.985586","-0.122648","0.116504","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"879","3888.54","2340.28","103.443","-0.99526","-0.088953","0.039286","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"881","3864.403","2110.77","104.2978","-0.985586","-0.122648","0.116504","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"882","3907.563","2341.728","123.2765","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"883","3855.985","2239.991","122.9505","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"884","3881.332","2108.74","123.0906","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"885","4238.22","2237.51","271.059","-0.995831","-0.078589","0.046259","Waterfall_TurbulenceHugeDir","0","571","0","0","0","0","0","14950"
"886","3984.44","2397.82","211.469","0.522281","-0.82522","-0.215014","Waterfall_TurbulenceHugeDir","0","571","0","0","0","0","0","14950"
"887","4015.15","2051.53","221.623","0.57239","0.79039","0.218285","Waterfall_TurbulenceHugeDir","0","571","0","0","0","0","0","14950"
"888","4083.48","2424.3","213.096","-0.37142","-0.926495","-0.06043","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"889","4129","2402.46","209.294","-0.652956","-0.745381","-0.134364","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"890","4176.61","2356.21","216.271","-0.628218","-0.773793","0.081145","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"891","4219.85","2304.71","219.733","-0.731064","-0.597758","-0.328981","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"892","4232.82","2181.23","220.807","-0.99664","0.01374","-0.080738","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"893","4214.84","2104.55","215.294","-0.988775","0.149307","-0.005473","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"894","4183.89","2054.97","208.26","-0.791836","0.609271","-0.042222","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"895","4126.49","2013.42","203.949","-0.093268","0.969587","0.226276","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"896","4157.03","2231.06","190","0","0","0","Waterfall_TurbulenceMed","0","571","0","0","0","0","0","14915"
"897","3960.49","-1581.71","146.973","-1.11291","1.25899","-0.419952","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"898","2193.37","-3593.55","153.172","0.041429","0.966981","0.251454","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"899","2192.909","-3607.244","157.9434","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"900","2155.49","-3716.01","177.118","0.097476","0.995233","0.002241","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"901","2154.1","-3730.45","195.123","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"902","4373.804","5948.006","45.67765","0.097476","0.995233","0.002241","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"903","4367.38","5932.27","55.4833","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"904","4389.76","5959.02","39.5197","-0.970736","0.232894","0.05855","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"906","4352.27","5947.28","48.0707","-0.391314","0.91773","-0.068126","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"907","4378.23","5987.95","12.629","0.025184","0.999424","-0.022646","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"908","4356.89","5986.93","11.724","0.025184","0.999424","-0.022646","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"909","4371.7","6004.17","2.562","-0.686202","0.721254","0.094413","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"910","3006.49","4977.75","3.76245","0.125764","-0.923519","0.362342","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"911","3004","4995.75","16.3407","-0.079394","0.656353","-0.750262","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"912","3011.605","5012.23","27.03978","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"915","3203.63","-1592.2","22.0597","-0.932987","-0.066014","0.353799","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"916","2985.41","-1609.66","6.76491","-0.001138","-0.984512","0.175302","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"917","2986.25","-1594.087","10.79282","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"918","2876.62","-1558.4","5.88525","-0.984455","0.173467","-0.02742","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"919","2888.938","-1558.64","11.28428","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"920","3970.57","-1592.54","159.825","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"921","4174.98","-1527.18","149.947","0.225624","1.71006","0.157374","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"922","4172.928","-1535.677","158.7567","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"923","4049.37","-1529.25","147.037","-0.399785","1.68437","-0.055223","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"924","4053.427","-1540.849","156.0739","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"925","4073.4","-2630.59","217.229","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"926","4073.78","-2616.53","217.152","0.121815","1.6988","0.314978","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"927","4142.41","-2796.13","250.67","-0.105202","0.950765","0.291504","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"928","4146.85","-2820.08","270.915","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"930","4232.62","-2912.39","276.968","0","0","0","Waterfall_TurbulenceMed","0","571","0","0","0","0","0","14915"
"931","4274.95","-2965.45","290.345","-0.629649","0.775535","-0.045688","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"932","4293.333","-2974.732","304.272","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"933","4199.644","-3094.878","271.1601","0","0","0","Waterfall_TurbulenceMed","0","571","0","0","0","0","0","14915"
"935","4177.909","-3060.194","273.0008","0","0","0","Waterfall_TurbulenceMed","0","571","0","0","0","0","0","14915"
"936","4160.721","-3082.932","264.4535","0","0","0","Waterfall_TurbulenceMed","0","571","0","0","0","0","0","14915"
"937","3969.13","-2801.81","245.207","0.044298","0.997705","-0.051202","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"938","3970.766","-2812.418","271.99","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"939","3979.39","-5108.05","37.2783","0.688486","-0.722276","0.065603","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"940","3971.087","-5088.681","55.39406","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"941","4048.659","-5181.528","14.25017","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"942","4109.815","-5128.14","14.3545","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"943","4070.28","-5186.09","6.32627","0.981976","-0.184089","-0.042813","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"944","4114.68","-5151.38","6.80577","0.268577","-0.959722","-0.082462","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"953","6440.74","5472.38","-13.527","-0.73148","-0.670186","0.125656","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"954","6455.275","5485.09","-2.439471","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"955","6367.78","5417.11","-49.2079","-0.759316","-0.640076","0.117218","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"956","6374.46","5421.1","-41.2144","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"957","6273.85","5394.02","-80.477","-0.738882","-0.639802","0.211442","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"958","6282.393","5401.385","-63.5453","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"959","5958.687","4962.516","-100.9259","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"960","5954.428","4922.357","-102.028","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"961","5932.7","4964.32","-115.114","-0.952073","0.242037","0.187024","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"962","5897.71","4966.78","-130.285","-0.942349","0.19144","-0.274465","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"963","5894.2","4943.5","-130.968","-0.7447","0.662241","-0.082807","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"964","5585.55","4772.52","-146.513","-1.18509","0.227269","0.012021","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"965","5545.91","4785.85","-179.159","-0.991736","0.037199","0.12277","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"966","5603.44","4762.75","-141.503","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"967","5448.94","4714.86","-191.098","0.183348","0.938156","0.293672","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"968","5446.293","4646.74","-145.6324","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"969","5447.24","4675.98","-156.072","0.060188","0.953839","-0.29422","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"970","5785.57","4369.96","-113.395","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"971","5771.01","4377.53","-130.737","-0.696625","0.673862","0.246211","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"972","5520.58","6052.44","-11.8258","-0.199765","-0.952454","0.230056","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"973","5521.7","6066.34","0.964854","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"974","5508.59","6011.98","-39.1835","-0.020923","-0.996267","-0.083748","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"975","5476.04","5719.98","-96.2714","-0.050198","-0.906684","0.418811","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"976","5483","5737.79","-83.9817","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"977","5441.12","5443.36","-101.747","-0.010516","-0.915894","0.401285","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"978","5440.51","5462.453","-101.0997","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"979","5425.2","5374.2","-130.185","-0.010516","-0.915894","0.401285","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"981","5487.78","4972.584","-130.2099","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"982","5501.7","4949.5","-187.174","0","0","0","Waterfall_TurbulenceMed","0","571","0","0","0","0","0","14915"
"983","5475.76","4940.58","-186.416","0.33025","-0.929702","0.163047","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"984","4675.466","4091.846","337.445","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"985","4704.2","4104.92","256.493","0.933709","0.345246","-0.094804","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"986","4758.6","4108.46","130.606","0.957332","0.193032","-0.215058","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"987","4769.49","4150.46","67.0436","0.160774","0.986926","-0.011203","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"988","4906.704","4849.613","-94.64718","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"989","4908.33","4865.13","-100.445","0.012834","0.989537","-0.143692","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"990","5023.928","4996.351","-112.5707","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"991","5036.38","4995.03","-123.589","0.982878","-0.128569","-0.131971","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"993","5304.943","4798.551","-138.4333","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"994","5339.37","4799.01","-168.356","0.982878","-0.128569","-0.131971","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"996","5258.48","3621.25","250.625","0.725399","0.62609","0.286012","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"997","5287.25","3662.48","70.9105","0.444612","0.864872","0.233049","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"998","5330.41","3714.4","-56.3798","0.443435","0.895967","0.024577","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"999","5228.681","3605.942","354.2366","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"1000","5314.959","4235.367","-105.1337","0","0","0","Waterfall_RegularLarge","0","571","0","0","0","0","0","14895"
"1001","5322.82","4258.9","-120.695","0.759683","0.608564","0.229201","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14924"
"1002","5833.17","4233.48","-105.557","-0.768959","0.635405","0.070413","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1003","5775.16","4226.55","-108.888","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14915"
"1004","5843.38","4218.86","-100.974","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1005","5843.86","4146.71","-97.4504","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1006","5771.84","4151.01","-94.2327","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1007","5856.15","4105.41","-85.9856","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1008","5812.26","4085","-87.3438","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1009","5844.49","4158.9","-100.544","0.0004","0.999844","0.017516","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1010","5758.42","4156.57","-106.605","-0.903756","0.407897","0.129773","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1011","5851.47","4116.59","-93.7183","-0.342834","0.936297","0.076214","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1012","5809.13","4100.67","-96.4468","-0.529627","0.826385","0.191253","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1013","6103.49","3940.91","-31.0543","-0.973555","0.104634","-0.203074","Waterfall_TurbulenceLrgDir","0","571","0","0","0","0","0","14924"
"1014","5999.522","3969.863","-45.24018","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1015","5993.41","3977.14","-58.3681","-0.629649","0.775535","-0.045688","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1017","5949.106","4048.49","-71.4709","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1018","5913.68","4028.78","-71.6252","0","0","0","Waterfall_RegularMed","0","571","0","0","0","0","0","14899"
"1019","5940.15","4063.17","-81.8037","-0.552542","0.775668","0.305019","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
"1020","5904.11","4041.12","-80.2563","-0.703031","0.688992","0.176174","Waterfall_TurbulenceMedDir","0","571","0","0","0","0","0","14915"
