Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown1
"36","6.148867","9.564766","10.24811","12.99683","15.47204","15.47204","15.47204","36"
"37","6.390462","9.889656","10.65091","13.49701","15.78947","15.78947","15.78947","37"
"38","6.657751","10.24811","11.09639","13.96942","16.10939","16.10939","16.10939","38"
"39","6.93084","10.65091","11.55099","14.40206","16.43386","16.43386","16.43386","39"
"40","7.212218","11.09639","12.0205","14.79739","16.75461","16.75461","16.75461","40"
"41","7.502297","11.55099","12.50411","15.15378","17.07204","17.07204","17.07204","41"
"42","7.798179","12.0205","12.99683","15.47204","17.39237","17.39237","17.39237","42"
"43","8.098205","12.50411","13.49701","15.78947","17.71228","17.71228","17.71228","43"
"44","8.381655","12.99683","13.96942","16.10939","18.03013","18.03013","18.03013","44"
"45","8.641068","13.49701","14.40206","16.43386","18.35253","18.35253","18.35253","45"
"46","8.87852","13.96942","14.79739","16.75461","18.67908","18.67908","18.67908","46"
"47","9.09235","14.40206","15.15378","17.07204","19.00521","19.00521","19.00521","47"
"48","9.283389","14.79739","15.47204","17.39237","19.33383","19.33383","19.33383","48"
"49","9.473598","15.15378","15.78947","17.71228","19.66286","19.66286","19.66286","49"
"50","9.665465","15.47204","16.10939","18.03013","19.98858","19.98858","19.98858","50"
"51","9.860233","15.78947","16.43386","18.35253","20.31472","20.31472","20.31472","51"
"52","10.05293","16.10939","16.75461","18.67908","20.64209","20.64209","20.64209","52"
"53","10.24314","16.43386","17.07204","19.00521","20.9732","20.9732","20.9732","53"
"54","10.43542","16.75461","17.39237","19.33383","21.30886","21.30886","21.30886","54"
"55","10.62729","17.07204","17.71228","19.66286","21.65323","21.65323","21.65323","55"
"56","10.81833","17.39237","18.03013","19.98858","22.00091","22.00091","22.00091","56"
"57","11.01144","17.71228","18.35253","20.31472","22.35481","22.35481","22.35481","57"
"58","11.22941","18.06079","18.71596","21.71042","24.70487","24.70487","24.70487","58"
"59","11.45194","18.41842","19.08644","22.02287","24.95931","24.95931","24.95931","59"
"60","11.67033","18.76942","19.45028","22.44266","25.43504","25.43504","25.43504","60"
"61","11.89245","19.12705","19.82075","22.75719","25.69363","25.69363","25.69363","61"
"62","12.11084","19.47804","20.1846","23.17491","26.16522","26.16522","26.16522","62"
"63","12.33296","19.83526","20.55466","23.49109","26.42753","26.42753","26.42753","63"
"64","12.55093","20.18625","20.9185","23.90674","26.89539","26.89539","26.89539","64"
"65","12.77347","20.54388","21.28897","24.22541","27.16185","27.16185","27.16185","65"
"66","12.79004","20.57082","21.31674","23.52176","27.19707","27.19707","27.19707","66"
"67","12.80662","20.59734","21.3445","23.55242","27.23271","27.23271","27.23271","67"
"68","12.82319","20.62427","21.37226","23.58309","27.26793","27.26793","27.26793","68"
"69","12.84018","20.65162","21.40044","23.61417","27.30399","27.30399","27.30399","69"
"70","12.85676","20.67815","21.42821","23.64483","27.33963","27.33963","27.33963","70"
"71","12.87375","20.70508","21.45597","23.6755","27.37485","27.37485","27.37485","71"
"72","12.89033","20.73202","21.48415","23.70658","27.4109","27.4109","27.4109","72"
"73","12.90732","20.75937","21.51233","23.73766","27.44695","27.44695","27.44695","73"
"74","12.92389","20.7863","21.5401","23.76833","27.48218","27.48218","27.48218","74"
"75","12.94088","20.81324","21.56828","23.79941","27.51823","27.51823","27.51823","75"
"76","12.95787","20.84059","21.59646","23.83049","27.55429","27.55429","27.55429","76"
"77","12.97486","20.86794","21.62464","23.86157","27.58992","27.58992","27.58992","77"
"78","12.99185","20.89488","21.65281","23.89265","27.62598","27.62598","27.62598","78"
"79","13.00843","20.92223","21.68099","23.92373","27.66203","27.66203","27.66203","79"
"80","13.02584","20.94958","21.70959","23.95522","27.6985","27.6985","27.6985","80"
"81","13.04283","20.97693","21.73777","23.9863","27.73455","27.73455","27.73455","81"
"82","13.0594","21.00428","21.76595","24.0178","27.77019","27.77019","27.77019","82"
"83","13.07681","21.03163","21.79454","24.04929","27.80665","27.80665","27.80665","83"
"84","13.0938","21.05939","21.82313","24.08078","27.84312","27.84312","27.84312","84"
"85","13.11079","21.08633","21.85131","24.86524","27.87918","27.87918","27.87918","85"
"86","13.12778","21.11409","21.87991","25.65219","27.91564","27.91564","27.91564","86"
"87","13.14518","21.14186","21.9085","25.68575","27.95211","27.95211","27.95211","87"
"88","13.16217","21.16921","21.93709","26.4756","27.98858","27.98858","27.98858","88"
"89","13.17958","21.19697","21.96569","27.26793","28.02504","28.02504","28.02504","89"
"90","13.19657","21.22433","21.99428","27.30316","28.06151","28.06151","28.06151","90"
"91","13.21356","21.25209","22.02287","27.16143","27.16143","27.16143","27.16143","91"
"92","13.43236","21.6035","22.38713","28.35698","27.61064","27.61064","27.61064","92"
"93","13.65448","21.96071","22.75719","27.89575","27.16185","27.16185","27.16185","93"
"94","14.09457","22.66892","23.49109","28.62965","27.89575","27.89575","27.89575","94"
"95","14.31338","23.02033","23.85535","29.07389","28.32838","28.32838","28.32838","95"
"96","14.53508","23.37755","24.22541","28.63007","28.63007","28.63007","28.63007","96"
"97","14.97559","24.08576","24.95931","28.62965","28.62965","28.62965","28.62965","97"
"98","15.19439","24.43758","25.32398","29.0482","29.79287","29.79287","29.79287","98"
"99","15.41609","24.79438","25.69363","28.63007","29.36397","29.36397","29.36397","99"
"100","15.48861","24.91124","25.81463","29.50238","29.50238","29.50238","29.50238","100"
"101","15.56113","25.02769","25.93522","29.64038","30.38132","30.38132","30.38132","101"
"102","15.63365","25.14413","26.05623","29.77837","30.52305","30.52305","30.52305","102"
"103","15.70659","25.26141","26.17765","29.91719","31.41318","31.41318","31.41318","103"
"104","15.77952","25.37868","26.29907","30.80733","31.55905","31.55905","31.55905","104"
"105","15.8566","25.50259","26.42753","30.09787","31.56609","31.56609","31.56609","105"
"106","15.92912","25.61945","26.54854","30.23587","31.71072","31.71072","31.71072","106"
"107","16.00206","25.73631","26.66995","30.37428","32.5967","32.5967","32.5967","107"
"108","16.07541","25.85442","26.7922","30.51352","32.74589","32.74589","32.74589","108"
"109","16.14875","25.97293","26.91487","30.65317","32.8959","32.8959","32.8959","109"
"110","16.22293","26.09145","27.03794","30.79324","33.79763","33.79763","33.79763","110"
"111","16.29711","26.21121","27.16185","30.09829","33.03473","33.03473","33.03473","111"
"112","16.34062","26.28125","27.23437","30.17868","33.85897","33.85897","33.85897","112"
"113","16.38413","26.35128","27.30689","30.99712","33.94931","33.94931","33.94931","113"
"114","16.42806","26.42173","27.37982","31.08","34.77976","34.77976","34.77976","114"
"115","16.47198","26.49218","27.45317","31.90507","34.873","34.873","34.873","115"
"116","16.51591","26.56304","27.52652","31.99044","34.96624","34.96624","34.96624","116"
"117","16.55984","26.6339","27.59987","32.07539","35.05948","35.05948","35.05948","117"
"118","16.60418","26.70518","27.67363","32.16117","35.15314","35.15314","35.15314","118"
"119","16.64852","26.77604","27.74739","32.24695","35.24679","35.24679","35.24679","119"
"120","16.69286","26.84773","27.82157","32.33315","35.34086","35.34086","35.34086","120"
"121","16.73762","26.91942","27.89575","31.56609","34.50253","34.50253","34.50253","121"
"122","16.76165","26.95838","27.93595","31.61168","34.55226","34.55226","34.55226","122"
"123","16.7861","26.99733","27.97656","31.65767","34.6024","34.6024","34.6024","123"
"124","16.81014","27.03629","28.01676","31.70326","34.65213","34.65213","34.65213","124"
"125","16.83459","27.07524","28.05737","31.74926","34.70269","34.70269","34.70269","125"
"126","16.85862","27.11461","28.09798","31.79525","34.75283","34.75283","34.75283","126"
"127","16.88307","27.15356","28.13859","31.84084","34.80297","34.80297","34.80297","127"
"128","16.90752","27.19293","28.1792","31.88684","34.85311","34.85311","34.85311","128"
"129","16.93197","27.2323","28.21981","31.93283","34.90326","34.90326","34.90326","129"
"130","16.95642","27.27125","28.26042","31.97883","34.95381","34.95381","34.95381","130"
"131","16.98087","27.31103","28.30145","32.02525","35.00437","35.00437","35.00437","131"
"132","17.00532","27.34999","28.34206","32.07124","35.05451","35.05451","35.05451","132"
"133","17.02977","27.38977","28.38309","32.11766","35.10548","35.10548","35.10548","133"
"134","17.05463","27.42914","28.42411","32.16407","35.15604","35.15604","35.15604","134"
"135","17.07908","27.46892","28.46514","32.21048","35.20701","35.20701","35.20701","135"
"136","17.10353","27.50829","28.50616","32.2569","35.25756","35.25756","35.25756","136"
"137","17.1284","27.54848","28.5476","32.30372","35.30895","35.30895","35.30895","137"
"138","17.15326","27.58785","28.58863","33.10269","35.35951","35.35951","35.35951","138"
"139","17.17812","27.62805","28.63007","32.30041","34.50294","34.50294","34.50294","139"
"140","17.28711","27.80334","28.81157","32.50554","34.72175","34.72175","34.72175","140"
"141","17.39693","27.97987","28.99474","32.71191","34.94221","34.94221","34.94221","141"
"142","17.50716","28.15765","29.17873","32.91952","35.16391","35.16391","35.16391","142"
"143","17.61822","28.33626","29.36397","32.30041","34.50253","34.50253","34.50253","143"
"144","17.76408","28.57039","29.60681","32.5677","34.78805","34.78805","34.78805","144"
"145","17.86188","28.72787","29.76967","32.74672","34.9795","34.9795","34.9795","145"
"146","18.05914","29.04488","30.09829","32.30041","34.50294","34.50294","34.50294","146"
"147","18.27794","29.39671","30.46296","32.69202","34.92107","34.92107","34.92107","147"
"148","18.49923","29.75309","30.83219","32.30041","34.50253","34.50253","34.50253","148"
"149","18.71845","30.10533","31.19728","32.6829","34.91113","34.91113","34.91113","149"
"150","18.93974","30.46172","31.56651","32.30041","34.50294","34.50294","34.50294","150"
"151","19.15854","30.81354","31.93118","32.67378","34.9016","34.9016","34.9016","151"
"152","19.38025","31.16993","32.30041","32.30041","34.50253","34.50253","34.50253","152"
"153","19.59946","31.52217","32.66549","32.66549","34.89289","34.89289","34.89289","153"
"154","19.82075","31.87855","33.03473","32.30082","34.50294","34.50294","34.50294","154"
"155","19.87545","31.96599","33.12548","32.3895","34.59784","34.59784","34.59784","155"
"156","19.93015","32.05425","33.21665","32.4786","34.69274","34.69274","34.69274","156"
"157","19.98485","32.14211","33.30782","32.5677","34.78805","34.78805","34.78805","157"
"158","20.03955","32.23037","33.39939","32.65721","34.88378","34.88378","34.88378","158"
"159","20.09467","32.31906","33.49139","33.49139","34.97992","34.97992","34.97992","159"
"160","20.1502","32.40857","33.58381","33.58381","35.07647","35.07647","35.07647","160"
"161","20.20573","32.49766","33.67622","34.42462","35.17303","35.17303","35.17303","161"
"162","20.26126","32.58676","33.76863","33.76863","34.50253","34.50253","34.50253","162"
"163","20.31555","32.6742","33.85938","34.59536","34.59536","34.59536","34.59536","163"
"164","20.37025","32.76246","33.95055","34.68859","34.68859","34.68859","34.68859","164"
"165","20.42536","32.85073","34.04213","35.52237","34.78225","34.78225","34.78225","165"
"166","20.48006","32.939","34.13371","35.61768","35.61768","35.61768","35.61768","166"
"167","20.53559","33.02768","34.22571","36.45767","35.71382","35.71382","35.71382","167"
"168","20.59071","33.11678","34.31771","36.55588","35.80996","35.80996","35.80996","168"
"169","20.64624","33.20587","34.41012","36.65409","35.9061","35.9061","35.9061","169"
"170","20.70177","33.29538","34.50294","35.97116","35.23685","35.23685","35.23685","170"
"171","20.70591","33.3016","34.50957","35.97821","35.24389","35.24389","35.24389","171"
"172","20.70964","33.30823","34.5162","35.98484","35.25052","35.25052","35.25052","172"
"173","20.71378","33.31445","34.52283","35.99188","35.99188","35.99188","35.99188","173"
"174","20.71793","33.32149","34.52988","35.99934","35.99934","35.99934","35.99934","174"
"175","20.72207","33.32771","34.53651","36.74112","36.00597","36.00597","36.00597","175"
"176","20.7258","33.33434","34.54314","36.74816","36.01302","36.01302","36.01302","176"
"177","20.72995","33.34055","34.54977","36.75521","36.02006","36.02006","36.02006","177"
"178","20.73409","33.34718","34.55682","36.76267","36.02752","36.02752","36.02752","178"
"179","20.73823","33.35381","34.56345","36.76971","36.03415","36.03415","36.03415","179"
"180","20.74196","33.36003","34.57008","36.77676","36.77676","36.77676","36.77676","180"
"181","20.74611","33.36666","34.57671","36.7838","36.7838","36.7838","36.7838","181"
"182","20.75025","33.37329","34.58375","36.79126","36.79126","36.79126","36.79126","182"
"183","20.75439","33.37992","34.59038","37.53428","36.79831","36.79831","36.79831","183"
"184","20.75813","33.38614","34.59701","37.54132","36.80535","36.80535","36.80535","184"
"185","20.76227","33.39235","34.60364","37.54878","36.8124","36.8124","36.8124","185"
"186","20.76641","33.39939","34.61069","37.55624","36.81985","36.81985","36.81985","186"
"187","20.77056","33.40561","34.61732","37.56329","37.56329","37.56329","37.56329","187"
"188","20.77429","33.41224","34.62395","37.57075","37.57075","37.57075","37.57075","188"
"189","20.77843","33.41887","34.63099","37.57821","37.57821","37.57821","37.57821","189"
"190","20.78257","33.4255","34.63762","37.58567","37.58567","37.58567","37.58567","190"
"191","20.78672","33.43172","34.64425","37.59271","37.59271","37.59271","37.59271","191"
"192","20.79045","33.43793","34.65089","37.59975","37.59975","37.59975","37.59975","192"
"193","20.79459","33.44498","34.65793","37.60763","37.60763","37.60763","37.60763","193"
"194","20.79874","33.4512","34.66456","37.61467","38.35231","38.35231","38.35231","194"
"195","20.80288","33.45783","34.67119","37.62213","38.35976","38.35976","38.35976","195"
"196","20.80702","33.46446","34.67823","37.62959","38.36723","38.36723","38.36723","196"
"197","20.81075","33.47109","34.68486","37.63664","38.37468","38.37468","38.37468","197"
"198","20.8149","33.4773","34.6915","37.6441","38.38214","38.38214","38.38214","198"
"199","20.81904","33.48393","34.69854","37.65155","38.39001","38.39001","38.39001","199"
"200","20.82318","33.49057","34.70517","38.39706","38.39706","38.39706","38.39706","200"
"201","20.82692","33.49678","34.7118","38.40452","39.14298","39.14298","39.14298","201"
"202","20.83147","33.50383","34.71885","38.4124","39.15086","39.15086","39.15086","202"
"203","20.8352","33.51004","34.72548","38.41985","39.15831","39.15831","39.15831","203"
"204","20.83935","33.51667","34.73211","38.4269","39.16619","39.16619","39.16619","204"
"205","20.84349","33.5233","34.73915","38.43477","39.17406","39.17406","39.17406","205"
"206","20.84764","33.52952","34.74578","38.44223","39.18152","39.18152","39.18152","206"
"207","20.85136","33.53615","34.75241","38.44928","39.92827","39.92827","39.92827","207"
"208","20.85551","33.54278","34.75946","38.45715","39.93656","39.93656","39.93656","208"
"209","20.85965","33.54941","34.76609","38.46461","39.94402","39.94402","39.94402","209"
"210","20.8638","33.55563","34.77272","38.47207","39.95148","39.95148","39.95148","210"
"211","20.86794","33.56267","34.77976","38.47994","39.95976","39.95976","39.95976","211"
"212","20.87167","33.56889","34.78639","38.48698","39.96722","39.96722","39.96722","212"
"213","20.87581","33.5751","34.79302","38.49445","40.71521","40.71521","40.71521","213"
"214","20.87996","33.58215","34.80007","38.50232","40.7235","40.7235","40.7235","214"
"215","20.8841","33.58836","34.8067","38.50937","40.73138","40.73138","40.73138","215"
"216","20.88825","33.59541","34.81374","38.51724","40.73966","40.73966","40.73966","216"
"217","20.89239","33.60162","34.82037","38.5247","40.74712","40.74712","40.74712","217"
"218","20.89612","33.60825","34.827","38.53215","40.755","40.755","40.755","218"
"219","20.90026","33.61488","34.83405","38.53962","40.76329","40.76329","40.76329","219"
"220","20.90441","33.6211","34.84068","38.54707","40.77116","40.77116","40.77116","220"
"221","20.90855","33.62773","34.84731","38.55453","40.77862","40.77862","40.77862","221"
"222","20.9127","33.63436","34.85435","38.5624","40.78691","40.78691","40.78691","222"
"223","20.91643","33.64099","34.86098","38.56945","40.79478","40.79478","40.79478","223"
"224","20.92098","33.64762","34.86803","38.57732","40.80307","40.80307","40.80307","224"
"225","20.92471","33.65425","34.87466","38.58479","40.81094","40.81094","40.81094","225"
"226","20.92886","33.66047","34.88129","38.59224","40.8184","40.8184","40.8184","226"
"227","20.933","33.6671","34.88834","38.5997","40.82669","40.82669","40.82669","227"
"228","20.93715","33.67373","34.89497","38.60716","40.83456","40.83456","40.83456","228"
"229","20.94129","33.68036","34.90201","38.61504","40.84285","40.84285","40.84285","229"
"230","20.94502","33.68699","34.90864","38.62249","40.85072","40.85072","40.85072","230"
"231","20.94958","33.69362","34.91569","38.62996","40.8586","40.8586","40.8586","231"
"232","20.95331","33.69984","34.92232","38.63741","40.86647","40.86647","40.86647","232"
"233","20.95745","33.70647","34.92895","38.64487","40.87434","40.87434","40.87434","233"
"234","20.9616","33.7131","34.93599","38.65274","40.88263","40.88263","40.88263","234"
"235","20.96574","33.71973","34.94262","38.65979","40.89051","40.89051","40.89051","235"
"236","20.96988","33.72636","34.94967","38.66766","40.89838","40.89838","40.89838","236"
"237","20.97361","33.73299","34.9563","38.67512","40.90625","40.90625","40.90625","237"
"238","20.97817","33.73962","34.96334","38.683","40.91454","40.91454","40.91454","238"
"239","20.9819","33.74583","34.96997","38.69004","40.92241","40.92241","40.92241","239"
"240","20.98604","33.75246","34.9766","38.6975","40.92987","40.92987","40.92987","240"
"241","20.99019","33.75909","34.98365","38.70538","40.93816","40.93816","40.93816","241"
"242","20.99433","33.76573","34.99028","38.71283","40.94603","40.94603","40.94603","242"
"243","20.99848","33.77236","34.99732","38.72029","40.95432","40.95432","40.95432","243"
"244","21.00221","33.77899","35.00395","38.72775","40.9622","40.9622","40.9622","244"
"245","21.00677","33.78562","35.011","38.73563","40.97049","40.97049","40.97049","245"
"246","21.01049","33.79183","35.01763","38.74308","40.97794","40.97794","40.97794","246"
"247","21.01464","33.79888","35.02467","38.75055","40.98623","40.98623","40.98623","247"
"248","21.01878","33.8051","35.0313","38.758","40.99411","40.99411","40.99411","248"
"249","21.02293","33.81214","35.03835","38.76588","41.00239","41.00239","41.00239","249"
"250","21.02707","33.81836","35.04498","38.77333","41.01027","41.01027","41.01027","250"
"251","21.03121","33.8254","35.05202","38.7808","41.01814","41.01814","41.01814","251"
"252","21.03536","33.83162","35.05865","38.78825","41.02602","41.02602","41.02602","252"
"253","21.0395","33.83825","35.0657","38.79613","41.0343","41.0343","41.0343","253"
"254","21.04323","33.84488","35.07233","38.80359","41.04218","41.04218","41.04218","254"
"255","21.04779","33.85151","35.07938","38.81105","41.05046","41.05046","41.05046","255"
"256","21.05152","33.85814","35.08601","38.8185","41.05792","41.05792","41.05792","256"
"257","21.05566","33.86477","35.09305","38.82638","41.06621","41.06621","41.06621","257"
"258","21.05981","33.8714","35.09968","38.83384","41.07409","41.07409","41.07409","258"
"259","21.06395","33.87803","35.10672","38.8413","41.08237","41.08237","41.08237","259"
"260","21.0681","33.88424","35.11335","38.84876","41.09025","41.09025","41.09025","260"
"261","21.07224","33.89129","35.1204","38.85663","41.09853","41.09853","41.09853","261"
"262","21.07638","33.89751","35.12703","38.86409","41.106","41.106","41.106","262"
"263","21.08053","33.90455","35.13408","38.87155","41.11428","41.11428","41.11428","263"
"264","21.08426","33.91077","35.14071","38.87901","41.12215","41.12215","41.12215","264"
"265","21.08882","33.9174","35.14775","38.88688","41.13044","41.13044","41.13044","265"
"266","21.09255","33.92403","35.15438","38.89434","41.1379","41.1379","41.1379","266"
"267","21.09669","33.93066","35.16143","38.9018","41.14619","41.14619","41.14619","267"
"268","21.10083","33.93729","35.16806","38.90926","41.15406","41.15406","41.15406","268"
"269","21.10498","33.94392","35.1751","38.91713","41.16235","41.16235","41.16235","269"
"270","21.10912","33.95096","35.18214","38.92501","41.17064","41.17064","41.17064","270"
"271","21.11327","33.95718","35.18877","38.93246","41.17851","41.17851","41.17851","271"
"272","21.11741","33.96381","35.19582","38.93993","41.1868","41.1868","41.1868","272"
"273","21.12155","33.97044","35.20245","38.94738","41.19426","41.19426","41.19426","273"
"274","21.1257","33.97707","35.2095","38.95526","41.20255","41.20255","41.20255","274"
"275","21.12984","33.9837","35.21613","38.96272","41.21042","41.21042","41.21042","275"
"276","21.13399","33.99033","35.22317","38.97018","41.21871","41.21871","41.21871","276"
"277","21.13771","33.99696","35.2298","38.97763","41.22617","41.22617","41.22617","277"
"278","21.14227","34.00359","35.23685","38.17329","40.37541","40.37541","40.37541","278"
"279","21.18206","34.06741","35.30315","38.24498","40.45166","40.45166","40.45166","279"
"280","21.22142","34.13123","35.36904","38.31667","40.52708","40.52708","40.52708","280"
"281","21.26162","34.19546","35.43576","38.38877","40.60332","40.60332","40.60332","281"
"282","21.3014","34.25969","35.50206","38.46046","40.67958","40.67958","40.67958","282"
"283","21.34119","34.32393","35.56878","38.53299","40.75583","40.75583","40.75583","283"
"284","21.38138","34.38816","35.6355","38.60509","40.83249","40.83249","40.83249","284"
"285","21.42117","34.4528","35.70222","38.67761","40.90874","40.90874","40.90874","285"
"286","21.46178","34.51745","35.76935","38.75013","40.98582","40.98582","40.98582","286"
"287","21.50197","34.5821","35.83648","38.82306","41.06248","41.06248","41.06248","287"
"288","21.54217","34.64716","35.90362","38.89558","41.13956","41.13956","41.13956","288"
"289","21.58278","34.71222","35.97116","38.17329","40.37582","40.37582","40.37582","289"
"290","21.72824","34.94635","36.214","38.43104","40.64849","40.64849","40.64849","290"
"291","21.87535","35.18298","36.45891","38.69128","41.66751","41.66751","41.66751","291"
"292","22.02287","35.42043","36.70507","38.17329","41.10972","41.10972","41.10972","292"
"293","22.17164","35.65953","36.95288","38.43104","41.38737","41.38737","41.38737","293"
"294","22.32166","35.90071","37.20276","38.69087","41.66709","41.66709","41.66709","294"
"295","22.46338","36.12864","37.43897","38.17287","41.10931","41.10931","41.10931","295"
"296","22.6826","36.48129","37.80447","38.54583","41.51086","41.51086","41.51086","296"
"297","22.90389","36.83726","38.17329","38.17329","41.10972","41.10972","41.10972","297"
"298","23.05846","37.0859","38.43104","38.43104","41.38737","41.38737","41.38737","298"
"299","23.21469","37.33661","38.69087","38.69087","41.66709","41.66709","41.66709","299"
"300","23.34439","37.54547","38.90719","38.90719","41.10931","41.10931","41.10931","300"
"301","23.43183","37.68636","39.05305","39.05305","41.26347","41.26347","41.26347","301"
"302","23.51969","37.82726","39.19934","39.19934","41.41804","41.41804","41.41804","302"
"303","23.60754","37.96899","39.34604","39.34604","41.57302","41.57302","41.57302","303"
"304","23.69622","38.11113","39.49356","39.49356","41.72925","41.72925","41.72925","304"
"305","23.7849","38.25409","39.6415","39.6415","41.84362","41.84362","41.84362","305"
"306","23.7907","38.26362","39.65145","39.65145","41.8544","41.8544","41.8544","306"
"307","23.79692","38.27316","39.6614","39.6614","41.86476","41.86476","41.86476","307"
"308","23.80272","38.28269","39.67134","39.67134","41.87512","41.87512","41.87512","308"
"309","23.80894","38.29263","39.68129","39.68129","41.88589","41.88589","41.88589","309"
"310","23.81474","38.30216","39.69123","39.69123","41.89626","41.89626","41.89626","310"
"311","23.82054","38.3117","39.70118","39.70118","41.90662","41.90662","41.90662","311"
"312","23.82676","38.32122","39.71112","39.71112","41.91739","41.91739","41.91739","312"
"313","23.83256","38.33076","39.72107","39.72107","41.92775","41.92775","41.92775","313"
"314","23.83877","38.3407","39.73143","39.73143","41.93894","41.93894","41.93894","314"
"315","23.84499","38.35023","39.74137","39.74137","41.9493","41.9493","41.9493","315"
"316","23.85079","38.36018","39.75132","39.75132","41.95966","41.95966","41.95966","316"
"317","23.85659","38.36971","39.76126","40.49765","41.97043","41.97043","41.97043","317"
"318","23.86281","38.37924","39.77121","40.5076","41.98079","41.98079","41.98079","318"
"319","23.86861","38.38877","39.78116","40.51796","42.72795","42.72795","42.72795","319"
"320","23.87483","38.3983","39.7911","40.5279","42.73873","42.73873","42.73873","320"
"321","23.88063","38.40784","39.80105","40.53827","42.74909","42.74909","42.74909","321"
"322","23.88684","38.41819","39.81141","40.54863","42.76028","42.76028","42.76028","322"
"323","23.89265","38.42773","39.82135","40.55899","42.77105","42.77105","42.77105","323"
"324","23.89886","38.43726","39.8313","40.56893","42.78183","42.78183","42.78183","324"
"325","23.90466","38.44679","39.84124","41.31693","42.7926","42.7926","42.7926","325"
"326","23.91088","38.45632","39.85119","41.32728","42.80296","42.80296","42.80296","326"
"327","23.91668","38.46585","39.86114","41.33764","42.81374","42.81374","42.81374","327"
"328","23.9229","38.4758","39.87149","41.34842","42.82492","42.82492","42.82492","328"
"329","23.9287","38.48574","39.88144","41.35836","42.8357","42.8357","42.8357","329"
"330","23.93492","38.49527","39.89139","41.36872","42.84647","42.84647","42.84647","330"
"331","23.94072","38.50481","39.90133","41.37908","42.85683","42.85683","42.85683","331"
"332","23.94693","38.51434","39.91128","41.38944","43.6069","43.6069","43.6069","332"
"333","23.95315","38.52428","39.92164","42.13951","43.61809","43.61809","43.61809","333"
"334","23.95895","38.53381","39.93158","42.14987","43.62886","43.62886","43.62886","334"
"335","23.96475","38.54376","39.94153","42.16064","43.63964","43.63964","43.63964","335"
"336","23.97097","38.55329","39.95148","42.171","43.65083","43.65083","43.65083","336"
"337","23.97677","38.56282","39.96142","42.18136","43.6616","43.6616","43.6616","337"
"338","23.98299","38.57277","39.97178","42.19255","43.67279","43.67279","43.67279","338"
