Id,Unknown0
"251","$stnc=$?a103985[${1.05*(1+$@versadmg)}][${1.0*(1+$@versadmg)}]
$dwm=$?a108561|a115697[${1}][${0.857143}]
$offm=$?a108561|a115697[${0}][${1}]

$offlow=$?s121278[${$mwb/2/$mws}][${$owb/2/$ows}]
$offhigh=$?s121278[${$MWB/2/$mws}][${$OWB/2/$ows}]

$low=${$<stnc>*($<dwm>*(($mwb)/($MWS)+$<offm>*$<offlow>)+$AP/3.5-1)}
$high=${$<stnc>*($<dwm>*(($MWB)/($MWS)+$<offm>*$<offhigh>)+$AP/3.5+1)}
"
"252","$base=${$46968m3/100*$AP}
$damage=$?a2457[${$46968m3/100*$AP*1.1}]?a2458[${$46968m3/100*$AP*1.15}][${$<base>}]"
"253","$base=${1+0.5*$AP}
$damage=$?a2457[${1+0.5*$AP*1.1}][${$<base>}]"
"254","$percent=$?s63271[${$58877m1*1.4}][${$58877m1}]"
"256","$bonus=$?a115070[${1.2}][${1.0}]
$mistweaver=${(($SP*1.005)+$115464m1)*$<bonus>}
$dps=${(($AP*0.5025)+$115464m1)*$<bonus>}
$sphere=${$cond($gt(<$mistweaver>,<$dps>),$<mistweaver>,$<dps>)}"
"257","$range=$?s123334[${40}][${20}]"
"258","$bonus=$?a115070[${1.2}][${1.0}]
$dps=${(($AP*0.75)+$115464m1)*$<bonus>}"
"259","$scaling1=${($STR*4)}
$scaling2=$?s91107[${$<scaling1>/1.15}][$<scaling1>]
$absorb=${$51052m2+$<scaling2>}"
"260","$shield=${((($SP*31.164)+$m1))*(1+$@versadmg)}"
"261","$health=$?s124997[${10}][${20}]
$damage=$?s124997[${25}][${20}]"
"262","$rush=$?s58382[${$118779m1*1.5}][${$118779m1}]
$impending=$?s58382[${$118340m1*1.0}][${$118340m1}]"
"263","$rip=${$s1}"
"264","$weaponmult=$?a768[${0.5}][${1.0}]"
"265","$mana=$?s112858|s123099[${$55453m2*0.2}][${$55453m2}]"
"266","$dmgMult=$?s103985[${1.05*(1+$@versadmg)}][${1.0*(1+$@versadmg)}]
$healMult=$?s115070[${1.2*(1+$@versadmg)}][${1.0*(1+$@versadmg)}]
$damageperiodic=${($124098m1+$<dmgMult>*$ap*0.06864)}
$healingperiodic=${(1+$<healMult>*$ap*0.156)*8}$damagedetonate=${($125033m1+$<dmgMult>*$ap*0.471)}$healingdetonate=${($124101m1+$<healMult>*$ap*0.548)}
"
"267","$ebon=$?s51160[${1.6}][${1.0}]
$damage=${($PL*0.368+$AP*0.086)*$<ebon>}"
"272","$mult=$?p123087[${1.1}][${1}]
$healing=${$max(($AP-2*$AGI)*$m2/100,$STA*$m3/100)*$<mult>}
$healingOld=${$max($AP*$AP*$m2/10000000+$AP*$m3/10000,2.5*$STA)*$<mult>}"
"273","$mastery=$?s77220[${((100+$77220m3)/100)}][${1.00}]"
"274","$ce=$?s152244[${1.7}][${1.5}]
$spiked=$?s53184[${1.1}][${1.0}]
$blink=$?s130392[${1.5}][${1.0}]
$damage=${$<ce>*$<spiked>*$<blink>*($RAP*0.333)*(1+$@versadmg)}"
"275","$damagePri=${($rw+$RW)/2*0.7*15*(1+$@versadmg)*(1+$193468m2/100)}
$damageSec=${($rw+$RW)/2*0.7*7.5*(1+$@versadmg)*(1+$193468m2/100)}"
"276","$damagePri=${$sw3*2}"
"277","$mult=$?p123087[${1.1}][${1}]
$absorb=${($max(($AP-2*$STR)*$m2/100,$STA*$m3/100)*$<mult>)/3}
$absorbOld=${($max($AP*$AP*$m2/10000000+$AP*$m3/10000,2.5*$STA)*$<mult>)/3}"
"278","$stnc=$?a115070[${1.05*(1+$@versadmg)}][${1.0*(1+$@versadmg)}]
$dwm=$?a108561|a115697[${1}][${0.857143}]
$offm=$?a108561|a115697[${0}][${1}]

$offlow=$?s121278[${$mwb/2/$mws}][${$owb/2/$ows}]
$offhigh=$?s121278[${$MWB/2/$mws}][${$OWB/2/$ows}]
$realap=$?s121278[${$SP}][${$AP}]

$low=${$<stnc>*($<dwm>*(($mwb)/($MWS)+$<offm>*$<offlow>)+$<realap>/3.5-1)}
$high=${$<stnc>*($<dwm>*(($MWB)/($MWS)+$<offm>*$<offhigh>)+$<realap>/3.5+1)}"
"280","$stnc=$?a103985[${1.2*7.5}][${1.0*7.5}]
$dwm1=$?a108561[${1}][${0.898882275}]
$dwm=$?a115697[${1}][${$<dwm1>}]
$bm=$?s120267[${0.4}][${1}]
$offm1=$?a108561[${0}][${1}]
$offm=$?a115697[${0}][${$<offm1>}]
$apc=$?s120267[${$AP/11}][${$AP/14}]
$offlow=$?!s124146[${$mwb/2/$mws}][${$owb/2/$ows}]
$offhigh=$?!s124146[${$MWB/2/$mws}][${$OWB/2/$ows}]
$low=${$<stnc>*($<bm>*$<dwm>*(($mwb)/($MWS)+$<offm>*$<offlow>)+$<apc>-1)}
$high=${$<stnc>*($<bm>*$<dwm>*(($MWB)/($MWS)+$<offm>*$<offhigh>)+$<apc>+1)}
"
"281","$stnc=$?a103985[${1.2*2.44/1.59}][${2.44/1.59}]
$dwm1=$?a108561[${1}][${0.898882275}]
$dwm=$?a115697[${1}][${$<dwm1>}]
$bm=$?s120267[${0.4}][${1}]
$offm1=$?a108561[${0}][${1}]
$offm=$?a115697[${0}][${$<offm1>}]
$apc=$?s120267[${$AP/11}][${$AP/14}]
$offlow=$?!s124146[${$mwb/2/$mws}][${$owb/2/$ows}]
$offhigh=$?!s124146[${$MWB/2/$mws}][${$OWB/2/$ows}]
$low=${$<stnc>*($<bm>*$<dwm>*(($mwb)/($MWS)+$<offm>*$<offlow>)+$<apc>-1)}
$high=${$<stnc>*($<bm>*$<dwm>*(($MWB)/($MWS)+$<offm>*$<offhigh>)+$<apc>+1)}
"
"285","$amount=${$max(($AP-2*$AGI)*2.2,$STA*$m3/100)*0.4}"
"286","$dmg=${$m1+$SPS*1.000}"
"289","$xppct=${$gte($pl,85)*20+$lt($pl,85)*50}
"
"290","$mastery=$?s115636[${$115636m3*0.4}][${1.00}]
$masteryMod=${$cond($gt($pl,79),1,0)}"
"291","$mult=$?p61252[${4}][${2}]"
"292","$bonus=$?p23218[${0}][${0}]"
"294","$dmgMult=$?s113656[${12}][${1.0}]
$healMult=$?s115070[${1.2}][${1.0}]
$damage=${4*($m1*$<dmgMult>)}"
"295","$dmgMult=$?a103985[${1.05}][${1.0}]
$healMult=$?a115070[${1.2}][${1.0}]
$damage=${$<dmgMult>*$AP*0.867*(1+$@versadmg)}
$healing=${$<healMult>*$AP*0.867*(1+$@versadmg)}"
"296","$dmgMult=$?a103985[${1.1}][${1.0}]
$healMult=$?a115070[${1.2}][${1.0}]
$damage=${$148135m1+$<dmgMult>*$AP*2.75*(1+$@versadmg)}
$healing=${$130654m1+$<healMult>*$AP*4.125*(1+$@versadmg)}
"
"297","$apmult=${0.561+$gte($PL,80)*0.426+$gte($PL,85)*3.46}
$gladmult=$?a156291[${1.05}][${1.0}]
$shieldchargemult=$?a169667[${1.25}][${1.0}]
$shieldslam=${$m1+$AP*$<apmult>*$<gladmult>*$<shieldchargemult>*(1+$@versadmg)}
"
"298","$masteryMod=${$cond($gt($pl,79),1,0)}"
"300","$masteryMod=${$cond($gt($pl,79),1,0)}
$masteryPoints=${$44544m4/100}
$masteryMult=${(1+$<masteryMod>*$<masteryPoints>)}
$fingersMult=${(2.00*$<masteryMult>)}

"
"301","$stnc=$?a103985[${1.2*1.4/1.59}][${1.4/1.59}]
$dwm1=$?a108561[${1}][${0.898882275}]
$dwm=$?a115697[${1}][${$<dwm1>}]
$bm=$?s120267[${0.4}][${1}]
$offm1=$?a108561[${0}][${1}]
$offm=$?a115697[${0}][${$<offm1>}]
$apc=$?s120267[${$AP/11}][${$AP/14}]
$offlow=$?!s124146[${$mwb/2/$mws}][${$owb/2/$ows}]
$offhigh=$?!s124146[${$MWB/2/$mws}][${$OWB/2/$ows}]
$low=${$<stnc>*($<bm>*$<dwm>*(($mwb)/($MWS)+$<offm>*$<offlow>)+$<apc>-1)}
$high=${$<stnc>*($<bm>*$<dwm>*(($MWB)/($MWS)+$<offm>*$<offhigh>)+$<apc>+1)}
"
"302","$damage=${$m1+$SP*0.257}"
"304","$ce=$?s152244[${1.85}][${1.5}]
$damage=${$<ce>*($RAP*0.250)}"
"305","$lone=$?s155228[${1.3}][${1.0}]
$explosive=${$AP*0.47*(1+$76658m1*.01)*(1+$@versadmg)*$<lone>}"
"306","$masteryMod=${$cond($gt($pl,79),1,0)}
$mastery=$?s47540[${1.3*((100+$<masteryMod>*$77484m1)/100)}][${1.0}]
"
"307","$barrier=${$AP*1.4*(1+$@versadmg)}"
"308","$mult=$?s16511[${(((100+$76808m1))/100)*(1+$@versadmg)}][${1.00*(1+$@versadmg)}]"
"309","$absorb=${$MHP*0.25}"
"314","$Coefficient=${1}"
"315","$shield=${$mhp*$m3/100}"
"316","$dmg=$?a203550[${$198030m1*15}][${$198030m1*10}]"
"317","$bmMastery=$?s76657[${1+0.01*$76657m1}][${1}]
$damage=${1.5*($207149m1+($RAP*1.632))*$<bmMastery>*(1+$@versadmg)}
"
"318","$shield=${($SPS*2.25)*(1+$@versadmg)}"
"319","$masteryMult=$?s76856[${1+$76856m1/100}][${1}]
$rampageMult=$?a184362[${1}][${$<masteryMult>}]
$rampageDamage=${($sw3+$184707sw1+$184709sw1+$201364sw1+$201363sw1)*$<rampageMult>}"
"321","$dmg=${($m1*$188499m1+$m1*$199552m2*2+$m1*$200685m2)/100}"
"323","$base=${$AP*$BC*5}
$trauma=${$<base>*((1+$@versadmg)*(1+($12712s1/100)))}"
"324","$mult=${0.5}"
"325","$WarlordsTrinketNerf=${$cond($gt($pl,109),0.01,$cond($lt($pl,100),1,(110-$PL)/10))}"
"326","$lowNerf=${$min($pl,20)*0.05}
$damage=${1.5*(($AP*2.152))*(1+$@versadmg)*$<lowNerf>}
$mult=${($max(0,$min($pl-10,10))*7+130)/200}
"
"327","$cleaveDamage=${2*$228478sw1}
$cleaveHeal=${2*$AP*5.5*(1+$@versadmg)}"
"328","$agonizingratio = ${5}"
"329","$agonizingratio = ${2}"
"330","$mult=${($min($pl-1,19)*18+353)/695}"
"331","$mult=${($min($pl-1,19)*12+112)/340}"
"332","$mult=${($max(0,$min($pl-10,10))*8+130)/210}"
"333","$mult=${($max(0,$min($pl-10,10))*5+80)/130}"
"334","$mult=${($min($pl-1,19)*6+96)/210}"
"335","$mult=${($max(0,$min($pl-10,10))*11+290)/400}"
"336","$mult=${($max(0,$min($pl-16,4))*12+352)/400}"
"337","$mult=${($min($pl-1,19)*10+170)/360}"
"338","$mult=${($max(0,$min($pl-10,10))*8+195)/275}"
"339","$mult=${($max(0,$min($pl-10,10))*11+260)/370}"
"340","$mult=${($min($pl-1,19)*4+125)/201}"
"341","$mult=${($max(0,$min($pl-5,15))*8+207)/327}"
"342","$mult=${($max(0,$min($pl-10,10))*10+171)/271}"
"343","$mult=${($max(0,$min($pl-13,7))*4+118)/146}"
"344","$mult=${($max(0,$min($pl-10,10))*8+137)/217}"
"345","$mult=${($max(0,$min($pl-12,8))*8.5+241)/309}"
"346","$coeff=${0.125}"
"322","$mult=${(1+$@versadmg)}"
