Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown1,Unknown2
"397","132294","0","0","0","0","0","0","0","0","0","4294967295","15"
"404","133618","0","0","0","0","0","0","0","0","0","629198","8"
"405","133679","0","0","0","0","0","0","0","0","0","4294967295","15"
"406","133703","0","0","0","0","0","0","0","0","0","667434","8"
"407","134031","0","0","0","0","0","0","0","0","0","629480","15"
"408","134055","0","0","0","0","0","0","0","0","0","629201","15"
"409","133755","0","0","0","0","0","0","0","0","0","629199","8"
"410","135161","0","0","0","0","0","0","0","0","0","629199","8"
"411","135200","0","0","0","0","0","0","0","0","0","629480","8"
"412","135219","0","0","0","0","0","0","0","0","0","629480","8"
"413","135344","0","0","0","0","0","0","0","0","0","629199","15"
"414","135631","0","0","0","0","0","0","0","0","0","629480","8"
"415","136106","0","0","0","0","0","0","0","0","0","774879","8"
"416","136284","0","0","0","0","0","0","0","0","0","629198","8"
"417","136172","0","0","0","0","0","0","0","0","0","629202","8"
"418","136476","0","0","0","0","0","0","0","0","0","629202","15"
"419","137263","0","0","0","0","0","0","0","0","0","667434","15"
"420","137311","0","0","0","0","0","0","0","0","0","629199","8"
"421","137643","0","0","0","0","0","0","0","0","0","796702","8"
"422","138368","0","0","0","0","0","0","0","0","0","629202","15"
"423","139183","0","0","0","0","0","0","0","0","0","629199","8"
"426","139696","0","0","0","0","0","0","0","0","0","796702","8"
"427","139732","0","0","0","0","0","0","0","0","0","629199","8"
"428","140013","0","0","0","0","0","0","0","0","0","629199","8"
"429","141070","0","0","0","0","0","0","0","0","0","629480","8"
"430","141071","0","0","0","0","0","0","0","0","0","629480","8"
"431","141073","0","0","0","0","0","0","0","0","0","629480","8"
"432","141152","0","0","0","0","0","0","0","0","0","629199","8"
"433","141154","0","0","0","0","0","0","0","0","0","629198","8"
"434","141067","141072","141074","0","0","0","0","0","0","0","534039","0"
"436","141223","0","0","0","0","0","0","0","0","0","667434","8"
"437","141415","0","0","0","0","0","0","0","0","0","774879","8"
"438","142060","0","0","0","0","0","0","0","0","0","629200","8"
"439","142270","0","0","0","0","0","0","0","0","0","629199","8"
"440","142326","0","0","0","0","0","0","0","0","0","796702","8"
"441","144111","0","0","0","0","0","0","0","0","0","629199","8"
"442","142518","0","0","0","0","0","0","0","0","0","629199","8"
"443","142512","0","0","0","0","0","0","0","0","0","629480","8"
"444","142598","0","0","0","0","0","0","0","0","0","629199","8"
"445","142618","0","0","0","0","0","0","0","0","0","629199","8"
"446","146890","0","0","0","0","0","0","0","0","0","629199","8"
"447","143005","0","0","0","0","0","0","0","0","0","629199","8"
"448","143217","0","0","0","0","0","0","0","0","0","629199","8"
"449","143319","0","0","0","0","0","0","0","0","0","629199","8"
"450","143338","143378","143376","144286","0","0","0","0","0","0","628126","0"
"451","143373","0","0","0","0","0","0","0","0","0","629199","8"
"452","42924","0","0","0","0","0","0","0","0","0","629480","8"
"453","142546","0","0","0","0","0","0","0","0","0","629199","8"
"454","143842","0","0","0","0","0","0","0","0","0","629199","15"
"455","143964","0","0","0","0","0","0","0","0","0","629199","8"
"456","143966","0","0","0","0","0","0","0","0","0","629199","8"
"457","144274","144275","144276","144181","0","0","0","0","0","0","628126","0"
"458","144305","0","0","0","0","0","0","0","0","0","629199","8"
"459","144274","144275","144276","144181","144285","0","0","0","0","0","628126","0"
"460","144457","144435","0","0","0","0","0","0","0","0","534039","2"
"461","144457","144454","0","0","0","0","0","0","0","0","534039","2"
"462","144481","0","0","0","0","0","0","0","0","0","629199","8"
"463","0","144568","144571","144567","144598","0","0","0","0","0","534039","0"
"464","0","144677","144619","0","0","0","0","0","0","0","534038","0"
"465","144988","0","0","0","0","0","0","0","0","0","629201","15"
"466","145071","0","0","0","0","0","0","0","0","0","0","0"
"467","145111","0","0","0","0","0","0","0","0","0","534045","0"
"468","145184","0","0","0","0","0","0","0","0","0","629199","15"
"469","52410","0","0","0","0","0","0","0","0","0","774879","8"
"470","145284","145296","145366","145356","145297","150584","0","0","0","0","534036","7"
"471","145329","0","0","0","0","0","0","0","0","0","629199","15"
"472","145361","0","0","0","0","0","0","0","0","0","0","15"
"473","145471","145481","145484","145485","145487","145488","0","0","0","0","534036","7"
"474","145644","146462","145649","145638","145939","145637","0","0","0","0","534036","7"
"475","145821","145857","146040","145844","145862","145858","0","0","0","0","534039","7"
"476","146364","0","0","0","0","0","0","0","0","0","876185","15"
"479","147277","0","0","0","0","0","0","0","0","0","629201","8"
"480","147414","0","0","0","0","0","0","0","0","0","629198","15"
"481","147638","0","0","0","0","0","0","0","0","0","4294967295","8"
"482","34154","148579","0","0","0","0","0","0","0","0","534041","0"
"483","148614","0","0","0","0","0","0","0","0","0","4294967295","15"
"484","149335","0","0","0","0","0","0","0","0","0","876185","8"
"485","149346","0","0","0","0","0","0","0","0","0","796702","8"
"486","149349","0","0","0","0","0","0","0","0","0","629200","8"
"487","152214","0","0","0","0","0","0","0","0","0","629202","15"
"488","152725","153026","0","0","0","0","0","0","0","0","534041","4"
"489","153397","152943","179740","0","0","0","0","0","0","0","534041","4"
"490","150228","179533","153347","0","0","0","0","0","0","0","534041","4"
"491","152777","0","0","0","0","0","0","0","0","0","774879","8"
"492","153081","0","0","0","0","0","0","0","0","0","774879","8"
"493","153402","153893","154539","153976","154463","161240","154282","153469","153471","154464","0","7"
"494","179748","150288","0","0","0","0","0","0","0","0","534041","4"
"496","153503","152725","0","0","0","0","0","0","0","0","534041","4"
"498","102751","97323","0","0","0","97456","0","0","0","0","534040","4"
"499","152943","0","0","0","0","0","0","0","0","0","534041","4"
"500","153889","0","0","0","0","0","0","0","0","0","629480","15"
"501","153916","157873","155667","153995","154432","154861","154893","154902","153906","154590","0","7"
"502","153944","0","0","0","0","0","0","0","0","0","629480","15"
"503","154062","154061","153979","154236","154246","0","0","153906","153918","154545","0","7"
"504","154126","154133","154289","154300","154307","154340","0","153906","153918","153910","0","7"
"505","154147","0","0","0","0","0","0","0","0","0","629199","8"
"506","154430","0","0","0","0","165434","0","0","0","0","534036","0"
"507","157155","154539","154574","156431","156597","156221","156828","153469","153471","154127","0","7"
"508","154544","0","160053","160054","0","0","0","153906","153918","154128","0","7"
"509","154578","154582","154714","154957","157850","0","0","154579","154580","153472","0","7"
"510","154586","154348","154688","155075","154977","157737","155801","154649","154653","154583","0","7"
"511","154925","0","0","0","0","0","0","0","0","0","796702","8"
"512","155193","0","0","0","0","0","0","0","0","0","629199","8"
"513","155613","0","0","0","0","0","0","0","0","0","774879","15"
"514","156433","156434","0","0","0","0","0","153906","153918","153910","0","7"
"515","157267","0","0","0","0","0","0","0","0","0","774879","8"
"516","157954","0","0","0","0","0","0","0","0","0","629203","8"
"517","158541","0","0","0","0","0","0","0","0","0","0","0"
"518","158541","158541","0","0","0","0","0","0","0","0","0","0"
"519","158541","158541","158541","0","0","0","0","0","0","0","0","0"
"521","159978","0","0","0","0","0","0","0","0","0","629480","15"
"522","160168","0","0","0","0","0","0","0","0","0","0","15"
"523","160297","0","0","0","0","0","0","0","0","0","667434","15"
"524","160870","160871","160876","160875","0","0","0","0","0","0","0","7"
"526","161198","0","0","0","0","161529","0","0","0","0","534042","0"
"527","161500","161529","0","0","0","0","0","0","0","0","534042","0"
"528","163437","0","0","0","0","0","0","0","0","0","629199","12"
"529","163455","0","0","0","0","0","0","0","0","0","629199","8"
"530","163322","0","0","0","0","0","0","0","0","0","667434","15"
"531","165988","0","0","0","0","0","0","0","0","0","654130","8"
"532","166212","0","0","0","0","0","0","0","0","0","629199","15"
"533","167290","0","0","0","0","0","0","0","0","0","629480","15"
"534","159904","0","0","0","0","0","0","0","0","0","654130","8"
"535","169490","0","0","0","0","0","0","0","0","0","774879","8"
"536","161060","0","0","0","0","0","0","0","0","0","774879","8"
"537","172057","0","0","0","0","0","0","0","0","0","629480","8"
"538","172602","0","0","0","0","0","0","0","0","0","629480","8"
"539","172603","0","0","0","0","0","0","0","0","0","629480","8"
"540","172734","172732","172738","0","0","172690","0","0","0","0","534045","2"
"541","172674","0","0","0","0","0","0","0","0","0","629198","15"
"542","172951","0","0","0","0","0","0","0","0","0","629480","15"
"543","174514","0","0","0","0","0","0","0","0","0","629480","15"
"544","153893","153471","0","0","0","0","0","0","0","0","0","7"
"545","176355","0","0","0","0","0","0","0","0","0","629480","15"
"546","176428","0","0","0","0","0","0","0","0","0","629480","15"
"547","176632","0","0","0","0","0","0","0","0","0","876185","15"
"548","167722","0","0","0","0","0","0","0","0","0","629480","8"
"549","176894","0","0","0","0","0","0","0","0","0","796702","15"
"552","177584","0","0","0","0","0","0","0","0","0","629199","8"
"553","177730","0","0","0","0","0","0","0","0","0","629198","15"
"554","171487","172338","172345","0","0","0","0","0","0","0","0","0"
"555","178553","0","0","0","0","0","0","0","0","0","629199","8"
"556","178688","0","0","0","0","0","0","0","0","0","629199","15"
"557","178692","0","0","0","0","0","0","0","0","0","629199","15"
"560","152725","0","0","0","0","0","0","0","0","0","534041","4"
"561","150228","153347","0","0","0","0","0","0","0","0","534041","4"
"562","153397","179740","0","0","0","0","0","0","0","0","534041","4"
"563","152725","153026","152985","153503","0","0","0","0","0","0","534041","4"
"564","150228","179533","153251","153347","0","0","0","0","0","0","534041","4"
"565","153397","152943","152875","179740","0","0","0","0","0","0","534041","4"
"566","179748","0","0","0","0","0","0","0","0","0","534041","4"
"567","179335","0","0","0","0","0","0","0","0","0","654130","8"
"568","179561","0","0","0","0","0","0","0","0","0","667434","15"
"569","179748","150288","179804","0","0","0","0","0","0","0","534041","4"
"570","179578","0","0","0","0","0","0","0","0","0","629480","15"
"571","179792","0","0","0","0","0","0","0","0","0","4294967295","15"
"572","179825","0","0","0","0","0","0","0","0","0","629200","15"
"573","179915","0","0","0","0","0","0","0","0","0","629200","15"
"574","179202","0","0","0","0","0","0","0","0","0","1129687","8"
"575","180455","0","0","0","0","0","0","0","0","0","654130","15"
"576","180458","0","0","0","0","0","0","0","0","0","774879","8"
"577","180529","0","0","0","0","0","0","0","0","0","629200","15"
"578","180592","0","0","0","0","0","0","0","0","0","629199","15"
"580","181453","0","0","0","0","0","0","0","0","0","774879","15"
"581","181842","181775","0","0","0","0","0","0","0","0","534041","4"
"582","181842","181767","181779","181773","181775","0","0","0","0","0","534041","4"
"583","183813","0","0","0","0","0","0","0","0","0","629199","15"
"584","182627","0","0","0","0","0","0","0","0","0","629203","8"
"585","182732","182741","182795","182789","0","0","0","0","0","0","534045","0"
"586","184175","184180","184105","184097","0","0","0","0","0","0","534045","0"
"587","184196","184204","184207","0","0","0","0","0","0","0","534045","0"
"588","183293","0","0","0","0","0","0","0","0","0","667434","8"
"589","183700","0","0","0","0","0","0","0","0","0","629203","8"
"590","183719","0","0","0","0","0","0","0","0","0","629203","8"
"591","183745","0","0","0","0","0","0","0","0","0","629203","8"
"592","185887","0","0","0","0","0","0","0","0","0","629203","8"
"593","185389","0","0","0","0","0","0","0","0","0","0","0"
"594","232605","0","0","0","0","0","0","0","0","0","629198","15"
"595","186733","0","0","0","0","0","0","0","0","0","667434","15"
"596","187350","0","0","0","0","0","0","0","0","0","629198","15"
"597","187334","0","0","0","0","0","0","0","0","0","774879","8"
"598","187598","0","0","0","0","0","0","0","0","0","629199","15"
"599","187663","0","0","0","0","0","0","0","0","0","629199","15"
"600","187892","0","0","0","0","188362","0","0","0","0","628126","7"
"601","188232","0","0","0","0","0","0","0","0","0","629199","15"
"602","188393","0","0","0","0","0","0","0","0","0","654130","15"
"603","189168","0","0","0","0","0","0","0","0","0","629199","8"
"604","189217","0","0","0","0","0","0","0","0","0","629199","15"
"605","189805","0","0","0","0","0","0","0","0","0","629480","8"
"606","189827","0","0","0","0","0","0","0","0","0","629199","8"
"607","190359","0","0","0","0","0","0","0","0","0","629198","15"
"608","190498","190499","0","0","0","0","0","0","0","0","0","8"
"609","190498","0","0","0","0","0","0","0","0","0","0","8"
"610","190499","0","0","0","0","0","0","0","0","0","0","8"
"611","190863","0","0","0","0","0","0","0","0","0","653590","15"
"612","190895","0","0","0","0","0","0","0","0","0","629202","15"
"613","190919","0","0","0","0","0","0","0","0","0","653590","15"
"614","191181","0","0","0","0","0","0","0","0","0","796702","8"
"615","192361","0","0","0","0","0","0","0","0","0","629199","15"
"616","192614","0","0","0","0","0","0","0","0","0","629199","8"
"617","192716","0","0","0","0","0","0","0","0","0","629198","15"
"618","192718","0","0","0","0","0","0","0","0","0","629198","15"
"619","192720","0","0","0","0","0","0","0","0","0","629198","15"
"620","192725","0","0","0","0","0","0","0","0","0","1466424","15"
"621","193713","0","0","0","0","0","0","0","0","0","629199","15"
"622","193735","0","0","0","0","0","0","0","0","0","629198","15"
"623","193770","0","0","0","0","0","0","0","0","0","796702","15"
"624","193837","0","0","0","0","0","0","0","0","0","876185","15"
"625","193857","0","0","0","0","0","0","0","0","0","629198","15"
"626","193880","0","0","0","0","0","0","0","0","0","629198","15"
"627","193920","0","0","0","0","0","0","0","0","0","629202","15"
"628","202709","0","0","0","0","0","0","0","0","0","629198","15"
"629","193960","0","0","0","0","0","0","0","0","0","774879","15"
"630","193993","0","0","0","0","0","0","0","0","0","876185","15"
"631","194427","0","0","0","0","0","0","0","0","0","629480","15"
"632","194418","0","0","0","0","0","0","0","0","0","629201","15"
"633","194983","0","0","0","0","0","0","0","0","0","629199","15"
"634","195144","0","0","0","0","0","0","0","0","0","629199","8"
"635","195146","0","0","0","0","0","0","0","0","0","629199","8"
"636","195149","0","0","0","0","0","0","0","0","0","629199","8"
"637","195179","0","0","0","0","0","0","0","0","0","629199","15"
"638","195500","0","0","0","0","0","0","0","0","0","667434","8"
"639","196322","0","0","0","0","0","0","0","0","0","876185","8"
"640","198335","0","0","0","0","0","0","0","0","0","796702","15"
"641","198424","0","0","0","0","0","0","0","0","0","796702","15"
"642","198444","0","0","0","0","0","0","0","0","0","796702","15"
"643","199336","0","0","0","0","0","0","0","0","0","629199","15"
"644","200362","200363","0","0","0","200365","0","0","0","0","534038","0"
"645","200779","0","0","0","0","0","0","0","0","0","629199","15"
"646","200795","0","0","0","0","0","0","0","0","0","629199","15"
"647","200797","0","0","0","0","0","0","0","0","0","629199","15"
"648","197012","0","0","0","0","0","0","0","0","0","629199","15"
"649","201342","0","0","0","0","0","0","0","0","0","629199","15"
"650","201412","0","0","0","0","0","0","0","0","0","534039","0"
"651","202206","0","0","0","0","0","0","0","0","0","654130","8"
"652","202287","0","0","0","0","0","0","0","0","0","629738","8"
"653","202711","0","0","0","0","0","0","0","0","0","629198","15"
"654","202747","0","0","0","0","0","0","0","0","0","629202","15"
"655","202805","0","0","0","0","0","0","0","0","0","534044","0"
"656","203092","0","0","0","0","0","0","0","0","0","629199","8"
"657","203450","0","0","0","0","0","0","0","0","0","774879","15"
"658","203948","0","0","0","0","0","0","0","0","0","629199","8"
"659","204162","0","0","0","0","0","0","0","0","0","629199","8"
"661","204218","0","0","0","0","0","0","0","0","0","629199","8"
"662","187766","0","0","0","0","0","0","0","0","0","629199","15"
"663","204484","0","0","0","0","0","0","0","0","0","629199","15"
"664","204481","0","0","0","0","0","0","0","0","0","629199","8"
"665","204542","0","0","0","0","0","0","0","0","0","654130","15"
"666","202868","0","0","0","0","0","0","0","0","0","876185","8"
"667","201904","0","0","0","0","0","0","0","0","0","629202","15"
"668","205236","0","0","0","0","0","0","0","0","0","667434","8"
"669","205459","0","0","0","0","0","0","0","0","0","629199","8"
"670","205619","0","0","0","0","0","0","0","0","0","629199","8"
"680","206196","0","0","0","0","0","0","0","0","0","796702","15"
"683","206391","0","0","0","0","0","0","0","0","0","796702","8"
"684","206455","0","0","0","0","0","0","0","0","0","667434","15"
"685","206966","0","0","0","0","0","0","0","0","0","534039","0"
"686","207112","0","0","0","0","0","0","0","0","0","629199","8"
"687","189263","0","0","0","0","0","0","0","0","0","534039","0"
"688","207554","0","0","0","0","0","0","0","0","0","629199","15"
"689","207583","0","0","0","0","0","0","0","0","0","629203","15"
"690","205779","0","0","0","0","0","0","0","0","0","629199","15"
"691","207934","0","0","0","0","0","0","0","0","0","0","15"
"692","205778","0","0","0","0","0","0","0","0","0","0","15"
"693","209364","0","0","0","0","0","0","0","0","0","629198","8"
"694","186052","0","0","0","0","0","0","0","0","0","629199","15"
"695","217830","0","0","0","0","0","0","0","0","0","629202","15"
"696","210296","0","0","0","0","0","0","0","0","0","629202","15"
"697","210339","0","0","0","0","0","0","0","0","0","629202","15"
"698","210276","0","0","0","0","0","0","0","0","0","629199","8"
"699","210519","0","0","0","0","0","0","0","0","0","629738","15"
"700","210543","0","0","0","0","0","0","0","0","0","629199","15"
"701","210704","0","0","0","0","0","0","0","0","0","667434","15"
"702","210891","0","0","0","0","0","0","0","0","0","654130","8"
"703","202477","0","0","0","0","0","0","0","0","0","629199","8"
"704","211157","0","0","0","0","0","0","0","0","0","629199","15"
"705","211441","0","0","0","0","0","0","0","0","0","629199","15"
"706","211466","0","0","0","0","0","0","0","0","0","653590","8"
"707","209984","0","0","0","0","0","0","0","0","0","629199","8"
"708","211723","0","0","0","0","0","0","0","0","0","629202","15"
"709","211613","0","0","0","0","0","0","0","0","0","629199","8"
"710","215419","0","0","0","0","0","0","0","0","0","629203","8"
"711","212782","0","0","0","0","0","0","0","0","0","796702","15"
"712","212981","0","0","0","0","0","0","0","0","0","629480","8"
"713","213149","0","0","0","0","0","0","0","0","0","876185","8"
"714","207592","0","0","0","0","0","0","0","0","0","876185","8"
"715","213137","0","0","0","0","0","0","0","0","0","629199","8"
"716","213333","213331","213327","0","0","0","0","0","0","0","534044","0"
"717","199404","0","0","0","0","0","0","0","0","0","629202","15"
"718","213855","0","0","0","0","0","0","0","0","0","629199","8"
"719","213614","0","0","0","0","0","0","0","0","0","629199","12"
"720","214066","0","0","0","0","0","0","0","0","0","629199","8"
"721","214117","0","0","0","0","0","0","0","0","0","629738","8"
"722","214591","0","0","0","0","0","0","0","0","0","629200","15"
"723","215010","0","0","0","0","0","0","0","0","0","629199","8"
"724","215173","0","0","0","0","0","0","0","0","0","629199","12"
"725","215208","0","0","0","0","0","0","0","0","0","629199","8"
"726","215240","0","0","0","0","0","0","0","0","0","629199","8"
"727","215246","0","0","0","0","0","0","0","0","0","629199","8"
"728","215337","0","0","0","0","0","0","0","0","0","629480","15"
"729","209202","0","0","0","0","0","0","0","0","0","629198","15"
"730","192085","0","0","0","0","0","0","0","0","0","629198","15"
"731","216409","0","0","0","0","0","0","0","0","0","629198","15"
"732","216418","0","0","0","0","0","0","0","0","0","629198","15"
"733","216942","0","0","0","0","0","0","0","0","0","629199","15"
"734","216943","0","0","0","0","0","0","0","0","0","629480","15"
"735","216693","0","0","0","0","0","0","0","0","0","629198","15"
"736","47371","0","0","0","0","0","0","0","0","0","629738","8"
"737","217377","0","0","0","0","0","0","0","0","0","1466424","15"
"738","217690","0","0","0","0","0","0","0","0","0","629199","12"
"739","217798","0","0","0","0","0","0","0","0","0","0","8"
"740","42340","0","0","0","0","0","0","0","0","0","629199","8"
"741","218437","217976","220153","218549","218535","0","0","0","0","0","534037","0"
"742","218027","0","0","0","0","0","0","0","0","0","0","8"
"743","218036","0","0","0","0","0","0","0","0","0","629199","15"
"744","218814","0","0","0","0","0","0","0","0","0","629203","8"
"745","218858","218879","0","218873","0","0","0","0","0","0","534039","0"
"746","218890","0","0","0","0","0","0","0","0","0","876185","8"
"747","218963","0","0","0","0","0","0","0","0","0","629202","8"
"748","218968","0","0","0","0","0","0","0","0","0","629199","12"
"749","218879","0","0","0","0","0","0","0","0","0","796702","8"
"750","219565","0","0","0","0","0","0","0","0","0","629199","15"
"751","219735","0","0","0","0","0","0","0","0","0","629203","15"
"752","217961","0","0","0","0","0","0","0","0","0","1466424","15"
"753","220291","0","0","0","0","0","0","0","0","0","629199","8"
"754","220525","0","0","0","0","0","0","0","0","0","629199","8"
"755","220560","0","0","0","0","0","0","0","0","0","629199","12"
"756","220881","0","0","0","0","0","0","0","0","0","629198","8"
"757","220992","0","0","0","0","0","0","0","0","0","629199","15"
"758","221170","0","0","0","0","0","0","0","0","0","629480","15"
"759","221635","0","0","0","0","0","0","0","0","0","629203","8"
"760","221993","0","0","0","0","0","0","0","0","0","629198","15"
"761","0","0","0","0","0","0","0","0","0","0","0","2"
"762","222592","0","0","0","0","0","0","0","0","0","629199","8"
"763","224553","0","0","0","0","0","0","0","0","0","0","15"
"764","223766","0","0","0","0","0","0","0","0","0","0","15"
"765","223826","0","0","0","0","0","0","0","0","0","0","15"
"766","216486","0","0","0","0","0","0","0","0","0","629199","15"
"767","223868","0","0","0","0","0","0","0","0","0","0","15"
"768","223892","223894","223901","223896","223898","0","0","0","0","0","534039","1"
"769","224008","217093","224009","217003","0","0","0","0","0","0","534039","1"
"770","224137","0","0","0","0","0","0","0","0","0","629203","15"
"771","224276","224518","224450","0","0","0","0","0","0","224264","0","6"
"772","224462","0","0","0","0","0","0","0","0","0","629201","15"
"773","224579","0","0","0","0","0","0","0","0","0","629203","15"
"774","224590","0","0","0","0","0","0","0","0","0","629203","15"
"776","224599","0","0","0","0","0","0","0","0","0","629203","15"
"777","224631","0","0","0","0","0","0","0","0","0","629203","15"
"778","224639","0","0","0","0","0","0","0","0","0","629203","15"
"779","225023","0","0","0","0","0","0","0","0","0","629201","15"
"780","225025","0","0","0","0","0","0","0","0","0","629201","15"
