Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
"154","Help Brewmaster Boof's assistants gather the ingredients for the Kun-Lai Kicker.","The Brewmoon Festival!","21845","63","0","0","0","0","0"
"155","Stop the Bataari invasion on Binan Village.","The Yaungol attack!","21849","63","0","0","2","0","0"
"156","Defeat Warbringer Qobi.","Warbringer Qobi","21851","63","0","0","3","0","0"
"157","Investigate the Yaungol sightings.","The Scouts Report.","21853","63","0","0","1","0","0"
"159","Assist Blanche in brewing her famous Boomer's Brew.","Make Boomer's Brew","21993","65","0","0","0","0","0"
"160","Escort Blanche down Thunderpaw Road.","Road to Thunderpaw","21995","65","0","0","1","0","0"
"161","Defeat Borokhula the Destroyer.","Save Thunderpaw Refuge","21999","65","0","0","2","0","0"
"166","Destroy the Abomination of Anger.","Destroy the Sha","21050","39","0","0","3","0","0"
"167","Defeat General Zhun, Herald of the Thunder King.","Kill General Zhun","22571","68","0","0","4","0","0"
"171","Rescue the captured Golden Lotus expedition.","Rescue the Golden Lotus","22730","68","0","0","1","0","0"
"172","Stop Lorewalker Fu's execution.","Stop the Execution","22732","68","0","0","2","0","0"
"173","Defeat the defenders of the four ancient Mogu artifacts.","Capture the Artifacts","22737","68","0","0","3","0","0"
"174","[PH] Defeat the three masters.","[PH] Defeat Masters","0","70","0","0","0","0","0"
"175","Fight past the enemy into the heart of ruined Theramore.","Into the Ruins","27452","71","0","0","2","0","0"
"179","Slay Alliance captains and rig powder barrels on all ships.","To the Waterline!","22975","72","0","0","0","0","0"
"180","Inform Blastmaster Sparkfuse of your success.","The Blastmaster","22989","72","0","0","1","0","0"
"181","Slay Baldruc and his gryphons.","Gryphon, Down","22977","72","0","0","2","0","0"
"182","Destroy Big Bessa and sabotage any unmanned tanks.","Tanks for Nothing!","22980","72","0","0","3","0","0"
"183","Slay Hedric Evencane and free Thalen Songweaver from Foothold Citadel.","Fly, Spy!","22986","72","0","0","4","0","0"
"185","Destroy the siege engine at the west gate and recover the stolen standards.","Destroy the Destroyer","27457","71","0","0","4","0","0"
"186","Protect Jaina while she attunes to the Focusing Iris.","The Last Stand","27460","71","0","0","5","0","0"
"193","Defend the ship from oncoming Horde.","Welcome to Theramore","27242","71","0","0","0","0","0"
"194","Defeat the monsters attacking Greenstone's dojo.","Rescue the Dojo","21061","40","0","0","1","0","0"
"210","Defeat the Horde in the harbor.","Sweep the Harbor","27256","71","0","0","1","0","0"
"211","Cleanse the Sha corruption from the Pool of Life.","The Pool of Life","27197","39","0","0","1","0","0"
"217","Locate Jaina in the Mana Bomb crater.","The Lady Proudmoore","27467","71","0","0","3","0","0"
"224","Find Scholar Shue.","The Lorewalker's Fate","27622","68","0","0","0","0","0"
"367","Find the entrance to the Saurok Cave.","We Ride!","30884","179","0","0","1","0","0"
"368","Defeat the Saurok guarding the cave.","Guards!","30568","179","0","0","2","0","0"
"369","Find the source of the Saurok.","The Source","30948","179","0","0","4","0","0"
"370","Defeat Broodmaster Noshi.","The Broodmaster","30570","179","0","0","5","0","0"
"371","Fend off the Kor'kron ambush.","Ambush!","30572","179","0","0","7","0","0"
"372","Destroy the orbs of protection and make your way into the fortress.","Infiltrate the Ancient Fortress","30566","180","0","0","0","0","0"
"373","Grab as much treasure as you can before the titan construct is released.","Stealing for Profit","0","180","0","0","1","0","0"
"374","Launch an assault on the island of Zan'vess.","Assault on Zan'vess","30957","181","0","0","0","0","0"
"375","Destroy the Sonic Towers and deactivate the Zan'vess Defense Shield.","Defenses of Zan'vess","30959","181","0","0","1","0","0"
"376","Storm the beach and reach the Heart of Zan'vess.","The Heart of Zan'vess","30966","181","0","0","2","0","0"
"377","Defeat Admiral Hagman.","Defeat the Admiral!","30733","182","0","0","3","0","0"
"378","Protect the Ship!  Defeat the Horde Boarding party.","Boarding Party!","30721","182","0","0","0","0","0"
"379","Plant explosives on the Horde Ship to destroy it!","To Smithereens!","30723","182","0","0","2","0","0"
"382","Speak with Vol'jin to begin the search for the Saurok cave.","The Mission...","30886","179","0","0","0","0","0"
"383","Make your way deeper into the cave.","Into the Cave","30939","179","0","0","3","0","0"
"384","Investigate the Mogu Statues.","Investigation","30950","179","0","0","6","0","0"
"386","Join up with Daggin Windbeard.","The Flight Master","31196","184","0","0","0","0","0"
"387","Defeat Commander Tel'vrak and retrieve the Mantid weapon cache.","Weapons of Zan'vess","30964","181","0","0","3","0","0"
"398","Assist the two groups of laborers in the construction of their defenses.","Prepare the Defenses","30997","183","0","0","0","0","0"
"408","Avoid the guards and enter the Sanctuary of Shadows.","Enter the Black Temple","31008","200","0","0","0","0","0"
"409","Find the Council of the Black Harvest's trail.","Search for signs of the Council's Presence","31010","200","0","0","1","0","0"
"410","Walk with Akama to the Shrine of Lost Souls.","Follow Akama to the Shrine of Lost Souls","31012","200","0","0","2","0","0"
"412","Defeat Commander Scargash and reclaim the Temple of the Red Crane.","Kill Commander Scargash","31192","183","0","0","1","0","0"
"413","Investigate the Shrine of Lost Souls.","Uncover the Council's Plan","31019","200","0","0","3","0","0"
"414","Claim the soul crystal left behind by the Council of the Black Harvest.","Defeat the Essence of Order","31017","200","0","0","4","0","0"
"415","Fight off the demons unleashed by the Reliquary and return to Akama in the Halls of Anguish.","Escape the Shrine of Lost Souls","31021","200","0","0","5","0","0"
"416","Grab as much treasure as you can before time runs out.","Plunder the Den of Mortal Delights","31023","200","0","0","6","0","0"
"417","Take the Empowered Soulcore to the Temple Summit.","Head to the Temple Summit","31034","200","0","0","7","0","0"
"419","Fight your way through the docks to Admiral Taylor.","Death on the Docks","31202","184","0","0","1","0","0"
"420","Defeat the Horde forces assaulting the keep.","Reclaim the Court!","31283","184","0","0","2","0","0"
"423","Gather information from the SI:7 team.","Legwork","31296","184","0","0","4","0","0"
"424","Hold the keep against waves of Horde invaders and their commander.","Hold the Line!","31291","184","0","0","6","0","0"
"430","Launch an assault on the island of Zan'vess.","Assault on Zan'vess","31227","203","0","0","0","0","0"
"431","Destroy the Sonic Towers and deactivate the Zan'vess Defense Shield.","Defenses of Zan'vess","31229","203","0","0","1","0","0"
"432","Storm the beach and reach the Heart of Zan'vess.","The Heart of Zan'vess","31233","203","0","0","2","0","0"
"433","Defeat Commander Tel'vrak and retrieve the Mantid weapon cache.","Weapons of Zan'vess","31236","203","0","0","3","0","0"
"434","Locate High Marshal Twinbraid and help repel the Horde assault.","The High Marshal","31288","184","0","0","3","0","0"
"435","Set up Sully's weapons and prepare to defend the keep!","Setting Up","31300","184","0","0","5","0","0"
"436","Join up with Kromthar.","The Flight Master","31475","201","0","0","0","0","0"
"437","Fight your way through the burning refinery to General Nazgrim.","A.C.E.s High","31477","201","0","0","1","0","0"
"438","Defeat the Alliance forces assaulting the keep.","Reclaim the Court!","31479","201","0","0","2","0","0"
"439","Locate Warlord Bloodhilt and help repel the Alliance assault.","The Warlord","31483","201","0","0","3","0","0"
"440","Gather information about the Alliance and Horde forces.","Legwork","31486","201","0","0","4","0","0"
"441","Set up Rivett's weapons and prepare to defend the keep!","Setting Up","31490","201","0","0","5","0","0"
"442","Hold the gate against waves of Alliance invaders and their commander.","Hold the Line!","31494","201","0","0","6","0","0"
"443","Ride Thunderwing to scout Stormsea Landing from the air.","Blending In","31682","205","0","0","0","0","0"
"444","Drop smoke bombs on sentry totems to deactivate them.","Path of Smoke","31684","205","0","0","1","0","0"
"445","Knock Out the crew members marked by Taoshi and sneak to the siege weapons at the front of the ship.","Shadows in the Storm","31686","205","0","0","2","0","0"
"446","Sneak across the shipyard and up the hill to reach Hu'seng the Gatekeeper.","Keep Quiet","31689","205","0","0","4","0","0"
"447","Slay Hu'seng the Gatekeeper and recover his key.","Light Up the Night","31691","205","0","0","5","0","0"
"448","Mount the Sunreaver Bloodhawk and fly with Scout Captain Elsia over the island.","Rendezvous with Scout Captain Elsia","31670","206","0","0","0","0","0"
"449","","Survive the Ambush","31672","206","0","0","1","0","0"
"450","","Destroy the Barricades","31674","206","0","0","2","0","0"
"451","","Kill Kresh the Ripper","31676","206","0","0","3","0","0"
"452","","Kill Arcanital Tula'chek and his Spirit Mask","31679","206","0","0","4","0","0"
"453","Mount your Thunderwing!","Taking Off...","31693","207","0","0","0","0","0"
"454","The Zandalari have spotted you! Defeat your attackers!","Intercepted!","31695","207","0","0","1","0","0"
"455","Horaki has knocked you from your mount! Defeat him!","Master the Beastmaster","31697","207","0","0","2","0","0"
"456","Meet up with Taoshi, your Shado-Pan Contact.","Into the Mines","31830","207","0","0","3","0","0"
"458","Cover Taoshi while she deactivates the lock on the mine door, and defeat Slavemaster Shiaxu.","Cover Me!","31703","207","0","0","5","0","0"
"460","Work with your allies to assault Bloodied Crossing.","Bloodied Crossing","31844","208","0","0","0","0","0"
"465","Defeat Shan Bu's Mogu and Zandalari defenders.","The Foot of Lei Shen","31718","208","0","0","2","0","0"
"472","Defeat the Palace Gatekeepers to unlock the gates.","Destroy the Gatekeepers","31710","208","0","0","1","0","0"
"473","Acquire the Heavy Explosives.","Find Lost Explosives","31833","204","0","0","0","0","0"
"474","Light the fuse on the Heavy Explosives.","Detonate Explosives","31839","204","0","0","2","0","0"
"475","","Kill War-God Al'chukla","31837","204","0","0","3","0","0"
"476","Acquire the Heavy Explosives.","Find Lost Explosives","31746","209","0","0","0","0","0"
"477","Light the fuse on the Heavy Explosives.","Detonate Explosives","31768","209","0","0","2","0","0"
"478","","Kill War-God Al'chukla","31804","209","0","0","3","0","0"
"479","Speak to Elsia at the city wall.","Deliver Explosives","31765","209","0","0","1","0","0"
"480","Speak with Vereesa at the city wall.","Deliver Explosives","31835","204","0","0","1","0","0"
"482","Assist Taran Zhu and Yalia in bringing down Shan Bu.","Defeat Shan Bu","31723","208","0","0","3","0","0"
"483","Head below decks and assassinate Captain Halu'kal.","Wetwork","31806","205","0","0","3","0","0"
"484","Defend Wrathion while the Thunder Forge charges.","Charging Up","31810","211","0","0","2","0","0"
"485","Defend the Celestial Blacksmith while it forges the Lightning Lance.","Corruption Detected","31812","211","0","0","4","0","0"
"486","Defeat the Sha Amalgamation assaulting the Thunder Forge.","Manifested Corruption","31814","211","0","0","5","0","0"
"487","Make your way to the mine's main door.","What's Yours is Mine!","31841","207","0","0","4","0","0"
"490","Speak with Wrathion to figure out how to activate the Thunder Forge.","Speak with Wrathion","31856","211","0","0","0","0","0"
"491","Place the Empowered Soulcore in the Demonic Soulwell, and defeat Kanrethad.","Defeat Kanrethad","31858","200","0","0","8","0","0"
"492","Pour the trillium into the molds and begin charging the Thunder Forge.","Forged from Trillium","31923","211","0","0","1","0","0"
"493","Mount the Silver Covenant Hippogryph and fly with Ranger General Vereesa Windrunner over the island.","Rendezvous with Ranger General Vereesa Windrunner","31925","212","0","0","0","0","0"
"494","","Survive the Ambush","31928","212","0","0","1","0","0"
"495","","Destroy the Barricades","31930","212","0","0","2","0","0"
"496","","Kill Anki and Beastcaller Pakutesh","31932","212","0","0","3","0","0"
"497","","Kill Arcanital Mara'kah and his Spirit Mask","31934","212","0","0","4","0","0"
"498","Use the Gatekeeper's Orb to open the gate to the Bloodied Crossing.","Breaking Out","31937","205","0","0","6","0","0"
"508","You will only have a limited amount of time to gather as much treasure as you can.  Speak to Taoshi when you're ready to begin.","Speak to Taoshi","31993","215","0","0","0","0","0"
"509","Talk to Wrathion to start the Thunder Forge","Into the Forge","32142","211","0","0","3","0","0"
"510","Grab as much treasure as you can and reach the exit before the timer expires.","Reach the Exit","32158","215","0","0","1","0","0"
"511","Speak with Grizzle Gearslip.","Talk to the Boss","32592","216","0","0","0","0","0"
"514","Breach the main chamber and stop the abductions.","Infiltration","32524","219","0","0","0","0","0"
"515","Investigate the main chamber.","Reconnaissance","32588","219","0","0","1","0","0"
"516","Help Ticker build a device to open the next gate.","The Sealed Gate","32589","219","0","0","2","0","0"
"533","Defend the Gob Squad while Patch establishes an escape route.","Holdout","32590","219","0","0","3","0","0"
"535","Destroy the greater elemental ravaging the Big Blossom Excavation site.","Rock Grinding","32594","216","0","0","1","0","0"
"536","Collect artifacts for Gearslip while his workers clear the mine entrance.","Economic Recovery","32596","216","0","0","2","0","0"
"537","Travel deep into the Big Blossom Mine and blast open the wall.","End of the Mine","32598","216","0","0","3","0","0"
"538","Destroy the Echo of Y'Shaarj.","Heartbreak","32637","216","0","0","4","0","0"
"539","Contact the Dark Iron Mountaineers atop Shimmer Ridge and find a way to stop the storm.","The Mountaineers","32623","210","0","0","0","0","0"
"540","Free Scout Stonebeard from the trolls' roasting spit.","Save Scout Stonebeard","32644","210","0","0","1","0","0"
"541","Slay the trolls trying to cook Scout Boldbrew.","Save Scout Boldbrew","32648","210","0","0","2","0","0"
"542","Slay the trolls about to sacrifice Scout Forgefellow.","Save Scout Forgefellow","32650","210","0","0","3","0","0"
"543","Slay the elemental spirit in the ice cave to end the snowstorm.","The Cold Cave","32652","210","0","0","4","0","0"
"544","Join Moira's forces, slay the Zandalari leader, and capture the Frostmane village.","Victory or Death","32654","210","0","0","5","0","0"
"545","Steal Explosives from enemy Demolitionists.","Explosives Acquisition","32657","182","0","0","1","0","0"
"550","Speak to Rotun to begin a trial.","Select a Trial","33998","237","0","0","0","0","0"
"551","Complete the Bonus Objective to receive bonus Valor.","Bonus Objective","32743","210","0","32898","6","3","0"
"556","Protect the Ship!  Defeat the Alliance Boarding party.","Boarding Party!","32774","239","0","0","0","0","0"
"557","Steal Explosives from enemy Demolitionists.","Explosives Acquisition","32776","239","0","0","1","0","0"
"558","Plant explosives on the Alliance Ship to destroy it!","To Smithereens!","32778","239","0","0","2","0","0"
"559","Defeat Admiral Hodgson.","Defeat the Admiral!","32781","239","0","0","3","0","0"
"560","Complete the Bonus Objective to receive bonus Valor.","Bonus Objectives","32791","182","0","32898","4","3","0"
"561","Complete all Bonus Objectives to receive bonus Valor.","Bonus Objectives","32799","219","0","32898","4","3","0"
"565","Complete the Bonus Objective to receive bonus Valor.","Bonus Objective","32818","65","0","32898","3","3","0"
"566","Complete the Bonus Objective to receive bonus Valor.","Bonus Objective","32821","39","0","32898","4","3","0"
"567","Complete the Bonus Objective to receive bonus Valor.","Bonus Objectives","32831","216","0","32898","5","3","0"
"580","Complete the Bonus Objective to receive bonus Valor.","Bonus Objectives","32857","239","0","32898","4","3","0"
"587","Step 1 description.","Step 1","32959","247","0","0","0","0","0"
"593","Step 2 description.","Step 2","32961","247","0","0","1","0","0"
"594","Step 3 description.","Step 3","32963","247","0","0","2","0","0"
"595","Step 4 description.","Step 4","32965","247","0","0","3","0","0"
"596","Step 5 description.","Step 5","32967","247","0","0","4","0","0"
"597","Step 6 description.","Step 6","32969","247","0","0","5","0","0"
"598","The trial is about to begin.","Get Ready...","32993","248","0","0","0","0","0"
"599","","Proving Grounds","33951","248","0","0","1","0","0"
"607","","Step 2","0","254","0","0","2","0","0"
"608","","Step 1","0","254","0","0","1","0","0"
"615","Destroy the abomination that haunts the Black Ox Temple.","He Who Has No Life","33244","256","0","0","0","0","0"
"616","Stage 0","Test Stage 0","0","254","0","0","0","0","0"
"617","","Step 3","0","254","0","0","3","0","0"
"618","","Step 4","0","254","0","0","4","0","0"
"619","The End!","Step 5","0","254","0","0","5","0","0"
"620","Defeat three champions of Pandaria in a pet battle.","Champions of Pandaria","33302","257","0","0","0","0","0"
"621","Defeat each of the Celestials in a pet battle.","Celestial Combat","33331","257","0","0","1","0","0"
"637","Seat and serve the customers as they show up. Don't let 5 patrons get away without being served.","Noodle Time","33600","269","0","0","1","0","0"
"647","Learn how to run the noodle stand.","Tutorial","33924","269","0","0","0","0","0"
"652","Seat and serve the customers as they show up. Don't let 5 patrons get away without being served.","Noodle Time","33926","278","0","0","0","0","0"
"653","Get a score of at least 30,000","Bonus: Go for the Gold!","33928","278","0","0","1","3","0"
"654","Kill all orcs in Grommar.","The Purge of Grommar","33985","275","0","0","2","0","0"
"655","Slay Orrok the Spearmaster.","The Gates of Grommar","33994","275","0","0","1","0","0"
"680","Defeat the forces of the Death's Head Quilboar inside their city of Razorfen Kraul.","Razorfen Kraul","34480","294","0","0","0","0","0"
"718","Mine as much as you can before you run out of Steam Power!","Collect Resources","0","318","0","0","0","0","0"
"721","Slay Goraluk Anvilcrack, High Machinist of the Naval Base.","Goraluk Anvilcrack","34857","320","0","0","2","0","0"
"725","Kill the guards in Stonard.","Kill Zem, Kill Zem All","34859","322","0","0","0","0","0"
"726","sendevent 36841","Step 2","34861","322","0","0","1","0","0"
"727","sendevent 36841","Step 3","34863","322","0","0","2","0","0"
"728","Stop the Bleeding Hollow Soul Shaman from reanimating the Fomor skeleton.","Stop the Ritual","34871","323","0","0","0","0","0"
"729","Defend Thrall until he breaches the inner chamber.","Army of Souls","34875","323","0","0","1","0","0"
"730","Confront Kilrogg Deadeye and stop the dark ritual.","Kilrogg Deadeye","34877","323","0","0","2","0","0"
"731","Slay Maggoc.","Slay Maggoc","34882","324","0","0","8","0","0"
"732","Clear the remaining orcs from the docks and slay Commander Vorka.","Fire From the Skies","34884","275","0","0","3","0","0"
"736","Kill inhabitants of rooms to extinguish runes.","Extinguish Runes","34898","329","0","0","0","0","0"
"737","Protect Frostfire against waves of Iron Horde attackers.","Hold the Choke Point","34904","324","0","0","1","0","0"
"738","Destroy the Iron Clusterpult.","The Iron Clusterpult","34906","324","0","0","2","0","0"
"739","Protect Frostfire against waves of Iron Horde attackers.","A Good Defense","34908","324","0","0","3","0","0"
"740","Protect Drek'thar from Iron Horde attackers.","Defending Drek'thar","34910","324","0","0","4","0","0"
"741","Protect Frostfire against waves of Iron Horde attackers.","Iron Thunderlords","34912","324","0","0","5","0","0"
"742","Defeat Malgrim Stormhand.","Malgrim Stormhand","34914","324","0","0","6","0","0"
"743","Protect Frostfire against waves of Iron Horde attackers.","The Final Defense","34916","324","0","0","7","0","0"
"745","Speak with Durotan.","The Battle Begins","34921","324","0","0","0","0","0"
"747","Allied forces, under the guidance of the Archmage Khadgar, are ready to begin the battle of Shattrath.","Preparations","34944","331","0","0","0","0","0"
"748","Clear the way to the harbor with the Iron Star.","The Battle is Joined","34946","331","0","0","2","0","0"
"752","The Iron Horde has amassed on the docks. Protect Khadgar while he prepares a spell to neutralize the harbor.","The Iron Harbor","34954","331","0","0","3","0","0"
"753","The Iron Horde's fabled weapon is in the harbor. Take over the ship. Your allies will work to keep Blackhand out of your way on the flagship.","The Weapon","34956","331","0","0","4","0","0"
"754","Speak with Vindicator Maraad.","Chosen by K'ara","34959","275","0","0","0","0","0"
"755","Speak with Durotan.","Speak with Durotan","34985","320","0","0","0","0","0"
"756","Escort your group northward, toward the Machinehouse.","Get to the Machinehouse","34983","320","0","0","1","0","0"
"757","Get to the Supply Depot.","Get to Supply Depot","34987","320","0","0","3","0","0"
"758","Survive against waves of Iron Horde orcs.  Use explosive barrels against them.","Survive Iron Horde Onslaught","34989","320","0","0","4","0","0"
"759","Get to the Central Dock so you can board the Wavemurder Barge.","Get to Central Dock","34991","320","0","0","5","0","0"
"761","Speak with Rokk to get launched onto the Wavemurder Barge.","Get on the Barge","34995","320","0","0","6","0","0"
"762","Destroy the Wavemurder Barge.","Destroy the Wavemurder Barge","34997","320","0","0","7","0","0"
"765","Defeat the bosses of Blackfathom Deeps","Blackfathom Deeps","35169","333","0","35929","0","0","0"
"773","Defeat Domina","Bonus Objective","35183","333","0","35930","1","1","0"
"796","Defeat the Ironmarch forces occupying the halls of the Spire.","Upper Blackrock Spire","35686","329","0","35963","1","0","0"
"833","Kill 5 Dudes","5 Bonus","35365","323","0","0","3","1","0"
"834","Kill 10 Dudes","10 Bonus","35367","323","0","0","4","1","0"
"835","Defeat the Adherents of Rukhmar atop Skyreach.","Skyreach","35369","423","0","0","0","0","0"
"837","Defeat the Bloodmaul slavers operating the Slag Mines.","Bloodmaul Slag Mines","35389","425","0","0","0","0","0"
"838","Disrupt the Iron Horde's naval forces.","Iron Docks","35393","426","0","0","0","0","0"
"839","Root out the corruption within Auchindoun.","Auchindoun","35397","427","0","0","0","0","0"
"840","Defeat the Ner'zhul's dark sect of Shadowmoon cultists.","Shadowmoon Burial Grounds","35401","428","0","0","0","0","0"
"841","Stop the Grimrail from delivering its deadly payload.","Grimrail Depot","35405","429","0","0","0","0","0"
"842","Investigate the overgrown Kirin Tor outpost.","The Everbloom","35409","430","0","0","0","0","0"
"844","Defeat the Ironmarch forces occupying the halls of the Spire.","Upper Blackrock Spire","35413","432","0","0","0","0","0"
"861","Fight your way to the back gates and defeat Arnokk the Burner.","Defeat Arnokk the Burner","35587","449","0","0","0","0","0"
"862","Fight your way to the Karabor Harbor","Meet Yrel at the Karabor Harbor","35589","449","0","0","1","0","0"
"863","Protect K'ara until it becomes fully empowered.","Protect K'ara from the invading forces","35591","449","0","0","2","0","0"
"864","Follow Prophet Velen.","A Vision Revealed","35613","450","0","0","0","0","0"
"865","Witness Commander Vorka's arrival.","Commander Vorka","35615","450","0","0","2","0","0"
"866","Defeat Krull.","Enemy Onslaught","35628","450","0","0","1","0","0"
"868","Speak to Prophet Velen on the Karabor stairs.","The Final Defense","35631","450","0","0","3","0","0"
"873","Stop the Bombardment of Karabor!","Kill Commander Vorka!","35704","449","0","0","3","0","0"
"884","Defeat Subjugator Kor'ul","Bonus Objective","35745","333","0","35930","2","1","0"
"885","Defeat the Guardian of the Deep","Bonus Objective","35747","333","0","35930","3","1","0"
"895","Help defeat Blackhand on the Iron Horde's flagship.","Blackhand","36023","331","0","0","5","0","0"
"914","Endure the Goren Assault.","The Holdout","36131","499","0","0","2","0","0"
"915","Defeat the Gronn.","It is Near","36133","499","0","35914","5","0","0"
"920","Defeat the Goren Ambush.","Ambush","36137","499","0","0","1","0","0"
"928","Follow the Sergeant","Invasion!","36157","499","0","0","0","0","0"
"929","Speak with Vindicator Yrel to begin the Alliance's assault upon Grommashar.","Launch the Attack","37446","508","0","0","0","0","0"
"930","The might of the Warsong clan rests in their wolfriders. Flank the packmaster and the core of the clan's power will crumble.","Defeat the Packmaster","36375","508","0","0","2","0","0"
"931","Thunderlord clan members of the Iron Horde have enslaved the mighty gronn, Durn the Hungerer. Slay him.","Slay Durn the Hungerer","36377","508","0","0","4","0","0"
"932","The time has come for you and Vindicator Yrel to confront Warlord Garrosh Hellscream.","Confront Warlord Garrosh Hellscream","36379","508","0","0","6","0","0"
"933","Speak with Durotan to begin the Horde's assault upon Grommashar.","Launch the Attack","37448","509","0","0","0","0","0"
"934","The might of the Warsong clan rests in their wolfriders. Flank the packmaster and the core of the clan's power will crumble.","Defeat the Packmaster","36381","509","0","0","2","0","0"
"935","Thunderlord clan members of the Iron Horde have enslaved the mighty gronn, Durn the Hungerer. Slay him.","Slay Durn the Hungerer","36383","509","0","0","4","0","0"
"936","The time has come for you and Durotan to confront Warlord Garrosh Hellscream.","Confront Warlord Garrosh Hellscream","36385","509","0","0","6","0","0"
"937","Return to the town center.","The Calm","36202","499","0","0","4","0","0"
"938","Defeat the prisoners of The Stockade.","The Stockade","36222","510","0","35288","0","0","0"
"939","Defeat the bosses of Ragefire Chasm.","Ragefire Chasm","36226","511","0","35287","0","0","0"
"940","Defeat the inhabitants of Wailing Caverns.","Disciples of Naralex","36231","515","0","0","0","0","0"
"941","Defeat Kresh","Bonus Objective","36264","515","0","35307","2","1","0"
"942","Defeat the bosses of Shadowfang Keep.","Shadowfang Keep","36250","516","0","35304","0","0","0"
"946","Defeat Baron Silverlaine within Shadowfang Keep.","Bonus Objective: Defeat Baron Silverlaine","36260","516","0","35305","1","1","0"
"947","Defeat Commander Springvale within Shadowfang Keep.","Bonus Objective: Defeat Commander Springvale","36262","516","0","35305","2","1","0"
"948","Protect Muyoh as he performs the awakening ritual","Disciples of Naralex","36257","515","0","35303","1","0","0"
"949","Defeat Skum","Bonus Objective","36266","515","0","35307","3","1","0"
"956","Defeat the bosses of Shadowfang Keep.","Shadowfang Keep","36268","523","0","35309","0","0","0"
"957","Defeat Baron Silverlaine within Shadowfang Keep.","Bonus Objective: Defeat Baron Silverlaine","36272","523","0","35311","1","1","0"
"958","Defeat Commander Springvale within Shadowfang Keep.","Bonus Objective: Defeat Commander Springvale","36274","523","0","35311","2","1","0"
"959","Defeat the bosses of Siege of Niuzao Temple.","Siege of Niuzao Temple","36276","524","0","35312","0","0","0"
"960","Defeat the bosses of Siege of Niuzao Temple.","Siege of Niuzao Temple","36278","525","0","35461","0","0","0"
"961","Defeat the bosses of Gate of the Setting Sun.","Gate of the Setting Sun","36280","526","0","35315","0","0","0"
"962","Defeat the bosses of Gate of the Setting Sun.","Gate of the Setting Sun","36285","527","0","35316","0","0","0"
"963","Defeat the bosses of Mogu'shan Palace.","Mogu'shan Palace","36290","528","0","35318","0","0","0"
"966","Defeat the bosses of Shado-Pan Monastery.","Shado-Pan Monastery","36292","531","0","35319","0","0","0"
"970","Defeat the bosses of Shado-Pan Monastery.","Shado-Pan Monastery","36297","535","0","35320","0","0","0"
"971","Defeat the bosses of Mogu'shan Palace.","Mogu'shan Palace","36302","536","0","35321","0","0","0"
"972","Defeat the bosses of Stormstout Brewery.","Stormstout Brewery","36317","537","0","35323","0","0","0"
"973","Defeat the bosses of Stormstout Brewery.","Stormstout Brewery","36321","538","0","35324","0","0","0"
