Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34,Unknown35,Unknown36,Unknown37_0,Unknown37_1,Unknown37_2,Unknown38_0,Unknown38_1,Unknown38_2,Unknown39_0,Unknown39_1,Unknown39_2,Unknown40_0,Unknown40_1,Unknown40_2,Unknown41,Unknown42,Unknown43,Unknown44_0,Unknown44_1,Unknown44_2,Unknown45,Unknown46,Unknown47,Unknown48_0,Unknown48_1,Unknown48_2,Unknown48_3,Unknown48_4,Unknown48_5,Unknown48_6,Unknown48_7,Unknown48_8,Unknown48_9,Unknown48_10,Unknown49,Unknown50,Unknown51,Unknown52,Unknown53,Unknown54,Unknown55,Unknown56,Unknown57,Unknown58,Unknown59,Unknown60,Unknown61
"13","2.78","0.25","0.01","5","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","5","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\Beam_RedDrops.blp","","","","426","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"16","1","0.005","0","1","164","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","0.005","0.005","Textures\SpellChainEffects\Lightning.blp","","","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"17","2.78","2","0.01","-2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","-2","1","1","0","0","0","2","0","0","0","0","0","0","2","2","Textures\SpellChainEffects\ManaBeam.blp","","","","133","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"18","100","2","0.001","20","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","20","1","1","0","0","0","2","0","0","0","0","0","0","2","2","Textures\SpellChainEffects\SoulBeam.blp","","","","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"19","2.78","0.25","0.01","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\DeathBeam.blp","","","","471","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"20","5","2","0.025","1","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","2","2","Textures\SpellChainEffects\Lightning.blp","","","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"21","20","1","0.01","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","1","1","Textures\SpellChainEffects\SoulBeam.blp","","","","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"22","2.78","0.25","0.01","5","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","5","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\Lightning.blp","","","","2","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"23","2.78","0.25","0.01","1.66","2000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"24","2","0.5","1E-05","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","1","1","2","0","0","0","0","0","0","0.5","0.5","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"25","2.78","3","1E-05","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","3","3","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"26","2.78","0.25","0","2","1200","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\ManaBeam.blp","","","","133","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"27","2.78","0.25","0","2","1200","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\Beam_Red.blp","","","","386","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"28","2.78","0.25","0","2","1200","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"29","2.78","0.25","0.01","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"30","10","2","0.01","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","2","2","Textures\SpellChainEffects\SoulBeam.blp","","","","173","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"31","5","0.75","0.025","2","1200","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.75","0.75","Textures\SpellChainEffects\Beam_Red.blp","","","","386","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"32","2.78","3","0.01","2","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","3","3","Textures\SpellChainEffects\ManaBeam.blp","","","","133","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"40","0.3925","0.229775","0","0.75","999","22","0.0375","2","6.1","0.855","0","0.06","0.29","0.3","0.9739","0","0","3.142","0","0","0.45","0","0","6.786","-5.781","0","0.15","0.46","0.12","0.65","0","0","0","2","0","0.066","0.01","0.75","1","1","0","0","0","2","0","0","0","0","0","0","0.229775","0.229775","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","300","28","50","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","4","255","255","3","0"
"41","1.66","0.35","0.01","1.66","19999","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0.4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.35","0.35","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","299","0","43","44","45","46","0","0","0","0","0","0","0","0","0","0","3","3","255","255","28","28","3","0"
"43","1.66","0.35","0.01","1.66","19999","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0.4","1.257","1.257","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.35","0.35","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","250","28","3","2"
"44","1.66","0.35","0.01","1.66","19999","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0.4","2.513","2.513","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.35","0.35","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","28","255","33","3","0"
"45","1.66","0.35","0.01","1.66","19999","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0.4","-2.513","-2.513","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.35","0.35","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","45","28","255","3","0"
"46","1.66","0.35","0.01","1.66","19999","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0.4","-1.257","-1.257","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","1.66","1","1","0","0","0","2","0","0","0","0","0","0","0.35","0.35","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","216","28","255","3","0"
"48","0.256","0.205","0","0.85","355","0","0","0","0","0","0.75","0","0","0.6","1.319","6","-0.9739","1.068","0","0","0","0","0","-12.57","12.57","0","0","0","0","0","0","0","0","2","0","0.066","0.01","0.85","1","1","0","0","0","2","0","0","0","0","0","0","0.205","0.205","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","300","27","48","48","48","0","0","0","0","0","0","0","0","0","0","0","3","3","255","70","0","255","2","0"
"49","0.49","0.35465","0","2.4","164","70","0.04","2","10","0","0.6089","0.57","1.29","0.25","1.194","14.8","-0.09425","-0.1571","0","0","0","0","0","-12.57","12.57","0","0","0","0","0","3.2","0","0","2","0","0.066","0.01","2.4","1","1","0","0","0","2","0","0","0","0","0","0","0.35465","0.35465","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","300","0","103","103","103","0","0","0","0","0","0","0","0","0","0","0","3","3","255","120","121","72","3","0"
"50","0.334","0.15485","0","2","125","22","0.04","2","3.25","0.765","0","0.15","0.48","0","0.5341","20.4","0","0","0","0","0.4","-3.142","3.142","3.896","-7.54","0","0.15","0.46","0.22","0.75","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.15485","0.15485","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"52","1","0.5045","0","-1.25","5000","40","0","2","4","0","0.75","0","0","2.3","0","0","0","0","0","0","1.75","-0.06283","0.1571","0","0","0","0.89","1.86","0.03","0.03","-30","3.808","1.8","2","0","0.066","0.01","-1.25","1","1","0","0","0","2","0","0","0","0","0","0","0.5045","0.5045","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","300","27","52","52","52","52","52","52","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"56","0.5875","0.55445","0","-1.1","285","104","0","10","10","0","0.75","0","0","1.85","0.1571","0","0","0","0","0","1.75","0","0","0","0","0","0.48","0.66","0.26","0.55","-30","3.508","5.4","2","0","0.066","0.01","-1.1","1","1","0","0","0","2","0","0","0","0","0","0","0.55445","0.55445","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","255","255","255","255","3","0"
"59","0.5485","0.05495","0","1.3","279","64","0","2","10","0","0","0.57","1.29","0.3","1.728","40","-0.09425","-0.1571","12.57","6.535","0","0","0","-12.57","12.57","0","0.52","0.89","0.18","0.32","20","4","1","2","0","0.066","0.01","1.3","1","1","0","0","0","2","0","0","0","0","0","0","0.05495","0.05495","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","300","0","63","60","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"60","0.5485","0.379625","0","2","202","30","0.02","3.1","4.3","0","0","0.15","0.48","0.45","0.8168","18.4","0","0","0","0","0.4","-3.142","3.142","3.896","-7.54","0","0.65","1.26","0","0.2","0","0","0","2","0","0.066","0.01","2","1","1","0","0","0","2","0","0","0","0","0","0","0.379625","0.379625","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"61","1.0555","0.35465","0","-0.85","203","64","0","0","0","0","0.75","0","0","0.25","0.7226","3.6","-0.9739","1.068","-1.131","0.2513","6","-3.142","3.142","0","0","40","0.58","1.54","0.23","0.26","-50","4","7.7","2","0","0.066","0.01","-0.85","1","1","0","0","0","2","0","0","0","0","0","0","0.35465","0.35465","Textures\SpellChainEffects\Lightning.blp","","","","2","0","300","27","61","61","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","0","249","2","0"
"62","0.724","0.2048","0.00125","-1.25","202","10","0.045","3.9","8.45","0","0.7376","0.26","0.49","0.9","0.2513","-9.2","-0.9739","1.068","-5.404","6.032","1.25","-3.142","3.142","0","0","130","0.06","0.15","0.08","0.2","0","0","0","2","0","0.066","0.01","-1.25","1","1","0","0","0","2","0","0","0","0","0","0","0.2048","0.2048","Textures\SpellChainEffects\Lightning.blp","","","","2","0","300","27","62","62","62","0","0","0","0","0","0","0","0","0","0","0","3","4","255","12","74","0","2","0"
"63","2.78","0.25","0.01","3.25","125","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","3.25","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\Lightning.blp","","","","2","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"65","4","1.004","0","1","203","64","0","2","4","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0.2","0.3","20","4","1","2","0","0.066","0.01","1","1","1","0","0","0","2","0","0","0","0","0","0","1.004","1.004","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","300","27","66","67","67","67","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"66","0.841","0.279725","0","1.4","164","90","0.045","5","9","0","0.75","0","0","0.55","1.696","40","0","0","0","0","0","0","0","0","0","0","0.5","1","0","0","20","4","1","2","0","0.066","0.01","1.4","1","1","0","0","0","2","0","0","0","0","0","0","0.279725","0.279725","Textures\SpellChainEffects\Lightning.blp","","","","2","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","255","255","255","0","3","0"
"67","0.1585","0.25","0","1.4","231","114","0.295","2","6.15","0","0.0693","0.23","0.35","0","1.194","6.8","0","0","0","0","3","-3.142","3.142","0","0","40","0.2","0.3","0.25","0.5","50","3.508","1.1","2","0","0.066","0.01","1.4","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\ShockLightning.blp","","","","257","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"70","0.334","0.3","0.00775","1.2","164","64","0","2","4","0","0.75","0","0","0.85","1.728","10.4","0","0","0","0","1.4","1.194","0","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Textures\SpellChainEffects\Beam_RedDrops.blp","","","","426","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"71","0.1585","0.25","0","1.4","231","82","0.295","2","6","0","0.0693","0.23","0.35","0","1.194","6.8","0","0","0","0","0","-3.142","3.142","0","0","40","0.06","0.05","0.5","1","50","0.01","0","2","0","0.066","0.01","1.4","1","1","0","0","0","2","0","0","0","0","0","0","0.25","0.25","Textures\SpellChainEffects\ShockLightning.blp","","","","257","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"72","0.1585","0.3","0","-1.25","202","104","0.1275","2","4","0","0.75","0","0","2.25","1.319","-12.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5.5","4.008","1.8","2","0","0.066","0.01","-1.25","1","1","0","0","0","2","0","0","0","0","0","0","0.3","0.3","Textures\SpellChainEffects\ShockLightning.blp","","","","257","0","300","27","73","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"73","2.78","0.5","0.03","-1","1000","4","0","0","0","0","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0.066","0.01","-1","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Textures\SpellChainEffects\ShockLightning.blp","","","","257","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","255","255","255","3","0"
"74","2.5","0.5","0","2.85","299","66","0.145","2","4","0","0","0.03","1.03","0.25","3.519","3.6","0","0","0","0","0","-1.571","1.571","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","2.85","1","1","0","0","0","2","0","0","0","0","0","0","0.5","0.5","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","300","27","75","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","255","255","255","255","2","0"
"75","4","1.5","0","0.55","299","64","0.2","2","4","0","0","0","0","0","0","-5.6","0","0","0","0","0","-3.142","3.142","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","0.55","1","1","0","0","0","2","0","0","0","0","0","0","1.5","1.5","Textures\SpellChainEffects\Beam_Purple.blp","","","","303","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","76","255","255","255","3","2"
"76","1","0.229775","0","1.2","125","68","0","2","4","0","0.75","0","0","0","0.7854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.229775","0.229775","Textures\SpellChainEffects\WhiteBeam.blp","","","","512","0","300","27","77","77","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","128","64","0","3","0"
"77","1","0.05495","0","1.2","202","85","0.1275","2","4","0.3","0.7524","0","0","0.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","4","1","2","0","0.066","0.01","1.2","1","1","0","0","0","2","0","0","0","0","0","0","0.05495","0.05495","Textures\SpellChainEffects\HealBeam.blp","","","","43","0","300","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","0","128","0","3","0"
"78","4","4.375","0","3.7","165","192","0","2","4","0","0.75","0","0","0","0","-40","3.142","-0.1885","0","3.267","5","0","0","0","0","545","0","0","0","0","20","4","1","2","0","0.066","0.01","3.7","1","1","0","0","0","2","0","0","0","0","0","0","4.375","4.375","Textures\SpellChainEffects\ManaBurnBeam.blp","","","","213","0","392","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","255","18","1","63","3","0"
"79","2.323","0.45455","0","1.15","87","198","0","0","8.85","0.6","0.99","0.52","0.57","1.1","3.299","18.4","0","0","0.754","0","5","0","0","0","0","545","0","0","0","0","37","8.206","12","2","0","0.066","0.01","1.15","1","1","0","0","0","2","0","0","0","0","0","0","0.45455","0.45455","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","392","27","79","79","79","0","0","0","0","0","0","0","0","0","0","0","10","10","108","255","255","255","2","0"
"80","3.337","0.429575","0","2.85","125","200","0","2","4","0","0","0","0","0.4","6.283","31.2","3.142","-0.2827","-2.89","2.89","5","0","0","0","0","545","0","0","0","0","20","4","1","2","0","0.066","0.01","2.85","1","1","0","0","0","2","0","0","0","0","0","0","0.429575","0.429575","Textures\SpellChainEffects\DrainManaLightning.blp","","","","83","0","392","27","79","79","78","79","0","0","0","0","0","0","0","0","0","0","3","3","124","255","255","255","2","0"
