Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
"109","Lunarcall","","832","0","59","3","-1","0"
"110","Sunkeeper's Reach","","834","0","59","6","-1","1"
"111","Nightmare's Affliction","","833","0","59","4","-1","0"
"112","Nature's Fury","","636","637","58","2","-1","0"
"113","Primal Stalker","","636","637","58","3","-1","0"
"114","Ghost of the Pridemother","","636","637","58","5","-1","0"
"115","Incarnation of Nightmare","","636","637","58","4","-1","0"
"116","Titanstrike","","754","0","56","1","-1","0"
"117","Eaglewatch","","789","0","56","2","-1","0"
"118","Boarshot Cannon","","791","0","56","4","-1","0"
"119","Elekk's Thunder","","790","0","56","3","-1","0"
"120","Serpentbite","","792","0","56","5","-1","0"
"121","Eagle's Rebirth","","715","0","34","2","-1","0"
"122","Spear of the Alpha","","717","0","34","3","-1","0"
"123","Serpentstrike","","716","0","34","4","-1","0"
"124","Bear's Fortitude","","718","0","34","6","-1","1"
"125","Pride of the Sunstriders","","838","937","54","2","-1","0"
"126","Phoenix's Rebirth","","840","940","54","3","-1","0"
"127","Lavaborn Edge","","839","939","54","4","-1","0"
"128","Timebender's Blade","","841","941","54","5","-1","0"
"129","Fu Zan, the Wanderer's Companion","","710","0","52","1","-1","0"
"130","The Monkey King's Burden","","711","0","52","2","-1","0"
"131","Dragonfire's Grasp","","713","0","52","4","-1","0"
"132","Heart of the Ox","","712","0","52","3","-1","0"
"133","Bearer of the Mist","","714","0","52","5","-1","0"
"134","Toll of the Deep Mist","","845","0","51","2","-1","0"
"135","Breath of the Undying Serpent","","846","0","51","6","-1","1"
"136","Sha's Torment","","847","0","51","4","-1","0"
"137","Chi-Ji's Spirit","","848","0","51","3","-1","0"
"138","Fists of the Heavens","","629","630","50","1","-1","0"
"139","Al'Akir's Touch","","691","692","50","2","-1","0"
"140","Spirit's Reach","","694","693","50","3","-1","0"
"141","Shado-Pan Legacy","","696","695","50","4","-1","0"
"142","Stormfist","","698","697","50","6","-1","1"
"143","Fist of the Fallen Watcher","","785","199","48","2","-1","0"
"144","Justice's Flame","","788","199","48","5","-1","0"
"145","Gravewarder","","786","199","48","4","-1","0"
"146","Protector's Judgment","","787","199","48","3","-1","0"
"147","Truthguard","","756","755","49","1","-1","0"
"148","Light of the Titans","","777","945","49","2","-1","0"
"149","Dark Keeper's Ward","","780","943","49","4","-1","0"
"150","Crest of Holy Fire","","778","944","49","5","-1","0"
"151","Vindicator's Bulwark","","779","946","49","6","-1","1"
"152","Light's Wrath","","705","0","46","1","-1","0"
"153","Crest of the Redeemed","","706","0","46","2","-1","0"
"154","Tomekeeper's Spire","","709","0","46","6","-1","1"
"155","Eternal Vigil","","708","0","46","4","-1","0"
"156","Chalice of Light","","707","0","46","3","-1","0"
"157","Banner of Purity","","950","0","45","2","-1","0"
"158","Keeper of Light","","948","0","45","3","-1","0"
"159","Memory of Argus","","949","0","45","5","-1","0"
"160","Embrace of the Void","","951","0","45","4","-1","0"
"161","The Dreadblades","","757","758","44","1","-1","0"
"162","Promise of the Seascourge","","868","873","44","2","-1","0"
"163","Flame's Kiss","","869","874","44","3","-1","0"
"164","Fencer's Reach","","870","875","44","5","-1","0"
"165","Scoundrel's Last Word","","871","876","44","4","-1","0"
"166","Stormkeeper","","880","885","40","2","-1","0"
"167","Earthspeaker","","881","886","40","3","-1","0"
"168","Rehgar's Legacy","","882","887","40","5","-1","0"
"169","Fist of the Fallen Shaman","","883","888","40","4","-1","0"
"170","Stormbringer","","632","0","41","2","-1","0"
"171","Legion's Doom","","633","0","41","3","-1","0"
"172","Blackhand's Fate","","634","0","41","4","-1","0"
"173","Typhoon","","635","0","41","5","-1","0"
"174","Scepter of the Deep","","801","963","42","2","-1","0"
"175","Titanborn","","802","961","42","3","-1","0"
"176","Totembearer","","803","962","42","4","-1","0"
"177","Frozen Fate","","804","959","42","5","-1","0"
"178","Deadwind Harvester","","646","0","39","1","-1","0"
"179","Hand of the Afflicted","","647","0","39","2","-1","0"
"180","Soul Siphon","","648","0","39","3","-1","0"
"181","Fate's End","","649","0","39","6","-1","1"
"182","Death's Hand","","650","0","39","4","-1","0"
"183","Skull of the Man'ari","","760","922","37","1","20","0"
"184","Gaze of the First Summoner","","781","927","37","2","20","0"
"185","Pride of the Pit Lord","","782","926","37","3","20","0"
"186","Burning Remnant","","783","923","37","4","20","0"
"187","Soul of the Forgotten","","784","925","37","5","20","0"
"188","Stromkar, the Warbreaker","","641","0","36","1","-1","0"
"189","Vengeance of the Fallen","","749","0","36","2","-1","0"
"190","Wrath's Edge","","752","0","36","4","-1","0"
"191","Flamereaper","","750","0","36","3","-1","0"
"192","Blade of the Sky Champion","","751","0","36","5","-1","0"
"193","Warswords of the Valarjar","","639","640","35","1","-1","0"
"194","Arm of the Dragonrider","","761","765","35","2","-1","0"
"195","Stormbreath","","764","768","35","4","-1","0"
"196","Helya's Gaze","","763","767","35","5","-1","0"
"197","Valormaw","","762","766","35","3","-1","0"
"200","Wildrunner","","934","0","55","5","-1","0"
"203","Moonspirit","","636","637","58","6","-1","1"
"206","Ashbringer","","62","0","80","1","-1","0"
"207","Ashbringer","","62","0","81","1","-1","0"
"208","Ashbringer","","62","0","80","1","-1","0"
"211","Underlight Angler","","818","0","73","1","1","0"
"212","Woolomancer's Charge","","825","0","4","6","-1","1"
"213","Touch of Undeath","","826","0","15","6","-1","1"
"214","Dark Runeblade","","827","828","12","6","-1","1"
"215","Death's Deliverance","","829","0","16","5","-1","0"
"216","Deathwalker","","830","932","3","6","-1","1"
"217","Umberwing","","909","910","60","5","-1","0"
"218","Manascythe","","835","0","59","5","-1","0"
"219","Might of the Grizzlemaw","","188","638","57","5","-1","0"
"220","Night's Vigilance","","67","0","13","5","-1","0"
"221","Titan's Reach","","836","0","56","6","-1","1"
"222","Forests' Guardian","","837","0","34","5","-1","0"
"223","The Stars' Design","","842","938","54","6","-1","1"
"224","Elite Magus","","843","0","53","5","-1","0"
"225","Ancient Brewkeeper","","844","0","52","6","-1","1"
"226","Essence of Calm","","849","0","51","5","-1","0"
"227","Xuen's Enforcer","","850","851","50","5","-1","0"
"228","Watcher's Armament","","852","199","48","6","-1","1"
"229","Divine Protector","","853","942","49","3","-1","0"
"230","Corrupted Remembrance","","854","0","2","6","-1","1"
"231","Ascended Watch","","855","0","46","5","-1","0"
"232","Crest of the Lightborn","","947","0","45","6","-1","1"
"233","Claw of N'Zoth","","857","956","47","6","-1","1"
"234","Ghostblade","","862","867","43","5","-1","0"
"235","Thunderfury, Hallowed Blade of the Windlord","","872","877","44","6","-1","1"
"236","Venombite","","878","879","17","6","-1","1"
"237","Prestige of the Amani","","884","889","40","6","-1","1"
"238","Zandalar Champion","","890","0","41","6","-1","1"
"239","Serpent's Coil","","891","960","42","6","-1","1"
"240","Spine of the Condemned","","892","0","39","5","-1","0"
"241","Thal'kiel's Visage","","893","924","37","6","20","1"
"242","Guise of the Darkener","","894","0","38","5","-1","0"
"243","Arcanite Bladebreaker","","895","0","36","6","-1","1"
"244","Dragonslayer's Edge","","896","897","35","6","-1","1"
"245","Legionbreaker","","898","964","11","5","-1","0"
