Id,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
"472","The Unforgiven","0","329","0","1","0","4","6500"
"473","Hearthsinger Forresten","0","329","0","1","1","4","1000"
"474","Timmy the Cruel","0","329","0","1","2","4","2000"
"475","Willey Hopebreaker","0","329","0","1","3","4","3000"
"476","Commander Malor","0","329","0","1","4","4","2500"
"477","Instructor Galford","0","329","0","1","5","4","5000"
"478","Balnazzar","0","329","0","1","6","4","6000"
"479","Baroness Anastari","0","329","0","1","7","4","7000"
"480","Nerub'enkan","0","329","0","1","8","4","8000"
"481","Maleki the Pallid","0","329","0","1","9","4","9000"
"482","Magistrate Barthilas","0","329","0","1","10","4","10000"
"483","Ramstein the Gorger","0","329","0","1","11","4","11000"
"484","Lord Aurius Rivendare","0","329","0","1","12","4","12000"
"486","Dreamscythe","0","109","0","1","1","4","1000"
"487","Weaver","0","109","0","1","2","4","2000"
"488","Jammal'an the Prophet","0","109","0","1","3","4","500"
"490","Morphaz","0","109","0","1","5","4","5000"
"491","Hazzas","0","109","0","1","6","4","6000"
"492","Avatar of Hakkar","0","109","0","1","7","4","65036"
"493","Shade of Eranikus","0","109","0","1","8","4","8000"
"519","Frozen Commander","0","576","0","2","0","0","0"
"520","Grand Magus Telestra","0","576","0","1","1","4","0"
"521","Grand Magus Telestra","0","576","0","2","1","0","1000"
"522","Anomalus","0","576","0","1","2","0","1000"
"523","Anomalus","0","576","0","2","2","0","2000"
"524","Ormorok the Tree-Shaper","0","576","0","1","3","0","2000"
"525","Ormorok the Tree-Shaper","0","576","0","2","3","0","3000"
"526","Keristrasza","0","576","0","1","4","0","3000"
"527","Keristrasza","0","576","0","2","4","0","4000"
"528","Drakos the Interrogator","0","578","0","1","0","0","0"
"529","Drakos the Interrogator","0","578","0","2","0","0","1000"
"530","Varos Cloudstrider","0","578","0","1","1","0","1000"
"531","Varos Cloudstrider","0","578","0","2","1","0","2000"
"532","Mage-Lord Urom","0","578","0","1","2","0","2000"
"533","Mage-Lord Urom","0","578","0","2","2","0","3000"
"534","Ley-Guardian Eregos","0","578","0","1","3","0","3000"
"535","Ley-Guardian Eregos","0","578","0","2","3","0","4000"
"547","Revelosh","0","70","0","1","0","4","0"
"548","The Lost Dwarves","0","70","0","1","1","4","1000"
"549","Ironaya","0","70","0","1","2","4","2000"
"551","Ancient Stone Keeper","0","70","0","1","4","4","4000"
"552","Galgann Firehammer","0","70","0","1","5","4","5000"
"553","Grimlok","0","70","0","1","6","4","6000"
"554","Archaedas","0","70","0","1","7","4","7000"
"585","Lady Anacondra","0","43","0","1","0","4","0"
"586","Lord Cobrahn","0","43","0","1","1","4","1000"
"587","Kresh","0","43","0","1","2","4","2000"
"588","Lord Pythas","0","43","0","1","3","4","3000"
"589","Skum","0","43","0","1","4","4","4000"
"590","Lord Serpentis","0","43","0","1","5","4","5000"
"591","Verdan the Everliving","0","43","0","1","6","4","6000"
"592","Mutanus the Devourer","0","43","0","1","7","4","7000"
"593","Hydromancer Velratha","0","209","0","1","0","4","0"
"594","Ghaz'rilla","0","209","0","1","1","4","1000"
"595","Antu'sul","0","209","0","1","2","4","2000"
"596","Theka the Martyr","0","209","0","1","3","4","3000"
"597","Witch Doctor Zum'rah","0","209","0","1","4","4","4000"
"598","Nekrum Gutchewer","0","209","0","1","5","4","5000"
"599","Shadowpriest Sezz'ziz","0","209","0","1","6","4","6000"
"600","Chief Ukorz Sandscalp","0","209","0","1","7","4","7000"
"601","High Warlord Naj'entus","21174","564","0","0","0","6","0"
"602","Supremus","21145","564","0","0","1","6","1000"
"603","Shade of Akama","21357","564","0","0","2","6","2000"
"604","Teron Gorefiend","21254","564","0","0","3","6","3000"
"605","Gurtogg Bloodboil","21443","564","0","0","4","6","4000"
"606","Reliquary of Souls","21483","564","0","0","5","6","5000"
"607","Mother Shahraz","21252","564","0","0","6","6","6000"
"608","The Illidari Council","21416","564","0","0","7","6","7000"
"609","Illidan Stormrage","21135","564","0","0","8","7","8000"
"610","Razorgore the Untamed","10115","469","0","0","0","6","0"
"611","Vaelastrasz the Corrupt","13992","469","0","0","1","6","1000"
"612","Broodlord Lashlayer","14308","469","0","0","2","6","2000"
"613","Firemaw","6377","469","0","0","3","6","3000"
"614","Ebonroc","6377","469","0","0","4","6","4000"
"615","Flamegor","6377","469","0","0","5","6","5000"
"616","Chromaggus","14367","469","0","0","6","6","6000"
"617","Nefarian","11380","469","0","0","7","7","7000"
"618","Rage Winterchill","17444","534","0","0","0","6","0"
"619","Anetheron","21069","534","0","0","1","6","1000"
"620","Kaz'rogal","17886","534","0","0","2","6","2000"
"621","Azgalor","18526","534","0","0","3","6","3000"
"622","Archimonde","20939","534","0","0","4","7","4000"
"623","Hydross the Unstable","20162","548","0","0","0","6","0"
"624","The Lurker Below","20216","548","0","0","1","6","1000"
"625","Leotheras the Blind","20514","548","0","0","2","6","2000"
"626","Fathom-Lord Karathress","20662","548","0","0","3","6","3000"
"627","Morogrim Tidewalker","20739","548","0","0","4","6","4000"
"628","Lady Vashj","20748","548","0","0","5","7","5000"
"649","High King Maulgar","18649","565","0","0","0","2","0"
"650","Gruul the Dragonkiller","18698","565","0","0","1","3","1000"
"651","Magtheridon","18527","544","0","0","0","7","0"
"652","Attumen the Huntsman","16416","532","0","0","0","4","0"
"653","Moroes","16540","532","0","0","1","4","1000"
"654","Maiden of Virtue","16198","532","0","0","2","4","2000"
"655","Opera Hall","17053","532","0","0","3","4","3000"
"656","The Curator","16958","532","0","0","4","4","4000"
"657","Terestian Illhoof","11343","532","0","0","5","4","5000"
"658","Shade of Aran","16621","532","0","0","6","4","6000"
"659","Netherspite","15363","532","0","0","7","4","7000"
"660","Chess Event","16293","532","0","0","8","4","8000"
"661","Prince Malchezaar","19274","532","0","0","9","4","9000"
"662","Nightbane","18062","532","0","0","10","4","10000"
"663","Lucifron","13031","409","0","0","0","6","0"
"664","Magmadar","10193","409","0","0","1","6","1000"
"665","Gehennas","13030","409","0","0","2","6","2000"
"666","Garr","12110","409","0","0","3","6","3000"
"667","Shazzrah","13032","409","0","0","4","6","4000"
"668","Baron Geddon","12129","409","0","0","5","6","5000"
"669","Sulfuron Harbinger","13030","409","0","0","6","6","6000"
"670","Golemagg the Incinerator","11986","409","0","0","7","6","7000"
"671","Majordomo Executus","12029","409","0","0","8","6","8000"
"672","Ragnaros","11121","409","0","0","9","7","9000"
"709","The Prophet Skeram","15345","531","0","0","0","6","0"
"710","Silithid Royalty","15656","531","0","0","1","6","1000"
"711","Battleguard Sartura","15583","531","0","0","2","6","2000"
"712","Fankriss the Unyielding","15743","531","0","0","3","6","3000"
"713","Viscidus","15686","531","0","0","4","6","4000"
"714","Princess Huhuran","15739","531","0","0","5","6","5000"
"715","Twin Emperors","15761","531","0","0","6","6","6000"
"716","Ouro","15509","531","0","0","7","6","7000"
"717","C'thun","15787","531","0","0","8","7","8000"
"718","Kurinnaxx","15742","509","0","0","0","6","0"
"719","General Rajaxx","15376","509","0","0","1","6","1000"
"720","Moam","15392","509","0","0","2","6","2000"
"721","Buru the Gorger","15654","509","0","0","3","6","3000"
"722","Ayamiss the Hunter","15431","509","0","0","4","6","4000"
"723","Ossirian the Unscarred","15432","509","0","0","5","7","5000"
"724","Kalecgos","23345","580","0","0","0","6","0"
"725","Brutallus","22711","580","0","0","1","6","1000"
"726","Felmyst","22838","580","0","0","2","6","2000"
"727","Eredar Twins","23334","580","0","0","3","6","3000"
"728","M'uru","23404","580","0","0","4","6","4000"
"729","Kil'jaeden","23200","580","0","0","5","7","5000"
"730","Al'ar","18945","550","0","0","0","6","0"
"731","Void Reaver","18951","550","0","0","1","6","1000"
"732","High Astromancer Solarian","18239","550","0","0","2","6","2000"
"733","Kael'thas Sunstrider","20023","550","0","0","3","7","3000"
"784","High Priest Venoxis","0","309","0","1","0","0","0"
"785","High Priestess Jeklik","0","309","0","1","1","0","64536"
"786","High Priestess Mar'li","0","309","0","1","2","0","2000"
"787","Bloodlord Mandokir","0","309","0","1","3","0","3000"
"788","Edge of Madness","0","309","0","1","4","0","4000"
"789","High Priest Thekal","0","309","0","1","5","0","5000"
"790","Gahz'ranka","0","309","0","1","6","0","6000"
"791","High Priestess Arlokk","0","309","0","1","7","0","7000"
"792","Jin'do the Hexxer","0","309","0","1","8","0","8000"
"793","Hakkar","0","309","0","1","9","0","9000"
"1022","Atramedes","34547","669","0","0","0","6","0"
"1023","Chimaeron","33308","669","0","0","1","6","1000"
"1024","Magmaw","35496","669","0","0","2","14","65036"
"1025","Maloriak","33186","669","0","0","3","6","3000"
"1026","Nefarian's End","32716","669","0","0","4","7","4000"
"1027","Omnotron Defense System","32688","669","0","0","5","6","64536"
"1028","Ascendant Council","35064","671","0","0","0","10","2000"
"1029","Cho'gall","34576","671","0","0","1","11","2500"
"1030","Halfus Wyrmbreaker","34816","671","0","0","2","10","64536"
"1032","Theralion and Valiona","34812","671","0","0","4","10","1500"
"1033","Argaloth","35426","757","0","0","0","14","0"
"1034","Al'Akir","35248","754","0","0","0","11","0"
"1035","Conclave of Wind","35232","754","0","0","1","6","64536"
"1036","Ascendant Lord Obsidius","36465","645","0","0","0","4","0"
"1037","Beauty","34433","645","0","0","1","4","64536"
"1038","Corla, Herald of Twilight","31546","645","0","0","2","4","63536"
"1039","Karsh Steelbender","31710","645","0","0","3","4","64036"
"1040","Rom'ogg Bonecrusher","33147","645","0","0","4","4","62536"
"1041","Altairus","34265","657","0","0","0","4","0"
"1042","Asaad","35388","657","0","0","1","4","1000"
"1043","Grand Vizier Ertan","35181","657","0","0","2","4","64536"
"1044","Commander Ulthok","33792","643","0","0","0","4","0"
"1045","Lady Naz'jar","34342","643","0","0","1","4","64536"
"1046","Mindbender Ghur'sha","32259","643","0","0","2","4","1000"
"1047","Ozumat","34135","643","0","0","3","4","2000"
"1048","Drahga Shadowburner","31792","670","0","0","0","4","0"
"1049","Erudax","33428","670","0","0","1","4","1000"
"1050","Forgemaster Throngus","33429","670","0","0","2","4","64536"
"1051","General Umbriss","31498","670","0","0","3","4","63536"
"1052","General Husam","34743","755","0","0","0","4","0"
"1053","High Prophet Barim","34744","755","0","0","1","4","1000"
"1054","Lockmaw","33438","755","0","0","2","4","2000"
"1055","Siamat","35231","755","0","0","3","4","3000"
"1056","Corborus","33477","725","0","0","0","4","0"
"1057","High Priestess Azil","26448","725","0","0","1","4","1000"
"1058","Ozruk","36475","725","0","0","2","4","500"
"1059","Slabhide","36476","725","0","0","3","4","250"
"1060","""Captain"" Cookie","1305","36","0","0","0","4","0"
"1062","Admiral Ripsnarl","35739","36","0","0","1","4","64536"
"1063","Foe Reaper 5000","35606","36","0","0","2","4","63536"
"1064","Glubtok","32914","36","0","0","3","4","62536"
"1065","Helix Gearbreaker","33002","36","0","0","4","4","63036"
"1069","Baron Ashbury","34609","33","0","0","0","4","0"
"1070","Baron Silverlaine","3222","33","0","0","1","4","1000"
"1071","Commander Springvale","3223","33","0","0","2","4","2000"
"1072","Lord Godfrey","33824","33","0","0","3","4","3000"
"1073","Lord Walden","34612","33","0","0","4","4","2500"
"1074","Ammunae","32943","644","0","0","0","4","0"
"1075","Anraphet","34580","644","0","0","1","4","64536"
"1076","Earthrager Ptah","31450","644","0","0","2","4","63536"
"1077","Isiset","33465","644","0","0","3","4","65036"
"1078","Rajh","33177","644","0","0","4","4","1000"
"1079","Setesh","33055","644","0","0","5","4","500"
"1080","Temple Guardian Anhuur","35067","644","0","0","6","4","62536"
"1081","Vanessa VanCleef","32806","36","0","2","5","4","1000"
"1082","Sinestra","34335","671","0","5","3","11","3500"
"1083","Sinestra","34335","671","0","6","3","11","3500"
"1084","Onyxia","8570","249","0","0","0","7","0"
"1085","Anub'arak","29268","649","0","0","0","11","5000"
"1086","Faction Champions","33909","649","0","0","1","10","3000"
"1087","Lord Jaraxxus","29615","649","0","0","2","10","2000"
"1088","Northrend Beasts","21601","649","0","0","3","10","0"
"1089","Val'kyr Twins","29240","649","0","0","4","10","4000"
"1090","Sartharion","27035","615","0","0","0","7","4000"
"1091","Shadron","0","615","0","0","1","4","3000"
"1092","Tenebron","0","615","0","0","2","4","2000"
"1093","Vesperon","0","615","0","0","3","4","0"
"1094","Malygos","26752","616","0","0","0","2","0"
"1095","Blood Council","25338","631","0","0","0","10","7000"
"1096","Deathbringer Saurfang","30790","631","0","0","1","2","3000"
"1097","Festergut","31006","631","0","0","2","10","5000"
"1098","Valithria Dreamwalker","30318","631","0","0","3","6","10000"
"1099","Icecrown Gunship Battle","29489","631","0","0","4","10","2000"
"1100","Lady Deathwhisper","30893","631","0","0","5","10","1000"
"1101","Lord Marrowgar","31119","631","0","0","6","10","0"
"1102","Professor Putricide","30881","631","0","0","7","10","6000"
"1103","Queen Lana'thel","31093","631","0","0","8","10","9000"
"1104","Rotface","31005","631","0","0","9","10","4000"
"1105","Sindragosa","30362","631","0","0","10","10","12000"
"1106","The Lich King","30721","631","0","0","11","7","14000"
"1107","Anub'Rekhan","15931","533","0","0","0","14","0"
"1108","Gluth","16064","533","0","0","1","14","1000"
"1109","Gothik the Harvester","16279","533","0","0","2","14","500"
"1110","Grand Widow Faerlina","15940","533","0","0","3","14","250"
"1111","Grobbulus","16035","533","0","0","4","14","750"
"1112","Heigan the Unclean","16309","533","0","0","5","14","375"
"1113","Instructor Razuvious","16582","533","0","0","6","14","437"
"1114","Kel'Thuzad","15945","533","0","0","7","7","2000"
"1115","Loatheb","16110","533","0","0","8","14","406"
"1116","Maexxna","15928","533","0","0","9","14","312"
"1117","Noth the Plaguebringer","16590","533","0","0","10","14","343"
"1118","Patchwerk","16174","533","0","0","11","14","625"
"1119","Sapphiron","16033","533","0","0","12","14","1500"
"1120","Thaddius","16137","533","0","0","13","14","1250"
"1121","The Four Horsemen","10729","533","0","0","14","6","562"
"1126","Archavon the Stone Watcher","26967","624","0","0","0","10","0"
"1127","Emalon the Storm Watcher","27108","624","0","0","1","10","1000"
"1128","Koralon the Flame Watcher","29524","624","0","0","2","10","2000"
"1129","Toravon the Ice Watcher","31089","624","0","0","3","10","3000"
"1130","Algalon the Observer","28641","603","0","0","0","2","0"
"1131","Auriaya","28651","603","0","0","1","10","64536"
"1132","Flame Leviathan","28875","603","0","0","2","10","63536"
"1133","Freya","28777","603","0","0","3","10","65036"
"1134","General Vezax","28548","603","0","0","4","10","65286"
"1135","Hodir","28743","603","0","0","5","2","64786"
"1136","Ignis the Furnace Master","29185","603","0","0","6","10","64036"
"1137","Kologarn","28638","603","0","0","7","10","64286"
"1138","Mimiron","28578","603","0","0","8","10","65161"
"1139","Razorscale","28787","603","0","0","9","6","64161"
"1140","The Assembly of Iron","28324","603","0","0","10","6","64224"
"1141","Thorim","28977","603","0","0","11","10","64911"
"1142","XT-002 Deconstructor","28611","603","0","0","12","10","64193"
"1143","Yogg-Saron","28817","603","0","0","13","11","65411"
"1144","Hogger","501","34","0","1","3","4","1000"
"1145","Lord Overheat","1204","34","0","1","4","4","2000"
"1146","Randolph Moloch","35068","34","0","1","5","4","3000"
"1147","Baltharus the Warborn","31761","724","0","0","0","4","0"
"1148","General Zarithrian","32179","724","0","0","1","4","1000"
"1149","Saviana Ragefire","31577","724","0","0","2","4","500"
"1150","Halion","31952","724","0","0","3","6","2000"
"1164","Elder Brightleaf","29174","603","0","0","14","8","64974"
"1165","Elder Ironbranch","29175","603","0","0","15","8","65005"
"1166","Elder Stonebark","29176","603","0","0","16","8","65021"
"1178","High Priest Venoxis","37788","859","0","0","0","12","0"
"1179","Bloodlord Mandokir","11288","859","0","0","1","12","1000"
"1180","High Priestess Kilnara","37805","859","0","0","2","4","2000"
"1181","Zanzil","37813","859","0","0","3","12","3000"
"1182","Jin'do the Godbreaker","37789","859","0","0","4","4","4000"
"1185","Majordomo Staghelm","37953","720","0","0","0","14","0"
"1188","Cache of Madness","37831","859","0","0","5","4","1500"
"1189","Akil'zon","21630","568","0","0","0","12","0"
"1190","Nalorakk","21631","568","0","0","1","12","1000"
"1191","Jan'alai","21633","568","0","0","2","12","2000"
"1192","Halazzi","21632","568","0","0","3","12","3000"
"1193","Hex Lord Malacrass","22332","568","0","0","4","12","4000"
"1194","Daakara","38118","568","0","0","5","12","5000"
"1197","Beth'tilac","38227","720","0","0","1","14","61536"
"1200","Baleroc","38621","720","0","0","2","14","64536"
"1203","Ragnaros","37875","720","0","0","3","15","2000"
"1204","Lord Rhyolith","38414","720","0","0","4","6","62536"
"1205","Shannox","38448","720","0","0","5","14","63161"
"1206","Alysrazor","38044","720","0","0","6","14","63786"
"1250","Occu'thar","37876","757","0","0","1","14","1000"
"1271","Murozond","38931","938","0","0","4","4","8000"
"1272","Peroth'arn","39182","939","0","0","0","4","0"
"1273","Queen Azshara","38863","939","0","0","1","4","1000"
"1274","Mannoroth","38996","939","0","0","2","4","2000"
"1291","Spine of Deathwing","35361","967","0","0","0","6","0"
"1292","Morchok","34255","967","0","0","1","2","64536"
"1294","Warlord Zon'ozz","39138","967","0","0","2","2","65036"
"1295","Yor'sahj the Unsleeping","32501","967","0","0","3","2","65286"
"1296","Hagara","39318","967","0","0","4","2","65411"
"1297","Ultraxion","39099","967","0","0","5","2","65474"
"1298","Warmaster Blackhorn","39399","967","0","0","6","2","65505"
"1299","Madness of Deathwing","40087","967","0","0","7","7","1000"
"1303","Gu Cloudstrike","39489","959","0","0","0","0","0"
"1304","Master Snowdrift","0","959","0","0","1","0","1000"
"1305","Sha of Violence","18083","959","0","0","2","0","2000"
"1306","Taran Zhu","27920","959","0","0","3","0","3000"
"1332","Alizabal","21252","757","0","0","2","14","2000"
"1337","Arcurion","39397","940","0","0","0","4","0"
"1339","Archbishop Benedictus","38991","940","0","0","1","4","1000"
"1340","Asira Dawnslayer","38995","940","0","0","2","4","500"
"1348","Omar the Test Dragon","30356","598","0","1","0","0","0"
"1390","Feng the Accursed","41192","1008","3957","0","0","6","0"
"1395","The Stone Guard","41155","1008","0","0","1","6","64536"
"1397","Saboteur Kip'tilak","11097","962","0","0","0","4","0"
"1405","Striker Ga'dok","43274","962","0","0","1","0","1000"
"1406","Commander Ri'mok","43286","962","0","0","2","0","2000"
"1407","Will of the Emperor","41391","1008","0","0","2","7","3000"
"1409","Protectors of the Endless","41503","996","0","0","0","6","0"
"1412","Ook-Ook","39498","961","0","0","0","4","0"
"1413","Hoptallus","40339","961","0","0","1","4","1000"
"1414","Yan-Zhu the Uncasked","40825","961","0","0","2","4","2000"
"1416","Liu Flameheart","39487","960","0","0","1","4","1000"
"1417","Lorewalker Stonestep","0","960","0","0","2","4","0"
"1418","Wise Mari","41125","960","0","0","3","4","64536"
"1419","Raigonn","0","962","0","0","3","0","3000"
"1420","Flameweaver Koegler","40597","1001","0","0","0","4","0"
"1421","Armsmaster Harlan","40293","1001","0","0","1","4","65036"
"1422","Houndmaster Braun","42264","1001","0","0","2","4","64536"
"1423","Thalnos the Soulrender","27705","1004","0","0","0","4","0"
"1424","Brother Korloff","41154","1004","0","0","1","4","1000"
"1425","High Inquisitor Whitemane","2043","1004","0","0","2","4","2000"
"1426","Instructor Chillheart","40301","1007","0","0","0","0","0"
"1427","Jandice Barov","40639","1007","0","0","1","0","1000"
"1428","Rattlegore","31092","1007","0","0","2","0","2000"
"1429","Lilian Voss","40256","1007","0","0","3","0","3000"
"1430","Darkmaster Gandling","40322","1007","0","0","4","0","4000"
"1431","Sha of Fear","45065","996","0","0","1","7","1000"
"1434","Gara'jal the Spiritbinder","41256","1008","0","0","3","6","500"
"1436","The Spirit Kings","41812","1008","0","0","4","6","2000"
"1439","Sha of Doubt","40904","960","0","0","0","4","3000"
"1441","Xin the Weaponmaster","41987","994","0","0","1","0","1000"
"1442","Trial of the King","42059","994","0","0","2","4","64536"
"1443","Adarogg","38759","389","0","0","0","4","0"
"1444","Dark Shaman Koranthal","42101","389","0","0","1","4","1000"
"1445","Slagmaw","38773","389","0","0","2","4","2000"
"1446","Lava Guard Gordoth","42100","389","0","0","3","4","3000"
"1447","General Pa'valak","42105","1011","0","0","0","0","1500"
"1463","Garalon","42368","1009","0","0","0","6","64286"
"1464","Wing Leader Ner'onok","23915","1011","0","0","1","0","2500"
"1465","Vizier Jin'bak","23915","1011","0","0","2","0","0"
"1498","Wind Lord Mel'jarak","42645","1009","0","0","1","6","64536"
"1499","Amber-Shaper Un'sok","43126","1009","0","0","2","7","1000"
"1500","Elegon","41399","1008","4458","0","5","6","2500"
"1501","Grand Empress Shek'zeer","42730","1009","6211","0","3","7","2000"
"1502","Commander Vo'jak","42169","1011","0","0","3","0","1250"
"1504","Blade Lord Ta'yak","43141","1009","0","0","5","6","64036"
"1505","Tsulong","42533","996","0","0","2","6","500"
"1506","Lei Shi","40357","996","0","0","3","6","750"
"1507","Imperial Vizier Zor'lok","42807","1009","0","0","6","6","63036"
"1509","Gekkan","41920","994","0","1","3","0","0"
"1510","Gekkan","41920","994","0","2","3","4","500"
"1559","Iron Qon","46627","1098","6509","0","0","7","0"
"1560","Twin Consorts","46974","1098","2611","0","1","7","1000"
"1563","Galleon","0","870","0","0","0","8","0"
"1564","Sha of Anger","0","870","0","0","1","8","1000"
"1565","Tortos","46559","1098","0","0","2","6","64536"
"1570","Council of Elders","47505","1098","0","0","3","6","64036"
"1571","Nalak","0","870","0","0","2","8","2000"
"1572","Durumu the Forgotten","0","1098","0","0","4","6","65286"
"1573","Ji-Kun","0","1098","0","0","5","6","65036"
"1574","Primordius","47009","1098","0","0","6","6","65411"
"1575","Horridon","47325","1098","0","0","7","6","63536"
"1576","Dark Animus","47527","1098","0","0","8","6","65474"
"1577","Jin'rokh the Breaker","47552","1098","0","0","9","6","62536"
"1578","Megaera","0","1098","0","0","10","6","64786"
"1579","Lei Shen","46770","1098","0","0","11","6","2000"
"1580","Ra-den","47739","1098","0","5","12","6","3000"
"1581","Ra-den","47739","1098","0","6","12","6","3000"
"1587","Oondasta","0","870","0","0","3","8","3000"
"1593","Paragons of the Klaxxi","48677","1136","8126","0","0","6","3500"
"1594","Spoils of Pandaria","51173","1136","8154","0","1","6","1500"
"1595","Malkorok","49070","1136","8153","0","2","6","1000"
"1598","Fallen Protectors","48918","1136","8147","0","3","6","63536"
"1599","Thok the Bloodthirsty","49023","1136","8099","0","4","6","2000"
"1600","Iron Juggernaut","49844","1136","8150","0","5","6","64036"
"1601","Siegecrafter Blackfuse","51657","1136","8155","0","6","6","3000"
"1602","Immerseus","49056","1136","8146","0","7","6","62536"
"1603","General Nazgrim","48995","1136","8152","0","8","6","64286"
"1604","Sha of Pride","49098","1136","6720","0","9","6","63786"
"1605","Omar's Test Encounter (Cosmetic only) DNT","0","1136","0","0","10","16","4000"
"1606","Kor'kron Dark Shaman","49176","1136","8151","0","11","6","64161"
"1622","Galakras","49337","1136","8149","0","12","6","63911"
"1623","Garrosh Hellscream","49585","1136","8156","0","13","6","3750"
"1624","Norushen","48860","1136","8148","0","14","6","63661"
"1652","Roltall","54259","1175","0","0","0","4","0"
"1653","Slave Watcher Crushto","52893","1175","0","0","1","4","64536"
"1654","Gug'rokk","52902","1175","0","0","2","4","1000"
"1655","Magmolatus","52033","1175","0","0","3","4","63536"
"1656","Hunter Bonetusk","0","47","0","1","6","0","250"
