Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown2_3,Unknown2_4,Unknown2_5,Unknown2_6,Unknown2_7,Unknown3_0,Unknown3_1,Unknown3_2,Unknown3_3,Unknown3_4,Unknown3_5,Unknown3_6,Unknown3_7
"381","21","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"401","75","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"421","10","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"461","1","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"481","30","1","0","0","0","0","0","0","0","39","7","0","0","0","0","0","0","5","1","0","0","0","0","0","0"
"501","0","0","0","0","0","0","0","0","0","37","55","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"502","1","20","0","0","0","0","0","0","0","7","39","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"521","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"541","0","20","0","0","0","0","0","0","0","13","39","0","0","0","0","0","0","5","5","0","0","0","0","0","0"
"561","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"581","1","0","15","0","0","0","0","0","0","9","58","39","0","0","0","0","0","1","5","6","0","0","0","0","0"
"601","10","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"621","1","0","0","0","0","0","0","0","0","44","1","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"641","1","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"702","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"703","2","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"721","7","11","0","0","0","0","0","0","1","22","22","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"722","15","3","4","0","0","0","0","0","1","22","21","21","0","0","0","0","0","1","1","1","0","0","0","0","0"
"723","5","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"724","0","1","0","0","0","0","0","0","0","63","38","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"725","9","9","0","0","0","0","0","0","1","21","18","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"726","10","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"727","50","30","0","0","0","0","0","0","0","13","39","0","0","0","0","0","0","3","4","0","0","0","0","0","0"
"728","20","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"741","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"742","19951","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"743","5","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"744","10","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"761","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"781","80","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"782","20","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"783","10","10","0","0","0","0","0","0","1","29","30","0","0","0","0","0","0","5","5","0","0","0","0","0","0"
"801","10","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"821","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"822","1","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"823","1","0","0","0","0","0","0","0","0","63","13","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"825","0","1","0","0","0","0","0","0","0","54","31","0","0","0","0","0","0","5","1","0","0","0","0","0","0"
"826","1","1","0","0","0","0","0","0","1","57","58","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"827","7302","7320","10219","10220","0","0","0","0","0","60","60","60","60","0","0","0","0","2","2","2","2","0","0","0","0"
"829","0","0","0","0","0","0","0","0","0","21","54","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"830","90","0","0","0","0","0","0","0","0","12","54","0","0","0","0","0","0","3","5","0","0","0","0","0","0"
"831","0","9634","0","0","0","0","0","0","0","54","60","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"832","1","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"833","100","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"834","25187","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"835","1","10","0","0","0","0","0","0","0","13","39","0","0","0","0","0","0","6","6","0","0","0","0","0","0"
"836","95","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"837","50","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"838","5","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"839","75","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"840","25","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"841","11550","11551","25289","0","0","0","0","0","0","17","17","17","0","0","0","0","0","2","2","2","0","0","0","0","0"
"842","5","50","0","0","0","0","0","0","0","14","14","0","0","0","0","0","0","5","3","0","0","0","0","0","0"
"844","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"845","720","731","1121","0","0","0","0","0","0","20","20","20","0","0","0","0","0","2","2","2","0","0","0","0","0"
"846","50","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"849","26078","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"850","8599","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"851","1","10","0","0","0","0","0","0","0","7","39","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"852","20","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"853","8","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"854","11","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"855","1","1","0","0","0","0","0","0","1","33","35","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"856","26068","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"857","92","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"858","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"859","27680","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"860","12","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"861","0","0","60","0","0","0","0","0","0","1","5","3","0","0","0","0","0","1","1","4","0","0","0","0","0"
"862","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"864","17","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"865","3","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"866","26332","26476","28316","0","0","0","0","0","0","20","20","20","0","0","0","0","0","2","2","2","0","0","0","0","0"
"867","100","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"868","100","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"869","1","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"870","30","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"871","29385","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"872","15","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"873","2","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"875","25918","25290","19854","25894","19853","19852","19850","19742","1","17","17","17","17","17","17","17","17","1","1","1","1","1","1","1","1"
"876","10494","10493","10491","5677","17360","17355","16191","24853","1","17","17","20","17","17","17","17","17","1","1","1","1","1","1","1","1"
"878","15","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"879","29612","29650","0","0","0","0","0","0","0","17","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"880","29691","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"881","90","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"882","29853","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"883","3","3","0","0","0","0","0","0","1","22","19","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"884","25","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"885","30254","15","0","0","0","0","0","0","0","20","12","0","0","0","0","0","0","2","5","0","0","0","0","0","0"
"888","30","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"889","30695","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"891","95","29266","0","0","0","0","0","0","0","12","17","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"892","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"893","3","5","0","0","0","0","0","0","0","56","3","0","0","0","0","0","0","1","4","0","0","0","0","0","0"
"895","60","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"896","1","15","1","0","0","0","0","0","0","4","12","57","0","0","0","0","0","2","5","1","0","0","0","0","0"
"897","2","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"898","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"899","0","31792","0","0","0","0","0","0","0","54","17","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"900","0","31792","0","0","0","0","0","0","0","54","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"901","22856","22856","0","0","0","0","0","0","1","20","17","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"902","32045","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"903","32052","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"904","32051","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"905","1","0","0","0","0","0","0","0","0","31","44","0","0","0","0","0","0","1","5","0","0","0","0","0","0"
"906","100","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"907","8","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"908","30502","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"909","1","1","0","0","0","0","0","0","0","63","54","0","0","0","0","0","0","1","4","0","0","0","0","0","0"
"913","15","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"914","75","30","0","0","0","0","0","0","0","12","39","0","0","0","0","0","0","3","4","0","0","0","0","0","0"
"915","32346","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"916","5487","768","1066","783","24858","2645","9634","0","0","17","17","17","17","17","17","17","0","2","2","2","2","2","2","2","0"
"917","30","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"918","50","0","0","0","0","0","0","0","0","12","54","0","0","0","0","0","0","3","5","0","0","0","0","0","0"
"920","33711","33673","0","0","0","0","0","0","0","20","20","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"921","31540","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"922","120","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"923","75","7","0","0","0","0","0","0","0","12","56","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"924","100","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"925","45","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"928","1","30254","15","0","0","0","0","0","0","13","20","12","0","0","0","0","0","5","2","5","0","0","0","0","0"
"930","29448","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"931","34794","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"932","35035","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"933","35035","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"934","1","1","10","0","0","0","0","0","1","33","35","13","0","0","0","0","0","1","1","3","0","0","0","0","0"
"935","1","1","0","0","0","0","0","0","0","7","5","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"936","36035","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"938","7","13","11","0","0","0","0","0","1","22","22","22","0","0","0","0","0","1","1","1","0","0","0","0","0"
"939","1","0","0","0","0","0","0","0","0","63","7","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"940","0","0","10","0","0","0","0","0","1","0","0","13","0","0","0","0","0","0","0","3","0","0","0","0","0"
"941","50","0","0","0","0","0","0","0","0","12","63","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"942","90","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"943","85","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"944","50","1","0","0","0","0","0","0","0","12","63","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
"945","15","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"947","37673","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"948","37673","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"949","38452","38455","38451","0","0","0","0","0","1","17","17","17","0","0","0","0","0","2","2","2","0","0","0","0","0"
"950","7","12","11","0","0","0","0","0","1","22","22","22","0","0","0","0","0","1","1","1","0","0","0","0","0"
"951","1","30","0","0","0","0","0","0","1","20","12","0","0","0","0","0","0","5","3","0","0","0","0","0","0"
"952","20","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"953","0","0","0","0","0","0","0","0","0","7","57","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"955","95","1","0","0","0","0","0","0","0","12","4","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"956","25","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"958","2","15286","0","0","0","0","0","0","1","21","20","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"959","2","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"960","1","1","1","0","0","0","0","0","0","7","5","63","0","0","0","0","0","2","2","1","0","0","0","0","0"
"961","12","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"964","39872","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"965","39872","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"966","5","10","14","18","17","12","7","13","1","22","22","22","22","22","22","22","22","1","1","1","1","1","1","1","1"
"967","18","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"968","1","1","1","0","0","0","0","0","1","22","19","5","0","0","0","0","0","2","2","2","0","0","0","0","0"
"969","40251","0","40268","0","0","0","0","0","0","20","7","36","0","0","0","0","0","2","1","2","0","0","0","0","0"
"970","50","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"971","40216","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"973","1","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"974","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"975","25900","0","0","0","0","0","0","0","0","17","35","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"976","40695","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"977","1","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"978","40511","40398","40510","40506","40695","0","0","0","0","17","17","17","20","20","0","0","0","2","2","2","2","2","0","0","0"
"979","41291","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"980","10","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"981","10","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"982","10","1","0","0","0","0","0","0","0","24","4","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"985","6","177","2","128","0","0","0","0","1","61","61","61","61","0","0","0","0","1","1","1","1","0","0","0","0"
"986","6","177","2","128","0","0","0","0","0","61","61","61","61","0","0","0","0","2","2","2","2","0","0","0","0"
"987","40268","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"988","10","20","17","0","0","0","0","0","0","22","22","22","0","0","0","0","0","2","2","2","0","0","0","0","0"
"989","41997","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"990","40594","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"991","10","41476","0","0","0","0","0","0","0","12","17","0","0","0","0","0","0","5","2","0","0","0","0","0","0"
"992","26662","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"993","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"994","42454","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"995","99","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"996","42881","42882","42883","42884","42885","42886","42887","42948","1","17","17","17","17","17","17","17","17","2","2","2","2","2","2","2","2"
"997","40511","40398","40510","0","0","0","0","0","0","17","17","17","0","0","0","0","0","2","2","2","0","0","0","0","0"
"998","42948","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"999","40370","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"1000","43354","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1001","13","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1002","42594","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1003","20","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
