Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1_0,Unknown1_1,Unknown1_2
"21719","3604.435","1621.498","742.6657","0","0","81.15182"
"21720","3610.609","1636.078","742.481","0","0","54.32843"
"21721","3624.774","1649.859","742.6657","0","0","33.80582"
"21722","3637.611","1657.91","742.6657","0","0","0"
"21749","3600.703","1564.448","757.963","0","0","87.71884"
"21750","3601.928","1575.108","756.7023","0","0","87.32971"
"21751","3603.22","1586.217","750.2382","0","0","86.55829"
"21752","3603.36","1603.326","742.973","0","0","84.84558"
"21753","3606.744","1628.387","742.6657","0","0","81.15182"
"21754","3613.178","1649.911","742.6657","0","0","54.32843"
"21755","3620.921","1667.946","742.973","0","0","33.80582"
"21756","3630.395","1685.247","742.973","0","0","0"
"21757","3598.24","1564.773","757.963","0","0","87.71884"
"21758","3599.181","1575.349","756.7157","0","0","87.32971"
"21759","3599.584","1590.576","747.9313","0","0","86.55829"
"21760","3601.928","1607.748","742.973","0","0","84.84558"
"21761","3603.788","1633.524","742.6657","0","0","81.15182"
"21762","3599.972","1654.134","742.6657","0","0","54.32843"
"21763","3600.662","1673.497","744.0362","0","0","33.80582"
"21764","3596.232","1692.278","742.973","0","0","0"
"21765","3595.748","1565.146","757.963","0","0","87.71884"
"21766","3595.752","1575.693","756.7078","0","0","87.32971"
"21767","3597.498","1591.901","747.2847","0","0","86.55829"
"21768","3601.463","1605.436","742.973","0","0","84.84558"
"21769","3601.132","1630.191","742.6657","0","0","81.15182"
"21770","3594.653","1653.076","742.481","0","0","54.32843"
"21771","3586.022","1668.977","742.6657","0","0","33.80582"
"21772","3573.81","1682.977","742.6657","0","0","0"
"21773","3593.042","1567.174","757.963","0","0","87.71884"
"21774","3599.017","1578.615","754.8457","0","0","87.32971"
"21775","3598.823","1591.951","747.1823","0","0","86.55829"
"21776","3599.396","1604.385","742.973","0","0","84.84558"
"21777","3602.04","1629.668","742.6657","0","0","81.15182"
"21778","3588.083","1648.806","742.481","0","0","54.32843"
"21779","3574.267","1663.069","742.6657","0","0","33.80582"
"21781","3597.383","1566.991","757.963","0","0","87.71884"
"21782","3601.483","1579.95","753.9409","0","0","87.32971"
"21783","3602.065","1593.54","746.0886","0","0","86.55829"
"21784","3602.293","1617.129","742.6657","0","0","84.84558"
"21785","3601.113","1639.351","742.6657","0","0","81.15182"
"21786","3587.845","1655.863","742.6657","0","0","54.32843"
"21787","3574.448","1671.774","742.6657","0","0","33.80582"
"21972","3444.23","-278.3629","284.752","0","0","19.41724"
"21973","3450.299","-203.0347","277.195","0","0","300.2406"
"21974","3400.641","-216.9444","269.414","0","0","277.4342"
"21975","3369.602","-405.6389","233.9993","0","0","0"
"21976","3432.401","-366.4948","262.6388","0","0","0"
"21977","3455.628","-351.217","274.1129","0","0","0"
"21978","3470.24","-340.3958","282.8944","0","0","0"
"21979","3451.27","-244.1129","290.7409","0","0","0"
"21980","3440.727","-251.2465","283.4869","0","0","358.15"
"21981","3432.453","-261.0955","275.519","0","0","0"
"21982","3426.175","-268.7031","266.7302","0","0","356.7856"
"21983","3377.408","-269.2621","276.681","0","0","10.50018"
"21984","3890.385","-764.5469","232.3456","0","0","152.2712"
"21985","3739.206","-788.9445","236.1138","0","0","135.0732"
"21986","3650.422","-773.2379","227.3735","0","0","340.5583"
"21987","3547.272","-697.9219","244.7125","0","0","10.20868"
"21988","3505.42","-660.1042","232.6123","0","0","139.6137"
"21989","3573.202","-682.092","98.96059","0","0","146.6569"
"22046","3494.281","-239.7865","276.681","0","0","30.01239"
"22081","3379.22","-325.7969","257.82","0","0","206.9159"
"22082","3310","-357","244","0","0","206.9335"
"22085","3341.184","-320.5642","264.9063","0","0","221.1256"
"22086","3271.16","-351.083","256","0","0","0"
"22097","3256.69","-334.212","257.936","0","0","43.1385"
"22098","3286.866","-310.7934","291.3203","0","0","0"
"22099","3298.4","-360.25","245.416","0","0","37.00778"
"22100","3311.188","-352.3472","288.6875","0","0","0"
"22101","3254.637","-354.8576","252.3008","0","0","213.7578"
"22102","3216.727","-378.4792","254.0224","0","0","217.7771"
"22103","3181.254","-410.75","249.6908","0","0","0"
"22106","3254.637","-354.8576","270.3888","0","0","213.7578"
"22107","3216.727","-378.4792","272.1104","0","0","217.7771"
"22108","3181.254","-410.75","267.7787","0","0","0"
"22236","1744.017","-4363.644","174.9222","0","0","0"
"22250","1847.172","-4412.285","136.4569","0","0","308.1526"
"22251","1855.849","-4429.927","142.7263","0","0","294.2267"
"22252","1858.906","-4440.71","143.7798","0","0","244.1033"
"22253","1852.533","-4450.323","143.613","0","0","212.447"
"22254","1834.755","-4456.064","144.887","0","0","168.8143"
"22255","1809.988","-4441.91","148.303","0","0","126.1537"
"22261","1795.903","-4402.889","150.8255","356.7983","3.315139","159.4444"
"22263","2290.384","4966.535","73.86649","0","0","319.6048"
"22264","2305.689","4968.025","76.82871","0","0","333.5975"
"22265","2318.222","4970.567","77.01053","0","0","356.316"
"22266","2329.229","4974.129","77.17371","8.411175","1.291301","13.44946"
"22267","2340.635","4983.757","77.03518","0","0","34.16968"
"22268","2351.134","5003.696","74.82478","0","0","0"
"22272","1795.274","-4424.363","165.6543","0","0","326.1603"
"22273","1804.979","-4373.499","176.5411","0","0","325.4148"
"22274","1843.788","-4358.609","182.7715","0","0","309.4358"
"22275","1881.017","-4374.443","187.9602","0","0","307.3835"
"22276","1898.766","-4386.384","186.4652","0","0","305.2362"
"22278","1844.151","-4437.647","143.2327","0","0","307.099"
"22279","1867.821","-4469.285","153.4895","0","0","303.6894"
"22280","1892.332","-4509.92","164.4121","0","0","296.7025"
"22281","1903.703","-4535.896","165.4792","0","0","292.4229"
"22410","2292.443","4954.737","71.17643","0","0","319.6048"
"22411","2305.255","4966.853","73.44887","0","0","333.5975"
"22412","2317.536","4979.007","78.18127","0","0","356.316"
"22413","2326.543","4989.167","81.35663","8.411175","1.291301","208.6709"
"22414","2336.3","4997.529","79.93664","0","0","34.16968"
"22415","2346.783","5008.511","73.31242","0","0","0"
"22416","2287.924","4952.524","72.26983","0","0","319.6048"
"22417","2294.215","4972.038","72.37524","0","0","333.5975"
"22418","2299.979","4990.617","71.87824","0","0","356.316"
"22419","2306.797","5004.032","71.24571","8.411175","1.291301","208.6709"
"22420","2325.931","5012.608","69.12762","0","0","34.16968"
"22421","2344.168","5014.047","70.02419","0","0","0"
"22864","-35.73096","-3.307617","-0.004198074","0","0","241.9921"
"22865","-35.77783","-22.12402","-0.0003128052","0","0","280.461"
"22866","0.4506836","-19.86719","-0.0001125336","0","0","20.62173"
"22867","60.1875","-3.3125","1.978456","0","0","131.8929"
"22868","12.83545","26.31055","-0.009237289","0","0","125.8707"
"22870","-35.87744","-5.989258","0.0002498627","0","0","59.53656"
"22871","-17.0957","25.94238","0.0002574921","0","0","46.28627"
"22872","4.927734","36.69043","-0.0002861023","0","0","2.319638"
"22873","37.36475","28.14844","-0.03556442","0","0","320.7779"
"22874","46.18701","3.013672","0.0002574921","0","0","266.7528"
"22875","34.6958","-18.89453","0.0002498627","0","0","211.5083"
"22876","7.020996","-20.99512","0.0001888275","0","0","187.8271"
"22877","-15.729","-25.82617","-0.0006313324","0","0","188.2856"
"22878","-25.32813","-25.70605","0.0002365112","0","0","179.2831"
"22900","3634.458","-654.1702","9.102183","0","0","281.1548"
"22901","3636.196","-662.9844","8.3765","0","0","279.2342"
"22902","3636.796","-668.5504","-2.486474","0","0","276.0409"
"22903","3637.192","-672.3924","-16.0081","0","0","275.881"
"22904","3660.79","-641.2465","4.544116","0","0","315.4144"
"22905","3665.916","-646.2986","4.019746","0","0","316.2621"
"22906","3672.126","-652.0938","-7.241848","0","0","320.6707"
"22907","3674.622","-653.4323","-21.95646","0","0","322.5947"
"22908","3666.663","-636.3594","5.48715","0","0","343.8765"
"22909","3671.978","-637.8958","3.845524","0","0","344.9776"
"22910","3676.872","-639.0989","-1.539207","0","0","352.1637"
"22911","3681.389","-639.191","-16.47888","0","0","358.8325"
"22912","3656.328","-646.8021","5.152647","0","0","299.6286"
"22913","3659.021","-651.5364","4.13446","0","0","295.7854"
"22914","3662.334","-659.2344","-6.83932","0","0","287.9163"
"22915","3664.257","-667.7327","-30.36848","0","0","282.7493"
"23007","3258.454","-360.3993","270.3888","0","0","213.7578"
"23008","3220.542","-384.0208","272.1104","0","0","217.7771"
"23009","3185.07","-416.2917","267.7787","0","0","0"
"23010","3165.773","-425.3212","244.7189","0","0","216.6575"
"23011","3148.167","-437.3403","245.9406","0","0","213.8671"
"23012","3124.709","-452.1059","238.6311","0","0","0"
"23941","-389.9635","1915.545","134.5625","0","0","180.8579"
"23942","-372.5903","1914.99","133.8611","0","0","92.80405"
"23943","-384.4271","1943.168","128.5653","0","0","59.33655"
"23944","-394.7934","1944.385","129.5106","0","0","71.00888"
"23945","-378.5642","1937.123","129.1969","0","0","44.32681"
"23946","-357.5625","1862.125","145.092","0","0","0"
"23947","-439.6076","1835.299","144.133","0","0","4.262756"
"23948","-435.4792","1833.889","144.1258","0","0","4.262756"
"23949","-475.7917","1811.531","150.2569","0","0","57.51773"
"23950","-445.7344","1830.123","144.523","0","0","0"
"23951","-488.9983","1912.969","130.0625","0","0","0"
"23952","-486.2847","1916.589","129.395","0","0","0"
"23953","-484.717","1912.514","130.3555","0","0","0"
"23954","-482.1024","1915.708","129.8595","0","0","0"
"23955","-490.0417","1917.031","129.1295","0","0","0"
"23956","-466.9167","1821.819","149.1483","0","0","48.74039"
"23957","-464.6406","1818.693","149.1284","0","0","0"
"23958","-452.3854","1828.259","145.3123","0","0","42.1864"
"23959","-470.684","1816.66","150.0626","0","0","56.46503"
"23960","-425.3073","1853.905","141.9528","0","0","65.01862"
"23961","-343.7726","2422.384","166.7218","0","0","199.3514"
"23966","-414.8733","1904.205","130.7718","0","0","308.8707"
"23967","-399.5469","1893.5","132.9453","0","0","19.04166"
"23968","-411.9792","1901.545","130.7778","0","0","204.7311"
"23969","-420.9149","1923.781","131.6622","0","0","220.417"
"23970","-414.1806","1899.111","130.8034","0","0","62.83356"
"23971","-422.3871","1921.467","132.5182","0","0","123.7903"
"23972","-424.1059","1923.731","132.5175","0","0","323.1476"
"23973","-395.6945","1894.174","134.0879","0","0","192.9804"
"23974","-453.6111","1825.017","145.967","0","0","44.97729"
"23975","-455.9792","1828.22","145.978","0","0","37.922"
"23976","-457.066","1823.309","146.8619","0","0","43.01874"
"23977","-468.4184","1813.543","150.018","0","0","53.98859"
"23978","-470.691","1814.026","150.1734","0","0","56.92737"
"23979","-472.9566","1815.983","150.2754","0","0","37.30801"
"23980","-425.3663","1847.205","143.1841","0","0","75.39047"
"23981","-427.8646","1848.599","143.1807","0","0","64.84891"
"23982","-459.0486","1825.885","146.8371","0","0","37.85114"
"23983","-473.5608","1818.974","150.2473","0","0","36.38284"
"23984","-428.6285","1842.885","143.7866","0","0","74.1268"
"23985","-430.7726","1849.934","143.171","0","0","53.58023"
"23986","-431.3767","1843.918","143.8106","0","0","62.7095"
"23987","-433.9496","1845.198","143.9438","0","0","53.7088"
"23988","-477.2517","1807.335","150.1111","0","0","58.73035"
"23989","-479.9913","1809.234","150.0781","0","0","58.56281"
"23990","-479.6215","1804.25","149.9427","0","0","55.90253"
"23991","-482.1354","1806.059","149.9497","0","0","56.18622"
"23992","-481.9254","1800.563","149.7118","0","0","58.53937"
"23993","-484.3629","1802.431","149.7361","0","0","62.55811"
"23994","-483.6181","1796.984","149.491","0","0","56.14227"
"23995","-486.7813","1798.318","149.4444","0","0","56.30011"
"23997","-355.7188","2417.785","181.9139","0","0","199.3514"
"23998","-252.4288","2272.401","190.9251","0","0","199.3514"
"23999","-290.2847","2327.224","190.9251","0","0","199.3514"
"24003","-389.658","1916.566","134.5538","0","0","91.50244"
"24004","-389.5868","1918.321","134.1963","0","0","87.67804"
"24006","-378.8177","1910.177","133.5942","0","0","177.009"
"24007","-385.4948","1910.526","133.6319","0","0","152.2252"
"24008","-380.6198","1918.372","136.6155","0","0","199.3514"
"24009","-390.5972","1918.465","136.5076","0","0","199.3514"
"24010","-387.1806","1914.582","134.4853","0","0","111.3116"
"24011","-366.7621","1897.097","136.2383","0","0","199.3514"
"24012","-405.6389","1936.906","135.0761","0","0","199.3514"
"24013","-411.0955","1908.448","130.6429","0","0","65.45781"
"24014","-405.842","1919.953","130.17","0","0","57.07473"
"24015","-397.408","1929.585","128.9048","0","0","34.52047"
"24016","-392.6458","1929.03","128.6374","0","0","343.9086"
"24017","-392.2865","1928.108","128.7802","0","0","291.2974"
"24018","-396.059","1902.509","131.9767","0","0","139.7341"
"24019","-403.8559","1909.113","130.6553","0","0","96.69073"
"24020","-398.9653","1927.283","129.3911","0","0","67.47424"
"24021","-395.7274","1928.712","128.8972","0","0","358.1753"
"24022","-394.1719","1927.13","128.9125","0","0","350.0422"
"24023","-407.1024","1909.424","130.5723","0","0","62.8842"
"24024","-405.3733","1912.8","130.3368","0","0","67.68515"
"24025","-404.8629","1914.88","130.2871","0","0","52.33513"
"24026","-403.1701","1915.655","130.4718","0","0","38.21103"
"24027","-415.9601","1923.406","130.5963","0","0","356.1692"
"24028","-407.9479","1922.87","130.1475","0","0","354.5445"
"24029","-402.6354","1922.134","130.0142","0","0","352.1115"
"24030","-412.0451","1905.109","130.7413","0","0","60.94016"
"24031","-406.5608","1914.979","130.2908","0","0","60.94016"
"24032","-415.4566","1921.085","130.8661","0","0","6.063128"
"24033","-411.3871","1921.517","130.1488","0","0","352.9257"
"24034","-405.7344","1919.879","130.1716","0","0","343.8326"
"24035","-417.3038","1922.594","131.022","0","0","354.9486"
"24036","-406.717","1921.658","130.1485","0","0","354.9486"
"24037","-397.3733","1903.613","131.5119","0","0","139.734"
"24038","-405.4549","1910.458","130.515","0","0","115.2791"
"24039","-403.7396","1917.094","130.2384","0","0","70.55386"
"24040","-403.0521","1917.264","130.2651","0","0","13.90212"
"24041","-385.75","1937.247","128.5653","0","0","264.6109"
"24042","-386.3802","1930.566","128.5653","0","0","264.6109"
"24043","-380.4375","1933.766","129.0793","0","0","240.6461"
"24044","-381.7517","1931.429","129.1925","0","0","240.6461"
"24045","-394.7847","1939.063","128.6474","0","0","290.7805"
"24046","-392.6858","1933.531","128.5662","0","0","290.7805"
"24047","-386.0885","1903.79","143.3202","351.1151","1.788262","184.1159"
"24048","-392.2396","1903.347","142.5089","0","0","174.8283"
"24049","-402.0868","1905.238","141.7134","0","0","161.29"
"24050","-411.8472","1909.988","140.7969","0","0","131.3107"
"24051","-413.2326","1917.92","140.4419","0","0","70.66689"
"24052","-406.5017","1925.224","139.0044","0","0","27.15111"
"24053","-383.4774","1939.736","128.5653","0","0","69.09874"
"24054","-377.0278","1956.625","128.5653","0","0","69.48755"
"24055","-368.2257","1980.502","127.5311","0","0","69.76377"
"24056","-376.776","1941.615","129.0222","0","0","72.18738"
"24057","-371.5955","1957.738","128.5653","0","0","73.5013"
"24058","-365.309","1980.33","127.4695","0","0","74.45015"
"24059","-387.592","1941.58","128.5653","0","0","66.27515"
"24060","-380.2049","1960.847","128.5653","0","0","68.56619"
"24061","-372.1111","1981.014","127.8425","0","0","68.13225"
"24062","-374.6754","1916.755","133.7436","0","0","357.0437"
"24063","-362.3698","1916.12","133.8963","0","0","358.6445"
"24064","-348.3351","1916.132","134.9758","0","0","357.0687"
"24065","-337.3837","1914.84","134.2175","0","0","7.912107"
"24066","-331.5955","1918.458","138.0728","0","0","17.59518"
"24067","-321.1024","1920.004","140.7859","0","0","8.376958"
"24068","-410.1076","1936.174","131.0557","0","0","143.1279"
"24069","-424.4722","1946.948","131.2489","0","0","143.2509"
"24070","-438.0451","1957.035","130.4942","0","0","147.415"
"24071","-445.632","1960.472","127.7489","0","0","153.4315"
"24072","-461.1215","1968.575","122.7309","0","0","159.722"
"24073","-405.8455","1937.523","130.7139","0","0","0"
"24074","-420.8212","1946.484","131.2437","0","0","149.1028"
"24075","-434.3264","1955.335","131.1439","0","0","146.7609"
"24076","-445.4236","1962.545","127.7951","0","0","146.9874"
"24077","-453.5017","1967.12","123.9537","0","0","138.0418"
"24078","-458.7743","1974.549","123.6885","0","0","130.0009"
"24082","-394.1875","1927.688","136.7439","0","0","354.0265"
"24083","-400.8767","1914.344","131.8512","0","0","69.50818"
"24084","-399.3056","1918.439","131.8512","0","0","69.21811"
"24085","-398.2274","1921.325","131.8512","0","0","65.01761"
"24086","-406.6059","1916.653","131.8512","0","0","69.50845"
"24087","-405.0365","1920.747","131.8512","0","0","69.23809"
"24088","-403.9601","1923.632","131.8512","0","0","65.01761"
"24089","-320.0833","1924.125","139.5778","0","0","246.396"
"24090","-318.9323","1925.135","139.3483","0","0","249.9286"
"24091","-310.6389","1912.755","142.6696","0","0","147.4804"
"24092","-317.059","1918.274","141.6411","0","0","166.3165"
"24093","-458.9948","1977.931","124.2553","0","0","276.2378"
"24094","-473.4618","1979.661","121.0549","0","0","330.3181"
"24096","-465.0347","1969.731","121.7806","0","0","338.2994"
"24097","-349.5938","1867.67","142.3147","0","0","62.52542"
"24098","-346.7274","1873.182","143.0898","0","0","62.85531"
"24099","-341.8889","1882.698","141.9451","0","0","59.14453"
"24100","-337.5833","1888.488","141.0048","0","0","46.48709"
"24101","-328.7309","1896.557","143.305","0","0","45.18096"
"24102","-321.4254","1904.748","142.3597","0","0","77.48071"
"24105","-345.9514","1874.394","146.0717","0","0","59.22532"
"24459","-422.5104","1860.233","140.2841","0","0","72.90022"
"24460","-413.0121","1891.108","130.967","0","0","73.95361"
"24461","-404.7847","1921.861","130.1297","0","0","63.62363"
"24462","-388.0816","1941.382","128.566","0","0","45.63657"
"24463","-360.6649","1966.972","130.5885","0","0","37.57158"
"24464","-352.4392","1968.802","136.6997","0","0","30.40245"
"24465","-346.5278","1975.267","137.523","0","0","57.91779"
"24468","-419.3056","1859.74","140.2164","0","0","73.27232"
"24469","-410.0347","1890.587","131.0139","0","0","74.86069"
"24470","-402.625","1921.392","130.1285","0","0","63.85985"
"24471","-385.4948","1940.59","128.566","0","0","45.21743"
"24472","-359.7813","1964.563","131.0521","0","0","36.66903"
"24473","-351.3246","1966.031","136.9462","0","0","30.78805"
"24474","-340.6962","1975.934","137.1184","0","0","44.54681"
"24475","-422.0851","1860.505","140.1855","0","0","73.27906"
"24476","-412.849","1891.25","130.9443","0","0","74.02942"
"24477","-404.5903","1921.635","130.1319","0","0","63.70188"
"24478","-387.8906","1941.754","128.566","0","0","45.86498"
"24479","-360.5868","1966.988","130.6111","0","0","37.36182"
"24480","-352.3455","1968.892","136.7396","0","0","27.58431"
"24481","-342.7153","1976.325","137.2029","0","0","26.40601"
"24482","-419.2934","1859.479","140.2732","0","0","73.16935"
"24483","-409.8906","1890.563","131.0139","0","0","74.87988"
"24484","-402.6181","1921.194","130.157","0","0","64.01894"
"24485","-385.1962","1941.236","128.566","0","0","45.11559"
"24486","-359.6701","1964.316","131.0694","0","0","36.21658"
"24487","-351.1441","1966.174","137.033","0","0","39.0579"
"24488","-344.2465","1976.832","137.0371","0","0","57.20255"
"24489","-424.974","1861.618","140.0665","0","0","72.47929"
"24490","-415.3507","1892.101","130.8247","0","0","73.75714"
"24491","-407.3854","1921.99","130.148","0","0","63.75782"
"24492","-390.4948","1942.521","128.566","0","0","45.51992"
"24493","-361.316","1968.903","130.1515","0","0","37.27651"
"24494","-353.5851","1970.615","135.9915","0","0","31.78486"
"24495","-347.9688","1977.174","136.538","0","0","44.65033"
"24496","-422.1163","1860.771","140.1225","0","0","73.0046"
"24497","-412.6945","1891.597","130.8843","0","0","74.47272"
"24498","-405.066","1922.139","130.1291","0","0","63.66337"
"24499","-387.8142","1941.858","128.566","0","0","44.78732"
"24500","-360.2344","1966.639","130.7552","0","0","37.27079"
"24501","-352.3524","1968.844","136.7396","0","0","44.76368"
"24502","-349.6736","1977.113","136.2357","0","0","48.64606"
"24503","-424.967","1861.754","140.0302","0","0","72.29302"
"24504","-415.1371","1892.542","130.8212","0","0","73.71082"
"24505","-407.2292","1922.455","130.1471","0","0","64.26877"
"24506","-390.9531","1942.722","128.6111","0","0","45.15312"
"24507","-360.8889","1969.043","130.2701","0","0","36.90878"
"24508","-353.4045","1970.924","136.0627","0","0","39.32241"
"24509","-351.2795","1976.915","136.002","0","0","51.39148"
"24510","-427.6545","1843.594","143.7624","0","0","64.50504"
"24511","-418.8142","1862.132","139.6076","0","0","65.24812"
"24512","-412.901","1875.594","135.0568","0","0","71.59779"
"24513","-410.6285","1886.736","131.8689","0","0","76.89229"
"24514","-408.0278","1896.523","130.7797","0","0","64.88306"
"24515","-403.625","1901.675","130.7761","0","0","49.48819"
"24516","-432.1389","1845.653","143.81","0","0","67.80176"
"24517","-422.9271","1863.76","139.3551","0","0","65.27641"
"24518","-417.6684","1877.08","134.8072","0","0","72.27261"
"24519","-415.224","1887.858","131.5283","0","0","68.8942"
"24520","-409.6545","1897.842","130.7851","0","0","56.49646"
"24521","-405.1771","1903.035","130.7761","0","0","49.23064"
"24522","-439.5","1835.276","144.134","0","0","51.40459"
"24523","-428.7899","1848.694","143.2111","0","0","57.5038"
"24524","-421.8195","1863.033","139.5033","0","0","68.35639"
"24525","-414.066","1885.8","132.111","0","0","77.72586"
"24526","-414.2535","1897.809","130.8065","0","0","108.2856"
"24527","-421.8594","1909.385","131.5949","0","0","129.275"
"24528","-436.3785","1924.865","133.8637","0","0","131.7841"
"24529","-449.9288","1940.797","134.1439","0","0","130.3811"
"24530","-446.2708","1831.661","144.4469","0","0","37.82788"
"24531","-433.5104","1841.569","143.927","0","0","48.81719"
"24532","-424.5486","1856.49","141.3163","0","0","63.52263"
"24533","-415.6337","1877.46","134.5964","0","0","71.09772"
"24534","-412.0972","1892.852","130.8494","0","0","76.7497"
"24535","-408.3871","1908.234","130.6244","0","0","75.64054"
"24536","-404.2292","1923.587","130.0236","0","0","68.82828"
"24537","-398.8733","1932.799","128.6705","0","0","64.32384"
"24538","-392.8212","1947.316","129.5568","0","0","67.74897"
"24539","-388.9028","1957.168","130.5769","0","0","72.5061"
"24540","-384.1094","1974.957","130.5726","0","0","74.91871"
"24541","-444.4479","1830.344","144.4761","0","0","37.09136"
"24542","-431.1111","1840.427","143.8576","0","0","49.19834"
"24543","-422.0729","1856.264","141.1615","0","0","63.54137"
"24544","-413.2361","1876.344","134.8559","0","0","71.79408"
"24545","-410.1875","1892.401","130.813","0","0","77.42543"
"24546","-406.2066","1907.858","130.6681","0","0","74.71808"
"24547","-402.0556","1922.163","130.0326","0","0","67.84089"
"24548","-396.467","1931.773","128.6519","0","0","64.23538"
"24549","-390.1701","1946.788","129.03","0","0","68.28825"
"24550","-386.6389","1956.455","129.8582","0","0","71.17053"
