Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown2_0,Unknown2_1,Unknown3,Unknown4,Unknown5_0,Unknown5_1,Unknown5_2,Unknown5_3,Unknown6,Unknown7_0,Unknown7_1,Unknown7_2,Unknown7_3,Unknown8_0,Unknown8_1,Unknown8_2,Unknown8_3,Unknown9,Unknown10_0,Unknown10_1,Unknown11,Unknown12,Unknown13
"30","0","0","0","0","0","0","0","0","1","1","Defias Brotherhood Traitor","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"31","0","0","0","0","0","0","0","0","1","1","Friendly","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"32","0","0","0","0","0","0","0","0","1","1","Trogg","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"33","0","0","0","0","0","0","0","0","1","1","Troll, Frostmane","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"34","0","0","0","0","0","0","0","0","1","1","Orc, Blackrock","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"35","0","0","0","0","0","0","0","0","1","1","Villian","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"36","0","0","0","0","0","0","0","0","1","1","Victim","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"37","0","0","0","0","0","0","0","0","1","1","Beast - Bear","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"38","0","0","0","0","0","0","0","0","1","1","Ogre","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"39","0","0","0","0","0","0","0","0","1","1","Kurzen's Mercenaries","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"40","0","0","0","0","0","0","0","0","1","1","Escortee","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"41","0","0","0","0","0","0","0","0","1","1","Venture Company","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"42","0","0","0","0","0","0","0","0","1","1","Beast - Raptor","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"43","0","0","0","0","0","0","0","0","1","1","Basilisk","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"44","0","0","0","0","0","0","0","0","1","1","Dragonflight, Green","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"45","0","0","0","0","0","0","0","0","1","1","Lost Ones","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"46","60819455","0","0","0","0","0","0","0","1","1"," Blacksmithing - Armorsmithing","","3000","0","0","0","29","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"47","18875465","33555378","4","0","3100","4294925296","4000","0","1","0.25","Ironforge","This Alliance capital is the pride of the Dun Morogh dwarves.  Home to King Magni.","42999","4294925296","42999","0","20","0","0","0","0","273","6","17","0","469","4","7","0","0","0"
"48","0","0","0","0","0","0","0","0","1","1","Dark Iron Dwarves","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"49","0","0","0","0","0","0","0","0","1","1","Human, Night Watch","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"50","0","0","0","0","0","0","0","0","1","1","Dragonflight, Red","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"51","0","0","0","0","0","0","0","0","1","1","Gnoll - Mosshide","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"52","0","0","0","0","0","0","0","0","1","1","Orc, Fel Dragonmaw","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"53","0","0","0","0","0","0","0","0","1","1","Gnome - Leper","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"54","18875405","33555378","64","0","3100","4294925296","4000","0","1","0.25","Gnomeregan","The former denizens of Gnomeregan, now living in New Tinkertown and in league with the Alliance.","42999","4294925296","42999","0","18","0","0","0","0","273","6","17","0","469","4","7","0","0","0"
"55","0","0","0","0","0","0","0","0","1","1","Leopard","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"56","0","0","0","0","0","0","0","0","1","1","Scarlet Crusade","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"57","0","0","0","0","0","0","0","0","1","1","Gnoll - Rothide","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"58","0","0","0","0","0","0","0","0","1","1","Beast - Gorilla","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"59","60819455","0","0","0","0","0","0","0","0","0","Thorium Brotherhood","The dwarves of the Thorium Brotherhood epitomize excellence in craftsmanship and are bent on unlocking the secrets of Blackrock Mountain.","42999","0","0","0","4","0","0","0","0","16","0","0","0","1118","5","5","0","0","0"
"60","0","0","0","0","0","0","0","0","1","1","Naga","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"61","0","0","0","0","0","0","0","0","1","1","Dalaran","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"62","0","0","0","0","0","0","0","0","1","1","Forlorn Spirit","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"63","0","0","0","0","0","0","0","0","1","1","Darkhowl","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"64","0","0","0","0","0","0","0","0","1","1","Grell","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"65","0","0","0","0","0","0","0","0","1","1","Furbolg","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"66","0","0","0","0","0","0","0","0","1","1","Horde Generic","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"67","33555378","18875469","0","0","3500","4294925296","0","0","0","0","Horde","","42999","4294925296","0","0","12","0","0","0","0","25","14","0","0","1118","5","5","0","0","0"
"68","33554850","18875469","16","512","500","4294925296","4000","3100","1","0.25","Undercity","Led by Sylvanas Windrunner, the Forsaken have joined a tenuous alliance with the Horde and established this capital in the vast depths under the Ruins of Lordaeron.","42999","4294925296","42999","42999","17","0","0","0","0","273","6","17","17","67","4","7","0","0","0"
"69","18875461","33555378","8","0","3100","4294925296","4000","0","1","0.25","Darnassus","This Alliance capital is populated by Night Elves and is located in the Island of Teldrassil.  Ruled by the Priestess of the Moon, Tyrande Whisperwind.","42999","4294925296","42999","0","21","0","0","0","0","273","6","17","0","469","4","7","0","0","0"
"70","60819455","0","0","0","4294957296","0","0","0","1","1","Syndicate","A primarily human criminal organization that operates mostly out of the Alterac Mountains and Hillsbrad Foothills.","0","0","0","0","6","0","0","0","0","2","0","0","0","0","5","5","0","0","0"
"71","0","0","0","0","0","0","0","0","1","1","Hillsbrad Militia","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"72","18875468","33555378","1","0","3100","4294925296","4000","0","1","0.25","Stormwind","One of the last bastions of human power, this Alliance capital is ruled by the prodigal king, Varian Wrynn.","42999","4294925296","42999","0","19","0","0","0","0","273","6","17","0","469","4","7","0","0","0"
"73","0","0","0","0","0","0","0","0","1","1","Demon","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"74","0","0","0","0","0","0","0","0","1","1","Elemental","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"75","0","0","0","0","0","0","0","0","1","1","Spirit","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"76","33554848","18875469","2","528","3100","4294925296","4000","500","1","0.25","Orgrimmar","Founded by Thrall, this Horde capital city is home to many of the proud orc clans of Durotar.","42999","4294925296","42999","42999","14","0","0","0","0","273","6","17","17","67","4","7","0","0","0"
"77","0","0","0","0","0","0","0","0","1","1","Treasure","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"78","0","0","0","0","0","0","0","0","1","1","Gnoll - Mudsnout","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"79","0","0","0","0","0","0","0","0","1","1","HIllsbrad, Southshore Mayor","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"80","0","0","0","0","0","0","0","0","1","1","Dragonflight, Black","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"81","33554818","18875469","528","32","3100","4294925296","500","4000","1","0.25","Thunder Bluff","Baine Bloodhoof leads his people, the proud Tauren, from this mighty Horde capital.","42999","4294925296","42999","42999","16","0","0","0","0","273","6","17","17","67","4","7","0","0","0"
"82","0","0","0","0","0","0","0","0","1","1","Troll, Witherbark","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"83","1791","0","0","0","2999","0","0","0","1","1"," Leatherworking - Elemental","","3000","0","0","0","23","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"84","0","0","0","0","0","0","0","0","1","1","Quilboar, Razormane","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"85","0","0","0","0","0","0","0","0","1","1","Quilboar, Bristleback","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"86","1791","0","0","0","2999","0","0","0","1","1"," Leatherworking - Dragonscale","","3000","0","0","0","22","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"87","60819455","0","0","0","4294960796","0","0","0","0","0","Bloodsail Buccaneers","These bloodthirsty corsairs are the bane of many a merchant in the high seas.  Sworn enemies of Booty Bay.","42999","0","0","0","0","0","0","0","0","2","0","0","0","1118","5","5","0","0","0"
"88","0","0","0","0","0","0","0","0","1","1","Blackfathom","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"89","0","0","0","0","0","0","0","0","1","1","Makrura","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"90","0","0","0","0","0","0","0","0","1","1","Centaur, Kolkar","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"91","0","0","0","0","0","0","0","0","1","1","Centaur, Galak","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"92","60819455","0","0","0","2000","0","0","0","0","0","Gelkis Clan Centaur","These centaur have made their home in the southern region of Desolace.  Mortal enemies of the Magram Centaur.","42999","0","0","0","2","0","0","0","0","2","0","0","0","1118","5","5","0","0","0"
"93","60819455","0","0","0","2000","0","0","0","0","0","Magram Clan Centaur","These centaur have made their home in the eastern region of Desolace.  Mortal enemies of the Gelkis Centaur.","42999","0","0","0","3","0","0","0","0","2","0","0","0","1118","5","5","0","0","0"
"94","0","0","0","0","0","0","0","0","1","1","Maraudine","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"108","0","0","0","0","0","0","0","0","1","1","Theramore","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"109","0","0","0","0","0","0","0","0","1","1","Quilboar, Razorfen","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"110","0","0","0","0","0","0","0","0","1","1","Quilboar, Razormane 2","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"111","0","0","0","0","0","0","0","0","1","1","Quilboar, Deathshead","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"128","0","0","0","0","0","0","0","0","1","1","Enemy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"148","0","0","0","0","0","0","0","0","1","1","Ambient","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"168","0","0","0","0","0","0","0","0","1","1","Nethergarde Caravan","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"169","60819455","0","0","0","500","0","0","0","0","0","Steamwheedle Cartel","","42999","0","0","0","10","0","0","0","0","12","0","0","0","1118","5","5","0","0","0"
"189","0","0","0","0","0","0","0","0","1","1","Alliance Generic","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"209","0","0","0","0","0","0","0","0","1","1","Nethergarde","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"229","0","0","0","0","0","0","0","0","1","1","Wailing Caverns","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"249","0","0","0","0","0","0","0","0","1","1","Silithid","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"269","0","0","0","0","0","0","0","0","1","1","Silvermoon Remnant","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"270","60819455","0","0","0","0","0","0","0","0","0","Zandalar Tribe","These trolls have come to Yojamba Isle in an effort to recruit help against the resurrected Blood God and his Atal'ai Priests in Zul'Gurub.","42999","0","0","0","51","0","0","0","0","16","0","0","0","1118","5","5","0","0","0"
"289","60819455","0","0","0","0","0","0","0","1","1"," Blacksmithing - Weaponsmithing","","3000","0","0","0","30","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"309","0","0","0","0","0","0","0","0","1","1","Scorpid","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"310","0","0","0","0","0","0","0","0","1","1","Beast - Bat","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"311","0","0","0","0","0","0","0","0","1","1","Titan","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"329","0","0","0","0","0","0","0","0","1","1","Taskmaster Fizzule","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"349","60819455","0","0","0","0","0","0","0","0","0","Ravenholdt","This guild of thieves and assassins welcomes only those of extraordinary prowess into its fold.  Sworn rivals of the Syndicate.","42999","0","0","0","5","0","0","0","0","0","0","0","0","1118","5","5","0","0","0"
"369","60819455","0","0","0","500","0","0","0","1","0.5","Gadgetzan","Capital of the Steamwheedle Cartel and home to goblinhood's finest engineers, alchemists and merchants.","42999","0","0","0","7","0","0","0","0","64","0","0","0","169","7","5","0","0","0"
"389","0","0","0","0","0","0","0","0","1","1","Gnomeregan Bug","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"409","0","0","0","0","0","0","0","0","1","1","Harpy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"429","0","0","0","0","0","0","0","0","1","1","Burning Blade","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"449","0","0","0","0","0","0","0","0","1","1","Shadowsilk Poacher","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"450","0","0","0","0","0","0","0","0","1","1","Searing Spider","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"469","23069773","33555378","0","0","3300","4294925296","0","0","0","0","Alliance","","42999","4294925296","0","0","11","0","0","0","0","25","14","0","0","1118","5","5","0","0","0"
"470","60819455","0","0","0","500","0","0","0","1","0.5","Ratchet","Part of the Steamwheedle Cartel, this goblin city provides a neutral haven for those that wish to trade goods and services in the Barrens.","42999","0","0","0","9","0","0","0","0","64","0","0","0","169","7","5","0","0","0"
"489","0","0","0","0","0","0","0","0","1","1","Goblin, Dark Iron Bar Patron","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"509","18875469","33555378","0","0","0","4294925296","0","0","0","0","The League of Arathor","The League of Arathor seeks to reclaim the lost land of Arathi Basin for their benefactors in Stormwind.","42999","4294925296","0","0","53","0","0","0","0","16","2","0","0","891","5","5","0","0","0"
"510","33555378","18875469","0","0","0","4294925296","0","0","0","0","The Defilers","The Defilers seek to claim Arathi Basin's valuable resources for the Horde.","42999","4294925296","0","0","52","0","0","0","0","16","2","0","0","892","5","5","0","0","0"
"511","0","0","0","0","0","0","0","0","1","1","Giant","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"529","60819455","0","0","0","200","0","0","0","0","0","Argent Dawn","An organization focused on protecting Azeroth from the threat of the Scourge.  Strongholds of the Argent Dawn can be found in the Eastern and Western Plaguelands.","42999","0","0","0","13","0","0","0","0","0","0","0","0","1118","5","5","0","0","0"
"530","33554722","18875469","528","128","3100","4294925296","500","4000","1","0.25","Darkspear Trolls","This tribe of exiled trolls has joined forces with Thrall and the Horde.  They now call Durotar their home, which they share with their orc allies.","42999","4294925296","42999","42999","15","0","0","0","0","273","6","17","17","67","4","7","0","0","0"
"531","0","0","0","0","0","0","0","0","1","1","Dragonflight, Bronze","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"532","0","0","0","0","0","0","0","0","1","1","Dragonflight, Blue","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"549","1791","0","0","0","2999","0","0","0","1","1"," Leatherworking - Tribal","","3000","0","0","0","24","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"550","1791","0","0","0","2999","0","0","0","1","1"," Engineering - Goblin","","3000","0","0","0","26","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"551","1791","0","0","0","2999","0","0","0","1","1"," Engineering - Gnome","","3000","0","0","0","25","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"569","1791","0","0","0","0","0","0","0","1","1"," Blacksmithing - Hammersmithing","","3000","0","0","0","33","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"570","1791","0","0","0","0","0","0","0","1","1"," Blacksmithing - Axesmithing","","3000","0","0","0","31","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"571","1791","0","0","0","0","0","0","0","1","1"," Blacksmithing - Swordsmithing","","3000","0","0","0","32","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"572","0","0","0","0","0","0","0","0","1","1","Troll, Vilebranch","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"573","0","0","0","0","0","0","0","0","1","1","Southsea Freebooters","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"574","60819455","0","0","0","0","0","0","0","1","1","Caer Darrow","","42999","0","0","0","34","0","0","0","0","4","0","0","0","0","5","5","0","0","0"
"575","0","0","0","0","0","0","0","0","1","1","Furbolg, Uncorrupted","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"576","60819455","0","0","0","4294964396","0","0","0","0","0","Timbermaw Hold","As the last uncorrupted furbolg tribe, the Timbermaw seek to preserve their spiritual ways and end the suffering of their brethren.","42999","0","0","0","35","0","0","0","0","0","0","0","0","1118","5","5","0","0","0"
"577","60819455","0","0","0","500","0","0","0","1","0.5","Everlook","This trading post is run by the goblins of the Steamwheedle Cartel and it sits in the crossroads of Winterspring's main trade routes.","42999","0","0","0","28","0","0","0","0","64","0","0","0","169","7","5","0","0","0"
"589","33555378","18875469","0","0","4294925296","0","0","0","1","1","Wintersaber Trainers","This small group of reclusive night elves raises and trains wintersabers in the Winterspring area.","4294925296","42999","0","0","27","0","0","0","0","6","0","0","0","0","5","5","0","0","0"
"609","60819455","60817576","0","0","0","2000","0","0","0","0","Cenarion Circle","The druids of Cenarion Circle are guardians of nature and make their home in tranquil Moonglade.","42999","42999","0","0","36","3071","1024","0","0","16","16","0","0","1118","5","5","0","0","0"
"629","0","0","0","0","0","0","0","0","1","1","Shatterspear Trolls","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"630","0","0","0","0","0","0","0","0","1","1","Ravasaur Trainers","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"649","0","0","0","0","0","0","0","0","1","1","Majordomo Executus","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"669","0","0","0","0","0","0","0","0","1","1","Beast - Carrion Bird","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"670","0","0","0","0","0","0","0","0","1","1","Beast - Cat","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"671","0","0","0","0","0","0","0","0","1","1","Beast - Crab","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"672","0","0","0","0","0","0","0","0","1","1","Beast - Crocilisk","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"673","0","0","0","0","0","0","0","0","1","1","Beast - Hyena","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"674","0","0","0","0","0","0","0","0","1","1","Beast - Owl","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"675","0","0","0","0","0","0","0","0","1","1","Beast - Scorpid","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"676","0","0","0","0","0","0","0","0","1","1","Beast - Tallstrider","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"677","0","0","0","0","0","0","0","0","1","1","Beast - Turtle","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"678","0","0","0","0","0","0","0","0","1","1","Beast - Wind Serpent","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"679","0","0","0","0","0","0","0","0","1","1","Training Dummy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"689","0","0","0","0","0","0","0","0","1","1","Dragonflight, Black - Bait","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"709","0","0","0","0","0","0","0","0","1","1","Battleground Neutral","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"729","33555378","18875469","0","0","0","4294925296","0","0","0","0","Frostwolf Clan","The Frostwolf Clan seeks to drive out the dwarves of the Stormpike Expedition from Alterac Valley.","42999","4294925296","0","0","41","0","0","0","0","16","6","0","0","892","5","5","0","0","0"
"730","18875469","33555378","0","0","0","4294925296","0","0","0","0","Stormpike Guard","The Stormpike Dwarves have set up residence in Alterac Valley, where they're locked in battle with the Frostwolf Orcs.","42999","4294925296","0","0","40","0","0","0","0","16","6","0","0","891","5","5","0","0","0"
"749","60819455","0","0","0","0","0","0","0","0","0","Hydraxian Waterlords","These elementals have made their home on the islands east of Azshara.  Sworn enemies of the armies of Ragnaros.","42999","0","0","0","42","0","0","0","0","0","0","0","0","1118","5","5","0","0","0"
"750","0","0","0","0","0","0","0","0","1","1","Sulfuron Firelords","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"769","0","0","0","0","0","0","0","0","1","1","Gizlock's Dummy","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"770","0","0","0","0","0","0","0","0","1","1","Gizlock's Charm","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"771","0","0","0","0","0","0","0","0","1","1","Gizlock","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
"789","0","0","0","0","0","0","0","0","1","1","Moro'gai","","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","5","5","0","0","0"
