Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"781","Chonmage","","1","0","2","0","2"
"782","Crest","","1","0","2","0","3"
"783","Chonmage Long","","1","0","2","0","4"
"784","Braided","","1","0","2","0","5"
"785","Tail","","1","0","2","0","6"
"794","Clean","","0.75","2","2","0","0"
"795","Rough","","0.75","2","2","0","1"
"796","Groomed Beard","","0.75","2","2","0","2"
"797","Cropped Beard","","0.75","2","2","0","3"
"798","Wild Beard","","0.75","2","2","0","4"
"799","Thick Braid","","0.75","2","2","0","5"
"800","Twin Braids","","0.75","2","2","0","6"
"801","Chop Braids","","0.75","2","2","0","7"
"802","Thin Braid","","0.75","2","2","0","8"
"803","Chops","","0.75","2","2","0","9"
"804","Tufts","","0.75","2","2","0","10"
"831","Horned","","1","0","6","1","0"
"832","Low","","1","0","6","1","1"
"833","Long","","1","0","6","1","2"
"834","Upturned","","1","0","6","1","3"
"835","Small","","1","0","6","1","4"
"836","Wide","","1","0","6","1","5"
"837","Buffalo","","1","0","6","1","6"
"841","Maned","","0.75","2","6","1","0"
"842","Braids","","0.75","2","6","1","1"
"843","Loops","","0.75","2","6","1","2"
"844","Tails","","0.75","2","6","1","3"
"845","Tufts","","0.75","2","6","1","4"
"861","Long","","1","0","4","1","0"
"862","Loose Tail","","1","0","4","1","1"
"863","Short","","1","0","4","1","2"
"864","High Tail","","1","0","4","1","3"
"865","Braided Tails","","1","0","4","1","4"
"866","Short Tail","","1","0","4","1","5"
"867","Braided Tail","","1","0","4","1","6"
"876","Bear","","0.75","2","4","1","0"
"877","Blades","","0.75","2","4","1","1"
"878","Crane","","0.75","2","4","1","2"
"879","Leaf","","0.75","2","4","1","3"
"880","Claws","","0.75","2","4","1","4"
"881","Wings","","0.75","2","4","1","5"
"882","Serpent","","0.75","2","4","1","6"
"883","Owl","","0.75","2","4","1","7"
"884","Shadow","","0.75","2","4","1","8"
"885","No Tattoo","","0.75","2","4","1","9"
"911","Bald","","1","0","8","0","0"
"912","Receding","","1","0","8","0","1"
"913","Crest","","1","0","8","0","2"
"914","Windswept","","1","0","8","0","3"
"915","Topknot","","1","0","8","0","4"
"916","Tail","","1","0","8","0","5"
"927","Tusked","","0.75","2","8","0","0"
"928","Gougers","","0.75","2","8","0","1"
"929","Mammoth","","0.75","2","8","0","2"
"930","Upturned","","0.75","2","8","0","3"
"931","Bridle","","0.75","2","8","0","4"
"932","Tusked Mask","","0.75","2","8","0","5"
"933","Warpaint Gougers","","0.75","2","8","0","6"
"934","Striped Mammoth","","0.75","2","8","0","7"
"935","Painted Upturned","","0.75","2","8","0","8"
"936","Painted Bridle","","0.75","2","8","0","9"
"937","Spotted Mammoth","","0.75","2","8","0","10"
"965","Braids","","1","0","8","1","0"
"966","High Tail","","1","0","8","1","1"
"967","Swept Braids","","1","0","8","1","2"
"968","Topknot","","1","0","8","1","3"
"969","Braided Crest","","1","0","8","1","4"
"980","Nibblers","","0.75","2","8","1","0"
"981","Short","","0.75","2","8","1","1"
"982","Straight","","0.75","2","8","1","2"
"983","Upturned","","0.75","2","8","1","3"
"984","Long","","0.75","2","8","1","4"
"985","Oni","","0.75","2","8","1","5"
"1012","Prince","","1","0","1","0","12"
"1013","Spikes","","1","0","1","0","13"
"1014","Swept","","1","0","1","0","14"
"1015","Foxtail","","1","0","1","0","15"
"1016","Slicked","","1","0","1","0","16"
"1017","Styled","","1","0","10","1","14"
"1018","Elaborate","","1","0","10","1","15"
"1019","Nape","","1","0","10","1","16"
"1020","Boar Tails","","1","0","10","1","17"
"1021","Bangs","","1","0","10","1","18"
"1022","Unpierced","","0.75","2","10","1","0"
"1029","Mane","","1","0","10","0","11"
"1030","Chonmage Braids","","1","0","10","0","12"
"1031","Tail","","1","0","10","0","13"
"1032","Windswept","","1","0","10","0","14"
"1033","Chonmage Long","","1","0","10","0","15"
"1034","Spiked","","1","0","11","0","9"
"1035","Backspike","","1","0","11","0","10"
"1036","Horned Foxtail","","1","0","11","0","11"
"1037","Topknot","","1","0","11","0","12"
"1038","Emo","","1","0","11","0","13"
"1039","Hairband","","1","0","11","1","11"
"1040","Trouble","","1","0","11","1","12"
"1041","Shy","","1","0","11","1","13"
"1042","High Tail","","1","0","11","1","14"
"1043","Soaked","","1","0","11","1","15"
"1044","Barbarian","","1","0","3","0","11"
"1045","Soldier","","1","0","3","0","12"
"1046","Scholar","","1","0","3","0","13"
"1047","Laurel Wreath","","1","0","3","0","14"
"1048","Fabulous","","1","0","3","0","15"
"1049","Bun","","1","0","3","1","14"
"1050","Flirty","","1","0","3","1","15"
"1051","Waved Bob","","1","0","3","1","16"
"1052","Braided Tails","","1","0","3","1","17"
"1053","Braided Tail","","1","0","3","1","18"
"1054","Windswept","","1","0","7","0","7"
"1055","Shaggy","","1","0","7","0","8"
"1056","Mohawk","","1","0","7","0","9"
"1057","Loose","","1","0","7","0","10"
"1058","Wild","","1","0","7","0","11"
"1059","Short","","1","0","7","1","7"
"1060","Cute","","1","0","7","1","8"
"1061","Tail","","1","0","7","1","9"
"1062","Looped","","1","0","7","1","10"
"1063","Tied","","1","0","7","1","11"
"1064","Slicked","","1","0","1","1","19"
"1065","Styled","","1","0","1","1","20"
"1066","Curled","","1","0","1","1","21"
"1067","Raquel","","1","0","1","1","22"
"1068","Simple","","1","0","1","1","23"
"1069","Short Braided Tail","","1","0","4","0","7"
"1070","Wild","","1","0","4","0","8"
"1071","Braided Tail","","1","0","4","0","9"
"1072","Mohawk","","1","0","4","0","10"
"1073","Long Braided Tail","","1","0","4","0","11"
"1074","Hairband","","1","0","4","1","7"
"1075","Soaked","","1","0","4","1","8"
"1076","Tomboy","","1","0","4","1","9"
"1077","Gathered","","1","0","4","1","10"
"1078","Looped","","1","0","4","1","11"
"1079","Spiked","","1","0","2","0","7"
"1080","Mohawk","","1","0","2","0","8"
"1081","Slicked Topknot","","1","0","2","0","9"
"1082","Long","","1","0","2","0","10"
"1083","Wild","","1","0","2","0","11"
"1084","Wild","","1","0","2","1","8"
"1085","Styled","","1","0","2","1","9"
"1086","Tomboy","","1","0","2","1","10"
"1087","Flipped","","1","0","2","1","11"
"1088","Tipped","","1","0","6","0","8"
"1089","Curled","","1","0","6","0","9"
"1090","Capped","","1","0","6","0","10"
"1091","Lyre","","1","0","6","0","11"
"1092","Ringed","","1","0","6","0","12"
"1093","Charger","","1","0","6","1","7"
"1094","Snapped","","1","0","6","1","8"
"1095","Gougers","","1","0","6","1","9"
"1096","Close","","1","0","6","1","10"
"1097","Stubs","","1","0","6","1","11"
"1098","Braids","","1","0","8","0","6"
"1099","Plume","","1","0","8","0","7"
"1100","Scruffy","","1","0","8","0","8"
"1101","Mohawk","","1","0","8","0","9"
"1102","Jungle Flower","","1","0","8","1","5"
"1103","Wrapped Braid","","1","0","8","1","6"
"1104","Mohawk","","1","0","8","1","7"
"1105","Mota","","1","0","8","1","8"
"1106","Fauxhawk","","1","0","8","1","9"
"1107","Swept","","1","0","5","0","10"
"1108","Monk","","1","0","5","0","11"
"1109","High","","1","0","5","0","12"
"1110","Barbarian","","1","0","5","0","13"
"1111","Short","","1","0","5","0","14"
"1112","Boar Tails","","1","0","5","1","10"
"1113","Parted","","1","0","5","1","11"
"1114","Short","","1","0","5","1","12"
"1115","Unkept","","1","0","5","1","13"
"1116","Sprouts","","1","0","5","1","14"
"1117","Long","","1","0","2","1","12"
"1120","","","0.5","3","6","0","0"
"1121","","","0.5","3","6","0","1"
"1122","","","0.5","3","6","0","2"
"1123","","","0.5","3","6","0","3"
"1124","","","0.5","3","6","0","4"
"1125","","","0.5","3","6","0","5"
"1126","","","0.5","3","6","0","6"
"1127","","","0.5","3","6","0","7"
"1128","","","0.5","3","6","0","8"
"1129","","","0.5","3","6","0","9"
"1130","","","0.5","3","6","0","10"
"1131","","","0.5","3","6","0","11"
"1132","","","0.5","3","6","0","12"
"1133","","","0.5","3","6","0","13"
"1134","","","0.5","3","6","0","14"
"1135","","","0.5","3","6","0","15"
"1136","","","0.5","3","6","0","16"
"1137","","","0.5","3","6","0","17"
"1138","","","0.5","3","6","0","18"
"1139","","","0.5","3","6","1","0"
"1140","","","0.5","3","6","1","1"
"1141","","","0.5","3","6","1","2"
"1142","","","0.5","3","6","1","3"
"1143","","","0.5","3","6","1","4"
"1144","","","0.5","3","6","1","5"
"1145","","","0.5","3","6","1","6"
"1146","","","0.5","3","6","1","7"
"1147","","","0.5","3","6","1","8"
"1148","","","0.5","3","6","1","9"
"1149","","","0.5","3","6","1","10"
"1150","Beaded Tails","","1","0","22","0","0"
"1151","Wild","","1","0","22","0","1"
"1152","Chops","","1","0","22","0","2"
"1153","Scruffy","","1","0","22","0","3"
"1154","Beaded Tufts","","1","0","22","0","5"
"1155","Clean","","0.75","2","22","0","0"
"1156","Mane","","1","0","22","1","0"
"1157","Clean","","0.75","2","22","1","0"
"1158","Topknot","","1","0","9","0","0"
"1159","Troublemaker","","1","0","9","0","1"
"1160","Mutton Tail","","1","0","9","0","2"
"1161","Greaser","","1","0","9","0","3"
"1162","Corsair","","1","0","9","0","4"
"1163","Topknot n' Mutton","","1","0","9","0","5"
"1164","Boing","","1","0","9","0","6"
"1165","Mohawk","","1","0","9","0","7"
"1166","Grump","","1","0","9","0","8"
"1167","Chonmage","","1","0","9","0","9"
"1168","Boltburns","","1","0","9","0","10"
"1169","Skeevy","","1","0","9","0","11"
"1170","The Executive","","1","0","9","0","12"
"1171","Scruffy","","1","0","9","0","13"
"1172","Roguish","","1","0","9","0","14"
"1173","Bolty","","1","0","9","0","15"
"1174","Topknot n' Boltburns","","1","0","9","0","16"
"1175","Scruffy Chonmage","","1","0","9","0","17"
"1176","Bald","","1","0","9","0","18"
"1177","Septum Ring","","0.75","2","9","0","0"
"1178","Nose Rings","","0.75","2","9","0","1"
"1179","Nose Ring","","0.75","2","9","0","2"
"1180","Simple","","0.75","2","9","0","3"
"1181","Flappy","","0.75","2","9","0","4"
"1182","Tall","","0.75","2","9","0","5"
"1183","Droopy Tips","","0.75","2","9","0","6"
"1184","Upper Rings","","0.75","2","9","0","7"
"1185","Studs","","0.75","2","9","0","8"
"1186","Rings n' Studs","","0.75","2","9","0","9"
"1187","Pierced","","0.75","2","9","0","10"
"1188","Boar Tails","","1","0","9","1","0"
"1189","Full Tilt","","1","0","9","1","1"
"1190","Twin Tufts","","1","0","9","1","2"
"1191","Upswept","","1","0","9","1","3"
"1192","Curly-Cute","","1","0","9","1","4"
"1193","Fauxhawk","","1","0","9","1","5"
"1194","Belle Bell","","1","0","9","1","6"
"1195","Bangs n' Tufts","","1","0","9","1","7"
"1196","Peek-A-Boo","","1","0","9","1","8"
"1197","Bad Girl","","1","0","9","1","9"
"1198","Kooky","","1","0","9","1","10"
"1199","Tough Girl","","1","0","9","1","11"
"1200","The Cupcake","","1","0","9","1","12"
"1201","Elegance","","1","0","9","1","13"
"1202","Naughty","","1","0","9","1","14"
"1203","Trifecta","","1","0","9","1","15"
"1204","Chavvy","","1","0","9","1","16"
"1205","Tall","","0.75","2","9","1","0"
"1206","Perky","","0.75","2","9","1","1"
"1207","Simple","","0.75","2","9","1","2"
"1208","Onyx n' Rings","","0.75","2","9","1","3"
"1209","Rings","","0.75","2","9","1","4"
"1210","The Bone","","0.75","2","9","1","5"
"1211","The Beak","","0.75","2","9","1","6"
"1212","Studs","","0.75","2","9","1","7"
"1213","Hoop","","0.75","2","9","1","8"
"1214","Skull","","0.75","2","9","1","9"
"1215","Tall Rings","","0.75","2","9","1","10"
"1223","","","0.5","3","6","1","11"
"1224","","","0.5","3","6","1","12"
"1225","","","0.5","3","6","1","13"
"1226","","","0.5","3","6","0","19"
"1227","","","0.5","3","6","0","20"
"1228","","","0.5","3","6","0","21"
"1229","Wrapped Tails","","1","0","22","0","4"
"1230","Short Tufts","","1","0","22","0","6"
"1231","Braided Tails","","1","0","22","0","7"
"1232","Quartet","","1","0","22","0","8"
"1233","Spikes","","1","0","22","0","9"
"1234","Long Braids","","1","0","22","0","10"
"1237","Grizzled","","0.75","2","22","0","1"
"1238","Tuft","","0.75","2","22","0","2"
"1239","Goatee","","0.75","2","22","0","3"
"1240","Bead","","0.75","2","22","0","4"
"1241","Gnawed","","0.75","2","22","0","5"
"1242","Ragged","","0.75","2","22","0","6"
"1243","Twin Tufts","","0.75","2","22","0","7"
"1244","Lopsided","","0.75","2","22","0","8"
"1287","Fuzzy","","0.75","2","22","1","1"
"1288","Alert","","0.75","2","22","1","2"
"1289","Pointed Pointer","","0.75","2","22","1","3"
"1290","Rounded Pointer","","0.75","2","22","1","4"
"1291","Large","","0.75","2","22","1","5"
"1292","Wide","","0.75","2","22","1","6"
"1293","Tufted","","0.75","2","22","1","7"
"1294","Tall","","0.75","2","22","1","8"
"1295","Scruffy","","0.75","2","22","1","9"
"1296","Small","","0.75","2","22","1","10"
"1297","Flopped","","0.75","2","22","1","11"
"1299","Beaded","","1","0","22","1","1"
"1300","Bangs","","1","0","22","1","2"
"1301","Styled","","1","0","22","1","3"
"1302","Salted Tail","","1","0","22","1","4"
"1303","Salted Mane","","1","0","22","1","5"
"1304","Long Braids","","1","0","22","1","6"
"1305","Full","","1","0","22","1","7"
"1306","Short Braids","","1","0","22","1","8"
"1307","Thin Braids","","1","0","22","1","9"
"1308","Full Bangs","","1","0","22","1","10"
"1309","Full Braids","","1","0","22","1","11"
"1310","Long Mane","","1","0","22","1","12"
"1311","Left Tail","","1","0","22","1","13"
"1312","Twin Tails","","1","0","22","1","14"
"1314","","","0.5","3","22","0","0"
"1315","","","0.5","3","22","0","1"
"1316","","","0.5","3","22","0","2"
"1317","","","0.5","3","22","0","3"
"1318","","","0.5","3","22","0","4"
"1319","","","0.5","3","22","1","0"
"1320","","","0.5","3","22","1","1"
"1321","","","0.5","3","22","1","2"
"1322","","","0.5","3","22","1","3"
"1323","","","0.5","3","22","1","4"
"1324","","","0.5","3","22","1","5"
"1325","","","0.5","3","22","1","6"
"1326","","","0.5","3","22","1","7"
"1327","","","0.5","3","22","1","8"
"1328","","","0.5","3","22","1","9"
"1329","","","0.5","3","22","1","10"
"1330","","","0.5","3","22","1","11"
"1331","Scruffy Braids","","1","0","22","0","11"
"1332","Mane","","1","0","22","0","12"
"1367","Short","","1","0","10","0","16"
"1368","Braided Tail","","1","0","10","1","19"
"1369","Slicked","","1","0","11","1","16"
"1370","Wings","","1","0","3","1","19"
"1371","Sassy Buns","","1","0","3","1","20"
"1372","Triple Knots","","1","0","3","0","16"
"1373","Tousled","","1","0","3","0","17"
"1374","Combover","","1","0","3","0","18"
"1375","Bangs & Braids","","1","0","7","1","12"
"1376","Punky","","1","0","7","1","13"
"1377","The Curl","","1","0","7","0","12"
"1378","Blade's Edge","","1","0","7","0","13"
"1379","Fauxhawk","","1","0","7","0","14"
"1380","Sassy Buns","","1","0","4","1","12"
"1381","Sassy Tails","","1","0","4","1","13"
"1382","Bangs","","1","0","2","1","13"
"1384","Braided Hawk","","1","0","2","1","14"
"1385","Wedge","","1","0","2","0","12"
"1386","High","","1","0","6","1","12"
"1387","Omega","","1","0","6","1","13"
"1388","Backswept","","1","0","6","1","14"
"1389","Sticks & Stones","","1","0","8","1","10"
"1390","Backblown","","1","0","8","1","11"
"1391","Balding Braids","","1","0","8","0","10"
"1392","Dragon's Crest","","1","0","8","0","11"
"1393","Falling Fauxhawk","","1","0","8","0","12"
