Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14
"766","54384","0.349066","0.349066","30","30","0","0","0","0","0","0","19.29","0","0","1"
"781","54405","-0.349066","1.570796","50","55.48","0","0.017453","0","0","0","0","6.29","0","0","1"
"841","54905","0.785398","0.785398","19","19","0","0","0","0","0","0","19.29","0","0","1"
"862","53114","-0.7853982","0.1745329","80","80","0","0","0","0","0","0","19.29","0","0","1"
"903","55812","0","0","50","55.48","0","0","0","0","0","0","9.29","0","0","1"
"923","55987","-0.7853982","0.1745329","80","80","0","0","0","0","0","0","19.29","0","0","1"
"944","56570","0","0","75","75","0","0","0","0","0","0","0","3","12","17"
"945","56686","0.261799","0.261799","60","60","0","0","0","0","0","0","19.29","0","0","1"
"982","49761","0","0.523599","30","40","0","0","0","0","0","0","9","0","0","1"
"1002","49814","-0.698132","-1.047198","30","40","0","0","0","0","0","0","19.29","0","0","1"
"1003","49839","0","0.872665","15","20","0","0","0","0","0","0","19.29","0","0","1"
"1004","57375","0","0.872665","15","20","0","0","0","0","0","0","19.29","0","0","1"
"1005","57382","0.698132","0.872665","60","70","0","0","0","0","0","0","19.29","0","0","1"
"1006","57385","0","0","100","100","0","0","0","0","0","0","0","1.5","0","1"
"1007","57412","0","0","50","50","0","0","0","0","0","0","0","1.2","0","1"
"1022","57606","-0.2617994","1.570796","45","45","0","0","0","0","0","0","30","0","0","1"
"1023","57609","-0.2617994","1.047198","65","65","0","0","0","0","0","0","40","0","0","1"
"1024","57618","0.5235988","1.570796","65","65","0","0","0","0","0","0","30","0","0","1"
"1062","59059","0","0","30","30","0","0","0","0","0","0","25.29","90","0","1"
"1102","59622","0","0","90","90","0","0","0","0","0","0","0","1.5","0","1"
"1182","60287","0","0","90","90","0","0","0","0","0","0","0","1.5","0","1"
"1222","60783","0.698132","0.872665","30","40","0","0","0","0","0","0","19.29","0","0","1"
"1342","62324","0.523599","1.570796","25","90","0","0","0","0","0","0","19.29","0","0","19"
"1364","62358","-0.261799","1.047198","65","65","0","0","0","0","0","0","40","0","5","17"
"1365","62359","-0.523599","1.047198","120","120","0","0","-0.191986","-0.191986","0","0","0","2","5","17"
"1382","62394","0.523599","1.047198","65","65","0","0","0","0","0","0","40","0","0","1"
"1402","62490","0.523599","1.570796","65","65","0","0","0","0","0","0","30","0","0","17"
"1422","62634","0","1.570796","20","90","0","0","-0.087266","-0.087266","0","0","19","0","3","17"
"1442","62645","0.087266","0.087266","90","90","0","0","0","0","0","0","80","0","0","1"
"1482","63045","-0.261799","1.047198","65","65","0","0","0","0","0","0","40","0","0","1"
"1522","47434","0","0","75","75","0","0","0","0","0","0","0","1.15","4","17"
"1523","63507","0","0","100","100","0","0","0","0","0","0","0","1","4","17"
"1642","64664","0","0","75","75","0","0","0","0","0","0","0","4","4","17"
"1662","64693","0.523599","1.047198","65","65","0","0","0","0","0","0","40","0","0","1"
"1682","62306","0.523599","1.570796","65","65","0","0","0","0","0","0","30","0","0","17"
"1702","64979","-0.523599","1.047198","120","120","0","0","-0.191986","-0.191986","0","0","0","2","5","17"
"1762","60288","0","0","320","320","0","0","0","0","0","0","0","1","10","17"
"1802","66186","-0.2617994","1.570796","60","60","0","0","0","0","0","0","30","0","0","1"
"1824","66218","0.698132","0.872665","60","60","0","0","0","0","0","0","19.4","0","0","3"
"1863","66456","0.8726646","0.8726646","65","65","0","0","0","0","0","0","19.29","0","0","1"
"1882","66518","-0.2617994","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"1902","66529","-0.2617994","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"1922","66541","-0.2617994","0.7853982","35","45","0","0","0","0","0","0","19.29","0","0","1"
"1962","67034","0.8726646","0.8726646","65","65","0","0","0","0","0","0","19.29","0","0","1"
"1982","67200","0.8726646","0.8726646","65","65","0","0","0","0","0","0","19.29","0","0","1"
"2002","67279","0.872665","0.872665","100","100","0","0","0","0","0","0","8","0","0","1"
"2022","67440","-0.2617994","1.570796","60","60","0","0","0","0","0","0","30","0","0","1"
"2023","67452","-0.2617994","0.7853982","35","45","0","0","0","0","0","0","19.29","0","0","1"
"2024","67461","-0.2617994","1.047198","65","65","0","0","0","0","0","0","40","0","0","1"
"2142","68659","0.6981317","0.8726646","60","60","0","0","0","0","0","0","19.4","0","0","3"
"2222","69280","1.22173","1.5708","65","65","0","0","0","0","0","0","30","0","0","1"
"2264","69401","-0.261799","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"2282","69435","0.698132","0.872665","30","40","0","0","0","0","0","0","19.29","0","0","1"
"2462","69992","0.05235988","0.05235988","40","40","0","0","0","0","0","0","0","4","1.5","33"
"2482","70051","0.5235988","0.5235988","30","30","0","0","0","0","0","0","0","10","50","49"
"2503","70174","-0.261799","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"2603","70732","0","0","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2605","70735","0","0","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2606","70736","0","0","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2607","70741","0","0","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2608","70742","0.087266","0.087266","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2671","72013","0.872665","0.872665","60","70","0","0","0","0","0","0","8","2","0","1"
"2672","72051","0.698132","0.872665","30","40","0","0","0","0","0","0","19.29","2","0","1"
"2673","72206","-0.523599","1.5708","90","90","0","0","0","0","0","0","30","4","3","1"
"2674","70172","-0.261799","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"2675","69399","-0.261799","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"2681","72339","-0.523599","1.570796","90","90","0","0","0","0","0","0","30","0","0","33"
"2693","73257","-0.5235988","1.5708","90","90","0","0","0","0","0","0","30","0","0","33"
"2694","59733","0","1.570796","30","40","0","0","0","0","0","0","19.29","0","0","1"
"2702","48766","0.523599","0.523599","120","120","0","0","0","0","0","0","1","0.5","4","17"
"2704","48619","0.6981317","0.8726646","120","120","0","0","0","0","0","0","19.29","2","5","17"
"2706","49315","-0.3490658","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","1"
"2710","73456","0","0","1000","1000","0","0","0","0","0","0","0","0.02","5","17"
"2713","75043","-0.261799","1.047198","65","65","0","0","0","0","0","0","40","0","0","17"
"2715","75139","-0.2617994","1.047199","65","65","0","0","0","0","0","0","40","0","0","17"
"2717","75561","-0.523599","1.570796","90","90","0","0","0","0","0","0","30","0","0","33"
"2718","75635","-0.523599","1.570796","90","90","0","0","0","0","0","0","30","0","0","33"
"2719","75560","-0.523599","1.570796","90","90","0","0","0","0","0","0","30","0","0","33"
"2720","75637","-0.7853982","0.1745329","50","50","0","0","0","0","0","0","19.29","0","0","17"
"2721","75776","-1.570796","1.570796","65","65","0","0","0","0","0","0","0","0.25","0","1"
"2723","75794","0","0","25","25","0","0","0","0","0","0","0","1","0","17"
"2726","75862","0.174533","0.174533","65","65","0","0","0","0","0","0","8","0","0","1"
"2730","76845","0","0","40","40","0","0","0","0","0","0","0","1","0","1"
"2750","77743","0.872665","0.872665","65","65","0","0","0","0","0","0","19.29","3","0","1"
"2751","77744","0.8726646","0.8726646","65","65","0","0","0","0","0","0","19.29","3","0","1"
"2752","78295","0","0","240","240","0","0","0","0","0","0","0","1","10","17"
"2753","78371","0.523599","1.570796","65","65","0","0","0","0","0","0","30","0","0","17"
"2754","78825","0","0","200","200","0","0","0","0","0","0","0","0.5","5","17"
"2757","79222","0","0","40","40","0","0","0","0","0","0","19.29","0.75","3","16"
"2759","79247","-0.523599","1.5708","90","90","0","0","0","0","0","0","0","1.5","3","17"
"2836","81506","0","1.5708","80","80","0","0","0","0","0","0","19.29","0","5","49"
"2837","81541","0","1.5708","80","80","0","0","0","0","0","0","19.29","0","5","49"
"2879","82294","0","0.785398","1","100","0","0","0","0","0","0","30","4","3","1"
"2924","84562","0.523599","1.5708","65","65","0","0","0","0","0","0","30","0","5","17"
"2925","84575","0","0","240","240","0","0","0","0","0","0","0","0.6","5","17"
"2928","84875","0.0872659","0.0872659","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2929","84876","0.0872659","0.0872659","55","55","0","0","0","0","0","0","19.29","0","0","17"
"2932","85123","0.785398","1.0472","20","20","0","0","0","0","0","0","40","0","0","1"
"2941","87985","-0.523599","1.5708","90","90","0","0","0","0","0","0","0","1.5","3","16"
"2942","88074","0","0","30","30","0","0","0","0","0","0","0","1","0","1"
"2943","88650","0.08726646","0.1745329","120","120","0","0","-0.08726646","0.08726646","0","0","0","2","5","16"
"2944","88651","-0.261799","1.0472","65","65","0","0","0","0","0","0","40","0","5","17"
"2945","88661","0","0","100","120","0","0","0","0","0","0","0","5","10","49"
"2946","88890","-0.261799","1.5708","65","65","0","0","0","0","0","0","30","5","10","49"
"2949","90067","-0.785398","0.174533","80","80","0","0","0","0","0","0","19.29","0","0","1"
"2958","91328","-1.570796","-1.570796","100","100","0","0","0","0","0","0","19.29","0","0","1"
"2959","91571","0.6981317","0.8726646","80","80","0","0","0","0","0","0","1","10","0","1"
"2960","91574","0.6981317","0.8726646","50","50","0","0","0","0","0","0","1","10","0","1"
"2962","87232","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","6"
"2963","92443","-0.5235988","1.047198","120","120","0","0","-0.1919862","-0.1919862","0","0","0","2","5","17"
"2964","92733","0","0","90","90","0","0","0","0","0","0","0","4","8","49"
"2965","92742","0","0","90","90","0","0","0","0","0","0","0","4","8","49"
"2966","92743","0","0","90","90","0","0","0","0","0","0","0","4","8","49"
"2967","92744","0","0","90","90","0","0","0","0","0","0","0","4","8","49"
"2968","92745","0","0","90","90","0","0","0","0","0","0","0","4","8","49"
"2975","93478","0","0","60","70","0","0","0","0","0","0","0","5","5","48"
"2976","93480","0","0","60","70","0","0","0","0","0","0","0","5","5","48"
"2977","93724","0.6981317","0.8726646","80","80","0","0","0","0","0","0","1","10","0","1"
"2978","93725","0.6981317","0.8726646","50","50","0","0","0","0","0","0","1","10","0","1"
"2979","93728","-0.2617994","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"2980","93731","-0.2617994","1.570796","90","90","0","0","0","0","0","0","30","0","0","1"
"2981","94069","-0.5235988","1.5708","90","90","0","0","0","0","0","0","0","1.5","3","16"
"2991","88982","-1.570796","1.570796","30","40","0","0","0","0","0","0","0","10","0","1"
"3004","91788","-0.7853982","0.7853982","90","90","0","0","0","0","0","0","20","0","0","1"
"3013","96212","-0.2399828","0.8726646","40","40","0","0","0","0","0","0","28.935","0","0","1"
"3027","96460","0.6981317","0.8726646","10","10","0","0","0","0","0","0","19.29","3","0","4"
"3028","93604","0","0","30","30","0","0","0","0","0","0","7","10","1","17"
"3029","96542","0","0","30","30","0","0","0","0","0","0","0","1","0","5"
"3034","97395","-0.2617994","1.047199","65","65","0","0","0","0","0","0","40","0","0","17"
"3063","102790","0.6981317","0.8726646","30","40","0","0","0","0","0","0","0","0","0","1"
"3064","103621","0.6981317","0.8726646","30","40","0","0","0","0","0","0","0","0","0","48"
"3359","121298","0","0","320","320","0","0","0","0","0","0","0","3","3","17"
"3429","122104","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","16"
"3438","125243","0","0","85","85","0","0","0","0","0","0","0","5","0","17"
"3439","125644","0","0","320","320","0","0","0","0","0","0","0","3","3","17"
"3440","122397","0.6981317","0.8726646","70","70","0","0","0","0","0","0","19.29","0","0","17"
"3454","130162","0.6981317","0.8726646","320","320","0","0","0","0","0","0","0","10","0","1"
"3456","130396","0.6981317","0.8726646","300","300","0","0","0","0","0","0","1","10","0","1"
"3459","130629","0.6981317","0.8726646","80","80","0","0","0","0","0","0","1","10","0","1"
"3462","130973","0.6981317","0.8726646","100","100","0","0","0","0","0","0","0","10","0","1"
"3470","131284","0.6981317","0.8726646","300","300","0","0","0","0","0","0","1","10","0","1"
"3507","132469","0","0","30","30","0","0","0","0","0","0","0","1","0","1"
"3688","132983","0.6981317","0.8726646","30","40","0","0","0","0","0","0","1","0","0","49"
"3689","133473","0","0","100","120","0","0","0","0","0","0","0","5","0","49"
"3778","146389","0.1745329","-0.1745329","60","60","0","0","0","0","0","0","15","0","0","1"
"3779","146402","-0.7853982","0.7853982","90","90","0","0","0","0","0","0","20","0","0","1"
"3781","146488","-0.2792527","0.3490658","230","230","0","0","0","0","0","0","0","1.2","10","49"
"3782","147514","-0.6108652","0.3490658","120","120","0","0","0","0","0","0","0","0","0","50"
"3784","148524","-0.6108652","0.3490658","120","120","0","0","0","0","0","0","0","0","0","50"
"3804","156642","0.6981317","0.8726646","70","70","0","0","0","0","0","0","19.29","0","0","17"
"3808","160142","0.5235988","1.570796","65","65","0","0","0","0","0","0","30","0","0","16"
"3816","164884","0","1.745329","60","60","0","0","0","0","0","0","19.29","0","0","1"
"3817","165283","0","0","500","500","0","0","0","0","0","0","0","0","0","1"
"3818","165287","0","0","150","150","0","0","0","0","0","0","0","0","4","17"
"3820","166772","0","0","140","140","0","0","0","0","0","0","0","4","8","17"
"3821","166945","0","0","120","120","0","0","0","0","0","0","0","4","5","16"
"3826","170431","0.6981317","0.8726646","80","120","0","0","0","0","0","0","19.29","0","0","3"
"3828","171654","0","0","75","75","0","0","0","0","0","0","0","3","12","17"
"3829","171720","0","0","75","75","0","0","0","0","0","0","0","3","12","16"
"3832","171950","-0.2617994","1.570796","65","65","0","0","0","0","0","0","30","0","0","1"
"3837","176730","0","0","140","140","0","0","0","0","0","0","0","4","8","16"
"3838","177290","0.5235988","1.570796","65","65","0","0","0","0","0","0","30","0","0","16"
"3843","179656","0","0","90","90","0","0","0","0","0","0","0","0","10","21"
"3852","183389","-1.570796","1.570796","60","60","0","0","0","0","0","0","20","0","1","49"
"3853","184420","0","0","250","250","0","0","0","0","0","0","0","0","0","17"
"3854","186276","0","0","250","250","0","0","0","0","0","0","0","0","0","16"
"3855","186304","0","0","250","250","0","0","0","0","0","0","0","0","0","17"
"3856","186473","0","0","250","250","0","0","0","0","0","0","20","0","0","16"
"3857","186483","0","0","250","250","0","0","0","0","0","0","20","0","0","16"
"3858","186502","0","0","250","250","0","0","0","0","0","0","20","0","0","16"
"3859","186503","0","0","250","250","0","0","0","0","0","0","20","0","0","16"
"3861","186519","0","0","100","100","0","0","0","0","0","0","19","4","8","17"
"3862","187308","0","1.570796","150","150","0","0","0","0","0","0","10","0","0","17"
"3867","194541","0","0","90","90","0","0","0","0","0","0","0","0","4","17"
"3870","195462","-0.0582673","-0.0582673","30","30","0","0","0","0","0","0","0","1","0.25","17"
"3872","195526","0","0.7853982","10","10","0","0","0","0","0","0","5","5","0.25","17"
"3873","195547","0","0.7853982","10","10","0","0","0","0","0","0","5","5","0.25","17"
"3874","195586","0","0.7853982","10","10","0","0","0","0","0","0","5","5","0.25","17"
"3875","195628","0","0.7853982","10","10","0","0","0","0","0","0","5","5","0.25","17"
"3876","197012","0","0","100","100","0","0","0","0","0","0","19","4","4","1"
"3877","199993","0","0","75","75","0","0","0","0","0","0","0","3","12","16"
"3879","203298","0","0","60","60","0","0","0","0","0","0","19.29","0","5","49"
"3881","203702","0","0","75","75","0","0","0","0","0","0","0","3","12","16"
"3882","204977","0","0","10","94.88","0","0","0","0","0","0","19.29","0","10","17"
"3883","205167","0","0.4363323","10","94.88","-0.08726646","0.08726646","-0.08726646","0.08726646","0","0","19.29","0","10","17"
"3885","205249","0.6981317","0.8726646","30","40","-0.08726646","0.08726646","-0.08726646","0.08726646","0","0","19.29","0","10","16"
"3886","205262","0","0.4363323","10","94.88","-0.08726646","0.08726646","-0.08726646","0.08726646","0","0","19.29","0","10","16"
"3892","205622","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","20","17"
"3893","205754","0","0","36","36","0","0","0","0","0","0","19.42","0","2","17"
"3894","205867","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","1"
"3895","205887","0","0","30","40","0","0","0","0","0","0","0","10","0","49"
"3898","207499","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","1"
"3899","207504","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","1"
"3900","209482","0.08726646","0.2617994","30","48.11","0","0","0","0","0","0","19.29","0","0","16"
"3904","211447","0.6981317","0.8726646","30","40","0","0","0","0","0","0","19.29","0","0","8"
"3906","213086","0","1.570796","50","50","0","0","0","0","0","0","10","0","2","17"
"3907","213803","0.5235988","1.570796","65","65","0","0","0","0","0","0","30","0","0","1"
"3908","214162","0.8726646","0.8726646","65","65","0","0","0","0","0","0","19.29","0","0","1"
"3909","214166","0.8726646","0.8726646","65","65","0","0","0","0","0","0","19.29","0","0","1"
"3910","214196","-0.2617994","1.047198","65","65","0","0","0","0","0","0","40","0","0","1"
"3911","214357","0","0","200","200","0","0","0","0","0","0","0","1.5","2","17"
"3912","214476","0","0","200","200","0","0","0","0","0","0","0","1.5","2","17"
"3913","214542","0","0","200","200","0","0","0","0","0","0","0","1.5","2","16"
"3914","219072","0","1.48353","120","120","0","0","0","0","0","0","10","10","0","1"
"3916","219096","1.047198","1.48353","30","30","0","0","0","0","0","0","19.29","0","0","32"
"3917","219097","1.047198","1.48353","30","30","0","0","0","0","0","0","19.29","0","0","32"
"3918","219113","1.047198","1.48353","30","30","0","0","0","0","0","0","19.29","0","0","32"
"3919","219127","1.047198","1.48353","30","30","0","0","0","0","0","0","19.29","0","0","32"
"3920","219130","1.047198","1.48353","30","30","0","0","0","0","0","0","19.29","0","0","32"
"3921","219921","0","1.570796","20","20","0","0","0","0","0","0","10","0","0","17"
"3922","219935","0","1.570796","20","20","0","0","0","0","0","0","10","0","0","17"
"3923","219946","0","1.570796","20","20","0","0","0","0","0","0","10","0","0","17"
"3924","220419","0","0","200","200","0","0","0","0","0","0","0","1.5","5","17"
"3925","220467","0","0","200","200","0","0","0","0","0","0","0","1.5","5","17"
"3926","221831","0","1.570796","150","150","0","0","0","0","0","0","10","0","0","16"
"3927","221833","0","1.570796","150","150","-0.03490658","0.03490658","-0.03490658","0.03490658","0","0","10","0","0","17"
"3929","224895","0.6981317","0.8726646","200","200","0","0","0","0","0","0","0","0","0","1"
"3930","225054","0.5235988","1.308997","10","120","0","0","0","0","0","0","19.29","0","0","1"
"3931","225913","0","0","100","100","0","0","0","0","0","0","19","4","4","16"
