Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2
"411","3229.54","-1623.25","62","27"
"412","1697.351","-1584.996","62","28"
"413","1701.72","-1585.5","62","29"
"414","2599.713","-2548.916","62","30"
"415","2710.535","-2950.648","62","31"
"416","2899.857","-2973.735","62","32"
"417","2996.827","-3010.677","62","33"
"418","3003.753","-3123.807","62","34"
"419","3202.31","-3165.366","62","35"
"420","3273.883","-3272.726","62","36"
"421","3428.573","-3383.548","62","37"
"422","3580.068","-3449.095","62","38"
"423","3684.053","-3584.144","62","39"
"424","3640.275","-3711.113","62","40"
"425","3660.077","-3963.894","62","41"
"426","3656.792","-4157.802","62","42"
"427","3605.021","-4281.292","62","43"
"428","3519.773","-4377.075","62","44"
"429","3500.326","-4520.188","62","45"
"430","3551.298","-4688.7","62","46"
"431","3654.218","-4804.108","62","47"
"432","3704.125","-5003.565","62","48"
"433","3762.113","-5121.061","62","49"
"434","3677.191","-5387.973","62","50"
"435","3561.619","-5672.426","62","51"
"436","3085.284","-6049.593","62","52"
"437","3086.706","-7032.89","62","53"
"438","5914.53","-6072.758","62","54"
"439","3082.777","-6049.62","63","1"
"440","2701.502","-6230.079","63","2"
"441","2427.287","-6135.244","63","3"
"442","2288.287","-5775.748","63","4"
"443","2169.554","-5596.407","63","5"
"444","1972.322","-5325.869","63","6"
"445","1990.963","-5154.609","63","7"
"446","2088.103","-4989.122","63","8"
"447","2382.374","-4807.057","63","9"
"448","2437.684","-4664.243","63","10"
"449","2411.031","-4526.045","63","11"
"450","2305.878","-4376.304","63","12"
"451","2175.025","-4145.593","63","13"
"452","2171.155","-3895.257","63","14"
"453","2243.475","-3607.98","63","15"
"454","2337.664","-3418.18","63","16"
"455","2553.537","-3182.682","63","17"
"456","2749.785","-3121.499","63","18"
"457","2996.827","-3116.881","63","19"
"458","3001.445","-3006.059","63","20"
"459","2895.24","-2973.735","63","21"
"460","2701.3","-2946.03","63","22"
"461","2599.713","-2539.681","63","23"
"462","1694.454","-1578.586","63","24"
"463","472.804","-991.8852","63","25"
"464","-799.1719","-1303.953","63","26"
"465","-1638.873","-2005.206","63","27"
"466","-1842.816","-4472.938","63","28"
"467","-1369.276","-7126.069","63","29"
"468","431.3187","-7574.135","63","30"
"469","3088.339","-7031.817","63","31"
"470","3575.22","-3446.292","64","1"
"471","3429.949","-3383.114","64","2"
"472","3272.975","-3269.563","64","3"
"473","3203.267","-3165.902","64","4"
"474","3005.806","-3123.852","64","5"
"475","2740.27","-3119.63","64","6"
"476","2550.364","-3183.229","64","7"
"477","2337.137","-3416.441","64","8"
"478","2242.032","-3604.947","64","9"
"479","2171.416","-3893.199","64","10"
"480","2176.033","-4145.419","64","11"
"481","2305.863","-4381.733","64","12"
"482","2413.164","-4526.487","64","13"
"483","2437.744","-4663.895","64","14"
"484","2379.348","-4809.581","64","15"
"485","2083.846","-4988.852","64","16"
"486","1974.468","-5327.105","64","17"
"487","2173.913","-5603.582","64","18"
"488","2288.349","-5776.901","64","19"
"489","2428.35","-6137.959","64","20"
"490","2703.609","-6229.147","64","21"
"491","3082.417","-6050.905","64","22"
"492","3566.845","-5670.16","64","23"
"493","3677.646","-5378.935","64","24"
"494","3763.142","-5119.545","64","25"
"495","3704.885","-5002.729","64","26"
"496","3652.599","-4803.355","64","27"
"497","3549.635","-4686.143","64","28"
"498","3499.682","-4517.904","64","29"
"499","3522.366","-4376.398","64","30"
"500","3604.988","-4278.455","64","31"
"501","3655.047","-4157.103","64","32"
"502","3660.482","-3968.689","64","33"
"503","3644.88","-3708.751","64","34"
"504","3688.829","-3582.279","64","35"
"505","10800.86","-292.5194","65","1"
"506","11083.92","1602.539","65","2"
"507","9829.383","4468.981","65","3"
"508","8192.457","6228.354","65","4"
"509","6829.733","5321.941","65","5"
"510","6951.432","5251.268","65","6"
"511","6941.829","5172.328","65","7"
"512","6811.88","5100.903","65","8"
"513","6819.083","4539.667","65","9"
"514","6806.583","4310.603","65","10"
"515","6711.197","4140.312","65","11"
"516","6363.06","3670.997","65","12"
"517","6199.135","3580.954","65","13"
"518","5984.417","3373.162","65","14"
"519","5538.818","3359.309","65","15"
"520","5534.2","3068.4","65","16"
"521","5598.847","3063.782","65","17"
"522","5603.464","2735.932","65","18"
"523","5478.789","2636.654","65","19"
"524","5453.392","2440.406","65","20"
"525","5374.893","2234.922","65","21"
"526","5231.747","2135.643","65","22"
"527","5065.513","2087.159","65","23"
"528","5026.932","1999.566","65","24"
"529","4900.191","1903.811","65","25"
"530","4902.424","1788.464","65","26"
"531","4832.824","1787.398","65","27"
"532","4833.424","1657.359","65","28"
"533","4926.649","1634.569","65","29"
"534","5047.363","1498.698","65","30"
"535","5137.058","1478.739","65","31"
"536","5243.079","1240.016","65","32"
"537","5355.63","1164.55","65","33"
"538","5365.33","1074.391","65","34"
"539","5425.639","1077.287","65","35"
"540","5508.804","1274.461","65","36"
"541","5584.085","1341.396","65","37"
"542","5700.434","1418.76","65","38"
"543","5903.608","1423.378","65","39"
"544","6002.887","1343.724","65","40"
"545","6132.18","1290.622","65","41"
"546","6160.248","1134.976","65","42"
"547","6319.284","901.7072","65","43"
"548","6326.688","800.7272","65","44"
"549","6235.897","793.3752","65","45"
"550","6235.151","572.4589","65","46"
"551","6106.266","462.3656","65","47"
"552","6108.983","344.1913","65","48"
"553","5967.399","268.7299","65","49"
"554","5951.645","128.6219","65","50"
"555","5946.281","-196.1904","65","51"
"556","6090.989","-195.4613","65","52"
"557","6209.146","-110.4614","65","53"
"558","6293.825","-97.0337","65","54"
"559","6400.437","-3.952706","65","55"
"560","6572.851","232.274","65","56"
"561","6798.349","237.4099","65","57"
"562","7115.906","418.6506","65","58"
"563","7461.346","437.9132","65","59"
"564","7481.143","540.4852","65","60"
"565","9069.089","535.6438","65","61"
"566","5987.909","3373.601","66","1"
"567","6192.289","3570.726","66","2"
"568","6366.434","3676.235","66","3"
"569","6601.523","3983.157","66","4"
"570","6715.803","4139.884","66","5"
"571","6807.227","4316.202","66","6"
"572","6817.022","4557.822","66","7"
"573","6810.492","5103.101","66","8"
"574","6944.363","5161.874","66","9"
"575","6950.893","5250.032","66","10"
"576","6826.818","5324.734","66","11"
"577","8191.646","6226.308","66","12"
"578","6087.534","9000.339","66","13"
"579","4688.712","6499.228","66","14"
"580","4675.091","6004.279","66","15"
"581","4727.333","5955.302","66","16"
"582","4724.069","5681.03","66","17"
"583","4629.379","5498.183","66","18"
"584","4626.114","4943.108","66","19"
"585","4567.342","4933.313","66","20"
"586","4560.812","4711.284","66","21"
"587","4517.244","4671.542","66","22"
"588","4521.862","4631.964","66","23"
"589","4564.077","4613.33","66","24"
"590","4583.832","4264.752","66","25"
"591","4677.94","4128.422","66","26"
"592","4825.151","3978.24","66","27"
"593","4954.376","3884.343","66","28"
"594","5179.563","3690.579","66","29"
"595","5346.194","3481.843","66","30"
"596","5543.674","3357.808","66","31"
"597","9062.05","537.9526","67","1"
"598","7478.212","544.8789","67","2"
"599","7462.049","438.6739","67","3"
"600","7122.656","415.5859","67","4"
"601","6799.424","235.4993","67","5"
"602","6573.162","230.8816","67","6"
"603","6402.301","-2.562706","67","7"
"604","6294.65","-96.13303","67","8"
"605","6206.267","-110.002","67","9"
"606","6092.485","-194.289","67","10"
"607","5939.454","-195.4594","67","11"
"608","5738.425","-187.8394","67","12"
"609","5676.277","-300.758","67","13"
"610","5677.798","-901.8149","67","14"
"611","5719.357","-1007.604","67","15"
"612","5765.853","-1081.35","67","16"
"613","5763.612","-1199.223","67","17"
"614","5929.005","-1205.193","67","18"
"615","5942.858","-1533.043","67","19"
"616","6058.298","-1533.043","67","20"
"617","6088.313","-1646.174","67","21"
"618","6106.783","-1886.29","67","22"
"619","6303.031","-1909.378","67","23"
"620","6303.031","-2124.096","67","24"
"621","6469.265","-2101.008","67","25"
"622","6566.235","-2276.477","67","26"
"623","6501.588","-2368.829","67","27"
"624","6506.206","-2641.268","67","28"
"625","6635.499","-2673.591","67","29"
"626","6635.499","-4026.55","67","30"
"627","7129.583","-4038.093","67","31"
"628","7136.509","-4264.356","67","32"
"629","9055.123","-4278.208","67","33"
"630","10117.96","-2667.061","67","34"
"631","10790.6","-311.2976","67","35"
"632","5477.205","2632.636","68","1"
"633","5605.501","2736.776","68","2"
"634","5603.464","3063.782","68","3"
"635","5538.818","3068.4","68","4"
"636","5543.436","3361.618","68","5"
"637","5349.496","3486.292","68","6"
"638","5178.645","3691.777","68","7"
"639","4947.765","3888.025","68","8"
"640","4818.472","3984.994","68","9"
"641","4677.635","4130.449","68","10"
"642","4586.14","4263.399","68","11"
"643","4361.57","4260.57","68","12"
"644","4270.87","4195.171","68","13"
"645","4240.855","3734.939","68","14"
"646","4215.759","3267.04","68","15"
"647","4092.264","3188.912","68","16"
"648","4071.04","3098.305","68","17"
"649","4050.986","2898.939","68","18"
"650","4038.621","2606.089","68","19"
"651","4103.692","2588.943","68","20"
"652","4110.222","2451.807","68","21"
"653","4263.684","2298.346","68","22"
"654","4263.684","2157.945","68","23"
"655","4227.767","2046.93","68","24"
"656","4182.055","2033.869","68","25"
"657","4208.176","1798.779","68","26"
"658","4276.744","1730.212","68","27"
"659","4544.486","1733.477","68","28"
"660","4613.054","1798.779","68","29"
"661","4833.798","1789.544","68","30"
"662","4903.623","1787.903","68","31"
"663","4904.143","1899.451","68","32"
"664","5032.508","2002.854","68","33"
"665","5057.961","2086.243","68","34"
"666","5218.785","2133.688","68","35"
"667","5374.227","2229.7","68","36"
"668","5454.841","2435.324","68","37"
"669","9052.687","-4283.141","69","1"
"670","7133.605","-4262.198","69","2"
"671","7133.521","-4035.556","69","3"
"672","6634.175","-4028.629","69","4"
"673","6634.175","-2667.931","69","5"
"674","6500.304","-2645.075","69","6"
"675","6500.304","-2364.273","69","7"
"676","6560.989","-2279.939","69","8"
"677","6467.653","-2103.062","69","9"
"678","6299.806","-2125.194","69","10"
"679","6300.762","-1906.526","69","11"
"680","6102.914","-1889.323","69","12"
"681","6085.795","-1640.504","69","13"
"682","6062.775","-1534.928","69","14"
"683","5938.7","-1531.663","69","15"
"684","5928.905","-1201.883","69","16"
"685","5760.306","-1199.575","69","17"
"686","5710.14","-1231.27","69","18"
"687","5524.027","-1231.27","69","19"
"688","5497.906","-1201.883","69","20"
"689","5396.687","-1201.883","69","21"
"690","5285.672","-1100.664","69","22"
"691","5034.256","-1097.399","69","23"
"692","5034.256","-1394.527","69","24"
"693","4861.204","-1440.239","69","25"
"694","4734.82","-1338.623","69","26"
"695","4660.346","-1369.846","69","27"
"696","4689.488","-1472.088","69","28"
"697","4773.968","-1614.421","69","29"
"698","4707.743","-1645.942","69","30"
"699","4679.907","-1845.116","69","31"
"700","4662.977","-2375.025","69","32"
"701","4574.954","-2378.32","69","33"
"702","4541.22","-2481.818","69","34"
"703","4459.592","-2514.469","69","35"
"704","4440.001","-2716.908","69","36"
"705","4443.267","-2906.286","69","37"
"706","4459.592","-3190.354","69","38"
"707","4524.895","-3213.209","69","39"
"708","4694.682","-3484.216","69","40"
"709","4844.878","-3732.366","69","41"
"710","4939.567","-3751.958","69","42"
"711","4988.544","-3833.585","69","43"
"712","5017.931","-4163.365","69","44"
"713","5138.741","-4277.645","69","45"
"714","5142.006","-4431.106","69","46"
"715","5239.96","-4571.507","69","47"
"716","5461.99","-4581.303","69","48"
"717","5530.558","-4633.544","69","49"
"718","5528.249","-4828.927","69","50"
"719","5914.027","-6072.097","69","51"
"720","7772.077","-5445.669","69","52"
"721","5738.217","-187.7587","70","1"
"722","5939.454","-195.4594","70","2"
"723","5951.502","132.375","70","3"
"724","5965.064","269.6843","70","4"
"725","6105.61","341.1936","70","5"
"726","6105.602","466.7682","70","6"
"727","6236.04","576.1809","70","7"
"728","6234.77","795.8802","70","8"
"729","6330.376","798.4246","70","9"
"730","6321.197","901.4272","70","10"
"731","6161.88","1132.667","70","11"
"732","6131.026","1289.468","70","12"
"733","5998.27","1352.96","70","13"
"734","5902.454","1424.532","70","14"
"735","5702.743","1417.606","70","15"
"736","5583.806","1342.749","70","16"
"737","5580.45","1339.693","70","17"
"738","5508.804","1274.461","70","18"
"739","5477.634","1199.424","70","19"
"740","5425.687","1074.749","70","20"
"741","5363.349","1071.286","70","21"
"742","5139.395","928.1402","70","22"
"743","5079.366","761.9063","70","23"
"744","5079.366","544.8789","70","24"
"745","5208.659","461.7619","70","25"
"746","5190.189","78.50095","70","26"
"747","5023.955","-217.0257","70","27"
"748","5023.955","-217.0257","70","28"
"749","4853.104","-434.053","70","29"
"750","4839.251","-951.2249","70","30"
"751","5037.808","-1098.988","70","31"
"752","5282.541","-1103.606","70","32"
"753","5402.599","-1200.575","70","33"
"754","5494.951","-1200.575","70","34"
"755","5536.509","-1232.899","70","35"
"756","5711.978","-1228.281","70","36"
"757","5760.347","-1197.591","70","37"
"758","5762.483","-1071.322","70","38"
"759","5715.931","-999.1926","70","39"
"760","5674.645","-899.606","70","40"
"761","5677.314","-301.0127","70","41"
"1068","1750.57","-5941.63","139","1"
"1069","1504.41","-5707.79","139","2"
"1070","1030.57","-5633.94","139","3"
"1071","144.414","-5707.79","139","4"
"1072","-470.971","-6120.09","139","5"
"1073","-895.586","-6286.25","139","6"
"1074","-1375.59","-6255.48","139","7"
"1075","-1966.36","-5978.55","139","8"
"1076","-2169.43","-5486.25","139","9"
"1077","-1824.82","-4489.32","139","10"
"1078","-1252.51","-4107.79","139","11"
"1079","-729.432","-4003.17","139","12"
"1080","39.7987","-3732.4","139","13"
"1081","938.26","-3769.32","139","14"
"1082","1418.26","-3849.32","139","15"
"1083","1855.18","-3781.63","139","16"
"1084","2316.72","-3849.32","139","17"
"1085","2482.88","-4169.32","139","18"
"1086","2575.18","-4581.63","139","19"
"1087","2550.57","-5012.4","139","20"
"1088","2384.41","-5412.4","139","21"
"1089","2107.49","-5787.79","139","22"
"1090","1756.58","-3881.71","140","1"
"1091","2302.22","-4060.17","140","2"
"1092","2347.35","-4484.79","140","3"
"1093","2539.15","-4761.71","140","4"
"1094","2519.66","-4923.76","140","5"
"1095","2415.04","-5034.53","140","6"
"1096","2304.27","-5385.3","140","7"
"1097","2304.27","-5385.3","140","8"
"1098","2220.17","-5467.35","140","9"
"1099","1897.09","-4974.02","140","10"
"1100","1732.99","-4615.04","140","11"
"1101","1435.56","-4508.38","140","12"
"1102","1400.68","-4120.68","140","13"
"1103","1658.12","-3943.25","140","14"
"1104","1752.04","-5942.97","141","1"
"1105","2106.22","-5784.33","141","2"
"1106","2385.2","-5413.05","141","3"
"1107","2531.18","-5005.87","141","4"
"1108","2555.45","-4580.23","141","5"
"1109","2483.66","-4169.29","141","6"
"1110","2313.4","-3848.61","141","7"
"1111","1669.98","-3808.95","141","8"
"1112","1847.08","-3657.15","141","9"
"1113","2281.27","-3579.21","141","10"
"1114","2852.21","-3741.26","141","11"
"1115","3073.06","-3936.13","141","12"
"1116","3281.08","-3997.41","141","13"
"1117","3846.46","-3894.97","141","14"
"1118","4312.04","-4674.59","141","15"
"1119","4758.57","-5184.52","141","16"
"1120","5120.48","-5435.33","141","17"
"1121","5333.82","-6067.13","141","18"
"1122","5407.66","-7306.1","141","19"
"1123","5136.89","-8266.1","141","20"
"1124","3865.1","-8766.62","141","21"
"1125","2593.3","-8594.31","141","22"
"1126","1584.07","-7823.03","141","23"
"1127","1329.71","-7232.26","141","24"
"1128","1737.44","-3743.59","142","1"
"1129","1474.87","-3329.23","142","2"
"1130","1259.49","-2471.79","142","3"
"1131","1195.9","-1940.51","142","4"
"1132","1366.16","-1273.85","142","5"
"1133","1567.18","-861.538","142","6"
"1134","1817.44","-410.256","142","7"
"1135","1682.05","356.923","142","8"
"1136","2225.64","806.154","142","9"
"1137","2859.49","1095.39","142","10"
"1138","2957.95","2221.54","142","11"
"1139","3610.26","2910.77","142","12"
"1140","4767.18","2289.23","142","13"
"1141","4391.8","1372.31","142","14"
"1142","4293.33","664.616","142","15"
"1143","4213.33","-147.692","142","16"
"1144","3850.26","-529.23","142","17"
"1145","3573.33","-713.846","142","18"
"1146","3345.64","-1070.77","142","19"
"1147","3616.41","-1304.61","142","20"
"1148","3626.67","-1776.41","142","21"
"1149","3407.18","-2853.33","142","22"
"1150","3513.85","-3417.44","142","23"
"1151","3874.87","-3891.28","142","24"
"1152","3238.98","-3993.85","142","25"
"1153","2845.13","-3751.79","142","26"
"1154","2285.13","-3583.59","142","27"
"1163","1753.552","-2619.193","145","1"
"1164","1597.655","-2393.552","145","2"
"1165","1581.245","-2151.5","145","3"
"1166","1306.373","-1880.731","145","4"
"1167","990.4755","-2024.321","145","5"
"1168","834.5782","-1876.629","145","6"
"1169","953.5526","-1113.552","145","7"
"1170","1466.374","-674.5774","145","8"
"1171","1958.681","-719.7054","145","9"
"1172","2159.707","-1240.731","145","10"
"1173","2807.911","-1199.706","145","11"
"1174","3173.04","-1367.911","145","12"
"1175","3127.911","-1810.988","145","13"
"1176","2963.809","-2204.834","145","14"
"1177","2721.758","-2385.347","145","15"
"1178","2377.142","-2446.885","145","16"
"1179","2094.066","-2664.321","145","17"
"1180","1762.929","-2610.623","146","1"
"1181","1701.391","-2850.11","146","2"
"1182","1541.904","-2957.802","146","3"
"1183","1471.647","-3077.802","146","4"
"1184","1273.698","-3095.751","146","5"
"1185","1042.929","-3120.88","146","6"
"1186","938.3138","-2928.059","146","7"
"1187","862.4164","-2454.213","146","8"
"1188","984.4677","-2010.623","146","9"
"1189","1310.622","-1861.905","146","10"
"1190","1609.083","-2135.751","146","11"
"1191","1610.109","-2391.136","146","12"
"1192","-9829.61","-2812.31","147","1"
"1193","-10617.3","-3335.39","147","2"
"1194","-11805","-3193.85","147","3"
"1195","-12641.9","-2246.16","147","4"
"1196","-12598.8","473.845","147","5"
"1197","-11909.6","1673.85","147","6"
"1198","-10925","2012.31","147","7"
"1199","-10241.9","1544.61","147","8"
"1200","-9804.99","935.384","147","9"
"1201","-9152.68","890.255","147","10"
"1202","-8670.63","830.768","147","11"
"1203","-8399.86","1122.05","147","12"
"1204","-8161.91","843.076","147","13"
"1205","-8297.3","233.845","147","14"
"1206","-8155.76","-203.078","147","15"
"1207","-8346.53","-843.078","147","16"
"1208","-8401.91","-1766.15","147","17"
"1209","-8814.22","-1901.54","147","18"
"1210","-9343.45","-1963.08","147","19"
"1211","-9608.07","-2332.31","147","20"
"1363","-727.913","-4010.84","153","1"
"1364","-1232.53","-4119.56","153","2"
"1365","-1798.68","-4509.31","153","3"
"1366","-2262.27","-4503.15","153","4"
"1367","-2535.09","-4156.48","153","5"
"1368","-2368.94","-3729.82","153","6"
"1369","-2377.14","-3391.36","153","7"
"1370","-2225.35","-3044.69","153","8"
"1371","-2701.25","-2605.72","153","9"
"1372","-3255.09","-2523.66","153","10"
"1373","-3689.96","-2492.9","153","11"
"1374","-4510.48","-2613.92","153","12"
"1375","-4789.45","-3032.38","153","13"
"1376","-5084.84","-3065.2","153","14"
"1377","-5125.86","-2792.38","153","15"
"1378","-4871.5","-2244.69","153","16"
"1379","-4604.84","-1854.95","153","17"
"1380","-4565.86","-1528.79","153","18"
"1381","-4457.14","-1237.51","153","19"
"1382","-4069.45","-1048.79","153","20"
"1383","-3903.3","-636.485","153","21"
"1384","-3640.73","-868.2801","153","22"
"1385","-3353.55","-1120.59","153","23"
"1386","-3049.96","-1399.56","153","24"
"1387","-2442.79","-1555.46","153","25"
"1388","-2046.89","-1454.95","153","26"
"1389","-1546.37","-1186.23","153","27"
"1390","-1056.12","-1276.48","153","28"
"1391","-748.426","-1227.25","153","29"
"1392","-364.836","-747.254","153","30"
"1393","-20.2209","-960.588","153","31"
"1394","199.266","-1202.64","153","32"
"1395","463.882","-864.177","153","33"
"1396","1030.04","-847.767","153","34"
"1397","1542.86","-864.177","153","35"
"1398","1224.91","-1932.9","153","36"
"1399","1275.16","-2470.33","153","37"
"1400","1504.91","-3318.54","153","38"
"1401","1772.6","-3790.33","153","39"
"1402","1463.88","-3865.2","153","40"
"1403","950.035","-3795.46","153","41"
"1404","59.7791","-3746.23","153","42"
"1405","-1852.3","-2726.16","154","1"
"1406","-2023.59","-2738.46","154","2"
"1407","-2168.21","-2768.21","154","3"
"1408","-2309.74","-2596.92","154","4"
"1409","-2121.03","-2270.77","154","5"
"1410","-1860.51","-2006.15","154","6"
"1411","-1649.23","-1616.41","154","7"
"1412","-1380.51","-1571.28","154","8"
"1413","-980.513","-1634.87","154","9"
"1414","-869.744","-1776.41","154","10"
"1415","-1042.05","-1897.44","154","11"
"1416","-1175.38","-2024.62","154","12"
"1417","-1234.87","-2227.69","154","13"
"1418","-1304.62","-2416.41","154","14"
"1419","-1415.38","-2586.67","154","15"
"1420","-1585.64","-2687.18","154","16"
"1421","-5817.43","-7440","155","1"
"1422","-6106.66","-6412.31","155","2"
"1423","-6131.28","-5113.85","155","3"
"1424","-6042.05","-4378.46","155","4"
"1425","-5597.95","-4469.741","155","5"
"1426","-5380.51","-4271.8","155","6"
"1427","-5074.87","-4214.36","155","7"
"1428","-4802.05","-4072.82","155","8"
"1429","-4758.46","-3770.97","155","9"
"1430","-4435.97","-3344.82","155","10"
"1431","-4195.12","-3523.41","155","11"
"1432","-4119.82","-3858.28","155","12"
"1433","-3928.98","-4088.65","155","13"
"1434","-3659.49","-4134.36","155","14"
"1435","-3507.69","-4086.15","155","15"
"1436","-3332.947","-3682.433","155","16"
"1437","-3091.219","-3599.98","155","17"
"1438","-2927.16","-3406.878","155","18"
"1439","-2796.214","-3322.434","155","19"
"1440","-2563.221","-3373.371","155","20"
"1441","-2437.818","-3700.167","155","21"
"1442","-2168.2","-4264.62","155","22"
"1443","-1657.43","-4904.62","155","23"
"1444","-1546.66","-5809.23","155","24"
"1445","-1860.51","-6775.38","155","25"
"1446","-2518.97","-7520","155","26"
"1447","-3355.9","-7969.23","155","27"
"1448","-4752.82","-8055.39","155","28"
"1449","4790.7","-5091.45","156","1"
"1450","4372.69","-4599.98","156","2"
"1451","3846.15","-3891.51","156","3"
"1452","3517.95","-3412.54","156","4"
"1453","3408.2","-2853.56","156","5"
"1454","3542.56","-2178.69","156","6"
"1455","4065.64","-2353.57","156","7"
"1456","4381.54","-1639.2","156","8"
"1457","4763.08","-1302.79","156","9"
"1458","5157.95","-1120.23","156","10"
"1459","5420.51","-1277.15","156","11"
"1460","5653.33","-1979.72","156","12"
"1461","5805.13","-2467.92","156","13"
"1462","5899.491","-2976.64","156","14"
"1463","5948.72","-3333.56","156","15"
"1464","5876.92","-3782.79","156","16"
"1465","5671.79","-4008.43","156","17"
"1466","5374.36","-4065.87","156","18"
"1467","5124.1","-4096.64","156","19"
"1468","5064.61","-4428.95","156","20"
"1469","4973.84","-5044.4","156","21"
"1470","-935.384","883.418","157","1"
"1471","-1107.69","683.076","157","2"
"1472","-1218.46","625.64","157","3"
"1473","-1366.84","740.512","157","4"
"1474","-1485.13","574.356","157","5"
"1475","-1718.97","373.331","157","6"
"1476","-2166.15","266.664","157","7"
"1477","-2543.59","459.485","157","8"
"1478","-2888.2","828.715","157","9"
"1479","-3138.46","1456.41","157","10"
"1480","-3130.26","2235.9","157","11"
"1481","-2884.1","2691.28","157","12"
"1482","-2543.59","3023.59","157","13"
"1483","-2043.08","3261.54","157","14"
"1484","-785.64","3222.56","157","15"
"1485","-239.999","2910.77","157","16"
"1486","-301.537","2547.69","157","17"
"1487","-539.486","2246.15","157","18"
"1488","-660.512","1903.59","157","19"
"1489","-766.495","1602.73","157","20"
"1490","-780.17","1480.34","157","21"
"1491","-886.837","1360","157","22"
"1492","-905.299","1237.61","157","23"
"1493","-845.811","1015.38","157","24"
"1494","1583.59","661.882","158","1"
