Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
"154","You must be at least level 80 to enter.","603","4","2","25","0","0","0"
"155","Heroic Difficulty requires you to be level 80.","604","2","1","5","0","0","0"
"156","Heroic Difficulty requires you to be level 80.","608","2","1","5","0","0","0"
"157","You must be at least level 80 to enter.","615","4","2","25","0","0","0"
"158","You must be at least level 80 and in a raid group to enter.","616","4","2","25","0","0","0"
"159","Heroic Difficulty requires you to be level 80.","619","2","1","5","0","0","0"
"160","You must be at least level 80, in control of Wintergrasp and in a raid group to enter.","624","4","2","25","0","0","0"
"161","You must be at least level 80 to enter.","649","4","2","25","0","0","0"
"162","Heroic Difficulty requires you to be level 80.","650","2","1","5","0","0","0"
"221","You must be at least level 80 to enter.","649","5","2","10","0","0","0"
"222","You must be at least level 80 to enter.","649","6","2","25","0","0","0"
"323","You must be level 80 and in a raid group to enter.","249","4","2","25","0","0","0"
"341","You must complete the quest ""Deliverance from the Pit"" before entering the Halls of Reflection.","668","1","0","5","0","0","0"
"342","You must complete the quest ""Deliverance from the Pit"" and be level 80 before entering the Heroic difficulty of the Halls of Reflection.","668","2","1","5","0","0","0"
"343","You must be at least level 85 and in a raid group to enter.","669","3","2","10","0","0","0"
"344","You must be at least level 85 and in a raid group to enter.","669","4","2","25","0","0","0"
"345","You must be at least level 83 to enter.","670","1","0","5","0","0","0"
"346","Heroic Difficulty requires you to be level 85.","670","2","1","5","0","0","0"
"347","You must be at least level 85 to enter.","671","3","2","10","0","0","0"
"348","You must be at least level 85 to enter.","671","4","2","25","0","0","0"
"481","You must be at least level 75 to enter.","632","1","0","5","0","0","0"
"482","Heroic Difficulty requires you to be level 80.","632","2","1","5","0","0","0"
"483","You must be level 75 to enter.","658","1","0","5","0","0","0"
"484","You must be level 80 before entering the Heroic difficulty of the Pit of Saron.","658","2","1","5","0","0","0"
"485","You must be at least level 80 to enter.","631","3","2","10","0","0","0"
"486","You must be at least level 80 to enter.","631","4","2","25","0","0","0"
"487","You must have defeated The Lich King in the 10 Player raid before attempting 10 Player Heroic difficulty.","631","5","2","10","0","0","0"
"488","You must have defeated The Lich King in the 25 Player raid before attempting 25 Player Heroic difficulty.","631","6","2","25","0","0","0"
"641","","713","0","0","0","0","0","0"
"642","","712","0","0","0","0","0","0"
"661","","646","0","0","0","0","0","0"
"662","","638","0","0","0","0","0","0"
"663","","654","0","0","0","0","0","0"
"664","","648","0","0","0","0","0","0"
"701","","718","0","0","0","0","0","0"
"721","","719","0","0","0","0","0","0"
"741","You must be at least level 85 to enter.","720","3","2","10","0","0","0"
"742","","721","1","0","0","0","0","0"
"744","","723","0","0","0","0","0","0"
"745","You must be at least level 77 to enter.","643","1","0","5","0","0","0"
"746","You must be at least level 83 to enter.","644","1","0","5","0","0","0"
"747","You must be at least level 77 and have the Cataclysm expansion installed to enter.","645","1","0","5","0","0","0"
"748","Heroic Difficulty requires you to be level 85.","644","2","1","5","0","0","0"
"749","Heroic Difficulty requires you to be level 85.","645","2","1","5","0","0","0"
"750","You must be at least level 80 to enter.","724","3","2","10","0","0","0"
"751","You must be at least level 80 to enter.","724","4","2","25","0","0","0"
"752","You must be at least level 80 to enter.","724","5","2","10","0","0","0"
"753","You must be at least level 80 to enter.","724","6","2","25","0","0","0"
"754","You must be at least level 80 to enter.","725","1","0","5","0","0","0"
"755","Heroic Difficulty requires you to be level 85.","725","2","1","5","0","0","0"
"756","","726","0","0","0","0","0","0"
"757","","727","0","0","0","0","0","0"
"768","","730","0","0","0","0","0","0"
"769","","731","0","0","0","0","0","0"
"770","","732","0","0","0","0","0","0"
"773","You must have completed the Blackwing Descent achievement before attempting Heroic difficulty.","669","5","2","10","0","0","0"
"774","You must have completed the Blackwing Descent achievement before attempting Heroic difficulty.","669","6","2","25","0","0","0"
"775","","728","1","0","0","0","0","0"
"776","","736","0","0","0","0","0","0"
"781","","674","0","0","0","0","0","0"
"782","","738","0","0","0","0","0","0"
"783","","739","0","0","0","0","0","0"
"784","","740","0","0","0","0","0","0"
"785","","741","0","0","0","0","0","0"
"786","","651","0","0","0","0","0","0"
"787","","742","0","0","0","0","0","0"
"788","","743","0","0","0","0","0","0"
"792","","746","0","0","0","0","0","0"
"793","","747","0","0","0","0","0","0"
"794","","656","0","0","0","0","0","0"
"795","","655","0","0","0","0","0","0"
"796","","660","0","0","0","0","0","0"
"797","","748","0","0","0","0","0","0"
"800","You must be at least level 80 to enter.","657","1","0","5","0","0","0"
"801","","749","0","0","0","0","0","0"
"802","","750","0","0","0","0","0","0"
"803","","751","0","0","0","0","0","0"
"804","","752","0","0","0","0","0","0"
"805","","753","0","0","0","0","0","0"
"806","Heroic Difficulty requires you to be level 85.","643","2","1","5","0","0","0"
"809","You must be at least level 85 and in a raid group to enter.","754","3","2","10","0","0","0"
"810","You must be at least level 85 and in a raid group to enter.","754","4","2","25","0","0","0"
"813","You must be at least level 85, in control of Tol Barad and in a raid group to enter.","757","3","2","10","0","0","0"
"814","You must be at least level 85, in control of Tol Barad and in a raid group to enter.","757","4","2","25","0","0","0"
"816","You must be at least level 83 to enter.","755","1","0","5","0","0","0"
"817","Heroic Difficulty requires you to be level 85.","657","2","1","5","0","0","0"
"818","","759","0","0","0","0","0","0"
"819","","760","0","0","0","0","0","0"
"820","","761","0","0","0","0","0","0"
"821","Heroic Difficulty requires you to be level 85.","755","2","1","5","0","0","0"
"823","You must have completed The Bastion of Twilight achievement before attempting Heroic difficulty.","671","5","2","10","0","0","0"
"824","You must have completed The Bastion of Twilight achievement before attempting Heroic difficulty.","671","6","2","25","0","0","0"
"827","","762","0","0","0","0","0","0"
"828","","763","0","0","0","0","0","0"
"829","Heroic Difficulty requires you to be level 85.","36","2","1","5","0","0","0"
"831","You must have completed the Throne of the Four Winds achievement before attempting Heroic difficulty.","754","5","2","10","0","0","0"
"832","You must have completed the Throne of the Four Winds achievement before attempting Heroic difficulty.","754","6","2","25","0","0","0"
"835","","764","0","0","0","0","0","0"
"837","","734","2","0","5","0","0","0"
"838","","734","1","0","5","0","0","0"
"839","Heroic Difficulty requires you to be level 85.","33","2","1","5","0","0","0"
"840","","765","0","0","0","0","0","0"
"841","","766","0","0","0","0","0","0"
"842","","767","0","0","0","0","0","0"
"1579","You must be at least level 85 to enter.","720","4","2","25","0","0","0"
"1580","","721","2","0","0","0","0","0"
"1599","","189","2","0","0","0","0","0"
"1611","","309","2","0","0","0","0","0"
"1614","Heroic difficulty is not available for Baradin Hold.","757","5","2","10","0","0","0"
"1615","Heroic difficulty is not available for Baradin Hold.","757","6","2","25","0","0","0"
"1645","Zul'Gurub is only available as a Heroic Difficulty level 85 dungeon.","859","1","0","5","0","0","0"
"1646","Heroic Difficulty requires you to be level 85.","859","2","1","5","0","0","0"
"1647","","728","2","0","0","0","0","0"
"1648","","860","0","0","0","0","0","0"
"1649","","861","0","0","0","0","0","0"
"1667","","870","0","0","0","0","0","0"
"1690","Heroic Difficulty requires level 85 to enter.","568","2","1","5","0","0","0"
"1800","","930","1","0","0","0","0","0"
"1801","","930","2","0","0","0","0","0"
"1820","Heroic Difficulty requires you to be level 85.","938","2","1","5","0","0","0"
"1822","Heroic Difficulty requires you to be level 85 and have earned the Heroic: End Time achievement.","939","2","1","5","0","0","0"
"1824","Heroic Difficulty requires you to be level 85 and have earned the Heroic: Well of Eternity achievement.","940","2","1","5","0","0","0"
"1846","","951","1","0","1","0","0","0"
"1847","","951","2","0","0","0","0","0"
"1861","You must have completed The Firelands achievement before attempting Heroic difficulty.","720","5","2","10","0","0","0"
"1862","You must have completed The Firelands achievement before attempting Heroic difficulty.","720","6","2","25","0","0","0"
"1863","You must be at least level 87 to enter.","959","1","0","5","0","0","0"
"1864","You must be at least level 90 to enter.","959","2","1","5","0","0","0"
"1865","You must be at least level 85 to enter.","960","1","0","5","0","0","0"
"1866","Heroic Difficulty requires you to be level 90.","960","2","1","5","0","0","0"
"1867","You must be at least level 85 to enter.","961","1","0","5","0","0","0"
"1868","Heroic Difficulty requires you to be level 90.","961","2","1","5","0","0","0"
"1869","Gate of the Setting Sun is only available as a Heroic Difficulty level 90 dungeon.","962","1","0","5","0","0","0"
"1870","Heroic Difficulty requires you to be level 90.","962","2","1","5","0","0","0"
"1875","You must be at least level 85 and in a raid group to enter.","967","3","2","10","0","0","0"
"1876","You must be at least level 85 and in a raid group to enter.","967","4","2","25","0","0","0"
"1877","","968","0","0","0","0","0","0"
"1892","","971","0","0","0","0","0","0"
"1893","","972","0","0","0","0","0","0"
"1896","","974","0","0","0","0","0","0"
"1897","","975","0","0","0","0","0","0"
"1898","","976","0","0","0","0","0","0"
"1902","","977","1","0","0","0","0","0"
"1903","","977","2","0","0","0","0","0"
"1923","","980","0","0","0","0","0","0"
"1924","You must have completed the Destroyer's End achievement before attempting Heroic difficulty.","967","5","2","10","0","0","0"
"1925","You must have completed the Destroyer's End achievement before attempting Heroic difficulty.","967","6","2","25","0","0","0"
"2011","You must be at least level 87 to enter.","994","1","0","5","0","0","0"
"2012","Heroic Difficulty requires you to be level 90.","994","2","1","5","0","0","0"
"2013","","995","1","0","0","0","0","0"
"2014","","995","2","0","0","0","0","0"
"2022","","998","0","0","0","0","0","0"
"2037","You must be at least level 21 to enter.","1001","1","0","5","0","0","0"
"2038","Heroic Difficulty requires you to be level 90.","1001","2","1","5","0","0","0"
"2045","You must be at least level 23 to enter.","1004","1","0","5","0","0","0"
"2046","Heroic Difficulty requires you to be level 90.","1004","2","1","5","0","0","0"
"2058","You must be at least level 33 to enter.","1007","1","0","5","0","0","0"
"2059","Heroic Difficulty requires you to be level 90.","1007","2","1","5","0","0","0"
"2060","You must be at least level 90 and in a raid group to enter.","1008","3","2","10","0","0","0"
"2061","You must be at least level 90 and in a raid group to enter.","1008","4","2","25","0","0","0"
"2066","","289","2","0","0","0","0","0"
"2072","","1010","0","0","0","0","0","0"
"2074","You must be at least level 87 to enter.","1011","1","0","5","0","0","0"
"2075","You must be at least level 90 to enter.","1011","2","1","5","0","0","0"
"2076","You must have defeated Will of the Emperor on Normal difficulty before attempting Heroic difficulty.","1008","5","2","10","0","0","0"
"2077","You must have defeated Will of the Emperor on Normal difficulty before attempting Heroic difficulty.","1008","6","2","25","0","0","0"
"2121","You must have defeated the Sha of Fear on Normal difficulty before attempting Heroic difficulty.","996","5","2","10","0","0","0"
"2122","You must have defeated the Sha of Fear on Normal difficulty before attempting Heroic difficulty.","996","6","2","25","0","0","0"
"2123","","1019","0","0","0","0","0","0"
"2157","","1032","1","0","0","0","0","0"
"2158","","1032","2","0","0","0","0","0"
"2512","You must be at least level 90 and in a raid group, and the Heart of Fear must be accessible, to enter.","1009","3","2","10","0","0","0"
"2513","You must be at least level 90 and in a raid group, and the Heart of Fear must be accessible, to enter.","1009","4","2","25","0","0","0"
"2514","You must have defeated Grand Empress Shek'zeer on Normal difficulty before attempting Heroic difficulty.","1009","5","2","10","0","0","0"
"2515","You must have defeated Grand Empress Shek'zeer on Normal difficulty before attempting Heroic difficulty.","1009","6","2","25","0","0","0"
"2519","You must be level 90 and in a raid group to enter.","996","3","2","10","0","0","0"
"2520","You must be level 90 and in a raid group to enter.","996","4","2","25","0","0","0"
"2556","You must be at least level 85 and in a raid group to enter.","967","7","0","25","0","0","0"
"2576","Challenge Mode is not available for this dungeon.","1001","8","0","5","0","0","0"
"2577","Challenge Mode is not available for this dungeon.","994","8","0","5","0","0","0"
"2578","Challenge Mode is not available for this dungeon.","1004","8","0","5","0","0","0"
"2579","Challenge Mode is not available for this dungeon.","1007","8","0","5","0","0","0"
"2580","Challenge Mode is not available for this dungeon.","959","8","0","5","0","0","0"
"2581","Challenge Mode is not available for this dungeon.","960","8","0","5","0","0","0"
"2582","Challenge Mode is not available for this dungeon.","961","8","0","5","0","0","0"
"2583","Challenge Mode is not available for this dungeon.","962","8","0","5","0","0","0"
"2584","Challenge Mode is not available for this dungeon.","1011","8","0","5","0","0","0"
"2599","","1060","0","0","5","0","0","0"
"2600","","1061","0","0","5","0","0","0"
"2601","","1062","0","0","5","0","0","0"
"2603","","1064","0","0","5","0","0","0"
"2606","","1008","7","0","25","0","0","0"
"2607","","1009","7","0","25","0","0","0"
"2608","","996","7","0","25","0","0","0"
"2610","","1066","0","0","5","0","0","0"
"2637","","1074","0","0","5","0","0","0"
"2641","","1075","0","0","5","0","0","0"
"2642","","1076","0","0","5","0","0","0"
"2644","","661","0","0","5","0","0","0"
"2645","","659","0","0","5","0","0","0"
"2664","","1043","0","0","5","0","0","0"
"2672","","1101","0","0","5","0","0","0"
"2673","","1105","0","0","0","0","0","0"
"2674","","1106","0","0","5","0","0","0"
"2685","","1113","0","0","5","0","0","0"
"2689","You must be at least level 90 to enter.","1098","3","2","10","0","0","0"
"2690","You must be at least level 90 to enter.","1098","4","2","25","0","0","0"
"2691","You must be at least level 90 to enter.","1098","5","2","10","0","0","0"
"2692","You must be at least level 90 to enter.","1098","6","2","25","0","0","0"
"2693","","1116","0","0","5","0","0","0"
"2702","","1120","0","0","5","0","0","0"
"2703","","1121","0","0","5","0","0","0"
"2707","","1098","7","0","25","0","0","0"
"2708","","1128","0","0","5","0","0","0"
"2709","","1129","0","0","5","0","0","0"
"2710","","1132","0","0","5","0","0","0"
"2711","","1133","0","0","5","0","0","0"
"2712","","1134","0","0","0","0","0","0"
"2734","","1024","11","0","3","0","0","0"
"2735","","1024","12","0","5","0","0","0"
"2779","","1155","12","0","5","0","0","0"
"2784","","1049","12","0","5","0","0","0"
"2785","","1157","12","0","1","0","0","0"
"2790","","1161","12","0","5","0","0","0"
"2799","You must be level 90 to enter.","1136","14","2","30","113","0","0"
"2811","","1166","0","0","5","0","0","0"
"2815","","1168","12","0","5","0","0","0"
"2822","","1169","0","0","5","0","0","0"
"2823","","1170","0","0","5","0","0","0"
"2824","","1171","0","0","0","0","0","0"
"2825","","1157","11","0","1","0","0","0"
"2826","","1172","0","0","5","0","0","0"
"2827","","1173","0","0","5","0","0","0"
"2829","You must be at least level 90 to enter.","1175","1","0","5","0","17","0"
"2830","You must be at least level 100 to enter.","1176","1","0","5","0","0","0"
"2834","","1179","0","0","5","0","0","0"
"2837","","1181","0","0","5","0","0","0"
"2838","","1160","1","0","40","0","0","0"
"2839","","1159","1","0","40","0","0","0"
"2840","","1158","1","0","40","0","0","0"
"2841","You must be at least level 94 to enter.","1182","1","0","5","0","19","0"
"2856","","1188","1","0","5","0","0","0"
"2857","","1189","1","0","5","0","0","0"
"2858","","1152","1","0","40","0","0","0"
"2859","","1153","1","0","40","0","0","0"
"2860","","1154","1","0","40","0","0","0"
"2861","","1190","0","0","5","0","0","0"
"2863","","1192","0","0","5","0","0","0"
"2872","","1200","12","0","5","0","0","0"
"2873","You must be at least level 100 to enter.","1176","2","1","5","0","0","0"
"2874","You must be at least level 100 to enter.","1176","8","0","5","0","0","0"
"2877","You must be level 90 to enter.","1136","15","2","30","114","0","0"
"2878","You must be level 90 to enter.","1136","16","2","20","115","0","0"
"2879","","1136","17","0","30","0","0","0"
"2880","","1203","12","0","5","0","0","0"
"2885","","1207","12","0","5","0","0","0"
"2887","You must be at least level 100 to enter.","1208","1","0","5","0","0","0"
"2888","You must be at least level 96 to enter.","1209","1","0","5","0","20","0"
"2889","You must be at least level 100 to enter on Heroic difficulty.","1209","2","1","5","0","0","0"
"2890","You must be at least level 100 to enter on Challenge difficulty.","1209","8","0","5","0","0","0"
"2894","","1212","0","0","5","0","0","0"
"2895","","1213","0","0","5","0","0","0"
"2896","","1214","0","0","5","0","0","0"
"2897","","1215","0","0","5","0","0","0"
"2898","","1216","0","0","5","0","0","0"
"2899","","1217","0","0","5","0","0","0"
"2900","","1218","0","0","5","0","0","0"
"2901","","1219","0","0","5","0","0","0"
"2902","","1220","0","0","5","0","0","0"
"2903","","1221","0","0","5","0","0","0"
"2904","","1222","0","0","5","0","0","0"
"2905","","1223","0","0","5","0","0","0"
"2906","","1224","0","0","5","0","0","0"
"2907","","1225","0","0","5","0","0","0"
"2908","","1226","0","0","5","0","0","0"
"2909","","1227","0","0","5","0","0","0"
"2911","","1229","0","0","5","0","0","0"
"2912","","1230","0","0","5","0","0","0"
"2913","","1231","0","0","5","0","0","0"
"2914","","1232","1","0","5","0","0","0"
"2915","","1233","1","0","5","0","0","0"
"2916","","1234","1","0","5","0","0","0"
"2917","","1235","1","0","5","0","0","0"
"2918","","1236","1","0","5","0","0","0"
"2919","","1237","1","0","5","0","0","0"
"2920","","1238","1","0","5","0","0","0"
"2921","","1239","1","0","5","0","0","0"
"2922","","1240","1","0","5","0","0","0"
"2923","","1241","1","0","5","0","0","0"
"2924","","1242","1","0","5","0","0","0"
"2925","","1243","1","0","5","0","0","0"
"2926","","1244","1","0","5","0","0","0"
"2927","","1245","1","0","5","0","0","0"
"2930","","1247","0","0","5","0","0","0"
"2931","","1248","0","0","5","0","0","0"
"2932","","1249","0","0","5","0","0","0"
"2933","","1250","0","0","5","0","0","0"
"2934","","1251","0","0","5","0","0","0"
"2935","","1252","0","0","5","0","0","0"
"2936","","1253","0","0","5","0","0","0"
"2937","","1254","0","0","5","0","0","0"
"2938","","1255","0","0","5","0","0","0"
"2939","","1256","0","0","5","0","0","0"
"2940","","1257","0","0","5","0","0","0"
"2941","","1258","0","0","5","0","0","0"
"2942","","1259","0","0","5","0","0","0"
"2943","","1260","0","0","5","0","0","0"
"2944","You must be level 100 and in a raid group to enter.","1205","14","2","30","1","0","0"
"2945","You must be level 100 and in a raid group to enter.","1205","15","2","30","2","0","0"
"2946","You must be level 100 and in a raid group to enter.","1205","16","2","20","3","0","0"
"2947","","1205","17","0","30","0","0","0"
"2948","","1261","0","0","5","0","0","0"
"2949","","1262","0","0","5","0","0","0"
"2950","","1263","0","0","5","0","0","0"
"2951","You must be level 100 and in a raid group to enter.","1228","14","2","30","1","0","0"
"2952","You must be level 100 and in a raid group to enter.","1228","15","2","30","2","0","0"
"2953","You must be level 100 and in a raid group to enter.","1228","16","2","20","3","0","0"
"2954","","1228","17","0","30","0","0","0"
"2956","You must be at least level 100 to enter on Heroic difficulty.","1182","2","1","5","0","0","0"
"2957","You must be at least level 100 to enter on Challenge difficulty.","1182","8","0","5","0","0","0"
"2958","","1264","0","0","5","0","0","0"
"2961","","1266","12","0","5","0","0","0"
"2967","","1265","0","0","5","0","0","0"
"2969","","1187","1","0","5","0","0","0"
"2974","","1270","0","0","5","0","0","0"
"2977","","1273","0","0","5","0","0","0"
"2995","","1277","12","0","5","0","0","0"
"3007","You must be at least level 92 to enter.","1195","1","0","5","0","18","0"
"3008","","1278","0","0","5","0","0","0"
"3009","You must be at least level 100 to enter.","1279","1","0","5","0","0","0"
"3010","","1280","0","0","0","0","0","0"
"3011","","1281","0","0","5","0","0","0"
"3012","","1282","0","0","5","0","0","0"
"3013","","1283","0","0","5","0","0","0"
"3014","","1284","0","0","5","0","0","0"
"3015","","1285","0","0","5","0","0","0"
"3016","","1286","0","0","5","0","0","0"
"3017","","1287","0","0","5","0","0","0"
"3018","","1288","0","0","5","0","0","0"
"3019","","1289","0","0","5","0","0","0"
