Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"58","Gleaming Treasure Satchel","50","-50","88","8","0","0"
"59","Chelon","50","-50","89","0","0","0"
"60","Karkanos","50","-50","89","0","0","0"
"61","Battle of the Barnacle","0","0","90","0","0","0"
"62","REUSE ME Moonfang","0","0","89","0","0","0"
"63","Moonfang","0","0","89","0","0","0"
"64","Cave-in","50","-50","90","0","22415","0"
"65","Ironfur Steelhorn","50","-50","89","0","0","0"
"66","Leafmender","0","-50","89","0","0","0"
"67","Great Turtle Furyshell","50","-50","89","0","0","0"
"68","Emerald Gander","50","-50","89","0","0","0"
"69","Gu'chi the Swarmbringer","50","-50","89","0","0","0"
"70","Spirit of Jadefire","50","-50","89","0","22604","0"
"71","Rattleskew","50","-50","89","0","0","0"
"72","Whizzig","50","-50","90","0","0","0"
"73","Zhu-Gon the Sour","50","-50","89","0","0","0"
"74","Spelurk","50","-50","89","0","0","0"
"75","Garnia","0","-100","89","0","0","0"
"76","Rock Moss","50","-50","89","0","22604","0"
"77","Cinderfall","0","-50","89","0","0","0"
"78","Tsavo'ka","50","-50","89","0","0","0"
"79","Huolon","0","-50","89","0","0","0"
"80","Monstrous Spineclaw","50","-50","89","0","0","0"
"81","Bufo","0","-50","89","0","0","0"
"82","Dread Ship Vazuvius","50","-50","89","0","0","0"
"83","Golganarr","50","-50","89","0","0","0"
"84","Imperial Python","50","-50","89","0","0","0"
"85","Evermaw","50","-50","89","0","0","0"
"86","Archiereus of Flame","0","-50","89","0","0","0"
"87","Watcher Osu","0","-30","89","0","0","0"
"88","Urdur the Cauterizer","0","-50","89","0","0","0"
"89","Jakur of Ordon","0","-30","89","0","0","0"
"90","Flintlord Gairan","0","-50","89","0","0","0"
"91","Champion of the Black Flame","0","-50","89","32","0","0"
"92","Gleaming Crane Statue","0","-50","90","8","22067","0"
"93","Ancient Saltsnap Turtle","0","0","89","0","23564","0"
"94","Sooty","50","50","90","0","0","0"
"95","Stinkbraid","0","0","89","0","0","0"
"96","Ra'sha","0","-50","89","0","0","0"
"97","Willy Wilder","0","-50","89","0","0","0"
"98","Zandalari Warscout","0","-50","89","0","0","0"
"99","Muerta","0","-50","89","0","0","0"
"100","Kar Warmaker","0","-50","89","0","0","0"
"101","Ubunti the Shade","0","-50","89","0","0","0"
"102","Disha Fearwarden","0","-50","89","0","0","0"
"103","Dalan Nightbreaker","0","-50","89","0","0","0"
"104","Mavis Harms","0","-50","89","0","0","0"
"105","Ferdinand","0","-50","89","0","0","0"
"106","Blackhoof","0","-50","89","0","0","0"
"107","Major Nanners","0","-50","89","0","0","0"
"108","Ik-Ik the Nimble","0","-50","89","0","0","0"
"109","The Yowler","0","-50","89","0","0","0"
"110","Scritch","0","-50","89","0","0","0"
"111","Spriggin","0","-50","89","0","0","0"
"112","Bonobos","0","-50","89","0","0","0"
"113","Mister Ferocious","0","-50","89","0","0","0"
"114","Ai-Ran the Shifting Cloud","0","-50","89","0","0","0"
"115","Ai-Li Skymirror","0","-50","89","0","0","0"
"116","Yul Wildpaw","0","-50","89","0","0","0"
"117","Ahone the Wanderer","0","-50","89","0","0","0"
"118","Ruun Ghostpaw","0","-50","89","0","0","0"
"119","Nasra Spothide","0","-50","89","0","0","0"
"120","Urobi the Walker","0","-50","89","0","0","0"
"121","Moldo One-Eye","0","-50","89","0","0","0"
"122","Omnis Grinlock","0","-50","89","0","0","0"
"123","Siltriss the Sharpener","0","-50","89","0","0","0"
"124","Nessos the Oracle","0","-50","89","0","0","0"
"125","Arness the Scale","0","-50","89","0","0","0"
"126","Salyin Warscout","0","-50","89","0","0","0"
"127","Sarnak","0","-50","89","0","0","0"
"128","Sahn Tidehunter","0","-50","89","0","0","0"
"129","Nelash Verdantis","0","-50","89","0","0","0"
"130","Eshelon","0","-50","89","0","0","0"
"131","Zai the Outcast","0","-50","89","0","0","0"
"132","Cournith Waterstrider","0","-50","89","0","0","0"
"133","Sele'na","0","-50","89","0","0","0"
"134","Aethis","0","-50","89","0","0","0"
"135","Kal'tik the Blight","0","-50","89","0","0","0"
"136","Gar'lok","0","-50","89","0","0","0"
"137","Lith'ik the Stalker","0","-50","89","0","0","0"
"138","Ski'thik","0","-50","89","0","0","0"
"139","Torik-Ethis","0","-50","89","0","0","0"
"140","Nal'lak the Ripper","0","-50","89","0","0","0"
"141","Krax'ik","0","-50","89","0","0","0"
"142","Urgolax","0","-50","89","0","0","0"
"143","Krol the Blade","0","-50","89","0","0","0"
"144","Kah'tir","0","-50","89","0","0","0"
"145","Havak","0","-50","89","0","0","0"
"146","Qu'nas","0","-50","89","0","0","0"
"147","Jonn-Dar","0","-50","89","0","0","0"
"148","Morgrinn Crackfang","0","-50","89","0","0","0"
"149","Kang the Soul Thief","0","-50","89","0","0","0"
"150","Karr the Darkener","0","-50","89","0","0","0"
"151","Norlaxx","0","-50","89","0","0","0"
"152","Borginn Darkfist","0","-50","89","0","0","0"
"153","Gaarn the Toxic","0","-50","89","0","0","0"
"154","Sulik'shor","0","-50","89","0","0","0"
"155","Kor'nas Nightsavage","0","-50","89","0","0","0"
"156","Yorik Sharpeye","0","-50","89","0","0","0"
"157","Dak the Breaker","0","-50","89","0","0","0"
"158","Lon the Bull","0","-50","89","0","0","0"
"159","Korda Torros","0","-50","89","0","0","0"
"160","Go-Kan","0","-50","89","0","0","0"
"161","Doctor Theolen Krastinov","0","-50","89","0","0","0"
"162","Mumta","0","-50","89","0","0","0"
"163","Zandalari Warbringer","0","-50","89","0","0","0"
"164","War-God Dokah","0","-50","89","0","0","0"
"165","Progenitus","0","-50","89","0","0","0"
"166","Ku'lai the Skyclaw","0","-50","89","0","0","0"
"167","Goda","0","-50","89","0","0","0"
"168","God-Hulk Ramuk","0","-50","89","0","0","0"
"169","Al'tabim the All-Seeing","0","-50","89","0","0","0"
"170","Backbreaker Uru","0","-50","89","0","0","0"
"171","Lu-Ban","0","-50","89","0","0","0"
"172","Molthor","0","-50","89","0","0","0"
"173","Krakkanon","0","-50","89","0","0","0"
"180","Cannibalistic Squirrel","0","0","89","0","22205","0"
"194","Giant-Slayer Kul","0","-10","89","0","21910","0"
"195","Canyon Icemother","0","0","89","0","22015","0"
"196","Thunderlord Cache","10","0","88","0","21965","0"
"197","Cindermaw","0","0","89","0","23327","0"
"198","Time-Warped Tower","0","0","88","32","23329","0"
"199","Grizzled Frostwolf Veteran","0","0","90","0","23097","0"
"200","Firefury Stone","0","0","90","0","23325","0"
"201","Firefury Giant","0","0","89","0","23325","0"
"202","Borrok the Devourer","0","0","90","0","23344","0"
"203","Gorg'ak the Lava Guzzler","0","0","89","0","23345","0"
"204","Gutstone of the Devourer","0","0","88","0","23344","0"
"205","Veloss","0","0","89","0","23565","0"
"207","Venomshade","0","0","89","0","23567","0"
"211","Dusty Chest","0","0","88","0","23084","0"
"212","Blademaster Zaruk","0","0","89","0","23601","0"
"213","Future Vignette Placeholder","50","-50","89","4","0","0"
"214","Primalist Mur'og","0","0","89","0","24280","0"
"215","Dark Emanation","0","0","89","0","24373","0"
"216","Rotbelcher","0","0","89","0","24393","0"
"217","Killmaw","0","0","89","0","24401","0"
"218","Amaukwa","0","0","89","0","24402","0"
"219","Iron Horde Caravan","0","0","88","0","24407","0"
"220","Iron Flail","0","0","88","0","24414","0"
"221","Shadowcaller Anga","0","0","89","0","24415","0"
"222","Rockhoof","0","0","89","0","24454","0"
"223","Aruumel's Mace","0","0","88","0","24556","0"
"224","Gigantic Mother Hippo","0","0","89","0","24582","0"
"225","Coldstomp the Griever","0","0","89","0","24591","0"
"226","Giantslayer Hunting Party","0","0","89","0","24592","0"
"227","Coldtusk","0","0","89","0","24594","0"
"228","Scout Goreseeker","0","0","89","0","24595","0"
"229","The Beater","0","0","89","0","24596","0"
"230","Yazheera the Incinerator","0","0","89","0","24599","0"
"231","Dr. Gloom","0","0","89","0","24620","0"
"232","Kal'rak the Drunk","0","0","89","0","24621","0"
"233","Viperlash","0","0","89","0","24626","0"
"234","Nixxie the Goblin","0","0","89","0","24635","0"
"235","Gigantic Insect","0","0","89","0","24637","0"
"236","Frenzied Golem","0","0","89","0","24639","0"
"237","Cro Fleshrender","0","0","89","0","24641","0"
"238","Hen-Mother Hami","0","0","89","0","24642","0"
"239","Stormwave","0","0","89","0","24644","0"
"240","Larvra","0","0","89","0","24646","0"
"241","Aarko","0","0","90","0","24666","0"
"242","Hammertooth","0","0","89","0","24668","0"
"243","Glimmerwing","0","0","89","0","24680","0"
"244","Iron Horde Gunman","0","0","89","0","24694","0"
"245","Ra'kahn","0","0","89","0","24705","0"
"246","Bloodbloom the Colossus","0","0","89","0","24706","0"
"247","Roardan","0","0","89","0","24709","0"
"248","Saving Anchorite's Sojourn","0","0","90","0","24711","0"
"249","Wandering Vindicator","0","0","89","0","24717","0"
"250","Lo'marg Jawcrusher","0","0","89","0","24721","0"
"251","Echo of Murmur","0","0","89","0","24745","34221"
"252","Giant Snake","0","0","89","0","24748","0"
"253","Iron Horde Hunter","0","0","89","0","24775","0"
"254","The Bone Crawler","0","0","89","0","24992","0"
"255","Broodmother Reeg'ak","0","0","89","0","24995","0"
"256","Grand Warlock Duress","0","0","89","0","25024","0"
"257","Gnarljaw","0","0","89","0","25078","0"
"258","King Slime","0","0","89","0","25079","0"
"259","Pale Fishmonger","0","0","89","0","25156","0"
"260","Frozen Treasure","0","0","90","0","25169","0"
"261","Cyclonic Fury","0","0","89","0","25170","0"
"262","Kharazos the Triumphant","0","0","89","0","31421","35219"
"263","Galzomar","0","0","89","0","31421","35219"
"264","Azika the Frostwitch","50","-50","89","0","27814","0"
"265","Caldera Makrah","50","-50","89","0","27814","0"
"266","Champion Logor","50","-50","89","0","27814","0"
"267","Deadshot Kizi","50","-50","89","0","27814","0"
"268","Earth-Master Rogok","50","-50","89","0","27814","0"
"269","Elementalist Utrah","50","-50","89","0","27814","0"
"270","Forge Matron Targa","50","-50","89","0","27814","0"
"271","Kalgor Foeslayer","50","-50","89","0","27814","0"
"272","Line-Breaker Drugg","50","-50","89","0","0","0"
"273","Lorgrun Ironfist","50","-50","89","0","27814","0"
"274","Magmos the Mountain Breaker","50","-50","89","0","27814","0"
"275","Warmatron Okrilla","50","-50","89","0","0","0"
"276","Pathstalker Draga","50","-50","89","0","27814","0"
"277","Pyrecaster Zindra","50","-50","89","0","27814","0"
"278","Scarhide Kragor","50","-50","89","0","27814","0"
"279","Scoutmaster Hasark","50","-50","89","0","27814","0"
"280","Skull-Splitter Grun","50","-50","89","0","27814","0"
"281","Stone Matron Shula","50","-50","89","0","0","0"
"282","Warcaster Bargol","50","-50","89","0","27814","0"
"283","Worgmaster Rakan","50","-50","89","0","0","0"
"284","Building Under Attack","50","-50","120","70","0","0"
"285","Breathless","0","0","89","0","25280","0"
"286","Klikixx","0","0","89","0","0","34498"
"287","Iron-Bound Avalanche","50","-50","89","0","27814","0"
"288","Iron-Bound Inferno","50","-50","89","0","27814","0"
"289","Iron Horde War Engine","50","-50","89","0","0","0"
"290","Taskmaster Mugrah","50","-50","89","0","0","0"
"291","Bonus Objective: Forbidden Glacier","0","0","116","64","25308","0"
"292","Frozen Axe","0","0","0","0","25306","0"
"293","Gorum","0","0","89","0","25314","0"
"294","Bonus Objective: Bloodthorn Cave","0","0","116","66","25315","0"
"295","Snagglemaw","50","-50","89","0","0","0"
"296","Foreman Fallow","50","-50","89","0","0","0"
"297","Doomfang","50","-50","89","0","0","0"
"298","Gargantuan Frostbeak","0","0","89","0","25330","0"
"299","Marok Doomhand","50","-50","89","0","0","0"
"300","Brotoculus","104","0","90","0","25337","0"
"301","Bonus Objective: Frostbite Hollow","0","0","116","66","25340","0"
"302","Bonus Objective: Grimfrost Hill","0","0","116","66","25340","0"
"303","Bonus Objective: Stonefury Cliffs","0","0","116","66","25342","0"
"304","Ug'lok the Frozen","0","0","89","0","25345","0"
"305","Brotoculus","0","0","89","0","25337","0"
"306","Yaga the Scarred","0","0","89","0","25376","0"
"308","Bonus Objective: Chop 'Em Down","0","0","116","66","25460","0"
"309","Bonus Objective: Aruuna's Desolation","0","0","116","66","25472","0"
"310","Warmaster Blugthol","0","0","89","0","25473","0"
"311","Bomb Detonated","50","-50","118","2","0","0"
"312","Bonus Objective: Zorkra's Fall","0","0","116","66","25494","0"
"313","Talonpriest Zorkra","0","0","89","0","25495","0"
"314","Shirzir","0","0","89","0","25499","0"
"315","Bonus Objective: Mor'gran Logworks","0","0","116","66","25527","0"
"316","Bonus Objective: Court of Souls","0","0","116","66","25528","0"
"317","Jehil the Climber","0","0","89","0","25553","0"
"318","Captain Ironbeard","0","0","89","0","25592","0"
"319","Bonus Objective: The Shimmer Mor","0","0","116","66","25598","0"
"320","The Crystal Blade of Torvath","104","0","90","0","25631","0"
"321","The Crystal Blade of Torvath","104","0","88","0","25631","0"
"322","Go Here","50","-50","60","70","0","0"
"323","Invader","0","0","119","66","0","0"
"324","Bonus Objective: The Burial Fields","0","0","116","66","25713","0"
"325","Bonus Objective: Ironfist Harbor","0","0","116","66","25728","0"
"326","Thunderlord Boss","0","0","121","7","0","0"
"327","Gruuk","0","-10","89","0","25776","0"
"328","Gurun","0","-10","89","0","25803","0"
"329","Saboteur","0","0","119","2","0","0"
"330","Chillfang","0","-10","89","0","25809","0"
"331","No'losh","0","0","89","0","0","34859"
"332","Light the Braziers","0","0","89","0","25855","0"
"333","Bonus Objective: Orunai Coast","0","0","116","66","25854","0"
"334","Grutush the Pillager","0","-10","89","0","25856","0"
"335","Gennadian","0","0","89","0","26030","34929"
"336","Mother Araneae","0","0","89","0","26058","0"
"337","Underseer Bloodmane","0","0","89","0","26060","0"
"338","Doug Test - Vignette","0","-50","131","2","0","34966"
"339","Gaz'orda","0","0","89","0","26160","0"
"340","Sulfurious","0","0","89","0","28078","0"
"341","Felbark","0","0","89","0","26309","0"
"342","Endangered Building","0","0","60","71","0","0"
"343","Fungal Praetorian","0","0","89","0","26550","0"
"344","Sergeant","0","0","60","66","0","0"
"345","Goren","0","0","43","67","0","0"
"346","Sikthiss, Maiden of Slaughter","0","0","89","0","31421","35219"
"347","Da Keeper","0","0","89","0","26638","0"
"348","Skagg","0","0","89","0","26681","35244"
"349","Brambleking Fili","0","0","89","0","22944","0"
"350","Bahameye","0","0","89","0","26751","0"
"351","Risen Spirits","0","0","203","71","0","0"
"354","The Egg of Varasha","0","0","90","0","26815","0"
"355","Bashiok","0","0","89","0","26816","0"
"356","The Egg of Varasha","104","0","88","0","26815","0"
"357","Vignette Placeholder","50","-50","89","0","0","0"
"358","Darkmaster Go'vid","0","0","89","0","26893","0"
"359","Nizzix's Chest","0","0","88","0","26913","0"
"360","Beached Escape Pod","0","0","88","0","26913","0"
"361","Char the Burning","0","0","89","0","26922","0"
"362","Morva Soultwister","0","0","89","0","26944","0"
"363","Wounded Defender","0","0","128","66","0","0"
"364","Rai'vosh","0","0","89","0","26959","0"
"365","Darktalon","0","0","89","0","26961","0"
"366","Soul-twister Torek","0","0","89","0","31131","0"
"367","Kronus","0","0","129","67","36348","0"
"368","Fangraal","0","0","84","67","36349","0"
"369","Blade-Dancer Aeryx","0","0","89","0","26982","0"
"370","Explorer Nozzand","0","0","89","0","27019","0"
"371","Moltnoma","0","-50","89","0","31146","0"
"372","Soulgrinder Portal","0","-50","90","0","27039","0"
"373","Jabberjaw","0","-50","89","0","31145","0"
"374","Slogtusk","0","-50","89","0","31148","0"
"375","Tor'goroth the Soul-Gorger","0","-50","89","0","31143","0"
"376","Son of Goramal","0","-50","89","0","31147","0"
"377","Bloodmaul Cache","0","-50","88","8","0","0"
"378","Enavra","0","0","89","0","27099","0"
"379","Glutton","0","0","108","69","0","0"
"380","Mutated Defender","0","0","43","69","0","0"
"381","Redclaw the Feral","0","0","89","0","27137","0"
"382","Greatfeather","0","-35","89","0","27139","0"
"383","Gar'lua the Wolfmother","0","0","89","0","27141","0"
"384","Gnarlhoof the Rabid","0","-35","89","0","27143","0"
"385","Faebright","0","0","89","0","27729","35725"
"386","Ba'ruun","0","0","89","0","0","35731"
"387","Shinri","0","0","89","0","30994","35732"
"388","Terrified Peon","0","0","133","70","0","0"
"389","Goblin Explosives Plunger","0","0","90","0","27185","0"
"390","Terrifying Gronnling","0","0","43","70","0","0"
"391","Blademaster's Sword","0","0","90","0","27220","0"
"392","Grizzlemaw","0","0","89","0","27225","0"
"393","Bonus Objective: Hemet's Happy Hunting Grounds","0","0","116","66","27251","0"
"394","Voidseer Kalurg","0","0","89","0","27294","0"
"395","Abandoned Fishing Rod","0","0","90","0","27305","0"
"396","Netherspawn","0","0","89","0","27316","0"
"397","Ophiis","0","0","89","0","27323","0"
"398","Windcaller Korast","0","-35","89","0","27327","0"
"399","Mother Om'ra","0","0","89","0","0","33642"
"400","Bonus Objective: Ruins Raider","0","0","116","66","27340","0"
"401","Flinthide","0","0","89","0","27344","0"
"402","Pristine Lily","0","0","90","0","27348","0"
"403","Safe Location","0","0","136","70","27345","0"
"404","Ru'klaa","0","0","89","0","27349","0"
"405","Mad ""King"" Sporeon","0","0","89","0","0","35906"
"406","Hive Queen Skrikka","0","0","89","0","27353","0"
"407","Insha'tar","0","0","89","0","27360","0"
"408","Abandoned Chest","0","0","90","0","27363","0"
"409","Stomper Kreego","0","0","89","0","0","35910"
"410","Tura'aka","0","0","89","0","27373","0"
"411","Hunter Blacktooth","0","-35","89","0","27375","0"
"412","Scout Pokhar","0","-35","89","0","27383","0"
"413","Malroc Stonesunder","0","0","89","0","27384","0"
"414","Outrider Duretha","0","-35","89","0","27399","0"
"415","Depthroot","0","-50","89","0","31064","0"
"416","Collect Empowered Ore","0","0","203","71","0","0"
"418","Stadium Racing","0","0","203","71","0","0"
"420","Goldtoe's Plunder","0","0","88","0","27523","0"
"421","Thunderlord Windfire","0","0","119","2","0","0"
"422","Korthall Soulgorger","50","-50","89","0","0","0"
"423","Web-wrapped Soldier","50","-50","89","0","0","0"
"424","Soulfang","0","0","89","0","0","36128"
"425","Nas Dunberlin","0","0","89","0","0","36129"
"426","Kill Graveltooth's Goren","0","0","90","0","27628","0"
"427","Mandragoraster","50","-50","89","0","0","0"
"428","Mandrakor","0","0","89","0","27686","0"
"429","Greldrok","0","-30","89","0","27693","0"
"430","Leaping Gorger","50","-50","88","0","0","0"
"431","Warlock Gateway","0","0","170","67","36349","0"
"432","Portal To Stormshield","0","0","171","67","36349","0"
"433","Solar Magnifier","0","0","89","0","31014","0"
"434","Glut","0","0","89","0","27732","0"
"435","Warlock Gateway","0","0","147","67","36348","0"
"436","Portal To Warspear","0","0","146","67","36348","0"
"437","Mr. Pinchy Sr.","0","0","89","0","27767","0"
"438","Ambusher","0","0","119","66","0","0"
"439","Titarus","50","-50","89","0","0","0"
"440","Captured Gor'vosh Stoneshaper","50","-50","88","0","0","0"
"441","Tesska the Broken","0","0","89","0","27815","0"
"442","Stonespite","0","-55","89","0","27832","0"
"443","Durkath Steelmaw","0","0","89","0","27833","0"
"444","Kalos the Bloodbathed","0","0","89","0","27835","0"
"445","Brickhouse","50","-50","89","0","0","0"
"446","Spawn of Sethe","0","0","90","0","27850","0"
"447","Talonbreaker","0","0","89","0","27852","0"
"448","Poisonmaster Bortusk","0","0","89","0","27854","0"
"449","Blightglow","0","0","89","0","27861","0"
"450","Slippery Slime","50","-50","88","0","0","0"
"451","Oskiira","0","0","89","0","27869","0"
"452","Betsi Boombasket","0","0","89","0","27874","0"
"453","Festerbloom","0","0","89","0","27880","0"
"454","Ancient Inferno","50","-50","89","0","0","0"
"455","Goregore","50","-50","89","0","0","0"
"456","Oraggro","50","-50","89","0","0","0"
"457","Stingtail Nest","0","0","90","0","27882","0"
"458","Burning Power","50","-50","88","0","0","0"
"459","Eyeless","0","0","89","0","27885","0"
"460","Orb of Power!","0","0","127","71","0","0"
"461","Gochar","0","0","89","0","27887","0"
"462","Gobblefin","0","0","89","0","27889","0"
"463","Jiasska the Sporegorger","0","0","89","0","27893","0"
"464","Sun Sage Valarik","0","0","89","0","27899","0"
"465","Phylarch the Evergreen","50","-50","89","0","27879","0"
"466","Lost Ancient","50","-50","89","0","26182","0"
"467","Fossilwood the Petrified","0","0","89","0","28055","0"
"468","Gelgor of the Blue Flame","0","0","89","0","28066","0"
"469","Rolkor","0","0","89","0","28074","0"
"470","Kuruk the Ancient","50","-50","89","0","26182","0"
"471","Autuk the Ancient","50","-50","89","0","26182","0"
"472","Loruk the Ancient","50","-50","89","0","26182","0"
"473","Hanuk the Ancient","50","-50","89","0","26182","0"
"474","Mutafen","0","0","89","0","28085","0"
"475","Master Sergeant Milgra","0","0","89","0","31008","0"
"476","Quartermaster Hershak","0","0","89","0","31009","0"
"477","Lady Temptessa","0","0","89","0","31010","0"
"478","Demidos","0","0","89","0","31012","0"
"479","Shadowspeaker Niir","0","0","89","0","31011","0"
"480","Horde Spotted Here!","0","0","60","71","36470","0"
"481","Alliance Spotted Here!","0","0","60","71","36471","0"
"482","Hypnocroak","0","0","89","0","26964","0"
"483","Swarmleaf","0","0","89","0","28168","0"
"484","Shadowbark","0","0","89","0","28174","0"
"485","Nightmaw","0","0","89","0","28176","0"
"486","Panthora","50","-50","89","0","0","0"
"487","Alexi Barov","50","-50","89","4","28140","0"
"488","Weldon Barov","50","-50","89","4","28140","0"
"489","Cursed Creature","50","-50","89","0","0","0"
"490","Elder Darkweaver Kath","50","-50","89","0","0","0"
"491","Summoner","0","0","43","70","0","0"
"492","Malgosh Shadowkeeper","0","0","89","0","31130","0"
"493","Formless Nightmare","0","0","89","0","31128","0"
"494","Voidreaver Urnae","0","0","89","0","31129","0"
"495","The Black Altar of Kenos","0","0","90","0","31133","0"
"496","Ogre Fires","0","0","203","71","0","0"
"497","Berthora the Riverbeast","0","0","89","0","28342","0"
"498","Riptar","0","0","89","0","28343","0"
"499","Sunclaw","0","0","89","0","28452","0"
"500","Aqualir","0","0","89","0","31013","0"
"502","Gorian Cohort","0","0","43","68","0","0"
"503","Gorian Elementalist","0","0","43","68","0","0"
"504","Bloodthirsty Bruiser","0","0","43","68","0","0"
"505","Gorian Arcanist","0","0","43","68","0","0"
"506","Gorian Centurion","0","0","43","68","0","0"
"507","Gorian Mage-Lord","0","0","43","68","0","0"
"508","Gorian Sentinel","0","0","43","68","0","0"
"509","Fallen Soldier","0","0","105","0","28651","0"
"510","Sylldross","0","-40","89","0","28708","0"
"511","Stompalupagus","0","0","89","0","28811","0"
"512","Steeltusk","0","0","89","0","28864","0"
"513","Defector Dazgo","0","-50","89","0","31021","0"
"514","Maniacal Madgard","0","-50","89","0","31020","0"
"515","Morgo Kain","0","-50","89","0","31026","0"
"516","Horgg","0","-50","89","0","31024","0"
"517","Durp the Hated","0","-50","89","0","31022","0"
"518","Inventor Blammo","0","-50","89","0","31023","0"
"519","Blademaster Ro'gor","0","-50","89","0","31025","0"
"520","Follower","0","0","149","66","0","0"
"521","Sneevel","0","0","89","0","28916","0"
"522","Shrine to Terokk","0","0","88","0","28922","0"
"523","Shrine to Terokk","0","0","88","0","28923","0"
"524","Shrine to Terokk","0","0","88","0","28924","0"
"525","Shrine to Terokk","0","0","88","0","28925","0"
"526","Shrine to Terokk","0","0","88","0","28926","0"
"527","Shrine to Terokk","0","0","88","0","28927","0"
"528","Hermit Palefur","0","0","89","0","28931","0"
"529","Invader","0","0","43","67","0","0"
"530","Carrion Worm","0","0","119","66","0","0"
"531","Traitorous Looter","0","0","120","70","0","0"
"532","Horde Opportunist","0","0","43","71","0","0"
"533","Orechewer","0","0","43","67","0","0"
"543","Hoarfrost","0","-50","89","0","31149","0"
"544","Gomtar the Agile","0","-50","89","0","0","0"
"545","Mother of Goren","0","-50","89","0","31153","0"
"546","Gibblette the Cowardly","0","-50","89","0","31152","0"
"547","Vrok the Ancient","0","-50","89","0","31151","0"
"548","Valkor","0","-50","89","0","31149","0"
"549","Karosh Blackwind","0","0","89","0","31236","0"
"550","Brutag Grimblade","0","0","89","0","31238","0"
"551","Krahl Deathwind","0","0","92","0","0","0"
"552","Gortag Steelgrip","0","0","92","0","0","0"
"553","Mok'gol War Party","0","0","89","0","0","0"
"554","Bombardier Gu'gok","0","0","89","0","31180","0"
"558","Bonebreaker","0","0","89","0","31240","0"
"559","Pit Slayer","0","0","89","0","31242","0"
"560","Durg Spinecrusher","0","0","89","0","31241","0"
"561","Avatar of Socrethar","0","0","89","0","31179","0"
"562","Haakun, the All-Consuming","0","0","89","0","31184","0"
"563","Gug'tol","0","0","89","0","31182","0"
"564","Felfire Consort","0","0","89","0","31181","0"
"565","Sargerei War Council","0","0","89","0","31185","0"
"566","Morphed Sentient","0","0","89","0","31015","0"
"567","Gluttonous Giant","0","0","89","0","31019","0"
"568","Mecha Plunderer","0","0","89","0","31018","0"
"569","Giga Sentinel","0","0","89","0","31016","0"
"570","Shadow Hulk","0","0","89","0","31017","0"
"571","Lord Korinak","0","0","89","0","31189","0"
"572","Orumo the Observer","0","0","89","0","31191","0"
"573","Matron of Sin","0","0","89","0","31190","0"
"574","Kurlosh Doomfang","0","0","89","0","31187","0"
"575","Lady Demlash","0","0","89","0","31188","0"
