Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"241","Feralas","Feralas","0","0","357","1","3","0","35","40","0","2","4","0"
"242","Dustwallow Marsh","Dustwallow Marsh","0","0","6463","1","3","0","35","40","0","2","4","0"
"243","Desolace","Desolace","0","0","405","1","3","0","30","40","0","2","4","0"
"244","Southern Barrens","Southern Barrens","0","0","4709","1","3","0","30","35","0","2","4","0"
"245","Stonetalon Mountains","Stonetalon Mountains","0","0","406","1","3","0","25","30","0","2","4","0"
"246","Ashenvale","Ashenvale","0","0","331","1","3","0","20","25","0","2","4","0"
"247","Moonglade","Moonglade","0","0","493","1","3","0","15","15","0","2","4","0"
"248","Azshara","Azshara","0","0","16","1","3","0","10","20","0","2","4","0"
"249","Molten Front","Molten Front","0","0","5733","1","3","0","85","85","0","2","4","0"
"250","Uldum","Uldum","0","0","5034","1","3","0","83","84","0","2","4","0"
"251","Mount Hyjal","Mount Hyjal","0","0","616","1","3","0","80","82","0","2","4","0"
"252","Silithus","Silithus","0","0","1377","1","3","0","55","60","0","2","4","0"
"253","Winterspring","Winterspring","0","0","618","1","3","0","50","55","0","2","4","0"
"254","Un'Goro Crater","Un'Goro Crater","0","0","490","1","3","0","50","55","0","2","4","0"
"255","Felwood","Felwood","0","0","361","1","3","0","45","50","0","2","4","0"
"256","Hellfire Peninsula","Hellfire Peninsula","0","0","3483","1","69","0","58","70","0","2","4","0"
"257","Zangarmarsh","Zangarmarsh","0","0","3521","1","69","0","60","63","0","2","4","0"
"258","Terokkar Forest","Terokkar Forest","0","0","3519","1","69","0","62","70","0","2","4","0"
"259","Nagrand","Nagrand","0","0","3518","1","69","0","64","70","0","2","4","0"
"260","Blade's Edge Mountains","Blade's Edge Mountains","0","0","3522","1","69","0","65","70","0","2","4","0"
"261","Netherstorm","Netherstorm","0","0","3523","1","69","0","66","70","0","2","4","0"
"262","Shadowmoon Valley","Shadowmoon Valley","0","0","3520","1","69","0","67","70","0","2","4","0"
"263","Borean Tundra","Borean Tundra","0","0","3537","1","70","0","68","72","0","2","4","0"
"264","Howling Fjord","Howling Fjord","0","0","495","1","70","0","68","72","0","2","4","0"
"265","Dragonblight","Dragonblight","0","0","65","1","70","0","71","80","0","2","4","0"
"266","Grizzly Hills","Grizzly Hills","0","0","394","1","70","0","73","75","0","2","4","0"
"267","Sholazar Basin","Sholazar Basin","0","0","3711","1","70","0","75","80","0","2","4","0"
"268","Zul'Drak","Zul'Drak","0","0","66","1","70","0","73","77","0","2","4","0"
"269","Icecrown","Icecrown","0","0","210","1","70","0","77","80","0","2","4","0"
"270","The Storm Peaks","The Storm Peaks","0","0","67","1","70","0","77","80","0","2","4","0"
"271","Hrothgar's Landing","Hrothgar's Landing","0","0","4742","1","70","0","77","80","0","2","4","0"
"272","Crystalsong Forest","Crystalsong Forest","0","0","2817","1","70","0","80","80","0","2","4","0"
"273","Wintergrasp","Wintergrasp","0","0","4197","1","70","0","80","80","0","2","4","0"
"274","Tol Barad","Tol Barad","0","0","5095","1","2","0","85","85","0","2","4","0"
"275","Tol Barad Peninsula","Tol Barad Peninsula","0","0","5389","1","2","0","85","85","0","2","4","0"
"276","Deepholm","Deepholm","0","0","5042","1","3","0","82","83","0","2","4","0"
"277","Darkmoon Island","Darkmoon Island","0","0","5861","1","2","0","1","90","0","2","4","0"
"278","Kezan","Kezan","0","0","4737","1","3","0","1","5","0","2","4","0"
"279","The Lost Isles","The Lost Isles","0","0","4707","1","3","0","1","12","0","2","4","0"
"280","The Wandering Isle","The Wandering Isle","0","0","5736","1","71","0","1","10","0","2","4","0"
"281","The Jade Forest","The Jade Forest","0","0","5785","1","71","0","85","87","0","2","4","0"
"282","Krasarang Wilds","Krasarang Wilds","0","0","6134","1","71","0","86","90","0","2","4","0"
"283","Kun-Lai Summit","Kun-Lai Summit","0","0","5841","1","71","0","86","90","0","2","4","0"
"284","Valley of the Four Winds","Valley of the Four Winds","0","0","5805","1","71","0","86","90","0","2","4","0"
"285","The Veiled Stair","The Veiled Stair","0","0","6006","1","71","0","87","87","0","2","4","0"
"286","Townlong Steppes","Townlong Steppes","0","0","5842","1","71","0","88","90","0","2","4","0"
"287","Dread Wastes","Dread Wastes","0","0","6138","1","71","0","89","90","0","2","4","0"
"288","Isle of Giants","Isle of Giants","0","0","6661","1","71","0","90","90","0","2","4","0"
"289","Vale of Eternal Blossoms","Vale of Eternal Blossoms","0","0","5840","1","71","0","90","90","0","2","4","0"
"290","Isle of Thunder","Isle of Thunder","0","0","6507","1","71","0","90","90","0","2","4","0"
"291","Timeless Isle","Timeless Isle","0","0","6757","1","71","0","90","90","0","2","4","0"
"293","Blackwing Lair","Blackwing Lair","0","469","0","3","0","0","60","60","9","34","0","40"
"294","Ruins of Ahn'Qiraj","Ruins of Ahn'Qiraj","0","509","0","3","0","0","60","60","3","34","0","10"
"295","Ahn'Qiraj Temple","Ahn'Qiraj Temple","0","531","0","3","0","0","60","60","9","34","0","40"
"296","Gruul's Lair","Gruul's Lair","0","565","0","3","0","0","70","70","4","34","0","25"
"297","Magtheridon's Lair","Magtheridon's Lair","0","544","0","3","0","0","70","70","4","34","0","25"
"298","Serpentshrine Cavern","Serpentshrine Cavern","0","548","0","3","0","0","70","70","4","34","0","25"
"299","Tempest Keep","Tempest Keep","0","550","0","3","0","0","70","70","4","34","0","25"
"300","Black Temple","Black Temple","0","564","0","3","0","0","70","70","4","34","0","25"
"301","The Sunwell","The Sunwell","0","580","0","3","0","0","70","70","4","34","0","25"
"302","Ulduar (10 Player)","10 Player","0","603","0","3","72","0","80","80","3","35","0","10"
"303","Ulduar (25 Player)","25 Player","0","603","0","3","72","0","80","80","4","35","0","25"
"304","Trial of the Crusader (10 Normal)","10 Normal","0","649","0","3","73","0","80","80","3","35","0","10"
"305","Trial of the Crusader (10 Heroic)","10 Heroic","0","649","0","3","73","0","80","80","5","35","0","10"
"306","Trial of the Crusader (25 Normal)","25 Normal","0","649","0","3","73","0","80","80","4","35","0","25"
"307","Trial of the Crusader (25 Heroic)","25 Heroic","0","649","0","3","73","0","80","80","6","35","0","25"
"308","The Ruby Sanctum (10 Normal)","10 Normal","0","724","0","3","74","0","80","80","3","35","0","10"
"309","The Ruby Sanctum (10 Heroic)","10 Heroic","0","724","0","3","74","0","80","80","5","35","0","10"
