Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"167","4616","1","Thalassian Ranger Gauntlets","152","2","0","21"
"168","4651","1","Helm of Uther's Resolve","152","2","0","27"
"169","4607","1","Duplicitous Guise","152","2","0","12"
"170","4601","1","Cover of Ursol the Wise","152","2","0","6"
"171","4606","1","Dark Conjuror's Collar","152","2","0","11"
"172","4615","1","Tattered Cape of Antonidas","152","2","0","20"
"173","4611","1","Handguards of Defiled Worlds","152","2","0","16"
"174","4653","1","Shroud of Chieftain Ner'zhul","152","2","0","29"
"175","4608","1","Golden Staff of the Sin'dorei","152","2","0","13"
"176","4610","1","Hand of the Deceiver","152","2","0","15"
"177","4617","1","Thori'dal, the Stars' Fury","152","2","0","22"
"178","4647","1","Cover of Ursoc the Mighty","152","2","0","23"
"179","4649","1","Gloves of Tyri's Power","152","2","0","25"
"180","4598","1","Borderland Paingrips","152","2","0","3"
"181","4603","1","Cowl of Light's Purity","152","2","0","8"
"183","0","1","While your team holds 4 of the bases in Eye of the Storm, personally grab the flag and capture it.","0","0","4","0"
"184","3693","1","Capture a flag with 4 bases held","183","2","0","0"
"186","0","0","Take 50 graveyards in Alterac Valley.","0","0","4","0"
"187","419","50","Take 50 graveyards","186","1","0","1"
"189","0","0","Achieved Vengeful Gladiator title.","0","0","4","0"
"190","5599","1","Vengeful Gladiator","189","2","0","1"
"192","0","0","Receive 5 Coins of Ancestry.","0","0","4","0"
"193","472","5","Receive 5 Coins of Ancestry","192","1","0","1"
"195","0","1","Revived by druids","0","0","5","0"
"196","3815","1","Revive (Rank 7)","195","0","0","1"
"197","4979","0","Revive (Rank 5)","195","0","0","3"
"198","4980","0","Revive (Rank 4)","195","0","0","4"
"199","4982","0","Revive (Rank 2)","195","0","0","6"
"200","4978","0","Revive (Rank 6)","195","0","0","2"
"201","4983","0","Revive (Rank 1)","195","0","0","7"
"202","4981","0","Revive (Rank 3)","195","0","0","5"
"204","0","0","Win a greed roll on a superior or better item above level 185 by rolling 100.","0","0","4","0"
"205","2358","1","Roll greed and get exactly 100 on an item over level 185.","204","2","0","1"
"207","0","0","Talent tree respecs","0","0","4","0"
"208","3359","0","Talent tree respecs","207","0","0","1"
"210","0","0","Keli'dan the Breaker kills (The Blood Furnace)","0","0","4","0"
"211","3239","1","Keli'dan the Breaker","210","0","0","1"
"213","0","0","Catch a fish in each of the specific nodes listed below.","0","0","4","0"
"214","3623","1","Brackish Mixed School","213","0","0","1"
"215","3624","1","Bluefish School","213","0","0","2"
"216","3625","1","Mudfish School","213","0","0","3"
"217","3626","1","School of Darter","213","0","0","4"
"218","3627","1","Highland Mixed School","213","0","0","5"
"219","3628","1","Sporefish School","213","0","0","6"
"221","0","0","Grand Widow Faerlina kills (Naxxramas 25 player)","0","0","4","0"
"222","5126","1","Grand Widow Faerlina","221","0","0","1"
"227","0","0","Explore Borean Tundra, revealing the covered areas of the world map.","0","0","4","0"
"228","4122","0","Temple City of En'kilah","227","0","0","1"
"229","4134","0","The Geyser Fields","227","0","0","12"
"230","4126","0","Garrosh's Landing","227","0","0","5"
"231","4129","0","Bor'gorok Outpost","227","0","0","8"
"232","4124","0","Riplash Strand","227","0","0","3"
"233","4135","0","The Dens of the Dying","227","0","0","13"
"234","4123","0","Steeljaw's Caravan","227","0","0","2"
"235","4125","0","Kaskala","227","0","0","4"
"236","4127","0","Death's Stand","227","0","0","6"
"237","4130","0","Amber Ledge","227","0","0","9"
"238","4131","0","Warsong Hold","227","0","0","10"
"239","4132","0","Valiance Keep","227","0","0","11"
"240","4128","0","Coldarra","227","0","0","7"
"248","0","1","Defeat Emperor Dagran Thaurissan.","0","0","8","0"
"249","4262","1","The Fate of the Kingdom","248","2","0","2"
"250","4263","1","The Royal Rescue","248","2","0","3"
"251","3266","1","Emperor Dagran Thaurissan","248","2","0","1"
"253","0","0","Defeat Darkmaster Gandling","0","0","4","0"
"255","19263","1","Darkmaster Gandling","253","2","0","0"
"257","0","0","Defeat the evil masterminds inhabiting Stratholme.","0","0","4","0"
"258","18471","1","Lord Aurius Rivendare","257","0","0","2"
"259","550","1","Balnazzar","257","0","0","1"
"261","0","0","Aeonus kills (Opening of the Dark Portal)","0","0","4","0"
"262","3247","1","Aeonus","261","0","0","1"
"264","0","0","Most expensive bid on auction","0","0","4","0"
"265","4222","0","Highest Auction Bid","264","8","0","1"
"267","0","0","Win Eye of the Storm with a score of 1600 to 0.","0","0","4","0"
"268","1238","1","Win 1600 to 0","267","2","0","0"
"270","0","0","Win a need roll on a superior or better item above level 185 by rolling 100.","0","0","4","0"
"271","2412","1","roll need and get exactly 100 on an item above 185","270","2","0","1"
"273","0","0","Prince Malchezaar kills (Karazhan)","0","0","4","0"
"274","3254","1","Prince Malchezaar","273","0","0","1"
"276","0","0","Chief Ukorz Sandscalp kills (Zul'Farrak)","0","0","4","0"
"277","3265","1","Chief Ukorz Sandscalp","276","0","0","1"
"279","0","0","Earned the title, ""Warlord"".","0","0","4","0"
"280","728","0","Warlord","279","2","0","1"
"282","0","0","Earned the title, ""General"".","0","0","4","0"
"283","729","0","General","282","2","0","1"
"285","0","0","Statistic: Elixirs consumed","0","0","5","0"
"286","4370","0","Elixir of Lion's Strength","285","0","0","42"
"287","4371","0","Elixir of Major Agility","285","0","0","43"
"288","4372","0","Elixir of Major Defense","285","0","0","44"
"289","4376","0","Elixir of Major Mageblood","285","0","0","48"
"290","4377","0","Elixir of Major Shadow Power","285","0","0","49"
"291","4381","0","Elixir of Mighty Defense","285","0","0","53"
"292","4402","0","Greater Arcane Elixir","285","0","0","74"
"293","4403","0","Ground Scorpok Assay","285","0","0","75"
"294","4395","0","Elixir of Wisdom","285","0","0","67"
"295","4396","0","Elixir of the Mongoose","285","0","0","68"
"296","4399","0","Fel Strength Elixir","285","0","0","71"
"297","4400","0","Gift of Arthas","285","0","0","72"
"298","4342","0","Bloodberry Elixir","285","0","0","14"
"299","4353","0","Elixir of Detect Undead","285","0","0","25"
"300","4360","0","Elixir of Giant Growth","285","0","0","32"
"301","4362","0","Elixir of Greater Agility","285","0","0","34"
"302","4341","0","Arcane Elixir","285","0","0","13"
"303","4344","0","Cerebral Cortex Compound","285","0","0","16"
"304","4384","0","Elixir of Mighty Strength","285","0","0","56"
"305","4385","0","Elixir of Minor Agility","285","0","0","57"
"306","4389","0","Elixir of Shadow Power","285","0","0","61"
"307","4390","0","Elixir of Spirit","285","0","0","62"
"308","4337","0","Sheen of Zanza","285","0","0","0"
"309","4339","0","Swiftness of Zanza","285","0","0","11"
"310","4345","0","Earthen Elixir","285","0","0","17"
"311","4347","0","Elixir of Brute Force","285","0","0","19"
"312","4349","0","Elixir of Defense","285","0","0","21"
"313","4350","0","Elixir of Demonslaying","285","0","0","22"
"314","4351","0","Elixir of Detect Demon","285","0","0","23"
"315","4358","0","Elixir of Fortitude","285","0","0","30"
"316","4359","0","Elixir of Frost Power","285","0","0","31"
"317","4364","0","Elixir of Greater Firepower","285","0","0","36"
"318","4365","0","Elixir of Greater Intellect","285","0","0","37"
"319","8648","0","Strong Troll's Blood Elixir","285","0","0","9"
"320","8062","0","Elixir of Mighty Defense","285","0","0","80"
"321","8066","0","Elixir of Mighty Thoughts","285","0","0","81"
"322","4340","0","Adept's Elixir","285","0","0","12"
"323","8074","0","Major Troll's Blood Elixir","285","0","0","85"
"324","4380","0","Elixir of Mighty Agility","285","0","0","52"
"325","8076","0","Weak Troll's Blood Elixir","285","0","0","102"
"326","8077","0","Mighty Troll's Blood Elixir","285","0","0","101"
"327","8078","0","Wrath Elixir","285","0","0","100"
"328","8082","0","Bloodkelp Elixir of Dodging","285","0","0","96"
"329","8086","0","Elixir of Shadows","285","0","0","92"
"330","8087","0","Drakuru's Elixir","285","0","0","91"
"331","8089","0","Zort's Protective Elixir","285","0","0","89"
"332","4354","0","Elixir of Draenic Wisdom","285","0","0","26"
"333","4361","0","Elixir of Giants","285","0","0","33"
"334","4369","0","Elixir of Lesser Agility","285","0","0","41"
"335","8083","0","Bloodkelp Elixir of Resistance","285","0","0","95"
"336","4394","0","Elixir of Water Walking","285","0","0","66"
"337","8063","0","Elixir of Expertise","285","0","0","110"
"338","8068","0","Crystal Ward","285","0","0","82"
"339","8070","0","Juju Chill","285","0","0","83"
"340","8071","0","Juju Escape","285","0","0","105"
"341","8031","0","Elixir of Accuracy","285","0","0","87"
"342","8064","0","Elixir of Armor Piercing","285","0","0","109"
"343","8065","0","Elixir of Lightning Speed","285","0","0","108"
"344","8069","0","Juju Ember","285","0","0","106"
"345","8073","0","Winterfall Firewater","285","0","0","104"
"346","8075","0","Mageblood Elixir","285","0","0","103"
"347","8079","0","Spellpower Elixir","285","0","0","99"
"348","8081","0","Worg's Blood Elixir","285","0","0","97"
"349","8084","0","Videre Elixir","285","0","0","94"
"350","8085","0","Ahuurn's Elixir","285","0","0","93"
"351","8088","0","Zort's Protective Elixir","285","0","0","90"
"352","8072","0","Juju Might","285","0","0","84"
"353","8032","0","Elixir of Deadly Strikes","285","0","0","86"
"354","4356","0","Elixir of Empowerment","285","0","0","28"
"355","4368","0","Elixir of Ironskin","285","0","0","40"
"356","4388","0","Elixir of Ogre's Strength","285","0","0","60"
"357","4404","0","Lung Juice Cocktail","285","0","0","76"
"358","4338","0","Spirit of Zanza","285","0","0","10"
"359","4378","0","Elixir of Major Strength","285","0","0","50"
"360","8067","0","Crystal Force","285","0","0","107"
"361","4406","0","Noggenfogger Elixir","285","0","0","78"
"362","8090","0","Murkweed Elixir","285","0","0","88"
"363","4367","0","Elixir of Healing Power","285","0","0","39"
"364","4373","0","Elixir of Major Firepower","285","0","0","45"
"365","4375","0","Elixir of Major Frost Power","285","0","0","47"
"366","4374","0","Elixir of Major Fortitude","285","0","0","46"
"367","4343","0","Catseye Elixir","285","0","0","15"
"368","4346","0","Elixir of Agility","285","0","0","18"
"369","4355","0","Elixir of Dream Vision","285","0","0","27"
"370","4357","0","Elixir of Firepower","285","0","0","29"
"371","4363","0","Elixir of Greater Defense","285","0","0","35"
"372","4366","0","Elixir of Greater Water Breathing","285","0","0","38"
"373","4348","0","Elixir of Camouflage","285","0","0","20"
"374","4352","0","Elixir of Detect Lesser Invisibility","285","0","0","24"
"375","4379","0","Elixir of Mastery","285","0","0","51"
"376","4382","0","Elixir of Mighty Fortitude","285","0","0","54"
"377","4383","0","Elixir of Mighty Mageblood","285","0","0","55"
"378","4386","0","Elixir of Minor Defense","285","0","0","58"
"379","4387","0","Elixir of Minor Fortitude","285","0","0","59"
"380","4391","0","Elixir of Superior Defense","285","0","0","63"
"381","4392","0","Elixir of Toughness","285","0","0","64"
"382","4393","0","Elixir of Water Breathing","285","0","0","65"
"383","4397","0","Elixir of the Sages","285","0","0","69"
"384","4398","0","Elixir of the Searching Eye","285","0","0","70"
"385","4401","0","Gizzard Gum","285","0","0","73"
"386","4405","0","R.O.I.D.S.","285","0","0","77"
"387","4407","0","Onslaught Elixir","285","0","0","79"
"388","8080","0","Guru's Elixir","285","0","0","98"
"389","19156","0","Elixir of Deep Earth","285","0","0","1"
"390","19157","0","Elixir of the Cobra","285","0","0","2"
"391","19158","0","Elixir of Impossible Accuracy","285","0","0","3"
"392","19159","0","Elixir of the Master","285","0","0","4"
"393","19160","0","Elixir of the Mighty Speed","285","0","0","5"
"394","19161","0","Prismatic Elixir","285","0","0","6"
"395","19162","0","Ghost Elixir","285","0","0","7"
"396","19163","0","Elixir of the Naga","285","0","0","8"
"398","0","0","Total times LOL'd","0","0","5","0"
"399","3238","0","laugh","398","0","0","1"
"400","7194","0","chuckle","398","0","0","5"
"401","7195","0","guffaw","398","0","0","2"
"402","7196","0","rofl","398","0","0","3"
"403","7197","0","giggle","398","0","0","4"
"405","0","0","Explore Teldrassil, revealing the covered areas of the world map.","0","0","4","0"
"406","1305","1","Starbreeze Village","405","0","0","8"
"407","1306","1","The Oracle Glade","405","0","0","9"
"408","1307","1","Wellspring Lake","405","0","0","10"
"409","1308","1","Darnassus","405","0","0","11"
"410","1303","1","Lake Al'Ameth","405","0","0","6"
"411","1299","1","Shadowglen","405","0","0","1"
"412","1300","1","Ban'ethil Hollow","405","0","0","4"
"413","1302","1","Gnarlpine Hold","405","0","0","5"
"414","1309","1","Rut'theran Village","405","0","0","12"
"415","1304","1","Pools of Arlithrien","405","0","0","7"
"416","14088","1","The Cleft","405","0","0","2"
"417","14089","1","Dolanaar","405","0","0","3"
"419","0","0","Win Warsong Gulch.","0","0","4","0"
"420","5899","1","Win Warsong Gulch","419","2","0","1"
"422","0","0","Complete 100 victories in Warsong Gulch.","0","0","4","0"
"423","5899","100","Complete 100 victories in Warsong Gulch","422","1","0","1"
"425","0","0","Defeat Pathaleon the Calculator on Heroic Difficulty.","0","0","4","0"
"426","3720","1","Pathaleon the Calculator","425","2","0","1"
"428","0","0","Kill Lor'themar Theron.","0","0","4","0"
"429","483","1","Lor'themar Theron","428","2","0","1"
"431","0","0","Raise your reputation level from unfriendly to exalted with Timbermaw Hold, Sporeggar and the Kurenai.","0","0","4","0"
"432","5337","42000","Exalted with the Kurenai","431","0","0","2"
"433","4757","42000","Exalted with the Sporeggar","431","0","0","3"
"434","2011","42000","Exalted with Timbermaw Hold","431","0","0","1"
"436","0","1","Obtain The Horseman's Reins from The Headless Horseman in the Scarlet Monastery during Hallow's End.","0","0","8","0"
"437","6160","0","Headless Horseman's Mount","436","2","0","1"
"439","0","0","Earned the title, ""Legionnaire"".","0","0","4","0"
"440","733","0","Legionnaire","439","2","0","1"
"448","0","0","While wearing 3 pieces of Brewfest clothing, get completely smashed and dance in Dalaran.","0","0","4","0"
"449","4112","1","/dance","448","2","0","1"
"451","0","0","Slay 15 turkeys in 3 minutes.","0","0","4","0"
"452","3821","1","15 Turkeys in 3 minutes","451","2","0","1"
"454","0","0","Enjoy a Buttermilk Delight with someone in Dalaran at a Romantic Picnic during the Love is in the Air celebration.","0","0","4","0"
"455","4071","1","Buttermilk Delight at Romantic Picnic","454","2","0","1"
"456","5787","1","Romantic Picnic","454","2","0","2"
"458","0","0","First Aid skill","0","0","4","0"
"459","5592","525","First aid skill","458","1","0","1"
"461","0","0","Visit a Barber Shop and get your hair cut.","0","0","4","0"
"462","2341","1","Visit a barbershop and pay for using their services.","461","2","0","1"
"464","0","0","Shoot off 10 Love Rockets in 20 seconds or less.","0","0","4","0"
"465","6295","10","Shoot off 10 Love Rockets in 20 seconds or less","464","1","0","1"
"467","0","0","Number of times hearthed","0","0","4","0"
"468","5008","0","Hearthstone","467","0","0","1"
"469","11719","0","Ruby Slippers","467","0","0","2"
"470","17387","0","The Innkeeper's Daughter","467","0","0","3"
"472","0","0","Explore Zangarmarsh, revealing the covered areas of the world map.","0","0","4","0"
"473","1648","1","Quagg Ridge","472","0","0","6"
"474","1651","1","The Lagoon","472","0","0","9"
"475","1649","1","Telredor","472","0","0","7"
"476","1611","1","Cenarion Refuge","472","0","0","1"
"477","1612","1","Feralfen Village","472","0","0","3"
"478","1653","1","Umbrafen Village","472","0","0","11"
"479","1654","1","Sporeggar","472","0","0","12"
"480","1657","1","Orebor Harborage","472","0","0","15"
"481","1658","1","The Spawning Glen","472","0","0","16"
"482","1667","1","Darkcrest Shore","472","0","0","18"
"483","1650","1","The Dead Mire","472","0","0","8"
"484","1652","1","Twin Spire Ruins","472","0","0","10"
"485","1610","1","Ango'rosh Grounds","472","0","0","2"
"486","1647","1","Marshlight Lake","472","0","0","5"
"487","1655","1","Ango'rosh Stronghold","472","0","0","13"
"488","1656","1","Bloodscale Grounds","472","0","0","14"
"489","1659","1","Zabra'jin","472","0","0","17"
"490","1613","1","Hewn Bog","472","0","0","4"
"492","0","0","Explore Grizzly Hills, revealing the covered areas of the world map.","0","0","4","0"
"493","4187","0","Voldrune","492","0","0","10"
"494","4182","0","Granite Springs","492","0","0","5"
"495","4190","0","Camp Oneqwah","492","0","0","13"
"496","4179","0","Drak'Tharon Keep","492","0","0","2"
"497","4188","0","Amberpine Lodge","492","0","0","11"
"498","4189","0","Blue Sky Logging Grounds","492","0","0","12"
"499","4178","0","Conquest Hold","492","0","0","1"
"500","4180","0","Drakil'jin Ruins","492","0","0","3"
"501","4181","0","Dun Argol","492","0","0","4"
"502","4183","0","Grizzlemaw","492","0","0","6"
"503","4184","0","Rage Fang Shrine","492","0","0","7"
"504","4185","0","Thor Modan","492","0","0","8"
"505","4186","0","Venture Bay","492","0","0","9"
"506","4191","0","Westfall Brigade Encampment","492","0","0","14"
"508","0","0","Earn a 2200 personal rating in the 5v5 bracket of the arena.","0","0","4","0"
"509","452","2200","2200 rating","508","2","0","1"
"511","0","0","Win Alterac Valley while your team controls both mines.","0","0","4","0"
"512","3388","1","Kobold Cave Owned","511","2","0","0"
"513","3389","1","Trogg Cave Owned","511","2","0","1"
"515","0","0","Complete the Flame Keeper achievements.","0","0","4","0"
"516","3200","0","Flame Keeper of Kalimdor","515","0","0","3"
"517","3201","0","Flame Keeper of Outland","515","0","0","5"
"518","3199","0","Flame Keeper of Eastern Kingdoms","515","0","0","2"
"519","18216","0","Flame Keeper of Cataclysm","515","0","0","1"
"520","18217","0","Flame Keeper of Northrend","515","0","0","4"
"522","0","0","Wielder of Sulfuras, Hand of Ragnaros.","0","0","4","0"
"523","12478","1","","522","2","0","2"
"524","318","1","Sulfuras, Hand of Ragnaros","522","2","0","1"
"526","0","0","Gain exalted reputation with the Warsong Outriders.","0","0","4","0"
"527","5319","42000","Exalted with Warsong Outriders","526","2","0","1"
"529","0","0","Defeat Keli'dan the Breaker on Heroic Difficulty.","0","0","4","0"
"530","3710","1","Keli'dan the Breaker","529","2","0","1"
"532","0","0","5v5 victories","0","0","5","0"
"533","8601","0","Ruins of Lordaeron 5v5 Wins","532","0","0","2"
"534","8600","0","Nagrand 5v5 Wins","532","0","0","3"
"535","8599","0","Dalaran 5v5 Wins","532","0","0","4"
"536","5726","0","Blade's Edge 5v5 Wins","532","0","0","0"
"537","8602","0","Ring of Valor 5v5 Wins","532","0","0","1"
"539","0","0","2v2 matches","0","0","5","0"
"540","8614","0","Ring of Valor 2v2 Matches","539","0","0","3"
"541","8613","0","Ruins of Lordaeron 2v2 Matches","539","0","0","2"
"542","8611","0","Dalaran 2v2 Matches","539","0","0","4"
"543","8612","0","nagrand 2v2 Matches","539","0","0","1"
"544","5725","0","Blade's Edge 2v2 Matches","539","0","0","0"
"546","0","0","Most factions at Revered or higher","0","0","4","0"
"547","5299","0","Factions at revered","546","0","0","1"
"549","0","0","Get 10000 honorable kills.","0","0","4","0"
"550","13253","10000","Get 10000 honorable kills","549","1","0","1"
"552","0","1","Defeat Nefarian.","0","0","8","0"
"553","3273","1","Nefarian","552","2","0","1"
"554","4564","1","Therazane's Link","552","2","0","5"
"555","4567","1","Boots of the Shadow Flame","552","2","0","8"
"556","4578","1","Breastplate of Wrath","552","2","0","19"
"557","4565","1","Archimtiros' Ring of Reckoning","552","2","0","6"
"558","4580","1","Judgement Breastplate","552","2","0","21"
"559","4581","1","Stormrage Chestguard","552","2","0","22"
"560","4584","1","Robes of Transcendence","552","2","0","25"
"561","4566","1","Ashkandi, Greatsword of the Brotherhood","552","2","0","7"
"562","4569","1","Crul'shorukh, Edge of Chaos","552","2","0","10"
"563","4447","1","The Lord of Blackrock","552","2","0","2"
"564","4448","1","The Lord of Blackrock","552","2","0","3"
"565","4568","1","Cloak of the Brood Lord","552","2","0","9"
"566","4570","1","Lok'amir il Romathis","552","2","0","11"
"567","4572","1","Neltharion's Tear","552","2","0","13"
"568","4575","1","Staff of the Shadow Flame","552","2","0","16"
"569","4577","1","Breastplate of Ten Storms","552","2","0","18"
"570","4579","1","Dragonstalker's Breastplate","552","2","0","20"
"571","4449","1","Nefarius's Corruption","552","2","0","4"
"572","4576","1","Bloodfang Chestpiece","552","2","0","17"
"573","4573","1","Prestor's Talisman of Connivery","552","2","0","14"
"574","4574","1","Pure Elementium Band","552","2","0","15"
"575","4583","1","Netherwind Robes","552","2","0","24"
"576","4571","1","Mish'undare, Circlet of the Mind Flayer","552","2","0","12"
