Unknown0,Unknown1,Unknown2,Unknown3,Unknown4
"10419","-16413","3","61","0"
"10419","-1845","8","61","0"
"10419","-1844","8","61","0"
"10829","-1843","8","61","0"
"10829","-1842","8","61","0"
"10829","-1841","8","61","0"
"10829","-1840","8","61","0"
"10829","-1839","8","61","0"
"10829","-1838","8","61","0"
"10829","-1837","8","61","0"
"10829","-1836","8","61","0"
"1","-1835","8","61","0"
"2","-1834","8","61","0"
"3","-1833","8","61","0"
"4","-1832","8","61","0"
"5","-1831","8","61","0"
"6","-1830","8","61","0"
"7","-1829","8","61","0"
"8","-1828","8","61","0"
"9","-1827","8","61","0"
"10","-1826","8","61","0"
"11","-1825","8","61","0"
"12","-1824","8","61","0"
"13","-1823","8","61","0"
"14","-1822","8","61","0"
"15","-1821","8","61","0"
"16","-1820","8","61","0"
"17","-1819","8","61","0"
"18","-1818","8","61","0"
"19","-1817","8","61","0"
"20","-1816","8","61","0"
"21","-1815","8","61","0"
"22","-1814","8","61","0"
"23","-1813","8","61","0"
"24","-1812","8","61","0"
"25","-1811","8","61","0"
"26","-1810","8","61","0"
"27","-1809","8","61","0"
"28","-1808","8","61","0"
"29","-1807","8","61","0"
"30","-1806","8","61","0"
"31","-1805","8","61","0"
"32","-1804","8","61","0"
"33","-1803","8","61","0"
"34","-1802","8","61","0"
"35","-1801","8","61","0"
"36","-1800","8","61","0"
"37","-1799","8","61","0"
"38","-1798","8","61","0"
"39","-1797","8","61","0"
"40","-1796","8","61","0"
"41","-1795","8","61","0"
"42","-1794","8","61","0"
"43","-1793","8","61","0"
"44","-1792","8","61","0"
"45","-1791","8","61","0"
"46","-1790","8","61","0"
"47","-1789","8","61","0"
"48","-1788","8","61","0"
"49","-1787","8","61","0"
"50","-1786","8","61","0"
"51","-1785","8","61","0"
"52","-1784","8","61","0"
"53","-1783","8","61","0"
"54","-1782","8","61","0"
"55","-1781","8","61","0"
"56","-1780","8","61","0"
"57","-1779","8","61","0"
"58","-1778","8","61","0"
"59","-1777","8","61","0"
"60","-1776","8","61","0"
"61","-1775","8","61","0"
"62","-1774","8","61","0"
"63","-1773","8","61","0"
"64","-1772","8","61","0"
"65","-1771","8","61","0"
"66","-1770","8","61","0"
"67","-1769","8","61","0"
"68","-1768","8","61","0"
"69","-1767","8","61","0"
"70","-1766","8","61","0"
"71","-1765","8","61","0"
"72","-1764","8","61","0"
"73","-1763","8","61","0"
"74","-1762","8","61","0"
"75","-1761","8","61","0"
"76","-1760","8","61","0"
"77","-1759","8","61","0"
"78","-1758","8","61","0"
"79","-1757","8","61","0"
"80","-1756","8","61","0"
"81","-1755","8","61","0"
"82","-1754","8","61","0"
"83","-1753","8","61","0"
"84","-1752","8","61","0"
"85","-1751","8","61","0"
"86","-1750","8","61","0"
"87","-1749","8","61","0"
"88","-1748","8","61","0"
"89","-1747","8","61","0"
"90","-1746","8","61","0"
"91","-1745","8","61","0"
"92","-1744","8","61","0"
"93","-1743","8","61","0"
"94","17987","3","84","0"
"95","17988","3","84","0"
"96","17989","3","84","0"
"97","17990","3","84","0"
"98","17991","3","84","0"
"99","17992","3","84","0"
"100","17993","3","84","0"
"101","17994","3","84","0"
"102","17995","3","84","0"
"103","14376","3","97","0"
"104","14377","3","101","0"
"105","13356","3","111","0"
"106","13431","3","113","0"
"107","13432","3","113","0"
"108","13433","3","113","0"
"109","13434","3","113","0"
"110","14260","3","115","0"
"111","14261","3","115","0"
"112","14262","3","115","0"
"113","14263","3","115","0"
"114","14264","3","116","0"
"115","14265","3","116","0"
"116","14266","3","116","0"
"117","14267","3","116","0"
"118","14297","3","119","0"
"119","13312","3","120","0"
"120","13314","3","121","0"
"121","13315","3","121","0"
"122","13316","3","121","0"
"123","13317","3","121","0"
"124","13318","3","121","0"
"125","13313","3","122","0"
"126","13329","3","123","0"
"127","13330","3","123","0"
"128","13331","3","123","0"
"129","13332","3","123","0"
"130","13333","3","123","0"
"131","13334","3","123","0"
"132","13335","3","123","0"
"133","13336","3","123","0"
"134","13337","3","123","0"
"135","13338","3","123","0"
"136","13339","3","128","0"
"137","13340","3","128","0"
"138","13341","3","128","0"
"139","13342","3","128","0"
"140","13248","3","129","0"
"141","13249","3","129","0"
"142","13250","3","129","0"
"143","13251","3","129","0"
"144","13252","3","129","0"
"145","13253","3","129","0"
"146","13254","3","129","0"
"147","13255","3","129","0"
"148","13256","3","129","0"
"149","13257","3","129","0"
"150","13258","3","129","0"
"151","13259","3","129","0"
"152","13260","3","129","0"
"153","13261","3","129","0"
"154","13262","3","129","0"
"155","13263","3","129","0"
"156","13264","3","129","0"
"157","13265","3","129","0"
"158","13266","3","129","0"
"159","13267","3","129","0"
"160","13268","3","129","0"
"161","13269","3","129","0"
"162","13270","3","129","0"
"163","13271","3","129","0"
"164","13272","3","129","0"
"165","13273","3","130","0"
"166","13275","3","131","0"
"167","13276","3","131","0"
"168","13277","3","131","0"
"169","13278","3","131","0"
"170","13279","3","131","0"
"171","13274","3","132","0"
"172","13280","3","133","0"
"173","13281","3","133","0"
"174","13282","3","133","0"
"175","13283","3","133","0"
"176","13284","3","133","0"
"177","13285","3","133","0"
"178","13286","3","133","0"
"179","13287","3","133","0"
"180","13288","3","133","0"
"181","13289","3","133","0"
"182","13290","3","135","0"
"183","13291","3","135","0"
"184","13292","3","135","0"
"185","13293","3","135","0"
"186","13302","3","137","0"
"187","13303","3","137","0"
"188","13304","3","137","0"
"189","13305","3","137","0"
"190","13306","3","138","0"
"191","13307","3","138","0"
"192","13308","3","138","0"
"193","13309","3","138","0"
"194","13366","3","139","0"
"195","13367","3","139","0"
"196","13368","3","139","0"
"197","13369","3","139","0"
"198","13370","3","139","0"
"199","13371","3","139","0"
"200","13372","3","139","0"
"201","13373","3","139","0"
"202","13374","3","139","0"
"203","13375","3","139","0"
"204","13376","3","139","0"
"205","13377","3","139","0"
"206","13378","3","139","0"
"207","13379","3","139","0"
"208","13380","3","139","0"
"209","13381","3","139","0"
"210","13382","3","139","0"
"211","13383","3","139","0"
"212","13384","3","139","0"
"213","13385","3","139","0"
"214","13386","3","139","0"
"215","13387","3","139","0"
"216","13388","3","139","0"
"217","13389","3","139","0"
"218","13390","3","139","0"
"219","13391","3","139","0"
"220","13392","3","139","0"
"221","13486","3","140","0"
"222","13487","3","140","0"
"223","13488","3","140","0"
"224","13489","3","140","0"
"225","13490","3","140","0"
"226","13491","3","140","0"
"227","13492","3","140","0"
"228","13493","3","140","0"
"229","13494","3","140","0"
"230","13495","3","140","0"
"231","13496","3","140","0"
"232","13497","3","140","0"
"233","13498","3","140","0"
"234","13499","3","140","0"
"235","13500","3","140","0"
"236","13501","3","140","0"
"237","13502","3","140","0"
"238","13503","3","140","0"
"239","13504","3","140","0"
"240","13505","3","140","0"
"241","13506","3","140","0"
"242","13507","3","140","0"
"243","13508","3","140","0"
"244","13509","3","140","0"
"245","13510","3","140","0"
"246","13511","3","141","0"
"247","13513","3","142","0"
"248","13514","3","142","0"
"249","13515","3","142","0"
"250","13516","3","142","0"
"251","13517","3","142","0"
"252","13512","3","143","0"
"253","13518","3","144","0"
"254","13519","3","144","0"
"255","13520","3","144","0"
"256","13521","3","144","0"
"257","13522","3","144","0"
"258","13523","3","144","0"
"259","13524","3","144","0"
"260","13525","3","144","0"
"261","13526","3","144","0"
"262","13527","3","144","0"
"263","13528","3","146","0"
"264","13529","3","146","0"
"265","13530","3","146","0"
"266","13531","3","146","0"
"267","13532","3","148","0"
"268","13533","3","148","0"
"269","13534","3","148","0"
"270","13535","3","148","0"
"271","13536","3","149","0"
"272","13537","3","149","0"
"273","13538","3","149","0"
"274","13539","3","149","0"
"275","14270","3","150","0"
"276","14271","3","150","0"
"277","14272","3","150","0"
"278","14273","3","150","0"
"279","14274","3","150","0"
"280","14275","3","150","0"
"281","14276","3","150","0"
"282","14277","3","150","0"
"283","14278","3","150","0"
"284","14279","3","150","0"
"285","14280","3","150","0"
"286","14281","3","150","0"
"287","14282","3","150","0"
"288","14283","3","150","0"
"289","14284","3","150","0"
"290","14285","3","150","0"
"291","14286","3","150","0"
"292","14287","3","150","0"
"293","14288","3","150","0"
"294","14289","3","150","0"
"295","14290","3","150","0"
"296","14291","3","150","0"
"297","14292","3","150","0"
"298","14293","3","150","0"
"299","14294","3","150","0"
"300","14295","3","151","0"
"301","14299","3","152","0"
"302","14300","3","152","0"
"303","14301","3","152","0"
"304","14302","3","152","0"
"305","14303","3","152","0"
"306","14304","3","153","0"
"307","14305","3","153","0"
"308","14306","3","153","0"
"309","14307","3","153","0"
"310","14308","3","153","0"
"311","14309","3","153","0"
"312","14310","3","153","0"
"313","14311","3","153","0"
"314","14312","3","153","0"
"315","14313","3","153","0"
"316","14314","3","155","0"
"317","14315","3","155","0"
"318","14316","3","155","0"
"319","14317","3","155","0"
"320","14318","3","157","0"
"321","14319","3","157","0"
"322","14320","3","157","0"
"323","14321","3","157","0"
"324","14322","3","158","0"
"325","14323","3","158","0"
"326","14324","3","158","0"
"327","14325","3","158","0"
"328","14296","3","159","0"
"329","13435","3","173","0"
"330","13437","3","174","0"
"331","13438","3","174","0"
"332","13439","3","174","0"
"333","13440","3","174","0"
"334","13441","3","174","0"
"335","13436","3","175","0"
"336","13442","3","176","0"
"337","13443","3","176","0"
"338","13444","3","176","0"
"339","13445","3","176","0"
"340","13446","3","176","0"
"341","13447","3","176","0"
"342","13448","3","176","0"
"343","13449","3","176","0"
"344","13450","3","176","0"
"345","13451","3","176","0"
"346","13452","3","177","0"
"347","13453","3","177","0"
"348","13454","3","177","0"
"349","13455","3","177","0"
"350","13246","3","186","0"
"351","13247","3","186","0"
"352","13484","3","187","0"
"353","13485","3","187","0"
"354","14268","3","188","0"
"355","14269","3","188","0"
"356","13310","3","189","0"
"357","13311","3","189","0"
"358","18658","3","203","0"
"359","18659","3","203","0"
"360","18660","3","203","0"
"361","18661","3","203","0"
"362","18662","3","203","0"
"363","18663","3","203","0"
"364","18664","3","203","0"
"365","18665","3","203","0"
"366","20836","3","208","0"
"367","20837","3","208","0"
"368","20838","3","208","0"
"369","20839","3","208","0"
"370","20840","3","208","0"
"371","20841","3","208","0"
"372","20842","3","208","0"
"373","20843","3","208","0"
"374","20844","3","208","0"
"375","20845","3","208","0"
"376","20846","3","208","0"
"377","20847","3","208","0"
"378","20848","3","208","0"
"379","20849","3","208","0"
"380","20850","3","208","0"
"381","20851","3","208","0"
"382","20852","3","208","0"
"383","20853","3","208","0"
"384","20854","3","208","0"
"385","20855","3","208","0"
"386","20856","3","208","0"
"387","20857","3","208","0"
"388","20858","3","208","0"
"389","20859","3","208","0"
"390","20860","3","208","0"
"391","20861","3","208","0"
"392","20862","3","208","0"
"393","20863","3","208","0"
"394","20864","3","208","0"
"395","20865","3","208","0"
"396","20866","3","208","0"
"397","20867","3","208","0"
"398","20868","3","208","0"
"399","20869","3","208","0"
"400","20870","3","208","0"
"401","20871","3","208","0"
"402","20872","3","208","0"
"403","20873","3","208","0"
"404","20874","3","208","0"
"405","20875","3","208","0"
"406","20876","3","208","0"
"407","20877","3","208","0"
"408","20878","3","208","0"
"409","20879","3","208","0"
"410","20880","3","208","0"
"411","20881","3","208","0"
"412","20882","3","208","0"
"413","20883","3","208","0"
"414","20884","3","208","0"
"415","20885","3","208","0"
"416","20886","3","208","0"
"417","20887","3","208","0"
"418","20888","3","208","0"
"419","20889","3","208","0"
"420","20890","3","208","0"
"421","20891","3","208","0"
"422","20892","3","208","0"
"423","20893","3","208","0"
"424","20894","3","208","0"
"425","20895","3","208","0"
"426","20896","3","208","0"
"427","20897","3","208","0"
"428","20898","3","208","0"
"429","20899","3","208","0"
"430","20900","3","208","0"
"431","20901","3","208","0"
"432","20902","3","208","0"
"433","20906","3","208","0"
"434","20907","3","208","0"
"435","20908","3","208","0"
"436","20909","3","208","0"
"437","20910","3","208","0"
"438","20911","3","208","0"
"439","20912","3","208","0"
"440","20913","3","208","0"
"441","20914","3","208","0"
"442","20915","3","208","0"
"443","20916","3","208","0"
"444","20917","3","208","0"
"445","20918","3","208","0"
"446","20919","3","208","0"
"447","20920","3","208","0"
"448","20921","3","208","0"
"449","20922","3","208","0"
"450","20923","3","208","0"
"451","20924","3","208","0"
"452","20925","3","208","0"
"453","20926","3","208","0"
"454","20927","3","208","0"
"455","20928","3","208","0"
"456","20930","3","208","0"
"457","20931","3","208","0"
"458","20932","3","208","0"
"459","20933","3","208","0"
"460","20934","3","208","0"
"461","20935","3","208","0"
"462","20936","3","208","0"
"463","20937","3","208","0"
"464","20938","3","208","0"
"465","20939","3","208","0"
"466","20940","3","208","0"
"467","20941","3","208","0"
"468","20942","3","208","0"
"469","20943","3","208","0"
"470","-14544","3","208","0"
"471","-14543","3","208","0"
"472","-14542","3","208","0"
"473","15667","6","208","0"
"474","17659","3","211","0"
"475","17660","3","211","0"
"476","17661","3","211","0"
"477","17662","3","211","0"
"478","17663","3","211","0"
"479","17664","3","211","0"
"480","17665","3","211","0"
"481","17666","3","211","0"
"482","17667","3","211","0"
"483","17668","3","211","0"
"484","17669","3","211","0"
"485","18657","3","213","0"
"486","18723","3","228","0"
"487","18724","3","228","0"
"488","18725","3","228","0"
"489","18726","3","228","0"
"490","18727","3","228","0"
"491","18728","3","228","0"
"492","18729","3","228","0"
"493","18730","3","228","0"
"494","18731","3","228","0"
"495","18732","3","228","0"
"496","18733","3","228","0"
"497","18734","3","228","0"
"498","18735","3","228","0"
"499","18736","3","228","0"
"500","18737","3","228","0"
"501","17869","3","241","0"
"502","17870","3","241","0"
"503","17871","3","241","0"
"504","17872","3","241","0"
"505","17873","3","241","0"
"506","17874","3","241","0"
"507","17875","3","241","0"
"508","17876","3","241","0"
"509","17877","3","241","0"
"510","18626","3","13","1"
"511","18627","3","13","1"
"512","18628","3","13","1"
"513","18629","3","13","1"
"514","18630","3","13","1"
"515","18631","3","13","1"
"516","18632","3","13","1"
"517","18633","3","13","1"
"518","18635","3","14","1"
"519","18636","3","14","1"
"520","18637","3","14","1"
"521","18638","3","14","1"
"522","18639","3","14","1"
"523","18640","3","14","1"
"524","18641","3","14","1"
"525","18642","3","14","1"
"526","18671","3","15","1"
"527","18672","3","15","1"
"528","18673","3","15","1"
"529","18674","3","15","1"
"530","18675","3","15","1"
"531","18676","3","15","1"
"532","18677","3","15","1"
"533","18678","3","15","1"
"534","18625","3","16","1"
"535","18634","3","17","1"
"536","18670","3","19","1"
"537","17958","3","185","1"
"538","17959","3","185","1"
"539","17960","3","185","1"
"540","17961","3","185","1"
"541","17962","3","185","1"
"542","17963","3","185","1"
"543","17964","3","185","1"
"544","17965","3","185","1"
"545","17974","3","186","1"
"546","17975","3","186","1"
"547","17976","3","186","1"
"548","17977","3","186","1"
"549","17978","3","186","1"
"550","17979","3","186","1"
"551","18775","3","190","1"
"552","18776","3","190","1"
"553","18777","3","190","1"
"554","18778","3","190","1"
"555","18779","3","190","1"
"556","18780","3","190","1"
"557","18781","3","190","1"
"558","18782","3","190","1"
"559","18783","3","190","1"
"560","18784","3","190","1"
"561","18785","3","190","1"
"562","20397","3","197","1"
"563","7867","7","197","1"
"564","20266","3","198","1"
"565","20267","3","198","1"
"566","20268","3","198","1"
"567","20292","3","200","1"
"568","20293","3","200","1"
"569","20294","3","200","1"
"570","20295","3","200","1"
"571","20296","3","200","1"
"572","20297","3","200","1"
"573","20298","3","200","1"
"574","20299","3","200","1"
"575","20300","3","200","1"
"576","20301","3","200","1"
"577","20302","3","200","1"
"578","20303","3","200","1"
"579","20304","3","200","1"
"580","20305","3","200","1"
"581","20306","3","200","1"
"582","20307","3","200","1"
"583","20308","3","200","1"
"584","20309","3","200","1"
"585","20310","3","200","1"
"586","20311","3","200","1"
"587","20338","3","201","1"
"588","20339","3","201","1"
"589","20340","3","201","1"
"590","20358","3","203","1"
"591","20359","3","203","1"
"592","20360","3","203","1"
"593","20361","3","203","1"
"594","20378","3","204","1"
"595","20379","3","204","1"
"596","20384","3","205","1"
"597","20399","3","206","1"
"598","14764","3","243","1"
"599","14765","3","243","1"
"600","14766","3","243","1"
"601","14767","3","243","1"
"602","14768","3","243","1"
"603","14769","3","243","1"
"604","14770","3","243","1"
"605","14771","3","243","1"
"606","14772","3","243","1"
"607","14773","3","243","1"
"608","14774","3","243","1"
"609","14775","3","243","1"
"610","14776","3","243","1"
"611","14777","3","243","1"
"612","14778","3","243","1"
"613","14779","3","243","1"
"614","14780","3","243","1"
"615","14781","3","243","1"
"616","14782","3","243","1"
"617","14783","3","243","1"
"618","14784","3","243","1"
"619","14785","3","243","1"
"620","14786","3","243","1"
"621","14787","3","243","1"
"622","14788","3","243","1"
"623","14789","3","243","1"
"624","14790","3","243","1"
"625","14791","3","243","1"
"626","14792","3","243","1"
"627","14793","3","243","1"
"628","14794","3","243","1"
"629","14795","3","243","1"
"630","14796","3","243","1"
"631","14797","3","243","1"
"632","14798","3","243","1"
"633","14799","3","243","1"
"634","14800","3","243","1"
"635","14801","3","244","1"
"636","14802","3","244","1"
"637","14803","3","244","1"
"638","14804","3","244","1"
"639","14805","3","244","1"
"640","14806","3","244","1"
"641","14807","3","244","1"
"642","14808","3","244","1"
"643","14809","3","244","1"
"644","14810","3","244","1"
"645","14811","3","244","1"
"646","14812","3","244","1"
"647","14813","3","244","1"
"648","14814","3","244","1"
"649","14815","3","244","1"
"650","14816","3","244","1"
"651","14817","3","244","1"
"652","14819","3","244","1"
"653","14820","3","244","1"
"654","14821","3","244","1"
"655","14822","3","244","1"
"656","14823","3","244","1"
"657","14824","3","244","1"
"658","14825","3","244","1"
"659","14826","3","244","1"
"660","14827","3","244","1"
"661","14828","3","244","1"
"662","14829","3","245","1"
"663","14830","3","245","1"
"664","14831","3","245","1"
"665","14832","3","245","1"
"666","14833","3","245","1"
"667","14834","3","245","1"
"668","14835","3","245","1"
"669","14836","3","245","1"
"670","20775","3","42","2"
"671","20777","3","44","2"
"672","14406","3","48","2"
"673","14407","3","48","2"
"674","14408","3","48","2"
"675","14409","3","48","2"
"676","14410","3","48","2"
"677","14411","3","48","2"
"678","14412","3","48","2"
"679","14413","3","48","2"
"680","14414","3","48","2"
"681","14415","3","48","2"
"682","14416","3","48","2"
"683","14417","3","48","2"
"684","14418","3","48","2"
"685","14419","3","48","2"
"686","14420","3","48","2"
"687","14421","3","48","2"
"688","14422","3","48","2"
"689","14423","3","48","2"
"690","14424","3","48","2"
"691","14425","3","48","2"
"692","14426","3","48","2"
"693","14427","3","48","2"
"694","14428","3","48","2"
"695","14429","3","48","2"
"696","14430","3","48","2"
"697","14431","3","48","2"
"698","14432","3","48","2"
"699","14433","3","48","2"
"700","14434","3","48","2"
"701","14435","3","48","2"
"702","14436","3","48","2"
"703","14437","3","48","2"
"704","14438","3","48","2"
"705","14439","3","48","2"
"706","14440","3","48","2"
"707","14441","3","48","2"
"708","14442","3","48","2"
"709","14443","3","48","2"
"710","14444","3","48","2"
"711","14445","3","48","2"
"712","14446","3","48","2"
"713","14447","3","48","2"
"714","14448","3","48","2"
"715","14449","3","48","2"
"716","14450","3","48","2"
"717","14451","3","48","2"
"718","14452","3","48","2"
"719","14453","3","48","2"
"720","14454","3","48","2"
"721","14455","3","48","2"
"722","14456","3","48","2"
"723","14457","3","48","2"
"724","14458","3","48","2"
"725","14459","3","48","2"
"726","14460","3","48","2"
"727","14461","3","48","2"
"728","14462","3","48","2"
"729","14463","3","48","2"
"730","14464","3","48","2"
"731","-4127","6","48","2"
"732","15665","6","64","2"
"733","15666","6","64","2"
"734","14216","3","68","2"
"735","14217","3","68","2"
"736","14218","3","68","2"
"737","14219","3","68","2"
"738","14220","3","68","2"
"739","14221","3","68","2"
"740","14222","3","68","2"
"741","14223","3","68","2"
"742","14224","3","68","2"
"743","14225","3","68","2"
"744","14226","3","68","2"
"745","14227","3","68","2"
"746","14228","3","68","2"
"747","14229","3","68","2"
"748","14230","3","68","2"
"749","14231","3","68","2"
"750","14232","3","68","2"
"751","14233","3","68","2"
"752","14234","3","68","2"
"753","14235","3","68","2"
"754","14236","3","68","2"
"755","14237","3","68","2"
"756","14238","3","68","2"
"757","14239","3","68","2"
"758","14240","3","68","2"
"759","14241","3","68","2"
"760","14242","3","68","2"
"761","14243","3","68","2"
"762","14244","3","68","2"
"763","14245","3","68","2"
"764","14246","3","68","2"
"765","14247","3","68","2"
"766","14248","3","68","2"
"767","14249","3","68","2"
"768","20778","3","73","2"
"769","15664","6","75","2"
"770","20807","3","77","2"
"771","20822","3","78","2"
"772","18518","3","88","2"
"773","18522","3","88","2"
"774","18526","3","88","2"
"775","18530","3","88","2"
"776","18534","3","88","2"
"777","18538","3","88","2"
"778","18542","3","88","2"
"779","18546","3","88","2"
"780","18550","3","88","2"
"781","18551","3","88","2"
"782","18552","3","88","2"
"783","18556","3","88","2"
"784","18307","3","91","2"
"785","18308","3","91","2"
"786","18309","3","91","2"
"787","18310","3","91","2"
"788","18311","3","91","2"
"789","18312","3","91","2"
"790","18313","3","91","2"
"791","18314","3","91","2"
"792","18315","3","91","2"
"793","18316","3","91","2"
"794","18317","3","91","2"
"795","18318","3","91","2"
"796","17798","3","93","2"
"797","17796","3","96","2"
"798","20802","3","99","2"
"799","20803","3","100","2"
"800","20823","3","106","2"
"801","20824","3","106","2"
"802","20825","3","106","2"
"803","20826","3","106","2"
"804","20827","3","107","2"
"805","20828","3","107","2"
"806","20829","3","107","2"
"807","20830","3","107","2"
"808","13475","3","112","2"
"809","13469","3","116","2"
"810","13470","3","116","2"
"811","17644","3","117","2"
"812","17645","3","117","2"
"813","17646","3","117","2"
"814","17647","3","117","2"
"815","17648","3","117","2"
"816","17649","3","117","2"
"817","17650","3","117","2"
"818","17651","3","117","2"
"819","17652","3","117","2"
"820","17653","3","117","2"
"821","17654","3","117","2"
"822","17655","3","117","2"
"823","17656","3","117","2"
"824","17657","3","117","2"
"825","17658","3","117","2"
"826","18334","3","130","2"
