Id,Unknown0,Unknown1,Unknown2,Unknown3_0,Unknown3_1,Unknown3_2,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27_0,Unknown27_1,Unknown27_2,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34,Unknown35,Unknown36,Unknown37,Unknown38,Unknown39,Unknown40,Unknown41,Unknown42,Unknown43,Unknown44,Unknown45,Unknown46,Unknown47,Unknown48,Unknown49,Unknown50,Unknown51,Unknown52,Unknown53,Unknown54,Unknown55,Unknown56,Unknown57,Unknown58,Unknown59,Unknown60
"341","1107331083","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"365","1645250575","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"366","33554435","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","14","-1","-1","-1","-1","1","0","0"
"367","33554435","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","15","-1","-1","-1","-1","1","0","0"
"368","33554435","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","16","-1","-1","-1","-1","1","0","0"
"381","34635883","0","0","0","0","0","0","7","19.29","0","1","0","4","0.5","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","216","-1","18","218","38","39","-1","-1","-1","0","0","0","0","0","0","0","20","-1","-1","-1","-1","1","0","0"
"382","34635883","0","0","0","0","0","0","7","19.29","0","1","0","4","0.5","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","217","217","217","219","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"383","34635883","0","0","0","0","0","0","7","19.29","0","1","0","4","0.5","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","216","216","216","218","38","39","-1","-1","-1","0","0","0","0","0","0","0","16","-1","-1","-1","-1","1","0","0"
"384","34635883","0","0","0","0","0","0","7","19.29","0","1","0","4","0.5","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","217","217","217","219","38","39","-1","-1","-1","0","0","0","0","0","0","0","15","-1","-1","-1","-1","1","0","0"
"411","33587311","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","216","216","216","218","38","39","-1","-1","-1","0","0","0","0","0","0","0","20","-1","-1","-1","-1","1","0","0"
"412","33587311","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","217","217","217","219","38","39","-1","-1","-1","0","0","0","0","0","0","0","19","-1","-1","-1","-1","1","0","0"
"413","33587309","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","216","216","216","218","38","39","-1","-1","-1","0","0","0","0","0","0","0","16","-1","-1","-1","-1","1","0","0"
"414","33587309","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","217","217","217","219","38","39","-1","-1","-1","0","0","0","0","0","0","0","15","-1","-1","-1","-1","1","0","0"
"415","33587309","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","216","216","216","218","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"416","33587309","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","217","216","216","219","38","39","-1","-1","-1","0","0","0","0","0","0","0","14","-1","-1","-1","-1","1","0","0"
"417","33587213","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","220","220","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"422","1644201995","0","0","0","0","0","0","7","19.23","0","1","0","4","0","7","19.23","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"441","1644201999","0","0","0","0","1.7","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","307","13","-1","-1","-1","-1","1","0","0"
"461","33570923","0","0","0","0","-5","0","7","0","0","1","0","0","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"481","34635787","0","0","0","0","0","0","7","19.29","0","0","0","0","0","7","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","220","128","123","37","38","0","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"482","34635883","0","0","0","0","0","0","7","19.29","0","0","0","0","0.5","7","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","217","216","216","218","38","0","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"483","34635883","0","0","0","0","0","0","7","19.29","0","0","0","0","0.5","7","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","216","217","217","219","38","0","-1","-1","-1","0","0","0","0","0","0","0","14","-1","-1","-1","-1","1","0","0"
"502","33587211","0","0","0","0","0","0","7","19.23","0","1","0","4","0","7","19.23","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"522","33587209","0","0","0","0","0","0","7","19.23","0","1","0","4","0","7","19.23","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"541","1644201995","0","0","0","0","0.5","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","120","40","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"561","1124109323","0","0","0","0","0","0","7","19.29","0","2","1","4","0","7","19.29","0","2","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","-1","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"581","33587273","0","0","0","0","0","0","12","4","0","0","10","10","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","40","-1","102","128","123","37","38","181","-1","-1","-1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","1","0","0"
"601","33587211","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"621","33587215","0","0","0.2","0","-0.2","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","1","6","1","6","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","5","-1","-1","-1","-1","1","0","0"
"644","1644201995","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"645","33587241","0","0","0","0","0","0","40","19","0","0","10","10","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","25","-1","102","128","123","37","38","181","-1","-1","-1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","1","0","0"
"647","33587241","0","0","0","0","0","0","50","19","0","0","1","1","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","1","130","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","1","0","0"
"662","1644234771","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"682","32783","16777216","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"701","33619987","0","0","0","0","0","0","7","19.29","0","2","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","96","97","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","14","-1","-1","-1","-1","1","0","0"
"722","1107331593","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","1","0","0"
"723","1645251081","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"742","3791685643","0","0","0","0","0","0","7","19.23","0","1","0","4","0","7","19.23","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","13837","13835"
"762","1644169223","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"764","33554443","0","0","-0.75","0","0.2","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"767","33554436","0","0","0","0.3","-1.8","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","25","25","25","37","40","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"805","1191217673","0","0","0","0","0","0","7","19.29","0.4","0.8","0.8","4","0","7","19.29","0.5","1","0.8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","96","97","-1","97","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"806","251691529","0","0","0","0","0","0","7","19.29","0.4","0.8","0.8","4","0","7","19.29","0.5","1","0.8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","96","97","-1","97","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"809","33587211","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"821","1645251087","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"841","1662027927","0","0","0","0","0","0","7","19.29","0","0","1","4","0","5","19.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","-1","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"861","34635787","0","0","0.2","0","0","0","7","19.29","0","0","1","1","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"862","1645251595","1","0","-0.5","0","0","0","7","19.29","0","0","1","1","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"864","1107331087","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"882","33587214","0","0","0.25","0","-0.3","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","131","132","6","6","6","6","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","5","-1","-1","-1","-1","1","0","0"
"901","33587209","0","0","0","0","0","0","8","10","3.5","3.5","3","3","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","40","-1","102","128","123","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"922","1644235287","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"945","1644234775","0","0","-4.4","0","4.25","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","0","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"946","33588239","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","190","111","111","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","14","-1","-1","-1","-1","1","0","0"
"949","33588239","0","0","3.35","-1.9","6.25","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","48","110","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"950","33588239","0","0","3.35","1.9","6.25","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","48","110","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
"961","1627457559","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"981","33587213","0","0","0","0.2","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","17","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","9","-1","-1","-1","-1","1","0","0"
"1233","1107331085","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","17","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","5","-1","-1","-1","-1","1","0","0"
"1234","33587245","0","0","-1","0","0.2","0","21","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","17","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","5","-1","-1","-1","-1","1","0","0"
"1235","33587245","0","0","0","0","0.9","0","14","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","17","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","3","-1","-1","-1","-1","1","0","0"
"1236","33587245","0","0","0","0","1","0","14","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","17","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","4","-1","-1","-1","-1","1","0","0"
"1241","1107329035","0","0","0.3","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","1","6","6","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"1242","1108379663","0","0","-0.45","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","0","0","0"
"1262","1645250607","0","0","0","0","0","0","10","19.23","0","3","5","5","0","7","19.23","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","13837","13835"
"1267","33554439","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","91","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"1268","33619987","0","0","-0.75","0","0.2","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"1270","3791685647","0","0","0","0","0","0","7","19.23","0","1","0","4","0","7","19.23","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","91","91","133","134","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"1285","1107363857","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"1286","33554434","0","0","0","0","-10","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","14","-1","-1","-1","-1","1","0","0"
"1291","1107363863","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"1293","33588239","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","48","110","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","15","-1","-1","-1","-1","1","0","0"
"1294","33588239","0","0","0","0","0","0","7","19.29","0","1","0","4","0","7","19.29","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","48","110","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","16","-1","-1","-1","-1","1","0","0"
"1301","1660946438","0","0","-1.4","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534041","37","38","-1","104","128","195","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","13","-1","-1","-1","-1","1","0","0"
"1321","1107331593","0","0","0","0","0","0","7","19.29","0","0","1","4","0","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","102","128","123","37","38","39","-1","-1","-1","0","0","0","0","0","0","0","21","-1","-1","-1","-1","1","0","0"
"1323","1645283335","0","0","0","0","0","0","7","19.29","0","1","1","4","0","7","19.29","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","37","38","-1","91","91","91","37","38","39","135","0","0","0","0","0","0","0","0","0","21","-1","0","0","0","1","0","0"
"1324","33587307","0","0","-4","0","0.2","3","7","19.29","0","0","1","4","3","7","19.29","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","534043","79","38","-1","0","128","123","195","38","39","-1","-1","-1","0","0","0","0","0","0","0","2","-1","-1","-1","-1","1","0","0"
