Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10_0,Unknown10_1,Unknown10_2,Unknown11
"198","117096","132193","1","1","0","1","7","5","0","4","0","0","0","0"
"199","117097","132194","1","1","0","2","2","14","3","1","0","0","0","0"
"200","117098","156086","1","0","0","1","6","3","8","1","0","0","0","0"
"201","117099","156087","1","0","0","3","0","1","4","6","0","0","0","0"
"202","117100","156088","1","0","0","0","10","1","0","4","0","0","0","0"
"203","117101","156089","1","0","0","9","0","4","0","2","0","0","0","0"
"204","117102","132195","1","1","0","1","0","17","5","1","0","0","0","0"
"205","117103","156090","1","0","0","2","0","1","3","0","0","0","0","0"
"206","117104","156091","1","0","0","3","3","6","8","5","0","0","0","0"
"207","117105","132196","1","1","0","1","1","1","5","0","0","0","0","0"
"208","117106","156092","1","0","0","4","8","0","0","2","0","0","0","0"
"209","117107","156093","1","0","0","0","7","1","4","7","0","0","0","0"
"210","117108","132197","1","1","0","4","4","3","4","1","0","0","0","0"
"211","117109","132198","1","1","0","1","2","8","3","0","0","0","0","0"
"212","117110","132199","1","1","0","2","1","9","5","6","0","0","0","0"
"213","132200","132201","1","1","0","0","5","14","3","5","0","0","0","0"
"214","132202","132203","1","1","0","2","11","13","2","0","0","0","0","0"
"215","132204","132205","1","1","0","1","1","4","5","0","0","0","0","0"
"216","132206","132207","1","1","0","2","4","1","1","0","0","0","0","0"
"217","132208","132209","1","1","0","2","8","10","2","4","0","0","0","0"
"218","132210","132211","1","1","0","3","9","11","4","2","0","0","0","0"
"219","156094","156095","1","0","0","2","2","2","0","2","0","0","0","0"
"220","156096","156097","1","0","0","1","7","1","1","5","0","0","0","0"
"221","156098","156099","1","0","0","1","10","8","9","4","0","0","0","0"
"222","156100","156101","1","0","0","1","11","10","1","6","0","0","0","0"
"223","156102","156103","1","0","0","2","4","1","4","7","0","0","0","0"
"224","156104","156105","1","0","0","1","8","1","7","6","0","0","0","0"
"225","156106","156107","1","0","0","1","1","2","1","8","0","0","0","0"
"226","156108","156109","1","0","0","3","10","6","2","0","0","0","0","0"
"227","156110","156111","1","0","0","1","2","9","0","1","0","0","0","0"
"228","156112","156113","1","0","0","2","10","10","8","4","0","0","0","0"
"229","116313","116314","3","0","0","2","3","2","4","1","0","0","0","0"
"230","156114","156115","1","0","0","2","9","1","3","5","0","0","0","0"
"231","156116","156117","1","0","0","1","3","4","4","6","0","0","0","0"
"232","156118","156119","1","0","0","1","4","3","6","7","0","0","0","0"
"233","156120","156121","1","0","0","0","11","4","5","3","0","0","0","0"
"234","156122","156123","1","0","0","3","2","11","0","0","0","0","0","0"
"235","156124","156125","1","0","0","3","7","0","3","3","0","0","0","0"
"236","156126","156127","1","0","0","1","2","2","3","6","0","0","0","0"
"237","156128","156129","1","0","0","4","7","5","8","5","0","0","0","0"
"238","156130","156131","1","0","0","2","7","1","1","7","0","0","0","0"
"239","156132","156133","1","0","0","1","10","3","9","5","0","0","0","0"
"240","132212","132213","1","1","0","3","2","8","1","0","0","0","0","0"
"241","132214","132215","1","1","0","1","4","14","3","1","0","0","0","0"
"242","132216","132217","1","1","0","4","9","18","5","1","0","0","0","0"
"243","132218","132219","1","1","0","2","4","6","3","6","0","0","0","0"
"244","156134","156135","1","0","0","1","0","1","4","7","0","0","0","0"
"245","156136","156137","1","0","0","3","10","11","6","4","0","0","0","0"
"246","132220","132221","1","1","0","4","2","10","6","0","0","0","0","0"
"247","175558","175559","4","0","0","1","0","4","2","2","0","0","0","0"
"248","130228","130229","4","1","0","2","0","5","1","0","0","0","0","0"
"249","175556","175557","4","0","0","5","0","3","4","4","0","0","0","0"
"250","156138","156139","1","0","0","2","8","1","4","4","0","0","0","0"
"251","175554","175555","4","0","0","0","2","0","2","2","0","0","0","0"
"252","132222","132223","1","1","0","2","13","16","9","0","0","0","0","0"
"253","132224","132225","1","1","0","3","4","3","1","0","0","0","0","0"
"254","114506","114507","6","0","0","7","1","6","2","2","0","0","0","0"
"255","135964","135965","6","1","0","2","1","1","1","0","0","0","0","0"
"256","132226","132227","1","1","0","3","9","3","8","0","0","0","0","0"
"257","136895","136896","5","0","0","4","0","6","9","7","0","0","0","0"
"258","156140","156141","1","0","0","1","10","3","0","7","0","0","0","0"
"259","132228","132229","1","1","0","0","0","0","0","0","0","0","0","0"
"261","136898","136900","5","0","0","4","7","5","3","12","0","0","0","0"
"262","147519","147520","5","1","0","4","0","4","9","0","0","0","0","0"
"263","136901","136902","5","0","0","3","2","2","3","6","0","0","0","0"
"264","147521","147522","5","1","0","5","2","3","5","7","0","0","0","0"
"265","147523","147524","5","1","0","2","5","2","7","3","0","0","0","0"
"266","147525","147526","5","1","0","3","7","7","0","0","0","0","0","0"
"267","116315","116316","3","0","0","6","5","0","0","8","0","0","0","0"
"268","136903","136904","5","0","0","0","1","0","0","0","0","0","0","0"
"269","147527","147528","5","1","0","0","0","0","0","0","0","0","0","0"
"271","136905","136906","5","0","0","2","7","7","1","11","0","0","0","0"
"272","136907","136908","5","0","0","0","4","3","7","2","0","0","0","0"
"273","136909","136910","5","0","0","3","3","4","3","13","0","0","0","0"
"274","136911","136912","5","0","0","4","2","2","7","0","0","0","0","0"
"275","136913","136914","5","0","0","0","1","1","2","16","0","0","0","0"
"276","136915","136916","5","0","0","1","5","5","3","16","0","0","0","0"
"277","116317","116318","3","0","0","5","1","0","3","5","0","0","0","0"
"278","136917","136918","5","0","0","4","0","8","8","16","0","0","0","0"
"279","136919","136920","5","0","0","0","3","8","2","5","0","0","0","0"
"281","136921","136922","5","0","0","5","4","2","4","0","0","0","0","0"
"282","116319","116320","3","0","0","2","6","0","6","6","0","0","0","0"
"283","136923","136924","5","0","0","5","3","6","2","1","0","0","0","0"
"284","116321","116322","3","0","0","0","0","6","4","2","0","0","0","0"
"285","136925","136926","5","0","0","1","7","8","5","0","0","0","0","0"
"286","136927","136928","5","0","0","0","9","5","1","0","0","0","0","0"
"287","132230","132231","1","1","0","2","10","14","9","1","0","0","0","0"
"288","136929","136930","5","0","0","0","5","7","1","10","0","0","0","0"
"289","116323","116324","3","0","0","6","4","0","3","3","0","0","0","0"
"290","136931","136932","5","0","0","0","8","0","3","13","0","0","0","0"
"291","136933","136934","5","0","0","4","2","1","1","1","0","0","0","0"
"292","156142","156143","1","0","0","4","5","3","4","0","0","0","0","0"
"293","136935","136936","5","0","0","5","6","9","5","15","0","0","0","0"
"294","136937","136938","5","0","0","0","0","0","0","9","0","0","0","0"
"295","136941","136942","5","0","0","0","8","1","1","10","0","0","0","0"
"296","136943","136944","5","0","0","4","3","6","8","4","0","0","0","0"
"298","136945","136946","5","0","0","3","5","1","6","13","0","0","0","0"
"299","136947","136948","5","0","0","1","6","3","3","0","0","0","0","0"
"300","147529","147530","5","1","0","2","0","7","1","5","0","0","0","0"
"301","147531","147532","5","1","0","0","4","4","5","5","0","0","0","0"
"302","147533","147534","5","1","0","3","8","2","4","4","0","0","0","0"
"304","116325","116326","3","0","0","2","6","1","0","2","0","0","0","0"
"305","116765","116766","3","0","0","0","7","5","5","4","0","0","0","0"
"306","116767","116768","3","0","0","0","0","0","0","0","0","0","0","0"
"307","116341","116342","3","1","0","0","0","0","0","0","0","0","0","0"
"308","136949","136950","5","0","0","0","0","0","0","10","0","0","0","0"
"309","136951","136952","5","0","0","4","3","7","4","6","0","0","0","0"
"310","147535","147536","5","1","0","0","0","0","0","0","0","0","0","0"
"311","136953","136954","5","0","0","2","2","6","7","9","0","0","0","0"
"312","156144","156145","1","0","0","0","0","0","0","0","0","0","0","0"
"313","132232","132233","1","1","0","0","0","0","0","0","0","0","0","0"
"314","156146","156147","1","0","0","0","0","0","0","0","0","0","0","0"
"315","130230","130231","4","1","0","8","6","0","7","4","0","0","0","0"
"316","156148","156149","1","0","0","0","0","0","0","0","0","0","0","0"
"317","132234","132235","1","1","0","0","0","0","0","0","0","0","0","0"
"318","156150","156151","1","0","0","2","4","3","0","7","0","0","0","0"
"319","132236","132237","1","1","0","0","0","0","0","0","0","0","0","0"
"320","208581","208582","7","0","0","0","0","0","0","0","0","0","0","0"
"321","147537","147538","5","1","0","1","4","4","9","5","0","0","0","0"
"322","136955","136956","5","0","0","0","4","9","7","1","0","0","0","0"
"323","156152","156153","1","0","0","2","0","6","9","7","0","0","0","0"
"325","173693","173694","2","0","0","9","6","4","7","4","0","0","0","0"
"326","147539","147540","5","1","0","3","3","5","4","7","0","0","0","0"
"327","116343","116344","3","1","0","5","4","1","5","0","0","0","0","0"
"328","156154","156155","1","0","0","0","2","10","0","6","0","0","0","0"
"329","116769","116770","3","0","0","2","4","3","1","6","0","0","0","0"
"330","147541","147542","5","1","0","0","0","7","8","2","0","0","0","0"
"331","132238","132239","1","1","0","1","4","13","3","0","0","0","0","0"
"332","116771","116772","3","0","0","1","7","0","7","3","0","0","0","0"
"333","114508","114509","6","0","0","11","4","1","1","7","0","0","0","0"
"334","156156","156157","1","0","0","3","1","4","2","8","0","0","0","0"
"335","147543","147544","5","1","0","4","8","8","6","1","0","0","0","0"
"336","116773","116774","3","0","0","1","2","0","2","4","0","0","0","0"
"338","116775","116776","3","0","0","5","4","1","6","6","0","0","0","0"
"339","116777","116778","3","0","0","2","4","0","1","7","0","0","0","0"
"340","147545","147546","5","1","0","2","9","9","2","3","0","0","0","0"
"341","116779","116780","3","0","0","6","3","0","3","10","0","0","0","0"
"342","116781","116782","3","0","0","1","5","0","5","1","0","0","0","0"
"343","147547","147548","5","1","0","3","8","3","6","6","0","0","0","0"
"344","136957","136958","5","0","0","5","9","9","7","7","0","0","0","0"
"345","132240","132241","1","1","0","0","0","0","0","0","0","0","0","0"
"346","119655","156158","1","0","0","0","0","0","0","0","0","0","0","0"
"347","156159","156160","1","0","0","1","5","4","2","2","0","0","0","0"
"348","213355","213357","10","0","0","13","0","10","1","10","0","0","0","0"
"349","147549","147550","5","1","0","4","3","0","0","7","0","0","0","0"
"351","213577","213578","10","1","0","13","0","11","0","11","0","0","0","0"
"354","136959","136960","5","0","0","3","1","0","0","8","0","0","0","0"
"355","136961","136962","5","0","0","5","9","0","0","0","0","0","0","0"
"356","136963","136964","5","0","0","2","3","0","0","0","0","0","0","0"
"357","136965","136966","5","0","0","3","6","7","9","13","0","0","0","0"
"358","156161","156162","1","0","0","2","2","2","0","2","0","0","0","0"
"359","147551","147552","5","1","0","4","7","3","9","2","0","0","0","0"
"360","116783","116784","3","0","0","1","5","3","1","0","0","0","0","0"
"361","116345","116346","3","1","0","2","2","9","6","0","0","0","0","0"
"364","173691","173692","2","0","0","7","7","1","1","5","0","0","0","0"
"365","173689","173690","2","0","0","0","2","5","3","0","0","0","0","0"
"366","116785","116786","3","0","0","2","6","5","2","6","0","0","0","0"
"367","116787","116788","3","0","0","1","5","10","8","0","0","0","0","0"
"368","116789","116790","3","0","0","1","8","2","8","5","0","0","0","0"
"369","130232","130233","4","1","0","5","1","5","2","0","0","0","0","0"
"370","132242","132243","1","1","0","1","3","14","5","4","0","0","0","0"
"371","156163","156164","1","0","0","4","9","5","2","1","0","0","0","0"
"372","130234","130235","4","1","0","3","5","2","7","4","0","0","0","0"
"373","136967","136968","5","0","0","2","2","9","1","5","0","0","0","0"
"374","136969","136970","5","0","0","1","8","0","3","8","0","0","0","0"
"375","175552","175553","4","0","0","2","8","3","5","4","0","0","0","0"
"376","156165","156166","1","0","0","1","1","10","9","5","0","0","0","0"
"378","156167","156168","1","0","0","6","3","3","0","7","0","0","0","0"
"379","116791","116792","3","0","0","6","7","6","7","6","0","0","0","0"
"380","130236","130237","4","1","0","5","3","6","5","8","0","0","0","0"
"381","136971","136972","5","0","0","3","5","0","0","4","0","0","0","0"
"382","114510","114511","6","0","0","4","3","0","1","3","0","0","0","0"
"383","116793","116794","3","0","0","6","0","7","7","0","0","0","0","0"
"384","175550","175551","4","0","0","1","1","2","0","1","0","0","0","0"
"385","136973","136974","5","0","0","5","9","0","0","0","0","0","0","0"
"386","136975","136976","5","0","0","1","4","7","9","7","0","0","0","0"
"387","116347","116348","3","1","0","1","6","6","3","0","0","0","0","0"
"388","130238","130239","4","1","0","2","2","6","2","8","0","0","0","0"
"389","130240","130241","4","1","0","6","8","4","6","1","0","0","0","0"
"390","175548","175549","4","0","0","3","7","4","5","3","0","0","0","0"
"391","130242","130243","4","1","0","8","6","4","3","3","0","0","0","0"
"392","175546","175547","4","0","0","2","2","4","4","2","0","0","0","0"
"393","116795","116796","3","0","0","2","3","2","7","8","0","0","0","0"
"394","130244","130245","4","1","0","6","7","0","2","4","0","0","0","0"
"395","175544","175545","4","0","0","1","1","6","2","3","0","0","0","0"
"396","116797","116798","3","0","0","8","3","0","5","3","0","0","0","0"
"397","116799","116800","3","0","0","4","5","0","1","2","0","0","0","0"
"398","116801","116802","3","0","0","1","0","7","6","4","0","0","0","0"
"399","116803","116804","3","0","0","2","8","0","9","4","0","0","0","0"
"400","130246","130247","4","1","0","6","5","1","4","3","0","0","0","0"
"401","116805","116806","3","0","0","1","8","0","5","9","0","0","0","0"
"402","116807","116808","3","0","0","1","2","3","1","3","0","0","0","0"
"403","175542","175543","4","0","0","3","3","3","5","4","0","0","0","0"
"404","130248","130249","4","1","0","1","7","5","6","8","0","0","0","0"
"405","175540","175541","4","0","0","3","3","5","3","5","0","0","0","0"
"406","130250","130251","4","1","0","1","1","5","5","0","0","0","0","0"
"407","114512","114513","6","0","0","6","4","6","0","3","0","0","0","0"
"409","130252","130253","4","1","0","0","4","4","2","5","0","0","0","0"
"410","175538","175539","4","0","0","1","4","4","0","1","0","0","0","0"
"411","175536","175537","4","0","0","0","3","6","4","2","0","0","0","0"
"412","116809","116810","3","0","0","2","8","1","7","2","0","0","0","0"
"413","130254","130255","4","1","0","4","2","1","1","9","0","0","0","0"
"414","116811","116812","3","0","0","1","5","1","1","5","0","0","0","0"
"415","116813","116814","3","0","0","2","3","3","7","3","0","0","0","0"
"419","130256","130257","4","1","0","3","7","0","6","7","0","0","0","0"
"420","156169","156170","1","0","0","0","3","2","3","0","0","0","0","0"
"421","156171","156172","1","0","0","3","10","3","9","1","0","0","0","0"
"422","156173","156174","1","0","0","3","9","7","8","4","0","0","0","0"
"423","132244","132245","1","1","0","1","9","18","4","0","0","0","0","0"
"424","132246","132247","1","1","0","1","7","16","7","0","0","0","0","0"
"425","130258","130259","4","1","0","2","5","5","5","4","0","0","0","0"
"426","175534","175535","4","0","0","3","2","1","5","5","0","0","0","0"
"427","130260","130261","4","1","0","1","0","6","4","5","0","0","0","0"
"428","130262","130263","4","1","0","5","4","0","7","2","0","0","0","0"
"429","175532","175533","4","0","0","2","6","2","5","2","0","0","0","0"
"430","130264","130265","4","1","0","4","2","0","7","4","0","0","0","0"
"431","130266","130267","4","1","0","5","6","0","2","3","0","0","0","0"
"432","175530","175531","4","0","0","3","1","0","0","4","0","0","0","0"
"433","156175","156176","1","0","0","1","1","4","3","8","0","0","0","0"
"434","156177","156178","1","0","0","2","2","5","2","1","0","0","0","0"
"435","156179","156180","1","0","0","1","7","5","4","2","0","0","0","0"
"436","156181","156182","1","0","0","4","11","8","8","7","0","0","0","0"
"437","156183","156184","1","0","0","3","0","3","1","5","0","0","0","0"
"438","130268","130269","4","1","0","6","7","6","6","6","0","0","0","0"
"439","156185","156186","1","0","0","1","11","5","6","1","0","0","0","0"
"440","156187","156188","1","0","0","3","10","0","7","3","0","0","0","0"
"441","130270","130271","4","1","0","0","4","4","2","5","0","0","0","0"
"442","156189","156190","1","0","0","5","1","8","8","5","0","0","0","0"
"443","156191","156192","1","0","0","0","0","9","9","4","0","0","0","0"
"444","173687","173688","2","0","0","3","4","3","5","7","0","0","0","0"
"445","156193","156194","1","0","0","5","3","1","2","2","0","0","0","0"
"446","156195","156196","1","0","0","0","10","5","3","2","0","0","0","0"
"447","156197","156198","1","0","0","2","9","9","5","6","0","0","0","0"
"448","156199","156200","1","0","0","9","3","0","0","7","0","0","0","0"
"449","156201","156202","1","0","0","2","4","9","8","2","0","0","0","0"
"450","156203","156204","1","0","0","2","8","2","0","8","0","0","0","0"
"451","132248","132249","1","1","0","4","10","7","0","4","0","0","0","0"
"452","132250","132251","1","1","0","4","7","9","0","0","0","0","0","0"
"453","156205","156206","1","0","0","3","4","3","1","0","0","0","0","0"
"454","130272","130273","4","1","0","2","7","1","6","6","0","0","0","0"
"455","175528","175529","4","0","0","5","1","0","7","5","0","0","0","0"
"456","156207","156208","1","0","0","0","8","3","9","4","0","0","0","0"
"457","156209","156210","1","0","0","1","0","3","3","5","0","0","0","0"
"458","175526","175527","4","0","0","5","7","5","3","1","0","0","0","0"
"459","156211","156212","1","0","0","2","8","3","1","2","0","0","0","0"
"462","156213","156214","1","0","0","0","10","10","0","6","0","0","0","0"
"463","116349","116350","3","1","0","0","0","0","0","0","0","0","0","0"
"464","156215","156216","1","0","0","4","8","10","0","5","0","0","0","0"
"465","132252","132253","1","1","0","3","4","13","1","0","0","0","0","0"
"466","156217","156218","1","0","0","4","4","11","5","7","0","0","0","0"
"467","136977","136978","5","0","0","0","0","0","0","0","0","0","0","0"
"468","175524","175525","4","0","0","0","1","4","2","5","0","0","0","0"
"469","132254","132255","1","1","0","1","6","3","0","0","0","0","0","0"
"470","116815","116816","3","0","0","0","2","0","5","6","0","0","0","0"
"471","116817","116818","3","0","0","1","1","0","6","8","0","0","0","0"
"472","116819","116820","3","0","0","2","3","0","7","0","0","0","0","0"
"473","116821","116822","3","0","0","5","5","0","4","1","0","0","0","0"
"474","116823","116824","3","0","0","6","7","0","3","5","0","0","0","0"
"475","116825","116826","3","0","0","5","8","0","4","1","0","0","0","0"
"476","116827","116828","3","0","0","1","6","0","2","4","0","0","0","0"
"477","116829","116830","3","0","0","5","9","0","1","3","0","0","0","0"
"478","116831","116832","3","0","0","1","2","0","2","4","0","0","0","0"
