Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"1024","-4463.41","2241.23","30.6336","0","38.96","64.94","15","0","1","0","0","0","298","0","1","0"
"1042","357.22","-2106.09","121.839","60","0","0","0","0","0","0","0","0","299","0","0","0"
"1064","29.2427","-22.1812","10.5272","30","0","0","0","0","249","0","0","0","300","0","0","0"
"1103","-12412.7","237.255","1.17941","1.8","0","0","0","0","0","0","0","0","303","0","0","0"
"1104","-337.346","-5.24644","-152.851","1.8","0","0","0","0","90","0","0","0","304","0","0","0"
"1105","-377.056","44.05","-156.483","15","0","0","0","0","90","0","0","0","305","0","0","0"
"1125","-8561.54","823.383","106.519","3","0","0","0","0","0","0","0","0","306","0","0","0"
"1205","-295.639","-3460.68","193.884","14","0","0","0","0","0","0","0","0","307","0","0","0"
"1306","-496.854","42.6929","-91.1318","25","0","0","0","0","109","0","0","0","309","0","0","0"
"1326","-467.521","95.3083","-105","7","0","0","0","0","109","0","0","0","310","0","0","0"
"1387","4260.73","-6273.64","90.2289","20","0","0","0","0","1","0","0","0","311","0","0","0"
"1388","4277.58","-6296","95.5764","20","0","0","0","0","1","0","0","0","312","0","0","0"
"1446","-11185.1","-2834.63","116.474","2","0","0","0","0","0","0","0","0","313","0","0","0"
"1447","1811.05","700.976","15.294","30","20","20","20","0","209","0","0","0","314","0","0","0"
"1466","-7176.63","-937.667","170.206","13","0","0","0","0","0","0","0","0","315","0","0","0"
"1468","-7474.984","-1322.094","302.9362","0","16","15","10","3.28","0","0","0","0","316","0","1","0"
"1470","73.5083","-215.044","52.3869","10","0","0","0","0","229","0","0","0","317","0","0","0"
"1472","456.969","48.368","-65.2753","12","0","0","0","0","230","0","0","0","318","0","0","0"
"1506","-7921.14","-2604.18","223.346","8","0","0","0","0","0","0","0","0","319","0","0","0"
"1526","596.432","-188.498","-50","8","0","0","0","0","230","0","0","0","320","0","0","0"
"1590","376.106","-191.242","-70.5449","10","0","0","0","0","230","0","0","0","322","0","0","0"
"1606","-6730.68","-2481.08","280.472","14.5","0","0","0","0","0","0","0","0","323","0","0","0"
"1626","3122.2","2324.64","-129.32","70","0","0","0","0","269","0","0","0","324","0","0","0"
"1628","-78.5819","-401.395","38.9428","20","0","0","0","0","229","0","0","0","325","0","0","0"
"1646","-907.865","-3534.24","83.7878","30","0","0","0","0","0","0","0","0","326","0","0","0"
"1667","-3464.71","-4120.93","17.0987","9","0","0","0","0","1","0","0","0","328","0","0","0"
"1686","319.974","-215.185","-77.9542","10","0","0","0","0","230","0","0","0","329","0","0","0"
"1726","-7286.01","-2125.06","-272.114","12","0","0","0","0","1","0","0","0","330","0","0","0"
"1727","-7208.42","-2027.09","-271.74","12","0","0","0","0","1","0","0","0","331","0","0","0"
"1728","-7170.02","-1852.79","-272.988","12","0","0","0","0","1","0","0","0","332","0","0","0"
"1729","-7395.19","-1735.68","-279.763","12","0","0","0","0","1","0","0","0","333","0","0","0"
"1730","-7449.9","-2111.57","-271.766","12","0","0","0","0","1","0","0","0","334","0","0","0"
"1731","-7463.35","-1957.64","-272.532","12","0","0","0","0","1","0","0","0","335","0","0","0"
"1732","-7509.58","-1946.56","-270.537","12","0","0","0","0","1","0","0","0","336","0","0","0"
"1733","-7516.87","-1829.76","-272.647","12","0","0","0","0","1","0","0","0","337","0","0","0"
"1734","-7594.12","-1771.62","-273.612","12","0","0","0","0","1","0","0","0","338","0","0","0"
"1735","-7748.9","-1721.14","-271.909","12","0","0","0","0","1","0","0","0","339","0","0","0"
"1736","-7768.61","-1957.63","-272.126","12","0","0","0","0","1","0","0","0","340","0","0","0"
"1737","-7612.56","-1930.87","-271.828","12","0","0","0","0","1","0","0","0","341","0","0","0"
"1738","-7952.2","-1792.01","-272.893","12","0","0","0","0","1","0","0","0","342","0","0","0"
"1739","-7895.29","-1623.62","-269.707","12","0","0","0","0","1","0","0","0","343","0","0","0"
"1740","-7874.18","-1806.3","-271.459","12","0","0","0","0","1","0","0","0","344","0","0","0"
"1746","411.617","-201.646","-65.1446","10","0","0","0","0","230","0","0","0","345","0","0","0"
"1766","-7308.713","-2001.473","-272.4505","12","0","0","0","0","1","0","0","0","346","0","0","0"
"1786","690.518","-280.052","-43.1969","7","0","0","0","0","230","0","0","0","347","0","0","0"
"1826","471.142","-9.34378","-69.7993","10","0","0","0","0","230","0","0","0","349","0","0","0"
"1827","1380.15","-554.604","-89.643","20","0","0","0","0","230","0","0","0","350","0","0","0"
"1828","497.399","13.2319","-70.1372","10","0","0","0","0","230","0","0","0","351","0","0","0"
"1906","6818.56","-391.735","40.123","50","0","0","0","0","1","0","0","0","352","0","0","0"
"1926","845.911","-317.369","-50.2868","10","0","0","0","0","230","0","0","0","353","0","0","0"
"1946","70.8611","-409.014","64.3477","10","0","0","0","0","229","0","0","0","354","0","0","0"
"1966","4988.97","547.002","5.37929","11","0","0","0","0","1","0","0","0","355","0","0","0"
"1986","91.0854","-408.374","64.3477","10","0","0","0","0","229","0","0","0","356","0","0","0"
"1987","109.608","-415.698","64.3477","10","0.3333","0.3333","0.3333","0","229","0","0","0","357","0","0","0"
"2026","153.763","-419.833","110.472","20","0","0","0","0","229","0","0","0","358","0","0","0"
"2046","102.43","-319.167","65.4635","10","0","0","0","0","229","0","0","0","359","0","0","0"
"2066","75.2622","-547.679","110.928","30","0","0","0","0","229","0","0","0","360","0","0","0"
"2067","26.4583","-522.471","110.943","15","0","0","0","0","229","0","0","0","361","0","0","0"
"2068","25.9285","-299.325","24.1095","0","20","20","20","0","229","0","0","0","362","0","1","0"
"2166","76.027","10.5043","-4.29659","0","9.417","19","20.64","0","369","0","0","0","364","0","1","0"
"2171","80.1633","2490.88","-1.85693","10","0","0","0","0","369","0","0","0","365","0","0","0"
"2173","-8350.8","506.665","89.0422","0","16","16","16","0.6599","0","0","0","0","366","0","1","0"
"2175","-4840.26","-1330.46","508.172","10","0","0","0","0","0","0","0","0","367","0","0","0"
"2187","3673.6","-3633.87","139.943","5","0","0","0","0","329","0","0","0","368","0","0","0"
"2206","5483.9","-749.881","334.621","30","0","0","0","0","1","0","0","0","369","0","0","0"
"2207","5552.09","-683.813","335.25","25","0","0","0","0","1","0","0","0","370","0","0","0"
"2208","5587.02","-784.025","335.822","23","0","0","0","0","1","0","0","0","371","0","0","0"
"2209","3665.11","-3164.96","127.224","10","0","0","0","0","329","0","0","0","372","0","0","0"
"2210","3663.95","-3164.27","127.361","10","0","0","0","0","329","0","0","0","373","0","0","0"
"2211","6107.62","-4181.6","852.322","2","0","0","0","0","1","0","0","0","374","0","0","0"
"2213","5893.32","-4054.83","596.322","2","0","0","0","0","1","0","0","0","375","0","0","0"
"2214","3237.46","-4060.6","112.01","0","10","10","10","0","0","0","0","0","376","0","1","0"
"2216","3392.46","-3389.2","143.073","0","22.83","20","34.69","0","0","0","0","0","377","0","1","0"
"2217","3392.56","-3369","142.802","0","27.94","20","35.19","0","0","0","0","0","378","0","1","0"
"2221","3584.78","-3632.05","142.118","10","9.778","17.94","27.92","0","329","0","0","0","379","0","0","0"
"2226","2.58019","-0.013587","-13.3668","0","30.69","12.19","25.56","0","389","0","0","0","380","0","1","0"
"2230","1818.4","-4427.26","-10.4478","0","21.69","11.83","21.22","0.576","1","0","0","0","381","0","1","0"
"2266","245.587","1251.99","210.145","40","0","0","0","0","1","0","0","0","382","0","0","0"
"2267","-1596.16","3145.26","61.3618","0","30.03","30.03","30.03","0","1","0","0","0","383","0","1","0"
"2287","6687.99","-4670.07","723.891","20","0","0","0","0","1","0","0","0","384","0","0","0"
"2327","5018.91","-4563.94","851.75","50","0","0","0","0","1","0","0","0","386","0","0","0"
"2387","-9897.21","-3725.09","24.6671","15","0","0","0","0","0","0","0","0","390","0","0","0"
"2406","-287.071","2175.64","36.8861","0","98.86","185.6","80.58","2.88","33","0","0","0","391","0","1","0"
"2407","-315.991","2179.63","91.7542","0","36.06","182.8","212.6","2.897","33","0","0","0","392","0","1","0"
"2408","-232.372","2077.1","68.1177","0","44.67","123.2","43.31","4.311","33","0","0","0","393","0","1","0"
"2409","-255.273","2035.76","114.437","0","59.69","228.5","169.4","4.328","33","0","0","0","394","0","1","0"
"2410","-167.092","2104.22","73.4497","0","53","114.7","17.08","6.021","33","0","0","0","395","0","1","0"
"2411","-179.729","2079.37","42.6945","0","19.03","162.1","187.1","6.091","33","0","0","0","396","0","1","0"
"2412","97.432","-176.274","127.866","0","10.56","16.5","22.17","5.253","0","0","0","0","397","0","1","0"
"2413","544.83","-1079.95","109.494","0","12.17","19.06","12.06","3.822","0","0","0","0","398","0","1","0"
"2426","-7474.01","-1286.34","431.304","0","181.8","234.7","63.94","5.323","469","0","0","0","399","0","1","0"
"2427","-7375.32","-1240.14","494.28","0","53.86","189.9","77.06","0.733","469","0","0","0","400","0","1","0"
"2428","-7568.4","-1375.66","468.508","0","225.3","75.97","132.2","5.341","469","0","0","0","401","0","1","0"
"2429","-7412.97","-1371.59","413.426","0","243.3","72.94","245.9","3.787","469","0","0","0","402","0","1","0"
"2486","6207.5","-152.833","79.8185","15","0","0","0","0","1","0","0","0","405","0","0","0"
"2530","215.194","71.157","30.1276","0","10","10","10","3.595","450","0","0","0","407","0","1","0"
"2534","-0.358041","-1.97986","-0.255884","0","7.306","3.833","6.194","0","449","0","0","0","408","0","1","0"
"2547","332.866","94.3108","92.2221","0","8.194","38.44","60.42","0","289","0","0","0","409","0","1","0"
"2548","322.884","112.137","98.6726","0","11.25","37.44","44.03","0.8029","289","0","0","0","410","0","1","0"
"2549","325.184","75.6181","93.8744","0","9.694","31.42","54.17","5.236","289","0","0","0","411","0","1","0"
"2567","1282.05","-2548.73","85.3994","0","10.56","13.03","21.67","0.4712","0","0","0","0","412","0","1","0"
"2568","182.265","126.45","143.707","0","12.33","8.889","16.39","0","289","0","0","0","413","0","1","0"
"2606","-1510.09","-715.864","48.8774","0","9.556","14.06","16.17","0.7225","30","0","0","0","414","0","1","0"
"2608","946.833","-500.092","94.9295","0","8.667","18.31","24.31","1.134","30","0","0","0","415","0","1","0"
"2610","2343.57","-2569","118.827","30","0","0","0","0","1","0","0","0","416","0","0","0"
"2647","2841.81","-1544.52","190.516","7","0","0","0","0","0","0","0","0","417","0","0","0"
"2706","2964.56","-2712.89","98.7446","10","0.3333","0.3333","0.3333","0","0","0","0","0","420","0","0","0"
"2707","2980.1","-2720.92","99.9337","10","0.2778","0.2778","0.2778","0","0","0","0","0","421","0","0","0"
"2746","-8821.36","633.297","94.0758","15","0.2778","0.2778","0.2778","0","0","0","0","0","422","0","0","0"
"2786","-9050.87","445.458","93.0558","1","0","0","0","0","0","0","0","0","423","0","0","0"
"2848","-4768.61","-3752.11","53.4317","16","0","0","0","0","1","0","0","0","424","0","0","0"
"2886","1097.99","-466.494","-96.0719","20","0","0","0","0","230","0","0","0","426","0","0","0"
"2890","1115.22","-462.959","-95.0148","20","0","0","0","0","409","0","0","0","427","0","0","0"
"2926","1999.15","-1121.28","97.3537","9","0","0","0","0","1","0","0","0","428","0","0","0"
"2946","2.00575","402.673","101.012","45","0","0","0","0","1","0","0","0","429","0","0","0"
"3066","40.9673","-1490.37","174.516","8","0","0","0","0","0","0","0","0","434","0","0","0"
"3106","-30.0533","-1576.5","194.453","5","0","0","0","0","0","0","0","0","435","0","0","0"
"3126","756.878","-633.96","-32.8191","0","15.94","26.44","44.14","1.641","349","0","0","0","436","0","1","0"
"3131","1005.02","-460.539","-43.2507","0","10.14","31.42","23.42","0.01745","349","0","0","0","437","0","1","0"
"3133","-1484.07","2617.57","75.7144","0","24.69","15.78","35.19","4.538","1","0","0","0","438","0","1","0"
"3134","-1181.98","2861.95","85.2581","0","31.69","17.33","34.19","3.211","1","0","0","0","439","0","1","0"
"3146","-7180.94","441.137","26.5449","10","0.2778","0.2778","0.2778","0","1","0","0","0","440","0","0","0"
"3183","-3759.69","934.929","161.025","0","9.389","12.78","19.67","0","1","0","0","0","441","0","1","0"
"3184","-3981.2","793.726","161.009","0","10.31","5.972","20.22","0","1","0","0","0","442","0","1","0"
"3185","-4028.21","123.966","31","0","9.833","4.583","15.69","0.4712","1","0","0","0","443","0","1","0"
"3186","-3822.63","1249.92","160.27","0","8.194","9.083","18.36","0","1","0","0","0","444","0","1","0"
"3187","-3757.75","1249.2","160.269","0","7.861","10.33","18.69","0","1","0","0","0","445","0","1","0"
"3189","-3519.95","1089.93","161.065","0","9.861","11.86","23.22","0","1","0","0","0","446","0","1","0"
"3190","-55.9658","159.867","-3.46206","0","7.222","10.08","19.56","0","429","0","0","0","447","0","1","0"
"3191","24.5609","159.45","-3.46677","0","7.694","9.694","21.61","0","429","0","0","0","448","0","1","0"
"3193","255.249","-9.05606","-2.58737","0","8.333","8.583","20.72","0","429","0","0","0","449","0","1","0"
"3194","37.4499","-154.822","-2.71201","0","8.917","9.167","19.44","0","429","0","0","0","450","0","1","0"
"3195","-202.664","-314.876","-2.72353","0","9.806","10.17","17.44","0","429","0","0","0","451","0","1","0"
"3196","4.31119","-837.085","-33.0405","0","6.167","11.44","22.94","0","429","0","0","0","452","0","1","0"
"3197","194.351","-240.821","-25.6307","0","12.86","8.333","25.33","1.117","429","0","0","0","453","0","1","0"
"3326","-767.073","-358.703","68.658","5","5.028","5.028","5.028","1.466","30","0","0","0","455","0","0","0"
"3327","-1221.35","-352.877","57.7212","5","5","5","5","0","30","0","0","0","456","0","0","0"
"3328","-1305.24","-268.868","92.0223","5","5","5","5","0","30","0","0","0","457","0","0","0"
"3329","213.923","-373.737","56.3891","5","0.3333","0.3333","0.3333","0","30","0","0","0","458","0","0","0"
"3330","326.2699","-503.7891","71.14377","4","0.3333","0.3333","0.3333","0","30","0","0","0","459","0","0","0"
"3331","683.107","-129.846","63.5983","5","0.3333","0.3333","0.3333","0","30","0","0","0","460","0","0","0"
"3366","2832.07","-1540.48","190.165","7","0","0","0","0","0","0","0","0","461","0","0","0"
"3367","2843.4","-1553.26","190.721","7","0","0","0","0","0","0","0","0","462","0","0","0"
"3506","580.754","487.506","29.4641","8","17","17","17","0","429","0","0","0","464","0","0","0"
"3507","580.657","475.885","29.4641","8","0","0","0","0","429","0","0","0","465","0","0","0"
"3508","592.507","486.31","29.4641","8","0","0","0","0","429","0","0","0","466","0","0","0"
"3509","591.92","476.404","29.4641","8","0","0","0","0","429","0","0","0","467","0","0","0"
"3528","-7510.87","-1035.87","182.952","0","3.833","0.3611","2.056","0.7156","0","0","0","0","469","0","1","0"
"3529","-7512.16","-1034.78","177.208","4","0","0","0","0","0","0","0","0","470","0","0","0"
"3530","-8536.18","452.165","104.917","10","0.3333","0.3333","0.3333","0","0","0","0","0","471","0","0","0"
"3546","9933.94","2500.98","1317.82","12","0","0","0","0","1","0","0","0","473","0","0","0"
"3547","1642.1","239.843","62.5916","13","0","0","0","0","0","0","0","0","474","0","0","0"
"3548","-4754.56","-3313.8","313.564","14","0","0","0","0","0","0","0","0","475","0","0","0"
"3549","1253.79","-2227.52","92.248","15","0","0","0","0","1","0","0","0","476","0","0","0"
"3550","-959.299","-3759.21","4.98619","10","0","0","0","0","1","0","0","0","477","0","0","0"
"3551","-998.183","-3822.07","5.2954","10","0","0","0","0","1","0","0","0","478","0","0","0"
"3552","-11413.6","1954.91","14.2409","22","0","0","0","0","0","0","0","0","479","0","0","0"
"3586","6221.84","-1152.75","383.231","4","0","0","0","0","1","0","0","0","481","0","0","0"
"3587","6221.89","-1153","383.272","5","0","0","0","0","1","0","0","0","482","0","0","0"
"3606","-7514.81","-1033.12","163.806","10","0","0","0","0","0","0","0","0","483","0","0","0"
"3626","-7529.1","-1007.19","408.565","10","0","0","0","0","469","0","0","0","484","0","0","0"
"3646","1539.89","1481.36","352.659","5","0","0","0","0","489","0","0","0","485","0","0","0"
"3647","918.496","1434.04","346.054","5","0","0","0","0","489","0","0","0","486","0","0","0"
"3649","1532.067","1151.667","373.975","10","0","0","0","0","489","0","0","0","487","0","0","0"
"3650","1422.33","-1855.33","135.775","0","6.583","4.833","6.944","3.037","1","0","0","0","488","0","1","0"
"3654","1034.19","-2087.74","123.372","0","5.972","9.333","18.31","1.588","1","0","0","0","489","0","1","0"
"3686","1449.767","1470.567","342.625","4","0.3333","0.3333","0.3333","0","489","0","0","0","492","0","0","0"
"3687","1005.267","1447.267","335.893","4","0.3333","0.3333","0.3333","0","489","0","0","0","493","0","0","0"
"3690","-622.142","-4582.14","21","0","27.39","27.17","21.64","3.194","0","0","0","0","494","0","1","0"
"3706","1316.967","1550.968","313.234","4","0.2778","0.2778","0.2778","0","489","0","0","0","495","0","0","0"
"3707","1319.767","1378.667","314.753","4","0.2778","0.2778","0.2778","0","489","0","0","0","496","0","0","0"
"3708","1112.64","1351.11","316.619","4","0.2778","0.2778","0.2778","0","489","0","0","0","497","0","0","0"
"3709","1140.067","1560.767","306.824","4","0","0","0","0","489","0","0","0","498","0","0","0"
