Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9
"111","1.43","0.25","0.17","0.1","0.5","77","0","0","0","0"
"112","0.1","0.1","0.17","0.08","0.5","78","0","0","0","0"
"113","0.1","0.1","0.17","0.4","0.5","78","1","0","0","0"
"114","0.07","0.1","0.17","0.8","0.5","78","0","0","0","0"
"115","0.2","0.2","0.17","1.4","0.5","78","2","0","0","0"
"118","0.15","0.15","0.3","0.12","0.5","79","0","0","0","0"
"119","0.17","0.18","0.18","0.13","0.5","425","0","0","0","0"
"120","0.15","0.15","0.16","0.24","0.5","426","2","0","0","0"
"122","0.2","0.15","0.3","0.84","0.5","318","0","0","0","0"
"123","0.18","0.18","0.2","0.34","0.5","427","0","0","0","0"
"124","0.35","0.15","0.3","0.58","0.5","322","0","0","0","0"
"125","0.2","0.15","0.3","0.84","0.5","436","0","0","0","0"
"126","0.2","0.15","0.3","0.12","0.5","342","0","0","0","0"
"127","0.32","0.15","0.2","0.2","0.5","334","0","0","0","0"
"128","0.25","0.15","0.15","0.1","0.5","365","0","0","0","0"
"129","0.15","0.2","0.15","0.27","0.5","338","0","0","0","0"
"130","0.25","0.15","0.15","0.1","0.5","369","0","0","0","0"
"131","0.15","0.125","0.2","0.33","0.5","397","0","0","0","0"
"132","0.2","0.2","0.2","0.1","0.5","401","0","0","0","0"
"133","0.2","0.2","0.2","0.15","0.5","405","0","0","0","0"
"134","0.2","0.15","0.33","0.5","0.5","409","0","0","0","0"
"135","0.4","0.1","0.2","0.2","0.5","413","0","0","0","0"
"136","0.35","0.15","0.3","0.33","0.5","417","0","0","0","0"
"137","0.3","0.18","0.2","0.1","0.5","326","0","0","0","0"
"138","0.3","0.18","0.2","0.4","0.5","330","0","0","0","0"
"139","0.13","0.15","0.3","0.11","0.5","349","0","0","0","0"
"140","0.16","0.15","0.2","0.22","0.5","353","0","0","0","0"
"141","0.2","0.15","0.15","0.15","0.5","357","0","0","0","0"
"142","0.22","0.2","0.13","0.12","0.5","361","0","0","0","0"
"143","0.2","0.15","0.2","0.15","0.5","373","0","0","0","0"
"144","0.3","0.2","0.2","0.15","0.5","377","0","0","0","0"
"145","0.2","0.15","0.15","0.1","0.5","389","0","0","0","0"
"146","0.5","0.15","0.2","0.3","0.5","393","0","0","0","0"
"147","0.2","0.15","0.2","0.12","0.5","381","0","0","0","0"
"148","0.2","0.15","0.2","0.12","0.5","385","0","0","0","0"
"149","0.2","0.15","0.17","0.1","0.5","317","0","0","0","0"
"150","0.2","0.15","0.2","0.09","0.5","321","2","0","0","0"
"151","0.15","0.15","0.2","0.4","0.5","333","2","0","0","0"
"152","0.2","0.15","0.2","0.15","0.5","337","2","0","0","0"
"153","0.15","0.15","0.15","0.2","0.5","341","2","0","0","0"
"154","0.2","0.15","0.15","0.2","0.5","345","2","0","0","0"
"155","0.2","0.15","0.2","0.25","0.5","364","2","0","0","0"
"156","0.2","0.15","0.2","0.25","0.5","368","2","0","0","0"
"157","0.15","0.15","0.15","0.15","0.5","396","0","0","0","0"
"158","0.15","0.1","0.2","0.45","0.5","400","2","0","0","0"
"159","0.18","0.15","0.15","0.35","0.5","404","2","0","0","0"
"160","0.15","0.15","0.15","0.25","0.5","408","2","0","0","0"
"161","0.2","0.15","0.15","0.7","0.5","412","2","0","0","0"
"162","0.1","0.1","0.15","0.6","0.5","416","0","0","0","0"
"163","0.15","0.1","0.15","0.15","0.5","325","2","0","0","0"
"164","0.15","0.15","0.15","0.12","0.5","329","2","0","0","0"
"165","0.15","0.15","0.15","0.28","0.5","348","2","0","0","0"
"166","0.15","0.15","0.15","0.3","0.5","352","2","0","0","0"
"167","0.15","0.15","0.15","0.05","0.5","356","2","0","0","0"
"168","0.1","0.2","0.15","0.15","0.5","360","2","0","0","0"
"169","0.15","0.15","0.15","0.1","0.5","372","2","0","0","0"
"170","0.2","0.15","0.15","0.23","0.5","376","2","0","0","0"
"171","0.3","0.15","0.15","0.12","0.5","388","2","0","0","0"
"172","0.15","0.15","0.2","0.15","0.5","392","2","0","0","0"
"173","0.2","0.15","0.15","0.4","0.5","380","2","0","0","0"
"174","0.2","0.15","0.15","0.4","0.5","384","2","0","0","0"
"175","0.15","0.1","0.15","0.25","0.5","320","0","0","0","0"
"176","0.15","0.1","0.15","0.2","0.5","324","0","0","0","0"
"177","0.2","0.15","0.15","0.45","0.5","336","2","0","0","0"
"178","0.2","0.15","0.15","0.3","0.5","340","2","0","0","0"
"179","0.2","0.15","0.15","0.7","0.5","344","2","0","0","0"
"180","0.2","0.15","0.15","0.25","0.5","347","0","0","0","0"
"181","0.2","0.15","0.15","0.25","0.5","367","0","0","0","0"
"182","0.2","0.15","0.15","0.25","0.5","371","0","0","0","0"
"183","0.15","0.15","0.15","0.45","0.5","399","2","0","0","0"
"184","0.15","0.15","0.15","0.5","0.5","403","2","0","0","0"
"185","0.15","0.15","0.15","0.25","0.5","407","0","0","0","0"
"186","0.2","0.15","0.15","0.9","0.5","411","2","0","0","0"
"187","0.2","0.15","0.15","0.6","0.5","415","2","0","0","0"
"188","0.3","0.15","0.15","0.1","0.5","419","0","0","0","0"
"189","0.3","0.15","0.15","0.4","0.5","328","0","0","0","0"
"190","0.2","0.15","0.15","0.4","0.5","332","0","0","0","0"
"191","0.3","0.15","0.15","0.4","0.5","351","2","0","0","0"
"192","0.2","0.15","0.15","0.25","0.5","355","2","0","0","0"
"193","0.2","0.15","0.15","0.5","0.5","359","0","0","0","0"
"194","0.2","0.15","0.15","0.35","0.5","363","1","0","0","0"
"195","0.2","0.15","0.15","0.6","0.5","375","2","0","0","0"
"196","0.15","0.15","0.15","0.6","0.5","391","2","0","0","0"
"197","0.2","0.15","0.15","0.6","0.5","395","0","0","0","0"
"198","0.15","0.15","0.15","0.65","0.5","407","1","0","0","0"
"199","0.15","0.15","0.15","0.28","0.5","383","1","0","0","0"
"200","0.15","0.15","0.15","0.28","0.5","387","1","0","0","0"
"201","0.1","0.15","0.15","0.5","0.5","416","1","0","0","0"
"203","0.2","0.1","0.1","0.3","0.5","422","2","0","0","0"
"204","0.6","0.15","0.22","0.1","0.5","434","2","0","0","0"
"205","0.2","0.2","0.12","0.28","0.5","442","2","0","0","0"
"206","0.22","0.2","0.13","0.12","0.5","424","0","0","0","0"
"207","0.2","0.25","0.3","0.5","0.5","448","0","0","0","0"
"208","0.15","0.1","0.2","0.01","0.5","449","0","0","0","0"
"209","0.18","0.1","0.15","0.25","0.5","449","1","0","0","0"
"218","0.6","0.25","0.13","0","0.5","453","0","0","0","0"
"219","0.2","0.15","0.15","0.7","0.5","454","0","0","0","0"
"220","0.15","0.15","0.15","0.03","0.5","451","0","0","0","0"
"221","0.01","0.1","0.1","0.1","0.5","456","0","0","0","0"
"222","0.3","0.2","0.3","0","0.5","462","0","0","0","0"
"223","0.2","0.2","0.15","0.15","0.5","420","0","0","0","0"
"225","0.6","0.25","0.13","0","0.5","473","0","0","0","0"
"228","0.3","0.2","0.2","0.3","0.5","462","1","0","0","0"
"229","0.25","0.15","0.2","0.38","0.5","466","1","0","0","0"
"230","0.18","0.15","0.2","0","0.5","466","0","0","0","0"
"231","0.2","0.2","0.15","0.2","0.5","465","0","0","0","0"
"232","0.15","0.15","0.1","0.15","0.5","460","0","0","0","0"
"233","0.3","0.2","0.2","0","0.5","474","2","0","0","3"
"234","0.25","0.03","0.13","0","0.5","476","2","0","0","1"
"235","0.25","0.031","0.13","0.3","0.5","476","2","0","0","1"
"236","0.25","0.031","0.13","0.605","0.5","476","2","0","0","1"
"237","0.15","0.15","0.15","0.36","0.5","451","1","0","0","0"
"239","0.2","0.25","0.13","0.1","0.5","482","0","0","0","0"
"240","0.75","0.25","0.13","0","0.5","483","0","0","0","0"
"241","0.2","0.25","0.13","0.1","0.5","484","0","0","0","0"
"242","0.75","0.25","0.13","0","0.5","485","0","0","0","0"
"243","0.2","0.25","0.13","0.4","0.5","486","0","0","0","0"
"244","0.15","0.15","0.15","0.06","0.5","421","1","0","0","0"
"245","0.2","0.25","0.13","0.4","0.5","487","0","0","0","0"
"246","1","0.25","0.13","0","0.5","490","0","0","0","0"
"247","0.8","0.25","0.13","0","0.5","491","0","0","0","0"
"248","0.6","0.25","0.13","0","0.5","492","0","0","0","0"
"249","0.2","0.25","0.13","0.3","0.5","493","1","0","0","0"
"250","0.11","0.25","0.13","0","0.5","494","0","0","0","0"
"251","0.3","0.2","0.2","0.1","0.5","495","2","0","0","0"
"252","0.25","0.17","0.11","0","0.5","439","0","0","0","0"
"253","0.45","0.15","0.15","1.2","0.5","496","0","0","0","0"
"254","0.2","0.15","0.2","2","0.5","497","0","0","0","0"
"255","0.5","0.35","0.15","3","0.5","498","0","0","0","0"
"256","9.39","0.25","0.13","0.1","0.5","499","2","0","0","0"
"257","0.7","0.25","0.13","0.1","0.5","500","0","0","0","0"
"258","0.15","0.15","0.15","0","0.5","458","0","0","0","0"
"259","0.2","0.2","0.12","0.28","0.5","489","2","0","0","0"
"262","0.2","0.2","0.2","0","0.5","459","1","0","0","0"
"263","0.3","0.2","0.3","0","0.5","461","2","0","0","0"
"264","0.3","0.2","0.15","0","0.5","463","2","0","0","0"
"265","0.6","0.8","0.5","1.5","0.5","507","2","0","0","0"
"266","0.2","1","1","0","0.5","508","2","0","0","0"
"267","0.25","0.25","0.13","0.4","0.5","509","0","0","0","0"
"268","0.35","0.25","0.13","1.1","0.5","509","1","0","0","0"
"269","0.5","0.5","0.3","1.3","0.5","510","0","0","0","0"
"270","0.15","0.25","0.13","0.15","0.5","511","0","0","0","0"
"271","0.15","0.25","0.13","0.55","0.5","511","0","0","0","0"
"272","0.25","0.25","0.13","0.3","0.5","512","1","0","0","0"
"273","0.25","0.25","0.13","0.55","0.5","512","0","0","0","0"
"274","0.25","0.45","0.25","0.45","0.5","513","0","0","0","0"
"276","0.3","0.15","0.2","0","0.5","514","0","9","5","3"
"277","0.25","0.25","0.13","0.3","0.5","515","0","0","0","0"
"278","0.5","0.17","0.11","0","0.5","516","0","0","0","0"
"279","0.4","0.25","0.13","0.65","0.5","517","0","0","0","0"
"280","0.35","0.25","0.13","1.12","0.5","519","0","0","0","0"
"281","0.3","0.22","0.13","0","0.5","520","0","0","0","0"
"282","0.15","0.15","0.13","0.3","0.5","521","2","0","0","0"
"283","0.75","0.25","0.13","0","0.5","522","0","0","0","0"
"284","0.4","0.25","0.13","0.4","0.5","523","2","0","0","0"
"285","0.25","0.15","0.15","0","0.5","524","1","0","0","0"
"286","0.2","0.15","0.15","0.36","0.5","524","1","0","0","0"
"287","0.18","0.15","0.15","0.37","0.5","524","0","0","0","0"
"288","0.35","0.22","0.13","1","0.5","525","1","0","0","0"
"289","0.25","0.25","0.13","0.3","0.5","526","0","0","0","0"
"290","0.4","0.8","0.5","0","0.5","527","2","0","0","0"
"291","0.2","0.15","0.15","0.2","0.5","423","1","0","0","0"
"292","0.5","0.35","0.15","2","0.5","497","0","0","0","0"
"293","0.2","0.15","0.2","3","0.5","498","0","0","0","0"
"295","0.45","0.22","0.13","0.9","0.5","529","0","0","0","0"
"296","0.3","0.25","0.13","0.1","0.5","530","1","0","0","0"
"297","5","0","1","0","0.5","531","2","0","0","0"
"299","3","1","1","0.2","0.5","533","0","0","0","0"
"300","0.2","0.15","0.2","0","0.5","534","2","0","0","0"
"302","3.92","0.25","0.5","3.83","0.5","535","1","0","0","3"
"304","0.2","0.15","0.2","0.3","0.5","536","2","0","0","0"
"305","3.69","0.67","3.69","0","0.5","537","2","10","11","1"
"306","0.3","0.15","0.2","0","0.5","514","1","5","9","3"
"307","0.5","0.2","0.2","0.2","0.5","539","1","0","0","0"
"308","0.5","0.2","0.2","0.2","0.5","538","0","0","0","0"
"310","0.3","0.25","0.13","0","0.5","541","0","0","0","0"
"312","4.72","0.25","0.5","4.47","0.5","535","0","0","0","0"
"313","5.47","0.25","0.5","5.32","0.5","535","2","0","0","0"
"314","5.96","0.25","0.5","5.84","0.5","535","1","0","0","0"
"315","6.56","0.25","0.5","6.46","0.5","535","0","0","0","0"
"316","0.35","0.25","0.25","0.4","0.5","542","0","0","0","0"
"317","0.15","0.1","0.2","0.01","0.5","543","0","0","0","0"
"318","0.18","0.1","0.15","0.25","0.5","543","1","0","0","0"
"320","0.5","0.2","0.2","0.2","0.5","546","0","0","0","0"
"323","0.7","0.17","0.11","0.2","0.5","548","2","0","0","0"
"324","0.25","0.2","0.15","0.1","0.5","550","1","0","0","0"
"325","0.18","0.15","0.2","0","0.5","551","1","0","0","0"
"326","0.25","0.15","0.2","0.38","0.5","551","0","0","0","0"
"327","0.3","0.15","0.25","0","0.5","555","0","0","0","0"
"328","0.2","0.25","0.13","0.1","0.5","556","1","0","0","0"
"329","1","1","1","0","0.5","457","2","0","0","0"
"331","0.2","0.25","0.13","0.3","0.5","558","0","0","0","0"
"332","0.25","0.2","0.35","0","0.5","559","0","0","0","0"
"333","0.2","0.25","0.13","0.5","0.5","560","0","0","0","0"
"334","0.2","0.25","0.13","1","0.5","560","0","0","0","0"
"335","0.2","0.25","0.13","1.5","0.5","560","0","0","0","0"
"336","0.2","0.25","0.13","2","0.5","560","0","0","0","0"
"337","0.2","0.25","0.13","2.5","0.5","560","0","0","0","0"
"338","0.22","0.2","0.13","0.12","0.5","561","0","0","0","0"
"339","0.3","0.15","0.35","1.1","0.5","562","0","0","0","0"
"340","0.35","0.25","0.13","0.45","0.5","563","0","0","0","0"
"341","0.3","0.25","0.13","0.7","0.5","564","0","0","0","0"
"343","0.6","0.2","0.3","0","0.5","566","2","0","0","0"
"344","0.15","0.25","0.13","0.3","0.5","567","1","0","0","0"
"345","0.3","0.15","0.25","0","0.5","569","0","0","0","0"
"346","0.45","0.15","0.15","1.2","0.5","570","0","0","0","0"
"347","0.25","0.45","0.25","0.25","0.5","571","1","0","0","0"
"348","0.1","0.15","0.25","0.7","0.5","572","0","0","0","0"
"349","0.15","0.15","0.25","0.26","0.5","573","0","0","0","0"
"350","0.2","0.15","0.25","0.84","0.5","573","0","0","0","0"
"351","0.15","0.15","0.25","1.85","0.5","573","0","0","0","0"
"352","0.2","0.15","0.25","2.45","0.5","573","0","0","0","0"
"354","0.3","0.2","0.2","0","0.5","574","0","0","0","0"
"355","0.4","0.05","0.2","0","0.5","575","2","0","0","0"
"356","0.2","0.15","0.2","0","0.5","576","2","3","4","1"
"357","0.15","0.4","0.4","0","0.5","577","2","0","0","0"
"358","0.2","0.2","0.2","0.1","0.5","578","2","0","4","1"
"360","0.15","0.1","1","2.31","0.5","583","0","0","0","0"
"361","0.35","0.25","0.13","1.68","0.5","584","0","0","0","0"
"362","0.5","0.5","0.5","0","0.5","585","0","0","4","0"
"363","0.75","0.1","0.2","0","0.5","586","2","0","0","0"
"364","0.25","0.75","0.25","0.3","0.5","587","0","0","0","0"
"366","5.8","0.2","3","0","0.5","589","2","0","0","0"
"367","4.5","0.5","3","0","0.5","590","2","0","0","0"
"368","0.2","0.25","0.13","0.25","0.5","591","0","0","0","0"
"369","0.15","0.15","0.25","0","0.5","592","0","0","0","0"
"370","0.15","0.15","0.25","0.4","0.5","592","1","0","0","0"
"371","0.2","0.15","0.25","1.3","0.5","592","0","0","0","0"
"372","0.15","0.25","0.13","0.5","0.5","593","0","0","0","0"
"373","0.6","0.25","0.13","0","0.5","594","0","0","0","0"
"374","0.12","0.18","0.2","0.525","0.5","595","0","0","0","0"
"375","0.2","0.15","0.1","0.1","0.15","596","2","0","0","1"
"376","0.35","0.25","0.25","0.15","0.5","597","2","0","0","0"
"377","0.6","0.17","0.11","0.2","0.5","598","2","0","0","0"
"378","0.4","0.35","0.15","0.15","0.5","600","2","0","0","0"
"379","0.2","0.25","0.15","0.4","0.5","602","2","0","0","0"
"380","0.25","0.17","0.11","0","0.5","603","2","0","0","0"
"381","0.2","0.45","0.25","1.1","0.5","604","0","0","0","0"
"382","0.15","0.15","0.25","0","0.5","605","0","0","0","0"
"383","0.15","0.15","0.25","0.4","0.5","605","1","0","0","0"
"384","4","0.15","0.25","0.5","0.5","605","2","0","0","0"
"385","5","0.75","0.25","0.3","0.5","606","2","0","0","0"
"386","2","0.1","0.2","0","0.5","607","2","0","0","0"
"387","0.3","0.25","0.15","0.37","0.5","608","2","0","0","0"
"388","1.5","0.75","0.25","0.05","0.5","609","0","0","0","0"
"389","0.4","0.4","0.2","0.45","0.5","610","2","0","0","0"
"390","0.25","0.45","0.25","1","0.5","611","0","0","0","0"
"391","0.2","0.45","0.25","0.45","0.5","612","0","0","0","0"
"392","0.25","0.25","0.13","0.2","0.5","613","0","0","0","0"
"393","0.25","0.25","0.13","0.35","0.5","613","1","0","0","0"
"394","0.2","0.15","0.3","0","0.5","614","0","0","0","0"
"395","0.15","0.45","0.25","0","0.5","616","2","0","0","0"
"396","0.55","0.1","0.2","0","0.5","617","2","0","0","0"
"397","0.18","0.1","0.15","0.22","0.5","619","0","0","0","0"
"398","0.18","0.1","0.15","0.02","0.5","619","1","0","0","0"
"399","0.2","0.1","0.15","0.55","0.5","619","2","0","0","0"
"400","0.18","0.1","0.15","0.02","0.5","620","1","0","0","0"
"401","0.18","0.1","0.15","0.22","0.5","620","0","0","0","0"
"402","0.2","0.1","0.15","0.55","0.5","620","2","0","0","0"
"403","0.1","0.1","0.15","0.02","0.5","450","1","0","0","0"
"404","0.1","0.1","0.15","0.24","0.5","450","0","0","0","0"
"405","0.11","0.1","0.15","0.6","0.5","450","2","0","0","0"
"406","0.5","0.1","0.2","0","0.5","621","0","0","0","0"
"407","0.2","0.25","0.13","0.4","0.5","622","0","0","0","0"
"408","0.2","0.25","0.13","1.6","0.5","623","0","0","0","0"
"409","0.2","0.25","0.11","0.87","0.5","624","0","0","0","0"
"410","0.2","0.1","0.1","0.3","0.5","626","0","0","0","0"
"411","0.15","0.15","0.15","0.15","0.5","502","0","0","0","0"
"413","1","0.5","0.5","0","0.5","628","2","0","4","0"
"414","0.15","0.25","0.13","0.65","0.5","629","0","0","0","0"
"415","0.6","0.15","0.22","0.1","0.5","630","0","0","0","0"
"417","1.5","0.25","0.13","0","0.5","631","0","0","0","0"
"418","0.3","0.25","0.2","0","0.5","632","0","0","0","1"
"420","0.3","0.25","0.2","0.3","0.5","632","1","0","0","1"
"421","0.15","0.15","0.1","0.6","0.5","632","0","0","0","1"
"422","0.15","0.15","0.1","0.75","0.5","632","1","0","0","1"
"450","0.2","0.15","0.17","0.1","0.5","659","0","0","0","0"
"451","0.2","0.15","0.2","0.09","0.5","660","2","0","0","0"
"452","0.15","0.1","0.15","0.15","0.5","661","2","0","0","0"
"453","0.15","0.15","0.15","0.12","0.5","662","2","0","0","0"
"454","0.15","0.15","0.2","0.4","0.5","663","2","0","0","0"
"455","0.2","0.15","0.2","0.15","0.5","664","2","0","0","0"
"456","0.15","0.15","0.15","0.2","0.5","665","2","0","0","0"
"457","0.2","0.15","0.15","0.2","0.5","666","2","0","0","0"
"458","0.15","0.15","0.15","0.28","0.5","667","2","0","0","0"
"459","0.15","0.15","0.15","0.3","0.5","668","2","0","0","0"
"460","0.15","0.15","0.15","0.05","0.5","669","2","0","0","0"
"461","0.1","0.2","0.15","0.15","0.5","670","2","0","0","0"
"462","0.2","0.15","0.2","0.25","0.5","671","2","0","0","0"
"463","0.2","0.15","0.2","0.25","0.5","672","2","0","0","0"
"464","0.15","0.15","0.15","0.1","0.5","673","2","0","0","0"
"465","0.2","0.15","0.15","0.23","0.5","674","2","0","0","0"
"466","0.2","0.15","0.15","0.4","0.5","675","2","0","0","0"
"467","0.2","0.15","0.15","0.4","0.5","676","2","0","0","0"
"468","0.3","0.15","0.15","0.12","0.5","677","2","0","0","0"
"469","0.15","0.15","0.2","0.15","0.5","678","2","0","0","0"
"470","0.15","0.15","0.15","0.15","0.5","679","0","0","0","0"
"471","0.15","0.1","0.2","0.45","0.5","680","2","0","0","0"
"472","0.18","0.15","0.15","0.35","0.5","681","2","0","0","0"
"473","0.15","0.15","0.15","0.25","0.5","682","2","0","0","0"
"474","0.2","0.15","0.15","0.7","0.5","683","2","0","0","0"
"475","0.1","0.1","0.15","0.6","0.5","684","0","0","0","0"
"476","0.1","0.15","0.15","0.5","0.5","684","1","0","0","0"
"477","0.3","0.15","0.35","1.1","0.5","685","0","0","0","0"
"478","0.5","0.15","0.35","0.3","0.5","686","0","0","0","0"
"479","0.3","0.15","0.2","0.6","0.5","687","0","0","0","0"
"480","0.1","0.15","0.2","0.7","0.5","688","0","0","0","0"
"481","0.2","0.25","0.13","0.25","0.5","689","0","0","0","0"
"482","0.15","0.15","0.25","0","0.5","690","0","0","0","0"
"483","0.15","0.15","0.25","0.4","0.5","690","1","0","0","0"
"484","0.2","0.15","0.25","1.3","0.5","690","0","0","0","0"
"485","0.25","0.1","0.5","0.11","0.5","691","2","0","4","1"
"486","0.2","0.2","0.2","0.75","0.5","691","2","0","0","1"
"487","0.1","0.2","0.3","0.6","0.5","692","2","0","0","1"
"488","0.1","0.2","0.2","0.85","0.5","692","2","0","0","1"
"489","0.3","0.2","0.3","0","0.5","693","2","0","0","1"
"490","0.18","0.15","0.2","0","0.5","694","0","0","0","1"
"491","0.25","0.15","0.2","0.38","0.5","694","1","0","0","1"
"492","0.3","0.15","0.2","0","0.5","695","0","9","8","3"
"493","0.3","0.15","0.2","0","0.5","695","1","5","8","3"
"494","0.3","0.2","0.2","0","0.5","696","0","0","0","1"
"506","0.4","0.25","0.13","0","0.5","703","0","0","0","0"
"507","0.55","0.25","0.13","0","0.5","704","0","0","0","0"
"508","0.18","0.15","0.2","0.5","0.5","705","0","0","0","1"
"509","0.2","0.2","0.2","0.8","0.5","706","2","0","0","1"
"510","0.5","0.25","0.3","0","0.5","707","0","0","0","0"
"511","0.25","0.25","0.13","0.85","0.5","708","0","0","0","0"
"512","0.25","0.25","0.13","0.85","0.5","709","0","0","0","0"
"513","0.2","0.15","0.3","2.7","0.5","710","0","0","0","0"
"514","0.25","0.25","0.13","0","0.5","711","0","0","0","0"
"515","1","0.25","0.13","0","0.5","712","0","0","0","0"
"516","0.6","0.17","0.11","0.2","0.5","713","0","0","0","0"
"517","0.35","0.2","0.35","0.4","0.5","714","0","0","0","0"
"518","0.25","0.2","0.35","0.35","0.5","715","0","0","0","0"
"519","0.3","0.25","0.13","0.35","0.5","716","0","0","0","0"
"520","0.35","0.25","0.13","0.5","0.5","717","0","0","0","0"
"521","0.65","0.25","0.13","0","0.5","718","2","0","0","0"
"523","0.65","0.25","0.13","0","0.5","719","0","0","0","0"
"524","0.6","0.17","0.11","0.2","0.5","720","0","0","0","0"
"526","0.3","0.1","0.5","3.3","0.5","722","0","0","0","0"
"527","0.65","0.25","0.13","0.65","0.5","723","0","0","0","0"
"528","0.3","0.3","0.3","0.1","0.3","724","0","3","4","1"
"529","0.7","0.1","0.3","1","0.5","726","2","0","0","0"
"530","0.2","0.25","0.3","0.5","0.5","727","0","0","0","0"
"531","0.2","0.3","1","0.2","0.2","728","2","0","0","0"
"532","0.2","0.2","0.2","1.3","0.5","730","2","7","9","0"
"533","1","0.2","0.2","0","0.5","731","2","7","9","0"
"534","0.55","0.1","0.2","0","0.5","732","2","0","0","0"
"535","0.1","0.5","0.5","0.17","0.3","733","0","6","9","1"
"536","0.1","0.5","0.5","0.05","0.3","734","0","6","9","1"
"537","8","0.1","0.2","0.1","0.5","735","0","0","0","0"
"538","0.1","0.5","0.5","0.17","0.3","736","0","6","9","1"
"539","2","0.5","0.5","0","0.5","737","0","0","0","0"
"540","0.8","0.5","0.8","0.37","0.5","738","0","0","0","0"
"541","0.6","0.15","0.2","0.4","0.5","739","0","0","0","0"
"542","0.55","0.1","0.2","0","0.5","740","2","0","0","0"
"543","1","0.2","0.35","0.25","0.5","741","0","0","0","0"
"544","2","0.5","0.5","0","0.5","742","0","0","0","0"
"545","0.35","0.5","0.5","1.8","0.5","743","0","0","4","0"
"546","3.5","0.5","1.5","1","0.1","744","0","0","0","0"
"547","2","0.5","0.5","0","0.5","746","0","0","0","0"
"551","0.65","0.25","0.13","0","0.5","748","1","0","0","0"
"552","0.65","0.25","0.3","0","0.5","749","0","0","0","0"
"553","5","0.1","0.2","0.1","0.5","750","0","0","0","0"
"554","0.8","0.1","0.2","0.1","0.5","751","0","0","0","0"
"555","5","0.1","0.2","0.1","0.5","752","0","0","0","0"
"556","0.65","0.25","0.13","0","0.5","753","0","0","0","0"
