Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2_0,Unknown2_1,Unknown3,Unknown4
"139","1449","0","0","0","0","8","0"
"140","1454","0","0","0","0","8","0"
"142","1463","0","49216","0","0","8","0"
"144","1485","0","0","0","0","9","0"
"149","1515","0","0","48140","0","41","0"
"150","1516","0","0","0","0","9","0"
"151","1536","0","0","0","0","15","0"
"152","1538","0","0","0","0","15","0"
"153","1539","15363","0","0","0","0","0"
"154","1706","131074","0","0","0","8","0"
"156","1725","3","0","0","0","0","0"
"157","1776","134217728","0","0","0","0","0"
"158","1784","134364164","0","0","0","0","0"
"159","1804","0","0","0","0","31","0"
"161","1843","0","0","0","0","479","0"
"162","1856","15367","0","0","0","0","0"
"163","1936","0","0","0","0","13","0"
"165","1953","0","0","0","0","8","0"
"166","2006","0","0","0","0","15","0"
"167","2008","0","0","0","0","15","0"
"168","2024","0","0","0","0","8","0"
"169","2050","0","0","0","0","15","0"
"170","2060","0","0","0","0","15","0"
"171","2061","0","0","0","0","15","0"
"172","2094","138936320","0","0","0","0","0"
"173","2096","0","0","31772","32","9","0"
"174","2120","0","0","0","0","15","0"
"176","2139","0","0","0","0","8","0"
"177","2149","0","0","0","0","15","0"
"178","2152","0","0","0","0","15","0"
"179","2153","0","0","0","0","15","0"
"180","2156","0","0","0","0","15","0"
"181","2157","0","0","0","0","15","0"
"182","2158","0","0","0","0","15","0"
"183","2159","0","0","0","0","15","0"
"184","2160","0","0","0","0","15","0"
"185","2161","0","0","0","0","15","0"
"186","2162","0","0","0","0","15","0"
"187","2163","0","0","0","0","15","0"
"188","2164","0","0","0","0","15","0"
"189","2165","0","0","0","0","15","0"
"190","2166","0","0","0","0","15","0"
"191","2167","0","0","0","0","15","0"
"192","2168","0","0","0","0","15","0"
"193","2169","0","0","0","0","15","0"
"194","2329","0","0","0","0","15","0"
"195","2330","0","0","0","0","15","0"
"196","2331","0","0","0","0","15","0"
"197","2332","0","0","0","0","15","0"
"198","2333","0","0","0","0","15","0"
"199","2334","0","0","0","0","15","0"
"200","2335","0","0","0","0","15","0"
"202","2337","0","0","0","0","15","0"
"204","2366","0","0","0","0","31","0"
"205","2368","0","0","0","0","31","0"
"206","2369","0","0","0","0","15","0"
"207","2371","0","0","0","0","15","0"
"208","2385","0","0","0","0","15","0"
"209","2386","0","0","0","0","15","0"
"210","2387","0","0","0","0","15","0"
"211","2389","0","0","0","0","15","0"
"212","2392","0","0","0","0","15","0"
"213","2393","0","0","0","0","15","0"
"214","2394","0","0","0","0","15","0"
"215","2395","0","0","0","0","15","0"
"216","2396","0","0","0","0","15","0"
"217","2397","0","0","0","0","15","0"
"218","2399","0","0","0","0","15","0"
"219","2401","0","0","0","0","15","0"
"220","2402","0","0","0","0","15","0"
"221","2403","0","0","0","0","15","0"
"222","2406","0","0","0","0","15","0"
"223","2479","4096","0","0","0","0","0"
"224","2538","0","0","0","0","15","0"
"225","2539","0","0","0","0","15","0"
"226","2540","0","0","0","0","15","0"
"227","2541","0","0","0","0","15","0"
"228","2542","0","0","0","0","15","0"
"229","2543","0","0","0","0","15","0"
"230","2544","0","0","0","0","15","0"
"231","2545","0","0","0","0","15","0"
"232","2546","0","0","0","0","15","0"
"233","2547","0","0","0","0","15","0"
"234","2548","0","0","0","0","15","0"
"235","2549","0","0","0","0","15","0"
"236","2575","0","0","0","0","31","0"
"237","2576","0","0","0","0","31","0"
"238","2584","524288","0","0","0","0","0"
"243","2639","262144","2","0","0","1","0"
"244","2641","0","0","0","0","15","0"
"245","2643","0","0","0","0","9","0"
"246","2645","0","0","0","0","7","0"
"248","2657","0","0","0","0","15","0"
"249","2658","0","0","0","0","15","0"
"250","2659","0","0","0","0","15","0"
"251","2660","0","0","0","0","15","0"
"252","2661","0","0","0","0","15","0"
"253","2662","0","0","0","0","15","0"
"254","2663","0","0","0","0","15","0"
"255","2664","0","0","0","0","15","0"
"256","2665","0","0","0","0","15","0"
"257","2666","0","0","0","0","15","0"
"258","2667","0","0","0","0","15","0"
"259","2668","0","0","0","0","15","0"
"260","2670","0","0","0","0","15","0"
"261","2671","0","0","0","0","15","0"
"262","2672","0","0","0","0","15","0"
"263","2673","0","0","0","0","15","0"
"264","2674","0","0","0","0","15","0"
"265","2675","0","0","0","0","15","0"
"266","2737","0","0","0","0","15","0"
"267","2738","0","0","0","0","15","0"
"268","2739","0","0","0","0","15","0"
"269","2740","0","0","0","0","15","0"
"270","2741","0","0","0","0","15","0"
"271","2742","0","0","0","0","15","0"
"272","2764","0","0","0","0","15","0"
"273","2782","0","0","0","0","8","0"
"274","2795","0","0","0","0","15","0"
"275","2823","0","64","0","0","15","0"
"276","2828","0","0","0","0","15","0"
"277","2829","0","0","0","0","15","0"
"278","2830","0","0","0","0","15","0"
"279","2831","0","0","0","0","15","0"
"280","2832","0","0","0","0","15","0"
"281","2833","0","0","0","0","15","0"
"283","2881","0","0","0","0","15","0"
"285","2912","0","0","0","0","15","0"
"287","2948","0","0","0","0","14","0"
"288","2963","0","0","0","0","15","0"
"289","2964","0","0","0","0","15","0"
"290","2969","0","0","15420","0","0","0"
"292","3011","0","0","0","0","15","0"
"293","3018","0","0","0","0","15","0"
"294","3026","0","0","0","0","1","0"
"295","3105","0","0","0","0","15","0"
"296","3108","0","0","0","0","15","0"
"297","3109","3","0","0","0","15","0"
"298","3110","0","0","0","0","15","0"
"299","3112","0","0","0","0","15","0"
"300","3113","0","0","0","0","15","0"
"301","3114","0","0","0","0","15","0"
"302","3115","0","0","0","0","15","0"
"303","3116","0","0","0","0","15","0"
"304","3117","0","0","0","0","15","0"
"305","3120","0","0","0","0","15","0"
"306","3121","0","0","0","0","15","0"
"307","3129","0","0","0","0","15","0"
"308","3132","0","0","0","0","4","0"
"310","3143","0","0","0","0","15","0"
"311","3146","0","0","0","0","15","0"
"312","3170","0","0","0","0","15","0"
"313","3171","0","0","0","0","15","0"
"315","3173","0","0","0","0","15","0"
"316","3174","0","0","0","0","15","0"
"317","3175","0","0","0","0","15","0"
"318","3176","0","0","0","0","15","0"
"319","3177","0","0","0","0","15","0"
"320","3188","0","0","0","0","15","0"
"321","3204","0","0","0","0","13","0"
"322","3205","0","0","0","0","15","0"
"323","3206","0","0","0","0","15","0"
"324","3207","0","0","0","0","15","0"
"326","3230","0","0","0","0","15","0"
"327","3233","0","0","0","0","15","0"
"328","3237","0","0","0","0","7","0"
"329","3243","0","0","0","0","15","0"
"331","3260","0","0","0","0","15","0"
"332","3263","0","0","0","0","15","0"
"333","3264","0","0","0","0","15","0"
"334","3267","0","0","15374","0","27","0"
"335","3268","0","0","15374","0","27","0"
"336","3275","0","0","0","0","15","0"
"337","3276","0","0","0","0","15","0"
"338","3277","0","0","0","0","15","0"
"339","3278","0","0","0","0","15","0"
"340","3292","0","0","0","0","15","0"
"341","3293","0","0","0","0","15","0"
"342","3294","0","0","0","0","15","0"
"343","3295","0","0","0","0","15","0"
"344","3296","0","0","0","0","15","0"
"345","3297","0","0","0","0","15","0"
"346","3304","0","0","0","0","15","0"
"347","3307","0","0","0","0","15","0"
"348","3308","0","0","0","0","15","0"
"349","3319","0","0","0","0","15","0"
"350","3320","0","0","0","0","15","0"
"351","3321","0","0","0","0","15","0"
"352","3323","0","0","0","0","15","0"
"353","3324","0","0","0","0","15","0"
"354","3325","0","0","0","0","15","0"
"355","3326","0","0","0","0","15","0"
"356","3328","0","0","0","0","15","0"
"357","3330","0","0","0","0","15","0"
"358","3331","0","0","0","0","15","0"
"359","3332","0","0","0","0","15","0"
"360","3333","0","0","0","0","15","0"
"361","3334","0","0","0","0","15","0"
"362","3335","0","0","0","0","15","0"
"363","3336","0","0","0","0","15","0"
"364","3337","0","0","0","0","15","0"
"365","3355","138936320","0","0","0","0","0"
"367","3359","0","0","0","0","15","0"
"368","3361","0","0","0","0","15","0"
"370","3363","0","0","0","0","31","0"
"371","3365","0","0","0","0","31","0"
"372","3366","0","0","0","0","31","0"
"373","3368","0","0","0","0","15","0"
"374","3370","0","0","0","0","15","0"
"375","3371","0","0","0","0","15","0"
"376","3372","0","0","0","0","15","0"
"377","3373","0","0","0","0","15","0"
"378","3376","0","0","0","0","15","0"
"379","3377","0","0","0","0","15","0"
"380","3385","15364","0","0","0","0","0"
"381","3387","0","0","0","0","15","0"
"382","3396","0","0","0","0","15","0"
"383","3397","0","0","0","0","15","0"
"384","3398","0","0","0","0","15","0"
"385","3399","0","0","0","0","15","0"
"386","3400","0","0","0","0","15","0"
"387","3407","0","0","0","0","31","0"
"388","3408","0","0","0","0","15","0"
"391","3443","0","0","0","0","15","0"
"392","3447","0","0","0","0","15","0"
"393","3448","0","0","0","0","15","0"
"394","3449","0","0","0","0","15","0"
"395","3450","0","0","0","0","15","0"
"396","3451","0","0","0","0","15","0"
"397","3452","0","0","0","0","15","0"
"398","3453","0","0","0","0","15","0"
"399","3454","0","0","0","0","15","0"
"400","3477","0","0","0","0","15","0"
"401","3485","0","0","0","0","15","0"
"402","3488","0","0","0","0","15","0"
"403","3491","0","0","0","0","15","0"
"404","3492","0","0","0","0","15","0"
"405","3493","0","0","0","0","15","0"
"406","3494","0","0","0","0","15","0"
"407","3495","0","0","0","0","15","0"
"408","3496","0","0","0","0","15","0"
"409","3497","0","0","0","0","15","0"
"410","3498","0","0","0","0","15","0"
"411","3499","0","0","0","0","15","0"
"412","3500","0","0","0","0","15","0"
"413","3501","0","0","0","0","15","0"
"414","3502","0","0","0","0","15","0"
"415","3503","0","0","0","0","15","0"
"416","3504","0","0","0","0","15","0"
"417","3505","0","0","0","0","15","0"
"418","3506","0","0","0","0","15","0"
"419","3507","0","0","0","0","15","0"
"420","3508","0","0","0","0","15","0"
"421","3511","0","0","0","0","15","0"
"422","3513","0","0","0","0","15","0"
"423","3515","0","0","0","0","15","0"
"424","3527","0","0","0","0","15","0"
"425","3537","0","0","0","0","15","0"
"426","3547","0","0","0","0","15","0"
"428","3561","0","0","0","0","15","0"
"429","3562","0","0","0","0","15","0"
"430","3563","0","0","0","0","15","0"
"431","3564","0","0","0","0","31","0"
"432","3565","0","0","0","0","15","0"
"433","3566","0","0","0","0","15","0"
"434","3567","0","0","0","0","15","0"
"435","3569","0","0","0","0","15","0"
"436","3570","0","0","0","0","31","0"
"438","3584","0","0","0","0","31","0"
"439","3586","0","0","0","0","31","0"
"440","3594","0","0","0","0","15","0"
"441","3595","0","0","0","0","15","0"
"442","3602","0","0","0","0","13","0"
"443","3605","0","0","0","0","13","0"
"444","3611","0","0","0","0","9","0"
"445","3635","0","0","0","0","15","0"
"447","3648","15367","0","0","0","0","0"
"448","3651","0","0","0","0","15","0"
"449","3652","0","0","0","0","13","0"
"450","3655","0","0","0","0","13","0"
"451","3657","0","0","0","0","13","0"
"452","3658","0","0","0","0","13","0"
"453","3670","0","0","0","0","31","0"
"454","3678","0","0","0","0","31","0"
"455","3680","80899","0","0","0","13","0"
"456","3714","3","0","0","0","0","0"
"457","3753","0","0","0","0","15","0"
"458","3755","0","0","0","0","15","0"
"459","3756","0","0","0","0","15","0"
"460","3757","0","0","0","0","15","0"
"461","3758","0","0","0","0","15","0"
"462","3759","0","0","0","0","15","0"
"463","3760","0","0","0","0","15","0"
"464","3761","0","0","0","0","15","0"
"465","3762","0","0","0","0","15","0"
"466","3763","0","0","0","0","15","0"
"467","3764","0","0","0","0","15","0"
"468","3765","0","0","0","0","15","0"
"469","3766","0","0","0","0","15","0"
"470","3767","0","0","0","0","15","0"
"471","3768","0","0","0","0","15","0"
"472","3769","0","0","0","0","15","0"
"473","3770","0","0","0","0","15","0"
"474","3771","0","0","0","0","15","0"
"475","3772","0","0","0","0","15","0"
"476","3773","0","0","0","0","15","0"
"477","3774","0","0","0","0","15","0"
"478","3775","0","0","0","0","15","0"
"479","3776","0","0","0","0","15","0"
"480","3777","0","0","0","0","15","0"
"481","3778","0","0","0","0","15","0"
"482","3779","0","0","0","0","15","0"
"483","3780","0","0","0","0","15","0"
"484","3813","0","0","0","0","15","0"
"486","3816","0","0","0","0","15","0"
"487","3817","0","0","0","0","15","0"
"488","3818","0","0","0","0","15","0"
"489","3839","0","0","0","0","15","0"
"490","3840","0","0","0","0","15","0"
"491","3841","0","0","0","0","15","0"
"492","3842","0","0","0","0","15","0"
"493","3843","0","0","0","0","15","0"
"494","3844","0","0","0","0","15","0"
"495","3845","0","0","0","0","15","0"
"496","3847","0","0","0","0","15","0"
"497","3848","0","0","0","0","15","0"
"498","3849","0","0","0","0","15","0"
"499","3850","0","0","0","0","15","0"
"500","3851","0","0","0","0","15","0"
"501","3852","0","0","0","0","15","0"
"502","3854","0","0","0","0","15","0"
"503","3855","0","0","0","0","15","0"
"504","3856","0","0","0","0","15","0"
"505","3857","0","0","0","0","15","0"
"506","3858","0","0","0","0","15","0"
"507","3859","0","0","0","0","15","0"
"508","3860","0","0","0","0","15","0"
"509","3861","0","0","0","0","15","0"
"510","3862","0","0","0","0","15","0"
"511","3863","0","0","0","0","15","0"
"512","3864","0","0","0","0","15","0"
"513","3865","0","0","0","0","15","0"
"514","3866","0","0","0","0","15","0"
"515","3868","0","0","0","0","15","0"
"516","3869","0","0","0","0","15","0"
"517","3870","0","0","0","0","15","0"
"518","3871","0","0","0","0","15","0"
"519","3872","0","0","0","0","15","0"
"520","3873","0","0","0","0","15","0"
"521","3914","0","0","0","0","15","0"
"522","3915","0","0","0","0","15","0"
"523","3918","0","0","0","0","15","0"
"524","3919","0","0","0","0","15","0"
"526","3921","8","0","8","0","0","0"
"527","3922","0","0","0","0","15","0"
"528","3923","0","0","0","0","15","0"
"529","3924","0","0","0","0","15","0"
"530","3925","0","0","0","0","15","0"
"532","3928","0","0","0","0","15","0"
"533","3929","0","0","0","0","15","0"
"535","3931","0","0","0","0","15","0"
"536","3932","0","0","0","0","15","0"
"537","3933","0","0","0","0","15","0"
"538","3934","0","0","0","0","15","0"
"539","3936","0","0","0","0","15","0"
"540","3937","0","0","0","0","15","0"
"541","3938","0","0","0","0","15","0"
"542","3939","0","0","0","0","15","0"
"543","3940","0","0","0","0","15","0"
"544","3941","0","0","0","0","15","0"
"545","3942","0","0","0","0","15","0"
"546","3944","0","0","0","0","15","0"
"547","3945","0","0","0","0","15","0"
"548","3946","0","0","0","0","15","0"
"550","3949","0","0","0","0","15","0"
"551","3950","0","0","0","0","15","0"
"552","3952","0","0","0","0","15","0"
"553","3953","0","0","0","0","15","0"
"554","3954","0","0","0","0","15","0"
"555","3955","0","0","0","0","15","0"
"556","3956","0","0","0","0","15","0"
"557","3957","0","0","0","0","15","0"
"558","3958","0","0","0","0","15","0"
"559","3959","0","0","0","0","15","0"
"560","3960","0","0","0","0","15","0"
"561","3961","0","0","0","0","15","0"
"562","3962","0","0","0","0","15","0"
"563","3963","0","0","0","0","15","0"
"564","3965","0","0","0","0","15","0"
"565","3966","0","0","0","0","15","0"
"566","3967","0","0","0","0","15","0"
"567","3968","0","0","0","0","15","0"
"568","3969","0","0","0","0","15","0"
"569","3971","0","0","0","0","15","0"
"570","3972","0","0","0","0","15","0"
"571","3973","0","0","0","0","15","0"
"572","3974","0","0","0","0","15","0"
"573","3975","0","0","0","0","15","0"
"574","3976","0","0","0","0","15","0"
"575","3977","0","0","0","0","15","0"
"576","3978","0","0","0","0","15","0"
"577","3979","0","0","0","0","15","0"
"578","4011","0","0","0","0","15","0"
"579","4042","0","0","0","0","8","0"
"580","4056","0","0","0","0","15","0"
"581","4064","2","0","0","0","5","0"
"582","4065","2","0","0","0","5","0"
"583","4066","2","0","0","0","5","0"
"584","4067","2","0","0","0","5","0"
"585","4068","2","0","0","0","0","0"
"586","4069","2","0","0","0","5","0"
"587","4075","0","0","0","0","15","0"
"588","4079","80898","0","0","0","13","0"
"589","4094","0","0","0","0","15","0"
"590","4096","0","0","0","0","15","0"
"591","4097","0","0","0","0","15","0"
"592","4141","15373","0","0","0","15","0"
"593","4164","0","0","0","0","15","0"
"594","4165","0","0","0","0","15","0"
"595","4209","0","0","0","0","13","0"
"596","4221","0","0","0","0","13","0"
"597","4239","0","0","0","0","31","0"
"598","4294","524288","0","0","0","0","0"
"599","4320","0","0","0","0","31","0"
"600","4338","0","0","0","0","1","0"
"601","4508","0","0","0","0","15","0"
"603","4520","0","0","0","0","13","0"
"604","4526","0","0","0","0","15","0"
"605","4629","0","0","0","0","15","0"
"606","4932","0","0","15420","0","0","0"
"607","4942","0","0","0","0","15","0"
"608","4945","0","0","0","0","15","0"
"609","4950","0","0","0","0","13","0"
"610","4961","0","0","0","0","13","0"
"611","4970","0","0","8","0","0","0"
"612","4971","0","0","0","0","13","0"
"615","4976","0","0","0","0","15","0"
"618","4979","0","0","0","0","15","0"
"619","4980","0","0","0","0","15","0"
"620","4981","15373","0","0","0","15","0"
"621","4982","0","0","0","0","31","0"
"622","5004","262144","2","0","0","1","0"
"623","5005","262144","2","0","0","1","0"
"624","5006","262144","2","0","0","1","0"
"625","5007","262144","2","0","0","1","0"
"626","5010","15372","0","15420","0","0","0"
"627","5019","0","0","175116","0","15","0"
"628","5020","0","0","0","0","8","0"
"629","5021","0","0","0","0","8","0"
"630","5099","0","0","0","0","31","0"
"631","5101","2","0","0","0","0","0"
"632","5106","2","0","0","0","31","0"
"633","5107","0","0","0","0","31","0"
"634","5108","0","0","0","0","15","0"
"635","5110","0","0","0","0","13","0"
"639","5140","8","0","0","0","31","0"
"640","5143","0","0","31756","0","13","0"
"641","5159","0","0","0","0","15","0"
"642","5166","8","0","0","0","31","0"
"643","5169","15367","0","0","0","0","0"
"644","5174","0","0","0","0","13","0"
"645","5176","0","0","0","0","15","0"
"646","5185","0","0","0","0","15","0"
"647","5206","0","0","0","0","31","0"
"649","5213","0","0","0","0","15","0"
"650","5215","134233092","0","0","0","0","0"
"651","5219","0","0","0","0","15","0"
"652","5244","0","0","0","0","15","0"
"653","5246","138936320","0","0","0","0","0"
"654","5252","0","0","0","0","15","0"
"655","5256","0","0","15420","0","0","0"
"656","5259","0","0","0","0","5","0"
"658","5264","15367","0","0","0","0","0"
"659","5265","15367","0","0","0","0","0"
"660","5266","15367","0","0","0","0","0"
"661","5267","15367","0","0","0","0","0"
"662","5268","15367","0","0","0","0","0"
"663","5276","0","0","0","0","15","0"
"666","5321","0","0","0","0","9","0"
"667","5322","0","0","0","0","9","0"
"668","5323","0","0","0","0","9","0"
"669","5324","0","0","0","0","9","0"
"670","5325","0","0","0","0","9","0"
"671","5384","539708","512","0","0","15","0"
"672","5401","0","0","0","0","9","0"
"673","5403","2","0","0","0","13","0"
"674","5424","0","0","15420","0","0","0"
"675","5484","0","0","0","0","15","0"
"679","5512","0","0","0","0","31","0"
"680","5514","0","0","0","0","31","0"
"681","5545","524288","0","0","0","0","0"
"684","5605","0","0","0","0","13","0"
"685","5666","0","0","0","0","15","0"
"687","5697","0","49216","0","0","8","0"
"688","5740","0","0","31756","0","15","0"
"690","5781","0","0","0","0","15","0"
"692","5784","0","0","0","0","15","0"
"693","5809","128","0","0","0","15","0"
"694","5858","8","0","0","0","0","0"
"695","5862","0","0","0","0","9","0"
"696","5884","0","0","0","0","15","0"
"697","5909","0","0","0","0","8","0"
"699","6084","0","0","0","0","15","0"
"706","6196","0","0","31804","0","15","0"
"707","6197","0","0","31804","0","0","0"
"708","6201","0","0","0","0","47","0"
"710","6233","0","0","0","0","15","0"
"711","6234","0","0","0","0","31","0"
"712","6246","0","0","0","0","15","0"
"713","6247","0","0","0","0","31","0"
"714","6249","0","0","0","0","31","0"
"715","6250","0","0","0","0","15","0"
"716","6252","0","0","0","0","15","0"
"718","6255","0","0","0","0","9","0"
"720","6270","8","0","0","0","0","0"
"722","6278","0","0","0","0","15","0"
"723","6296","0","0","0","0","15","0"
"724","6298","15367","0","0","0","15","0"
"725","6305","0","0","0","0","15","0"
"726","6306","0","0","0","0","15","0"
"729","6358","2","0","31804","0","15","0"
"731","6405","3","0","0","0","1","0"
"733","6410","262144","2","0","0","1","0"
"734","6412","0","0","0","0","15","0"
"735","6413","0","0","0","0","15","0"
"736","6414","0","0","0","0","15","0"
"737","6415","0","0","0","0","15","0"
"738","6416","0","0","0","0","15","0"
"739","6417","0","0","0","0","15","0"
"740","6418","0","0","0","0","15","0"
"741","6419","0","0","0","0","15","0"
"742","6458","0","0","0","0","15","0"
"744","6477","0","0","0","0","31","0"
"745","6478","0","0","0","0","31","0"
"746","6487","0","0","0","0","15","0"
"747","6490","0","0","0","0","13","0"
"748","6499","0","0","0","0","15","0"
"749","6500","0","0","0","0","15","0"
"750","6501","0","0","0","0","15","0"
"751","6512","0","0","0","0","8","0"
"752","6513","0","0","0","0","8","0"
"753","6517","0","0","0","0","15","0"
"754","6518","0","0","0","0","15","0"
"755","6521","0","0","0","0","15","0"
"756","6527","0","0","0","0","31","0"
"757","6529","0","0","0","0","31","0"
"758","6530","0","0","0","0","15","0"
"759","6535","0","0","0","0","31","0"
"760","6538","15366","0","0","0","0","0"
"761","6605","0","0","0","0","8","0"
"762","6606","262154","0","0","0","0","0"
"763","6609","0","0","0","0","15","0"
"764","6610","0","0","0","0","15","0"
"765","6611","0","0","0","0","15","0"
"766","6617","0","0","0","0","15","0"
"767","6618","0","0","0","0","15","0"
"768","6620","0","0","0","0","15","0"
"769","6624","0","0","0","0","15","0"
"770","6626","0","0","0","0","15","0"
"771","6627","0","0","0","0","15","0"
"772","6630","0","0","0","0","15","0"
"773","6634","4099","0","0","0","0","0"
"774","6648","0","0","0","0","31","0"
"775","6653","0","0","0","0","31","0"
"776","6654","0","0","0","0","31","0"
"777","6656","0","0","0","0","15","0"
"778","6658","0","0","0","0","31","0"
"779","6660","0","0","0","0","13","0"
"780","6661","0","0","0","0","15","0"
"781","6671","0","0","0","0","15","0"
"782","6686","0","0","0","0","15","0"
"783","6688","0","0","0","0","15","0"
"784","6690","0","0","0","0","15","0"
"785","6692","0","0","0","0","15","0"
"786","6693","0","0","0","0","15","0"
"787","6695","0","0","0","0","15","0"
"788","6702","0","0","0","0","15","0"
"789","6703","0","0","0","0","15","0"
"790","6704","0","0","0","0","15","0"
"791","6705","0","0","0","0","15","0"
"792","6711","3","0","0","0","0","0"
"793","6717","0","0","0","0","15","0"
"794","6725","0","0","0","0","15","0"
"795","6726","0","0","0","0","9","0"
"798","6770","4718594","0","0","0","0","0"
"799","6777","0","0","0","0","31","0"
"800","6789","0","0","0","0","8","0"
"801","6802","0","0","0","0","31","0"
"802","6803","0","0","0","0","15","0"
"803","6805","0","0","0","0","31","0"
"804","6814","0","0","0","0","15","0"
"805","6894","2","0","0","0","15","0"
"806","6896","0","0","0","0","31","0"
"807","6897","0","0","0","0","31","0"
"808","6898","0","0","0","0","31","0"
"809","6899","0","0","0","0","31","0"
"810","6900","0","0","0","0","15","0"
"811","6905","0","0","0","0","15","0"
"814","6917","0","0","0","0","15","0"
"817","6949","0","0","0","0","15","0"
"819","6951","0","0","0","0","31","0"
"820","6957","0","0","0","0","13","0"
"821","6960","0","0","0","0","9","0"
"822","6965","0","0","31756","0","15","0"
"823","6974","0","0","0","0","31","0"
"824","6979","0","0","0","0","15","0"
"825","6980","0","0","0","0","15","0"
"827","6984","0","0","0","0","15","0"
"828","7023","0","0","0","0","31","0"
"829","7033","0","0","15420","0","15","0"
"833","7077","0","0","0","0","15","0"
"834","7079","0","0","0","0","15","0"
"836","7101","0","0","0","0","15","0"
"838","7104","15367","0","0","0","0","0"
"839","7105","0","0","0","0","13","0"
"840","7106","0","0","0","0","15","0"
"841","7107","0","0","0","0","15","0"
"845","7126","0","0","0","0","15","0"
"847","7133","0","0","0","0","15","0"
"848","7135","0","0","0","0","15","0"
"849","7136","0","0","0","0","9","0"
"850","7144","0","0","0","0","15","0"
"851","7147","0","0","0","0","15","0"
"852","7149","0","0","0","0","15","0"
"853","7151","0","0","0","0","15","0"
"854","7153","0","0","0","0","15","0"
"855","7156","0","0","0","0","15","0"
"856","7162","0","0","0","0","15","0"
