Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"830","Impaling Slam","Throngus jumps to a random target, impaling them on his mace and inflicting $75056s3 Physical damage every $75056t3 second for $75056d.","0","0","133490","132","831","0","828","0","0","15","2","-1"
"831","Lava Patch","As Throngus moves with his fiery mace, he leaves patches of fire on the ground. These patches deal $90754s1 Fire damage every second to any player who stands in them.","0","0","135822","132","0","0","828","2","8","16","2","14"
"2010","Stage One: Fists of Flame and Frost","","0","0","0","89","2014","2011","0","1","0","1","0","-1"
"2011","Fists of Flame","Glubtok shrouds his fists in flame, causing each of his melee attacks that land to deal $87874s1 Fire damage.

Additionally, when Glubtok lands a melee attack he will sometimes deal $87896s1 Fire damage and knock up nearby enemies within $87896A1 yards.","0","0","135817","89","2012","0","2010","0","0","2","2","-1"
"2012","Fists of Frost","Glubtok coats his fists with frost, causing each of his melee attacks that land to deal $87899s1 Frost damage.

Additionally, when Glubtok lands a melee attack he will sometimes deal $87901s1 Frost damage, reduce the movement speed by $87901s2%, reduce the frequency of melee and ranged attacks by $87901s3%, and increase the casting time by $87901s3% of nearby enemies within $87901A1 yards for $87901d.","0","0","135785","89","2013","0","2010","0","0","3","2","-1"
"2013","Blink","After either Fists of Flame or Fists of Frost wears off, Glubtok will randomly teleport to a location nearby a random player.$[2,4

In Heroic Difficulty, when Glubtok casts the Blink spell, he resets the threat of all enemies to zero.$]","0","0","135736","89","0","0","2010","0","0","4","2","-1"
"2014","Stage Two: Arcane Power!","At 50% health, Glubtok blinks to the center of the room and levitates in place. Glubtok then begins to cast Fire Blossom and Frost Blossom spells randomly throughout the room.","0","0","0","89","0","2015","0","1","0","5","0","-1"
"2015","Fire Blossom","Glubtok launches a Fire Blossom at a random location in the room that lands two seconds later. When the Fire Blossom lands, it knocks up and inflicts $88173s1 Fire damage to nearby enemies within $88173A1 yards.$[2,4

In Heroic Difficulty, wherever the spell lands, a Fire Blossom creature rises from the flames and begins to attack.$]","0","0","135817","89","2016","2018","2014","0","0","6","2","-1"
"2016","Frost Blossom","Glubtok launches a Frost Blossom at a random location in the room that lands two seconds later. When the Frost Blossom lands, it deals $88177s1 Frost damage, reduces the movement speed by $88177s2%, reduces the frequency of melee and ranged attacks by $88177s3%, and increases the casting time by $88177s3% of nearby enemies within $88177A1 yards for $88177d.$[2,4

In Heroic Difficulty, wherever the spell lands a Frost Blossom creature forms from the ice and begins to attack.$]","0","0","135785","89","2017","2019","2014","0","0","8","2","-1"
"2017","Fire Wall","After casting Arcane Power, Glubtok creates a single wall of fire that begins to slowly rotate around him. Players who do not avoid the Fire Wall take $91397s1 Fire damage every second.","0","0","135926","89","0","0","2014","2","8","10","2","-2"
"2018","Fire Blossom","This elemental has very low health.","4607","0","0","89","0","0","2015","2","8","7","1","-2"
"2019","Frost Blossom","This elemental has very low health.","30160","0","0","89","0","0","2016","2","8","9","1","-2"
"2020","Stage One: Bombs away!","Helix Gearbreaker leaps onto the back of the Lumbering Oaf, and begins to order the Oaf around while throwing out Sticky Bombs.","0","0","0","90","2026","2021","0","1","0","1","0","-1"
"2021","Sticky Bomb","Helix will periodically toss a Sticky Bomb onto the ground near a random player. After six seconds if the bomb detects a nearby player within one yard, the bomb explodes. A Sticky Bomb will also self destruct and explode if it is not triggered by a player after eighteen additional seconds. When a Sticky Bomb explodes, it knocks back and deals $88321s1 damage to enemy targets within $88321A1 yards.","0","0","136173","90","2022","0","2020","0","0","2","2","-1"
"2022","Oaf Smash","The Lumbering Oaf will periodically grab a player and run to the farthest side of the room from the entrance. The Oaf then quickly runs and smashes into a wooden log on the other side of the room, knocking back and dealing 100 Physical damage to the player.$[2,4

In Heroic Difficulty, the impact of Oaf Smash instead inflicts $88300s2% of the target player's health in Physical damage. $]","0","0","132318","90","2023","0","2020","0","0","3","2","-1"
"2023","Throw Helix","The Lumbering Oaf will take Helix from his back, and throw the goblin onto a random player's face for ten seconds. While Helix is attached, he punches the player with his normal melee attack.","0","0","370769","90","2024","0","2020","0","0","4","2","-1"
"2024","Chest Bomb","When Helix leaps back onto the Lumbering Oaf after being attached to player, he leaves a Chest Bomb strapped to the player. After ten seconds, the Chest Bomb explodes. This explosion knocks the targeted player up very high, while dealing $88250s1 Fire damage to nearby player allies within $88250A1 yards.","0","0","133712","90","2025","0","2020","2","8","5","2","14"
"2025","Helix' Crew","Four members of Helix' Crew appear above the players on an overhead log. Each crew member will periodically throw a Sticky Bomb onto the ground below near a random player.","36379","0","0","90","0","0","2020","2","8","6","1","14"
"2026","Stage Two: I didn't need him!","After the Lumbering Oaf dies, Helix Gearbreaker is thrown to the ground. Helix then uses his Sticky Bomb ability more frequently.","0","0","0","90","0","2027","0","1","0","7","0","-1"
"2027","Leap","Helix will leap and attach himself to a player's face for ten seconds. Helix then immediately picks a new player and leaps on them. While Helix is attached, he punches the player with his normal melee attack.","0","0","370769","90","2028","0","2026","0","0","8","2","-1"
"2028","Chest Bomb","When Helix leaps off from a player, he leaves a Chest Bomb strapped to that player. After ten seconds, the Chest Bomb explodes. This explosion knocks the targeted player up very high, while dealing $88250s1 Fire damage to nearby player allies within $88250A1 yards.","0","0","133712","90","2029","0","2026","2","8","9","2","14"
"2029","Helix' Crew","Four additional members of Helix' Crew appear above the players on an overhead log.","36380","0","0","90","0","0","2026","2","8","10","1","14"
"2031","Reaper Strike","The Foe Reaper 5000 does not have a normal melee attack. Instead, the Foe Reaper 5000 uses Reaper Strike, an attack dealing Physical damage to all targets within $88490A1 yards in a front facing 60 degree cone.","0","0","236303","91","2032","0","0","0","0","2","2","-1"
"2032","Overdrive","The Foe Reaper 5000 activates its overdrive engine, dealing $88484s1 Physical damage to nearby enemies every second for $88481d. After two seconds, the Foe Reaper 5000 also begins to wildly move around the room at double its normal movement speed.","0","0","132369","91","2033","0","0","0","0","3","2","-1"
"2033","Harvest","The Foe Reaper 5000 targets the location of a random player, and then moves there. As the Foe Reaper 5000 moves, it repeatedly deals $88501s1 Physical damage to all targets within $88501A1 yards in a front facing 60 degree cone. Once the Foe Reaper 5000 reaches the targeted location, it performs a Harvest Sweep attack. This attack knocks back and deals $88521s1 Physical damage to all nearby enemy targets within $88521A1 yards.","0","0","132338","91","2034","0","0","0","0","4","2","-1"
"2034","Safety Restrictions Off-line","When the Foe Reaper 5000 is damaged below 30% of its total health, it will disable its internal safety restrictions. This increases the Physical damage dealt by the Foe Reaper 5000 by $88522s1% for the remainder of the fight.","0","0","135829","91","2035","0","0","0","0","5","2","-1"
"2035","Molten Slag","Activation of the Foe Reaper 5000 causes an overload in the slag pit, resulting in Molten Slags periodically being spawned.","36419","0","0","91","2038","2036","0","2","8","6","1","-2"
"2036","Fixate","A Molten Slag will periodically fixate on a random enemy target, moving to attack only that target for $91830d.","0","0","136088","91","2037","0","2035","2","0","7","2","-2"
"2037","Molten Shield","A Molten Slag only takes 50% damage from magical sources, and will deal $91819s1 Fire damage to all nearby targets within $91819A1 yards every $91815t2 sec.","0","0","135818","91","0","0","2035","2","0","8","2","-2"
"2038","Prototype Reaper","A single Prototype Reaper was left unattended in the Defias workers' mad dash to flee the Goblin Foundry. One player may board the Prototype Reaper and use it in the fight against the Foe Reaper 5000. The abilities of the Prototype Reaper are powered by steam.","36412","0","0","91","0","2039","0","2","8","9","1","-2"
"2039","Obsidian Alloy","The Prototype Reaper is immune to Fire damage.","0","0","132360","91","2040","0","2038","2","0","10","2","-2"
"2040","Reaper Strike","The Prototype Reaper deals $91723s1 Physical damage to all targets within $91723A1 yards in a front facing 60 degree cone. Reaper Strike also grants the Prototype Reaper $91723s2 steam power.","0","0","236303","91","2041","0","2038","2","0","11","2","-2"
"2041","Reaper Charge","The Prototype Reaper charges an enemy target, dealing $91726s2 Physical damage and stunning the target for $91726d. Reaper Charge costs $91726c steam power.","0","0","132337","91","2042","0","2038","2","0","12","2","-2"
"2042","Pressurized Strike","Steam pressure is released into a powerful attack on an enemy target, dealing $91727s2 Physical damage and knocking the target back. Pressurized Strike costs $91727c steam power.","0","0","135906","91","0","0","2038","2","0","13","2","-2"
"2044","Thirst for Blood","Whenever Admiral Ripsnarl lands a successful melee attack, he gains $88737s1% attack speed, $88737s3% movement speed, and grows by $88737s2% for $88737d. This effect may stack up to 20 times.","0","0","132334","92","2045","0","0","0","0","1","2","-1"
"2045","Swipe","Admiral Ripsnarl ferociously swipes his primary target and two other nearby targets in melee range for $88839s1% of the damage of his normal melee attack.","0","0","134296","92","2046","0","0","0","0","2","2","-1"
"2046","The Fog","When Admiral Ripsnarl reaches 75%, 50%, and 25% health, he retreats into the fog and becomes unattackable for a short time.","0","0","0","92","0","2047","0","1","0","3","0","-1"
"2047","Go For the Throat","When Admiral Ripsnarl reveals himself once more from the fog, he leaps at a random enemy dealing $88836s2% of a normal melee attack's damage and stunning the target for $88836d.$[2,4

In Heroic Difficulty, Admiral Ripsnarl will use Go For the Throat during the entire encounter.$]","0","0","132337","92","2048","0","2046","0","0","4","2","-1"
"2048","Summon Vapor","After the fog rolls in over the deck, Vapor creatures periodically form and attack a nearby player. Whenever Admiral Ripsnarl vanishes into the fog, additional Vapor creatures are created.$[2,4 

In Heroic Difficulty, When Admiral Ripsnarl is damaged below 10% health, three additional Vapor creatures form from the fog.$]","0","0","135861","92","2049","0","2046","0","0","5","2","-1"
"2049","Vapor","This creature attacks from the fog.","35786","0","0","92","0","2050","2046","0","0","6","1","-1"
"2050","Condensation","After a Vapor forms, condensation from the moisture in the fog begins to cause the Vapor to grow. If the Vapor is not destroyed within 8 seconds, the Vapor transforms into a Swirling Vapor with its health increased by $92017s2% and damage dealt increased by $92017s3%.

If Swirling Vapor is not destroyed in another 8 seconds, it transforms into a Condensed Vapor with its health increased by $92021s2% and damage dealt increased by $92021s3%.

If a Condensed Vapor is then not destroyed within 8 more seconds, it finally transforms into a Freezing Vapor with its health increased by $92038s2% and damage dealt increased by $92038s3%.","0","0","135833","92","2051","0","2049","2","32","7","2","-2"
"2051","Swirling Vapor","When a Vapor transforms into Swirling Vapor, it gains the ability to cast a spell of the same name. Swirling Vapor deals $92007s2 Frost damage and reduces the movement speed by $92007s1% of all targets within $92007A1 yards in a front facing 60 degree cone for $92007d.","0","0","135852","92","2052","0","2049","2","0","8","2","-2"
"2052","Condensing Vapor","When a Swirling Vapor transforms into Condensing Vapor, it gains the ability to cast a spell of the same name. Condensing Vapor deals $92008s2 Frost damage and reduces the movement speed by $92008s1% of all targets within $92008A1 yards in a front facing 60 degree cone for $92007d.","0","0","135852","92","2053","0","2049","2","0","9","2","-2"
"2053","Coalesce","When a Vapor fully transforms into a Freezing Vapor, it will then explode dealing $92042s2 Frost damage and knocking back all enemy targets within $92042A1 yards.","0","0","135863","92","0","0","2049","2","0","10","2","-2"
"2055","Throw Food","""Captain"" Cookie will rapidly throw food at the location of a random player, alternating between delicious and rotten food items.","0","0","350571","93","2056","0","0","0","0","1","2","-1"
"2056","Rotten Aura","Rotten food on the ground emanates $89735s1 Nature damage to nearby units within $89735A1 yards.","0","0","237334","93","2057","0","0","0","0","2","2","-1"
"2057","Nauseated","Players may right click on and eat the rotten food found on the deck. This removes the food and its corresponding Rotten Aura from the deck, but inflicts the Nauseated effect on the player dealing $89732s2 Nature damage every $89732t2 sec. for $89732d. The Nauseated effect stacks.","0","0","237555","93","2058","0","0","0","0","3","2","-1"
"2058","Satiated","Players may right click on and eat the delicious food found on the deck. This removes the food from the deck, but the clicking player gains the Satiated effect. Satiated increases the melee and ranged attack speed, as well as spell casting speed of the player by $89267s2% for $89267d. The Satiated effect stacks. 

Each time the Satiated effect is gained, a single stack of the Nauseated effect is removed.","0","0","237554","93","0","0","0","0","0","4","2","-1"
"2060","Deflection","Vanessa deflects all melee attacks, ranged attacks and spells for $92615d. She will only use this ability while her remaining health is greater than 25%.","0","0","132369","95","2061","0","0","2","0","1","2","14"
"2061","Deadly Blades","Vanessa begins to rapidly leap from enemy to enemy, appearing behind and inflicting the Backslash effect on a random enemy target every $92622t1 sec. for $92622d.","0","0","135639","95","2062","0","0","2","0","2","2","14"
"2062","Backslash","Vanessa slices into the back of an enemy target, inflicting $92619s2 Physical damage every $92619t2 seconds for $92619d.","0","0","132303","95","2063","0","0","2","0","3","2","14"
"2063","Fiery Blaze","After Vanessa has been wounded below 50% of her total health, she will leap to the top of the ship and detonate preplaced explosives around the ship. These explosives will create Fiery Blazes across the deck. Players within $93485A1 yards of a fire will be dealt $93485s1 Fire damage every second. 

Players may avoid the worst of the fires on the deck by using a nearby rope on the side of the deck.","0","0","135826","95","2064","0","0","2","16","4","2","14"
"2064","Vengeance of VanCleef","After Vanessa detonates the first set of explosives at 50% health, she will repeatedly cast Vengeance of VanCleef until re-engaged in combat.  Each application of this effect increases her Physical damage by $95542s1%, melee attack speed by $95542s2%, and size by $95542s3%. The effect may stack up to 40 times.

Once Vanessa has detonated the second set of explosives at 25% health, she will use this ability repeatedly until killed.","0","0","236409","95","2065","0","0","2","0","5","2","14"
"2065","Powder Explosion","When Vanessa has only 1% of her total health remaining, she will pull out a final keg of black powder and light it. The explosion kills her, and also deals $96283s2 Fire damage to any enemy target within $96283A2 yards.","0","0","236216","95","2066","0","0","2","16","6","2","14"
"2066","Defias Enforcer","While Vanessa VanCleef's remaining health is above 50%, she will periodically call on a Defias Enforcer to aid her from the nearby cabin.","36166","0","0","95","2070","2067","0","2","0","7","1","14"
"2067","Charge","The Enforcer charges out into battle to join the fray.","0","0","132337","95","2068","0","2066","2","0","8","2","14"
"2068","Bloodbath","The Enforcer begins to rapidly attack its current enemy target with a series of six quick attacks over $90925d., each dealing $90923s1% of normal melee damage.","0","0","136124","95","2069","0","2066","2","0","9","2","14"
"2069","Recklessness","The Enforcer becomes immune to fear effects and his or her chance to deal a critical is increased by $90929s1% for $90929d., but the Enforcer's armor is also reduced by $90929s2%.

The Enforcer can use this ability if his or her remaining health is below 20%.","0","0","132109","95","0","0","2066","2","0","10","2","14"
"2070","Defias Shadowguard","Shortly after calling a Defias Enforcer, Vanessa will then call on a Defias Shadowguard to join the fight if her remaining health is still above 50%.","184","0","0","95","2075","2071","0","2","0","11","1","14"
"2071","Sinister Strike","The Shadowguard inflicts $90951s1% of normal melee damage to the current enemy target.","0","0","136189","95","2072","0","2070","2","0","12","2","14"
"2072","Shadowstep","The Shadowguard will periodically step through shadows and reappear behind the enemy target.","0","0","132303","95","2073","0","2070","2","0","13","2","14"
"2073","Whirling Blades","The Shadowguard surrounds the enemy target with a set of whirling blades for $90960d. The blades deal $90962s1 Physical damage to all nearby units within $90962A1 yards every second.","0","0","236273","95","2074","0","2070","2","0","14","2","14"
"2074","Evasion","The Shadowguard increases his chance to dodge by $90958s1% for $90958d. 

The Shadowguard may use Evasion if his remaining health is below 30%.","0","0","136205","95","0","0","2070","2","0","15","2","14"
"2075","Defias Blood Wizard","Shortly after calling a Defias Shadowguard, Vanessa will then call on a Defias Blood Wizard to join the fight if her remaining health is still above 50%.","2448","0","0","95","3585","2076","0","2","0","16","1","14"
"2076","Bloodbolt","Inflicts $90938s1 Physical damage and reduces the current enemy target's movement speed by $90938s2% for $90938d.","0","0","136168","95","2077","0","2075","2","0","17","2","14"
"2077","Ragezone","The Blood Wizard creates an unstable field of magic at the location of a random enemy target that lasts $90932d. The field has a radius of $90932A1 yards, and all units located within have their damage dealt increased by $90932s2%.","0","0","136088","95","0","0","2075","2","0","18","2","14"
"2107","Asphyxiate","Baron Ashbury throws every player into the air, stunning them and dealing enough Shadow damage over $93423d. to bring the player's health to one.","0","0","237532","96","2108","0","0","0","0","1","2","-1"
"2108","Stay of Execution","After Baron Ashbury finishes casting Asphyxiate, he immediately casts Stay of Execution. This spell heals all players to 50% of their maximum health.$[2,4

In Heroic Difficulty, instead of healing players at the end of the cast, Baron Ashbury channels Stay of Execution until interrupted. Players are healed every second for $93706s1% of their maximum health, but Baron Ashbury is also healed for $93706s2% of his maximum health.$]","0","0","135917","96","2109","0","0","0","96","2","2","-1"
"2109","Pain and Suffering","Baron Ashbury channels on a random player, initially dealing $93581s1 Shadow damage every $93581t1 second for $93581d. The damage dealt increases as the spell continues to channel.","0","0","136207","96","3457","0","0","0","128","3","2","-1"
"2110","Calamity","At 25% health, Baron Ashbury takes the form of a Dark Archangel and unleashes his true power. Baron Ashbury inflicts $93810s1 Shadow damage and increases the Shadow damage enemies take by $93810s2% every $93812t1 second until either Baron Ashbury or his enemies die. This effect stacks.","0","0","237514","96","0","0","0","2","8","5","2","14"
"2118","Veil of Shadow","Baron Silverlaine curses his current enemy target, reducing magical healing effects done to the target by $23224s1% for $23224d.","0","0","136160","97","2119","0","0","0","256","1","2","-1"
"2119","Cursed Veil","Baron Silverlaine inflicts $93956s2 Shadow damage and reduces magical healing done by $93956s1% for all enemy targets within $93956A1 yards for $93956d.","0","0","136160","97","2120","0","0","2","136","2","2","14"
"2120","Summon Worgen Spirit","Baron Silverlaine summons one of four random Worgen Spirits from the past at 70% and 35% health: Odo the Blindwatcher, Razorclaw the Butcher, Rethilgore, or Wolf Master Nandos.$[2,4

In Heroic Difficulty, Baron Silverlaine summons a Worgen Spirit at 90%, 60%, and 30% health.$]","0","0","366940","97","0","2121","0","1","32","3","2","-1"
"2121","Odo the Blindwatcher","","522","0","0","97","2125","2122","2120","0","0","4","1","-1"
"2122","Howling Rage","Odo the Blindwatcher increases his Physical damage dealt by $93931s1% and size by $93931s2% for $93931d. This effect stacks up to 5 times.","0","0","136088","97","2123","0","2121","0","0","5","2","-1"
"2123","Blinding Shadows","Odo the Blindwatcher inflicts $93952s1 Shadow damage every second for $93952d","0","0","132291","97","0","0","2121","0","0","6","2","-1"
"2125","Razorclaw the Butcher","","36849","0","0","97","2128","2126","2120","0","0","7","1","-1"
"2126","Spectral Rush","Razorclaw leaps at the furthest away enemy target, stunning and inflicting $93928s1 Physical damage every $93930t2 second for $93930d.","0","0","132103","97","2127","0","2125","0","0","8","2","-1"
"2127","Butcher Drain","Whenever Razorclaw inflicts damage with a melee attack, an additional $7485s1 health is drained from the target.","0","0","136208","97","0","0","2125","0","0","9","2","-1"
"2128","Rethilgore","","36851","0","0","97","2130","2129","2120","0","0","10","1","-1"
"2129","Soul Drain","Rethilgore channels on a random enemy target, immobilizing and draining $93863s1 health every $93863t1 seconds for $93863d. Rethilgore heals for twice the amount of health drained.","0","0","136169","97","0","0","2128","0","0","11","2","-1"
"2130","Wolf Master Nandos","","36850","0","0","97","0","2131","2120","0","0","12","1","-1"
"2131","Claw","Nandos rakes his current target, dealing $93861s1% of his normal melee attack in Physical damage.","0","0","132140","97","2132","0","2130","0","0","13","2","-1"
"2132","Summon Lupine Spirit","When Wolf Master Nandos enters combat, he summons three Lupine Spectres to fight at his side for $94199d.","0","0","366940","97","0","2133","2130","0","0","14","2","-1"
"2133","Lupine Spectre","This creature has low health.","2446","0","0","97","0","0","2132","0","0","15","1","-1"
"2137","Malefic Strike","Commander Springvale slashes at his main target, instantly dealing $93685s1% of his normal Physical melee damage and generating a charge of Unholy Power he can then use for other abilities.","0","0","237530","98","2138","0","0","0","0","1","2","-1"
"2138","Shield of the Perfidious","When Commander Springvale has three charges of Unholy Power, he consumes the charges and unleashes the power from his shield. Shield of the Perfidious deals $93722s1 Shadow damage every $93693t1 seconds in a narrow 25 degree cone in front of Springvale for $93693d. $[2,4

In Heroic Difficulty, the cone expands to 150 degrees.$]","0","0","132390","98","2139","0","0","0","0","2","2","-1"
"2139","Desecration","Commander Springvale desecrates the ground in a $93691A1 yard radius under a random player. All players standing in this defiled ground have their movement speed decreased by $93691s1% and take $93691s2 Shadow damage every $93690t1 seconds.","0","0","136199","98","2140","0","0","0","0","3","2","-1"
"2140","Word of Shame","When Commander Springvale has three charges of Unholy Power, he can consume the charges and cast this spell on a random enemy player. Word of Shame deals $93852s1% of a player's maximum health as Shadow damage every $93852t1 seconds. The effect lasts until either the targeted player or Commander Springvale dies.","0","0","237555","98","2142","0","0","2","8","4","2","-14"
"2142","Wailing Guardsman","Commander Springvale starts with a Wailing Guardsman and Tormented Officer next to him, and periodically two more will enter the fray.","37289","0","0","98","2146","2143","0","2","8","5","1","-14"
"2143","Unholy Empowerment","A Wailing Guardsman attempts to empower Commander Springvale. If the spell is successfully cast, Commander Springvale is healed for $93844s2% of his maximum health and gains one charge of Unholy Power.","0","0","136194","98","2144","0","2142","2","64","6","2","-14"
"2144","Screams of the Past","The Wailing Guardman emits a terrible scream, interrupting nearby enemy spellcasting within $7074A1 yards. Interrupted enemies cannot cast spells of the same spell school for $7074d.","0","0","136164","98","2145","0","2142","2","0","7","2","-14"
"2145","Mortal Strike","The Wailing Guardsman instantly attacks his enemy, inflicting $91801s1% of their normal weapon damage and leaving the enemy wounded. This mortal wound reduces the effectiveness of any healing on the target by $91801s2%.","0","0","132355","98","0","0","2142","2","0","8","2","-14"
"2146","Tormented Officer","Commander Springvale starts with a Wailing Guardsman and Tormented Officer next to him, and periodically two more will enter the fray.","37294","0","0","98","0","2147","0","2","8","9","1","-14"
"2147","Unholy Empowerment","A Tormented Officer attempts to empower Commander Springvale. If the spell is successfully cast, Commander Springvale is healed for $93844s2% of his maximum health and gains one charge of Unholy Power.","0","0","136194","98","2148","0","2146","2","64","10","2","-14"
"2148","Shield Wall","When a Tormented Officer is below 20% health, he will raise his shield defensively. This reduces all damage taken by $91463s1% for $91463d.","0","0","132362","98","2149","0","2146","2","0","11","2","-14"
"2149","Forsaken Ability","The Tormented Officer curses an enemy target for $7054d. While the curse is on the enemy, every $7054t1 seconds an additional random curse is applied. The additional curses lasts $7039d., and will reduce by $7039s1% one of the following: armor, damage dealt, healing dealt, maximum health, or movement speed.","0","0","136121","98","0","0","2146","2","320","12","2","-14"
"2156","Ice Shards","Lord Walden releases Ice Shards all over his laboratory for $93527d. Each Ice Shard arcs through the air then lands, dealing $93535s1 Frost damage to all enemy targets within $93535A1 yards.","0","0","237236","99","2157","0","0","0","0","1","2","-1"
"2157","Conjure Poisonous Mixture","Lord Walden conjures a bottle of poisonous mixture then throws it at the location of a random player. When the bottle lands on the ground it erupts. 

The poison immediately inflicts $93697s1 Nature damage to players within $93697A1 yards, and continues to inflict $93697s2 Nature damage every $93697t2 seconds while decreasing the movement speed of players by $93697s3% for $93697d.","0","0","136242","99","2392","0","0","2","0","2","2","1"
"2158","Conjure Frost Mixture","Lord Walden summons a frosty mixture and breaks it on the ground. The chemicals immediately deal $93505s1 Frost damage to all nearby enemies within $93505A1 yards.","0","0","135851","99","2159","0","0","0","0","4","2","-1"
"2159","Conjure Mystery Toxin","Lord Walden summons a cauldron of Mystery Toxin for 10 seconds. The concoction inside is usually a Toxic Coagulant, but when Lord Walden reaches 35% health he summons a cauldron of Toxic Catalyst instead.","0","0","134400","99","2160","0","0","2","8","5","2","2"
"2160","Toxic Coagulent","Every $93572t1 seconds the Toxic Coagulent toxin is applied to nearby enemy players from Lord Walden's cauldron. The Toxic Coagulent inflicts $93617s2 damage every second, and decreases the movement speed of the affected player by $93617s3% for $93617d. 

This effect can stack up to 3 times, and if it does then the toxin fully coagulates and the player is stunned for $93660d. However, whenever a player moves or jumps the toxin becomes unable to coagulate and a stack is removed.","0","0","348567","99","2161","0","0","2","8","6","2","2"
"2161","Toxic Catalyst","The Toxic Catalyst pours out of Lord Walden's cauldron, inflicting $93689s1 Fire damage every $93689t1 seconds but increasing the target's critical chance by $93689s2% for $93689d.","0","0","132847","99","0","0","0","2","8","7","2","2"
"2163","Mortal Wound","Lord Godfrey slices his current target with the blades attached to his pistols, inflicting $93675s1 Physical damage every second and reducing the effectiveness of healing dealt to the target by $93675s2% for $93675d. This effect stacks up to 10 times.","0","0","132109","100","2165","0","0","0","0","3","2","-1"
"2164","Cursed Bullets","Lord Godfrey picks a random player and shoots them with cursed bullets. This attack immediately deals $93629s1 Shadow damage to the target, and continues to deal severe and increasing Shadow damage every $93629t2 seconds for $93629d.","0","0","136181","100","2167","0","0","0","320","1","2","-1"
"2165","Summon Bloodthirsty Ghouls","Lord Godfrey fires a volley of six necromantic bullets into the air around him, and where each bullet lands nearby a Bloodthirsty Ghoul rises out of the floor.","0","0","237524","100","0","2166","0","0","0","4","2","-1"
"2166","Bloodthirsty Ghoul","These ghouls have very low health.","36837","0","0","100","0","0","2165","0","0","5","1","-1"
"2167","Pistol Barrage","Lord Godfrey points at a random player and unleashes a barrage of bullets in a 60 degree cone towards that direction from his pair of pistols for $93520d. The Pistol Barrage deals $93564s1 Shadow damage every second to any unit within the cone of bullets.","0","0","377283","100","2163","0","0","2","8","2","2","2"
"2179","Summon Geyser","Lady Naz'jar summons a Geyser at the location of a random player. After 5 seconds the Geyser erupts, dealing $75700s2 Frost damage and knocking back all units within $75700A1 yards of the Geyser.","0","0","135836","101","2180","0","0","0","0","1","2","-1"
