Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9
"47","Money(OBSOLETE)","","0","10","0","-1","-1","1","0","0"
"48","Head","","0","8","0","-1","-1","1","0","0"
"49","Quest","","0","12","0","-1","-1","1","0","0"
"50","Reagent","","0","5","0","-1","-1","1","0","0"
"51","Permanent","","0","14","0","-1","-1","1","0","0"
"52","Junk","","0","15","0","-1","-1","1","0","0"
"53","Key","","0","13","0","-1","-1","1","0","0"
"54","Lockpick","","0","13","1","-1","-1","1","0","0"
"55","Crossbow","Crossbows","160","2","18","-1","-1","0","1","0"
"56","Wand","Wands","256","2","19","-1","-1","0","1","0"
"57","Fishing Pole","Fishing Poles","0","2","20","-1","-1","0","8","0"
"77","Devices (OBSOLETE)","","0","7","3","-1","-1","3","0","0"
"99","Engineering","","0","9","3","-1","-1","1","0","0"
"100","Blacksmithing","","0","9","4","-1","-1","1","0","0"
"101","Cooking","","0","9","5","-1","-1","1","0","10"
"102","Alchemy","","0","9","6","-1","-1","1","0","0"
"103","First Aid","","0","9","7","-1","-1","1","0","11"
"104","Enchanting","","0","9","8","-1","-1","1","0","0"
"105","Fishing","","0","9","9","-1","-1","1","0","12"
"106","Jewelcrafting","","0","9","10","-1","-1","1","0","0"
"107","Soul Bag","","0","1","1","-1","-1","6","0","0"
"109","Herb Bag","","0","1","2","-1","-1","0","0","0"
"110","Enchanting Bag","","0","1","3","-1","-1","0","0","0"
"111","Engineering Bag","","0","1","4","-1","-1","0","0","0"
"112","Libram","Librams","0","4","7","-1","-1","2","0","0"
"113","Idol","Idols","0","4","8","-1","-1","2","0","0"
"114","Totem","Totems","0","4","9","-1","-1","2","0","0"
"115","Jewelcrafting","","0","7","4","-1","-1","1","0","1"
"116","Gem Bag","","0","1","5","-1","-1","0","0","0"
"118","Mining Bag","","0","1","6","-1","-1","0","0","0"
"119","Agility","","0","3","1","-1","-1","1","0","2"
"120","Strength","","0","3","2","-1","-1","1","0","3"
"121","Stamina","","0","3","3","-1","-1","1","0","4"
"122","Spirit","","0","3","4","-1","-1","3","0","5"
"123","Critical Strike","","0","3","5","-1","-1","1","0","6"
"124","Mastery","","0","3","6","-1","-1","1","0","7"
"125","Haste","","0","3","7","-1","-1","1","0","8"
"126","Versatility","","0","3","8","-1","-1","1","0","9"
"131","Flask","","0","0","3","-1","-1","1","0","0"
"132","Scroll (OBSOLETE)","","0","0","4","-1","-1","3","0","0"
"133","Food & Drink","","0","0","5","-1","-1","1","0","0"
"134","Item Enhancement (OBSOLETE)","","0","0","6","-1","-1","3","0","0"
"135","Bandage","","0","0","7","-1","-1","1","0","0"
"136","Other","","0","0","8","-1","-1","1","0","10"
"137","Cloth","","0","7","5","-1","-1","1","0","0"
"138","Leather","","0","7","6","-1","-1","1","0","0"
"139","Metal & Stone","","0","7","7","-1","-1","1","0","0"
"140","Cooking","","0","7","8","-1","-1","1","0","0"
"141","Herb","","0","7","9","-1","-1","1","0","0"
"142","Elemental","","0","7","10","-1","-1","1","0","20"
"143","Other","","0","7","11","-1","-1","1","0","30"
"144","Reagent","","0","15","1","-1","-1","1","0","0"
"145","Companion Pets","","0","15","2","-1","-1","1","0","0"
"146","Holiday","","0","15","3","-1","-1","1","0","0"
"147","Other","","0","15","4","-1","-1","1","0","30"
"148","Enchanting","","0","7","12","-1","-1","1","0","0"
"149","Leatherworking Bag","","0","1","7","-1","-1","0","0","0"
"150","Materials (OBSOLETE)","","0","7","13","-1","-1","3","0","0"
"152","Mount","Mount","0","15","5","-1","-1","0","0","0"
"153","Warrior","Warrior","0","16","1","-1","-1","0","0","0"
"154","Paladin","Paladin","0","16","2","-1","-1","0","0","0"
"155","Hunter","Hunter","0","16","3","-1","-1","0","0","0"
"156","Rogue","Rogue","0","16","4","-1","-1","0","0","0"
"157","Priest","Priest","0","16","5","-1","-1","0","0","0"
"158","Shaman","Shaman","0","16","7","-1","-1","0","0","0"
"159","Mage","Mage","0","16","8","-1","-1","0","0","0"
"160","Warlock","Warlock","0","16","9","-1","-1","0","0","0"
"161","Druid","Druid","0","16","11","-1","-1","0","0","0"
"162","Death Knight","Death Knight","0","16","6","-1","-1","0","0","0"
"163","Item Enchantment (OBSOLETE)","","0","7","14","-1","-1","3","0","0"
"164","Weapon Enchantment - Obsolete","Weapon Enchantment - Obsolete","0","7","15","-1","-1","3","0","0"
"165","Sigil","Sigils","0","4","10","-1","-1","2","0","0"
"167","Inscription Bag","","0","1","8","-1","-1","0","0","0"
"168","Inscription","Inscription","0","9","11","-1","-1","1","0","0"
"169","Other","","0","3","9","-1","-1","1","0","10"
"170","Multiple Stats","","0","3","10","-1","-1","0","0","11"
"171","Tackle Box","","0","1","9","-1","-1","0","0","0"
"173","Relic","","0","4","11","-1","-1","2","0","0"
"177","Monk","Monk","0","16","10","-1","-1","0","0","0"
"178","BattlePet","BattlePet","0","17","0","-1","-1","0","0","0"
"179","Cooking Bag","Cooking Bag","0","1","10","-1","-1","0","0","0"
"180","WoW Token","","0","18","0","-1","-1","0","0","0"
"181","Keystone","","0","5","1","-1","-1","1","0","0"
"183","Demon Hunter","Demon Hunter","0","16","12","-1","-1","0","0","0"
"184","Vantus Rune","Vantus Runes","0","0","9","-1","-1","1","0","0"
"185","Inscription","","0","7","16","-1","-1","1","0","0"
"186","Explosives and Devices (OBSOLETE)","","0","7","17","-1","-1","3","0","11"
"187","Artifact Relic","","0","3","11","-1","-1","1","0","0"
"188","Neck","","0","8","1","-1","-1","1","0","0"
"189","Shoulder","","0","8","2","-1","-1","1","0","0"
"190","Cloak","","0","8","3","-1","-1","1","0","0"
"191","Chest","","0","8","4","-1","-1","1","0","0"
"192","Wrist","","0","8","5","-1","-1","1","0","0"
"193","Hands","","0","8","6","-1","-1","1","0","0"
"194","Waist","","0","8","7","-1","-1","1","0","0"
"195","Legs","","0","8","8","-1","-1","1","0","0"
"196","Feet","","0","8","9","-1","-1","1","0","0"
"197","Finger","","0","8","10","-1","-1","1","0","0"
"198","Weapon","","0","8","11","-1","-1","1","0","0"
"199","Two-Handed Weapon","","0","8","12","-1","-1","1","0","0"
"200","Shield/Off-hand","","0","8","13","-1","-1","1","0","0"
"201","Misc","","0","8","14","-1","-1","1","0","0"
