Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown5_0,Unknown5_1,Unknown5_2,Unknown6_0,Unknown6_1,Unknown6_2,Unknown7_0,Unknown7_1,Unknown7_2,Unknown8_0,Unknown8_1,Unknown8_2
"487","1121467","0","0","0","1147506","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"488","1101646","0","0","0","1260193","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"494","1121467","0","0","0","1255207","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"495","0","90","0","0","1147506","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"499","1121467","0","0","0","1147495","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"500","1089052","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"501","0","90","0","0","1089595","930327","930327","0","1","2","0","0","0","1","0.5","1","1","1","0.5"
"502","0","90","0","0","1260198","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"504","1101646","0","0","0","1268982","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"505","1101646","0","0","0","1147501","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"506","0","90","0","0","1260199","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"507","1121467","0","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"508","1121467","0","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"509","1089052","0","0","0","1147494","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"510","1121467","0","0","0","984065","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"512","1121467","0","0","0","959109","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"514","0","0","0","0","1305037","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"515","1121467","0","0","0","1260193","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"520","1121467","0","0","0","1147499","0","0","0","0","0","0","0","0","2","1","1","2","1","1"
"525","1121467","0","0","0","1147502","0","0","0","0","0","0","0","0","2","1","1","2","1","1"
"528","0","0","0","0","1280594","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"529","1121467","0","0","0","959109","0","0","0","0","0","0","0","0","2","1","1","2","1","1"
"530","1121467","0","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"531","0","90","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"532","0","90","0","0","1237598","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"535","0","90","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"536","0","90","0","0","1260195","1273162","987764","0","1","0","0","0","0","1","1","1","1","1","1"
"537","0","90","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"543","1101646","0","0","0","1260198","0","0","0","0","0","0","0","0","2.27","1","1","2.21","1","1"
"545","0","90","0","0","1147496","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"549","0","90","0","0","1334004","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"552","0","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"553","0","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"554","0","90","0","0","1339291","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"557","0","90","0","0","1342609","961904","1109876","0","1","1","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"559","971054","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"562","971054","90","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"564","1121467","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"566","0","90","0","0","1342609","1353417","1353417","0","1.25","1.25","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"568","0","0","0","0","1360461","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"569","1003306","90","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"572","1003306","90","0","0","1147496","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"573","1003306","90","0","0","1260193","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"579","0","90","0","0","1376516","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"580","0","0","0","0","1376517","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"581","0","90","0","0","1278112","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"589","0","90","0","0","1255207","998940","998940","0","1.25","1.25","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"590","0","90","0","0","1255207","1034858","1034858","0","1.25","1.25","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"592","1003306","90","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"593","1121467","0","0","0","1260197","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"599","0","0","0","0","1389444","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"600","0","90","0","0","1342609","1029569","1365189","0","1.25","1.25","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"602","1089052","0","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"608","0","90","0","0","1387203","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"609","1089052","0","0","0","1147501","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"611","1089052","0","0","0","1260194","0","0","0","0","0","0","0","0","3","1","1","3","1","1"
"613","1121467","0","0","0","1147507","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"614","0","90","0","0","1147499","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"616","0","90","0","0","1342609","975867","1355387","0","-1","-3","0","0","0","1","0.5","0.5","1","0.2","1"
"617","0","90","0","0","1342609","930327","984911","0","1","1","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"618","1101646","0","0","0","1405605","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"619","1101646","0","0","0","1405606","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"622","1121467","0","0","0","1254360","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"625","1101646","0","0","0","1411458","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"627","0","90","0","0","1411459","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"628","0","90","0","0","1121467","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"629","1121467","0","0","0","1147498","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"632","0","90","0","0","1260193","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"685","971054","90","0","0","1147509","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"686","971054","90","0","0","1147496","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"687","959109","90","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"689","1121467","0","0","0","1121467","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"690","1003306","90","0","0","1237598","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"703","1121467","0","0","0","1147501","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"709","1121467","0","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"710","0","90","0","0","1147492","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"713","0","90","0","0","1376517","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"714","971054","90","0","0","1147491","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"715","971054","90","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"719","1121467","0","0","0","1277880","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"725","0","0","0","0","1455920","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"729","1101646","0","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"732","0","90","0","0","1342609","968770","985347","0","1","1","0","0.5","1.25","1","0.5","0.7","1","0.5","0.7"
"733","0","0","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"738","1003306","90","0","0","1260197","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"742","1003306","90","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"744","1003306","90","0","0","1147494","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"746","1003306","90","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"750","1003306","90","0","0","1339290","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"752","1003306","90","0","0","1339292","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"753","1121467","0","0","0","1455920","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"7","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"8","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"15","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"17","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"19","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"20","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"29","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"38","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"737","1003306","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"621","1003306","90","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"735","1003306","90","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"6","1003307","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"10","1003307","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"14","1003307","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"30","1003307","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"13","950915","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"18","950915","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"31","1101646","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"449","1101646","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"456","1101646","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"503","1101646","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"722","1101646","0","0","0","1147504","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"555","1003306","90","0","0","984065","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"482","1089052","0","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"556","1089052","0","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"558","1089052","0","0","0","1147497","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"576","959109","90","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"739","959109","90","0","0","1245031","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"77","0","0","0","0","1147502","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"67","0","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"624","0","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"736","0","0","0","0","1147505","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"583","0","0","0","0","1147501","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"726","0","0","0","0","1147501","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"65","0","0","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"626","0","0","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"724","0","0","0","0","1147500","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"72","0","0","0","0","1127354","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"585","0","0","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"317","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"319","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"320","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"321","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"322","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"323","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"324","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"325","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"326","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"327","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"328","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"329","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"330","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"331","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"332","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"333","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"334","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"335","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"336","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"337","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"338","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"339","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"340","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"341","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"342","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"343","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"344","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"345","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"346","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"347","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"348","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"349","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"350","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"351","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"352","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"353","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"354","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"355","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"356","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"357","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"358","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"359","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"360","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"361","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"362","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"363","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"364","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"365","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"366","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"367","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"368","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"369","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"370","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"371","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"372","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"373","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"374","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"375","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"376","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"377","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"378","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"379","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"380","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"381","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"382","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"383","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"384","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"385","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"386","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"387","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"388","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"389","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"390","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"391","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"392","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"393","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"394","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"395","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"396","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"397","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"398","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"399","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"400","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"401","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"402","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"403","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"404","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"405","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"406","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"407","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"408","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"409","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"410","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"411","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"412","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"413","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"414","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"415","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"416","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"417","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"418","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"419","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"420","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"421","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"422","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"423","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"424","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"425","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"426","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"427","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"428","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"429","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"430","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"431","0","90","0","0","1089595","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
