Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown1
"95","7.156688","11.51017","11.92768","14.53694","14.16419","14.16419","14.16419","95"
"96","7.26754","11.68877","12.11271","14.31503","14.31503","14.31503","14.31503","96"
"97","7.487793","12.04288","12.47966","14.31483","14.31483","14.31483","14.31483","97"
"98","7.597195","12.21879","12.66199","14.5241","14.89644","14.89644","14.89644","98"
"99","7.708047","12.39719","12.84681","14.31503","14.68198","14.68198","14.68198","99"
"100","7.744307","12.45562","12.90732","14.75119","14.75119","14.75119","14.75119","100"
"101","7.780567","12.51384","12.96761","14.82019","15.19066","15.19066","15.19066","101"
"102","7.816827","12.57207","13.02811","14.88918","15.26152","15.26152","15.26152","102"
"103","7.853294","12.6307","13.08882","14.9586","15.70659","15.70659","15.70659","103"
"104","7.889761","12.68934","13.14953","15.40366","15.77952","15.77952","15.77952","104"
"105","7.928301","12.7513","13.21377","15.04894","15.78305","15.78305","15.78305","105"
"106","7.964561","12.80973","13.27427","15.11793","15.85536","15.85536","15.85536","106"
"107","8.001028","12.86816","13.33498","15.18714","16.29835","16.29835","16.29835","107"
"108","8.037703","12.92721","13.3961","15.25676","16.37294","16.37294","16.37294","108"
"109","8.074377","12.98647","13.45743","15.32658","16.44795","16.44795","16.44795","109"
"110","8.111465","13.04573","13.51897","15.39662","16.89882","16.89882","16.89882","110"
"111","8.148555","13.10561","13.58092","15.04914","16.51736","16.51736","16.51736","111"
"112","8.17031","13.14062","13.61718","15.08934","16.92948","16.92948","16.92948","112"
"113","8.192066","13.17564","13.65344","15.49856","16.97465","16.97465","16.97465","113"
"114","8.214029","13.21087","13.68991","15.54","17.38988","17.38988","17.38988","114"
"115","8.235992","13.24609","13.72659","15.95254","17.4365","17.4365","17.4365","115"
"116","8.257956","13.28152","13.76326","15.99522","17.48312","17.48312","17.48312","116"
"117","8.27992","13.31695","13.79993","16.03769","17.52974","17.52974","17.52974","117"
"118","8.30209","13.35259","13.83682","16.08059","17.57657","17.57657","17.57657","118"
"119","8.32426","13.38802","13.8737","16.12348","17.6234","17.6234","17.6234","119"
"120","8.346431","13.42387","13.91079","16.16657","17.67043","17.67043","17.67043","120"
"121","8.368808","13.45971","13.94788","15.78305","17.25126","17.25126","17.25126","121"
"122","8.380826","13.47919","13.96797","15.80584","17.27613","17.27613","17.27613","122"
"123","8.39305","13.49867","13.98828","15.82884","17.3012","17.3012","17.3012","123"
"124","8.405068","13.51814","14.00838","15.85163","17.32606","17.32606","17.32606","124"
"125","8.417293","13.53762","14.02868","15.87463","17.35134","17.35134","17.35134","125"
"126","8.429311","13.5573","14.04899","15.89763","17.37641","17.37641","17.37641","126"
"127","8.441535","13.57678","14.06929","15.92042","17.40149","17.40149","17.40149","127"
"128","8.45376","13.59646","14.0896","15.94342","17.42656","17.42656","17.42656","128"
"129","8.465984","13.61615","14.10991","15.96642","17.45163","17.45163","17.45163","129"
"130","8.478209","13.63562","14.13021","15.98942","17.47691","17.47691","17.47691","130"
"131","8.490435","13.65552","14.15072","16.01262","17.50218","17.50218","17.50218","131"
"132","8.502659","13.67499","14.17103","16.03562","17.52726","17.52726","17.52726","132"
"133","8.514884","13.69488","14.19154","16.05883","17.55274","17.55274","17.55274","133"
"134","8.527316","13.71457","14.21206","16.08204","17.57802","17.57802","17.57802","134"
"135","8.539541","13.73446","14.23257","16.10524","17.6035","17.6035","17.6035","135"
"136","8.551765","13.75414","14.25308","16.12845","17.62878","17.62878","17.62878","136"
"137","8.564198","13.77424","14.2738","16.15186","17.65448","17.65448","17.65448","137"
"138","8.57663","13.79393","14.29431","16.55134","17.67975","17.67975","17.67975","138"
"139","8.589062","13.81402","14.31503","16.1502","17.25147","17.25147","17.25147","139"
"140","8.643556","13.90167","14.40579","16.25277","17.36087","17.36087","17.36087","140"
"141","8.698463","13.98994","14.49737","16.35595","17.4711","17.4711","17.4711","141"
"142","8.753578","14.07883","14.58937","16.45976","17.58196","17.58196","17.58196","142"
"143","8.809108","14.16813","14.68198","16.1502","17.25126","17.25126","17.25126","143"
"144","8.882042","14.2852","14.8034","16.28385","17.39403","17.39403","17.39403","144"
"145","8.930942","14.36393","14.88483","16.37336","17.48975","17.48975","17.48975","145"
"146","9.029569","14.52244","15.04914","16.1502","17.25147","17.25147","17.25147","146"
"147","9.13897","14.69835","15.23148","16.34601","17.46054","17.46054","17.46054","147"
"148","9.249616","14.87655","15.41609","16.1502","17.25126","17.25126","17.25126","148"
"149","9.359224","15.05267","15.59864","16.34145","17.45556","17.45556","17.45556","149"
"150","9.469869","15.23086","15.78325","16.1502","17.25147","17.25147","17.25147","150"
"151","9.57927","15.40677","15.96559","16.33689","17.4508","17.4508","17.4508","151"
"152","9.690123","15.58496","16.1502","16.1502","17.25126","17.25126","17.25126","152"
"153","9.799731","15.76108","16.33275","16.33275","17.44645","17.44645","17.44645","153"
"154","9.910376","15.93927","16.51736","16.15041","17.25147","17.25147","17.25147","154"
"155","9.937726","15.98299","16.56274","16.19475","17.29892","17.29892","17.29892","155"
"156","9.965076","16.02713","16.60832","16.2393","17.34637","17.34637","17.34637","156"
"157","9.992427","16.07105","16.65391","16.28385","17.39403","17.39403","17.39403","157"
"158","10.01978","16.11519","16.6997","16.3286","17.44189","17.44189","17.44189","158"
"159","10.04734","16.15953","16.7457","16.7457","17.48996","17.48996","17.48996","159"
"160","10.0751","16.20428","16.7919","16.7919","17.53824","17.53824","17.53824","160"
"161","10.10287","16.24883","16.83811","17.21231","17.58651","17.58651","17.58651","161"
"162","10.13063","16.29338","16.88431","16.88431","17.25126","17.25126","17.25126","162"
"163","10.15777","16.3371","16.92969","17.29768","17.29768","17.29768","17.29768","163"
"164","10.18512","16.38123","16.97528","17.3443","17.3443","17.3443","17.3443","164"
"165","10.21268","16.42537","17.02106","17.76118","17.39112","17.39112","17.39112","165"
"166","10.24003","16.4695","17.06686","17.80884","17.80884","17.80884","17.80884","166"
"167","10.2678","16.51384","17.11286","18.22883","17.85691","17.85691","17.85691","167"
"168","10.29535","16.55839","17.15885","18.27794","17.90498","17.90498","17.90498","168"
"169","10.32312","16.60294","17.20506","18.32705","17.95305","17.95305","17.95305","169"
"170","10.35088","16.64769","17.25147","17.98558","17.61842","17.61842","17.61842","170"
"171","10.35295","16.6508","17.25479","17.9891","17.62195","17.62195","17.62195","171"
"172","10.35482","16.65411","17.2581","17.99242","17.62526","17.62526","17.62526","172"
"173","10.35689","16.65722","17.26142","17.99594","17.99594","17.99594","17.99594","173"
"174","10.35896","16.66075","17.26494","17.99967","17.99967","17.99967","17.99967","174"
"175","10.36104","16.66385","17.26826","18.37056","18.00299","18.00299","18.00299","175"
"176","10.3629","16.66717","17.27157","18.37408","18.00651","18.00651","18.00651","176"
"177","10.36497","16.67028","17.27489","18.3776","18.01003","18.01003","18.01003","177"
"178","10.36704","16.67359","17.27841","18.38133","18.01376","18.01376","18.01376","178"
"179","10.36912","16.67691","17.28172","18.38486","18.01708","18.01708","18.01708","179"
"180","10.37098","16.68001","17.28504","18.38838","18.38838","18.38838","18.38838","180"
"181","10.37305","16.68333","17.28835","18.3919","18.3919","18.3919","18.3919","181"
"182","10.37513","16.68665","17.29188","18.39563","18.39563","18.39563","18.39563","182"
"183","10.3772","16.68996","17.29519","18.76714","18.39915","18.39915","18.39915","183"
"184","10.37906","16.69307","17.29851","18.77066","18.40268","18.40268","18.40268","184"
"185","10.38113","16.69618","17.30182","18.77439","18.4062","18.4062","18.4062","185"
"186","10.38321","16.6997","17.30534","18.77812","18.40993","18.40993","18.40993","186"
"187","10.38528","16.70281","17.30866","18.78164","18.78164","18.78164","18.78164","187"
"188","10.38714","16.70612","17.31197","18.78537","18.78537","18.78537","18.78537","188"
"189","10.38922","16.70944","17.3155","18.7891","18.7891","18.7891","18.7891","189"
"190","10.39129","16.71275","17.31881","18.79283","18.79283","18.79283","18.79283","190"
"191","10.39336","16.71586","17.32213","18.79635","18.79635","18.79635","18.79635","191"
"192","10.39522","16.71897","17.32544","18.79988","18.79988","18.79988","18.79988","192"
"193","10.3973","16.72249","17.32896","18.80381","18.80381","18.80381","18.80381","193"
"194","10.39937","16.7256","17.33228","18.80734","19.17615","19.17615","19.17615","194"
"195","10.40144","16.72891","17.3356","18.81107","19.17988","19.17988","19.17988","195"
"196","10.40351","16.73223","17.33912","18.8148","19.18361","19.18361","19.18361","196"
"197","10.40538","16.73554","17.34243","18.81832","19.18734","19.18734","19.18734","197"
"198","10.40745","16.73865","17.34575","18.82205","19.19107","19.19107","19.19107","198"
"199","10.40952","16.74197","17.34927","18.82578","19.19501","19.19501","19.19501","199"
"200","10.41159","16.74528","17.35258","19.19853","19.19853","19.19853","19.19853","200"
"201","10.41346","16.74839","17.3559","19.20226","19.57149","19.57149","19.57149","201"
"202","10.41574","16.75191","17.35942","19.2062","19.57543","19.57543","19.57543","202"
"203","10.4176","16.75502","17.36274","19.20993","19.57916","19.57916","19.57916","203"
"204","10.41967","16.75834","17.36605","19.21345","19.58309","19.58309","19.58309","204"
"205","10.42175","16.76165","17.36958","19.21739","19.58703","19.58703","19.58703","205"
"206","10.42382","16.76476","17.37289","19.22112","19.59076","19.59076","19.59076","206"
"207","10.42568","16.76807","17.37621","19.22464","19.96413","19.96413","19.96413","207"
"208","10.42775","16.77139","17.37973","19.22857","19.96828","19.96828","19.96828","208"
"209","10.42983","16.7747","17.38304","19.2323","19.97201","19.97201","19.97201","209"
"210","10.4319","16.77781","17.38636","19.23603","19.97574","19.97574","19.97574","210"
"211","10.43397","16.78134","17.38988","19.23997","19.97988","19.97988","19.97988","211"
"212","10.43583","16.78444","17.3932","19.24349","19.98361","19.98361","19.98361","212"
"213","10.43791","16.78755","17.39651","19.24722","20.35761","20.35761","20.35761","213"
"214","10.43998","16.79107","17.40003","19.25116","20.36175","20.36175","20.36175","214"
"215","10.44205","16.79418","17.40335","19.25468","20.36569","20.36569","20.36569","215"
"216","10.44412","16.7977","17.40687","19.25862","20.36983","20.36983","20.36983","216"
"217","10.4462","16.80081","17.41019","19.26235","20.37356","20.37356","20.37356","217"
"218","10.44806","16.80413","17.4135","19.26608","20.3775","20.3775","20.3775","218"
"219","10.45013","16.80744","17.41702","19.26981","20.38164","20.38164","20.38164","219"
"220","10.4522","16.81055","17.42034","19.27354","20.38558","20.38558","20.38558","220"
"221","10.45428","16.81387","17.42365","19.27727","20.38931","20.38931","20.38931","221"
"222","10.45635","16.81718","17.42718","19.2812","20.39345","20.39345","20.39345","222"
"223","10.45821","16.8205","17.43049","19.28473","20.39739","20.39739","20.39739","223"
"224","10.46049","16.82381","17.43402","19.28866","20.40153","20.40153","20.40153","224"
"225","10.46236","16.82713","17.43733","19.29239","20.40547","20.40547","20.40547","225"
"226","10.46443","16.83023","17.44065","19.29612","20.4092","20.4092","20.4092","226"
"227","10.4665","16.83355","17.44417","19.29985","20.41334","20.41334","20.41334","227"
"228","10.46857","16.83686","17.44748","19.30358","20.41728","20.41728","20.41728","228"
"229","10.47064","16.84018","17.45101","19.30752","20.42142","20.42142","20.42142","229"
"230","10.47251","16.84349","17.45432","19.31125","20.42536","20.42536","20.42536","230"
"231","10.47479","16.84681","17.45784","19.31498","20.4293","20.4293","20.4293","231"
"232","10.47665","16.84992","17.46116","19.31871","20.43324","20.43324","20.43324","232"
"233","10.47873","16.85323","17.46447","19.32244","20.43717","20.43717","20.43717","233"
"234","10.4808","16.85655","17.468","19.32637","20.44132","20.44132","20.44132","234"
"235","10.48287","16.85986","17.47131","19.3299","20.44525","20.44525","20.44525","235"
"236","10.48494","16.86318","17.47483","19.33383","20.44919","20.44919","20.44919","236"
"237","10.48681","16.8665","17.47815","19.33756","20.45313","20.45313","20.45313","237"
"238","10.48909","16.86981","17.48167","19.3415","20.45727","20.45727","20.45727","238"
"239","10.49095","16.87292","17.48499","19.34502","20.46121","20.46121","20.46121","239"
"240","10.49302","16.87623","17.4883","19.34875","20.46494","20.46494","20.46494","240"
"241","10.49509","16.87955","17.49182","19.35269","20.46908","20.46908","20.46908","241"
"242","10.49717","16.88286","17.49514","19.35642","20.47302","20.47302","20.47302","242"
"243","10.49924","16.88618","17.49866","19.36015","20.47716","20.47716","20.47716","243"
"244","10.5011","16.88949","17.50198","19.36388","20.4811","20.4811","20.4811","244"
"245","10.50338","16.89281","17.5055","19.36781","20.48524","20.48524","20.48524","245"
"246","10.50525","16.89592","17.50881","19.37154","20.48897","20.48897","20.48897","246"
"247","10.50732","16.89944","17.51234","19.37527","20.49312","20.49312","20.49312","247"
"248","10.50939","16.90255","17.51565","19.379","20.49705","20.49705","20.49705","248"
"249","10.51146","16.90607","17.51917","19.38294","20.5012","20.5012","20.5012","249"
"250","10.51353","16.90918","17.52249","19.38667","20.50513","20.50513","20.50513","250"
"251","10.51561","16.9127","17.52601","19.3904","20.50907","20.50907","20.50907","251"
"252","10.51768","16.91581","17.52933","19.39413","20.51301","20.51301","20.51301","252"
"253","10.51975","16.91912","17.53285","19.39806","20.51715","20.51715","20.51715","253"
"254","10.52162","16.92244","17.53617","19.40179","20.52109","20.52109","20.52109","254"
"255","10.5239","16.92575","17.53969","19.40552","20.52523","20.52523","20.52523","255"
"256","10.52576","16.92907","17.543","19.40925","20.52896","20.52896","20.52896","256"
"257","10.52783","16.93238","17.54652","19.41319","20.53311","20.53311","20.53311","257"
"258","10.5299","16.9357","17.54984","19.41692","20.53704","20.53704","20.53704","258"
"259","10.53198","16.93901","17.55336","19.42065","20.54119","20.54119","20.54119","259"
"260","10.53405","16.94212","17.55668","19.42438","20.54512","20.54512","20.54512","260"
"261","10.53612","16.94564","17.5602","19.42832","20.54927","20.54927","20.54927","261"
"262","10.53819","16.94875","17.56351","19.43204","20.553","20.553","20.553","262"
"263","10.54026","16.95227","17.56704","19.43577","20.55714","20.55714","20.55714","263"
"264","10.54213","16.95538","17.57035","19.4395","20.56108","20.56108","20.56108","264"
"265","10.54441","16.9587","17.57388","19.44344","20.56522","20.56522","20.56522","265"
"266","10.54627","16.96201","17.57719","19.44717","20.56895","20.56895","20.56895","266"
"267","10.54834","16.96533","17.58071","19.4509","20.5731","20.5731","20.5731","267"
"268","10.55042","16.96864","17.58403","19.45463","20.57703","20.57703","20.57703","268"
"269","10.55249","16.97196","17.58755","19.45857","20.58118","20.58118","20.58118","269"
"270","10.55456","16.97548","17.59107","19.4625","20.58532","20.58532","20.58532","270"
"271","10.55663","16.97859","17.59439","19.46623","20.58926","20.58926","20.58926","271"
"272","10.5587","16.9819","17.59791","19.46996","20.5934","20.5934","20.5934","272"
"273","10.56078","16.98522","17.60122","19.47369","20.59713","20.59713","20.59713","273"
"274","10.56285","16.98853","17.60475","19.47763","20.60127","20.60127","20.60127","274"
"275","10.56492","16.99185","17.60806","19.48136","20.60521","20.60521","20.60521","275"
"276","10.56699","16.99516","17.61159","19.48509","20.60936","20.60936","20.60936","276"
"277","10.56886","16.99848","17.6149","19.48882","20.61308","20.61308","20.61308","277"
"278","10.57114","17.0018","17.61842","19.08664","20.1877","20.1877","20.1877","278"
"279","10.59103","17.0337","17.65158","19.12249","20.22583","20.22583","20.22583","279"
"280","10.61071","17.06561","17.68452","19.15833","20.26354","20.26354","20.26354","280"
"281","10.63081","17.09773","17.71788","19.19439","20.30166","20.30166","20.30166","281"
"282","10.6507","17.12984","17.75103","19.23023","20.33979","20.33979","20.33979","282"
"283","10.67059","17.16196","17.78439","19.26649","20.37791","20.37791","20.37791","283"
"284","10.69069","17.19408","17.81775","19.30255","20.41624","20.41624","20.41624","284"
"285","10.71058","17.2264","17.85111","19.3388","20.45437","20.45437","20.45437","285"
"286","10.73089","17.25872","17.88468","19.37506","20.49291","20.49291","20.49291","286"
"287","10.75099","17.29105","17.91824","19.41153","20.53124","20.53124","20.53124","287"
"288","10.77108","17.32358","17.95181","19.44779","20.56978","20.56978","20.56978","288"
"289","10.79139","17.35611","17.98558","19.08664","20.18791","20.18791","20.18791","289"
"290","10.86412","17.47318","18.107","19.21552","20.32425","20.32425","20.32425","290"
"291","10.93767","17.59149","18.22946","19.34564","20.83375","20.83375","20.83375","291"
"292","11.01144","17.71021","18.35253","19.08664","20.55486","20.55486","20.55486","292"
"293","11.08582","17.82977","18.47644","19.21552","20.69369","20.69369","20.69369","293"
"294","11.16083","17.95036","18.60138","19.34544","20.83355","20.83355","20.83355","294"
"295","11.23169","18.06432","18.71948","19.08644","20.55466","20.55466","20.55466","295"
"296","11.3413","18.24064","18.90224","19.27291","20.75543","20.75543","20.75543","296"
"297","11.45194","18.41863","19.08664","19.08664","20.55486","20.55486","20.55486","297"
"298","11.52923","18.54295","19.21552","19.21552","20.69369","20.69369","20.69369","298"
"299","11.60734","18.66831","19.34544","19.34544","20.83355","20.83355","20.83355","299"
"300","11.6722","18.77273","19.45359","19.45359","20.55466","20.55466","20.55466","300"
"301","11.71592","18.84318","19.52653","19.52653","20.63173","20.63173","20.63173","301"
"302","11.75984","18.91363","19.59967","19.59967","20.70902","20.70902","20.70902","302"
"303","11.80377","18.98449","19.67302","19.67302","20.78651","20.78651","20.78651","303"
"304","11.84811","19.05556","19.74678","19.74678","20.86463","20.86463","20.86463","304"
"305","11.89245","19.12705","19.82075","19.82075","20.92181","20.92181","20.92181","305"
"306","11.89535","19.13181","19.82573","19.82573","20.9272","20.9272","20.9272","306"
"307","11.89846","19.13658","19.8307","19.8307","20.93238","20.93238","20.93238","307"
"308","11.90136","19.14134","19.83567","19.83567","20.93756","20.93756","20.93756","308"
"309","11.90447","19.14632","19.84064","19.84064","20.94295","20.94295","20.94295","309"
"310","11.90737","19.15108","19.84562","19.84562","20.94813","20.94813","20.94813","310"
"311","11.91027","19.15585","19.85059","19.85059","20.95331","20.95331","20.95331","311"
"312","11.91338","19.16061","19.85556","19.85556","20.95869","20.95869","20.95869","312"
"313","11.91628","19.16538","19.86053","19.86053","20.96387","20.96387","20.96387","313"
"314","11.91939","19.17035","19.86572","19.86572","20.96947","20.96947","20.96947","314"
"315","11.92249","19.17512","19.87069","19.87069","20.97465","20.97465","20.97465","315"
"316","11.9254","19.18009","19.87566","19.87566","20.97983","20.97983","20.97983","316"
"317","11.9283","19.18485","19.88063","20.24883","20.98522","20.98522","20.98522","317"
"318","11.93141","19.18962","19.8856","20.2538","20.9904","20.9904","20.9904","318"
"319","11.93431","19.19439","19.89058","20.25898","21.36398","21.36398","21.36398","319"
"320","11.93741","19.19915","19.89555","20.26395","21.36937","21.36937","21.36937","320"
"321","11.94031","19.20392","19.90052","20.26913","21.37454","21.37454","21.37454","321"
"322","11.94342","19.2091","19.9057","20.27431","21.38014","21.38014","21.38014","322"
"323","11.94632","19.21386","19.91068","20.27949","21.38553","21.38553","21.38553","323"
"324","11.94943","19.21863","19.91565","20.28447","21.39091","21.39091","21.39091","324"
"325","11.95233","19.22339","19.92062","20.65846","21.3963","21.3963","21.3963","325"
"326","11.95544","19.22816","19.92559","20.66364","21.40148","21.40148","21.40148","326"
"327","11.95834","19.23293","19.93057","20.66882","21.40687","21.40687","21.40687","327"
"328","11.96145","19.2379","19.93575","20.67421","21.41246","21.41246","21.41246","328"
"329","11.96435","19.24287","19.94072","20.67918","21.41785","21.41785","21.41785","329"
"330","11.96746","19.24764","19.94569","20.68436","21.42324","21.42324","21.42324","330"
"331","11.97036","19.2524","19.95067","20.68954","21.42842","21.42842","21.42842","331"
"332","11.97347","19.25717","19.95564","20.69472","21.80345","21.80345","21.80345","332"
"333","11.97657","19.26214","19.96082","21.06975","21.80904","21.80904","21.80904","333"
"334","11.97948","19.26691","19.96579","21.07493","21.81443","21.81443","21.81443","334"
"335","11.98238","19.27188","19.97076","21.08032","21.81982","21.81982","21.81982","335"
"336","11.98548","19.27665","19.97574","21.0855","21.82541","21.82541","21.82541","336"
"337","11.98839","19.28141","19.98071","21.09068","21.8308","21.8308","21.8308","337"
