Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown5
"129","0.3475857","0.3275948","13","0","1","0"
"130","0.3923895","0.6950069","13","0","3","4"
"131","0.3953096","0.5549505","13","0","3","5"
"132","0.4693159","0.2753529","13","0","3","6"
"133","0.2210702","0.9396807","13","0","3","7"
"134","0.5411497","0.3656915","13","0","3","8"
"135","0.255245","0.5442615","13","0","3","9"
"136","0.6482309","0.4297748","13","0","3","10"
"137","0.2925612","0.7977582","13","0","3","11"
"138","0.3889885","0.4209359","13","0","1","0"
"139","0.5016184","0.4715962","13","0","1","0"
"140","0.22338","0.4290943","13","0","3","12"
"149","0.614287","0.5741436","16","18","0","0"
"150","0.8204759","0.5048971","16","1","1","1"
"151","0.7406465","0.378368","16","1","1","2"
"152","0.142879","0.9257972","16","1","1","3"
"153","0.3439969","0.7596936","16","0","1","0"
"154","0.7050945","0.5040665","16","0","1","0"
"156","0.9242168","0.4060902","16","0","3","4"
"157","0.3956139","0.5866828","16","0","3","5"
"158","0.5585986","0.4472215","16","0","3","6"
"262","0.7175778","0.2379273","16","0","3","11"
"263","0.8564561","0.2913164","16","0","1","0"
"264","0.2186042","0.7485933","16","0","3","7"
"265","0.6940467","0.6656544","16","0","3","8"
"266","0.3164344","0.9007516","16","0","3","9"
"267","0.9287738","0.5882853","16","0","3","12"
"272","0.4147646","0.7441373","15","0","3","4"
"273","0.2702688","0.3241385","15","0","3","5"
"274","0.7447936","0.3183771","15","0","3","6"
"275","0.2729043","0.8604732","15","0","3","7"
"276","0.7459864","0.8590848","15","0","3","8"
"277","0.6336011","0.3744903","15","0","3","9"
"278","0.5023774","0.803904","15","0","3","10"
"279","0.3801134","0.3773974","15","0","3","11"
"280","0.6001495","0.7434507","15","0","3","12"
"281","0.592221","0.530643","15","0","1","0"
"282","0.504972","0.6859383","15","0","1","0"
"283","0.4187345","0.5293232","15","0","1","0"
"284","0.8397599","0.5987512","15","1","1","1"
"285","0.5014191","0.9248117","15","1","1","2"
"286","0.1679021","0.601494","15","1","1","3"
"289","0.5101426","0.4393932","15","18","0","0"
"290","0.7444957","0.9283418","4","18","0","0"
"291","0.7344482","0.4648584","40","18","0","0"
"292","0.6323623","0.5178583","40","0","1","0"
"293","0.7899451","0.6930322","40","0","1","0"
"294","0.6422307","0.3140121","40","0","1","0"
"295","0.3434848","0.7995206","40","1","1","1"
"296","0.4010755","0.6554403","40","1","1","2"
"297","0.2754837","0.6137663","40","1","1","3"
"298","0.1260328","0.9022561","40","0","3","4"
"299","0.3242503","0.4589552","40","0","3","5"
"300","0.4802096","0.8648376","40","0","3","6"
"301","0.7858241","0.2556387","40","0","3","7"
"302","0.5144733","0.4158537","40","0","3","11"
"303","0.5086462","0.5957915","40","0","3","8"
"304","0.9256856","0.6024693","40","0","3","9"
"305","0.6353481","0.7173923","40","0","3","12"
"306","0.06136101","0.7297841","40","0","3","10"
"307","0.6861767","0.7217491","55","18","0","0"
"308","0.3660333","0.9036084","55","0","1","0"
"309","0.9256743","0.5308312","55","0","1","0"
"310","0.6225081","0.6346941","55","0","1","0"
"311","0.9418666","0.2601134","55","1","1","1"
"312","0.3961788","0.7764669","55","0","3","4"
"313","0.3097699","0.6319314","55","0","3","5"
"314","0.8700449","0.6866589","55","0","3","6"
"315","0.5800419","0.8825859","55","0","3","7"
"316","0.2332447","0.8878192","55","0","3","11"
"317","0.9453533","0.4060283","55","0","3","12"
"318","0.707373","0.3469892","55","0","3","8"
"319","0.7123271","0.4748194","55","0","3","9"
"320","0.4216588","0.6527313","55","0","3","10"
"321","0.09856786","0.8608368","55","1","1","2"
"322","0.8401489","0.4415446","55","1","1","3"
"323","0.4359919","0.432165","43","0","3","4"
"324","0.7453049","0.4686293","43","0","3","5"
"325","0.07081401","0.5588133","43","0","3","6"
"326","0.2112971","0.7396711","43","0","3","11"
"327","0.4466111","0.5930546","43","0","3","7"
"328","0.04906099","0.7441112","43","0","3","8"
"329","0.2494313","0.4492002","43","0","3","12"
"330","0.2307396","0.5660058","43","0","3","9"
"331","0.5791312","0.6108806","43","0","3","10"
"332","0.344273","0.4592441","43","0","1","0"
"333","0.3182984","0.6245857","43","0","1","0"
"334","0.64701","0.5265783","43","0","1","0"
"335","0.7593756","0.3171374","43","1","1","0"
"337","0.1452333","0.4123974","43","1","1","0"
"346","0.6152995","0.3504598","43","18","0","0"
"347","0.1459985","0.8967137","43","1","1","0"
"350","0.6978241","0.6222327","2","0","1","0"
"351","0.7814226","0.4816732","2","0","1","0"
"352","0.4829172","0.615963","2","0","1","0"
"353","0.9123689","0.1853781","2","1","1","3"
"748","0.3501823","0.721804","54","18","0","0"
"749","0.6847088","0.3622783","54","0","3","4"
"750","0.7078871","0.5350882","54","0","3","5"
"751","0.5250211","0.3293206","54","0","3","10"
"752","0.678575","0.2174375","54","0","3","6"
"753","0.2900115","0.5439312","54","0","3","7"
"754","0.5048267","0.8128779","54","0","3","8"
"755","0.2561342","0.8274146","54","0","3","9"
"756","0.3999104","0.4230337","54","0","3","11"
"757","0.6122945","0.6727619","54","0","3","12"
"758","0.8151914","0.3439926","54","0","1","0"
"759","0.3631219","0.8899525","54","0","1","0"
"760","0.2106517","0.6892415","54","0","1","0"
"761","0.8392186","0.1683884","54","1","1","1"
"762","0.1605189","0.926438","54","1","1","2"
"763","0.5441152","0.5042605","54","1","1","3"
"764","0.4259744","0.5953702","47","18","0","0"
"765","0.619692","0.3668838","47","0","1","0"
"766","0.3317972","0.5720398","47","0","1","0"
"767","0.5278246","0.4434153","47","0","3","4"
"768","0.1916505","0.8820592","47","1","1","1"
"769","0.7946123","0.3372097","47","1","1","2"
"770","0.9345316","0.5850318","47","1","1","3"
"771","0.7122793","0.4472509","47","0","3","11"
"772","0.8272084","0.4730707","47","0","3","5"
"773","0.4270825","0.3318517","47","0","3","6"
"774","0.6001867","0.5039265","47","0","3","7"
"775","0.2823586","0.6858538","47","0","3","12"
"776","0.5789022","0.2617618","47","0","3","10"
"777","0.1049975","0.7641191","47","0","3","8"
"778","0.43782","0.8027222","47","0","3","9"
"779","0.3331257","0.890367","47","0","1","0"
"783","0.07284164","0.8866159","53","18","0","0"
"784","0.7295445","0.5007973","53","0","3","4"
"785","0.7534262","0.2310238","53","0","3","5"
"786","0.169743","0.6374471","53","0","3","6"
"787","0.839231","0.3705905","53","0","3","7"
"788","0.5709587","0.4822276","53","0","3","8"
"789","0.6102988","0.2991797","53","0","3","9"
"790","0.3022221","0.8548452","53","0","3","10"
"791","0.3808431","0.4979556","53","0","3","11"
"792","0.4962053","0.6736079","53","0","3","12"
"793","0.4579851","0.8493462","53","0","1","0"
"794","0.234023","0.4851897","53","0","1","0"
"795","0.734749","0.3561813","53","0","1","0"
"796","0.6555402","0.6295435","53","1","1","1"
"797","0.4849001","0.3419668","53","1","1","2"
"798","0.9208114","0.196898","53","1","1","3"
"800","0.7473943","0.8564036","50","0","3","4"
"801","0.1931363","0.7928458","50","0","3","11"
"803","0.641859","0.4487541","38","18","0","0"
"804","0.4109365","0.5276599","38","0","3","4"
"805","0.2415652","0.7799872","38","0","3","5"
"806","0.2768981","0.6501985","38","0","3","6"
"807","0.5710416","0.2847244","38","0","3","7"
"808","0.3639855","0.7829404","38","0","3","8"
"809","0.7548143","0.5790252","38","0","3","9"
"810","0.4963219","0.671163","38","0","3","10"
"811","0.4650173","0.3233409","38","0","3","11"
"812","0.6822582","0.6792309","38","0","3","12"
"813","0.3326679","0.4316345","38","0","1","0"
"814","0.3891913","0.6543196","38","0","1","0"
"815","0.5567315","0.7943442","38","0","1","0"
"816","0.140715","0.8664271","38","1","1","1"
"817","0.7009952","0.296818","38","1","1","2"
"818","0.7793559","0.4245306","38","1","1","3"
"820","0.3791417","0.5493867","50","0","3","5"
"821","0.9027522","0.4327857","50","0","3","6"
"822","0.2551087","0.6503214","50","0","3","7"
"824","0.6165928","0.3651636","50","0","3","8"
"825","0.3253426","0.8903864","50","0","3","9"
"826","0.5047933","0.4553123","50","0","1","0"
"827","0.5369049","0.9053535","50","0","1","0"
"828","0.8708641","0.6505115","50","0","1","0"
"829","0.8585556","0.2647745","50","0","3","12"
"830","0.3581436","0.7223685","50","1","1","1"
"831","0.6177303","0.6407064","50","18","0","0"
"832","0.7627906","0.427903","50","1","1","2"
"833","0.6883525","0.7533327","50","1","1","3"
"834","0.6419039","0.7670916","45","18","0","0"
"835","0.6492072","0.5044557","45","1","1","1"
"836","0.4076392","0.6983737","45","1","1","2"
"837","0.384758","0.3893041","45","1","1","3"
"838","0.4578071","0.4877009","45","0","3","11"
"839","0.3969938","0.2738169","45","0","1","0"
"840","0.2933364","0.3670576","45","0","1","0"
"841","0.4101009","0.8949622","45","0","3","12"
"842","0.3048809","0.5453427","45","0","3","5"
"843","0.2747704","0.7157679","45","0","3","6"
"844","0.7977293","0.5472423","45","0","3","7"
"845","0.5738164","0.6723731","45","0","1","0"
"846","0.7671227","0.7343578","45","0","3","8"
"847","0.5326077","0.331443","45","0","3","9"
"848","0.6775331","0.3533926","45","0","3","10"
"849","0.5838144","0.897895","45","0","3","4"
"851","0.8992561","0.2189589","17","18","0","0"
"852","0.6845023","0.6026682","17","0","3","4"
"853","0.3943192","0.9208648","17","0","3","5"
"854","0.7923122","0.3066956","17","0","3","6"
"855","0.5790213","0.8671096","17","0","3","7"
"856","0.8516888","0.5876551","17","0","3","8"
"857","0.6605481","0.3319111","17","0","3","9"
"858","0.3706665","0.7541525","17","0","3","10"
"859","0.5681779","0.4928417","17","0","3","11"
"860","0.4692019","0.6461797","17","0","3","12"
"861","0.46965","0.8063146","17","0","1","0"
"862","0.5590399","0.7205075","17","0","1","0"
"863","0.7278861","0.7129893","17","0","1","0"
"864","0.804749","0.4580938","17","1","1","1"
"865","0.6972297","0.1999225","17","1","1","2"
"866","0.2238718","0.8513884","17","1","1","3"
"868","0.8144669","0.4357316","56","0","3","4"
"869","0.7186471","0.2924015","56","0","3","5"
"870","0.9601494","0.3189513","56","0","3","6"
"871","0.5205094","0.758783","56","0","3","12"
"872","0.1513441","0.5869334","56","0","3","7"
"873","0.4057652","0.907598","56","0","3","8"
"874","0.3538726","0.4781945","56","0","3","11"
"875","0.5337375","0.4257903","56","0","3","9"
"876","0.639125","0.6042284","56","0","1","0"
"877","0.4322645","0.629829","56","0","1","0"
"878","0.5291045","0.5587676","56","1","1","1"
"879","0.6845075","0.4305217","56","1","1","2"
"880","0.9406163","0.2078947","56","0","1","0"
"881","0.2603408","0.7916763","56","18","0","0"
"882","0.8496027","0.2922296","56","1","1","3"
"883","0.4900966","0.808417","46","18","0","0"
"884","0.4112129","0.6774066","46","0","1","0"
"885","0.6260325","0.7761343","46","0","1","0"
"886","0.4886176","0.4251776","46","1","1","1"
"887","0.5757305","0.5308249","46","1","1","2"
"888","0.2940074","0.7524817","46","0","3","4"
"889","0.2784401","0.4964508","46","0","3","11"
"890","0.3939929","0.5436462","46","0","3","5"
"891","0.8268627","0.4753749","46","0","3","6"
"892","0.7082308","0.6680964","46","0","3","7"
"893","0.420114","0.2925605","46","0","3","8"
"894","0.6636838","0.9200969","46","0","3","9"
"895","0.6297239","0.3675507","46","0","3","10"
"896","0.816408","0.7201118","46","0","3","12"
"897","0.7067787","0.5195923","46","1","1","3"
"898","0.6556465","0.2731271","46","0","1","0"
"899","0.6901777","0.9320568","41","18","0","0"
"900","0.7605761","0.5329379","41","1","1","1"
"901","0.3579832","0.3710887","41","1","1","2"
"902","0.6150512","0.2809581","41","0","1","0"
"903","0.2037767","0.6180993","41","0","1","0"
"904","0.5023413","0.6104924","41","0","1","0"
"905","0.6695967","0.6036174","41","0","3","4"
"906","0.2742501","0.7416858","41","0","3","5"
"907","0.6856926","0.4066575","41","0","3","10"
"908","0.5546693","0.699919","41","0","3","6"
"909","0.5195921","0.362023","41","0","3","12"
"910","0.4423033","0.7913058","41","0","3","7"
"911","0.295903","0.5428374","41","0","3","11"
"912","0.5366406","0.8170478","41","0","3","8"
"913","0.6565375","0.7249345","41","0","3","9"
"915","0.6848181","0.3584039","39","0","3","4"
"916","0.1532668","0.8080863","39","0","3","5"
"917","0.6280897","0.4998894","39","0","3","6"
"918","0.468403","0.5131887","39","0","3","7"
"919","0.5298303","0.3036001","39","0","3","8"
"920","0.2837111","0.7424284","39","0","3","9"
"921","0.1003646","0.6678999","39","0","3","10"
"922","0.829759","0.4149544","39","0","3","11"
"923","0.1860415","0.3593644","39","0","3","12"
"924","0.3769718","0.643973","39","0","1","0"
"925","0.8248079","0.5359687","39","0","1","0"
"926","0.3501299","0.2669801","39","0","1","0"
"927","0.09602229","0.5046889","39","1","1","0"
"928","0.2271688","0.9266854","39","1","1","0"
"929","0.9429164","0.5504757","39","1","1","0"
"930","0.3448961","0.8696368","41","1","1","3"
"931","0.4589304","0.9347975","51","18","0","0"
"932","0.5556663","0.5828551","51","1","1","1"
"933","0.7297359","0.3567997","51","1","1","2"
"934","0.5410797","0.2937754","51","1","1","3"
"935","0.5214911","0.7012461","51","0","1","0"
"936","0.8400389","0.6846908","51","0","1","0"
"937","0.2825814","0.4802686","51","0","1","0"
"938","0.3887051","0.3307203","51","0","3","4"
"939","0.2618011","0.6851853","51","0","3","11"
"940","0.6429552","0.7165173","51","0","3","5"
"941","0.8360282","0.485718","51","0","3","6"
"942","0.610119","0.4069629","51","0","3","7"
"943","0.3555392","0.8396246","51","0","3","8"
"944","0.4123124","0.6213256","51","0","3","9"
"945","0.7408527","0.87025","51","0","3","12"
"946","0.5817932","0.9260479","51","0","3","10"
"948","0.706874","0.5266457","57","0","3","4"
"949","0.4381357","0.8292497","57","0","3","5"
"950","0.5689616","0.510936","57","0","3","11"
"951","0.5787845","0.4064031","57","0","3","7"
"952","0.3625146","0.3033364","57","0","3","8"
"953","0.2117907","0.3102531","57","0","3","9"
"954","0.3273428","0.7156875","57","0","3","10"
"955","0.2123773","0.4809078","57","0","3","6"
"956","0.4572276","0.6522564","57","0","3","12"
"957","0.5735606","0.6393814","57","0","1","0"
"958","0.4891497","0.2881143","57","0","1","0"
"959","0.2003759","0.6346906","57","0","1","0"
"960","0.3885099","0.451067","57","18","0","0"
"961","0.2879605","0.3862666","57","1","1","1"
"962","0.5752849","0.7773098","57","1","1","2"
"963","0.3321474","0.6467549","48","1","1","2"
"964","0.6819388","0.517441","48","1","1","3"
"965","0.5971106","0.9120725","48","18","0","0"
"966","0.4558139","0.3851653","48","1","1","1"
"967","0.488645","0.5096447","48","0","1","0"
"968","0.171744","0.9264","48","0","1","0"
"969","0.6526108","0.3086402","48","0","3","11"
"970","0.8481013","0.4569848","48","0","3","4"
"971","0.8360023","0.2436728","48","0","3","5"
"972","0.5247747","0.6565006","48","0","3","6"
"973","0.9420816","0.6371474","48","0","1","0"
"974","0.3767366","0.8459057","48","0","3","12"
"975","0.2741888","0.4518217","48","0","3","9"
"976","0.0612956","0.533102","48","0","3","7"
"977","0.1580283","0.7169554","48","0","3","8"
"979","0.6719477","0.6467937","57","1","1","3"
"980","0.07545552","0.8825439","35","1","1","1"
"981","0.7221487","0.4018264","35","1","1","2"
"982","0.4059718","0.9139065","35","1","1","3"
"984","0.9184462","0.2300162","35","18","0","0"
"985","0.3372231","0.8037594","35","0","1","0"
"986","0.5301019","0.7814899","35","0","1","0"
"987","0.2979148","0.6785979","35","0","1","0"
"988","0.1882926","0.9394743","35","0","3","4"
"989","0.872416","0.4998521","35","0","3","5"
"990","0.2965921","0.9399718","35","0","3","6"
"991","0.6503457","0.2327","35","0","3","7"
"992","0.6752673","0.6353538","35","0","3","8"
"993","0.620293","0.5133133","35","0","3","11"
"994","0.5056887","0.4611068","35","0","3","12"
"995","0.5226159","0.6045119","35","0","3","9"
"996","0.4192543","0.7030085","35","0","3","10"
"997","0.3701848","0.6484748","1","1","1","0"
"999","0.2271376","0.6018219","39","18","0","0"
"1000","0.7798336","0.4116134","3","0","3","4"
"1001","0.359196","0.7780056","3","0","3","5"
"1002","0.398244","0.6256715","3","0","3","6"
"1003","0.4656932","0.8726333","3","0","3","7"
"1004","0.6214922","0.4864467","3","0","3","8"
"1005","0.9297741","0.4710186","3","0","3","11"
"1006","0.7545886","0.667605","3","0","3","9"
"1007","0.1877862","0.9000707","3","0","3","12"
"1008","0.2252032","0.765389","3","0","3","10"
"1010","0.5553532","0.6525212","3","18","0","0"
"1011","0.3351462","0.8983675","3","0","1","0"
"1012","0.8551866","0.5817935","3","0","1","0"
"1013","0.6670804","0.8720366","3","0","1","0"
"1014","0.06441587","0.8710399","3","1","1","1"
"1015","0.9470395","0.3337929","3","1","1","2"
"1016","0.492342","0.5097017","3","1","1","3"
"1021","0.6014079","0.4570295","73","2","1","0"
"1022","0.5517967","0.6630316","73","0","3","0"
"1023","0.512172","0.5537357","73","0","3","0"
"1024","0.6584399","0.3328326","73","0","3","0"
"1025","0.7431654","0.2293724","73","0","3","0"
"1026","0.9470781","0.7336593","73","0","3","0"
"1027","0.7588165","0.8741174","73","0","3","0"
"1028","0.406497","0.1630708","73","0","1","0"
"1029","0.387004","0.6476349","73","0","1","0"
"1030","0.7951716","0.5818625","73","0","1","0"
"1031","0.9591256","0.06777096","73","8","0","0"
"1032","0.3434354","0.5228029","73","1","1","0"
"1033","0.126742","0.1630697","73","1","1","0"
"1034","0.1901004","0.903502","59","0","3","11"
"1035","0.4404522","0.2847063","59","0","3","12"
"1036","0.6401679","0.3152099","59","0","3","4"
"1037","0.5037291","0.4181037","59","0","3","5"
"1038","0.2364874","0.6499208","59","0","3","6"
"1039","0.09467664","0.5254744","59","0","3","7"
"1040","0.09692247","0.3096379","59","0","3","8"
"1041","0.7097307","0.4413012","59","0","3","9"
"1042","0.8277431","0.3754531","59","0","3","10"
"1043","0.2959343","0.4858497","59","0","1","0"
"1044","0.2391763","0.2802802","59","0","1","0"
"1045","0.1516538","0.7003343","59","0","1","0"
"1046","0.9371685","0.52969","59","1","1","1"
"1047","0.3511949","0.3698125","59","1","1","2"
"1048","0.2909096","0.8692075","59","1","1","3"
"1049","0.2397846","0.3986553","59","18","0","0"
"1052","0.5472341","0.5497366","44","18","0","0"
"1053","0.9062346","0.295768","44","1","1","1"
"1054","0.09317023","0.9316045","44","1","1","2"
"1055","0.9177943","0.4491171","44","1","1","3"
"1056","0.6703306","0.3197605","44","0","1","0"
"1057","0.2358933","0.8933522","44","0","1","0"
"1058","0.7838678","0.5065823","44","0","1","0"
"1059","0.8645942","0.6239259","44","0","3","4"
"1060","0.4780887","0.7203007","44","0","3","5"
"1061","0.4194131","0.5091825","44","0","3","6"
"1062","0.8064851","0.3822085","44","0","3","11"
"1063","0.5401374","0.346321","44","0","3","7"
"1064","0.233974","0.651044","44","0","3","8"
"1065","0.6526069","0.6228608","44","0","3","9"
"1066","0.0920629","0.731367","44","0","3","12"
"1067","0.6522738","0.4721799","44","0","3","10"
"1068","0.8051552","0.8868041","34","18","0","0"
"1070","0.7097283","0.64818","34","0","3","4"
"1071","0.6146123","0.5122861","34","0","3","5"
"1072","0.134138","0.381968","34","0","3","6"
"1073","0.4465218","0.7138797","34","0","3","7"
"1074","0.2604684","0.2201169","34","0","3","8"
"1075","0.3214502","0.6774691","34","0","3","9"
"1076","0.577301","0.8131807","34","0","3","10"
"1077","0.5312082","0.373621","34","0","3","11"
"1078","0.2991486","0.3942573","34","0","3","12"
"1079","0.4132954","0.3078446","34","0","1","0"
"1080","0.2366163","0.5443398","34","0","1","0"
"1081","0.4442883","0.526199","34","0","1","0"
"1082","0.3739923","0.8678482","34","1","1","1"
"1083","0.7181592","0.4307129","34","1","1","2"
"1084","0.07506185","0.1884384","34","1","1","3"
"1089","0.3806297","0.5974798","74","0","0","0"
"1090","0.2521647","0.7680259","12","0","3","12"
"1091","0.4785827","0.3407608","12","0","1","0"
"1092","0.7434533","0.8911471","12","1","1","3"
"1094","0.7270597","0.2793807","50","0","3","10"
"1095","0.8645769","0.1568325","56","0","3","10"
"1096","0.6420345","0.5751258","60","18","0","0"
"1097","0.2717104","0.8538752","60","0","1","0"
"1098","0.7941967","0.652325","60","1","1","1"
"1099","0.1871544","0.9323308","60","0","3","4"
"1100","0.3378127","0.9360749","60","0","3","5"
"1101","0.4820388","0.7738217","60","0","3","6"
"1102","0.3311959","0.9204879","42","18","0","0"
"1103","0.3711632","0.6579276","42","0","3","4"
"1104","0.5399634","0.8208361","42","0","3","5"
"1105","0.347708","0.4668821","42","0","3","6"
"1106","0.7101066","0.8108832","42","0","3","7"
"1107","0.4486721","0.3031771","42","0","3","8"
"1108","0.8431313","0.6686447","42","0","3","9"
"1109","0.6697388","0.4112144","42","0","3","10"
"1110","0.4915932","0.5064367","42","0","3","11"
"1111","0.642213","0.6406155","42","0","3","12"
"1112","0.5501232","0.383786","42","0","1","0"
"1113","0.4999984","0.6674305","42","0","1","0"
"1114","0.7419255","0.5480673","42","0","1","0"
"1115","0.6132504","0.2622896","42","1","1","1"
"1116","0.8443046","0.4625091","42","1","1","2"
"1117","0.7608865","0.3019588","42","1","1","3"
"1118","0.1053663","0.791832","2","5","20","0"
"1119","0.5100065","0.7828475","16","0","3","10"
"1120","0.447311","0.591233","49","18","0","0"
"1121","0.4261507","0.4705057","49","0","3","4"
"1122","0.5464626","0.2986219","49","0","3","5"
"1123","0.6011087","0.5472917","49","0","3","6"
"1124","0.2936482","0.6006653","49","0","3","7"
"1125","0.6255018","0.7262488","49","0","3","8"
"1126","0.2643161","0.3555651","49","0","3","9"
"1127","0.7203045","0.5297271","49","0","3","10"
"1128","0.1517889","0.6258134","49","0","3","11"
"1129","0.3165438","0.7874326","49","0","3","12"
"1130","0.1798863","0.4770637","49","0","1","0"
"1131","0.4847202","0.8639748","49","0","1","0"
"1132","0.6481171","0.3940649","49","0","1","0"
"1133","0.1582226","0.8090267","49","1","1","1"
"1134","0.7390251","0.7358805","49","1","1","2"
"1135","0.4005965","0.2890359","49","1","1","3"
"1136","0.5106682","0.5349542","36","18","0","0"
"1137","0.05017065","0.1994998","36","1","1","1"
"1138","0.5931862","0.716577","36","1","1","2"
"1139","0.6922377","0.552051","36","1","1","3"
"1140","0.226709","0.4769832","36","0","1","0"
"1141","0.7162232","0.7028823","36","0","1","0"
"1142","0.3402196","0.2749406","36","0","1","0"
"1143","0.5837154","0.9019923","36","0","3","4"
"1144","0.341821","0.5963452","36","0","3","5"
"1145","0.4724882","0.353219","36","0","3","6"
"1146","0.828403","0.7837504","36","0","3","7"
"1147","0.104534","0.3787379","36","0","3","8"
"1148","0.6526861","0.427783","36","0","3","11"
"1149","0.8299174","0.4966783","36","0","3","9"
"1150","0.2104069","0.1942189","36","0","3","10"
"1151","0.4668127","0.7453942","36","0","3","12"
"1152","0.1558724","0.1759989","1","8","0","0"
"1153","0.1583336","0.7446587","58","18","0","0"
"1154","0.9288078","0.6431641","58","1","1","1"
"1155","0.4030165","0.3179805","58","1","1","2"
"1156","0.5083576","0.4129529","58","1","1","3"
"1157","0.7470775","0.3187747","58","0","1","0"
"1158","0.3373793","0.7340989","58","0","1","0"
"1159","0.1474947","0.5544749","58","0","1","0"
"1160","0.2721748","0.4209112","58","0","3","11"
"1161","0.7929154","0.5149212","58","0","3","4"
"1162","0.2790291","0.5856495","58","0","3","5"
"1163","0.9099731","0.488615","58","0","3","6"
"1164","0.6126284","0.4732052","58","0","3","7"
"1165","0.4574264","0.5806141","58","0","3","12"
"1166","0.2392115","0.8947645","58","0","3","8"
"1167","0.580142","0.2701806","58","0","3","10"
"1168","0.05416301","0.695727","58","0","3","9"
"1169","0.4679876","0.4908073","4","0","1","0"
"1170","0.4941739","0.4252291","37","18","0","0"
"1171","0.3062091","0.379889","37","0","3","4"
"1172","0.6556581","0.7689083","37","0","3","5"
"1173","0.4914633","0.557613","37","0","3","6"
"1174","0.670115","0.3783853","37","0","3","7"
"1175","0.6463379","0.9238645","37","0","3","8"
"1176","0.3274925","0.9313836","37","0","3","9"
"1177","0.3203988","0.7684365","37","0","3","10"
"1178","0.1899799","0.6999297","37","0","3","11"
"1179","0.7918714","0.707288","37","0","3","12"
"1180","0.2102205","0.5149143","37","0","1","0"
"1181","0.7750099","0.5248794","37","0","1","0"
"1182","0.4877833","0.9298802","37","0","1","0"
"1183","0.4887324","0.7654288","37","1","1","1"
"1184","0.6331154","0.6015358","37","1","1","2"
"1185","0.3442155","0.5970255","37","1","1","3"
