Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown16
"38","SwampOfSorrows","-2081.25","-4589.583","-9535.416","-11208.33","0","8","-1","0","14","0","52","54","0","0","0"
"39","Westfall","3016.667","-483.3333","-9400","-11733.33","0","40","-1","0","14","0","10","15","0","0","0"
"40","Wetlands","-389.5833","-4525","-2147.917","-4904.167","0","11","-1","0","14","0","20","25","0","0","0"
"41","Teldrassil","4235.417","-1639.583","11847.92","7931.25","1","141","-1","0","13","0","1","10","0","0","0"
"42","Darkshore","3016.667","-3447.917","8222.916","3912.5","1","148","-1","0","13","0","10","20","0","0","0"
"43","Ashenvale","1700","-4066.667","4672.917","829.1666","1","331","-1","0","13","0","20","25","0","0","0"
"61","ThousandNeedles","-433.3333","-4833.333","-3966.667","-6900","1","400","-1","0","13","0","40","45","0","0","0"
"81","StonetalonMountains","3902.083","-1997.917","3404.167","-529.1666","1","406","-1","0","13","0","25","30","0","0","0"
"101","Desolace","4233.333","-262.5","452.0833","-2545.833","1","405","-1","0","13","0","30","35","0","0","0"
"121","Feralas","5441.667","-1508.333","-2366.667","-7000","1","357","-1","0","13","0","35","40","0","0","0"
"141","Dustwallow","-975","-6225","-2033.334","-5533.334","1","15","-1","0","13","0","35","40","0","0","0"
"161","Tanaris","-62.5","-7275","-5770.833","-10579.17","1","440","-1","0","13","0","45","50","0","0","0"
"181","Aszhara","-3372.917","-8887.5","5381.25","1704.167","1","16","-1","0","13","0","10","20","0","0","0"
"182","Felwood","1797.917","-4264.583","7237.5","3195.833","1","361","-1","0","13","0","45","50","0","0","0"
"201","UngoroCrater","533.3333","-3166.667","-5966.667","-8433.333","1","490","-1","0","13","0","50","55","0","0","0"
"241","Moonglade","-1381.25","-3689.583","8491.666","6952.083","1","493","-1","0","13","0","55","60","0","0","0"
"261","Silithus","2983.333","-1075","-5872.917","-8579.166","1","1377","-1","0","13","0","55","60","0","0","0"
"281","Winterspring","-991.6666","-7141.667","8793.75","4693.75","1","618","-1","0","13","0","50","55","0","0","0"
"301","StormwindCity","1722.917","-14.58398","-7995.834","-9154.166","0","1519","-1","0","14","32","0","0","0","0","0"
"321","Orgrimmar","-3506.354","-5245.729","2486.667","1327.083","1","1637","-1","0","4","36","0","0","0","0","0"
"341","Ironforge","-713.5914","-1504.216","-4569.241","-5096.846","0","1537","-1","0","14","0","0","0","0","0","0"
"362","ThunderBluff","516.6666","-527.0833","-849.9999","-1545.833","1","1638","-1","0","13","0","0","0","0","0","0"
"381","Darnassus","3187.5","1647.917","10464.58","9437.5","1","1657","-1","0","13","32","0","0","0","0","0"
"382","Undercity","873.1926","-86.1824","1877.945","1237.841","0","1497","-1","0","14","0","0","0","0","0","0"
"401","AlteracValley","1781.25","-2456.25","1085.417","-1739.583","30","2597","-1","0","0","0","0","0","0","0","0"
"443","WarsongGulch","2041.667","895.8333","1627.083","862.4999","489","3277","-1","0","0","0","0","0","0","0","0"
"461","ArathiBasin","1858.333","102.0833","1508.333","337.5","529","3358","-1","0","0","0","0","0","0","0","0"
"462","EversongWoods","-4487.5","-9412.5","11041.67","7758.333","530","3430","0","0","14","0","1","10","0","0","0"
"463","Ghostlands","-5283.333","-8583.333","8266.666","6066.667","530","3433","0","0","14","0","10","20","0","0","0"
"464","AzuremystIsle","-10500","-14570.83","-2793.75","-5508.333","530","3524","1","0","13","0","1","10","0","0","0"
"465","Hellfire","5539.583","375","1481.25","-1962.5","530","3483","-1","0","466","0","58","63","0","0","0"
"466","Expansion01","12996.04","-4468.039","5821.359","-5821.359","530","0","-1","0","0","0","0","0","0","0","0"
"467","Zangarmarsh","9475","4447.917","1935.417","-1416.667","530","3521","-1","0","466","0","60","64","0","0","0"
"471","TheExodar","-11066.37","-12123.14","-3609.683","-4314.371","530","3557","1","0","13","0","0","0","0","0","0"
"473","ShadowmoonValley","4225","-1275","-1947.917","-5614.583","530","3520","-1","0","466","0","67","70","0","0","0"
"475","BladesEdgeMountains","8845.833","3420.833","4408.333","791.6666","530","3522","-1","0","466","0","65","68","0","0","0"
"476","BloodmystIsle","-10075","-13337.5","-758.3333","-2933.333","530","3525","1","0","13","0","10","20","0","0","0"
"477","Nagrand","10295.83","4770.833","41.66666","-3641.667","530","3518","-1","0","466","0","64","67","0","0","0"
"478","TerokkarForest","7083.333","1683.333","-999.9999","-4600","530","3519","-1","0","466","0","62","65","0","0","0"
"479","Netherstorm","5483.333","-91.66666","5456.25","1739.583","530","3523","-1","0","466","0","67","70","0","0","0"
"480","SilvermoonCity","-6400.75","-7612.208","10153.71","9346.938","530","3487","0","0","14","0","0","0","0","0","0"
"481","ShattrathCity","6135.259","4829.009","-1473.954","-2344.788","530","3703","-1","0","466","0","0","0","0","0","0"
"482","NetherstormArena","2660.417","389.5833","2918.75","1404.167","566","3820","-1","0","0","0","0","0","0","0","0"
"485","Northrend","9217.152","-8534.246","10593.38","-1240.89","571","0","-1","0","0","0","0","0","0","0","0"
"486","BoreanTundra","8570.833","2806.25","4897.917","1054.167","571","3537","-1","0","485","0","68","72","0","0","0"
"488","Dragonblight","3627.083","-1981.25","5575","1835.417","571","65","-1","0","485","0","71","75","0","0","0"
"490","GrizzlyHills","-1110.417","-6360.417","5516.667","2016.667","571","394","-1","0","485","0","73","75","0","0","0"
"491","HowlingFjord","-1397.917","-7443.75","3116.667","-914.5833","571","495","-1","0","485","0","68","72","0","0","0"
"492","IcecrownGlacier","5443.75","-827.0833","9427.083","5245.833","571","210","-1","0","485","0","77","80","0","0","0"
"493","SholazarBasin","6929.167","2572.917","7287.5","4383.333","571","3711","-1","0","485","0","76","78","0","0","0"
"495","TheStormPeaks","1841.667","-5270.833","10197.92","5456.25","571","67","-1","0","485","0","77","80","0","0","0"
"496","ZulDrak","-600","-5593.75","7668.75","4339.583","571","66","-1","0","485","0","74","76","0","0","0"
"499","Sunwell","-5302.083","-8629.166","13568.75","11350","530","4080","0","0","14","0","0","0","0","0","0"
"501","LakeWintergrasp","4329.167","1354.167","5716.667","3733.333","571","4197","-1","0","485","0","77","80","0","0","0"
"502","ScarletEnclave","-4047.917","-7210.417","3087.5","979.1666","609","4298","-1","0","0","0","0","0","0","0","0"
"504","Dalaran","0","0","0","0","571","4395","-1","27","510","0","0","0","0","0","0"
"510","CrystalsongForest","1443.75","-1279.167","6502.083","4687.5","571","2817","-1","0","485","0","77","80","0","0","0"
"512","StrandoftheAncients","787.5","-956.2499","1883.333","720.8333","607","4384","-1","0","0","0","0","0","0","0","0"
"520","TheNexus","0","0","0","0","576","4265","-1","0","486","0","0","0","0","0","0"
"521","CoTStratholme","2152.083","327.0833","2297.917","1081.25","595","4100","-1","0","161","260","0","0","0","0","0"
"522","Ahnkahet","-233.3333","-1206.25","849.9999","202.0833","619","4494","-1","0","488","0","0","0","0","0","0"
"523","UtgardeKeep","0","0","0","0","574","206","-1","0","491","0","0","0","0","0","0"
"524","UtgardePinnacle","3275","-3275","2166.667","-2200","575","1196","-1","0","491","0","0","0","0","0","0"
"525","HallsofLightning","2500","-899.9999","2200","-66.66666","602","4272","-1","0","495","0","0","0","0","0","0"
"526","Ulduar77","2766.667","-633.3333","2200","-66.66666","599","4264","-1","0","495","0","0","0","0","0","0"
"527","TheEyeofEternity","2766.667","-633.3333","2200","-66.66666","616","4500","-1","0","486","0","0","0","0","0","0"
"528","Nexus80","2337.5","-262.5","1956.25","222.9167","578","4228","-1","0","486","0","0","0","0","0","0"
"529","Ulduar","1583.333","-1704.167","1168.75","-1022.917","603","4273","-1","0","495","260","0","0","0","0","0"
"530","Gundrak","1310.417","166.6667","2122.917","1360.417","604","4416","-1","0","496","0","0","0","0","0","0"
"531","TheObsidianSanctum","1133.333","-29.16667","3616.667","2841.667","615","4493","-1","0","488","0","0","0","0","0","0"
"532","VaultofArchavon","1033.333","-1566.667","600","-1133.333","624","4603","-1","0","501","0","0","0","0","0","0"
"533","AzjolNerub","1020.833","-52.08333","872.9166","158.3333","601","4277","-1","0","488","0","0","0","0","0","0"
"534","DrakTharonKeep","-377.0833","-1004.167","-168.75","-587.5","600","4196","-1","0","496","0","0","0","0","0","0"
"535","Naxxramas","-2520.833","-4377.083","3597.917","2360.417","533","3456","-1","0","488","0","0","0","0","0","0"
"536","VioletHold","983.3333","600","2006.25","1750","608","4415","-1","0","504","0","0","0","0","0","0"
"539","GilneasX","3439.583","293.75","-533.3333","-2631.25","638","4714","-1","0","0","0","0","0","0","0","0"
"540","IsleofConquest","525","-2125","1708.333","-58.33333","628","4710","-1","0","0","0","0","0","0","0","0"
"541","HrothgarsLanding","2797.917","-879.1666","10781.25","8329.166","571","4742","-1","0","485","0","77","80","0","0","0"
"542","TheArgentColiseum","2100","-500","2200","466.6667","650","4723","-1","0","492","0","0","0","0","0","0"
"543","TheArgentColiseum","2100","-500","2200","466.667","649","4722","-1","94","492","0","0","0","0","0","0"
"544","TheLostIsles","4383.333","-131.25","2881.25","-129.1667","648","4720","-1","0","751","16","1","12","0","0","0"
"545","Gilneas","3439.583","293.75","-533.3333","-2631.25","654","4714","-1","0","14","1088","1","12","0","0","0"
"601","TheForgeofSouls","7033.333","-4366.667","6466.667","-1133.333","632","4809","-1","0","492","0","0","0","0","0","0"
"602","PitofSaron","839.5833","-693.75","1256.25","233.3333","658","4813","-1","0","492","0","0","0","0","0","0"
"603","HallsofReflection","7033.333","-5966.667","6466.667","-2200","668","4820","-1","102","492","0","0","0","0","0","0"
"604","IcecrownCitadel","6366.667","-5833.333","5933.333","-2200","631","4812","-1","0","492","0","0","0","0","0","0"
"605","Kezan","2129.167","777.0833","-7731.25","-8631.25","648","4737","-1","0","751","16","0","0","0","0","0"
"606","Hyjal","-929.1666","-5175","6195.833","3364.583","1","616","-1","0","13","0","80","82","0","0","0"
"607","SouthernBarrens","1356.25","-6056.25","204.1667","-4737.5","1","4709","-1","0","13","0","30","35","0","0","0"
"609","TheRubySanctum","902.0833","150","3429.167","2927.083","724","4987","-1","0","488","0","0","0","0","0","0"
"610","VashjirKelpForest","5070.833","2268.75","-4018.75","-5887.5","0","4815","-1","0","613","0","0","0","0","0","0"
"611","GilneasCity","1933.333","1043.75","-1306.25","-1900","654","4755","-1","0","545","0","0","0","0","0","0"
"613","Vashjir","8754.166","1808.333","-3720.833","-8352.083","0","5146","-1","0","14","0","80","82","0","0","0"
"614","VashjirDepths","8233.333","4158.333","-4906.25","-7622.917","0","5145","-1","0","613","0","0","0","0","0","0"
"615","VashjirRuins","6681.25","1831.25","-4756.25","-7989.583","0","5144","-1","0","613","0","0","0","0","0","0"
"626","TwinPeaks","931.2499","-283.3333","2266.667","1456.25","726","5031","-1","0","0","0","0","0","0","0","0"
"640","Deepholm","3052.083","-2047.917","2795.833","-604.1666","646","5042","-1","0","751","16","82","83","0","0","0"
"673","TheCapeOfStranglethorn","2108.333","-1837.5","-12516.67","-15147.92","0","5287","-1","0","14","0","30","35","0","0","0"
"677","BattleforGilneas","1933.333","1043.75","-1306.25","-1900","728","5108","-1","0","0","0","0","0","0","0","0"
"678","Gilneas_terrain1","3439.583","293.75","-533.3333","-2631.25","654","4714","-1","0","14","66","1","12","0","0","0"
"679","Gilneas_terrain2","3439.583","293.75","-533.3333","-2631.25","654","4714","-1","0","14","66","1","12","0","0","0"
"680","Ragefire","0","0","0","0","389","2437","-1","0","321","0","0","0","0","0","0"
"681","TheLostIsles_terrain1","4383.333","-131.25","2881.25","-129.1667","648","4720","-1","0","751","18","1","12","0","0","0"
"682","TheLostIsles_terrain2","4383.333","-131.25","2881.25","-129.1667","648","4720","-1","0","751","18","1","12","0","0","0"
"683","Hyjal_terrain1","-929.1666","-5175","6195.833","3364.583","1","616","-1","0","13","2","80","82","0","0","0"
"684","RuinsofGilneas","3439.583","293.75","-533.3333","-2631.25","0","4706","-1","0","14","0","0","0","0","0","0"
"685","RuinsofGilneasCity","1933.333","1043.75","-1306.25","-1900","0","5351","-1","0","14","32","0","0","0","0","0"
"686","ZulFarrak","1625","241.6667","2052.083","1129.167","209","1176","-1","0","161","0","0","0","0","0","0"
"687","TheTempleOfAtalHakkar","0","0","0","0","109","1477","-1","0","38","0","0","0","0","0","0"
"688","BlackfathomDeeps","0","0","0","0","48","719","-1","0","43","0","0","0","0","0","0"
"689","StranglethornVale","2977.083","-3575","-10964.58","-15333.33","0","5339","-1","0","14","0","25","35","0","0","0"
"690","TheStockade","0","0","0","0","34","717","-1","0","301","0","0","0","0","0","0"
"691","Gnomeregan","0","0","0","0","90","721","-1","0","27","0","0","0","0","0","0"
"692","Uldaman","0","0","0","0","70","1337","-1","0","17","0","0","0","0","0","0"
"696","MoltenCore","0","0","0","0","409","2717","-1","0","29","0","0","0","0","0","0"
"697","ZulGurub","-693.75","-2570.833","-11308.33","-12560.42","309","1977","-1","0","0","0","0","0","0","0","0"
"699","DireMaul","0","0","0","0","429","2557","-1","0","121","0","0","0","0","0","0"
"700","TwilightHighlands","-2437.5","-7708.333","-2156.25","-5670.833","0","4922","-1","0","14","0","84","85","0","0","0"
"704","BlackrockDepths","0","0","0","0","230","1584","-1","0","28","0","0","0","0","0","0"
"708","TolBarad","2010.417","-4.166667","-560.4166","-1904.167","732","5095","0","0","0","0","84","85","0","0","0"
"709","TolBaradDailyArea","2412.5","575","377.0833","-847.9166","732","5389","0","0","0","0","85","85","0","0","0"
"710","TheShatteredHalls","0","0","0","0","540","3714","-1","0","465","0","0","0","0","0","0"
"717","RuinsofAhnQiraj","3035.417","522.9166","-8233.333","-9908.333","509","3429","-1","0","261","0","0","0","0","0","0"
"718","OnyxiasLair","0","0","0","0","249","2159","-1","0","141","0","0","0","0","0","0"
"720","Uldum","2441.667","-3752.083","-8029.167","-12158.33","1","5034","-1","0","13","0","83","84","0","0","0"
"721","BlackrockSpire","0","0","0","0","229","1583","-1","0","29","0","0","0","0","0","0"
"722","AuchenaiCrypts","0","0","0","0","558","3790","-1","0","478","0","0","0","0","0","0"
"723","SethekkHalls","0","0","0","0","556","3791","-1","0","478","0","0","0","0","0","0"
"724","ShadowLabyrinth","0","0","0","0","555","3789","-1","0","478","0","0","0","0","0","0"
"725","TheBloodFurnace","0","0","0","0","542","3713","-1","0","465","0","0","0","0","0","0"
"726","TheUnderbog","0","0","0","0","546","3716","-1","0","467","0","0","0","0","0","0"
"727","TheSteamvault","0","0","0","0","545","3715","-1","0","467","0","0","0","0","0","0"
"728","TheSlavePens","0","0","0","0","547","3717","-1","0","467","0","0","0","0","0","0"
"729","TheBotanica","0","0","0","0","553","3847","-1","0","479","0","0","0","0","0","0"
"730","TheMechanar","0","0","0","0","554","3849","-1","0","479","0","0","0","0","0","0"
"731","TheArcatraz","0","0","0","0","552","3848","-1","0","479","0","0","0","0","0","0"
"732","ManaTombs","0","0","0","0","557","3792","-1","0","478","0","0","0","0","0","0"
"733","CoTTheBlackMorass","7650","6562.5","-1500","-2225","269","2366","-1","0","0","0","0","0","0","0","0"
"734","CoTHillsbradFoothills","1854.167","-477.0833","3127.083","1572.917","560","2367","-1","0","0","0","0","0","0","0","0"
"736","GilneasBattleground2","1745.833","443.75","1604.167","735.4166","761","5449","-1","0","0","0","0","0","0","0","0"
"737","TheMaelstrom","1556.25","6.25","1370.833","337.5","730","5416","-1","0","751","16","0","0","0","0","0"
"747","LostCityofTolvir","-1004.167","-1975","-10591.67","-11239.58","755","5396","-1","0","720","2","0","0","0","0","0"
"748","Uldum_terrain1","2441.667","-3752.083","-8029.167","-12158.33","1","5034","-1","0","13","2","83","84","0","0","0"
"749","WailingCaverns","0","0","0","0","43","718","-1","0","11","0","0","0","0","0","0"
"750","Maraudon","0","0","0","0","349","2100","-1","0","101","0","0","0","0","0","0"
"751","TheMaelstromContinent","0","0","0","0","-1","5630","-1","0","0","8","0","0","0","0","0"
"752","BaradinHold","2633.333","33.33333","1133.333","-600","757","5600","-1","0","708","0","0","0","0","0","0"
"753","BlackrockCaverns","2100","-500","1133.333","-600","645","4926","-1","0","29","0","0","0","0","0","0"
"754","BlackwingDescent","1033.333","-1566.667","600","-1133.333","669","5094","-1","0","29","0","0","0","0","0","0"
"755","BlackwingLair","633.3333","-2766.667","-6333.333","-8600","469","2677","-1","0","29","0","0","0","0","0","0"
"756","TheDeadmines","1966.667","-3033.333","1133.333","-2200","36","1581","-1","0","39","0","0","0","0","0","0"
"757","GrimBatol","1166.667","-2233.333","600","-1666.667","670","4950","-1","0","700","0","0","0","0","0","0"
"758","TheBastionofTwilight","1166.667","-2233.333","600","-1666.667","671","5334","-1","0","700","0","0","0","0","0","0"
"759","HallsofOrigination","2366.667","-1833.333","600","-2200","644","4945","-1","0","720","0","0","0","0","0","0"
"760","RazorfenDowns","2766.667","-633.3333","3266.667","999.9999","129","722","-1","0","61","0","0","0","0","0","0"
"761","RazorfenKraul","2766.667","966.6666","2733.333","1533.333","47","491","-1","0","607","0","0","0","0","0","0"
"762","ScarletMonastery","1508.333","-800","1918.75","379.166","189","796","-1","0","20","0","0","0","0","0","0"
"763","Scholomance","633.3333","-1166.667","600","-600","289","2057","-1","0","22","0","0","0","0","0","0"
"764","ShadowfangKeep","4500","300","1133.333","-1666.667","33","209","-1","0","21","0","0","0","0","0","0"
"765","Stratholme","-1766.667","-5166.667","4333.333","2066.667","329","2017","-1","0","23","0","0","0","0","0","0"
"766","AhnQiraj","3033.333","1233.333","-7933.333","-9133.333","531","3428","-1","192","261","0","0","0","0","0","0"
"767","ThroneofTides","2100","-500","600","-1133.333","643","5004","-1","0","614","0","0","0","0","0","0"
"768","TheStonecore","2766.667","-633.3333","2200","-66.66666","725","5088","-1","0","640","0","0","0","0","0","0"
"769","Skywall","2366.667","-1833.333","600","-2200","657","5035","-1","0","720","0","0","0","0","0","0"
"770","TwilightHighlands_terrain1","-2437.5","-7708.333","-2156.25","-5670.833","0","4922","-1","0","14","2","84","85","0","0","0"
"772","AhnQirajTheFallenKingdom","3891.667","-158.3333","-8033.333","-10733.33","1","5695","-1","0","13","0","0","0","0","0","0"
"773","ThroneoftheFourWinds","2100","-500","600","-1133.333","754","5638","-1","0","720","0","0","0","0","0","0"
"775","CoTMountHyjal","-1525","-4025","6145.833","4479.167","534","3606","-1","0","0","0","0","0","0","0","0"
"776","GruulsLair","0","0","0","0","565","3923","-1","0","475","0","0","0","0","0","0"
"779","MagtheridonsLair","0","0","0","0","544","3836","-1","0","465","0","0","0","0","0","0"
"780","CoilfangReservoir","0","0","0","0","548","3607","-1","0","467","0","0","0","0","0","0"
"781","ZulAman","1852.083","583.3333","568.75","-277.0833","568","3805","-1","0","463","0","0","0","0","0","0"
"782","TempestKeep","0","0","0","0","550","3845","-1","0","479","0","0","0","0","0","0"
"789","SunwellPlateau","1206.25","300","2012.5","1408.333","580","4075","-1","0","893","260","70","70","0","0","0"
"793","ZulGurub","-612.5","-2733.333","-11225","-12639.58","859","1977","-1","0","37","0","0","0","0","0","0"
"795","MoltenFront","933.3333","-256.25","1702.083","908.3333","861","5733","-1","0","606","0","0","0","0","0","0"
"796","BlackTemple","1150","366.6667","949.9999","427.0833","564","3959","-1","0","473","4","0","0","0","0","0"
"797","HellfireRamparts","1935.417","1277.083","-1041.667","-1479.167","543","3562","-1","0","465","0","0","0","0","0","0"
"798","MagistersTerrace","250","-297.9167","325","-39.58333","585","4131","-1","0","499","0","0","0","0","0","0"
"799","Karazhan","-1191.667","-2950","-10389.58","-11562.5","532","3457","-1","0","32","0","0","0","0","0","0"
"800","Firelands","718.75","-868.7499","425","-633.3333","720","5723","-1","0","606","260","0","0","0","0","0"
"803","TheNexusLegendary","0","0","0","0","951","5786","-1","0","486","0","0","0","0","0","0"
"806","TheJadeForest","1452.083","-5531.25","3652.083","-1002.084","870","5785","-1","0","862","0","85","86","0","0","0"
"807","ValleyoftheFourWinds","2679.167","-1245.834","1095.833","-1520.834","870","5805","-1","0","862","0","86","87","0","0","0"
"808","TheWanderingIsle","4979.166","2308.333","1785.417","6.25","860","5736","-1","0","0","64","1","10","0","0","0"
"809","KunLaiSummit","4839.583","-1418.75","5618.75","1445.833","870","5841","-1","0","862","0","87","88","0","0","0"
"810","TownlongWastes","7079.166","1335.417","4558.333","729.167","870","5842","-1","0","862","0","88","89","0","0","0"
"811","ValeofEternalBlossoms","2481.25","-52.08398","1947.917","260.416","870","5840","-1","0","862","0","90","90","0","0","0"
"813","NetherstormArena","2660.417","389.5833","2918.75","1404.167","968","5799","-1","0","0","0","0","0","0","0","0"
"816","WellofEternity","-4650","-5902.083","3766.667","2933.333","939","5788","-1","0","161","0","0","0","0","0","0"
"819","HourofTwilight","1791.667","-1252.083","5327.083","3297.917","940","5844","-1","0","161","260","0","0","0","0","0"
"820","EndTime","2260.417","-1035.417","4697.917","2500","938","5789","-1","0","161","4","0","0","0","0","0"
"823","DarkmoonFaireIsland","7268.75","5410.417","-3322.917","-4562.5","974","5861","-1","0","0","0","0","0","0","0","0"
"824","DragonSoul","-833.5928","-3940.301","-565.0928","-2628.158","967","5892","-1","0","161","260","0","0","0","0","0"
"851","DustwallowMarshScenario","-3979.166","-5037.5","-3468.75","-4175","999","6040","-1","0","141","0","0","0","0","0","0"
"856","TempleofKotmogu","1743.75","904.167","2083.333","1522.917","998","6051","-1","0","0","0","0","0","0","0","0"
"857","Krasarang","2947.917","-1739.584","-110.416","-3235.416","870","6134","-1","0","862","0","86","87","0","0","0"
"858","DreadWastes","6139.583","787.5","1416.667","-2152.084","870","6138","-1","0","862","0","89","90","0","0","0"
"860","STVDiamondMineBG","1320.833","-929.166","1495.833","-4.166016","727","6126","-1","0","689","64","0","0","0","0","0"
"862","Pandaria","8752.86","-6762.44","6679.16","-3664.38","870","0","-1","0","0","0","0","0","0","0","0"
"864","Northshire","187.5","-781.25","-8570.83","-9216.67","0","6170","-1","0","30","0","0","0","0","0","0"
"866","ColdridgeValley","979.167","14.58398","-5962.5","-6606.25","0","6176","-1","0","27","0","0","0","0","0","0"
"867","EastTemple","-2154.166","-2918.75","1197.917","687.5","960","5956","-1","0","806","0","0","0","0","0","0"
"871","ScarletHalls","977.083","60.41602","1372.917","762.5","1001","6052","-1","639","20","0","0","0","0","0","0"
"873","TheHiddenPass","812.5","-981.25","1689.583","493.75","870","6006","-1","0","862","0","0","0","0","0","0"
"874","ScarletCathedral","2233.333","-1166.666","2200","-66.66602","1004","6109","-1","641","20","0","0","0","0","0","0"
"875","TheGreatWall","3133.333","1333.333","1666.667","466.666","962","5976","-1","649","811","0","0","0","0","0","0"
"876","StormstoutBrewery","1664.583","814.583","-458.334","-1025","961","5963","-1","0","807","0","0","0","0","0","0"
"877","ShadowpanHideout","3362.5","2300","4210.417","3502.083","959","5918","-1","0","809","4","0","0","0","0","0"
"878","BrewmasterScenario01","-875","-1343.75","2389.583","2077.083","1005","6101","-1","0","806","0","0","0","0","0","0"
"880","TheJadeForestScenario","-1397.916","-2322.916","2372.917","1756.25","1024","6209","-1","0","806","0","0","0","0","0","0"
"881","ValleyOfPowerScenario","1743.75","904.167","2083.333","1522.917","1035","6449","-1","0","811","0","0","0","0","0","0"
"882","BrewmasterScenario03","1220.833","314.584","-2564.584","-3168.75","1048","6309","-1","0","857","0","0","0","0","0","0"
"883","Tyrivess","5616.666","2933.333","-252.084","-2041.666","1050","6328","-1","0","858","0","0","0","0","0","0"
"884","KunLaiPassScenario","747.917","-222.916","2216.667","1568.75","1051","6426","-1","0","809","0","0","0","0","0","0"
"885","MogushanPalace","-700","-4100","-3133.334","-5400","994","6182","-1","0","811","0","0","0","0","0","0"
"886","TerraceOfEndlessSpring","-2497.916","-3200","-789.584","-1258.334","996","6067","-1","0","873","0","0","0","0","0","0"
"887","SiegeofNiuzaoTemple","5762.5","4747.916","2029.167","1352.083","1011","6214","-1","0","810","4","0","0","0","0","0"
"888","ShadowglenStart","1491.667","41.66602","11033.33","10066.67","1","6450","-1","0","41","0","0","0","0","0","0"
"889","ValleyofTrialsStart","-3641.666","-4991.666","0","-900","1","6451","-1","0","4","0","0","0","0","0","0"
"890","CampNaracheStart","233.334","-1533.334","-2577.084","-3754.166","1","6452","-1","0","9","0","0","0","0","0","0"
"891","EchoIslesStart","-4491.666","-6297.916","-525","-1729.166","1","6453","-1","0","4","0","0","0","0","0","0"
"892","DeathknellStart","2147.917","1058.333","2270.833","1543.75","0","6454","-1","0","20","0","0","0","0","0","0"
"893","SunstriderIsleStart","-5383.334","-6983.334","10833.33","9766.666","530","6455","0","0","462","0","0","0","0","0","0"
"894","AmmenValeStart","-12814.58","-14633.33","-3604.166","-4816.666","530","6456","1","0","464","0","0","0","0","0","0"
"895","NewTinkertownStart","1206.25","-643.75","-4727.084","-5960.416","0","6457","-1","0","27","0","0","0","0","0","0"
"896","MogushanVaults","2633.333","33.33398","4866.666","3133.333","1008","6125","-1","0","811","0","0","0","0","0","0"
"897","HeartofFear","1279.167","-243.75","-1714.584","-2729.166","1009","6297","-1","0","858","0","0","0","0","0","0"
