Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10
"394","8","0","1","3.5","2.5","9","1","2","1","443","23"
"395","8","0","1","3.5","2.5","9","1","0","1","443","23"
"396","8","1","0","2.5","0","9","1","-1","1","442","23"
"397","8","0","1","3.5","2.5","9","1","1","1","441","23"
"398","8","0","1","3.5","2.5","9","1","2","1","441","23"
"399","8","0","1","3.5","2.5","9","1","0","1","441","23"
"400","8","1","0","2.5","0","9","1","-1","1","440","23"
"401","8","0","1","3.5","2.5","9","1","1","1","439","23"
"402","8","0","1","3.5","2.5","9","1","2","1","439","23"
"403","8","0","1","3.5","2.5","9","1","0","1","439","23"
"404","8","1","0","2.5","0","9","1","-1","1","438","23"
"405","8","0","1","3.5","2.5","9","1","1","1","437","23"
"406","8","0","1","3.5","2.5","9","1","2","1","437","23"
"407","8","0","1","3.5","2.5","9","1","0","1","437","23"
"408","8","1","0","2.5","0","9","1","-1","1","436","23"
"409","8","0","1","3.5","2.5","9","1","1","1","435","23"
"410","8","0","1","3.5","2.5","9","1","2","1","435","23"
"411","8","0","1","3.5","2.5","9","1","0","1","435","23"
"412","8","1","0","2.5","0","9","1","-1","1","434","23"
"413","8","1","0","3","0","5","1","2","1","417","23"
"414","8","0","1","1","1","0","1","33","1","416","23"
"417","20","1","0","5","0","5","1","-1","0","272","23"
"418","20","0","1","5","2","0","1","-1","6","272","23"
"419","40","0","1","2.5","0.5","0","0","-1","0","272","23"
"423","6","0","1","0.2","1","0.2","1","-1","0","452","23"
"424","10","1","0","1","0","1","1","-1","0","452","23"
"425","10","0","1","1","1","1","1","-1","0","452","23"
"426","20","0.5","0.5","0.25","0.25","0","1","-1","0","453","8"
"428","10","1","0","1","0","1","1","-1","0","419","7"
"430","10","0","1","1.25","2","0","1","-1","0","418","23"
"432","50","0","1","3","0","3","3","-1","2","289","23"
"433","20","1","0","3","0","3","0","-1","2","289","55"
"436","20","1","0","0.5","1","1.5","0","-1","0","288","55"
"437","20","0","1","3","0","3","0","-1","2","289","55"
"438","50","1","0","3","0","3","3","-1","2","289","23"
"442","9","1","0.01","0.5","0.95","0.55","1","19","1","240","23"
"445","0","0","1","0","0","0","1","-1","0","292","10"
"449","8","0","1","3.5","2.5","9","1","19","1","418","23"
"450","8","0","1","3.5","2.5","9","1","19","1","416","23"
"451","8","0","1","3.5","2.5","9","1","19","1","450","23"
"452","8","0","1","3.5","2.5","9","1","19","1","421","23"
"453","8","0","1","3.5","2.5","9","1","19","1","414","23"
"454","8","0","1","3.5","2.5","9","1","19","1","423","23"
"455","8","0","1","3.5","2.5","9","1","19","1","425","23"
"456","8","0","1","3.5","2.5","9","1","19","1","427","23"
"457","8","0","1","3.5","2.5","9","1","19","1","429","23"
"458","8","0","1","3.5","2.5","9","1","19","1","431","23"
"459","8","0","1","3.5","2.5","9","1","19","1","447","23"
"460","8","0","1","3.5","2.5","9","1","19","1","445","23"
"461","8","0","1","3.5","2.5","9","1","19","1","443","23"
"462","8","0","1","3.5","2.5","9","1","19","1","441","23"
"463","8","0","1","3.5","2.5","9","1","19","1","439","23"
"464","8","0","1","3.5","2.5","9","1","19","1","437","23"
"465","8","0","1","3.5","2.5","9","1","19","1","435","23"
"466","0","1","1","1","0","1","1","-1","0","422","7"
"474","8","0","1","3.5","2.5","9","1","-1","1","425","23"
"475","10","1","0","0.75","0","1","0.5","-1","1","324","55"
"481","3","1","0","0.65","0.6","0","1","19","1","320","7"
"482","10","0","1","0.35","1","0","0.5","-1","1","464","23"
"483","10","0","1","0.35","0.5","0","0.5","-1","1","464","23"
"486","9","1","0","0.6","0.75","0","3","-1","0","239","23"
"487","10","0","1","0.3","0.2","0","1","-1","1","464","23"
"488","10","0","1","0.01","0.75","0","0.5","-1","1","464","23"
"490","10","0","1","1.5","0","6","0.5","19","1","464","23"
"495","6","1","0","1.5","0","1.5","1","-1","1","464","55"
"496","5","1","0","0.7","0.5","0","1","-1","1","367","23"
"497","5","0","1","4","5","100","1","-1","0","228","23"
"498","5","1","0","4","100","7","1","19","1","228","23"
"499","8","0","1","3","0","0","2","-1","0","465","23"
"500","8","0","1","3","0","0","2","19","0","465","23"
"501","10","1","0","1","0","1","1","-1","0","295","23"
"502","10","0","1","1.25","0","2","1","-1","0","295","23"
"503","3","0","0.5","2","1","3","1","-1","0","243","23"
"505","10","0","1","0.01","0.75","0","1","-1","0","267","23"
"506","8","0","1","2.5","0","9","1","-1","1","449","23"
"507","1","0","0.3","0.5","0.5","0.5","1","-1","1","449","23"
"508","2","0","0.8","2","0.4","0.5","1","1","5","472","23"
"509","3","0","0.8","3","0.4","2","1","1","5","417","23"
"510","20","0.5","0.5","0.25","0.25","0","1","-1","0","277","8"
"511","1","0","1","0","0","0","1","1","0","267","23"
"512","1","0","0.5","1.8","0.5","2","1","-1","1","416","23"
"513","1","0","0.5","2","2","0","1","-1","0","464","23"
"514","1","1","0","0.3","0.25","0","2","22","1","295","23"
"515","10","0","1","0.01","0.75","0","1","-1","0","295","23"
"517","10","0","1","1.25","0","2","0","-1","0","295","23"
"518","1","0","0.4","0","1","0","1","19","5","294","23"
"519","6","0","0.5","1","1","0","1","-1","0","466","31"
"520","10","0","1","1","0","10","3","39","7","467","23"
"521","5","1","0","0","1","0","1","19","2","439","23"
"524","0","0","1","0.5","2","2","2","-1","0","470","15"
"525","10","1","0","1.5","0","1.5","1","19","0","267","23"
"526","6","0","1","1","1","0","1","19","2","267","31"
"527","20","0","1","3","1","5","0.25","-1","5","272","23"
"528","10","0","1","1","0","10","0.25","19","1","467","55"
"529","6","1","0","1","0","1","0","-1","1","267","23"
"530","10","1","0","1.75","1","0","1","-1","0","307","23"
"531","10","1","0","1","0","1","1","-1","0","472","7"
"532","5","0","1","0.2","1","0.2","1","-1","0","239","23"
"533","6","1","0","0.2","1","0.2","1","-1","0","240","23"
"534","8","0","1","1","1","0","1","33","1","433","23"
"535","8","0","1","1","1","0","1","33","1","427","23"
"537","8","0","1","1","1","0","1","33","1","425","23"
"538","8","0","1","1","1","0","1","33","1","450","23"
"539","10","1","0","1","0","1","0","-1","0","289","55"
"540","20","0","1","1.5","0","1.5","0","-1","2","289","55"
"541","50","0","1","1.5","0","1.5","3","-1","2","289","23"
"542","10","0","1","1.5","0","1.5","0","-1","0","289","55"
"543","50","1","0","1.5","0","1.5","3","-1","2","289","23"
"544","25","0","1","3.5","1.5","0","2.5","-1","0","418","23"
"545","1","0","0.65","3.2","0.5","3.5","1","-1","1","425","23"
"546","8","0","1","3.5","2.5","9","1","-1","1","416","23"
"547","8","0","1","3.5","2.5","9","1","-1","1","423","23"
"548","8","0","1","3.5","2.5","9","1","-1","1","427","23"
"549","8","0","1","3.5","2.5","0","1","2","1","450","23"
"550","8","0","1","3.5","2.5","0","1","1","1","450","23"
"551","8","1","0","2.5","0","1","1","-1","1","449","23"
"552","8","1","0","0.75","0","2","1.25","22","1","422","22"
"553","8","0","1","0.75","0","2","1.25","22","1","422","22"
"554","8","1","0","0.75","0","2","1.25","22","1","426","22"
"555","8","0","1","1.25","0","2","1.25","22","1","426","22"
"556","10","0","1","1.25","0","1.25","3","-1","0","473","23"
"557","10","1","0","1","0","1.25","3","-1","0","473","23"
"558","10","1","0","4","0","4","1","-1","0","408","23"
"559","20","0","1","1","1","1","1","-1","0","272","23"
"560","5","1","0","0","1","0","1","19","2","425","23"
"561","3","0","1","6.5","10","10","3","-1","2","243","22"
"562","8","0","1","2.5","0","9","1","-1","1","417","23"
"563","20","0","1","0.5","0.25","0.5","1","-1","0","272","23"
"565","5","0","0.7","15","0.2","3.8","1","1","5","349","55"
"566","2","0","1","10","0.2","1.5","3","1","5","479","55"
"567","1","1","0.1","0.5","0.1","0","2","1","1","472","23"
"568","1","1","0.3","0.36","0.2","0","2","1","1","472","87"
"569","1","0","1","1","1","0","1","-1","0","472","15"
"571","1","1","0.1","0.8","0.3","0","1","1","7","472","7"
"573","20","1","0","2","0","2","0.25","19","1","467","55"
"574","20","1","0","2","0","2","3","39","7","467","23"
"575","4","0","1","1.5","0","3","2","19","7","467","55"
"576","10","0.2","0","2","0","2","0.5","-1","0","268","71"
"577","10","0.5","0","0.5","0","0.5","1","-1","0","268","7"
"581","8","0","1","0","1.85","0.1","0.85","-1","0","422","22"
"582","10","1","0","2","0","2","2","-1","7","467","55"
"583","3","0","0.25","0","0","0","0.7","19","7","483","39"
"584","10","0","1","0.75","0.5","0.75","4","22","7","467","55"
"585","10","1","0","1","1","0","1","-1","0","472","7"
"586","9","1","0","2","0","0","0.5","-1","0","417","7"
"587","10","1","0","1","1","0","1","-1","0","426","7"
"588","3","0","0.25","0.5","0.5","0","6","19","7","473","47"
"589","10","0","1","1","1","2","1","-1","0","472","23"
"594","10","0","1","1","2","0","2","-1","2","490","8"
"595","3","0","1","2","2","5","2","-1","0","450","21"
"596","3","1","0","1","0","2","2","-1","0","450","21"
"600","0","0","0.35","4","4","0","1","-1","1","392","10"
"609","8","0","1","5","1","6","1","-1","1","441","23"
"610","8","1","0","1","0","1","1","-1","1","440","23"
"611","8","1","0","1","0","1","1","-1","1","426","22"
"613","20","0","1","1","1","8","1","-1","3","512","15"
"330","1","0","1","3.5","0","7","1","-1","0","243","23"
"420","5","0","1","0.2","1","0.2","1","-1","0","257","23"
"421","6","1","0","0.2","1","0.2","1","19","1","258","23"
"315","10","0","1","1.75","0","5","1","-1","0","275","23"
"301","9","1","0","0","1.5","0.01","1","20","0","287","6"
"504","10","0","1","1.25","0","2","1","-1","0","267","23"
"333","5","0","1","0.2","1","0.2","1","-1","0","346","23"
"290","5","1","0","1.5","0","1.5","1","-1","0","364","19"
"361","8","0","1","3.5","2.5","9","1","1","1","414","23"
"477","3","0","1","2","0","0","1","-1","0","384","22"
"478","3","0","1","2","0","0","1","-1","0","384","22"
"310","3","1","0","1","1","0","1","-1","1","226","23"
"323","6","1","0","0.2","1","10","1","19","1","229","23"
"362","8","0","1","3.5","2.5","9","1","2","1","414","23"
"348","8","1","0","2.5","0","9","1","-1","1","419","23"
"536","8","0","1","1","1","0","1","33","1","416","23"
"441","10","1","0","1","0","1","1","-1","0","452","23"
"444","10","1","0","1","0","1","1","-1","0","452","23"
"448","10","1","0","1","0","1","1","-1","0","452","23"
"492","10","1","0","1","0","1","1","-1","0","452","23"
"440","10","0","1","1","1","1","1","-1","0","452","23"
"443","10","0","1","1","1","1","1","-1","0","452","23"
"447","10","0","1","1","1","1","1","-1","0","452","23"
"493","10","0","1","1","1","1","1","-1","0","452","23"
"484","10","0","1","1.25","2","0","1","-1","0","418","23"
"494","10","0","1","1.25","2","0","1","-1","0","418","23"
"516","10","0","1","1.25","0","2","1","-1","0","295","23"
"570","1","1","0.3","0.36","0.2","0","2","1","1","472","87"
