Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30
"78","Burning Steppes","0","","","0","0","60","0","-1","0","0","0","0","0","48","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"80","Searing Gorge","0","","","0","0","60","0","-1","0","0","0","0","0","43","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"82","Badlands","0","","","0","0","50","0","-1","0","0","0","0","0","33","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"84","Arathi Highlands","0","","","0","0","44","0","-1","0","0","0","0","0","28","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"86","Hillsbrad Foothills","0","","","0","0","34","0","-1","0","0","0","0","0","18","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"88","Hinterlands","0","","","0","0","54","0","-1","0","0","0","0","0","38","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"90","Western Plaguelands","0","","","0","0","60","0","-1","0","0","0","0","0","48","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"92","Eastern Plaguelands","0","","","0","0","63","0","-1","0","0","0","0","0","53","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"94","Tirisfal Glades","0","","","0","0","14","0","-1","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Silverpine Forest","0","","","0","0","24","0","-1","0","0","0","0","0","8","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Alterac Mountains","0","","","0","0","44","0","-1","0","0","0","0","0","28","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"100","Durotar","0","","","0","0","14","0","-1","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Mulgore","0","","","0","0","14","0","-1","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"104","The Barrens","0","","","0","0","30","0","-1","0","0","0","0","0","8","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Stonetalon Mountains","0","","","0","0","32","0","-1","0","0","0","0","0","13","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"108","Thousand Needles","0","","","0","0","40","0","-1","0","0","0","0","0","23","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"110","Desolace","0","","","0","0","44","0","-1","0","0","0","0","0","28","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"112","Feralas","0","","","0","0","54","0","-1","0","0","0","0","0","38","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"114","Dustwallow Marsh","0","","","0","0","50","0","-1","0","0","0","0","0","33","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"116","Tanaris","0","","","0","0","54","0","-1","0","0","0","0","0","38","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"118","Un'Goro Crater","0","","","0","0","60","0","-1","0","0","0","0","0","45","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"120","Silithus","0","","","0","0","60","0","-1","0","0","0","0","0","53","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"122","Teldrassil","0","","","0","0","14","0","-1","0","0","0","0","0","1","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"124","Darkshore","0","","","0","0","24","0","-1","0","0","0","0","0","8","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"126","Ashenvale","0","","","0","0","34","0","-1","0","0","0","0","0","18","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"128","Felwood","0","","","0","0","60","0","-1","0","0","0","0","0","46","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"130","Azshara","0","","","0","0","60","0","-1","0","0","0","0","0","43","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"132","Winterspring","0","","","0","0","63","0","-1","0","0","0","0","0","53","0","0","0","4","-1","0","0","0","0","0","0","0","0","0","0","0"
"136","Hellfire Ramparts","259","HELLFIRECITADEL","","0","0","67","62","543","259","0","529","0","0","58","61","59","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"137","Blood Furnace","259","HELLFIRECITADEL","","0","0","68","63","542","259","0","557","0","0","59","62","61","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"138","Shattered Halls","259","HELLFIRECITADEL","","0","0","75","0","540","0","0","569","0","0","67","70","0","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"140","Slave Pens","259","COILFANG","","0","0","69","64","547","259","0","572","0","0","60","63","62","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"146","Underbog","259","COILFANG","","0","0","70","65","546","259","0","579","0","0","61","64","63","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"147","The Steamvault","259","COILFANG","","0","0","75","0","545","0","0","575","0","0","67","70","0","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"148","Mana-Tombs","259","AUCHINDOUN","","0","0","71","66","557","259","0","537","0","0","62","65","64","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"149","Auchenai Crypts","259","AUCHINDOUN","","0","0","72","67","558","259","0","524","0","0","63","66","65","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"150","Sethekk Halls","259","AUCHINDOUN","","0","0","73","68","556","259","0","543","0","0","65","68","67","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"151","Shadow Labyrinth","259","AUCHINDOUN","","0","0","75","0","555","0","0","547","0","0","67","70","0","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"152","Hellfire Peninsula","0","Outland","","0","0","66","0","-1","0","0","0","0","0","57","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"153","Zangarmarsh","0","Outland","","0","0","67","0","-1","0","0","0","0","0","58","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"154","Terokkar Forest","0","Outland","","0","0","68","0","-1","0","0","0","0","0","60","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"155","Nagrand","0","Outland","","0","0","70","0","-1","0","0","0","0","0","62","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"156","Shadowmoon Valley","0","Outland","","0","0","73","0","-1","0","0","0","0","0","65","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"157","Blade's Edge Mountains","0","Outland","","0","0","71","0","-1","0","0","0","0","0","63","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"158","Netherstorm","0","Outland","","0","0","73","0","-1","0","0","0","0","0","65","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"159","Naxxramas","256","NAXXRAMAS","","0","187","83","83","533","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"160","Ahn'Qiraj Ruins","0","AQRUINS","","0","0","60","60","509","0","0","0","0","0","60","60","60","3","2","-1","0","0","6","0","0","0","0","0","0","2","0"
"161","Ahn'Qiraj Temple","0","AQTEMPLE","","0","0","60","60","531","0","0","0","0","0","60","60","60","9","2","-1","0","0","6","0","0","0","0","0","0","2","0"
"163","Scarlet Halls","259","SCARLETMONASTERY","","0","0","36","31","1001","258","0","656","0","0","26","30","28","1","1","-1","0","0","1","1","1","3","1","1","3","1","0"
"164","Scarlet Monastery","259","SCARLETMONASTERY","","0","0","38","33","1004","258","0","674","0","0","28","32","30","1","1","-1","0","0","1","1","1","3","1","1","3","1","0"
"166","Eversong Woods","0","","","0","0","14","0","-1","0","0","0","0","0","1","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0"
"167","Azuremyst Isle","0","","","0","0","14","0","-1","0","0","0","0","0","1","0","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0"
"168","Ghostlands","0","","","0","0","24","0","-1","0","0","0","0","0","8","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0"
"169","Bloodmyst Isle","0","","","0","0","24","0","-1","0","0","0","0","0","8","0","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0"
"170","The Escape from Durnholde","259","CAVERNSOFTIME","","0","0","73","67","560","259","0","540","0","0","64","67","66","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"171","Opening of the Dark Portal","259","CAVERNSOFTIME","","0","0","75","0","269","0","0","554","0","0","68","70","0","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"172","The Mechanar","259","TEMPESTKEEP","","0","0","75","68","554","259","0","565","0","0","67","68","68","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"173","The Botanica","259","TEMPESTKEEP","","0","0","75","0","553","0","0","562","0","0","67","70","0","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"174","The Arcatraz","259","TEMPESTKEEP","","0","0","75","0","552","0","0","551","0","0","68","70","0","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"175","Karazhan","256","KARAZHAN","","0","0","70","70","532","0","0","0","0","0","70","70","70","3","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"176","Magtheridon's Lair","0","HELLFIRECITADELRAID","","0","0","70","70","544","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"177","Gruul's Lair","0","GRUULSLAIR","","0","0","70","70","565","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"178","Auchenai Crypts","3","AUCHINDOUN","","6154","0","75","0","558","0","0","524","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"179","Mana-Tombs","3","AUCHINDOUN","","6154","0","75","0","557","0","0","537","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"180","Sethekk Halls","3","AUCHINDOUN","","6154","0","75","0","556","0","0","543","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"181","Shadow Labyrinth","3","AUCHINDOUN","","6864","0","75","0","555","0","0","547","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"182","Opening of the Dark Portal","3","CAVERNSOFTIME","","6147","0","75","0","269","0","0","554","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"183","The Escape from Durnholde","3","CAVERNSOFTIME","","6147","0","75","0","560","0","0","540","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"184","Slave Pens","3","COILFANG","","6144","0","75","0","547","0","0","572","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"185","The Steamvault","3","COILFANG","","6144","0","75","0","545","0","0","575","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"186","Underbog","3","COILFANG","","6144","0","75","0","546","0","0","579","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"187","Blood Furnace","3","HELLFIRECITADEL","","6145","0","75","0","542","0","0","557","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"188","Hellfire Ramparts","3","HELLFIRECITADEL","","6145","0","75","0","543","0","0","0","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"189","Shattered Halls","3","HELLFIRECITADEL","","6145","0","75","0","540","0","0","569","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"190","The Arcatraz","3","TEMPESTKEEP","","6148","0","75","0","552","0","0","551","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"191","The Botanica","3","TEMPESTKEEP","","6148","0","75","0","553","0","0","562","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"192","The Mechanar","3","TEMPESTKEEP","","6148","0","75","0","554","0","0","565","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"193","Tempest Keep","0","TEMPESTKEEP","","0","0","70","70","550","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"194","Serpentshrine Cavern","0","SERPENTSHRINECAVERN","","0","0","70","70","548","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"195","Hyjal Past","0","HYJALPAST","","0","0","70","70","534","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"196","Black Temple","0","BLACKTEMPLE","","0","0","70","70","564","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"198","Magisters' Terrace","259","MAGISTERSTERRACE","","0","0","75","68","585","259","0","533","0","0","68","68","68","1","1","-1","1","0","2","1","1","3","1","1","3","1","0"
"199","The Sunwell","0","SUNWELL","","0","0","70","70","580","0","0","0","0","0","70","70","70","4","2","-1","1","0","7","0","0","0","0","0","0","2","0"
"200","Isle of Quel'Danas","0","","","0","0","72","0","530","0","0","0","0","0","69","0","0","0","4","-1","1","0","0","0","0","0","0","0","0","0","0"
"201","Magisters' Terrace","3","MAGISTERSTERRACE","","6728","0","75","0","585","0","0","533","0","0","70","70","0","2","1","-1","1","0","3","1","1","3","1","1","3","1","0"
"202","Utgarde Keep","259","UTGARDE","","0","0","78","72","574","261","0","640","0","0","68","72","69","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"203","Utgarde Pinnacle","259","UTGARDEPINNACLE","","0","0","80","80","575","261","0","644","0","0","77","80","79","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"204","Azjol-Nerub","259","AZJOLNERUB","","0","0","80","74","601","261","0","587","0","0","70","74","72","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"205","Utgarde Pinnacle","3","UTGARDEPINNACLE","","0","0","82","0","575","0","0","644","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"206","The Oculus","259","THEOCULUS","","0","0","80","80","578","261","0","625","0","0","77","80","79","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"207","Halls of Lightning","259","HALLSOFLIGHTNING","","0","0","80","80","602","261","0","600","0","0","77","80","79","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"208","Halls of Stone","259","HALLSOFSTONE","","0","0","80","78","599","261","0","607","0","0","75","78","77","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"209","The Culling of Stratholme","259","CAVERNSOFTIME","","0","0","80","79","595","261","0","614","0","0","78","80","79","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"210","The Culling of Stratholme","3","CAVERNSOFTIME","","0","0","82","0","595","0","0","614","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"211","The Oculus","3","THEOCULUS","","0","0","82","0","578","0","0","625","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"212","Halls of Lightning","3","HALLSOFLIGHTNING","","0","0","82","0","602","0","0","600","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"213","Halls of Stone","3","HALLSOFSTONE","","0","0","82","0","599","0","0","607","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"214","Drak'Tharon Keep","259","DRAKTHARON","","0","0","80","76","600","261","0","591","0","0","72","75","74","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"215","Drak'Tharon Keep","3","DRAKTHARON","","0","0","82","0","600","0","0","591","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"216","Gundrak","259","GUNDRAK","","0","0","80","78","604","261","0","596","0","0","74","78","76","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"217","Gundrak","3","GUNDRAK","","0","0","82","0","604","0","0","596","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"218","Ahn'kahet: The Old Kingdom","259","AHNKALET","","0","0","80","75","619","261","0","584","0","0","71","75","73","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"219","Ahn'kahet: The Old Kingdom","3","AHNKALET","","0","0","82","0","619","0","0","584","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"220","Violet Hold","259","THEVIOLETHOLD","","0","0","80","77","608","261","0","632","0","0","73","76","75","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"221","Violet Hold","3","THEVIOLETHOLD","","0","0","82","0","608","0","0","632","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"223","The Eye of Eternity","0","MALYGOS","","0","187","83","83","616","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"224","The Obsidian Sanctum","0","CHAMBEROFASPECTS","","0","187","83","83","615","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"225","The Nexus","259","THENEXUS","","0","0","79","73","576","261","0","621","0","0","69","73","71","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"226","The Nexus","3","THENEXUS","","0","0","82","0","576","0","0","621","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"227","Naxxramas","0","NAXXRAMAS","","0","187","83","83","533","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"228","Borean Tundra","0","","","0","0","72","0","571","0","0","0","0","0","68","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"229","Howling Fjord","0","","","0","0","72","0","571","0","0","0","0","0","68","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"230","Grizzly Hills","0","","","0","0","74","0","571","0","0","0","0","0","70","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"231","Dragonblight","0","","","0","0","75","0","571","0","0","0","0","0","71","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"232","Wintergrasp","0","","","0","0","80","0","571","0","0","0","0","0","77","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"233","Zul'Drak","0","","","0","0","77","0","571","0","0","0","0","0","73","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"234","Sholazar Basin","0","","","0","0","79","0","571","0","0","0","0","0","75","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"235","The Storm Peaks","0","","","0","0","80","0","571","0","0","0","0","0","77","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"236","Icecrown","0","IcecrownCitadel","","0","0","80","0","571","0","0","0","0","0","77","0","0","0","4","-1","2","0","0","0","0","0","0","0","0","0","0"
"237","The Eye of Eternity","0","MALYGOS","","0","187","83","83","616","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"238","The Obsidian Sanctum","0","CHAMBEROFASPECTS","","0","187","83","83","615","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"239","Vault of Archavon","0","VAULTOFARCHAVON","","0","187","83","83","624","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"240","Vault of Archavon","0","VAULTOFARCHAVON","","0","187","83","83","624","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"241","Azjol-Nerub","3","AZJOLNERUB","","0","0","82","0","601","0","0","587","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"242","Utgarde Keep","3","UTGARDE","","0","0","82","0","574","0","0","640","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"243","Ulduar","0","ULDUAR","","0","200","83","83","603","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"244","Ulduar","0","ULDUAR","","0","200","83","83","603","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"245","Trial of the Champion","259","ARGENTDUNGEON","","0","0","80","0","650","0","0","637","0","0","78","80","0","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"246","Trial of the Crusader","0","ARGENTRAID","","0","200","83","83","649","0","0","0","0","0","80","80","80","3","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"247","Trial of the Grand Crusader","0","ARGENTRAID","","0","213","83","83","649","0","0","0","0","0","80","80","80","5","2","-1","2","0","8","0","0","0","0","0","0","2","0"
"248","Trial of the Crusader","0","ARGENTRAID","","0","219","83","83","649","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"249","Trial of the Champion","3","ARGENTDUNGEON","","0","0","82","0","650","0","0","637","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"250","Trial of the Grand Crusader","0","ARGENTRAID","","0","226","83","83","649","0","0","0","0","0","80","80","80","6","2","-1","2","0","9","0","0","0","0","0","0","2","0"
"251","The Forge of Souls","259","THEFORGEOFSOULS","","0","0","80","0","632","0","0","616","0","0","80","80","0","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"252","The Forge of Souls","3","THEFORGEOFSOULS","","0","0","82","0","632","0","0","616","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"253","Pit of Saron","259","PITOFSARON","","8989","0","80","0","658","0","0","610","0","0","80","80","0","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"254","Pit of Saron","3","PITOFSARON","","8990","0","82","0","658","0","0","610","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"255","Halls of Reflection","259","HALLSOFREFLECTION","","8980","0","80","0","668","0","0","603","0","0","80","80","0","1","1","-1","2","0","4","1","1","3","1","1","3","1","0"
"256","Halls of Reflection","3","HALLSOFREFLECTION","","8981","0","82","0","668","0","0","603","0","0","80","80","0","2","1","-1","2","0","5","1","1","3","1","1","3","1","0"
"257","Onyxia's Lair","0","ONYXIAENCOUNTER","","0","187","83","83","249","0","0","0","0","0","80","80","80","4","2","-1","2","0","9","0","0","0","0","0","0","2","0"
