Id,Unknown0,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown2_3
"2745","216488","3360","0","0","-0.770513","0.637424"
"2746","216488","3480","0","0","-0.790155","0.612907"
"2747","216488","3600","0","0","-0.809017","0.587785"
"2748","216488","3720","0","0","-0.827081","0.562083"
"2749","216488","3840","0","0","-0.844328","0.535827"
"2750","216488","3960","0","0","-0.860742","0.509041"
"2751","216488","4080","0","0","-0.876307","0.481754"
"2752","216488","4200","0","0","-0.891007","0.45399"
"2753","216488","4320","0","0","-0.904827","0.425779"
"2754","216488","4440","0","0","-0.917755","0.397148"
"2755","216488","4560","0","0","-0.929777","0.368124"
"2756","216488","4680","0","0","-0.940881","0.338738"
"2757","216488","4800","0","0","-0.951057","0.309017"
"2758","216488","4920","0","0","-0.960294","0.278991"
"2759","216488","5040","0","0","-0.968583","0.24869"
"2760","216488","5160","0","0","-0.975917","0.218143"
"2761","216488","5280","0","0","-0.982287","0.187381"
"2762","216488","5400","0","0","-0.987688","0.156434"
"2763","216488","5520","0","0","-0.992115","0.125333"
"2764","216488","5640","0","0","-0.995562","0.094108"
"2765","216488","5760","0","0","-0.998027","0.06279"
"2766","216488","5880","0","0","-0.999507","0.031411"
"2767","216488","6000","0","0","1","0"
"2768","216488","6120","0","0","-0.999507","-0.031411"
"2769","216488","6240","0","0","-0.998027","-0.062791"
"2770","216488","6360","0","0","-0.995562","-0.094108"
"2771","216488","6480","0","0","-0.992115","-0.125333"
"2772","216488","6600","0","0","-0.987688","-0.156435"
"2773","216488","6720","0","0","-0.982287","-0.187381"
"2774","216488","6840","0","0","-0.975917","-0.218143"
"2775","216488","6960","0","0","-0.968583","-0.24869"
"2776","216488","7080","0","0","-0.960294","-0.278991"
"2777","216488","7200","0","0","-0.951057","-0.309017"
"2778","216488","7320","0","0","-0.940881","-0.338738"
"2779","216488","7440","0","0","-0.929776","-0.368125"
"2780","216488","7560","0","0","-0.917755","-0.397148"
"2781","216488","7680","0","0","-0.904827","-0.425779"
"2782","216488","7800","0","0","-0.891007","-0.453991"
"2783","216488","7920","0","0","-0.876307","-0.481754"
"2784","216488","8040","0","0","-0.860742","-0.509042"
"2785","216488","8160","0","0","-0.844328","-0.535827"
"2786","216488","8280","0","0","-0.82708","-0.562084"
"2787","216488","8400","0","0","-0.809017","-0.587785"
"2788","216488","8520","0","0","-0.790155","-0.612907"
"2789","216488","8640","0","0","-0.770513","-0.637424"
"2790","216488","8760","0","0","-0.750111","-0.661312"
"2791","216488","8880","0","0","-0.728969","-0.684547"
"2792","216488","9000","0","0","-0.707107","-0.707107"
"2793","216488","9120","0","0","-0.684547","-0.728969"
"2794","216488","9240","0","0","-0.661312","-0.750111"
"2795","216488","9360","0","0","-0.637424","-0.770513"
"2796","216488","9480","0","0","-0.612907","-0.790155"
"2797","216488","9600","0","0","-0.587785","-0.809017"
"2798","216488","9720","0","0","-0.562083","-0.827081"
"2799","216488","9840","0","0","-0.535827","-0.844328"
"2800","216488","9960","0","0","-0.509041","-0.860742"
"2801","216488","10080","0","0","-0.481754","-0.876307"
"2802","216488","10200","0","0","-0.45399","-0.891007"
"2803","216488","10320","0","0","-0.425779","-0.904827"
"2804","216488","10440","0","0","-0.397148","-0.917755"
"2805","216488","10560","0","0","-0.368124","-0.929777"
"2806","216488","10680","0","0","-0.338738","-0.940881"
"2807","216488","10800","0","0","-0.309017","-0.951057"
"2808","216488","10920","0","0","-0.278991","-0.960294"
"2809","216488","11040","0","0","-0.24869","-0.968583"
"2810","216488","11160","0","0","-0.218143","-0.975917"
"2811","216488","11280","0","0","-0.187381","-0.982287"
"2812","216488","11400","0","0","-0.156434","-0.987688"
"2813","216488","11520","0","0","-0.125333","-0.992115"
"2814","216488","11640","0","0","-0.094108","-0.995562"
"2815","216488","11760","0","0","-0.06279","-0.998027"
"2816","216488","11880","0","0","-0.031411","-0.999507"
"2817","216488","12000","0","0","0","-1"
"3020","216666","0","0","0","0","1"
"3021","216666","120","0","0","-0.031411","0.999507"
"3022","216666","240","0","0","-0.062791","0.998027"
"3023","216666","360","0","0","-0.094108","0.995562"
"3024","216666","480","0","0","-0.125333","0.992115"
"3025","216666","600","0","0","-0.156434","0.987688"
"3026","216666","720","0","0","-0.187381","0.982287"
"3027","216666","840","0","0","-0.218143","0.975917"
"3028","216666","960","0","0","-0.24869","0.968583"
"3029","216666","1080","0","0","-0.278991","0.960294"
"3030","216666","1200","0","0","-0.309017","0.951057"
"3031","216666","1320","0","0","-0.338738","0.940881"
"3032","216666","1440","0","0","-0.368125","0.929776"
"3033","216666","1560","0","0","-0.397148","0.917755"
"3034","216666","1680","0","0","-0.425779","0.904827"
"3035","216666","1800","0","0","-0.453991","0.891007"
"3036","216666","1920","0","0","-0.481754","0.876307"
"3037","216666","2040","0","0","-0.509041","0.860742"
"3038","216666","2160","0","0","-0.535827","0.844328"
"3039","216666","2280","0","0","-0.562083","0.827081"
"3040","216666","2400","0","0","-0.587785","0.809017"
"3041","216666","2520","0","0","-0.612907","0.790155"
"3042","216666","2640","0","0","-0.637424","0.770513"
"3043","216666","2760","0","0","-0.661312","0.750111"
"3044","216666","2880","0","0","-0.684547","0.728969"
"3045","216666","3000","0","0","-0.707107","0.707107"
"3046","216666","3120","0","0","-0.728969","0.684547"
"3047","216666","3240","0","0","-0.750111","0.661312"
"3048","216666","3360","0","0","-0.770513","0.637424"
"3049","216666","3480","0","0","-0.790155","0.612907"
"3050","216666","3600","0","0","-0.809017","0.587785"
"3051","216666","3720","0","0","-0.827081","0.562083"
"3052","216666","3840","0","0","-0.844328","0.535827"
"3053","216666","3960","0","0","-0.860742","0.509041"
"3054","216666","4080","0","0","-0.876307","0.481754"
"3055","216666","4200","0","0","-0.891007","0.45399"
"3056","216666","4320","0","0","-0.904827","0.425779"
"3057","216666","4440","0","0","-0.917755","0.397148"
"3058","216666","4560","0","0","-0.929777","0.368124"
"3059","216666","4680","0","0","-0.940881","0.338738"
"3060","216666","4800","0","0","-0.951057","0.309017"
"3061","216666","4920","0","0","-0.960294","0.278991"
"3062","216666","5040","0","0","-0.968583","0.24869"
"3063","216666","5160","0","0","-0.975917","0.218143"
"3064","216666","5280","0","0","-0.982287","0.187381"
"3065","216666","5400","0","0","-0.987688","0.156434"
"3066","216666","5520","0","0","-0.992115","0.125333"
"3067","216666","5640","0","0","-0.995562","0.094108"
"3068","216666","5760","0","0","-0.998027","0.06279"
"3069","216666","5880","0","0","-0.999507","0.031411"
"3070","216666","6000","0","0","1","0"
"3071","216666","6120","0","0","-0.999507","-0.031411"
"3072","216666","6240","0","0","-0.998027","-0.062791"
"3073","216666","6360","0","0","-0.995562","-0.094108"
"3074","216666","6480","0","0","-0.992115","-0.125333"
"3075","216666","6600","0","0","-0.987688","-0.156435"
"3076","216666","6720","0","0","-0.982287","-0.187381"
"3077","216666","6840","0","0","-0.975917","-0.218143"
"3078","216666","6960","0","0","-0.968583","-0.24869"
"3079","216666","7080","0","0","-0.960294","-0.278991"
"3080","216666","7200","0","0","-0.951057","-0.309017"
"3081","216666","7320","0","0","-0.940881","-0.338738"
"3082","216666","7440","0","0","-0.929776","-0.368125"
"3083","216666","7560","0","0","-0.917755","-0.397148"
"3084","216666","7680","0","0","-0.904827","-0.425779"
"3085","216666","7800","0","0","-0.891007","-0.453991"
"3086","216666","7920","0","0","-0.876307","-0.481754"
"3087","216666","8040","0","0","-0.860742","-0.509042"
"3088","216666","8160","0","0","-0.844328","-0.535827"
"3089","216666","8280","0","0","-0.82708","-0.562084"
"3090","216666","8400","0","0","-0.809017","-0.587785"
"3091","216666","8520","0","0","-0.790155","-0.612907"
"3092","216666","8640","0","0","-0.770513","-0.637424"
"3093","216666","8760","0","0","-0.750111","-0.661312"
"3094","216666","8880","0","0","-0.728969","-0.684547"
"3095","216666","9000","0","0","-0.707107","-0.707107"
"3096","216666","9120","0","0","-0.684547","-0.728969"
"3097","216666","9240","0","0","-0.661312","-0.750111"
"3098","216666","9360","0","0","-0.637424","-0.770513"
"3099","216666","9480","0","0","-0.612907","-0.790155"
"3100","216666","9600","0","0","-0.587785","-0.809017"
"3101","216666","9720","0","0","-0.562083","-0.827081"
"3102","216666","9840","0","0","-0.535827","-0.844328"
"3103","216666","9960","0","0","-0.509041","-0.860742"
"3104","216666","10080","0","0","-0.481754","-0.876307"
"3105","216666","10200","0","0","-0.45399","-0.891007"
"3106","216666","10320","0","0","-0.425779","-0.904827"
"3107","216666","10440","0","0","-0.397148","-0.917755"
"3108","216666","10560","0","0","-0.368124","-0.929777"
"3109","216666","10680","0","0","-0.338738","-0.940881"
"3110","216666","10800","0","0","-0.309017","-0.951057"
"3111","216666","10920","0","0","-0.278991","-0.960294"
"3112","216666","11040","0","0","-0.24869","-0.968583"
"3113","216666","11160","0","0","-0.218143","-0.975917"
"3114","216666","11280","0","0","-0.187381","-0.982287"
"3115","216666","11400","0","0","-0.156434","-0.987688"
"3116","216666","11520","0","0","-0.125333","-0.992115"
"3117","216666","11640","0","0","-0.094108","-0.995562"
"3118","216666","11760","0","0","-0.06279","-0.998027"
"3119","216666","11880","0","0","-0.031411","-0.999507"
"3120","216666","12000","0","0","0","-1"
"4250","188521","0","0","0","0","1"
"4251","188521","4000","0","0","0","1"
"4252","188521","28000","0","0","0","1"
"5426","232027","0","0","0","0","1"
"5427","232027","1000","0","0","0","1"
"5428","232027","2000","0","0","0","1"
"5429","232027","3000","0","0","0","1"
"5430","232027","6333","0","0","0","1"
"5431","232027","7333","0","0","0","1"
"5432","232027","8333","0","0","0","1"
"5433","232027","9333","0","0","0","1"
"5434","232027","12667","0","0","0","1"
"5543","232026","0","0","0","0","1"
"5544","232026","67","0","0","0","1"
"5545","232026","133","0","0","0","1"
"5546","232026","333","0","0","0","1"
"5547","232026","533","0","0","0","1"
"5548","232026","1333","0","0","0","1"
"5549","232026","1467","0","0","0","1"
"5550","232026","1567","0","0","0","1"
"5551","232026","1667","0","0","0","1"
"5552","232026","1833","0","0","0","1"
"5553","232026","1967","0","0","0","1"
"5554","232026","2100","0","0","0","1"
"5555","232026","4767","0","0","0","1"
"5556","232026","4900","0","0","0","1"
"5557","232026","5000","0","0","0","1"
"5558","232026","5167","0","0","0","1"
"5559","232026","5300","0","0","0","1"
"5560","232026","5433","0","0","0","1"
"5561","232026","6233","0","0","0","1"
"5562","232026","6400","0","0","0","1"
"5563","232026","6500","0","0","0","1"
"5564","232026","6600","0","0","0","1"
"5565","232026","6700","0","0","0","1"
"5566","232026","10000","0","0","0","1"
"5567","232026","10100","0","0","0","1"
"5568","232026","10167","0","0","0","1"
"5569","232026","10367","0","0","0","1"
"5570","232026","10600","0","0","0","1"
"5571","232026","11000","0","0","0","1"
"5572","232026","15167","0","0","0","1"
"5573","232026","15300","0","0","0","1"
"5574","232026","16667","0","0","0","1"
"5575","232026","20000","0","0","0","1"
"5576","231936","0","0","0","0","1"
"5577","231936","1000","0","0","0","1"
"5578","231936","2000","0","0","0","1"
"5579","231936","3000","0","0","0","1"
"5580","231936","6333","0","0","0","1"
"5581","231936","7333","0","0","0","1"
"5582","231936","8333","0","0","0","1"
"5583","231936","9333","0","0","0","1"
"5584","231936","12667","0","0","0","1"
"12921","231934","0","0","0","0","1"
"12922","231934","67","0","0","0","1"
"12923","231934","133","0","0","0","1"
"12924","231934","333","0","0","0","1"
"12925","231934","533","0","0","0","1"
"12926","231934","1333","0","0","0","1"
"12927","231934","1467","0","0","0","1"
"12928","231934","1567","0","0","0","1"
"12929","231934","1667","0","0","0","1"
"12930","231934","1833","0","0","0","1"
"12931","231934","1967","0","0","0","1"
"12932","231934","2100","0","0","0","1"
"12933","231934","4767","0","0","0","1"
"12934","231934","4900","0","0","0","1"
"12935","231934","5000","0","0","0","1"
"12936","231934","5167","0","0","0","1"
"12937","231934","5300","0","0","0","1"
"12938","231934","5433","0","0","0","1"
"12939","231934","6233","0","0","0","1"
"12940","231934","6400","0","0","0","1"
"12941","231934","6500","0","0","0","1"
"12942","231934","6600","0","0","0","1"
"12943","231934","6700","0","0","0","1"
"12944","231934","10000","0","0","0","1"
"12945","231934","10100","0","0","0","1"
"12946","231934","10167","0","0","0","1"
"12947","231934","10367","0","0","0","1"
"12948","231934","10600","0","0","0","1"
"12949","231934","11000","0","0","0","1"
"12950","231934","15167","0","0","0","1"
"12951","231934","15300","0","0","0","1"
"12952","231934","16667","0","0","0","1"
"12953","231934","20000","0","0","0","1"
"15408","194675","0","0","0","0","1"
"15409","194675","39467","0","0","0","1"
"15410","194675","43767","0","0","-0.0602865","0.9981811"
"15411","194675","48367","0","0","-0.4124159","0.9109957"
"15412","194675","53167","0","0","-0.9202805","0.3912592"
"15413","194675","56300","0","0","-0.9993829","0.03512764"
"15414","194675","56533","0","0","-1","0"
"15415","194675","104800","0","0","-1","0"
"15416","194675","107067","0","0","-0.9916937","-0.1286215"
"15417","194675","114000","0","0","0.4166304","0.909076"
"15418","194675","117467","0","0","0.03572077","0.9993618"
"15419","194675","119500","0","0","0","1"
"15420","194675","128333","0","0","0","1"
"17660","244924","0","0","0","0","1"
"17661","244924","3300","0","0","0","1"
"17662","244924","3667","0","0","0","1"
"17663","244924","5033","0","0","0","1"
"17664","244924","8467","0","0","0","1"
"17665","244924","13333","0","0","0","1"
"17666","244924","16733","0","0","0","1"
"17667","244924","20667","0","0","0","1"
"17668","244924","23333","0","0","0","1"
"17669","244924","25833","0","0","0","1"
"17670","244924","26500","0","0","0","1"
"17671","244924","26667","0","0","0","1"
"30313","245612","0","0","0","0","1"
"30314","245612","8333","0","-0.7071066","0","0.7071069"
"30315","245612","16667","0","1","0","0"
"30316","245612","25000","0","0.7071066","0","0.7071071"
"30317","245612","33333","0","0","0","1"
"30318","245613","0","0","0","0","1"
"30319","245613","8333","0.7069846","0","0","0.7072289"
"30320","245613","16667","1","0","0","0"
"30321","245613","25000","-0.7068077","0","0","0.7074057"
"30322","245613","33333","0","0","0","1"
"30323","245614","0","0","0","0","1"
"30324","245614","8333","0","0","0.7071068","0.7071068"
"30325","245614","16667","0","0","1","0"
"30326","245614","25000","0","0","-0.7071066","0.7071069"
"30327","245614","33333","0","0","0","1"
"30328","245616","0","0","0","0","1"
"30329","245616","33333","0","0","0","1"
"30330","245617","0","0","0","0","1"
"30331","245617","33333","0","0","0","1"
"30332","245610","0","0","0","1","0"
"30333","245610","333","0","0","0.9995322","-0.0305856"
"30334","245610","667","0","0","0.9981008","-0.06160274"
"30335","245610","1000","0","0","0.9956759","-0.09289509"
"30336","245610","1333","0","0","0.9921891","-0.1247429"
"30337","245610","1667","0","0","0.9877175","-0.1562502"
"30338","245610","2000","0","0","0.982292","-0.1873564"
"30339","245610","2333","0","0","0.9759419","-0.2180309"
"30340","245610","2667","0","0","0.9685839","-0.248687"
"30341","245610","3000","0","0","0.9602603","-0.2791061"
"30342","245610","3333","0","0","0.9510098","-0.3091612"
"30343","245610","3667","0","0","0.9408394","-0.3388527"
"30344","245610","4000","0","0","0.9297598","-0.3681667"
"30345","245610","4333","0","0","0.9177723","-0.3971071"
"30346","245610","4667","0","0","0.9048927","-0.4256397"
"30347","245610","5000","0","0","0.8911381","-0.4537325"
"30348","245610","5333","0","0","0.8765111","-0.4813817"
"30349","245610","5667","0","0","-0.8609076","0.5087614"
"30350","245610","6000","0","0","-0.844527","0.5355132"
"30351","245610","6333","0","0","-0.8273655","0.561664"
"30352","245610","6667","0","0","-0.8091856","0.5875531"
"30353","245610","7000","0","0","-0.790099","0.6129792"
"30354","245610","7333","0","0","-0.770054","0.6379787"
"30355","245610","7667","0","0","-0.7497209","0.6617543"
"30356","245610","8000","0","0","-0.7288187","0.6847068"
"30357","245610","8333","0","0","-0.7075864","0.7066268"
"30358","245610","8667","0","0","-0.6856954","0.7278886"
"30359","245610","9000","0","0","-0.6627979","0.7487983"
"30360","245610","9333","0","0","-0.639051","0.7691644"
"30361","245610","9667","0","0","-0.6140797","0.7892441"
"30362","245610","10000","0","0","-0.5886725","0.8083716"
"30363","245610","10333","0","0","-0.5628003","0.8265929"
"30364","245610","10667","0","0","-0.5366732","0.8437903"
"30365","245610","11000","0","0","-0.5097442","0.860326"
"30366","245610","11333","0","0","-0.4822852","0.8760142"
"30367","245610","11667","0","0","-0.4546009","0.8906953"
"30368","245610","12000","0","0","-0.4265202","0.904478"
"30369","245610","12333","0","0","-0.3980236","0.9173751"
