Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
"1218","213480","0","","3","0","0","12","581","0"
"1219","195282","0","","1","1","0","0","0","2"
"1220","207029","185245","","1","1","0","12","581","0"
"1221","213538","0","","1","0","0","3","0","255"
"1222","213539","0","","1","1","0","3","0","255"
"1223","213543","0","","1","2","0","3","0","255"
"1226","213542","0","","1","0","0","8","0","255"
"1227","213540","0","","1","1","0","8","0","255"
"1228","213541","0","","1","2","0","8","0","255"
"1229","213551","0","","1","0","0","11","102","2"
"1230","213554","0","","1","0","0","7","262","2"
"1231","213548","0","","1","0","0","5","258","2"
"1232","213545","0","","1","0","0","9","0","255"
"1233","213552","0","","1","1","0","11","102","2"
"1234","213555","0","","1","1","0","7","262","2"
"1235","213549","0","","1","1","0","5","258","2"
"1236","213546","0","","1","1","0","9","0","255"
"1237","195389","0","","1","2","0","0","0","0"
"1238","213553","0","","1","2","0","11","102","2"
"1239","213556","0","","1","2","0","7","262","2"
"1240","213550","0","","1","2","0","5","258","2"
"1241","213547","0","","1","2","0","9","0","255"
"1242","213602","586","","3","2","0","5","257","1"
"1243","198665","0","","3","0","0","4","261","2"
"1244","215768","0","","3","0","0","5","256","1"
"1246","196762","0","","1","2","0","5","257","1"
"1927","196611","0","","3","0","0","5","257","1"
"1928","209584","0","","1","2","0","10","270","1"
"1929","216890","0","","3","1","0","1","0","255"
"1930","195606","0","","1","2","0","0","0","1"
"1942","217959","0","","2","0","0","1","72","2"
"1943","221678","0","","3","1","0","7","264","1"
"1944","210918","108271","","3","2","0","7","263","2"
"1946","212387","0","","4","2","0","9","265","2"
"1948","211489","0","","2","2","0","12","581","0"
"1949","232047","0","","1","0","0","3","255","2"
"1950","232046","0","","1","1","0","3","255","2"
"1951","232045","0","","1","2","0","3","255","2"
"1958","232876","0","","2","0","0","10","268","0"
"1959","232879","0","","2","0","0","10","269","2"
"3048","209690","0","","2","2","0","11","105","1"
"3050","201769","0","","4","1","0","10","269","2"
"3051","205003","0","","5","0","0","10","269","2"
"3052","233759","0","","5","1","0","10","269","2"
"3053","200308","0","","2","0","0","11","0","255"
