Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9
"53","16083","2410","White Stallion","The powerful and unyielding white stallion features heavily in the myths of ancient human tribes.","|cFFFFD200Legacy|r","0","230","64","0","2"
"54","16084","6469","Mottled Red Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Legacy|r","0","230","64","0","2"
"55","17229","10426","Winterspring Frostsaber","Taming this savage breed requires patience, strength, and a large supply of fake mice and twine.","|cFFFFD200Quest: |rThey Grow Up So Fast|n|cFFFFD200Zone: |rWinterspring","0","230","4","0","1"
"56","17450","6471","Ivory Raptor","Bred from the fiercest stock anywhere and guaranteed not to bite (much).","|cFFFFD200Legacy|r","0","230","64","0","2"
"57","17453","10661","Green Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"58","17454","9476","Unpainted Mechanostrider","""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"62","17459","10666","Icy Blue Mechanostrider Mod A","This historic piece of gnomish engineering was forced into retirement due to its extremely ""touchy"" gyroscometer.","|cFFFFD200Legacy|r","0","230","0","0","2"
"63","17460","2787","Frost Ram","I've not seen this breed in in ages, but when they're ram tough they stick around."""" -Veron Amberstill""","|cFFFFD200Legacy|r","0","230","64","0","2"
"64","17461","2784","Black Ram","I've not seen this breed in in ages, but when they're ram tough they stick around. -Veron Amberstill","|cFFFFD200Legacy|r","0","230","64","0","2"
"65","17462","10670","Red Skeletal Horse","The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"66","17463","10671","Blue Skeletal Horse","The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"67","17464","10672","Brown Skeletal Horse","The Forsaken believe that without a purpose, even beasts of burden suffer in undeath.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"68","17465","10720","Green Skeletal Warhorse","When fallen heroes are raised into undeath, so too are their horses.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"69","17481","10718","Rivendare's Deathcharger","When Baron Rivendare became a champion of the Scourge, he condemned his favorite horse to join him in undeath.","|cFFFFD200Drop:|r Lord Aurius Rivendare|n|cFFFFD200Location:|r Stratholme","0","230","0","0","0"
"70","18363","11641","Riding Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Legacy|r","0","230","64","0","2"
"71","18989","12246","Gray Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"72","18990","11641","Brown Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"73","18991","12245","Green Kodo","An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through Desolace.","|cFFFFD200Legacy|r","0","230","64","0","2"
"74","18992","12242","Teal Kodo","""The kodo is the backbone of our people. Wherever the Horde goes - in trade, settlement, or war - there you will find the mighty kodo."" - Harb Clawhoof","|cFFFFD200Legacy|r","0","230","64","0","2"
"75","22717","14337","Black War Steed","Trained to withstand brutal hand-to-hand combat in the fiercest battlefields.","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","0","2"
"76","22718","14348","Black War Kodo","Bred for their aggressive, unpredictable demeanor by the Kor'kron stablemasters, the Black War Kodos' trumpeting call signifies that blood will soon be shed.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","0","2"
"77","22719","14372","Black Battlestrider","A properly accelerated gnome in battle is a thing of terrible beauty. - High Tinker Mekkatorque","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","0","2"
"78","22720","14577","Black War Ram","The dwarves value their ram companions for their fearlessness charging into battle.","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","0","2"
"79","22721","14388","Black War Raptor","Bred from the same vicious line of raptors which sired Ohgan and brought victory to the Gurubashi Empire.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","0","2"
"80","22722","10719","Red Skeletal Warhorse","When fallen heroes are raised into undeath, so too are their horses.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","0","2"
"81","22723","14330","Black War Tiger","Like their distant nightsaber cousins, tigers are renowned for their razor-sharp claws, incredible agility, and love of being scratched behind the ears.","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","0","0","2"
"82","22724","14334","Black War Wolf","Prized by Orgrimmar guards for their keen sense of smell.","|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t","0","230","0","0","2"
"83","23161","14554","Dreadsteed","WARNING: It craves only fel energy. Not apples. It hates the seeds.","|cFFFFD200Warlock|r","0","230","64","31504","1"
"84","23214","14584","Charger","Redeemed by the Light. Devoted to your cause.","|cFFFFD200Paladin|r","0","230","68","27943","1"
"85","23219","14332","Swift Mistsaber","Some historians claim that this breed's misty grey coat is the result of ancient Highborne experiments conducted on nightsabers.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"87","23221","14331","Swift Frostsaber","Night elves raise frostsaber cubs from infancy, forging lifelong bonds of trust between rider and beast.","|cFFFFD200Vendor:|r Lelanai|n|cFFFFD200Location:|r Darnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"88","23222","14377","Swift Yellow Mechanostrider","We have made a lot of improvements, but they are still based on the Mekkatorque designs. -Milli Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"89","23223","14376","Swift White Mechanostrider","We have made a lot of improvements, but they are still based on the Mekkatorque designs. -Milli Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"90","23225","14374","Swift Green Mechanostrider","We have made a lot of improvements, but they are still based on the Mekkatorque designs. -Milli Featherwhistle","|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"91","23227","14582","Swift Palomino","Prized by horse breeders for their discipline and steadfastness.","|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"92","23228","14338","Swift White Steed","A veteran of some of the toughest battles fought by the Argent Crusade.","|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"93","23229","14583","Swift Brown Steed","A veteran of some of the toughest battles fought by the Argent Crusade.","|cFFFFD200Vendor: |rKatie Stokx|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"94","23238","14347","Swift Brown Ram","The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"95","23239","14576","Swift Gray Ram","The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"96","23240","14346","Swift White Ram","The Barak Tor'ol ram's thick bony skull and massive horns make it the ideal mount for charging through groups of armored enemies.","|cFFFFD200Vendor: |rVeron Amberstill|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n","0","230","0","0","2"
"97","23241","14339","Swift Blue Raptor","Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become steed, guardian, and friend.","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"98","23242","14344","Swift Olive Raptor","Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become mount, guardian, and friend.","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"99","23243","14342","Swift Orange Raptor","Longtime allies of the trolls, these jungle hunters form a special bond with their masters. They become mount, guardian, and friend.","|cFFFFD200Vendor: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"100","23246","10721","Purple Skeletal Warhorse","When fallen heroes are raised into undeath, so too are their horses.","|cFFFFD200Vendor: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"101","23247","14349","Great White Kodo","A rare albino of the species first spotted in Desolace.  The centaur claim that a white kodo is a harbinger of doom.","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"102","23248","14579","Great Gray Kodo","An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through Desolace.","|cFFFFD200Vendor: |rHarb Clawhoof|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"103","23249","14578","Great Brown Kodo","An alpha member of the herd, this kodo is a prime example of the mighty creatures which thunder through the Northern Barrens.","|cFFFFD200Vendor:|r Harb Clawhoof|n|cFFFFD200Location:|r Mulgore|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"104","23250","14573","Swift Brown Wolf","The wolves of the Horde are befriended, not domesticated.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"105","23251","14575","Swift Timber Wolf","The wolves of the Horde are befriended, not domesticated.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"106","23252","14574","Swift Gray Wolf","The wolves of the Horde are befriended, not domesticated.","|cFFFFD200Vendor: |rOgunaro Wolfrunner|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"107","23338","14632","Swift Stormsaber","Rumor has it that this breed was named after the renowned archdruid Malfurion Stormrage.","|cFFFFD200Vendor: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","230","0","0","2"
"108","23509","14776","Frostwolf Howler","Raised in the Alterac Mountains by the Frostwolf Clan.","|cFFFFD200Vendor: |rJorek Ironside|n|cFFFFD200Zone: |rHillsbrad Foothills|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n","0","230","4","0","2"
"109","23510","14777","Stormpike Battle Charger","The Stormpike clan's mount trainers have a tradition of etching their names onto the left horn of every battle ram they raise.","|cFFFFD200Vendor: |rThanthaldis Snowgleam|n|cFFFFD200Zone: |rHillsbrad Foothills|n|cFFFFD200Cost: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t","0","230","4","0","2"
"110","24242","15289","Swift Razzashi Raptor","The only known Razzashi Raptors were said to have been in the custody of Bloodlord Mandokir in Zul'Gurub.  This species of raptor has not been seen in many years.","|cFFFFD200Drop: |rBloodlord Mandokir|n|cFFFFD200Location: |rZul'Gurub","0","230","64","0","0"
"111","24252","15290","Swift Zulian Tiger","The last known Zulian tigers were kept by High Priest Thekal, deep within Zul'Gurub.  They are said to have been hunted into extinction.","|cFFFFD200Legacy|r","0","230","64","0","0"
"116","25863","15676","Black Qiraji Battle Tank","Although many varieties of Qiraji Battle Tank can still be found in the ruins of Ahn'Qiraj today, the darkest of the species were only seen on the day the Scarab gong was rung.","|cFFFFD200Legacy|r","0","230","64","0","0"
"117","25953","15672","Blue Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0"
"118","26054","15681","Red Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0"
"119","26055","15680","Yellow Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0"
"120","26056","15679","Green Qiraji Battle Tank","This (relatively) domesticated silithid is at home only in the desert sands of Ahn'Qiraj.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","241","0","0","0"
"121","26655","15676","Black Qiraji Battle Tank","Although many varieties of Qiraji Battle Tank can still be found in the ruins of Ahn'Qiraj today, the darkest of the species were only seen on the day the Scarab gong was rung.","|cFFFFD200Legacy|r","0","230","64","0","0"
"122","26656","15676","Black Qiraji Battle Tank","Although many varieties of Qiraji Battle Tank can still be found in the ruins of Ahn'Qiraj today, the darkest of the species were only seen on the day the Scarab gong was rung.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Location: |rTemple of Ahn'Qiraj","0","230","64","0","0"
"123","28828","16314","Nether Drake","The moods of these tempestuous mounts are known to shift as unpredictably and as violently as their physical forms.","|cFFFFD200Vendor: |rDrake Dealer Hurlunk|n|cFFFFD200Zone: |rShadowmoon Valley, Outland|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","248","192","0","2"
"125","30174","17158","Riding Turtle","Slow and steady might not always win you the race but it'll get you there... eventually.","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","0","231","144","0","8"
"129","32235","17697","Golden Gryphon","They love lions in Stormwind, and the gryphon is half lion. Of course they might not like which half. -Gryphon Master Talonaxe","|cFFFFD200Vendor: |rTannec Stonebeak|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","0","248","132","0","2"
