Id,Unknown0_0,Unknown0_1,Unknown1_0,Unknown1_1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"651","2505","3566.667","2815","3773.333","959","877","1","0","0"
"652","2932.5","3610","3142.5","3750","959","877","2","0","0"
"653","2700","3895","3090","4155","959","877","3","0","0"
"654","-3052.5","-4360","-2317.5","-3870","994","811","1","0","0"
"655","-2905","-4485","-2365","-4125","994","811","2","0","0"
"656","-3058.755","-4776.67","-2311.245","-4278.33","994","811","3","0","0"
"657","-4880.5","799.25","-4622.5","971.25","1","4","19","0","1"
"660","5009.995","1438.33","5300.005","1631.67","1011","887","1","0","0"
"661","5009.995","1438.33","5300.005","1631.67","1011","887","2","0","0"
"663","874.9906","3735.83","1562.5","4194.17","1008","811","1","0","0"
"664","1244.995","4088.33","1677.505","4376.67","1008","811","2","0","0"
"665","1315","3780","2065","4280","1008","811","3","0","0"
"666","0","-2433.333","700","-1966.667","1009","858","1","0","0"
"667","-9.99437","-2730.001","1430.01","-1769.999","1009","858","2","0","0"
"668","824.5","1624.5","1043.5","1770.5","870","811","1","0","1"
"669","804.5","1636.167","1063.5","1808.833","870","811","2","0","1"
"670","114.9995","726.333","375.0005","899.667","870","811","3","0","1"
"671","87.5","693.75","402.5","903.75","870","811","4","0","1"
"672","418.7549","3726.67","631.2451","3868.33","1148","809","1","0","0"
"673","2122.5","540","2767.5","970","1030","809","1","0","0"
"674","2182.25","606.333","2517.75","830","1030","809","2","0","0"
"677","-413.75","1140","478.75","1735","870","809","5","0","1"
"678","-1788","2222.337","-1610","2341.003","870","806","6","0","1"
"679","-1881.25","2160","-1468.75","2435","870","806","7","0","1"
"680","992.477","3388.319","1492.52","3721.681","870","809","8","0","1"
"682","78.73988","2456.66","276.2601","2588.34","870","809","9","0","1"
"683","1652","3044.5","1847","3174.5","870","809","10","0","1"
"684","1430","2496.667","1665","2653.333","870","809","11","0","1"
"685","1414.75","2472","1680.25","2649","870","809","12","0","1"
"686","4768.75","2100","5256.25","2425","870","810","13","0","1"
"687","1051.25","475","1428.75","726.667","870","807","14","0","1"
"688","-12722.54","-3325.83","-12247.55","-3009.17","530","464","3","0","1"
"689","1342.5","-11355","1792.5","-11055","0","39","17","0","1"
"690","-2472.5","-870","-1902.5","-490","1","11","20","0","1"
"691","-2652.5","2000","-2322.5","2220","870","806","15","0","1"
"692","-2608.75","2251.667","-2291.25","2463.333","870","806","16","0","1"
"695","-3311.25","-6330","-2748.75","-5955","0","17","18","0","1"
"696","2485.5","-1650","3085.5","-1250","1","101","21","0","1"
"699","2604.99","-1465.673","3165.01","-1092.327","1","101","22","0","1"
"706","-769.125","-9200.5","-445.875","-8985","0","30","19","0","1"
"707","1480","3525","1945","3835","870","809","17","0","1"
"708","1642.5","1480","2272.5","1900","870","811","18","0","1"
"709","1755","1610","2115","1850","870","811","19","0","1"
"726","-413.75","1140","478.75","1735","1095","809","1","0","0"
"727","-994.375","-750","-731.875","-575","1062","910","1","0","1"
"728","-1135.47","-885.0004","-632.969","-549.9996","1062","910","2","0","1"
"729","-1009.37","-763.333","-796.871","-621.667","1062","910","3","0","1"
"732","23.8705","-240","1276.12","594.833","1112","919","1","0","0"
"733","-176","380","799","1030","1112","919","2","0","0"
"734","-191","400","814","1070","1112","919","3","0","0"
"735","134.9995","343.333","575.0005","636.667","1112","919","4","0","0"
"736","-70","664.1636","600","1110.83","1112","919","5","0","0"
"737","-67.5","450","637.5","920","1112","919","6","0","0"
"738","137.5","606.6667","492.5","843.3333","1112","919","7","0","0"
"739","2458.75","4105","3096.25","4530","870","809","20","0","0"
"740","2660.25","4175","2997.75","4400","870","809","21","0","0"
"741","2311.5","-112.5","2623.5","95.5","369","301","1","0","0"
"742","2408.5","-172.958","2593.5","-49.62468","369","301","2","0","0"
"746","222.495","5513.328","1052.51","6066.672","1106","14","1","0","0"
"748","352.6407","5599.85","915.8753","5975.34","1106","924","2","0","0"
"749","-4857.505","1958.33","-4642.495","2101.67","1043","321","1","0","0"
"750","5742.5","5256.667","7027.5","6113.333","1098","928","1","0","0"
"751","4624.995","5213.33","6175.005","6246.67","1098","928","2","0","0"
"752","4215","5919.167","5245","6605.833","1098","928","3","0","0"
"753","4018.36","5918.687","4609.64","6312.874","1098","928","4","0","0"
"754","4215","5441.667","5245","6128.333","1098","928","5","0","0"
"755","4040","5796.167","4950","6402.833","1098","928","6","0","0"
"756","3695","5445","4505","5985","1098","928","7","0","0"
"757","4361.25","5321.667","4978.75","5733.333","1098","928","8","0","0"
"758","5292.5","7210","5772.5","7530","1064","928","1","0","0"
"759","4969","6999.999","5331","7241.332","1064","928","2","0","0"
"760","100","-665.8334","1632.5","355.8333","1135","928","1","0","0"
"761","5292.5","7210","5772.5","7530","1126","933","1","0","1"
"775","781.25","620","1351.25","1000","1144","811","1","0","0"
"776","670","1243","1210","1603","1131","321","1","0","0"
"789","199.995","1095.828","1150.01","1729.172","1136","953","1","0","0"
"790","716.25","625","1278.75","1000","1136","953","2","0","0"
"793","-5162.5","893.4034","-4020.83","1654.517","1136","953","3","0","0"
"794","-5000","1318.75","-3789.584","2125","1136","953","4","0","0"
"795","-4526.06","1690.878","-4163.97","1932.272","1136","953","5","0","0"
"796","-4837.5","1500","-4237.5","1900","1136","953","6","0","0"
"797","-5467.5","1575","-4582.5","2165","1136","953","7","0","0"
"798","-5700","1059.167","-4490","1865.833","1136","953","8","0","0"
"800","-5875","1727.08","-5230","2157.08","1136","953","9","0","0"
"801","-5967.5","1200","-5082.5","1790","1136","953","10","0","0"
"802","-5876.25","960","-5403.75","1275","1136","953","11","0","0"
"803","-6010.003","650.833","-5179.997","1204.17","1136","953","12","0","0"
"804","-5567.5","985","-5222.5","1215","1136","953","13","0","0"
"805","-5971.63","975","-5709.13","1150","1136","953","14","0","0"
"808","-5356.25","-462.5","-4943.75","-187.5","870","951","22","0","0"
"814","-918.75","1675","468.75","2600","1175","941","1","0","0"
"815","5437.495","6523.33","6162.505","7006.67","1116","941","1","0","0"
"816","5479.995","6537.33","6115.005","6960.67","1116","941","2","0","0"
"817","5645","6710","6005","6950","1116","941","3","0","0"
"818","5516","6540","6131","6950","1116","941","4","0","0"
"828","-339.756","1580.417","318.994","2019.583","1176","947","1","0","0"
"830","-1025","1567.5","-200","2117.5","1176","947","2","0","0"
"831","-950","1624.167","-700","1790.833","1176","947","3","0","0"
"835","4298.75","5350","4576.25","5535","1116","941","5","0","0"
"837","2398.75","1415","3501.25","2150","1182","946","1","0","0"
"839","-1332.5","6327.5","-200","7082.5","1195","949","1","0","0"
"840","3097.25","80","3659.75","455","1205","949","3","0","0"
"841","3098.75","-50","3901.25","485","1205","949","2","0","0"
"842","3001","-13.83363","3938.75","611.333","1205","949","1","0","0"
"843","2939.37","222.913","3628.13","682.087","1205","949","4","0","0"
"844","3263.189","374.168","3713.811","674.582","1205","949","5","0","0"
"845","1434.617","839.652","2227.124","1367.99","1209","948","1","0","0"
"846","1608.369","941.319","1945.871","1166.32","1209","948","2","0","0"
"847","1465.63","1593.75","1784.38","1806.25","1208","949","1","0","0"
"848","1465.63","1593.75","1784.38","1806.25","1208","949","2","0","0"
"849","1505","1560","1775","1740","1208","949","3","0","0"
"850","1740","1551.667","2035","1748.333","1208","949","4","0","0"
"852","7446.25","3380","7693.75","3545","1228","994","1","0","0"
"853","7375","3336.667","7775","3603.333","1228","994","2","0","0"
"854","8195.31","3755","8855.31","4195","1228","994","3","0","0"
"855","8056.25","3725","8993.75","4350","1228","994","4","0","0"
"856","8118.75","3775","8981.25","4350","1228","994","5","0","0"
"858","-2720.38","4359.999","-2265.62","4663.171","1265","970","1","0","1"
"859","3296.25","5475","3738.75","5770","1116","941","6","0","0"
"860","4147.5","6650","4972.5","7200","1116","941","7","0","0"
"861","4147.5","6650","4972.5","7200","1116","941","8","0","0"
"862","3237.5","7360","3612.5","7610","1116","941","9","0","0"
"863","3895","2510","4450","2880","1116","950","10","0","0"
"864","5181.245","2989.58","5550.005","3235.42","1116","950","11","0","0"
"865","6440","20","6815","270","1060","947","1","0","0"
"866","6580","230","6970","490","1060","941","2","0","0"
"867","6440","20","6815","270","1060","947","3","0","0"
"868","6440","20","6815","270","1060","947","4","0","0"
"869","6580","230","6970","490","1060","941","5","0","0"
"870","6580","230","6970","490","1060","941","6","0","0"
"877","-876.252","-286.828","10.587","304.398","1358","29","1","0","0"
"878","-876.252","-286.828","10.587","304.398","1358","29","2","0","0"
"879","-876.252","-286.828","10.587","304.398","1358","29","3","0","0"
"880","6075","2322.5","6675","2722.5","1116","950","12","0","0"
"884","1962.5","1615","2487.5","1965","1116","946","13","0","0"
"885","3092.5","2005","3632.5","2365","1116","946","14","0","0"
"886","583.75","1030.75","930.25","1261.75","1116","947","15","0","0"
"888","1008.13","4326.25","1266.88","4498.75","1116","949","16","0","0"
"889","1013.75","4330","1261.25","4495","1116","949","17","0","0"
"890","1413.75","6950","1736.25","7165","1116","949","18","0","0"
"891","1375.75","6950","1773.25","7215","1116","949","19","0","0"
"892","585","6499.167","925","6725.833","1116","949","20","0","0"
"893","524.995","6470.83","995.005","6784.17","1116","949","21","0","0"
"894","-1678.75","1781.58","-1336","2010.08","1116","947","22","0","0"
"902","-31","1806","344","2056","1116","947","23","0","0"
"903","-31","1806","344","2056","1116","947","24","0","0"
"904","-31","1806","344","2056","1116","947","25","0","0"
"905","4305","5356","4695","5616","1116","941","26","0","0"
"906","4305","5356","4695","5616","1116","941","27","0","0"
"907","4305","5356","4695","5616","1116","941","28","0","0"
"912","-1475.003","856.25","-1018.747","1160.42","1279","1008","1","0","0"
"925","-508.3365","4145.83","-70.83156","4437.5","1448","1026","3","0","0"
"926","-530.002","3763.125","-24.9976","4099.795","1448","1026","1","0","0"
"927","-490","4008.667","-175.995","4218.003","1448","1026","2","0","0"
"928","-485","3540","25","3880","1448","1026","4","0","0"
"929","2220","3950","2805","4340","1448","1026","5","0","0"
"930","1963.75","4010","2361.25","4275","1448","1026","6","0","0"
"931","2024.995","3570.83","2750.005","4054.17","1448","1026","7","0","0"
"932","-489.193","-3139.59","-84.8074","-2870","1448","1026","8","0","0"
"933","-2493.75","3879.168","-1900","4275.001","1448","1026","9","0","0"
"934","-4555","4210","-3595","4850","1116","978","29","0","0"
"937","2762.5","1700","3287.5","2050","1116","946","30","0","0"
"939","818.756","-1660.83","1286.25","-1349.17","1220","1021","1","0","1"
"940","818.756","-1660.83","1286.25","-1349.17","1220","1021","2","0","1"
"941","-809.375","3893.75","212.501","4575","1468","1015","1","0","0"
"942","-1000.38","4094.99","30.6304","4782.33","1468","1015","2","0","0"
"943","-963.7524","4083.33","-286.2476","4535","1468","1015","3","0","0"
"946","6930","723.4105","7648.59","1202.47","1479","1007","1","0","0"
"947","-5596.25","2270","-5153.75","2565","0","23","20","0","0"
"948","1973.75","-873.5","2563.25","-480.5","1480","492","1","0","0"
"949","1988.75","-863.5","2428.25","-570.5","1480","492","2","0","0"
