Id,Unknown0,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown2,Unknown3,Unknown4,Unknown5
"6865","9656","102","0","0","0","16777216","0","0","188","0","1","1"
"6866","9657","102","0","0","0","16777216","0","0","188","0","1","1"
"6870","9662","102","0","0","0","16777728","0","0","188","0","1","1"
"6931","9936","102","0","0","0","16777216","0","0","188","0","1","1"
"7045","10259","102","0","0","0","16777216","0","0","188","0","1","1"
"7047","10261","277348358","8","0","0","16777216","0","0","40","0","57","57"
"7152","10414","277348352","8","0","0","16777216","0","0","21","0","46","46"
"7252","10578","138936390","0","0","0","16777216","0","0","126","0","8","8"
"7260","10598","102","0","0","0","16777216","0","0","188","0","1","1"
"7638","11236","102","0","0","0","16777728","0","0","188","0","1","1"
"7676","11325","268959846","0","0","0","16777216","0","0","188","0","1","1"
"7677","11326","268959846","0","0","0","16777216","0","0","188","0","1","1"
"7678","11327","268959846","0","0","0","16777216","0","0","188","0","1","1"
"7821","11502","3230208352","78","16777216","1048576","16777216","0","0","1081","0","63","63"
"8088","11822","273154054","16777984","0","0","16777216","0","0","1254","-1","0","0"
"8126","11859","337117190","1024","0","0","16778240","0","0","954","2","60","60"
"8393","12222","277348352","8","0","0","16777216","0","0","16","0","34","35"
"8452","12350","1","0","0","0","16777216","0","0","35","0","1","2"
"8495","12419","102","0","0","0","16777216","0","0","188","0","1","1"
"9616","14042","524390","0","0","0","16777216","0","0","35","0","61","61"
"9635","14143","524390","0","0","0","16777216","0","0","35","0","61","61"
"9734","14305","524398","0","0","0","16777216","0","0","12","0","4","4"
"9823","14421","102","0","0","0","16777216","0","0","31","0","1","1"
"9846","14444","524398","0","0","0","16777216","0","0","29","0","4","4"
"9906","14505","1","0","0","0","16777216","0","0","35","0","1","2"
"9984","14629","102","0","0","0","16777216","0","0","188","0","1","1"
"9985","14630","102","0","0","0","16777216","0","0","188","0","1","1"
"9986","14631","102","0","0","0","16777216","0","0","188","0","1","1"
"9987","14632","102","0","0","0","16777216","0","0","188","0","1","1"
"9988","14633","102","0","0","0","16777216","0","0","188","0","1","1"
"10077","14744","5","0","0","0","16777216","0","0","35","0","10","10"
"10088","14755","268959846","0","0","0","16777728","0","0","188","0","1","1"
"10089","14756","268959846","0","0","0","16777728","0","0","188","0","1","1"
"10229","14878","102","0","0","0","16777216","0","0","1555","0","5","5"
"10450","15186","268959846","0","0","0","16777216","0","0","188","0","1","1"
"10612","15356","102","0","0","0","16777216","0","0","188","0","1","1"
"10613","15357","102","0","0","0","16777216","0","0","188","0","1","1"
"10614","15358","102","0","0","0","16777216","0","0","188","0","1","1"
"10615","15359","102","0","0","0","16777216","0","0","188","0","1","1"
"10616","15360","102","0","0","0","16777216","0","0","188","0","1","1"
"10617","15361","102","0","0","0","16777216","0","0","188","0","1","1"
"10683","15429","102","0","0","0","16777216","0","0","1555","0","5","5"
"10800","15548","0","0","0","0","16777216","0","0","16","1","71","71"
"10913","15661","268697702","0","0","0","16777216","0","0","188","0","1","1"
"10945","15698","268959846","0","0","0","16777728","0","0","188","0","1","1"
"10946","15699","102","0","0","0","16777216","0","0","188","0","1","1"
"10952","15705","268959846","0","0","0","16777728","0","0","188","0","1","1"
"10953","15706","102","0","0","0","16777216","0","0","188","0","1","1"
"10957","15710","358","0","0","0","16777216","0","0","188","0","1","1"
"11364","16069","268959846","0","0","0","16777216","0","0","188","0","1","1"
"11378","16085","102","0","0","0","16777728","0","0","188","0","1","1"
"11801","16445","102","0","0","0","16777216","0","0","35","0","1","1"
"11814","16456","102","0","0","0","16777216","0","0","188","0","1","1"
"11916","16547","268959846","0","0","0","16777216","0","0","188","0","1","1"
"11917","16548","268959846","0","0","0","16777216","0","0","35","0","1","1"
"11918","16549","268959846","0","0","0","16777216","0","0","188","0","1","1"
"11998","16628","138936390","0","0","0","16777216","0","0","1604","0","30","30"
"12077","16701","102","0","0","0","16777728","0","0","188","0","1","1"
"12178","16800","2429095936","8","0","1048576","16777216","0","0","1602","-1","3","3"
"12179","16801","2563313664","8","0","1048576","16777216","0","0","1602","-1","3","3"
"12419","17026","269025638","0","0","1048576","16777216","0","0","14","0","70","70"
"12637","17252","268959750","0","0","0","16778240","0","0","90","2","50","50"
"12639","17254","102","0","0","0","16777216","0","0","188","0","1","1"
"12640","17255","102","0","0","0","16777728","0","0","188","0","1","1"
"13708","18063","406913062","0","0","1048576","16777216","0","0","1652","0","70","70"
"13720","18075","66150","0","0","1048576","16777216","0","0","1684","0","70","70"
"14090","18377","536870917","0","0","0","16777216","0","0","35","0","70","70"
"14094","18381","268959846","0","0","0","16777728","0","0","188","0","1","1"
"14616","18839","102","0","0","0","16777216","0","0","188","0","1","1"
"14838","19044","2155941888","78","0","1048576","16777216","0","0","16","1","73","73"
"15480","19622","3498643464","78","0","0","16777216","0","0","16","1","73","73"
"15791","19935","268959750","0","0","0","16777216","0","0","1778","0","73","73"
"16071","20245","524390","0","0","0","16777216","0","0","188","0","3","3"
"16072","20246","102","0","0","0","16777216","0","0","188","0","1","1"
"16073","20247","102","0","0","0","16777216","0","0","188","0","1","1"
"16134","20350","268959750","0","0","0","16777216","0","0","35","1","55","55"
"16194","20408","102","0","0","0","16777728","0","0","188","0","1","1"
"16259","20472","102","0","0","0","16777216","0","0","188","0","1","1"
"16718","21008","102","0","0","0","16777728","0","0","188","0","1","1"
"16719","21009","102","0","0","0","16777728","0","0","188","0","1","1"
"16720","21010","102","0","0","0","16777728","0","0","188","0","1","1"
"16728","21018","102","0","0","0","16777728","0","0","188","0","1","1"
"16764","21055","102","0","0","0","16777728","0","0","188","0","1","1"
"16765","21056","102","0","0","0","16777728","0","0","188","0","1","1"
"16774","21063","102","0","0","0","16777728","0","0","188","0","1","1"
"16775","21064","102","0","0","0","16777728","0","0","188","0","1","1"
"16787","21076","102","0","0","0","16777728","0","0","188","0","1","1"
"16997","21266","102","0","0","0","16777216","0","0","188","0","1","1"
"17786","22174","524288","0","0","0","16777216","0","0","14","1","71","72"
"17878","62583","524358","0","0","0","16777216","0","0","188","0","1","1"
"17882","62581","268959744","0","8388608","2147483648","16777216","0","0","2550","4","88","88"
"17884","62580","268959744","0","8388608","2147483648","16777216","0","0","2550","4","88","88"
"17886","62579","268959744","0","8388608","2147483648","16777216","0","0","2550","4","88","88"
"17908","62564","524358","0","0","0","16777216","0","0","188","0","1","1"
"17924","62555","524358","0","0","0","16777216","0","0","188","0","1","1"
"17949","62541","2424897792","72","25165824","2148597760","16777216","0","0","14","4","92","92"
"17973","62526","70","0","0","0","16777216","0","0","188","0","1","1"
"17975","62524","70","0","0","0","16777216","0","0","188","0","1","1"
"17976","62523","268959814","0","0","0","16777216","0","0","188","0","1","1"
"17980","62521","302514278","0","1024","0","16777216","0","0","2552","4","90","90"
"17984","62519","302514278","0","33555456","0","16777216","0","0","2552","4","90","90"
"17985","62518","2449997926","0","0","0","16777216","0","0","2552","4","90","90"
"17987","62517","302514278","0","1024","0","16777216","0","0","2552","4","90","90"
"18096","22328","1049606","0","0","0","16777216","0","0","35","0","1","1"
"18126","62437","0","0","0","0","16777216","0","0","14","4","90","90"
"18130","62435","268959814","0","0","0","16777216","0","0","190","0","1","1"
"18131","62434","70","0","0","0","16777216","0","0","31","0","1","1"
"18133","62433","0","0","0","0","16777216","0","0","35","4","90","90"
"18140","62428","0","0","0","0","16777216","0","0","14","4","90","90"
"18142","62427","0","0","0","0","16777216","0","0","14","4","90","90"
"18144","62426","0","0","0","0","16777216","0","0","14","4","90","90"
"18157","62419","268959846","0","0","0","16777216","0","0","1733","4","90","90"
"18171","62409","0","0","0","0","16777216","0","0","35","4","90","90"
"18191","62395","70","0","0","0","16777216","0","0","188","0","1","1"
"18216","62375","70","0","0","0","16777216","0","0","188","0","1","1"
"18220","62373","70","0","0","0","16777216","0","0","188","3","1","1"
"18223","62370","524358","0","0","0","16777216","0","0","31","0","1","1"
"18235","62364","70","0","0","0","16777216","0","0","188","3","1","1"
"18237","62363","537395814","0","0","0","16777216","0","0","35","4","90","90"
"18279","62324","2424832000","32776","25165824","2282815488","16777216","0","0","2558","4","88","88"
"18287","62317","70","0","0","0","16777216","0","0","188","0","1","1"
"18289","62316","70","0","0","0","16777216","0","0","31","0","1","1"
"18291","62315","70","0","0","0","16777216","0","0","188","3","1","1"
"18293","62314","70","0","0","0","16777216","0","0","188","0","1","1"
"18295","62313","70","0","0","0","16777216","0","0","188","0","1","1"
"18297","62312","524358","0","0","0","16777216","0","0","31","0","1","1"
"18320","62299","6","0","0","134217728","16793600","0","0","2102","4","88","88"
"18324","62296","6","0","1","128","16777216","0","0","2501","4","88","88"
"18347","22445","102","0","0","0","16777728","0","0","188","0","1","1"
"18365","62272","0","0","0","0","16777216","0","0","35","4","90","90"
"18382","62263","0","0","0","0","16777216","0","0","35","4","88","88"
"18384","62262","0","0","0","0","16777216","0","0","35","4","90","90"
"18390","62258","70","0","0","0","16777216","0","0","188","0","1","1"
"18392","62257","70","0","0","0","16777216","0","0","188","0","1","1"
"18394","62256","70","0","0","0","16777216","0","0","188","0","1","1"
"18397","62255","70","0","0","0","16777216","0","0","188","0","1","1"
"18406","62250","70","0","0","0","16777216","0","0","188","0","1","1"
"18413","62247","6","0","1","128","16777216","0","0","2501","4","88","88"
"18414","62246","268959812","0","0","0","16777216","0","0","188","0","5","5"
"18419","62242","70","0","0","0","16777216","0","0","188","0","1","1"
"18426","22484","268959846","0","0","0","16777216","0","0","35","1","1","1"
"18482","62203","2416444742","0","0","0","16777216","0","0","2552","4","90","90"
"18483","22514","1","0","0","0","16777216","0","0","35","0","1","2"
"18485","62201","70","0","0","0","16777216","0","0","188","0","5","5"
"18499","22522","268959756","72","2048","1048576","16777216","134217728","0","2136","6","1","123"
"18506","62191","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18508","62190","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18510","62189","70","0","0","0","16777216","0","0","31","0","1","1"
"18513","62188","1065030","0","0","0","16777216","0","0","31","0","5","5"
"18515","62187","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18517","62186","268959814","0","0","0","16777216","0","0","190","0","1","1"
"18519","62185","70","0","0","0","16777216","0","0","188","3","1","1"
"18521","62184","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18523","62182","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18525","62181","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18531","62178","70","0","0","0","16777216","0","0","31","0","1","1"
"18533","62177","70","0","0","0","16777216","0","0","188","3","1","1"
"18534","22817","268959854","1048576","0","0","16777216","0","0","1818","1","1","1"
"18535","62176","70","0","0","0","16777216","0","0","188","0","1","1"
"18536","22818","268959854","1048576","0","0","16777216","0","0","1818","1","1","1"
"18545","62170","0","0","0","0","16777216","0","0","35","4","90","90"
"18547","62169","0","0","0","0","16777216","0","0","35","4","90","90"
"18559","62163","70","0","0","0","16777216","0","0","188","0","3","3"
"18595","62130","70","0","0","0","16777216","0","0","188","0","1","1"
"18598","62129","70","0","0","0","16777216","0","0","188","0","1","1"
"18602","62127","268959814","0","0","0","16777216","0","0","188","0","1","1"
"18614","62121","70","0","0","0","16777216","0","0","188","0","1","1"
"18616","62120","70","0","0","0","16777216","0","0","31","0","1","1"
"18618","62119","70","0","0","0","16777216","0","0","31","0","1","1"
"18620","62118","70","0","0","0","16777216","0","0","188","0","1","1"
"18622","62117","268959814","0","0","0","16777216","0","0","190","0","1","1"
"18624","62116","70","0","0","0","16777216","0","0","188","0","1","1"
"18626","62115","70","0","0","0","16777216","0","0","188","0","1","1"
"18628","62114","70","0","0","0","16777216","0","0","188","3","1","1"
"18661","62091","277348352","8","16778240","0","16777216","0","0","16","4","90","90"
"18686","62053","268959748","0","0","0","16777216","0","0","35","4","85","85"
"18689","62052","403177478","0","0","0","16777216","0","0","35","4","90","90"
"18691","62051","524358","0","0","0","16777216","0","0","188","0","1","1"
"18693","62050","524358","0","0","0","16777216","0","0","188","0","1","1"
"18695","62035","64","0","0","0","16777216","0","0","35","0","1","1"
"18697","62034","524358","0","0","0","16777216","0","0","188","0","1","1"
"18699","62032","0","0","0","0","16777216","0","0","35","4","90","90"
"18703","62026","33554958","1048576","8448","0","16777216","0","0","35","4","85","85"
"18708","62022","70","0","0","0","16777216","0","0","31","0","1","1"
"18712","62020","70","0","0","0","16777216","0","0","31","0","1","1"
"18715","62019","70","0","0","0","16777216","0","0","188","0","1","1"
"18735","61997","0","0","0","0","16777216","0","0","1078","4","88","88"
"18746","61988","0","0","0","0","16777216","0","0","14","4","90","90"
"18778","61942","0","0","0","0","16777216","0","0","35","4","90","90"
"18780","61941","0","0","0","0","16777216","0","0","14","4","90","90"
"18782","61938","0","0","0","0","16777216","0","0","35","4","90","90"
"18783","22943","102","0","0","0","16777216","0","0","188","0","1","1"
"18784","61937","0","0","0","0","16777216","0","0","35","4","90","90"
"18787","61936","0","0","0","0","16777216","0","0","35","4","90","90"
"18789","61935","0","0","0","0","16777216","0","0","35","4","90","90"
"18790","61934","0","0","0","0","16777216","0","0","35","4","90","90"
"18792","61933","0","0","0","0","16777216","0","0","35","4","90","90"
"18794","61932","0","0","1024","0","16777216","0","0","35","4","90","90"
"18796","61931","0","0","0","0","16777216","0","0","35","4","90","90"
"18798","61930","0","0","0","0","16777216","0","0","35","4","90","90"
"18804","61927","0","0","0","0","16777216","0","0","35","4","90","90"
"18806","61926","0","0","0","0","16777216","0","0","35","4","90","90"
"18807","61925","0","0","0","0","16777216","0","0","35","4","90","90"
"18810","61923","0","0","0","0","16777216","0","0","35","4","90","90"
"18812","61922","0","0","0","0","16777216","0","0","35","4","90","90"
"18814","61920","0","0","0","0","16777216","0","0","35","4","90","90"
"18816","61918","0","0","0","0","16777216","0","0","35","4","90","90"
"18820","61916","0","0","0","0","16777216","0","0","35","4","90","90"
"18822","61913","0","0","0","0","16777216","0","0","35","4","90","90"
"18824","61912","0","0","0","0","16777216","0","0","35","4","90","90"
"18826","61911","0","0","0","0","16777216","0","0","35","4","90","90"
"18830","61909","0","0","0","0","16777216","0","0","35","4","90","90"
"18832","61908","0","0","0","0","16777216","0","0","35","4","90","90"
"18834","61907","0","0","0","0","16777216","0","0","14","4","90","90"
"18836","61906","0","0","0","0","16777216","0","0","14","4","90","90"
"18838","61905","268959814","0","0","0","16777216","0","0","7","0","1","1"
"18840","61904","0","0","0","0","16777216","0","0","14","4","90","90"
"18842","61902","0","0","0","0","16777216","0","0","14","4","90","90"
"18844","61901","0","0","0","0","16777216","0","0","14","4","90","90"
"18846","61900","0","0","0","0","16777216","0","0","14","4","90","90"
"18848","61899","0","0","0","0","16777216","0","0","14","4","90","90"
"18850","61898","0","0","0","0","16777216","0","0","14","4","90","90"
"18852","61897","0","0","0","0","16777216","0","0","35","4","90","90"
"18858","61892","70","0","0","0","16777216","0","0","188","0","1","1"
"18860","61890","70","0","0","0","16777216","0","0","31","0","1","1"
"18862","61889","70","0","0","0","16777216","0","0","31","0","1","1"
"18870","61883","268959846","0","0","0","16777216","0","0","188","0","1","1"
"18876","61877","102","0","0","0","16777728","0","0","188","0","1","1"
"18890","61869","0","0","0","0","16777216","0","0","35","4","88","88"
"18892","61868","0","0","0","0","16777216","0","0","35","4","88","88"
"18894","61867","0","0","0","0","16777216","0","0","35","4","88","88"
"18896","61866","0","0","0","0","16777216","0","0","35","4","88","88"
"18910","61846","407372838","536870912","0","0","16777216","0","0","1074","4","88","88"
"18912","61845","0","0","0","0","16777216","0","0","35","4","88","88"
"18914","61844","0","0","0","0","16777216","0","0","35","4","88","88"
"18936","61833","0","0","0","0","16777216","0","0","1078","4","88","88"
"18940","61830","70","0","0","0","16777216","0","0","190","0","1","1"
"18942","61829","536870982","0","0","0","16777216","0","0","188","0","1","1"
"18944","61828","70","0","0","0","16777216","0","0","31","0","1","1"
"18946","61827","1065030","0","0","0","16777216","0","0","31","0","5","5"
"18948","61826","70","0","0","0","16777216","0","0","190","0","1","1"
"19054","61758","70","0","0","0","16777216","0","0","188","0","1","1"
"19056","61757","70","0","0","0","16777216","0","0","31","0","1","1"
"19060","61755","70","0","0","0","16777216","0","0","31","2","5","5"
"19064","61753","70","0","0","0","16777216","0","0","31","0","1","1"
"19067","61752","70","0","0","0","16777216","0","0","31","0","1","1"
"19069","61751","70","0","0","0","16777216","0","0","31","0","1","1"
"19071","61750","1065030","0","0","0","16777216","0","0","31","0","5","5"
"19100","61718","1065030","0","0","0","16777216","0","0","2136","0","5","5"
"19117","61710","32","0","0","0","16777217","0","0","2156","4","87","87"
"19131","61704","70","0","0","0","16777216","0","0","31","0","1","1"
"19132","23114","268959846","0","0","0","16777216","0","0","188","0","1","1"
"19133","61703","1065030","0","0","0","16777216","0","0","2136","0","5","5"
"19158","61691","70","0","0","0","16777216","0","0","188","0","1","1"
"19160","61690","70","0","0","0","16777216","0","0","31","0","1","1"
"19162","61689","1065030","0","0","0","16777216","0","0","2136","0","5","5"
"19168","61686","1065030","0","0","0","16777216","0","0","2136","0","5","5"
"19172","61684","0","0","0","0","16777216","0","0","35","4","85","85"
"19177","61682","407372838","536870912","0","0","16777216","0","0","1074","4","88","88"
"19187","61677","70","0","0","0","16777216","0","0","31","0","1","1"
"19222","23159","277352448","72","0","0","16777216","0","0","1820","1","70","70"
"19317","23198","268959846","0","0","0","16777216","0","0","188","0","1","1"
"19359","23220","268959784","4195360","0","0","16777216","0","0","1829","1","72","72"
"19379","23231","268959846","0","0","0","16777728","0","0","188","0","1","1"
"19384","23234","268959846","0","0","0","16777216","0","0","188","0","10","12"
"19435","23258","268959846","0","0","0","16777216","0","0","35","0","1","1"
"19450","23266","268959846","0","0","0","16777216","0","0","188","0","1","1"
"19451","61544","570425952","0","0","0","16777216","0","0","35","0","1","1"
"19455","61541","0","0","8388608","2147483648","16777216","0","0","28","4","87","87"
"19466","23274","102","0","0","0","16777216","0","0","188","0","1","1"
"19610","61459","1065030","0","0","0","16777216","0","0","2136","0","5","5"
"19613","61456","1065030","0","0","0","16777216","0","0","2136","0","5","5"
"19637","61443","268959814","0","0","0","16777216","0","0","7","0","1","1"
"19643","61441","70","0","0","0","16777216","0","0","188","3","1","1"
"19644","61440","70","0","0","0","16777216","0","0","188","0","1","1"
"19645","61439","268959814","0","0","0","16777216","0","0","188","0","1","1"
"19647","61438","70","0","0","0","16777216","0","0","188","0","1","1"
"19713","61425","70","0","0","0","16777216","0","0","188","0","1","1"
"19726","61420","268959814","0","0","0","16777216","0","0","190","0","1","1"
"19767","23439","102","0","0","0","16777216","0","0","35","0","69","70"
"19787","61386","1048646","0","0","0","16777216","0","0","31","0","1","1"
"19789","61385","268959814","0","0","0","16777216","0","0","188","0","1","1"
"19791","61384","70","0","0","0","16777216","0","0","188","0","1","1"
"19793","61383","70","0","0","0","16777216","0","0","31","0","1","1"
"19809","61375","268959814","0","0","0","16777216","0","0","7","0","1","1"
"19814","61372","268959814","0","0","0","16777216","0","0","7","0","1","1"
"19818","61370","70","0","0","0","16777216","0","0","188","3","1","1"
"19820","61369","524358","0","0","0","16777216","0","0","188","0","1","1"
"19822","61368","70","0","0","0","16777216","0","0","188","0","1","1"
"19824","61367","268959814","0","0","0","16777216","0","0","7","0","1","1"
"19826","61366","70","0","0","0","16777216","0","0","31","0","1","1"
"19900","61329","268959814","0","0","0","16777216","0","0","188","0","1","1"
"19902","61328","1048646","0","0","0","16777216","0","0","31","0","1","1"
"19904","61327","268959814","0","0","0","16777216","0","0","190","0","1","1"
"19906","61326","70","0","0","0","16777216","0","0","188","0","1","1"
"19908","61325","268959814","0","0","0","16777216","0","0","7","0","1","1"
"19910","61324","268959814","0","0","0","16777216","0","0","188","0","1","1"
"19912","61323","70","0","0","0","16777216","0","0","31","0","1","1"
"19914","61322","70","0","0","0","16777216","0","0","188","0","1","1"
"19916","61321","70","0","0","0","16777216","0","0","188","3","1","1"
"19918","61320","268959814","0","0","0","16777216","0","0","190","0","1","1"
"19920","61319","70","0","0","0","16777216","0","0","188","0","1","1"
"19922","61318","268959814","0","0","0","16777216","0","0","188","0","1","1"
"19924","61317","70","0","0","0","16777216","0","0","31","0","1","1"
"19931","61314","70","0","0","0","16777216","0","0","188","3","1","1"
"19933","61313","70","0","0","0","16777216","0","0","188","0","1","1"
"19935","61312","524358","0","0","0","16777216","0","0","188","0","1","1"
"19939","61310","0","0","0","0","16777216","0","0","1771","2","80","80"
"19941","61309","0","0","0","0","16777216","0","0","1771","4","80","80"
"19951","61304","0","0","0","0","16777216","0","0","14","4","93","93"
"19957","61301","0","0","0","0","16777216","0","0","16","3","90","90"
"19959","61300","0","0","0","0","16777216","0","0","16","3","90","90"
"19973","61292","0","0","0","0","16777216","0","0","16","3","90","90"
"19997","61259","70","0","0","0","16777216","0","0","188","0","1","1"
"19999","61258","268959814","0","0","0","16777216","0","0","188","0","1","1"
"20001","61257","70","0","0","0","16777216","0","0","31","0","1","1"
"20006","61255","70","0","0","0","16777216","0","0","31","0","1","1"
"20011","61253","268959814","0","0","0","16777216","0","0","190","0","1","1"
"20054","61213","277348352","72","16778240","1114112","16777216","0","0","2102","4","91","91"
"20099","61171","70","0","0","0","16777216","0","0","188","0","1","1"
"20102","61170","1065030","0","0","0","16777216","0","0","31","0","3","3"
"20104","61169","70","0","0","0","16777216","0","0","188","0","1","1"
"20106","61168","70","0","0","0","16777216","0","0","31","0","1","1"
"20108","61167","70","0","0","0","16777216","0","0","31","0","1","1"
"20114","61165","1065030","0","0","0","16777216","0","0","31","0","5","5"
"20125","61160","70","0","0","0","16777216","0","0","190","4","1","1"
"20128","61158","524358","0","0","0","16777216","0","0","31","0","1","1"
"20139","61149","0","0","0","0","16777216","0","0","14","4","88","88"
"20141","61148","0","0","0","0","16777216","0","0","14","4","88","88"
"20147","61143","70","0","0","0","16777216","0","0","31","0","1","1"
"20149","61142","268959814","0","0","0","16777216","0","0","31","0","1","1"
"20151","61141","70","0","0","0","16777216","0","0","31","0","1","1"
"20176","61129","0","0","0","0","16777216","0","0","35","4","87","87"
"20216","61089","70","0","0","0","16777216","0","0","190","0","1","1"
"20218","61088","70","0","0","0","16777216","0","0","190","4","1","1"
"20220","61087","70","0","0","0","16777216","0","0","190","4","1","1"
"20222","61086","102","0","0","0","16777216","0","0","190","4","1","1"
"20224","61085","102","0","0","0","16777216","0","0","190","4","1","1"
"20232","61081","70","0","0","0","16777216","0","0","188","0","1","1"
"20234","61080","70","0","0","0","16777216","0","0","188","0","1","1"
"20236","61079","0","0","0","0","16777216","0","0","1078","4","88","88"
"20244","61075","0","0","0","0","16777216","0","0","16","4","87","87"
"20246","61074","0","0","0","0","16777216","0","0","14","4","88","88"
"20248","61073","0","0","0","0","16777216","0","0","14","4","88","88"
"20252","61071","524358","0","0","0","16777216","0","0","188","0","1","1"
"20383","60999","1082200352","78","50333696","1114176","16778240","0","0","14","4","93","93"
"20644","60861","407372838","536870912","0","0","16777216","0","0","1078","4","87","87"
"20688","60830","407372838","536870912","0","0","16777216","0","0","29","4","87","87"
"20690","60829","407372838","536870912","0","0","16777216","0","0","1078","4","87","87"
"20692","60828","407372838","536870912","0","0","16777216","0","0","1078","4","88","88"
"20706","60821","407372838","536870912","0","0","16777216","0","0","29","4","87","87"
"20708","60820","407372838","536870912","0","0","16777216","0","0","29","4","87","87"
