Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
"403","100","0","0","0","778","777","0","256"
"404","100","0","0","0","781","780","779","1536"
"407","100","100","0","0","790","789","788","8"
"408","100","0","0","0","792","791","0","0"
"409","100","100","0","0","795","794","793","8"
"410","100","0","0","0","797","796","0","66"
"411","100","100","0","0","799","798","0","1090"
"412","100","100","0","0","802","804","803","8"
"413","100","0","0","0","806","805","0","0"
"414","100","100","0","0","809","808","807","132"
"415","100","100","0","0","811","810","0","1090"
"416","100","100","0","0","813","815","0","268"
"417","100","100","0","0","817","816","0","256"
"418","100","0","0","26","819","818","0","256"
"419","100","0","0","0","821","820","0","256"
"428","100","0","429","0","835","0","0","0"
"429","100","0","430","0","836","0","0","0"
"430","100","0","431","0","837","0","0","0"
"431","100","0","432","0","838","0","0","0"
"432","100","0","433","0","839","0","0","0"
"433","100","0","434","0","840","0","0","0"
"434","100","0","435","0","841","0","0","0"
"435","100","0","436","0","842","0","0","0"
"436","100","0","437","0","843","0","0","0"
"437","100","0","438","0","844","0","0","0"
"438","100","0","439","0","845","0","0","0"
"439","100","0","440","0","846","0","0","0"
"440","100","0","441","0","847","0","0","0"
"441","100","0","442","0","848","0","0","0"
"442","100","0","443","0","849","0","0","0"
"443","100","0","444","0","850","0","0","0"
"444","100","0","445","0","851","0","0","0"
"445","100","0","446","0","852","0","0","0"
"446","100","0","447","0","853","0","0","0"
"447","100","0","448","0","854","0","0","0"
"448","100","0","449","0","855","0","0","0"
"449","100","0","450","0","856","0","0","0"
"450","100","0","451","0","857","0","0","0"
"451","100","0","452","0","858","0","0","0"
"452","100","0","453","0","859","0","0","0"
"453","100","0","454","0","860","0","0","0"
"454","100","0","455","0","861","0","0","0"
"455","100","0","456","0","862","0","0","0"
"456","100","0","457","0","863","0","0","0"
"457","100","0","458","0","864","0","0","0"
"458","100","0","459","0","865","0","0","0"
"459","100","0","460","0","866","0","0","0"
"460","100","0","461","0","867","0","0","0"
"461","100","0","462","0","868","0","0","0"
"462","100","0","463","0","869","0","0","0"
"463","100","0","464","0","870","0","0","0"
"464","100","0","465","0","871","0","0","0"
"465","100","0","466","0","872","0","0","0"
"466","100","0","467","0","873","0","0","0"
"467","100","0","468","0","874","0","0","0"
"468","100","0","469","0","875","0","0","0"
"469","100","0","470","0","876","0","0","0"
"470","100","0","471","0","877","0","0","0"
"471","100","0","472","0","878","0","0","0"
"472","100","0","473","0","879","0","0","0"
"473","100","0","474","0","880","0","0","0"
"474","100","0","475","0","881","0","0","0"
"475","100","0","476","0","882","0","0","0"
"476","100","0","477","0","883","0","0","0"
"477","100","0","478","0","884","0","0","0"
"478","100","0","479","0","885","0","0","0"
"479","100","0","480","0","886","0","0","0"
"480","100","0","481","0","887","0","0","0"
"481","100","0","482","0","888","0","0","0"
"482","100","0","483","0","889","0","0","0"
"483","100","0","0","0","890","0","0","0"
"486","100","0","0","0","893","0","0","0"
"488","100","100","0","0","897","0","0","1024"
"490","100","100","0","0","901","900","0","256"
"491","100","100","0","0","903","902","0","256"
"492","100","100","0","0","905","904","0","256"
"497","100","100","0","0","915","914","0","1024"
"498","100","100","0","0","917","916","0","1024"
"499","100","0","0","0","920","919","0","12"
"500","100","0","0","0","922","921","0","263"
"503","100","0","0","0","927","928","0","224"
"504","100","0","0","0","931","930","929","256"
