Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7_0,Unknown7_1,Unknown7_2,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown21,Unknown22
"35881","4294967295","Ruins of the First Bastion","","0","17125","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"35974","18875469","Assault on Darktide Roost","","0","17747","32525","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"35977","33555378","Assault on Darktide Roost","","0","17748","32525","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36069","18875469","Assault on Skettis","","0","17851","32526","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36070","33555378","Assault on Skettis","","0","17852","32526","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36338","33555378","Assault on Shattrath Harbor","","0","19214","32529","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36347","33555378","Assault on Socrethar's Rise","","0","19211","32524","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36348","18875469","Assault on Socrethar's Rise","","0","19212","32524","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36383","18875469","Assault on the Pit","","0","17482","38227","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36473","4294967295","Affliction Ridge","","0","17561","27805","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36476","4294967295","South Gronn Canyon","","0","17565","27805","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36480","4294967295","Valley of Destruction","","0","17569","31135","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36489","33555378","Assault on the Pit","","0","17482","38227","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36490","18875469","Assault on Pillars of Fate","","0","19213","32528","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36491","33555378","Assault on Pillars of Fate","","0","19218","32528","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36500","4294967295","The Razorbloom","","0","17582","27803","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36504","4294967295","Evermorn Springs","","0","17599","27803","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36520","4294967295","Tailthrasher Basin","","0","17596","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36563","4294967295","Mistcreep Mire","","0","17619","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36564","4294967295","Tangleheart","","0","17620","27803","32767","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36566","4294967295","Stonemaul Arena","","0","17622","27805","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36571","4294967295","Iyun Weald","","0","18072","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36590","4294967295","The Howling Crag","","0","17646","0","32767","0","0","0","0","0","0","0","0","0","0","255","0","0","96","0","0","0"
"36603","4294967295","Brimstone Springs","","0","17653","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","92","0","0","0"
"36660","4294967295","Bloodmane Pridelands","","0","17698","29048","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","96","0","0","0"
"36792","4294967295","Bladefist Hold","","0","17794","29095","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","96","0","0","0"
"36807","33555378","Assault on the Heart of Shattrath","","0","19215","38228","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36808","18875469","Assault on Shattrath Harbor","","0","19216","32529","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36809","18875469","Assault on the Heart of Shattrath","","0","19217","38228","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36811","4294967295","Retake Faronaar","","0","17804","39583","-1","36920","40815","0","0","0","0","0","2","0","0","109","0","0","98","0","0","0"
"36814","33555378","Assault on the Everbloom Wilds","","0","19209","32516","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36815","18875469","Assault on the Everbloom Wilds","","0","19210","32516","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36816","18875469","Assault on the Broken Precipice","","0","17808","32522","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36817","33555378","Assault on the Broken Precipice","","0","17809","32522","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36818","18875469","Assault on Mok'gol Watchpost","","0","17810","32523","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36819","33555378","Assault on Mok'gol Watchpost","","0","17811","32523","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36820","18875469","Assault on the Gorian Proving Grounds","","0","18451","31356","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36821","33555378","Assault on the Gorian Proving Grounds","","0","18452","31356","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36822","18875469","Assault on the Iron Siegeworks","","0","19208","32515","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36823","33555378","Assault on the Iron Siegeworks","","0","19207","32515","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36826","18875469","Assault on Magnarok","","0","17817","32520","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36827","33555378","Assault on Magnarok","","0","17842","32520","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36860","4294967295","Assault on Lost Veil Anzu","","0","17848","32527","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"36868","33555378","Battle in Ashran","","0","17850","0","-1","36548","36666","0","0","0","0","0","2","0","0","255","0","0","255","0","0","0"
"36869","33555378","Battle in Ashran","","0","17850","0","-1","36536","36666","0","0","0","0","0","2","0","0","255","0","0","255","0","0","0"
"37280","4294967295","Snarlpaw Ledge","","0","18209","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","98","0","0","0"
"37295","4294967295","Kill Rylai Crestfall","","0","21151","36471","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","113"
"37297","4294967295","Kill Jeron Emberfall","","0","21150","36470","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","113"
"37421","4294967295","Kuuro's Claim","","0","18332","30845","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","94","0","0","0"
"37422","4294967295","Zangarra","","0","18333","30846","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","94","0","0","0"
"37466","4294967295","The Broken Academy","","0","18937","32683","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"37475","4294967295","Molten Quarry","","0","18374","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","113"
"37476","4294967295","Ashmaul Burial Grounds","","0","18376","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","113"
"37477","4294967295","Brute's Rise","","0","18647","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","113"
"37478","4294967295","Amphitheater of Annihilation","","0","18377","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","113"
"37495","4294967295","Plunder the Cove","","0","18385","39582","-1","37538","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"37585","18875469","Assault on the Iron Siegeworks","","0","18448","31290","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37622","33555378","Assault on the Iron Siegeworks","","0","18447","31290","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37623","18875469","Assault on Stonefury Cliffs","","0","18446","31355","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37624","33555378","Assault on Stonefury Cliffs","","0","18444","31355","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37625","18875469","Assault on Magnarok","","0","18445","31354","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37626","33555378","Assault on Magnarok","","0","18443","31354","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37627","18875469","Assault on the Broken Precipice","","0","18449","31357","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37628","33555378","Assault on the Broken Precipice","","0","18450","31357","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37629","18875469","Assault on Mok'gol Watchpost","","0","18453","31385","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37630","33555378","Assault on Mok'gol Watchpost","","0","18454","31385","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37631","18875469","Assault on Socrethar's Rise","","0","18455","31358","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37632","33555378","Assault on Socrethar's Rise","","0","18456","31358","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37633","18875469","Assault on Darktide Roost","","0","18457","31359","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37634","33555378","Assault on Darktide Roost","","0","18458","31359","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37635","18875469","Assault on Shattrath Harbor","","0","18459","31360","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37636","33555378","Assault on Shattrath Harbor","","0","18460","31360","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37749","4294967295","Trials of Khadgar: Iron Maidens","","0","18535","0","32767","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37779","4294967295","Tip the Scales","","0","18565","32683","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"37865","33555378","Assault on Ironhold Harbor","","0","18652","0","-1","37946","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"37866","18875469","Assault on Ironhold Harbor","","0","18654","0","-1","37886","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"37921","18875469","Clearing the Docks","","0","18697","0","-1","38253","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"37938","18875469","Assault on the Ruins of Kra'nak","","0","18716","0","-1","37939","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"37963","4294967295","Those Beyond Redemption","","0","18737","32332","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"37965","4294967295","A Tainted Vintage","","0","18744","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"37966","18875469","Assault on the Temple of Sha'naar","","0","18740","0","-1","37967","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"37970","33555378","Assault on the Fel Forge","","0","19110","0","-1","38437","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38009","33555378","Assault on the Ruins of Kra'nak","","0","18716","0","-1","38010","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38020","33555378","Assault on the Temple of Sha'naar","","0","18740","0","-1","38021","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38040","33555378","Bleeding the Bleeding Hollow","","0","18801","0","-1","38041","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38043","18875469","Bleeding the Bleeding Hollow","","0","18804","0","-1","38042","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38051","18875469","Battle At The Iron Front","","0","18816","0","-1","38039","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38054","33555378","Battle At The Iron Front","","0","18817","0","-1","38038","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38204","18875469","Assault on the Gorian Proving Grounds","","0","19251","32530","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"38205","33555378","Assault on the Gorian Proving Grounds","","0","19250","32530","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"38343","4294967295","Raze Hel","","0","19006","0","-1","38818","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38372","4294967295","Wretched Sisters","","0","19044","39557","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38374","4294967295","Assault the Drekirjar","","0","19077","33048","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38409","4294967295","Test Bonus Objective","","0","19083","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0"
"38439","18875469","Assault on the Fel Forge","","0","19114","0","-1","38438","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38442","4294967295","A Worthy Challenger","","0","19117","35357","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38569","33555378","Clearing the Docks","","0","18697","0","-1","38567","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"38587","18875469","Assault on the Throne of Kil'jaeden","","0","19269","0","-1","38583","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38588","33555378","Assault on the Throne of Kil'jaeden","","0","19270","0","-1","38584","36666","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38708","4294967295","Purge the River","","0","19388","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","0","0","0","0"
"38716","4294967295","Black Rook Hold","","0","19397","0","-1","38718","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38748","4294967295","Ruins of Shala'nir","","0","19435","45636","-1","38684","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38842","4294967295","Faerie Fracas","","0","19533","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"38865","33555378","Battle At The Iron Front","","0","19560","33454","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"38866","18875469","Battle At The Iron Front","","0","19560","33454","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"38868","18875469","Assault on the Ruins of Kra'nak","","0","19563","33455","-1","0","0","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38869","33555378","Assault on the Ruins of Kra'nak","","0","19563","33455","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"38870","18875469","Bleeding the Bleeding Hollow","","0","19564","33456","-1","0","0","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38871","33555378","Bleeding the Bleeding Hollow","","0","19564","33456","-1","0","0","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38876","33555378","Assault on the Fel Forge","","0","19570","33459","-1","0","0","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38877","18875469","Assault on the Fel Forge","","0","19570","33459","-1","0","0","0","0","0","0","0","2","0","0","255","0","0","100","0","0","0"
"38939","4294967295","Assault on Skold-Ashil","","0","19630","0","-1","39154","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39029","4294967295","Defend The Temple","","0","19736","39556","-1","38641","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39119","4294967295","Assault on Skold-Ashil","","0","19830","0","-1","39062","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39263","4294967295","Ashran Excavation","","0","18377","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39274","4294967295","Defend the Riverlands","","0","19932","38892","-1","39496","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39279","4294967295","Assault on Mardum","","0","19936","38205","2048","0","0","0","0","0","0","0","0","0","0","255","0","0","98","0","0","0"
"39317","4294967295","Siege of Crawliac","","0","19968","0","-1","38913","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39371","4294967295","Witches of the Sky","","0","20018","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39393","4294967295","Moonclaw Vale","","0","20045","39500","-1","38382","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39424","4294967295","Everything!","","0","20069","38948","-1","0","0","0","0","0","18685","0","0","0","0","255","0","0","110","0","0","109"
"39441","18875469","Bleeding the Bleeding Hollow","","0","20103","34867","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39442","33555378","Bleeding the Bleeding Hollow","","0","20107","34868","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39443","18875469","Battle At The Iron Front","","0","20097","34872","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39444","33555378","Battle At The Iron Front","","0","20098","34871","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39445","18875469","Assault on the Fel Forge","","0","20105","34879","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39446","33555378","Assault on the Fel Forge","","0","20099","34876","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39447","18875469","Assault on the Ruins of Kra'nak","","0","20095","34873","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39448","33555378","Assault on the Ruins of Kra'nak","","0","20101","34874","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39449","18875469","Assault on the Temple of Sha'naar","","0","20096","34878","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39450","33555378","Assault on the Temple of Sha'naar","","0","20100","34875","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39451","18875469","Assault on Ironhold Harbor","","0","20094","34869","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39452","33555378","Assault on Ironhold Harbor","","0","20102","34870","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39453","18875469","Assault on the Throne of Kil'jaeden","","0","20104","34880","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39454","33555378","Assault on the Throne of Kil'jaeden","","0","20106","34877","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","100","0","0","0"
"39462","4294967295","Primal Payback","","0","21861","38948","-1","0","0","0","0","0","18333","0","0","0","0","255","0","0","110","0","0","109"
"39576","4294967295","Echoes of Deathwing","","0","20221","38892","-1","39575","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"39742","4294967295","Vault of the Wardens","","0","20386","0","2048","38672","0","0","0","0","0","0","0","0","0","255","0","0","98","0","0","0"
"39998","4294967295","Drive Back the Tideskorn","","0","20684","0","-1","40002","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"40050","4294967295","Shipwreck Cove","","0","20743","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"40111","4294967295","Rout the Bilgefin Invaders","","0","20797","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"40121","4294967295","Ley Line Influences","","0","20805","0","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","98","0","0","0"
"40226","4294967295","Remnants of the Sashj'tar","","0","20943","0","-1","41000","0","0","0","0","0","0","0","0","0","255","0","0","111","0","0","0"
"40239","4294967295","Warden Tower","","0","20961","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40277","4294967295","Fight Night: Tiffany Nelson","","0","21007","38948","-1","0","0","0","0","0","19014","0","0","0","0","255","0","0","110","0","0","115"
"40278","4294967295","My Beasts's Bidding","","0","21008","38948","-1","0","0","0","0","0","19170","0","0","0","0","255","0","0","110","0","0","115"
"40279","4294967295","Training with Durian","","0","21009","38948","-1","0","0","0","0","0","18992","0","0","0","0","255","0","0","110","0","0","115"
"40280","4294967295","Training with Bredda","","0","21010","38948","-1","0","0","0","0","0","18758","0","0","0","0","255","0","0","110","0","0","115"
"40281","4294967295","WPvP Arena (NYI)","","0","21016","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40282","4294967295","Tiny Poacher, Tiny Animals","","0","21013","38948","-1","0","0","0","0","0","18844","0","0","0","0","255","0","0","110","0","0","115"
"40283","4294967295","Trounce the Tideskorn","","0","21017","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40284","4294967295","They're Breeding Like Murlocs","","0","21014","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40285","4294967295","Another Gutspill","","0","21015","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40286","4294967295","Max-Level Vignette (NYI)","","0","21024","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40287","4294967295","Legion Invasion (NYI)","","0","21018","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40288","4294967295","Hidden Treasure Cache","","0","21022","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","98","0","0","0"
"40289","4294967295","Return to Helheim (NYI)","","0","21019","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40290","4294967295","REUSE ME","","0","21020","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40291","4294967295","REUSE ME","","0","21023","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40292","4294967295","Sir Galveston","","0","21021","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40293","4294967295","Leystone Slab","","0","21176","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40294","4294967295","Unpowered Legion Portal","","0","21026","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40295","4294967295","Knife-Throwing Practice","","0","21027","21439","-1","0","0","0","0","0","0","0","0","0","0","255","0","0","110","0","0","0"
"40298","4294967295","Fight Night: Sir Galveston","","0","21031","38948","-1","0","0","0","0","0","19015","0","0","0","0","255","0","0","110","0","0","115"
"40299","4294967295","Fight Night: Bodhi Sunwayver","","0","21032","38948","-1","0","0","0","0","0","19016","0","0","0","0","255","0","0","110","0","0","115"
"40316","4294967295","The Screeching Crag","","0","21055","0","-1","0","0","0","0","0","0","0","0","0","0","109","0","0","98","0","0","0"
"40337","4294967295","Flummoxed","","0","21090","38948","-1","0","0","0","0","0","19220","0","0","0","0","255","0","0","110","0","0","115"
"40850","4294967295","Prisoners of Greystone","","0","21692","38948","-1","0","0","0","0","0","18835","0","0","0","0","255","0","0","110","0","0","109"
"40895","4294967295","The Haunted Mire","","0","21746","38948","-1","0","0","0","0","0","18254","0","0","0","0","255","0","0","110","0","0","109"
"40896","4294967295","Threnody of Chieftains","","0","21747","38948","-1","0","0","0","0","0","18259","0","0","0","0","255","0","0","110","0","0","109"
"40920","4294967295","Stonebinder Bounty","","0","26247","39090","-1","39027","0","0","0","0","18828","0","0","0","0","255","0","0","110","0","0","109"
"40925","4294967295","Bitestone Burglary","","0","21791","39090","-1","39027","0","0","0","0","18834","0","0","0","0","255","0","0","110","0","0","109"
"40926","4294967295","Legion Invaders","","0","21797","38948","-1","0","0","0","0","0","18837","0","0","0","0","255","0","0","110","0","0","109"
"40951","4294967295","Bitestone Bazaar","","0","21829","39090","-1","39027","0","0","0","0","18829","0","0","0","0","255","0","0","110","0","0","109"
"40966","4294967295","Ritualists in Our Midsts","","0","22074","38948","-1","0","0","0","0","0","18647","0","0","0","0","255","0","0","110","0","0","109"
"40978","4294967295","Bears Behaving Badly","","0","21863","38948","-1","0","0","0","0","0","18623","0","0","0","0","255","0","0","110","0","0","109"
"40979","4294967295","Preying on Poachers","","0","21862","38948","-1","0","0","0","0","0","18622","0","0","0","0","255","0","0","110","0","0","109"
"40980","4294967295","Boilback Plague","","0","21864","38948","-1","0","0","0","0","0","18624","0","0","0","0","255","0","0","110","0","0","109"
"40981","4294967295","Blackswell Naga Incursion: Highmountain","","0","26356","38948","-1","0","0","0","0","0","18840","0","0","0","0","255","0","0","110","0","0","0"
"40984","4294967295","Murkwater Naga Incursion: Highmountain","","0","21891","38948","-1","0","0","0","0","0","18841","0","0","0","0","255","0","0","110","0","0","0"
"40985","4294967295","Rimescale Naga Incursion: Highmountain","","0","21892","38948","-1","0","0","0","0","0","20815","0","0","0","0","255","0","0","110","0","0","109"
"41011","4294967295","Umbralshard Rituals","","0","21850","38948","-1","0","0","0","0","0","18649","0","0","0","0","255","0","0","110","0","0","109"
"41013","4294967295","Darkbrul Arena","","0","23463","38948","-1","0","0","0","0","0","18196","0","0","0","0","255","0","0","110","0","0","113"
