Id,Unknown0,Unknown1,Unknown2_0,Unknown2_1,Unknown2_2,Unknown3
"58595","184330","8467","0","0","79.52477","0"
"58596","184330","8633","0","0","84.24324","0"
"58597","184330","8767","0","0","87.99752","0"
"58598","184330","8867","0","0","90.79574","0"
"58599","184330","8967","0","0","93.57503","0"
"58600","184330","9067","0","0","96.33183","0"
"58601","184330","9167","0","0","99.0626","0"
"58602","184330","9233","0","0","100.8669","0"
"58603","184330","9300","0","0","102.657","0"
"58604","184330","9367","0","0","104.4319","0"
"58605","184330","9433","0","0","106.1904","0"
"58606","184330","9500","0","0","107.9316","0"
"58607","184330","9567","0","0","109.6544","0"
"58608","184330","9633","0","0","111.3577","0"
"58609","184330","9700","0","0","113.0406","0"
"58610","184330","9767","0","0","114.7018","0"
"58611","184330","9833","0","0","116.3405","0"
"58612","184330","9900","0","0","117.9555","0"
"58613","184330","9967","0","0","119.5458","0"
"58614","184330","10033","0","0","121.1103","0"
"58615","184330","10067","0","0","121.8825","0"
"58616","184330","10100","0","0","122.648","0"
"58617","184330","10133","0","0","123.4064","0"
"58618","184330","10167","0","0","124.1578","0"
"58619","184330","10200","0","0","124.9019","0"
"58620","184330","10233","0","0","125.6387","0"
"58621","184330","10267","0","0","126.368","0"
"58622","184330","10300","0","0","127.0896","0"
"58623","184330","10333","0","0","127.8035","0"
"58624","184330","10367","0","0","128.5095","0"
"58625","184330","10400","0","0","129.2075","0"
"58626","184330","10433","0","0","129.8973","0"
"58627","184330","10467","0","0","130.5789","0"
"58628","184330","10500","0","0","131.252","0"
"58629","184330","10533","0","0","131.9166","0"
"58630","184330","10567","0","0","132.5725","0"
"58631","184330","10600","0","0","133.2196","0"
"58632","184330","10633","0","0","133.8578","0"
"58633","184330","10667","0","0","134.4869","0"
"58634","184330","10700","0","0","135.1068","0"
"58635","184330","10733","0","0","135.7173","0"
"58636","184330","10767","0","0","136.3184","0"
"58637","184330","10800","0","0","136.9099","0"
"58638","184330","10833","0","0","137.4917","0"
"58639","184330","10867","0","0","138.0636","0"
"58640","184330","10900","0","0","138.6255","0"
"58641","184330","10933","0","0","139.1773","0"
"58642","184330","10967","0","0","139.7188","0"
"58643","184330","11000","0","0","140.25","0"
"58644","184330","11033","0","0","140.7706","0"
"58645","184330","11067","0","0","141.2806","0"
"58646","184330","11100","0","0","141.7798","0"
"58647","184330","11133","0","0","142.2681","0"
"58648","184330","11167","0","0","142.7454","0"
"58649","184330","11200","0","0","143.2115","0"
"58650","184330","11233","0","0","143.6662","0"
"58651","184330","11267","0","0","144.1096","0"
"58652","184330","11300","0","0","144.5413","0"
"58653","184330","11333","0","0","144.9614","0"
"58654","184330","11367","0","0","145.3696","0"
"58655","184330","11400","0","0","145.7659","0"
"58656","184330","11433","0","0","146.1501","0"
"58657","184330","11467","0","0","146.522","0"
"58658","184330","11500","0","0","146.8816","0"
"58659","184330","11533","0","0","147.2287","0"
"58660","184330","11567","0","0","147.5632","0"
"58661","184330","11600","0","0","147.8849","0"
"58662","184330","11633","0","0","148.1938","0"
"58663","184330","11667","0","0","148.4896","0"
"58664","184330","11700","0","0","148.7723","0"
"58665","184330","11733","0","0","149.0417","0"
"58666","184330","11767","0","0","149.2977","0"
"58667","184330","11800","0","0","149.5401","0"
"58668","184330","11833","0","0","149.7689","0"
"58669","184330","11867","0","0","149.9839","0"
"58670","184330","11900","0","0","150.185","0"
"58671","184330","11933","0","0","150.3719","0"
"58672","184330","11967","0","0","150.5447","0"
"58673","184330","12000","0","0","150.7032","0"
"58674","184330","12033","0","0","150.8471","0"
"58675","184330","12067","0","0","150.9765","0"
"58676","184330","12100","0","0","151.0912","0"
"58677","184330","12133","0","0","151.191","0"
"58678","184330","12167","0","0","151.2758","0"
"58679","184330","12200","0","0","151.3455","0"
"58680","184330","12233","0","0","151.4","0"
"58681","184330","12267","0","0","151.4391","0"
"58682","184330","12300","0","0","151.4626","0"
"58683","184330","12333","0","0","151.4706","0"
"58684","184330","18000","0","0","151.4784","0"
"58685","184330","18033","0","0","151.4682","0"
"58686","184330","18067","0","0","151.4375","0"
"58687","184330","18100","0","0","151.3866","0"
"58688","184330","18133","0","0","151.3156","0"
"58689","184330","18167","0","0","151.2249","0"
"58690","184330","18200","0","0","151.1145","0"
"58691","184330","18233","0","0","150.9847","0"
"58692","184330","18267","0","0","150.8357","0"
"58693","184330","18300","0","0","150.6676","0"
"58694","184330","18333","0","0","150.4807","0"
"58695","184330","18367","0","0","150.2751","0"
"58696","184330","18400","0","0","150.0511","0"
"58697","184330","18433","0","0","149.8088","0"
"58698","184330","18467","0","0","149.5485","0"
"58699","184330","18500","0","0","149.2703","0"
"58700","184330","18533","0","0","148.9745","0"
"58701","184330","18567","0","0","148.6611","0"
"58702","184330","18600","0","0","148.3306","0"
"58703","184330","18633","0","0","147.9829","0"
"58704","184330","18667","0","0","147.6183","0"
"58705","184330","18700","0","0","147.2371","0"
"58706","184330","18733","0","0","146.8394","0"
"58707","184330","18767","0","0","146.4254","0"
"58708","184330","18800","0","0","145.9953","0"
"58709","184330","18833","0","0","145.5493","0"
"58710","184330","18867","0","0","145.0876","0"
"58711","184330","18900","0","0","144.6104","0"
"58712","184330","18933","0","0","144.1179","0"
"58713","184330","18967","0","0","143.6102","0"
"58714","184330","19000","0","0","143.0877","0"
"58715","184330","19033","0","0","142.5504","0"
"58716","184330","19067","0","0","141.9986","0"
"58717","184330","19100","0","0","141.4325","0"
"58718","184330","19133","0","0","140.8523","0"
"58719","184330","19167","0","0","140.2581","0"
"58720","184330","19200","0","0","139.6502","0"
"58721","184330","19233","0","0","139.0287","0"
"58722","184330","19267","0","0","138.3939","0"
"58723","184330","19300","0","0","137.7459","0"
"58724","184330","19333","0","0","137.085","0"
"58725","184330","19367","0","0","136.4113","0"
"58726","184330","19400","0","0","135.7251","0"
"58727","184330","19433","0","0","135.0265","0"
"58728","184330","19467","0","0","134.3158","0"
"58729","184330","19500","0","0","133.593","0"
"58730","184330","19533","0","0","132.8585","0"
"58731","184330","19567","0","0","132.1124","0"
"58732","184330","19600","0","0","131.3549","0"
"58733","184330","19633","0","0","130.5863","0"
"58734","184330","19667","0","0","129.8066","0"
"58735","184330","19700","0","0","129.0162","0"
"58736","184330","19733","0","0","128.2151","0"
"58737","184330","19767","0","0","127.4037","0"
"58738","184330","19800","0","0","126.582","0"
"58739","184330","19833","0","0","125.7504","0"
"58740","184330","19867","0","0","124.9089","0"
"58741","184330","19900","0","0","124.0578","0"
"58742","184330","19933","0","0","123.1973","0"
"58743","184330","19967","0","0","122.3276","0"
"58744","184330","20000","0","0","121.4488","0"
"58745","184330","20033","0","0","120.5612","0"
"58746","184330","20067","0","0","119.6649","0"
"58747","184330","20100","0","0","118.7603","0"
"58748","184330","20133","0","0","117.8474","0"
"58749","184330","20167","0","0","116.9264","0"
"58750","184330","20200","0","0","115.9976","0"
"58751","184330","20233","0","0","115.0611","0"
"58752","184330","20267","0","0","114.1172","0"
"58753","184330","20300","0","0","113.166","0"
"58754","184330","20333","0","0","112.2077","0"
"58755","184330","20367","0","0","111.2426","0"
"58756","184330","20433","0","0","109.2925","0"
"58757","184330","20500","0","0","107.3173","0"
"58758","184330","20567","0","0","105.3186","0"
"58759","184330","20633","0","0","103.2978","0"
"58760","184330","20700","0","0","101.2567","0"
"58761","184330","20767","0","0","99.19667","0"
"58762","184330","20833","0","0","97.1194","0"
"58763","184330","20900","0","0","95.02642","0"
"58764","184330","20967","0","0","92.91932","0"
"58765","184330","21067","0","0","89.73559","0"
"58766","184330","21167","0","0","86.52889","0"
"58767","184330","21300","0","0","82.22672","0"
"58768","184330","21667","0","0","70.3363","0"
"58769","184330","21800","0","0","66.02818","0"
"58770","184330","21900","0","0","62.81494","0"
"58771","184330","22000","0","0","59.62288","0"
"58772","184330","22100","0","0","56.45732","0"
"58773","184330","22167","0","0","54.36427","0"
"58774","184330","22233","0","0","52.28691","0"
"58775","184330","22300","0","0","50.22683","0"
"58776","184330","22367","0","0","48.18558","0"
"58777","184330","22433","0","0","46.16474","0"
"58778","184330","22500","0","0","44.16587","0"
"58779","184330","22567","0","0","42.19055","0"
"58780","184330","22633","0","0","40.24035","0"
"58781","184330","22667","0","0","39.27516","0"
"58782","184330","22700","0","0","38.31684","0"
"58783","184330","22733","0","0","37.36558","0"
"58784","184330","22767","0","0","36.42159","0"
"58785","184330","22800","0","0","35.48505","0"
"58786","184330","22833","0","0","34.55616","0"
"58787","184330","22867","0","0","33.63512","0"
"58788","184330","22900","0","0","32.72213","0"
"58789","184330","22933","0","0","31.81739","0"
"58790","184330","22967","0","0","30.92108","0"
"58791","184330","23000","0","0","30.0334","0"
"58792","184330","23033","0","0","29.15455","0"
"58793","184330","23067","0","0","28.28474","0"
"58794","184330","23100","0","0","27.42415","0"
"58795","184330","23133","0","0","26.57298","0"
"58796","184330","23167","0","0","25.73142","0"
"58797","184330","23200","0","0","24.89968","0"
"58798","184330","23233","0","0","24.07794","0"
"58799","184330","23267","0","0","23.26641","0"
"58800","184330","23300","0","0","22.46529","0"
"58801","184330","23333","0","0","21.67476","0"
"58802","184330","23367","0","0","20.89502","0"
"58803","184330","23400","0","0","20.12628","0"
"58804","184330","23433","0","0","19.36872","0"
"58805","184330","23467","0","0","18.62255","0"
"58806","184330","23500","0","0","17.88795","0"
"58807","184330","23533","0","0","17.16513","0"
"58808","184330","23567","0","0","16.45429","0"
"58809","184330","23600","0","0","15.75561","0"
"58810","184330","23633","0","0","15.06929","0"
"58811","184330","23667","0","0","14.39554","0"
"58812","184330","23700","0","0","13.73455","0"
"58813","184330","23733","0","0","13.08651","0"
"58814","184330","23767","0","0","12.45162","0"
"58815","184330","23800","0","0","11.83008","0"
"58816","184330","23833","0","0","11.22208","0"
"58817","184330","23867","0","0","10.62781","0"
"58818","184330","23900","0","0","10.04749","0"
"58819","184330","23933","0","0","9.481296","0"
"58820","184330","23967","0","0","8.929432","0"
"58821","184330","24000","0","0","8.392094","0"
"58822","184330","24033","0","0","7.869474","0"
"58823","184330","24067","0","0","7.361775","0"
"58824","184330","24100","0","0","6.869184","0"
"58825","184330","24133","0","0","6.391909","0"
"58826","184330","24167","0","0","5.930137","0"
"58827","184330","24200","0","0","5.484069","0"
"58828","184330","24233","0","0","5.053902","0"
"58829","184330","24267","0","0","4.639834","0"
"58830","184330","24300","0","0","4.242054","0"
"58831","184330","24333","0","0","3.860763","0"
"58832","184330","24367","0","0","3.496155","0"
"58833","184330","24400","0","0","3.148423","0"
"58834","184330","24433","0","0","2.817779","0"
"58835","184330","24467","0","0","2.504408","0"
"58836","184330","24500","0","0","2.208503","0"
"58837","184330","24533","0","0","1.930268","0"
"58838","184330","24567","0","0","1.669896","0"
"58839","184330","24600","0","0","1.427581","0"
"58840","184330","24633","0","0","1.203525","0"
"58841","184330","24667","0","0","0.997922","0"
"58842","184330","24700","0","0","0.810966","0"
"58843","184330","24733","0","0","0.64286","0"
"58844","184330","24767","0","0","0.493788","0"
"58845","184330","24800","0","0","0.363962","0"
"58846","184330","24833","0","0","0.253566","0"
"58847","184330","24867","0","0","0.162804","0"
"58848","184330","24900","0","0","0.091869","0"
"58849","184330","24933","0","0","0.040956","0"
"58850","184330","24967","0","0","0.010265","0"
"58851","184330","25000","0","0","0","0"
"74259","186219","0","0","0","0","164"
"74260","186219","5000","0","0","0","162"
"74261","186219","5900","0","0","1.201145","162"
"74262","186219","6667","0","0","4.690253","162"
"74263","186219","13100","7E-06","2E-06","245.1689","162"
"74264","186219","14067","7E-06","2E-06","251.2861","162"
"74265","186219","15000","7E-06","2E-06","253.1995","164"
"74266","186219","20000","7E-06","2E-06","253.1995","162"
"74267","186219","21000","7E-06","2E-06","251.2506","162"
"74268","186219","21800","7E-06","2E-06","245.9746","162"
"74269","186219","27933","0","0","8.5912","162"
"74270","186219","28967","0","0","1.96856","162"
"74271","186219","30000","0","0","0","162"
"92579","47297","0","0","0","0","164"
"92580","47297","5000","0","0","0","162"
"92581","47297","6100","-6E-06","0","-1.754781","162"
"92582","47297","6933","-1.5E-05","-1E-06","-5.176656","162"
"92583","47297","12867","-7E-06","1E-06","-66.78938","162"
"92584","47297","13833","-7E-06","1E-06","-69.82408","162"
"92585","47297","15000","-7E-06","1E-06","-71.2224","164"
"92586","47297","20000","-7E-06","1E-06","-71.2224","162"
"92587","47297","21333","0","0","-69.81129","162"
"92588","47297","22233","0","0","-66.71331","162"
"92589","47297","28133","0","0","-5.247484","162"
"92590","47297","28800","0","0","-1.585036","162"
"92591","47297","30033","0","0","0","162"
"92592","47296","0","0","0","0","164"
"92593","47296","5000","0","0","0","162"
"92594","47296","5900","0","0","1.201138","162"
"92595","47296","6667","0","0","4.690253","162"
"92596","47296","10567","7E-06","1E-06","37.67385","162"
"92597","47296","13100","7E-06","1E-06","63.4456","162"
"92598","47296","14067","7E-06","1E-06","69.56289","162"
"92599","47296","15000","7E-06","1E-06","71.47621","164"
"92600","47296","20000","7E-06","1E-06","71.47621","162"
"92601","47296","21000","7E-06","1E-06","69.52738","162"
"92602","47296","21800","7E-06","1E-06","64.25132","162"
"92603","47296","25267","7E-06","1E-06","34.23204","162"
"92604","47296","27933","0","0","8.591193","162"
"92605","47296","28967","0","0","1.968553","162"
"92606","47296","30000","0","0","0","162"
"92607","11898","0","0","0","0","164"
"92608","11898","5000","0","0","0","162"
"92609","11898","6100","-3E-06","1E-06","-1.754788","162"
"92610","11898","6867","-6E-06","3E-06","-5.176656","162"
"92611","11898","12867","-7E-06","2E-06","-124.8669","162"
"92612","11898","13833","-7E-06","2E-06","-127.9016","162"
"92613","11898","15000","-7E-06","2E-06","-129.2999","164"
"92614","11898","20000","-7E-06","2E-06","-129.2999","162"
"92615","11898","21333","-4E-06","0","-127.8888","162"
"92616","11898","22233","-4E-06","0","-124.7908","162"
"92617","11898","28133","0","0","-5.247491","162"
"92618","11898","28800","0","0","-1.585036","162"
"92619","11898","29900","-4E-06","0","-0.108609","162"
"92620","11898","30000","0","0","0","162"
"92621","11899","0","0","0","0","164"
"92622","11899","5000","0","0","0","162"
"92623","11899","5900","0","0","1.201138","162"
"92624","11899","6667","0","0","4.690253","162"
"92625","11899","13100","5E-06","0","121.5231","162"
"92626","11899","14067","5E-06","0","127.6404","162"
"92627","11899","15000","5E-06","0","129.5537","164"
"92628","11899","20000","5E-06","0","129.5537","162"
"92629","11899","21000","5E-06","0","127.6048","162"
"92630","11899","21800","5E-06","0","122.3288","162"
"92631","11899","27933","0","0","8.591193","162"
"92632","11899","28967","0","0","1.968553","162"
"92633","11899","30000","0","0","0","162"
"127203","183177","0","0","0","0","0"
"127204","183177","5000","0","0","0","0"
"127205","183177","5167","0.110541","0","0","0"
"127206","183177","5333","0.386841","0","0","0"
"127207","183177","5667","1.326063","0","0","0"
"127208","183177","6000","2.320028","0","0","0"
"127209","183177","6333","3.285685","0","0","0"
"127210","183177","6500","3.600233","0","0","0"
"127211","183177","6667","3.719672","0","0","0"
"127212","183177","7000","3.719672","0","0","0"
"127213","183177","7267","3.719672","0","0.411086","0"
"127214","183177","7533","3.719672","0","1.621722","0"
"127215","183177","8000","3.719672","0","5.996635","0"
"127216","183177","8667","3.719672","0","15.97592","0"
"127217","183177","10700","3.719672","0","58.39975","0"
"127218","183177","12667","3.719672","0","101.7998","0"
"127219","183177","13333","3.719672","0","112.7837","0"
"127220","183177","13667","3.719672","0","117.0493","0"
"127221","183177","14000","3.719672","0","120.3456","0"
"127222","183177","14333","3.719672","0","122.3006","0"
"127223","183177","14500","3.719672","0","122.9434","0"
"127224","183177","14667","3.719672","0","123.2261","0"
"127225","183177","15000","3.719672","0","123.2261","0"
"127226","183177","15167","3.456665","-0.02233","123.2263","0"
"127227","183177","15333","2.859809","-0.072883","123.2266","0"
"127228","183177","15500","1.783","-0.16466","123.2271","0"
"127229","183177","15667","0.37443","-0.282344","123.2278","0"
"127230","183177","16333","-7.207831","-0.905666","123.2332","0"
"127231","183177","16500","-9.0727","-1.057883","123.2347","0"
"127232","183177","16733","-11.34406","-1.236149","123.2373","0"
"127233","183177","17000","-13.48387","-1.369704","123.2403","0"
"127234","183177","17333","-15.51689","-1.483732","123.2442","0"
"127235","183177","17500","-16.22368","-1.528914","123.2461","0"
"127236","183177","17667","-16.71953","-1.551146","123.2479","0"
"127237","183177","17833","-17.02189","-1.561022","123.2495","0"
"127238","183177","18000","-17.1661","-1.564618","123.2505","0"
"127239","183177","18167","-17.2375","-1.565399","123.2511","0"
"127240","183177","18333","-17.25936","-1.564878","123.2513","0"
"127241","183177","23333","-17.25936","-1.564878","123.2513","0"
"127242","183177","23500","-17.17872","-1.557732","123.2508","0"
"127243","183177","23667","-16.96783","-1.544428","123.25","0"
"127244","183177","23833","-16.64941","-1.527928","123.2491","0"
"127245","183177","24000","-16.15997","-1.502585","123.2479","0"
"127246","183177","24333","-14.73835","-1.417615","123.2449","0"
"127247","183177","24667","-12.76238","-1.275961","123.2417","0"
"127248","183177","25067","-9.575847","-1.056235","123.238","0"
"127249","183177","25667","-3.40431","-0.579642","123.2324","0"
"127250","183177","26000","0.049764","-0.306989","123.2294","0"
"127251","183177","26167","1.504395","-0.18674","123.2281","0"
"127252","183177","26333","2.724528","-0.0812","123.227","0"
"127253","183177","26500","3.489204","-0.021413","123.2263","0"
"127254","183177","26567","3.641981","-0.007996","123.2262","0"
"127255","183177","26600","3.683187","-0.00364","123.2261","0"
"127256","183177","26633","3.709771","-0.001154","123.2261","0"
"127257","183177","26667","3.719672","0","123.2261","0"
"127258","183177","27033","3.719672","0","123.2261","0"
"127259","183177","27333","3.719672","0","122.8891","0"
"127260","183177","27667","3.719672","0","121.2783","0"
"127261","183177","28000","3.719672","0","118.113","0"
"127262","183177","28667","3.719672","0","107.9766","0"
"127263","183177","30667","3.719672","0","66.04899","0"
"127264","183177","32000","3.719672","0","35.52608","0"
"127265","183177","32667","3.719672","0","21.36998","0"
"127266","183177","33000","3.719672","0","15.30172","0"
"127267","183177","33333","3.719672","0","10.1896","0"
"127268","183177","33667","3.719672","0","5.857331","0"
"127269","183177","34000","3.719672","0","2.577812","0"
"127270","183177","34167","3.719672","0","1.451714","0"
"127271","183177","34333","3.719672","0","0.601158","0"
"127272","183177","34500","3.719672","0","0.139465","0"
"127273","183177","34667","3.719672","0","0","0"
"127274","183177","35000","3.719672","0","0","0"
"127275","183177","35033","3.715101","0","0","0"
"127276","183177","35100","3.684204","0","0","0"
"127277","183177","35167","3.615519","0","0","0"
"127278","183177","35333","3.322116","0","0","0"
"127279","183177","35500","2.871799","0","0","0"
"127280","183177","36167","0.721517","0","0","0"
"127281","183177","36300","0.378472","0","0","0"
"127282","183177","36333","0.307292","0","0","0"
"127283","183177","36400","0.19047","0","0","0"
"127284","183177","36500","0.07388","0","0","0"
"127285","183177","36567","0.025296","0","0","0"
