Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2_0,Unknown2_1,Unknown3
"195","19236","2147483648","0","134217728","0","0"
"197","19726","0","0","0","0","5"
"210","20615","0","0","65536","0","0"
"211","20706","0","0","134217728","0","0"
"212","20707","0","0","2149580800","0","2"
"213","20719","0","0","1","0","0"
"214","20751","0","0","8192","0","0"
"215","21169","0","0","0","0","3"
"217","21651","2147483648","0","0","0","0"
"218","22568","0","0","1","0","0"
"219","22570","0","0","1","0","0"
"220","22752","0","0","1","0","0"
"221","22822","0","0","134217728","0","0"
"223","22842","0","0","16","0","0"
"226","23700","0","0","0","0","1"
"229","23947","0","0","134217728","0","0"
"230","23948","0","0","134217728","0","0"
"231","23964","0","0","134217728","0","0"
"235","24694","671588450","0","1073741969","0","0"
"236","24697","671588450","0","1073741969","0","0"
"238","24858","2","0","0","0","4"
"247","24925","1140883583","0","0","0","0"
"248","24926","1409319071","0","0","0","0"
"249","24927","1409319071","0","0","0","0"
"251","24994","671588450","0","1073741969","0","0"
"254","25816","0","0","134217728","0","0"
"256","26153","671588450","0","1073741969","0","0"
"257","26565","134217728","0","0","0","0"
"259","27530","0","0","1073741824","0","0"
"260","27546","0","0","0","0","4"
"261","27551","0","0","8192","0","0"
"262","27553","0","0","8192","0","0"
"263","27554","0","0","8192","0","0"
"264","27555","0","0","16384","0","0"
"265","27556","0","0","16384","0","0"
"266","27557","0","0","16384","0","0"
"267","27605","0","0","134217728","0","0"
"268","27606","134217728","0","0","0","0"
"269","27607","0","0","134217728","0","0"
"270","27608","134217728","0","0","0","0"
"271","27609","0","0","134217728","0","0"
"272","27610","0","0","134217728","0","0"
"273","27636","0","0","134217728","0","0"
"275","27733","0","0","0","0","2"
"276","27740","0","0","0","0","3"
"277","27779","0","0","134217728","0","0"
"281","27827","134217728","0","0","0","0"
"282","27985","0","0","134217728","0","0"
"283","27986","0","0","134217728","0","0"
"284","28133","134217728","0","0","0","0"
"285","28154","671588450","0","1073741969","0","0"
"288","28516","0","0","134217728","0","0"
"289","28566","0","0","0","0","-1"
"290","28567","0","0","0","0","-1"
"291","28568","0","0","0","0","-1"
"292","28569","0","0","0","0","-1"
"293","28580","0","0","0","0","-1"
"294","28581","0","0","0","0","-1"
"295","28582","0","0","0","0","-1"
"296","28583","0","0","0","0","-1"
"297","28584","0","0","0","0","-1"
"298","28585","0","0","0","0","-1"
"299","28683","0","0","1","0","0"
"300","28717","671588450","0","1073741969","0","0"
"301","28810","0","0","134217728","0","0"
"302","28880","134217728","0","2164260864","0","0"
"303","29166","0","0","1073741826","0","0"
"304","29170","134217728","0","2147483648","0","0"
"310","29354","2","0","0","0","0"
"325","30238","134217728","0","0","0","0"
"326","30515","0","0","0","0","2"
"327","30519","0","0","0","0","2"
"328","30604","134217728","0","0","0","0"
"329","30980","0","0","536870912","0","0"
"330","30986","0","0","536870912","0","0"
"332","31206","671588450","0","1073741969","0","0"
"333","31606","1073742079","0","0","0","0"
"334","31629","0","0","2097152","0","0"
"338","31807","0","0","134217728","0","0"
"339","31808","0","0","134217728","0","0"
"340","31810","0","0","134217728","0","0"
"341","31811","0","0","134217728","0","0"
"342","31812","0","0","134217728","0","0"
"343","31813","0","0","134217728","0","0"
"344","31814","0","0","134217728","0","0"
"345","31815","0","0","134217728","0","0"
"349","32125","134217728","0","2147483648","0","0"
"351","32359","671588450","0","1073741969","0","0"
"354","32546","134217728","0","2147483648","0","0"
"358","32585","671588450","0","1073741969","0","0"
"359","32592","0","0","134217728","0","0"
"360","32606","2","0","0","0","0"
"361","32618","1073741824","0","0","0","0"
"362","32717","0","0","1073741824","0","0"
"363","32756","3489718527","0","0","0","0"
"364","32765","0","0","0","0","-1"
"365","32766","0","0","0","0","-1"
"366","32864","0","0","536870912","0","0"
"368","32926","0","0","134217728","0","0"
"369","33032","671588450","0","1073741969","0","0"
"370","33033","671588450","0","1073741969","0","0"
"371","33034","671588450","0","1073741969","0","0"
"372","33035","671588450","0","1073741969","0","0"
"373","33036","671588450","0","1073741969","0","0"
"374","33037","671588450","0","1073741969","0","0"
"375","33038","671588450","0","1073741969","0","0"
"376","33039","671588450","0","1073741969","0","0"
"377","33076","134217728","0","2147483648","0","0"
"378","33095","2","0","0","0","0"
"379","33107","671588450","0","1073741969","0","0"
"380","33108","671588450","0","1073741969","0","0"
"381","33112","671588450","0","1073741969","0","0"
"382","33113","671588450","0","1073741969","0","0"
"383","33114","671588450","0","1073741969","0","0"
"384","33115","671588450","0","1073741969","0","0"
"385","33116","671588450","0","1073741969","0","0"
"386","33117","671588450","0","1073741969","0","0"
"387","33119","671588450","0","1073741969","0","0"
"388","33120","671588450","0","1073741969","0","0"
"389","33135","671588450","0","1073741969","0","0"
"392","33176","671588450","0","1073741969","0","0"
"393","33177","671588450","0","1073741969","0","0"
"394","33178","671588450","0","1073741969","0","0"
"395","33179","671588450","0","1073741969","0","0"
"396","33180","671588450","0","1073741969","0","0"
"397","33181","671588450","0","1073741969","0","0"
"398","33183","671588450","0","1073741969","0","0"
"399","33184","671588450","0","1073741969","0","0"
"400","33185","671588450","0","1073741969","0","0"
"401","33187","671588450","0","1073741969","0","0"
"402","33188","671588450","0","1073741969","0","0"
"407","33325","0","0","134217728","0","0"
"408","33327","671588450","0","1073741969","0","0"
"409","33372","671588450","0","1073741969","0","0"
"413","33763","1073741845","4","2","0","0"
"415","33786","0","0","1073741826","0","0"
"423","33943","1073741826","0","0","0","0"
"424","34071","0","0","1","0","0"
"425","34105","0","0","131072","0","0"
"426","34110","0","0","134217728","0","0"
"427","34119","134217728","0","2147483648","0","0"
"430","34383","671588450","0","1073741969","0","0"
"432","34433","0","0","134217728","0","0"
"433","34617","671588450","0","1073741969","0","0"
"435","34630","0","0","134217728","0","0"
"436","34861","134217728","0","2147483648","0","0"
"437","34906","1073741824","0","0","0","0"
"438","35126","0","0","0","0","2"
"439","35135","671588450","0","1073741969","0","0"
"442","35353","0","0","65536","0","0"
"443","35395","0","0","0","0","-1"
"444","35460","0","0","134217728","0","0"
"449","35740","134217728","0","0","0","0"
"450","35749","0","0","134217728","0","0"
"451","35875","671588450","0","1073741969","0","0"
"452","35876","671588450","0","1073741969","0","0"
"454","36072","671588450","0","1073741969","0","0"
"456","36314","0","0","134217728","0","0"
"457","36386","671588450","0","1073741969","0","0"
"458","36423","671588450","0","1073741969","0","0"
"460","36429","671588450","0","1073741969","0","0"
"465","37196","134217728","0","2147483648","0","0"
"466","37298","0","0","144","0","0"
"467","37299","0","0","1","0","0"
"468","37306","0","0","144","0","0"
"469","37309","0","0","144","0","0"
"470","37310","0","0","144","0","0"
"471","37311","0","0","1","0","0"
"472","37367","0","0","134217728","0","0"
"473","37382","134217728","0","2147483648","0","0"
"474","37501","134217728","0","2147483648","0","0"
"475","37515","0","0","134217728","0","0"
"476","37517","0","0","134217728","0","0"
"477","37529","0","0","134217728","0","0"
"478","37539","0","0","134217728","0","0"
"480","37951","671588450","0","1073741969","0","0"
"481","38082","0","0","134217728","0","0"
"482","38157","1073741826","0","0","0","0"
"483","38162","2","0","1073741824","0","0"
"484","38185","671588450","0","1073741969","0","0"
"485","38324","1073741824","0","2","0","0"
"486","38326","1073741824","0","0","0","0"
"487","38327","1073741824","0","0","0","0"
"488","38333","1073741824","0","0","0","0"
"489","38395","134217728","0","2147483648","0","0"
"490","38549","0","0","1073741826","0","0"
"491","38688","0","0","1073741826","0","0"
"492","38915","0","0","134217728","0","0"
"493","39219","0","0","134217728","0","0"
"498","39377","0","0","131072","0","0"
"499","39560","0","0","4161265919","0","0"
"500","39649","0","0","134217728","0","0"
"501","39758","0","0","4161265919","0","0"
"502","39897","0","0","134217728","0","0"
"503","40090","0","0","1073741824","0","0"
"504","40118","0","0","0","0","-1"
"505","40120","1073741826","0","0","0","0"
"506","40128","1073741824","0","2","0","0"
"507","40135","0","0","134217728","0","0"
"508","40168","671588450","0","1073741969","0","0"
"509","40256","671588450","0","1073741969","0","0"
"511","40471","1073741824","0","2","0","0"
"512","40716","3489718527","0","0","0","0"
"513","40789","0","0","134217728","0","0"
"514","40791","0","0","134217728","0","0"
"515","40792","0","0","134217728","0","0"
"516","40793","0","0","134217728","0","0"
"519","41100","0","0","0","0","2"
"520","41101","0","0","0","0","1"
"521","41106","0","0","0","0","1"
"522","41159","0","0","134217728","0","0"
"523","41233","0","0","134217728","0","0"
"524","41402","0","0","0","0","2"
"525","41453","0","0","0","0","5"
"526","41625","0","0","1","0","0"
"527","41635","134217728","0","2147483648","0","0"
"528","41974","671588450","0","1073741969","0","0"
"529","42016","335544320","0","0","0","0"
"530","42085","671588450","0","1073741969","0","0"
"531","42116","671588450","0","1073741969","0","0"
"532","42121","671588450","0","1073741969","0","0"
"533","42129","0","0","134217728","0","0"
"534","42184","0","0","0","0","2"
"535","42295","3556802783","0","0","0","0"
"536","42363","1073741826","0","0","0","0"
"537","42387","1073741826","0","0","0","0"
"545","43051","0","0","0","0","4"
"546","43110","0","0","0","0","-1"
"547","43204","671588450","0","1073741969","0","0"
"548","43241","0","0","134217728","0","0"
"556","43422","1073741824","0","0","0","0"
"557","43454","671588450","0","1073741969","0","0"
"561","43939","0","0","134217728","0","0"
"562","43949","0","0","1048576","0","0"
"563","43958","0","0","1048576","0","0"
"564","44031","0","0","65536","0","0"
"565","44074","671588450","0","1073741969","0","0"
"566","44076","671588450","0","1073741969","0","0"
"567","44174","134217728","0","0","0","0"
"568","44175","0","0","134217728","0","0"
"569","44291","0","0","134217728","0","0"
"570","44426","0","0","1048576","0","0"
"571","44742","1409319071","0","0","0","0"
"572","44743","1409319071","0","0","0","0"
"573","44758","671588450","0","1073741969","0","0"
"574","44887","671588450","0","1073741969","0","0"
"575","44888","671588450","0","1073741969","0","0"
"576","44889","671588450","0","1073741969","0","0"
"577","44890","671588450","0","1073741969","0","0"
"578","44891","671588450","0","1073741969","0","0"
"579","44892","671588450","0","1073741969","0","0"
"580","44893","671588450","0","1073741969","0","0"
"581","44894","671588450","0","1073741969","0","0"
"582","44895","671588450","0","1073741969","0","0"
"583","44896","671588450","0","1073741969","0","0"
"584","44897","671588450","0","1073741969","0","0"
"585","44898","671588450","0","1073741969","0","0"
"586","44899","671588450","0","1073741969","0","0"
"587","44900","671588450","0","1073741969","0","0"
"588","44901","671588450","0","1073741969","0","0"
"589","44902","671588450","0","1073741969","0","0"
"590","44903","671588450","0","1073741969","0","0"
"591","44904","671588450","0","1073741969","0","0"
"592","44905","671588450","0","1073741969","0","0"
"593","44906","671588450","0","1073741969","0","0"
"594","44907","671588450","0","1073741969","0","0"
"595","44908","671588450","0","1073741969","0","0"
"596","44909","671588450","0","1073741969","0","0"
"597","44910","671588450","0","1073741969","0","0"
"598","44911","671588450","0","1073741969","0","0"
"599","44912","671588450","0","1073741969","0","0"
"600","44913","671588450","0","1073741969","0","0"
"601","44914","671588450","0","1073741969","0","0"
"602","44915","671588450","0","1073741969","0","0"
"603","44916","671588450","0","1073741969","0","0"
"604","44917","671588450","0","1073741969","0","0"
"605","45067","0","0","0","0","-1"
"606","45278","1073741826","0","0","0","0"
"607","45317","0","0","64","0","0"
"610","45468","0","0","134217728","0","0"
"611","45759","1073741826","0","0","0","0"
"612","45760","1073741826","0","0","0","0"
"613","45762","1073741826","0","0","0","0"
"614","45783","671588450","0","1073741969","0","0"
"615","45905","0","0","0","0","-1"
"616","46053","671588450","0","1073741969","0","0"
"617","46192","134217728","0","0","0","0"
"618","46193","0","0","134217728","0","0"
"619","46337","1073741826","0","0","0","0"
"620","46555","0","0","0","0","-1"
"622","46698","671588450","0","1073741969","0","0"
"623","46746","671588450","0","1073741969","0","0"
"624","47021","0","0","0","0","-1"
"625","47124","671588450","0","1073741969","0","0"
"628","47190","1409286303","0","0","0","0"
"629","47468","0","0","64","0","0"
"631","47481","0","0","64","0","0"
"632","47482","0","0","64","0","0"
"633","47484","0","0","64","0","0"
"634","47496","0","0","64","0","0"
"680","47788","0","0","2281701376","0","0"
"681","48012","671588450","0","1073741969","0","0"
"688","48270","671588450","0","1073741969","0","0"
"698","48403","0","0","335544320","0","0"
"710","48629","0","0","1","0","0"
"712","48761","1073741826","0","0","0","0"
"713","48762","1073741826","0","0","0","0"
"714","48763","1073741826","0","0","0","0"
"715","48778","0","0","16777216","0","0"
"716","49306","134217728","0","2147483648","0","0"
"717","49307","0","0","1073741826","0","0"
"718","49376","0","0","1","0","0"
"719","49383","2","0","0","0","0"
"724","49585","671588450","0","1073741969","0","0"
"725","49609","0","0","512","0","0"
"726","49613","0","0","512","0","0"
"727","49617","0","0","512","0","0"
"728","49856","671588450","0","1073741969","0","0"
"729","50017","671588450","0","1073741969","0","0"
"730","50018","671588450","0","1073741969","0","0"
"731","50105","0","0","1073741824","0","0"
"735","50195","0","0","134217728","0","0"
"737","50247","335544320","0","0","0","0"
"738","50310","2","0","0","0","0"
"743","50515","0","0","2704277568","0","0"
"749","50769","1073741824","0","0","0","0"
"752","51230","0","0","1048576","0","0"
"753","51244","0","0","1048576","0","0"
"754","51294","2","0","0","0","0"
"757","52150","2","0","1073741824","0","0"
"758","52181","671588450","0","1073741969","0","0"
"760","52501","0","0","1073741824","0","0"
"761","52502","0","0","1073741824","0","0"
"762","52503","0","0","1073741824","0","0"
"763","52504","0","0","144","0","0"
"764","52506","0","0","144","0","0"
"765","52507","0","0","144","0","0"
"766","52551","0","0","2","0","0"
"767","52553","0","0","2","0","0"
"768","52554","0","0","2","0","0"
"770","52808","671588450","0","1073741969","0","0"
"771","52970","0","0","134217728","0","0"
"772","53229","0","0","1073741824","0","0"
"773","53471","671588450","0","1073741969","0","0"
"774","53608","0","0","2","0","0"
"775","53771","0","0","0","0","-1"
"776","53773","0","0","0","0","-1"
"777","53774","0","0","0","0","-1"
"778","53775","0","0","0","0","-1"
"779","53776","0","0","0","0","-1"
"780","53777","0","0","0","0","-1"
"781","53779","0","0","0","0","-1"
"782","53780","0","0","0","0","-1"
"783","53781","0","0","0","0","-1"
"784","53782","0","0","0","0","-1"
"785","53783","0","0","0","0","-1"
"786","53784","0","0","0","0","-1"
"787","53790","0","0","0","0","1"
"788","53791","0","0","0","0","2"
"789","54020","0","0","0","0","-1"
"790","54163","671588450","0","1073741969","0","0"
"794","54569","0","0","512","0","0"
"795","54570","0","0","512","0","0"
"796","54571","0","0","512","0","0"
"797","54596","0","0","512","0","0"
"798","54597","0","0","512","0","0"
"799","54598","0","0","512","0","0"
"800","54599","0","0","512","0","0"
"801","54600","0","0","512","0","0"
"810","55357","0","0","0","0","2"
"811","55366","0","0","0","0","2"
"813","55881","0","0","1073741824","0","0"
"814","55884","0","0","0","0","-1"
"815","55942","1075838978","0","0","0","0"
"819","56412","671588450","0","1073741969","0","0"
"820","56413","671588450","0","1073741969","0","0"
"821","56415","671588450","0","1073741969","0","0"
"822","56417","671588450","0","1073741969","0","0"
"823","56419","671588450","0","1073741969","0","0"
"824","56421","671588450","0","1073741969","0","0"
"825","56528","0","0","1048576","0","0"
"826","56560","0","0","1048576","0","0"
"827","57425","0","0","0","0","-1"
"828","57427","0","0","0","0","-1"
"829","57596","0","0","1048576","0","0"
"830","57655","1073741826","0","0","0","2"
"831","57657","0","0","1","0","0"
"832","57661","0","0","1","0","0"
"833","57763","1073741824","0","0","0","0"
"834","57765","1073741981","0","0","0","0"
"835","57771","134217728","0","0","0","0"
"836","57777","134217728","0","0","0","0"
"844","58867","0","0","64","0","0"
"845","59542","134217728","0","2164260864","0","0"
"846","59543","134217728","0","2164260864","0","0"
"847","59544","0","0","2164260864","0","0"
"848","59545","134217728","0","2164260864","0","0"
"849","59547","134217728","0","2164260864","0","0"
"850","59548","134217728","0","2164260864","0","0"
"853","59988","0","0","1","0","0"
"854","59989","0","0","1","0","0"
"855","59991","1073741981","0","0","0","0"
"856","60004","134217728","0","0","0","0"
"858","60518","1073741824","0","0","0","0"
"859","60530","1073741824","0","2","0","0"
"860","60888","1073741824","0","0","0","0"
"861","60957","1073741824","0","0","0","0"
"862","60958","1073741824","0","0","0","0"
"863","61132","0","0","1","0","0"
"864","61138","0","0","1","0","0"
"866","61435","671588450","0","1073741969","0","0"
"867","61489","1073741824","0","0","0","0"
"868","61777","0","0","64","0","0"
"870","62022","0","0","1024","0","0"
"871","62023","0","0","1024","0","0"
"872","62024","0","0","1024","0","0"
"873","62025","0","0","1024","0","0"
"874","62029","0","0","1024","0","0"
"875","62031","0","0","1024","0","0"
"876","62032","0","0","1024","0","0"
"878","62071","0","0","1","0","0"
"884","62597","0","0","0","0","-1"
"886","62605","0","0","0","0","-1"
"889","63242","1073741981","0","0","0","0"
"890","63259","0","0","1073741824","0","0"
"891","63275","2","0","0","0","0"
"895","63556","1073741981","0","0","0","0"
"896","63569","0","0","1073741824","0","0"
"903","64843","134217728","0","2147483648","0","0"
"904","64901","134217728","0","0","0","0"
"905","65745","335544320","0","0","0","0"
"906","65854","2","0","1073741824","0","0"
"907","66067","1073741824","0","2","0","0"
"908","66094","1073741824","0","0","0","0"
"910","66658","0","0","0","0","-1"
"911","66659","0","0","0","0","-1"
"912","66660","0","0","0","0","-1"
"913","66662","0","0","0","0","-1"
"914","66663","0","0","0","0","-1"
"915","66664","0","0","0","0","-1"
"927","71548","0","0","134217728","0","0"
"928","71780","0","0","134217728","0","0"
"930","71841","134217728","0","0","0","0"
"931","71842","134217728","0","0","0","0"
"932","71925","0","0","1","0","0"
"933","71926","0","0","1","0","0"
"934","71932","134217728","0","0","0","0"
"937","74978","1409286399","0","0","0","0"
"938","75333","0","0","134217728","0","0"
"939","75421","1409286399","0","0","0","0"
"940","75422","1409286399","0","0","0","0"
"948","77758","0","0","16","0","0"
"955","78069","134217728","0","0","0","0"
"958","78674","2","0","1073741824","0","0"
"959","78675","2","0","1073741824","0","0"
"964","80313","0","0","16","0","0"
"969","80554","0","0","1","0","0"
"970","80556","0","0","1","0","0"
"972","80558","0","0","1","0","0"
"997","81751","134217728","0","2147483648","0","0"
"1007","62695","0","0","134217728","0","0"
"1008","67435","3489718527","0","0","0","0"
"1009","68395","2147483648","0","0","0","0"
"1011","69867","1073741824","0","2","0","0"
"1012","70544","335544320","0","0","0","0"
"1013","72885","3558899867","0","0","0","0"
"1014","72889","4230013087","0","0","0","0"
"1016","74517","2","0","0","0","0"
"1020","75945","0","0","1073741824","0","0"
"1021","77042","1073741826","0","0","0","5"
"1022","77066","335544320","0","0","0","0"
"1024","77230","2","0","1073741824","0","0"
"1025","77345","0","0","335544320","0","0"
"1026","77413","134217728","0","0","0","0"
"1027","78025","1409286399","0","0","0","0"
"1028","78510","1409286399","0","0","0","0"
"1029","78672","1409286399","0","0","0","0"
"1030","78680","1409286399","0","0","0","0"
"1031","78866","0","0","0","0","-1"
"1032","78966","134217728","0","0","0","0"
"1034","79830","0","0","1","0","0"
"1035","79963","0","0","0","0","2"
"1036","80231","1409286399","0","0","0","0"
"1037","80237","0","0","0","0","-1"
"1038","80243","0","0","0","0","-1"
"1039","80244","0","0","0","0","-1"
"1040","80245","0","0","0","0","-1"
"1041","80246","0","0","0","0","-1"
"1042","80247","0","0","0","0","-1"
"1043","80248","0","0","0","0","-1"
"1044","80250","0","0","0","0","-1"
"1045","80251","0","0","0","0","-1"
"1051","80568","1409286399","0","0","0","0"
"1053","81455","0","0","0","0","2"
"1111","83009","0","0","64","0","0"
"1112","83010","0","0","64","0","0"
"1113","67032","335577247","0","0","0","0"
"1114","69619","335577247","0","0","0","0"
"1142","85043","0","0","0","0","-1"
"1164","85910","134217728","0","0","0","0"
"1170","86096","0","0","16","0","0"
"1178","87441","134217728","0","0","0","0"
"1186","88095","335577247","0","0","0","0"
"1187","88323","0","0","134217728","0","0"
"1188","88625","134217728","0","0","0","0"
"1193","88868","2","0","0","0","0"
"1198","74491","335544473","0","0","0","0"
"1204","89733","335544320","0","0","0","0"
"1205","89808","0","0","134217728","0","0"
"1207","90166","0","0","1","0","0"
"1210","90361","0","0","2147483648","0","0"
"1215","91090","0","0","64","0","0"
"1222","79395","0","0","17","0","0"
"1224","91695","335577247","0","0","0","0"
"1226","91776","0","0","64","0","0"
"1227","91778","0","0","64","0","0"
"1228","91797","0","0","64","0","0"
"1229","91800","0","0","64","0","0"
"1231","91807","0","0","64","0","0"
"1232","91809","0","0","64","0","0"
"1233","91837","0","0","64","0","0"
"1234","91838","0","0","64","0","0"
"1239","93402","0","0","1073741826","4","0"
"1252","50799","0","0","512","0","0"
"1254","94472","134217728","0","2147483648","0","0"
"1279","80451","335544320","0","0","0","0"
"1280","83958","335544320","0","0","0","0"
"1281","96220","2147483648","0","0","0","0"
"1282","96273","0","0","65536","0","0"
"1298","96562","4","0","0","0","0"
"1300","96714","134217728","0","0","0","0"
"1335","97547","2","0","1073741824","0","0"
"1353","98322","2147483648","0","0","0","0"
"1354","98323","2147483648","0","0","0","0"
"1355","98324","2147483648","0","0","0","0"
"1359","98367","134217728","0","2147483648","0","0"
"1371","99017","1073741824","0","0","0","0"
"1374","99244","0","0","1","0","0"
"1375","99634","134217728","0","0","0","0"
"1376","100804","2","0","1073741824","0","0"
"1377","99154","0","0","134217728","0","0"
"1380","101155","1073741824","0","0","0","0"
"1390","102161","2","0","0","0","0"
"1396","102383","0","0","1073741824","4","0"
"1398","102416","0","0","8","0","0"
"1399","102417","0","0","4","0","0"
"1423","104461","0","0","131072","0","0"
"1434","104731","134217728","0","0","0","0"
"1440","105450","2147483648","0","0","0","0"
"1479","106785","0","0","1","0","0"
"1481","33917","0","0","16","0","0"
"1482","106830","0","0","1","0","0"
"1483","106832","0","0","17","0","0"
"1484","106839","0","0","17","0","0"
"1485","106840","0","0","1","0","0"
"1550","108126","0","0","327680","0","0"
"1561","108300","0","0","17","0","0"
"1629","109659","0","0","0","0","-1"
"1642","109964","134217728","0","2147483648","0","0"
"1655","110410","2","0","0","0","0"
"1717","111685","0","0","2097152","0","0"
"1722","111759","335544320","0","134217728","0","0"
"1732","112921","0","0","2097152","0","0"
"1733","112922","0","0","2097152","0","0"
"1734","112934","2147483648","0","0","0","0"
"1744","113190","0","0","64","0","0"
"1777","113636","0","0","1","0","0"
"1799","114282","0","0","0","0","5"
"1802","114401","134217728","0","0","0","0"
"1823","114766","0","0","0","0","-1"
"1824","114767","0","0","0","0","-1"
"1826","114776","0","0","0","0","-1"
"1827","114777","0","0","0","0","-1"
"1828","114778","0","0","0","0","-1"
"1829","114780","0","0","0","0","-1"
"1830","114781","0","0","0","0","-1"
"1855","115193","0","0","536870912","0","1"
"1860","115276","0","0","134217728","0","0"
"1878","115675","0","0","0","0","-1"
"1899","22812","335544320","0","0","0","0"
"1905","102351","1073741824","4","0","0","0"
"1962","108238","335544320","0","0","0","0"
"1964","58875","0","0","32768","0","0"
"2010","97388","2147483648","0","0","0","0"
"2057","121069","335544320","0","0","0","0"
"2064","121093","134217728","0","2164260864","0","0"
"2087","121553","1409286399","0","0","0","0"
"2088","121554","1409286399","0","0","0","0"
"2089","121555","1409286399","0","0","0","0"
"2090","121556","1409286399","0","0","0","0"
"2145","122861","0","0","134217728","0","0"
"2157","123037","0","0","4194304","0","0"
"2158","123040","0","0","134217728","0","0"
"2160","123131","134217728","0","2147483648","0","0"
"2162","123258","0","0","134217728","0","0"
"2187","82207","0","0","1778323667","0","0"
"2188","124357","2","0","0","0","0"
"2189","124360","2","0","0","0","0"
"2197","124492","2147483648","0","0","0","0"
"2198","102359","335544320","0","0","0","0"
"2219","125291","134217728","0","2147483648","0","0"
"2222","102342","1409286173","4","0","0","0"
"2246","125759","0","0","524288","0","0"
"2252","126135","134217728","0","2147483648","0","0"
"2254","126225","0","0","0","0","-1"
"2255","126288","0","0","134217728","0","0"
"2261","102401","335544320","0","0","0","0"
"2371","130326","0","0","0","0","-1"
"2373","105794","0","0","0","0","0"
"2376","106041","0","0","0","0","0"
"2379","130575","0","0","0","0","0"
"2403","131474","2","0","0","0","0"
"2405","131476","2","0","0","0","0"
"2415","131490","2","0","0","0","0"
"2465","132157","134217728","0","0","0","0"
"2489","132302","335544320","0","0","0","0"
"2493","132331","0","0","0","0","-1"
"2498","132370","1073741824","0","0","0","0"
"2598","132603","0","0","134217728","0","0"
"2599","132604","0","0","134217728","0","0"
"2613","132410","0","0","2097152","0","0"
"2616","112927","0","0","2097152","0","0"
"2617","87840","1073741826","8","0","0","0"
"2719","133031","134217728","0","0","0","0"
"2798","126656","335577092","0","0","0","0"
"2801","110744","0","0","2147483648","0","0"
"2802","105355","335544324","0","0","0","0"
"2807","136312","335544320","0","0","0","0"
"2808","136313","335577092","0","0","0","0"
"2819","136383","0","0","134217728","0","0"
"2845","137257","2483027968","0","0","0","0"
"2850","137533","0","0","134217728","0","0"
"2855","138342","2","0","1073741824","0","0"
