Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2_0,Unknown2_1
"88","3961","0","0","162","14"
"89","3962","0","0","162","0"
"90","3963","0","0","162","14"
"91","3965","0","0","162","14"
"92","3966","0","0","14","15"
"93","3967","0","0","162","14"
"94","3968","0","0","162","14"
"95","3969","0","0","162","14"
"96","3971","0","0","162","14"
"97","3977","0","0","14","0"
"98","3978","0","0","14","0"
"99","3979","0","0","14","15"
"100","5169","7997","0","0","0"
"101","5264","5107","0","0","0"
"102","5265","5109","0","0","0"
"103","5266","5113","0","0","0"
"104","5267","5110","0","0","0"
"105","5268","5108","0","0","0"
"109","5809","5251","0","0","0"
"110","6517","0","0","162","0"
"111","6518","0","0","162","0"
"112","6620","5638","0","0","0"
"113","6671","5251","0","0","0"
"114","7221","0","0","162","0"
"115","7222","0","0","162","0"
"116","7223","0","0","162","0"
"117","7224","0","0","162","0"
"118","7408","0","0","162","0"
"119","7418","0","0","6","0"
"120","7420","0","0","6","0"
"121","7426","0","0","6","0"
"122","7428","0","0","6","0"
"123","7430","0","0","162","0"
"124","7443","0","0","6","0"
"126","7457","0","0","6","0"
"127","7745","0","0","6","0"
"128","7748","0","0","6","0"
"129","7766","0","0","6","0"
"130","7771","0","0","6","0"
"131","7776","0","0","6","0"
"132","7779","0","0","6","0"
"133","7782","0","0","6","0"
"134","7786","0","0","6","0"
"135","7788","0","0","6","0"
"136","7793","0","0","6","0"
"137","7817","0","0","162","0"
"139","7857","0","0","7","0"
"140","7859","0","0","7","0"
"142","7863","0","0","7","0"
"143","7867","0","0","7","0"
"151","8262","0","0","5","0"
"152","8264","0","0","4","0"
"153","8334","0","0","162","0"
"154","8366","0","0","162","0"
"155","8367","0","0","162","0"
"156","8368","0","0","162","0"
"161","8768","0","0","162","0"
"162","8880","0","0","162","0"
"163","8895","0","0","162","14"
"164","9269","0","0","162","14"
"165","9489","7667","0","0","0"
"166","9811","0","0","162","0"
"167","9813","0","0","162","0"
"168","9814","0","0","162","0"
"169","9818","0","0","162","0"
"170","9820","0","0","162","0"
"171","9916","0","0","162","0"
"172","9926","0","0","162","0"
"173","9928","0","0","162","0"
"174","9931","0","0","162","0"
"175","9933","0","0","162","0"
"176","9935","0","0","162","0"
"177","9937","0","0","162","0"
"178","9939","0","0","162","0"
"179","9942","0","0","162","0"
"180","9945","0","0","162","0"
"181","9950","0","0","162","0"
"182","9952","0","0","162","0"
"183","9954","0","0","162","0"
"184","9957","0","0","162","0"
"185","9959","0","0","162","0"
"186","9961","0","0","162","0"
"187","9964","0","0","162","0"
"188","9966","0","0","162","0"
"189","9968","0","0","162","0"
"190","9970","0","0","162","0"
"191","9972","0","0","162","0"
"192","9974","0","0","162","0"
"193","9979","0","0","162","0"
"194","9980","0","0","162","0"
"195","9983","0","0","162","0"
"196","9985","0","0","162","0"
"197","9986","0","0","162","0"
"198","9987","0","0","162","0"
"199","9993","0","0","162","0"
"200","9995","0","0","162","0"
"201","9997","0","0","162","0"
"202","10001","0","0","162","0"
"203","10003","0","0","162","0"
"204","10005","0","0","162","0"
"205","10007","0","0","162","0"
"206","10009","0","0","162","0"
"207","10011","0","0","162","0"
"208","10013","0","0","162","0"
"209","10015","0","0","162","0"
"212","11454","0","0","162","0"
"213","11479","0","0","12","0"
"214","11480","0","0","12","0"
"215","11643","0","0","162","0"
"216","11759","8523","0","0","0"
"217","11760","8523","0","0","0"
"218","11761","8523","0","0","0"
"219","11923","0","0","162","0"
"220","12259","0","0","162","0"
"221","12260","0","0","162","0"
"222","12584","0","0","162","14"
"223","12587","0","0","14","15"
"224","12589","0","0","162","0"
"225","12590","0","0","162","0"
"226","12591","0","0","162","14"
"227","12594","0","0","14","15"
"228","12595","0","0","162","14"
"230","12597","0","0","162","14"
"231","12599","0","0","162","14"
"232","12603","0","0","162","14"
"233","12607","0","0","14","15"
"234","12614","0","0","162","14"
"235","12615","0","0","14","15"
"236","12616","0","0","14","15"
"237","12617","0","0","162","14"
"238","12618","0","0","14","15"
"239","12619","0","0","162","14"
"240","12620","0","0","162","14"
"242","12622","0","0","14","15"
"243","12624","0","0","162","14"
"244","12716","0","0","162","14"
"245","12717","0","0","162","14"
"246","12718","0","0","162","14"
"250","12754","0","0","162","14"
"251","12755","0","0","162","14"
"252","12758","0","0","162","14"
"253","12759","0","0","162","14"
"254","12897","0","0","14","15"
"255","12899","0","0","162","14"
"256","12900","0","0","162","14"
"257","12902","0","0","162","14"
"258","12903","0","0","162","14"
"260","12905","0","0","162","14"
"261","12906","0","0","162","14"
"262","12907","0","0","162","14"
"263","12908","0","0","162","14"
"264","13240","0","0","162","14"
"265","13378","0","0","6","0"
"266","13380","0","0","6","0"
"267","13419","0","0","7","0"
"268","13421","0","0","6","0"
"269","13464","0","0","7","0"
"270","13485","0","0","7","0"
"271","13501","0","0","7","0"
"272","13503","0","0","7","0"
"274","13529","0","0","7","0"
"275","13536","0","0","7","0"
"276","13538","0","0","7","0"
"277","13607","0","0","7","0"
"278","13612","0","0","7","0"
"279","13617","0","0","7","0"
"280","13620","0","0","7","0"
"281","13622","0","0","7","0"
"282","13626","0","0","7","0"
"283","13631","0","0","8","0"
"284","13635","0","0","8","0"
"285","13637","0","0","8","0"
"286","13640","0","0","8","0"
"287","13642","0","0","8","0"
"288","13644","0","0","8","0"
"289","13646","0","0","8","0"
"290","13648","0","0","8","0"
"291","13653","0","0","8","0"
"292","13655","0","0","8","0"
"294","13659","0","0","8","0"
"295","13661","0","0","8","0"
"296","13663","0","0","8","0"
"297","13687","0","0","8","0"
"298","13689","0","0","8","0"
"299","13693","0","0","8","0"
"300","13695","0","0","8","0"
"301","13698","0","0","8","0"
"302","13700","0","0","8","0"
"303","13746","0","0","9","0"
"305","13815","0","0","9","0"
"306","13817","0","0","9","0"
"307","13822","0","0","9","0"
"308","13836","0","0","9","0"
"309","13841","0","0","9","0"
"310","13846","0","0","9","0"
"311","13858","0","0","9","0"
"312","13868","0","0","9","0"
"313","13882","0","0","9","0"
"314","13887","0","0","9","0"
"315","13890","0","0","9","0"
"316","13898","0","0","9","0"
"317","13905","0","0","9","0"
"318","13915","0","0","9","0"
"319","13917","0","0","9","0"
"320","13931","0","0","9","0"
"322","13935","0","0","9","0"
"323","13937","0","0","9","0"
"324","13939","0","0","9","0"
"325","13941","0","0","9","0"
"326","13943","0","0","9","0"
"327","13945","0","0","9","0"
"328","13947","0","0","9","0"
"329","13948","0","0","9","0"
"330","14293","0","0","6","0"
"333","14807","0","0","6","0"
"334","14809","0","0","8","0"
"335","14810","0","0","8","0"
"337","15066","5251","0","0","0"
"338","15255","0","0","162","14"
"339","15292","0","0","162","0"
"340","15293","0","0","162","0"
"341","15294","0","0","162","0"
"342","15295","0","0","162","0"
"343","15296","0","0","162","0"
"344","15628","0","0","162","14"
"345","15633","0","0","162","14"
"347","15787","0","0","4","0"
"348","15972","0","0","162","0"
"349","15973","0","0","162","0"
"351","16321","12384","0","0","0"
"352","16322","12384","0","0","0"
"353","16323","12384","0","0","0"
"354","16325","12384","0","0","0"
"355","16326","12384","0","0","0"
"356","16327","12384","0","0","0"
"357","16329","12384","0","0","0"
"359","16642","0","0","162","0"
"360","16643","0","0","162","0"
"361","16644","0","0","162","0"
"362","16645","0","0","162","0"
"363","16646","0","0","162","0"
"364","16647","0","0","162","0"
"365","16648","0","0","162","0"
"366","16649","0","0","162","0"
"367","16650","0","0","162","0"
"368","16651","0","0","162","0"
"369","16652","0","0","162","0"
"370","16653","0","0","162","0"
"371","16654","0","0","162","0"
"372","16655","0","0","162","0"
"373","16656","0","0","162","0"
"374","16657","0","0","162","0"
"375","16658","0","0","162","0"
"376","16659","0","0","162","0"
"377","16660","0","0","162","0"
"378","16661","0","0","162","0"
"379","16662","0","0","162","0"
"380","16663","0","0","162","0"
"381","16664","0","0","162","0"
"382","16665","0","0","162","0"
"383","16667","0","0","162","0"
"384","16724","0","0","162","0"
"385","16725","0","0","162","0"
"386","16726","0","0","162","0"
"387","16728","0","0","162","0"
"388","16729","0","0","162","0"
"389","16730","0","0","162","0"
"390","16731","0","0","162","0"
"391","16732","0","0","162","0"
"392","16741","0","0","162","0"
"393","16742","0","0","162","0"
"394","16744","0","0","162","0"
"395","16745","0","0","162","0"
"396","16746","0","0","162","0"
"397","16960","0","0","162","0"
"398","16965","0","0","162","0"
"399","16967","0","0","162","0"
"400","16969","0","0","162","0"
"401","16970","0","0","162","0"
"402","16971","0","0","162","0"
"403","16973","0","0","162","0"
"404","16978","0","0","162","0"
"405","16980","0","0","162","0"
"406","16983","0","0","162","0"
"407","16984","0","0","162","0"
"408","16985","0","0","162","0"
"409","16986","0","0","162","0"
"410","16987","0","0","162","0"
"411","16988","0","0","162","0"
"412","16990","0","0","162","0"
"413","16991","0","0","162","0"
"414","16992","0","0","162","0"
"415","16993","0","0","162","0"
"416","16994","0","0","162","0"
"417","16995","0","0","162","0"
"418","17180","0","0","9","0"
"419","17181","0","0","9","0"
"420","17187","0","0","12","0"
"421","17366","0","0","4","0"
"422","17559","0","0","12","0"
"423","17560","0","0","12","0"
"424","17561","0","0","12","0"
"425","17562","0","0","12","0"
"426","17563","0","0","12","0"
"427","17564","0","0","12","0"
"428","17565","0","0","12","0"
"429","17566","0","0","12","0"
"430","18432","0","0","4","0"
"431","19512","15826","0","0","0"
"433","19666","0","0","162","0"
"434","19667","0","0","162","0"
"435","19668","0","0","162","0"
"436","19669","0","0","162","0"
"437","19790","0","0","162","0"
"438","19791","0","0","162","14"
"439","19792","0","0","162","14"
"440","19793","0","0","162","14"
"441","19794","0","0","14","15"
"442","19795","0","0","162","14"
"443","19796","0","0","162","14"
"444","19799","0","0","162","0"
"446","19814","0","0","162","14"
"447","19815","0","0","162","14"
"448","19819","0","0","162","14"
"449","19825","0","0","14","15"
"450","19830","0","0","162","14"
"451","19831","0","0","162","0"
"452","19833","0","0","162","14"
"453","20008","0","0","9","0"
"454","20009","0","0","9","0"
"455","20010","0","0","9","0"
"456","20011","0","0","9","0"
"457","20012","0","0","9","0"
"458","20013","0","0","9","0"
"460","20015","0","0","9","0"
"461","20016","0","0","9","0"
"462","20017","0","0","9","0"
"463","20020","0","0","9","0"
"464","20023","0","0","9","0"
"465","20024","0","0","9","0"
"466","20025","0","0","10","0"
"467","20026","0","0","9","0"
"468","20028","0","0","9","0"
"469","20029","0","0","9","0"
"470","20030","0","0","10","0"
"471","20031","0","0","10","0"
"472","20032","0","0","10","0"
"473","20033","0","0","10","0"
"474","20034","0","0","10","0"
"475","20035","0","0","10","0"
"476","20036","0","0","10","0"
"478","20602","0","0","4","0"
"479","20872","0","0","162","0"
"480","20873","0","0","162","0"
"481","20874","0","0","162","0"
"482","20876","0","0","162","0"
"483","20890","0","0","162","0"
"484","20897","0","0","162","0"
"485","21161","0","0","162","0"
"486","21913","0","0","162","0"
"487","21931","0","0","8","0"
"488","21940","0","0","162","14"
"490","22704","0","0","162","14"
"491","22749","0","0","10","0"
"492","22750","0","0","10","0"
"493","22793","0","0","162","14"
"494","22795","0","0","162","14"
"495","22797","0","0","162","14"
"496","23071","0","0","162","14"
"497","23077","0","0","162","14"
"498","23081","0","0","162","14"
"499","23082","0","0","162","14"
"500","23096","0","0","162","14"
"501","23129","0","0","162","0"
"502","23486","0","0","162","14"
"503","23489","0","0","162","14"
"504","23628","0","0","162","0"
"505","23629","0","0","162","0"
"506","23632","0","0","162","0"
"507","23633","0","0","162","0"
"508","23636","0","0","162","0"
"509","23637","0","0","162","0"
"510","23638","0","0","162","0"
"511","23639","0","0","162","0"
"512","23650","0","0","162","0"
"513","23652","0","0","162","0"
"514","23653","0","0","162","0"
"515","23799","0","0","10","0"
"516","23800","0","0","10","0"
"517","23801","0","0","10","0"
"518","23802","0","0","10","0"
"519","23803","0","0","10","0"
"520","23804","0","0","10","0"
"521","24136","0","0","162","0"
"522","24137","0","0","162","0"
"523","24138","0","0","162","0"
"524","24139","0","0","162","0"
"525","24140","0","0","162","0"
"526","24141","0","0","162","0"
"527","24265","19960","0","0","0"
"528","24356","0","0","15","14"
"529","24357","0","0","15","14"
"530","24376","19775","0","0","0"
"531","24399","0","0","162","0"
"532","24912","0","0","162","0"
"533","24913","0","0","162","0"
"534","24914","0","0","162","0"
"535","25072","0","0","10","0"
"536","25073","0","0","10","0"
"537","25074","0","0","10","0"
"538","25078","0","0","10","0"
"539","25079","0","0","10","0"
"540","25080","0","0","10","0"
"543","25083","0","0","10","0"
"544","25084","0","0","10","0"
"545","25086","0","0","10","0"
"546","25124","0","0","6","0"
"547","25125","0","0","7","0"
"548","25126","0","0","8","0"
"549","25127","0","0","9","0"
"550","25128","0","0","9","0"
"551","25129","0","0","10","0"
"552","25130","0","0","10","0"
"553","25146","0","0","12","0"
"554","25278","0","0","238","0"
"555","25280","0","0","238","0"
"556","25283","0","0","238","0"
"557","25284","0","0","238","0"
"558","25287","0","0","238","0"
"559","25305","0","0","238","0"
"560","25317","0","0","238","0"
"561","25318","0","0","238","0"
"562","25320","0","0","238","0"
"563","25321","0","0","238","0"
"564","25323","0","0","238","0"
"565","25339","0","0","238","0"
"566","25490","0","0","238","0"
"567","25498","0","0","238","0"
"568","25610","0","0","238","0"
"569","25612","0","0","238","0"
"570","25613","0","0","238","0"
"571","25614","0","0","238","0"
"572","25615","0","0","238","0"
"573","25617","0","0","238","0"
"574","25618","0","0","238","0"
"575","25619","0","0","238","0"
"576","25620","0","0","238","0"
"577","25621","0","0","238","0"
"578","25622","0","0","238","0"
"579","26011","0","0","162","14"
"580","26872","0","0","238","0"
"581","26873","0","0","238","0"
"582","26874","0","0","238","0"
"583","26875","0","0","238","0"
"584","26876","0","0","238","0"
"585","26878","0","0","238","0"
"586","26880","0","0","238","0"
"587","26881","0","0","238","0"
"588","26882","0","0","238","0"
"589","26883","0","0","238","0"
"590","26885","0","0","238","0"
"591","26887","0","0","238","0"
"592","26896","0","0","238","0"
"593","26897","0","0","238","0"
"594","26900","0","0","238","0"
"595","26902","0","0","238","0"
"596","26903","0","0","238","0"
"597","26904","0","0","238","0"
"598","26905","0","0","238","0"
"599","26906","0","0","238","0"
"600","26907","0","0","238","0"
"601","26908","0","0","238","0"
"602","26909","0","0","238","0"
"603","26910","0","0","238","0"
"604","26911","0","0","238","0"
"605","26912","0","0","238","0"
"606","26914","0","0","238","0"
"607","26915","0","0","238","0"
"608","26916","0","0","238","0"
"609","26918","0","0","238","0"
"610","26920","0","0","238","0"
"611","26926","0","0","238","0"
"612","26927","0","0","238","0"
"613","26928","0","0","238","0"
"614","27585","0","0","162","0"
"615","27586","0","0","162","0"
"616","27587","0","0","162","0"
"617","27588","0","0","162","0"
"618","27589","0","0","162","0"
"619","27590","0","0","162","0"
"620","27829","0","0","162","0"
"621","27830","0","0","162","0"
"622","27832","0","0","162","0"
"623","27837","0","0","10","0"
"624","27899","0","0","9","0"
"625","27905","0","0","41","0"
"626","27906","0","0","41","0"
"627","27911","0","0","41","0"
"628","27913","0","0","41","0"
"629","27914","0","0","62","0"
"630","27917","0","0","62","0"
"635","27944","0","0","9","0"
"636","27945","0","0","41","0"
"637","27946","0","0","41","0"
"639","27948","0","0","41","0"
"640","27950","0","0","41","0"
"641","27951","0","0","41","0"
"642","27954","0","0","41","0"
"643","27957","0","0","41","0"
"644","27958","0","0","62","0"
"645","27960","0","0","41","0"
"646","27961","0","0","9","0"
"649","27967","0","0","41","0"
"650","27968","0","0","41","0"
"651","27971","0","0","62","0"
"652","27972","0","0","62","0"
"653","27975","0","0","62","0"
"654","27977","0","0","62","0"
"655","27981","0","0","63","0"
"656","27982","0","0","63","0"
"657","27984","0","0","63","0"
"658","28003","0","0","62","0"
"659","28004","0","0","62","0"
"660","28016","0","0","41","0"
"661","28019","0","0","41","0"
"662","28021","0","0","41","0"
"663","28022","0","0","41","0"
"664","28027","0","0","41","0"
"665","28028","0","0","62","0"
"666","28242","0","0","162","0"
"667","28243","0","0","162","0"
"668","28244","0","0","162","0"
"670","28327","0","0","162","14"
"671","28461","0","0","162","0"
"672","28462","0","0","162","0"
"673","28463","0","0","162","0"
"674","28566","0","0","12","0"
"675","28567","0","0","12","0"
"676","28568","0","0","12","0"
"677","28569","0","0","12","0"
"678","28580","0","0","12","0"
"679","28581","0","0","12","0"
"680","28582","0","0","12","0"
"681","28583","0","0","12","0"
"682","28584","0","0","12","0"
"683","28585","0","0","12","0"
"684","28903","0","0","238","0"
"685","28905","0","0","238","0"
"688","28910","0","0","238","0"
"689","28912","0","0","238","0"
"690","28914","0","0","238","0"
"691","28915","0","0","238","0"
"692","28916","0","0","238","0"
"693","28917","0","0","238","0"
"694","28918","0","0","238","0"
"696","28925","0","0","238","0"
"697","28927","0","0","238","0"
"698","28933","0","0","238","0"
"699","28936","0","0","238","0"
"701","28944","0","0","238","0"
"702","28947","0","0","238","0"
"703","28948","0","0","238","0"
"704","28950","0","0","238","0"
"705","28953","0","0","238","0"
"706","28955","0","0","238","0"
"709","29545","0","0","162","0"
"710","29547","0","0","162","0"
"711","29548","0","0","162","0"
"712","29549","0","0","162","0"
"713","29550","0","0","162","0"
"714","29551","0","0","162","0"
"715","29552","0","0","162","0"
"716","29553","0","0","162","0"
"717","29556","0","0","162","0"
"718","29557","0","0","162","0"
"719","29558","0","0","162","0"
"720","29565","0","0","162","0"
"721","29566","0","0","162","0"
"722","29568","0","0","162","0"
"723","29569","0","0","162","0"
"724","29571","0","0","162","0"
"725","29603","0","0","162","0"
"726","29605","0","0","162","0"
"727","29606","0","0","162","0"
"728","29608","0","0","162","0"
"729","29610","0","0","162","0"
"730","29611","0","0","162","0"
"731","29613","0","0","162","0"
"732","29614","0","0","162","0"
"733","29615","0","0","162","0"
"734","29616","0","0","162","0"
"735","29617","0","0","162","0"
"736","29619","0","0","162","0"
"737","29620","0","0","162","0"
"738","29621","0","0","162","0"
"739","29622","0","0","162","0"
"740","29628","0","0","162","0"
"741","29629","0","0","162","0"
"742","29630","0","0","162","0"
"743","29642","0","0","162","0"
"744","29643","0","0","162","0"
"745","29645","0","0","162","0"
"746","29648","0","0","162","0"
"747","29649","0","0","162","0"
"748","29657","0","0","162","0"
"749","29658","0","0","162","0"
"750","29662","0","0","162","0"
"751","29663","0","0","162","0"
"752","29664","0","0","162","0"
"753","29668","0","0","162","0"
"754","29669","0","0","162","0"
"755","29671","0","0","162","0"
"756","29672","0","0","162","0"
"757","29688","0","0","12","0"
"758","29692","0","0","162","0"
"759","29693","0","0","162","0"
"760","29694","0","0","162","0"
"761","29695","0","0","162","0"
"762","29696","0","0","162","0"
"763","29697","0","0","162","0"
"764","29698","0","0","162","0"
"765","29699","0","0","162","0"
"766","29700","0","0","162","0"
"767","30304","0","0","162","14"
"768","30305","0","0","162","14"
"769","30306","0","0","162","14"
"770","30307","0","0","162","14"
"771","30308","0","0","162","14"
"772","30309","0","0","162","14"
"773","30310","0","0","162","0"
"774","30311","0","0","162","0"
"775","30312","0","0","162","14"
"776","30313","0","0","162","14"
"777","30314","0","0","162","14"
"778","30315","0","0","162","14"
"779","30316","0","0","14","15"
"780","30317","0","0","14","15"
"781","30318","0","0","14","15"
"782","30325","0","0","14","15"
"783","30329","0","0","162","14"
"784","30332","0","0","162","14"
"785","30334","0","0","162","14"
"786","30337","0","0","162","14"
"789","30348","0","0","162","14"
"790","30349","0","0","162","14"
"791","30548","0","0","162","14"
"793","30551","0","0","0","14"
"794","30552","0","0","0","14"
"795","30555","0","0","162","14"
"796","30556","0","0","162","14"
"797","30558","0","0","162","14"
"799","30563","0","0","162","14"
"800","30565","0","0","162","14"
"801","30566","0","0","162","14"
"802","30568","0","0","162","14"
"803","30569","0","0","162","14"
"804","30570","0","0","162","14"
"806","30574","0","0","14","15"
"807","30575","0","0","14","15"
"809","31048","0","0","238","0"
"810","31049","0","0","238","0"
"811","31050","0","0","238","0"
"812","31051","0","0","238","0"
"813","31052","0","0","238","0"
"814","31053","0","0","238","0"
"815","31054","0","0","238","0"
"816","31055","0","0","238","0"
"817","31056","0","0","238","0"
"818","31057","0","0","238","0"
"819","31058","0","0","238","0"
"820","31060","0","0","238","0"
"821","31061","0","0","238","0"
"822","31062","0","0","238","0"
"823","31063","0","0","238","0"
"824","31064","0","0","238","0"
"825","31065","0","0","238","0"
"826","31066","0","0","238","0"
"827","31067","0","0","238","0"
"828","31068","0","0","238","0"
"829","31070","0","0","238","0"
"830","31071","0","0","238","0"
"831","31072","0","0","238","0"
"832","31076","0","0","238","0"
"833","31077","0","0","238","0"
"834","31078","0","0","238","0"
"835","31079","0","0","238","0"
"836","31080","0","0","238","0"
"837","31081","0","0","238","0"
"838","31082","0","0","238","0"
"839","31083","0","0","238","0"
"840","31084","0","0","238","0"
"841","31085","0","0","238","0"
"843","31088","0","0","238","0"
"845","31090","0","0","238","0"
"846","31091","0","0","238","0"
"847","31092","0","0","238","0"
"849","31095","0","0","238","0"
"851","31097","0","0","238","0"
"852","31098","0","0","238","0"
"855","31101","0","0","238","0"
"856","31102","0","0","238","0"
"857","31103","0","0","238","0"
"858","31104","0","0","238","0"
"860","31106","0","0","238","0"
"861","31107","0","0","238","0"
"862","31108","0","0","238","0"
"863","31109","0","0","238","0"
"865","31111","0","0","238","0"
"866","31112","0","0","238","0"
"867","31113","0","0","238","0"
"868","31149","0","0","238","0"
"869","31633","0","0","2","0"
"870","32167","0","0","4","0"
"871","32178","0","0","238","0"
"872","32179","0","0","238","0"
"878","32765","0","0","12","0"
"879","32766","0","0","12","0"
"880","32866","0","0","238","0"
"881","32867","0","0","238","0"
"882","32868","0","0","238","0"
"883","32869","0","0","238","0"
"884","32870","0","0","238","0"
"885","32871","0","0","238","0"
"886","32872","0","0","238","0"
"887","32873","0","0","238","0"
"888","32874","0","0","238","0"
"889","33017","5060","0","0","0"
"890","33570","0","0","2","0"
"891","33775","0","0","4","0"
"892","33990","0","0","41","0"
"893","33991","0","0","9","0"
"894","33992","0","0","41","0"
"895","33993","0","0","9","0"
"896","33994","0","0","62","0"
"897","33995","0","0","41","0"
"898","33996","0","0","41","0"
"899","33997","0","0","62","0"
"900","33999","0","0","62","0"
"901","34001","0","0","9","0"
"902","34002","0","0","9","0"
"903","34003","0","0","41","0"
"904","34004","0","0","41","0"
"907","34007","0","0","62","0"
"908","34008","0","0","62","0"
"909","34009","0","0","41","0"
"910","34010","0","0","62","0"
"912","34079","0","0","3","0"
"913","34529","0","0","162","0"
"914","34530","0","0","162","0"
"915","34533","0","0","162","0"
"916","34534","0","0","162","0"
"917","34535","0","0","162","0"
"918","34537","0","0","162","0"
"919","34538","0","0","162","0"
"920","34540","0","0","162","0"
"921","34541","0","0","162","0"
"922","34542","0","0","162","0"
"923","34543","0","0","162","0"
"924","34544","0","0","162","0"
"925","34545","0","0","162","0"
"926","34546","0","0","162","0"
"927","34547","0","0","162","0"
"928","34548","0","0","162","0"
"929","34590","0","0","238","0"
"930","34955","0","0","238","0"
"931","34959","0","0","238","0"
"932","34960","0","0","238","0"
"933","34961","0","0","238","0"
"938","36122","0","0","162","0"
"939","36124","0","0","162","0"
"940","36125","0","0","162","0"
"941","36126","0","0","162","0"
"942","36128","0","0","162","0"
"943","36129","0","0","162","0"
"944","36130","0","0","162","0"
"945","36131","0","0","162","0"
"946","36133","0","0","162","0"
"947","36134","0","0","162","0"
"948","36135","0","0","162","0"
"949","36136","0","0","162","0"
"950","36137","0","0","162","0"
"951","36256","0","0","162","0"
"952","36257","0","0","162","0"
"953","36258","0","0","162","0"
"954","36259","0","0","162","0"
"955","36260","0","0","162","0"
"956","36261","0","0","162","0"
"957","36262","0","0","162","0"
"958","36263","0","0","162","0"
"959","36389","0","0","162","0"
"960","36390","0","0","162","0"
"961","36391","0","0","162","0"
"962","36392","0","0","162","0"
"963","36523","0","0","238","0"
"964","36524","0","0","238","0"
"965","36525","0","0","238","0"
"966","36526","0","0","238","0"
"967","36954","0","0","162","14"
"968","36955","0","0","162","14"
"969","37371","0","0","4","0"
"970","37818","0","0","238","0"
"971","37855","0","0","238","0"
"973","38115","0","0","2","0"
"974","38116","0","0","4","0"
"975","38175","0","0","238","0"
"976","38236","0","0","4","0"
"977","38304","0","0","2","0"
"978","38306","0","0","5","0"
"979","38445","0","0","4","0"
"980","38449","0","0","4","0"
"981","38473","0","0","162","0"
"982","38475","0","0","162","0"
"983","38476","0","0","162","0"
"984","38477","0","0","162","0"
"985","38478","0","0","162","0"
"986","38479","0","0","162","0"
"987","38503","0","0","238","0"
"988","38504","0","0","238","0"
"989","38581","0","0","4","0"
"996","39466","0","0","238","0"
"997","39467","0","0","238","0"
"998","39470","0","0","238","0"
"999","39471","0","0","238","0"
"1000","39588","0","0","4","0"
"1001","39589","0","0","3","0"
"1003","39705","0","0","238","0"
"1004","39706","0","0","238","0"
"1006","39711","0","0","238","0"
"1008","39713","0","0","238","0"
"1009","39714","0","0","238","0"
"1010","39715","0","0","238","0"
"1011","39716","0","0","238","0"
"1013","39718","0","0","238","0"
"1015","39720","0","0","238","0"
"1016","39721","0","0","238","0"
"1019","39724","0","0","238","0"
"1021","39727","0","0","238","0"
"1022","39728","0","0","238","0"
"1025","39731","0","0","238","0"
"1027","39733","0","0","238","0"
"1028","39734","0","0","238","0"
"1030","39736","0","0","238","0"
"1031","39737","0","0","238","0"
"1032","39738","0","0","238","0"
"1033","39739","0","0","238","0"
"1034","39740","0","0","238","0"
"1035","39741","0","0","238","0"
