Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34
"20980","2377316","3561580","0","3103","467012","993875","929609","265247","15266303","658713","0","996209","5065584","2178607","3096","1719326","3165520","6052956","18000","0","0.5","5","0","0","0","0","0","0","0","0","0","0","0","12","2640"
"20981","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1326397","5996702","5401211","0","4220285","0","2440524","0","3815215","3096","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","0"
"20982","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1590340","5996702","5401211","0","4220285","0","2836312","0","3815215","3096","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","360"
"20983","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1854540","5996702","5401211","0","4220285","0","3297636","0","5982274","4150603","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","720"
"20984","4351366","4351366","1981772","3500936","3567758","3699085","4359334","2448476","5996702","5401211","0","4220285","0","4220285","0","5127991","4021873","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","1440"
"20985","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1854540","5996702","5401211","0","4220285","0","3297636","0","5916742","5979467","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","2160"
"20986","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1458754","5996702","5401211","0","4220285","0","2704212","0","3815215","1973289","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","2640"
"20987","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1326397","5996702","5401211","0","4220285","0","2440524","0","3815215","68632","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","13","2870"
"20988","3351830","3228686","0","2627333","3416072","4204812","4204804","4533252","16756583","4604416","0","3675904","3480320","3620096","3620096","3620096","3620096","7631988","10000","0","0","4.5","0","0","0","1","0","0","0","0","0","0","0","16","0"
"20989","4795406","3557652","2427904","8471552","10772761","13734198","8146711","8146193","16774104","13139768","0","3675904","3480320","10517778","5522450","10517778","5522450","5066061","10000","0","0","4.5","0","0","0","1","0","0","0","0","0","0","0","16","1440"
"20990","3490125","5732776","0","10560","12631","22400","16473","12613","16773348","3696528","0","9030","9030","15936","0","3811361","12612","5066061","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","0"
"20991","2967392","5273498","0","10560","12631","19051","15703","12613","16773348","3696528","0","9030","2117235","15936","0","3811361","4122","5066061","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","360"
"20992","8931845","7045263","12856","2196613","12949355","15708769","16767106","1993836","16760681","16748032","0","10258617","4357026","3034946","465948","7162403","1196867","7237230","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","720"
"20993","5914142","9215916","15433","3969438","6597302","10667469","12306376","3573654","16775658","16767661","0","4481125","5805765","4553571","729640","5913885","2448743","5066061","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","1440"
"20994","6043668","9870498","1531254","8218732","10718060","13479045","15122828","6643556","16764828","16752698","0","10643836","7954828","5731410","792349","5979677","5524045","6447714","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","2160"
"20995","6174224","10263453","2322318","10376276","12811336","14983265","16629615","8277068","16759669","16745472","0","13791112","7954828","6385994","922136","6111006","7094593","7237230","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","2520"
"20996","3501216","5474241","0","13395","21909","35007","44280","12613","16773348","3696528","0","9030","5262452","15936","0","3811361","12612","5066061","16000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","17","2640"
"20997","4351366","4351366","1981772","3500936","3567758","3699085","4359334","3110786","0","3704724","0","3704724","0","5155241","3110786","5913885","4095376","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","18","1440"
"20998","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1654855","0","3704724","0","3704724","0","4285547","1654855","3811361","2116691","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","18","2870"
"20999","3290939","5202802","0","3291714","5925493","5859700","5728371","5004134","13158600","7374736","856082","7242894","0","0","0","9015957","3289125","1776411","13000","0","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","19","0"
"21000","3555143","4812935","12182523","3291714","5925493","5859700","5728371","5004134","14479871","7374736","856082","7242894","0","0","0","10398124","4604980","5526612","13000","0","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","19","1440"
"21001","4351366","4351366","1981772","3500936","3567758","3699085","4359334","3110786","0","3704724","0","3704724","0","5155241","3110786","5913885","4095376","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","25","1440"
"21002","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1654855","0","3704724","0","3704724","0","4285547","1654855","3811361","2116691","4351366","6000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","25","2870"
"21003","4473924","5140620","0","18773","92798","4493230","22892","21604","15721727","13942730","2236962","3087663","2236962","3622193","2506273","2969088","4035893","2171169","16000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","29","0"
"21004","6706721","4354483","1710884","3826029","3569794","5342098","4484461","3955286","16183807","15326948","2236962","5521753","2236962","3622193","2506273","2969088","4035893","4342338","16000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","29","720"
"21005","5718566","7239553","3553353","7699334","7178376","6256503","6256503","6256503","16777215","16777215","2236962","8087428","2236962","3622193","2506273","2705188","4353850","2171169","16000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","29","1440"
"21006","7097377","7171437","328967","8741501","11374239","14861777","10388912","7230836","15985407","14602199","2236962","4337476","2236962","3622193","2506273","2969088","4366394","4342338","16000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","29","2520"
"21007","5000267","3571140","0","18773","92798","4493230","22892","21604","15853823","14404307","2236962","3942717","2236962","3622193","2506273","2969088","4035893","2171169","16000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","29","2640"
"21008","1911606","4219007","0","7467","9022","17764","18531","1065058","14147569","4412523","0","9030","9030","4673819","3295537","4673819","3295537","4342338","16000","0","0.75","4.5","0","0","0","0","0","0","0","0","0","0","0","30","0"
"21009","7484443","3493989","7460","2374471","6245188","11237200","12094562","2572104","16768687","8421743","0","4414844","4357026","4805674","3493183","4805674","3493183","4342338","15000","0","0.625","4.5","0","0","0","0","0","0","0","0","0","0","0","30","720"
"21010","4794368","4285316","15433","4741732","6648183","8686223","10987946","6123389","15790320","12177105","0","7370887","5805765","5068858","3822414","5068858","3822414","4342338","14000","0","0.75","4.5","0","0","0","0","0","0","0","0","0","0","0","30","1440"
"21011","4276545","6645093","3859","2374728","5392987","8348273","13654128","3493211","16762788","16750147","0","4732488","7954828","4805411","3427385","4805411","3427385","4342338","17000","0.2","0.6875","4.5","0","0","0","0","0","0","0","0","0","0","0","30","2520"
"21012","3098456","5076120","0","1592175","1592175","1592175","2256289","1065058","14147569","1526124","0","1526124","9030","4673819","3427127","4805409","3427127","4342338","16000","0","0.708333","4.5","0","0","0","0","0","0","0","0","0","0","0","30","2640"
"21013","4555417","4351366","1981772","3500936","3567758","3699085","4359334","861477","5996702","5401211","0","4220285","0","4673819","3295537","4673819","3295537","4351366","8000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","31","0"
"21014","11835769","4351366","1981772","3500936","3567758","3699085","4359334","2448476","5996702","5401211","0","4220285","0","5068858","3822414","5068858","3822414","4351366","8000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","31","1440"
"21015","4620952","4351366","1981772","3500936","3567758","3699085","4359334","861477","5996702","5401211","0","4220285","0","4673819","3295537","4673819","3295537","4351366","8000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","31","2870"
"21016","4735288","5590596","789533","732466","3622479","4083792","4083792","3885905","8690824","10134195","0","1057824","3480320","598560","2899766","598560","2899766","5066061","18000","0","0.55","4.5","0","0","0","0","0","0","0","0","0","0","0","32","0"
"21017","10708264","10453605","789533","2448730","5537143","8824743","3824984","2312776","16121822","13102562","0","5996637","3480320","3097647","3492928","3097647","3492928","5066061","16000","0","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","32","1440"
"21018","4351366","4351366","864805","864805","864805","864805","864805","3820363","5996702","5401211","0","4220285","0","598560","2899766","598560","2899766","4351366","12000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","33","0"
"21019","4351366","4351366","1787955","1787955","1787955","1787698","1787698","2312776","5996702","5401211","0","4220285","0","3097647","3492928","3097647","3492928","4351366","12000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","33","1440"
"21020","4351366","4351366","864805","864805","864805","864805","864805","3754570","5996702","5401211","0","4220285","0","598560","2899766","598560","2899766","4351366","12000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","33","2870"
"21021","3361114","1666728","0","7463","15447","95637","26508","15193","13693951","3310240","0","667454","0","661269","658964","2195371","1915485","5066061","32000","0.25","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","34","0"
"21022","7368816","2911129","2703953","6932702","16767096","16766062","16760206","3568262","16763487","16741632","0","6794751","0","3230303","1451327","2195371","2114154","5066061","24000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","34","720"
"21023","4339499","6461894","143737","6932702","12054254","15400959","13756670","5682132","16775134","9618390","0","20354","0","2195371","1915485","2195371","1915485","5066061","32000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","34","1440"
"21024","5515806","5670569","999539","6932702","16748143","16759651","5078409","3567232","16748143","16753760","0","13408752","0","3230303","1649209","2195371","2114154","5066061","28000","0.175","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","34","2520"
"21025","4477016","1800112","0","18030","23699","23183","21380","15963","13693951","3310240","0","667454","0","661269","658964","2195371","1915485","5066061","29333.33","0.2","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","34","2640"
"21026","9931137","4854019","2293778","1970963","13896194","6368035","4466725","4072739","10255240","6824960","0","1189966","0","3754039","4149568","3754044","4149576","4342338","25000","0","0.85","4.5","0","0","0","0","0","0","0","0","0","0","0","36","0"
"21027","11311497","5641476","2293778","1246737","13896194","7287857","4992299","4072739","12812374","8728320","0","8792","0","3754039","4149568","3754044","4149576","4342338","25000","0","0.85","4.5","0","0","0","0","0","0","0","0","0","0","0","36","1440"
"21028","4351366","4351366","1981772","3500936","3567758","3699085","4359334","3237503","5996702","5401211","0","4220285","0","0","0","2453345","3237503","4351366","12000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","37","1440"
"21029","4351366","4351366","1981772","3500936","3567758","3699085","4359334","1189424","5996702","5401211","0","4220285","0","0","0","1193779","1189424","4351366","12000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","37","2870"
"21030","4351366","4351366","864805","864805","864805","864805","864805","864805","5996702","5401211","0","4220285","0","2440524","0","598560","598560","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","39","0"
"21031","4351366","4351366","1787955","1787955","1787955","1787698","1787698","1787698","5996702","5401211","0","4220285","0","4220285","0","3426888","3097647","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","39","1440"
"21032","4351366","4351366","864805","864805","864805","864805","864805","864805","5996702","5401211","0","4220285","0","2440524","0","598560","598560","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","39","2870"
"21033","4351366","4351366","864805","864805","864805","864805","864805","998187","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","0"
"21034","4351366","4351366","1062696","1062696","1062696","1062696","1062696","1195564","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","360"
"21035","4351366","4351366","1326380","1326380","1326380","1326123","1326123","1392942","5996702","5401211","0","4220285","0","5133893","6186599","5133893","6186599","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","720"
"21036","4351366","4351366","1787955","1787955","1787955","1787698","1787698","1787698","5996702","5401211","0","4220285","0","5594442","4611678","5594442","4611678","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","1440"
"21037","4351366","4351366","1326380","1326380","1326380","1326123","1326123","1392942","5996702","5401211","0","4220285","0","5133893","5262408","5133893","5262408","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","2160"
"21038","4351366","4351366","996647","996647","996647","996647","996647","1063980","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","2640"
"21039","4351366","4351366","864805","864805","864805","864805","864805","998187","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","13000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","43","2870"
"21040","2893312","4145748","4727844","5981223","3814173","3288090","3288090","5123604","8820099","2628624","6237721","3288090","3684408","0","4081720","7819551","4739643","6645093","13000","0","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","44","0"
"21041","11744768","10063980","7486003","5321753","11099435","11099435","10705450","10178847","11099435","2429961","6237721","4072192","3684408","0","4081720","7819551","4739643","5921370","15000","0","0.6","4.5","0","0","0","0","0","0","0","0","0","0","0","44","1440"
"21042","2893312","4145748","4727844","5909806","3814173","3288090","3288090","5190932","8820099","2628624","6237721","3288090","3684408","0","0","7819551","4739643","6645093","3000","0","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","45","0"
"21043","11744768","10063980","7486003","8602427","11099435","11099435","10705450","5913879","11099435","2429961","6237721","4072192","3684408","0","0","7819551","4739643","5921370","3000","0","0.6","4.5","0","0","0","0","0","0","0","0","0","0","0","45","1440"
"21044","4011008","5198698","5656128","3619376","3814173","3288090","3288090","5130294","8820099","2628624","3289650","3288090","3684408","0","0","0","0","4342338","5000","0.1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","47","0"
"21045","11744768","10063980","3485720","4932384","7826231","10055721","9201447","8741413","9669223","5191956","3289650","7491328","3684408","0","0","0","0","5921370","8000","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","47","1440"
"21046","2893312","4145748","4727844","5981223","3814173","3288090","3288090","5123604","8820099","2628624","6237721","3288090","3684408","0","0","4532736","4081720","6645093","13000","0","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","48","0"
"21047","11744768","10063980","7486003","5321753","11099435","11099435","10705450","10178847","11099435","2429961","6237721","4072192","3684408","0","0","4532736","4081720","5921370","15000","0","0.6","4.5","0","0","0","0","0","0","0","0","0","0","0","48","1440"
"21048","4535586","4145748","5656128","3619376","3814173","5985864","5985864","5985864","8820099","2628624","3289650","3288090","3684408","0","0","0","0","6645093","5000","0.1","0.7","4.5","0","0","0","0","0","0","0","0","0","0","0","49","0"
"21049","8152138","10063980","3485720","4932384","7826231","7300428","7300428","7300428","9669223","5191956","3289650","7491328","3684408","0","0","0","0","5921370","8000","0","0.6","4.5","0","0","0","0","0","0","0","0","0","0","0","49","1440"
"21050","2893312","4145748","4727844","5909806","3814173","3288090","3288090","5123604","8820099","2628624","6237721","3288090","3684408","0","0","7819551","4739643","6645093","13000","-0.2","0.7","0","0","0","0","0","0","0","0","0","0","0","0","50","0"
"21051","11744768","10063980","7486003","8602427","11099435","11099435","10705450","10178847","11099435","2429961","6237721","4072192","3684408","0","0","7819551","4739643","5921370","15000","-0.2","0.6","0","0","0","0","0","0","0","0","0","0","0","0","50","1440"
"21052","3493749","6058633","0","602710","669018","669018","667987","667472","16510942","4351109","2632244","10048","12875","2443601","1717051","2443601","1717051","4079166","10000","0.1","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","0"
"21053","3296109","6913169","0","9038","735329","801378","734554","667472","16774104","4351109","2763566","12875","12875","3697527","2310473","3697527","2308681","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","360"
"21054","6971236","8029327","2588","2835037","5394509","6314323","7494734","2706789","16762988","10446147","2894892","2580602","999004","3697784","2574674","3697784","2572370","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","540"
"21055","8218209","8423310","3366","3755106","6969670","8152142","9726282","3430253","16759368","12543276","11218692","3502218","1393506","3763320","2706261","3763320","2703957","5066061","10000","0","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","600"
"21056","10056029","9014157","4917","5201002","9397821","10974278","13205061","4482680","16753938","15623691","11939585","4818850","1919339","3763577","2838618","3763577","2836058","5066061","10000","0.07083334","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","690"
"21057","10712412","9276813","5434","5726829","8350807","11958852","16741446","4877436","16752128","16738048","12267520","5279915","2116719","3763577","2904412","3763577","2901852","5066061","10000","0.1","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","720"
"21058","10515275","9211278","5950","5596274","7369330","10582872","14450274","5272710","16774104","16739337","11878681","5541798","2248305","3763834","2970206","3763834","2967646","5000268","12500","0.2","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","750"
"21059","10318138","9211535","6724","5531513","6388109","9272942","12159102","5733776","16774104","16741140","11555635","5869217","2445428","3763834","3036255","3763834","3033439","5000268","15000","0.3","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","780"
"21060","9989657","9146257","8270","5467013","6717076","7113119","7577272","6656166","16774104","16744233","10844006","6458775","2774138","3829370","3168099","3829370","3165283","5000268","20000","0.5","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","840"
"21061","9793056","9080980","9816","5468305","7046299","7704740","8102071","6656425","16774105","16747582","10197915","7113613","3103104","3829627","3168099","3829627","3165540","4934475","19700","0.5","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","900"
"21062","8156263","8624811","23477","5414399","10206176","13489115","13089205","6921165","16775134","16777215","3747361","12811826","6390455","4027520","3432043","4027520","3627377","4737096","17000","0.5","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","1440"
"21063","9793057","9799804","5974","2116215","3628672","3760013","2452169","4348801","16774105","13093351","6841442","7752204","6184071","3829627","3168099","3829627","3363683","3618615","17000","0.35","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","1980"
"21064","9989657","9930359","3915","1786217","2905205","2642564","7169158","3360610","16774104","12698596","7170665","7226376","6117506","3829627","3168099","3829627","3363682","3487029","13916.67","0.3333335","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2040"
"21065","9330981","10060914","1856","1390681","2247275","1590652","11886403","2372420","16774104","12303841","7565681","6635012","6116477","3763834","2838362","3763834","3363424","3355443","10833.33","0.316667","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2100"
"21066","9001516","10126191","1083","1258578","1852774","5716030","14244898","2633538","16774104","12106464","12079416","6372354","6115962","3763834","2706518","3763834","3297887","3355443","10416.67","0.3083335","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2130"
"21067","8869934","10191470","569","1192527","1721188","7156777","15096598","2698817","16762512","12040672","13584165","6306561","6115705","3763834","2640468","3763834","3297887","3289650","10277.78","0.3055557","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2140"
"21068","8672307","10257005","54","1060682","8266752","10038272","16734720","2960448","16739584","11909087","16724480","6109440","6115448","3763834","2574417","3763834","3297887","3289650","10000","0.3","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2160"
"21069","4873607","9274234","27","864333","5906959","8006153","13384448","2632762","16678941","11909087","13972745","11362586","5065584","3763577","2310473","3763577","3297629","3355443","10000","0.291667","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2220"
"21070","4544901","8291463","0","668241","3547167","5974291","10034176","2108223","16618810","11909087","11221267","16747318","4081257","3763577","2244423","3763577","3297628","3487029","10000","0.2833336","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2280"
"21071","4216195","7308692","2063","537685","1187376","3942430","7940096","1583941","16623959","5991569","8470046","4207923","3031393","3697784","2178630","3697784","2770257","3618615","10000","0.2750002","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2340"
"21072","4084866","6981017","2580","472406","1057077","3483942","5255469","1387335","16559969","3953526","7485983","6450","2703199","3697784","2178630","3697784","2572621","3684408","10000","0.2722224","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2360"
"21073","3887745","6325922","4126","341593","796480","2632760","17800","1059658","16563573","8514","5452577","6707","2047066","3697784","2112837","3697784","2242886","3750201","10000","0.2666668","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2400"
"21074","3559039","5343151","6189","145501","405584","1323347","15737","535376","16503186","469322","2500901","6964","997202","3697527","2046787","3697527","2177092","3881787","10000","0.2583334","0.5","6","0","0","0","0","0","0","0","0","0","0","0","51","2460"
"21075","3296125","4360637","8509","14945","14945","14190","13674","11094","16508593","1061202","2500922","7478","12875","3697527","1980994","3697527","2111299","4079166","10000","0.25","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","51","2520"
"21076","4351366","4351366","2245450","2245450","2245450","2245450","2245450","2245450","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","0"
"21077","4351366","4351366","2773081","2773081","2773081","2773081","2773081","2773081","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","360"
"21078","4351366","4351366","2773081","2773081","2773081","2773081","2773081","2773081","5996702","5401211","0","4220285","0","5133893","6186599","5133893","6186599","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","720"
"21079","4351366","4351366","2773081","2773081","2773081","2773081","2773081","2773081","5996702","5401211","0","4220285","0","5594442","4611678","5594442","4611678","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","1440"
"21080","4351366","4351366","2773081","2773081","2773081","2773081","2773081","2773081","5996702","5401211","0","4220285","0","5133893","5262408","5133893","5262408","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","2160"
"21081","4351366","4351366","2773081","2773081","2773081","2773081","2773081","2773081","5996702","5401211","0","4220285","0","1254447","1585720","1254447","1585720","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","2520"
"21082","4351366","4351366","2575188","2575188","2575188","2575188","2575188","2575188","5996702","5401211","0","4220285","0","5160","404019","5160","404019","4351366","2000","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","52","2640"
"21083","9808895","5259087","16490495","9068460","6504620","4927873","4533623","4533623","16490495","5913694","1048594","3087920","23420","3155989","1643545","2432784","1643545","4342338","9500","0.1","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","53","0"
"21084","9808895","5259087","16490495","9068460","6504620","4927873","4533623","4533623","16490495","5913694","1048594","3087920","23420","5784628","2300965","5390385","2300965","4342338","9500","0.1","0.5","4.5","0","0","0","0","0","0","0","0","0","0","0","53","1440"
