Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
"29026","105","1","123","5","11","40"
"29027","102","1","123","5","11","40"
"29028","263","1","123","5","11","40"
"29029","262","1","123","5","11","40"
"29030","264","1","123","5","11","40"
"29031","251","1","123","5","11","40"
"29032","65","1","123","5","11","40"
"29033","66","1","123","5","11","40"
"29034","73","1","123","5","11","40"
"29035","269","1","123","5","1","11"
"29036","260","1","123","5","1","11"
"29037","263","1","123","5","1","11"
"29038","258","1","123","5","0","11"
"29039","257","1","123","5","0","11"
"29040","256","1","123","5","0","11"
"29041","270","1","123","5","0","11"
"29042","105","1","123","5","0","11"
"29043","102","1","123","5","0","11"
"29044","262","1","123","5","0","11"
"29045","264","1","123","5","0","11"
"29046","65","1","123","5","0","11"
"29047","251","1","123","5","2","11"
"29048","66","1","123","5","2","11"
"29049","73","1","123","5","2","11"
"29050","253","1","123","5","15","40"
"29051","254","1","123","5","15","40"
"29052","253","1","123","5","1","15"
"29053","254","1","123","5","1","15"
"29054","253","1","123","5","16","40"
"29055","254","1","123","5","16","40"
"29056","253","1","123","5","1","16"
"29057","254","1","123","5","1","16"
"29058","253","1","123","5","17","40"
"29059","254","1","123","5","17","40"
"29060","253","1","123","5","1","17"
"29061","254","1","123","5","1","17"
"29062","64","1","123","5","18","40"
"29063","63","1","123","5","18","40"
"29064","62","1","123","5","18","40"
"29065","265","1","123","5","18","40"
"29066","266","1","123","5","18","40"
"29067","267","1","123","5","18","40"
"29068","258","1","123","5","18","40"
"29069","257","1","123","5","18","40"
"29070","256","1","123","5","18","40"
"29071","268","1","123","5","18","40"
"29072","270","1","123","5","18","40"
"29073","103","1","123","5","18","40"
"29074","104","1","123","5","18","40"
"29075","105","1","123","5","18","40"
"29076","102","1","123","5","18","40"
"29077","255","1","123","5","18","40"
"29078","268","1","123","5","1","18"
"29079","103","1","123","5","1","18"
"29080","104","1","123","5","1","18"
"29081","255","1","123","5","1","18"
"29082","64","1","123","5","0","18"
"29083","63","1","123","5","0","18"
"29084","62","1","123","5","0","18"
"29085","265","1","123","5","0","18"
"29086","266","1","123","5","0","18"
"29087","267","1","123","5","0","18"
"29088","258","1","123","5","0","18"
"29089","257","1","123","5","0","18"
"29090","256","1","123","5","0","18"
"29091","270","1","123","5","0","18"
"29092","105","1","123","5","0","18"
"29093","102","1","123","5","0","18"
"29094","262","1","123","5","0","18"
"29095","264","1","123","5","0","18"
"29096","71","1","123","5","2","18"
"29097","268","1","123","5","19","40"
"29098","103","1","123","5","19","40"
"29099","104","1","123","5","19","40"
"29100","255","1","123","5","19","40"
"29101","250","1","123","5","19","40"
"29102","252","1","123","5","19","40"
"29103","70","1","123","5","19","40"
"29104","71","1","123","5","19","40"
"29105","72","1","123","5","19","40"
"29106","268","1","123","5","1","19"
"29107","103","1","123","5","1","19"
"29108","104","1","123","5","1","19"
"29109","255","1","123","5","1","19"
"29110","270","1","123","5","0","19"
"29111","105","1","123","5","0","19"
"29112","102","1","123","5","0","19"
"29113","65","1","123","5","0","19"
"29114","250","1","123","5","2","19"
"29115","252","1","123","5","2","19"
"29116","70","1","123","5","2","19"
"29117","71","1","123","5","2","19"
"29118","72","1","123","5","2","19"
"29119","103","1","123","5","12","40"
"29120","104","1","123","5","12","40"
"29121","105","1","123","5","12","40"
"29122","102","1","123","5","12","40"
"29123","262","1","123","5","12","40"
"29124","264","1","123","5","12","40"
"29125","250","1","123","5","12","40"
"29126","252","1","123","5","12","40"
"29127","65","1","123","5","12","40"
"29128","70","1","123","5","12","40"
"29129","71","1","123","5","12","40"
"29130","72","1","123","5","12","40"
"29131","103","1","123","5","1","12"
"29132","104","1","123","5","1","12"
"29133","105","1","123","5","0","12"
"29134","102","1","123","5","0","12"
"29135","262","1","123","5","0","12"
"29136","264","1","123","5","0","12"
"29137","65","1","123","5","0","12"
"29138","250","1","123","5","2","12"
"29139","252","1","123","5","2","12"
"29140","70","1","123","5","2","12"
"29141","71","1","123","5","2","12"
"29142","72","1","123","5","2","12"
"29143","64","1","123","5","21","40"
"29144","63","1","123","5","21","40"
"29145","62","1","123","5","21","40"
"29146","265","1","123","5","21","40"
"29147","266","1","123","5","21","40"
"29148","267","1","123","5","21","40"
"29149","258","1","123","5","21","40"
"29150","257","1","123","5","21","40"
"29151","256","1","123","5","21","40"
"29152","64","1","123","5","0","21"
"29153","63","1","123","5","0","21"
"29154","62","1","123","5","0","21"
"29155","265","1","123","5","0","21"
"29156","266","1","123","5","0","21"
"29157","267","1","123","5","0","21"
"29158","258","1","123","5","0","21"
"29159","257","1","123","5","0","21"
"29160","256","1","123","5","0","21"
"29161","250","1","123","5","8","40"
"29162","252","1","123","5","8","40"
"29163","70","1","123","5","8","40"
"29164","71","1","123","5","8","40"
"29165","72","1","123","5","8","40"
"29166","250","1","123","5","2","8"
"29167","252","1","123","5","2","8"
"29168","70","1","123","5","2","8"
"29169","71","1","123","5","2","8"
"29170","72","1","123","5","2","8"
"29171","250","1","123","5","10","40"
"29172","252","1","123","5","10","40"
"29173","70","1","123","5","10","40"
"29174","71","1","123","5","10","40"
"29175","72","1","123","5","10","40"
"29176","250","1","123","5","2","10"
"29177","252","1","123","5","2","10"
"29178","70","1","123","5","2","10"
"29179","71","1","123","5","2","10"
"29180","72","1","123","5","2","10"
"29181","64","1","123","6","23","40"
"29182","63","1","123","6","23","40"
"29183","62","1","123","6","23","40"
"29184","265","1","123","6","23","40"
"29185","266","1","123","6","23","40"
"29186","267","1","123","6","23","40"
"29187","258","1","123","6","23","40"
"29188","257","1","123","6","23","40"
"29189","256","1","123","6","23","40"
"29190","270","1","123","6","23","40"
"29191","105","1","123","6","23","40"
"29192","102","1","123","6","23","40"
"29193","64","1","123","6","0","23"
"29194","63","1","123","6","0","23"
"29195","62","1","123","6","0","23"
"29196","265","1","123","6","0","23"
"29197","266","1","123","6","0","23"
"29198","267","1","123","6","0","23"
"29199","258","1","123","6","0","23"
"29200","257","1","123","6","0","23"
"29201","256","1","123","6","0","23"
"29202","270","1","123","6","0","23"
"29203","105","1","123","6","0","23"
"29204","102","1","123","6","0","23"
"29205","262","1","123","6","22","40"
"29206","264","1","123","6","22","40"
"29207","65","1","123","6","22","40"
"29208","66","1","123","6","22","40"
"29209","73","1","123","6","22","40"
"29210","262","1","123","6","0","22"
"29211","264","1","123","6","0","22"
"29212","65","1","123","6","0","22"
"29213","66","1","123","6","2","22"
"29214","73","1","123","6","2","22"
"29215","577","1","123","5","28","40"
"29216","581","1","123","5","28","40"
"29217","577","1","123","5","1","28"
"29218","581","1","123","5","1","28"
"29219","269","1","109","7","29","40"
"29220","259","1","109","7","29","40"
"29221","260","1","109","7","29","40"
"29222","255","1","109","7","29","40"
"29223","263","1","109","7","29","40"
"29224","66","1","109","7","29","40"
"29225","73","1","109","7","29","40"
"29226","71","1","109","7","29","40"
"29227","581","1","109","7","29","40"
"29228","268","110","123","7","29","40"
"29229","269","110","123","7","29","40"
"29230","259","110","123","7","29","40"
"29231","260","110","123","7","29","40"
"29232","253","110","123","7","29","40"
"29233","255","110","123","7","29","40"
"29234","263","110","123","7","29","40"
"29235","250","110","123","7","29","40"
"29236","66","110","123","7","29","40"
"29237","73","110","123","7","29","40"
"29238","71","110","123","7","29","40"
"29239","72","110","123","7","29","40"
"29240","581","110","123","7","29","40"
"29241","265","1","109","7","30","40"
"29242","258","1","109","7","30","40"
"29243","260","1","109","7","30","40"
"29244","103","1","109","7","30","40"
"29245","104","1","109","7","30","40"
"29246","254","1","109","7","30","40"
"29247","250","1","109","7","30","40"
"29248","73","1","109","7","30","40"
"29249","71","1","109","7","30","40"
"29250","265","110","123","7","30","40"
"29251","258","110","123","7","30","40"
"29252","259","110","123","7","30","40"
"29253","260","110","123","7","30","40"
"29254","103","110","123","7","30","40"
"29255","104","110","123","7","30","40"
"29256","254","110","123","7","30","40"
"29257","255","110","123","7","30","40"
"29258","250","110","123","7","30","40"
"29259","252","110","123","7","30","40"
"29260","73","110","123","7","30","40"
"29261","71","110","123","7","30","40"
"29262","265","1","109","7","31","40"
"29263","266","1","109","7","31","40"
"29264","258","1","109","7","31","40"
"29265","256","1","109","7","31","40"
"29266","259","1","109","7","31","40"
"29267","261","1","109","7","31","40"
"29268","250","1","109","7","31","40"
"29269","251","1","109","7","31","40"
"29270","252","1","109","7","31","40"
"29271","577","1","109","7","31","40"
"29272","265","110","123","7","31","40"
"29273","266","110","123","7","31","40"
"29274","258","110","123","7","31","40"
"29275","256","110","123","7","31","40"
"29276","259","110","123","7","31","40"
"29277","261","110","123","7","31","40"
"29278","250","110","123","7","31","40"
"29279","251","110","123","7","31","40"
"29280","252","110","123","7","31","40"
"29281","71","110","123","7","31","40"
"29282","577","110","123","7","31","40"
"29283","267","1","109","7","32","40"
"29284","261","1","109","7","32","40"
"29285","577","1","109","7","32","40"
"29286","266","110","123","7","32","40"
"29287","267","110","123","7","32","40"
"29288","261","110","123","7","32","40"
"29289","577","110","123","7","32","40"
"29290","581","110","123","7","32","40"
"29291","64","1","109","7","33","40"
"29292","63","1","109","7","33","40"
"29293","62","1","109","7","33","40"
"29294","102","1","109","7","33","40"
"29295","253","1","109","7","33","40"
"29296","581","1","109","7","33","40"
"29297","64","110","123","7","33","40"
"29298","63","110","123","7","33","40"
"29299","62","110","123","7","33","40"
"29300","102","110","123","7","33","40"
"29301","253","110","123","7","33","40"
"29302","66","110","123","7","33","40"
"29303","581","110","123","7","33","40"
"29304","64","1","109","7","34","40"
"29305","62","1","109","7","34","40"
"29306","270","1","109","7","34","40"
"29307","103","1","109","7","34","40"
"29308","105","1","109","7","34","40"
"29309","262","1","109","7","34","40"
"29310","264","1","109","7","34","40"
"29311","251","1","109","7","34","40"
"29312","64","110","123","7","34","40"
"29313","62","110","123","7","34","40"
"29314","270","110","123","7","34","40"
"29315","103","110","123","7","34","40"
"29316","105","110","123","7","34","40"
"29317","262","110","123","7","34","40"
"29318","264","110","123","7","34","40"
"29319","251","110","123","7","34","40"
"29320","63","1","109","7","35","40"
"29321","266","1","109","7","35","40"
"29322","267","1","109","7","35","40"
"29323","104","1","109","7","35","40"
"29324","263","1","109","7","35","40"
"29325","252","1","109","7","35","40"
"29326","70","1","109","7","35","40"
"29327","72","1","109","7","35","40"
"29328","63","110","123","7","35","40"
"29329","266","110","123","7","35","40"
"29330","267","110","123","7","35","40"
"29331","104","110","123","7","35","40"
"29332","263","110","123","7","35","40"
"29333","252","110","123","7","35","40"
"29334","70","110","123","7","35","40"
"29335","73","110","123","7","35","40"
"29336","72","110","123","7","35","40"
"29337","257","1","109","7","37","40"
"29338","268","1","109","7","37","40"
"29339","270","1","109","7","37","40"
"29340","105","1","109","7","37","40"
"29341","102","1","109","7","37","40"
"29342","264","1","109","7","37","40"
"29343","65","1","109","7","37","40"
"29344","257","110","123","7","37","40"
"29345","268","110","123","7","37","40"
"29346","270","110","123","7","37","40"
"29347","103","110","123","7","37","40"
"29348","104","110","123","7","37","40"
"29349","105","110","123","7","37","40"
"29350","102","110","123","7","37","40"
"29351","254","110","123","7","37","40"
"29352","264","110","123","7","37","40"
"29353","65","110","123","7","37","40"
"29354","268","1","109","7","38","40"
"29355","269","1","109","7","38","40"
"29356","253","1","109","7","38","40"
"29357","254","1","109","7","38","40"
"29358","255","1","109","7","38","40"
"29359","262","1","109","7","38","40"
"29360","72","1","109","7","38","40"
"29361","268","110","123","7","38","40"
"29362","269","110","123","7","38","40"
"29363","270","110","123","7","38","40"
"29364","260","110","123","7","38","40"
"29365","253","110","123","7","38","40"
"29366","254","110","123","7","38","40"
"29367","255","110","123","7","38","40"
"29368","263","110","123","7","38","40"
"29369","262","110","123","7","38","40"
"29370","72","110","123","7","38","40"
"29371","257","1","109","7","39","40"
"29372","256","1","109","7","39","40"
"29373","65","1","109","7","39","40"
"29374","66","1","109","7","39","40"
"29375","70","1","109","7","39","40"
"29376","257","110","123","7","39","40"
"29377","256","110","123","7","39","40"
"29378","65","110","123","7","39","40"
"29379","66","110","123","7","39","40"
"29380","70","110","123","7","39","40"
