Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5_0,Unknown5_1,Unknown6_0,Unknown6_1,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28
"58","8","9999999","Arakkoa Underground","Kill the arakkoa underground.","Arakkoa Underground","0","0","0","0","0","106","26539","18","824","0","90","24","3","0","23","1","0","0","2","0","0","0","100","0","0"
"59","8","9999999","Beasts in the Jungle","Kill the beasts in the jungle.","Beast Jungle","0","0","0","0","0","107","26539","18","824","0","90","25","3","0","18","1","0","0","2","0","0","0","100","0","0"
"60","8","9999999","Demons in the Forest","Kill the demons in the forest.","Demon Forest","0","0","0","0","0","105","26539","18","824","0","90","26","3","0","19","1","0","0","2","0","0","0","100","0","0"
"61","8","9999999","Breakers in Town","Kill the breakers in the town.","Breaker Town","0","0","0","0","0","102","26539","18","824","0","90","27","3","0","20","1","0","0","2","0","0","0","100","0","0"
"62","8","9999999","Furies in the Swamp","Kill the furies in the swamp.","Fury Swamp","0","0","0","0","0","101","26539","18","824","0","90","28","3","0","21","1","100","0","2","0","0","0","100","0","0"
"63","8","9999999","Primals in the Plains","Kill the primals in the plains.","Primal Plains","0","0","0","0","0","106","26539","18","824","0","90","29","3","0","22","1","0","0","2","0","0","0","100","0","0"
"64","600","9999999","One Mission To Rule Them All","The sword of a thousand truths must be destroyed in the Blackrock Foundry.  Make it happen dawg.","Gorgrond","0","0","0","0","0","0","26539","18","824","0","90","21","1","0","3","1","0","0","2","0","0","0","200","0","0"
"65","1800","9999999","The Night Watch","A regular patrol around the garrison seems like a good idea...","Garrison Border","0","0","0","0","0","106","27657","20","824","0","90","26","1","0","13","1","65","0","2","0","5","0","100","0","0"
"66","1800","9999999","Killing the Corrupted","Corrupted beasts continue to plague the Cursed Woods. The Starfall Sentinels request our aid in putting the poor creatures out of their misery.","Cursed Woods","0","0","0","0","0","106","26601","28","824","0","90","26","1","0","3","1","65","0","2","0","0","0","100","0","0"
"67","3600","0","Thunderlord Assault","We could send several of our best on a raid of the Thunderlord outpost of Colossal's Fall!  Go forth to victory.","Colossal's Fall","0","0","0","0","0","101","28566","12","824","0","90","11","3","0","3","1","65","0","2","0","10","1","200","0","0"
"73","300","86400","Clean the Latrine","It's best not to lose a bet with the janitor.","Outhouse","0","0","0","0","0","101","29014","29","824","0","90","28","1","0","6","1","100","0","2","0","0","0","0","0","0"
"86","1800","9999999","Landfall Recovery","It would be a worthwhile endeavor to search the ship we escaped Tanaan Jungle in, it's bound to turn up something useful!","Eventide Landing","0","0","0","0","0","106","26958","28","824","0","90","26","1","0","3","1","65","0","2","0","5","0","100","0","0"
"87","1800","9999999","The Night Watch","A regular patrol around the garrison seems like a good idea...","Garrison Border","0","0","0","0","0","101","28319","20","824","0","90","23","1","0","13","1","65","0","2","0","5","0","100","0","0"
"88","1800","9999999","Skyward Threat","Lunarfall Ravens from Moonflower Valley have been attacking our supply caravans.  The material must flow!","Moonflower Valley","0","0","0","0","0","106","28564","28","824","0","90","15","1","0","3","1","65","0","2","0","0","0","100","0","0"
"89","3600","0","Shadowmoon Assault","We could send several of our best on a raid of the Shadowmoon outpost of Shaz'Gul!  For the Alliance!","Shaz'Gul","0","0","0","0","0","106","26960","28","824","0","90","11","3","0","3","1","65","0","2","0","10","1","200","0","0"
"90","1800","9999999","Fey Friends","Arcane Anomalies are endangering the Fey Dragons of the Shimmer Mor.  Unacceptable!","The Shimmer Mor","0","0","0","0","0","106","28565","28","824","0","90","19","1","0","3","1","65","0","2","0","10","0","100","0","0"
"91","1800","9999999","Rangari Rescue","The Shadowmoon have taken several Rangari and Alliance forces captive.  Infiltrate and rescue!","Shaz'gul","0","0","0","0","0","106","26963","28","824","0","90","11","1","0","3","1","65","0","2","0","10","0","100","0","0"
"107","36000","129600","Savage Kindred","The gronn and the ogres are working together on a two-pronged attack. We must disrupt their machinations before they overwhelm us.","Nagrand","0","0","0","0","0","104","32928","30","824","0","100","29","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"108","28800","129600","Industrial Espionage","If there are design flaws in the Blackrock clan's war machines, we can disable them. Break in and inspect the war machines for weaknesses.","Gorgrond","0","0","0","0","0","103","32928","30","824","0","100","11","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"109","36000","129600","Claws, Pincers, AND Tusks","Draenor can count the genesaur among its most vicious creatures. We must contain them before they spread from Gorgrond to other areas.","Gorgrond","0","0","0","0","0","103","32928","30","824","0","100","20","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"110","28800","129600","Birds of Pray","We would like to leave the vicious arakkoa alone, but capturing their temple in the Spires of Arak would give us a strategic advantage.","Spires of Arak","0","0","0","0","0","107","32928","30","824","0","100","14","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"111","28800","129600","Talador Burning","Abyssals, the minions of Sargeras, are roaming the forests of Talador, setting them ablaze. Destroy them before the forest is ash.","Talador","0","0","0","0","0","105","32928","30","824","0","100","16","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"112","28800","129600","Into the Saberon's Den","Many of the rescued draenei prisoners have gone missing, and we think the saberon are to blame. Go investigate, but go well armed.","Spires of Arak","0","0","0","0","0","107","32928","30","824","0","100","21","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"113","28800","129600","Burning Legion Vanguard","With infernals and felguard invading Talador, the rest of the Burning Legion can't be far behind. Defeat them, and try to find their source.","Talador","0","0","0","0","0","105","32928","30","824","0","100","16","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"114","21600","129600","Twisting the Nether","The voidlords and voidcallers plaguing Shadowmoon Valley are being summoned by someone. Find and kill whoever is responsible.","Shadowmoon Valley","0","0","0","0","0","106","27780","30","824","0","100","19","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"115","21600","129600","Hardened Creatures","Magnaron and goren both grow rocky plates on their hides that have magical properties. Collect these plates for our use.","Frostfire Ridge","0","0","0","0","0","101","27780","30","824","0","100","23","3","0","3","1","0","0","2","0","10","0","1500","0","0"
"116","28800","129600","Iron Horde Allies","Numerous and powerful, ogre warlords are formidable allies of the Iron Horde. Try to induce them to leave - forcefully, if necessary.","Frostfire Ridge","0","0","0","0","0","101","27780","30","824","0","100","12","3","0","3","1","0","0","2","0","20","0","1500","0","0"
"117","28800","129600","Clefthoof Rustling","To weaken the Thunderlord clan, we must eliminate their fiercest warriors - their clefthoof-riders. Go to their camp and free their mounts.","Frostfire Ridge","0","0","0","0","0","101","27780","30","824","0","100","11","3","0","3","1","0","0","2","0","10","0","1500","0","0"
"118","28800","129600","The Corruption Spreads","Fel magic has corrupted a few ancients of Shadowmoon Valley. They must be cut down to end their mad rampages.","Shadowmoon Valley","0","0","0","0","0","106","27780","30","824","0","100","26","3","0","3","1","0","0","2","0","15","0","1500","0","0"
"119","14400","129600","Heart of the Iron Horde","The Warsong clan is a symbol of the Iron Horde's power. Under the cover of night, set its camp ablaze. This will kill their morale.","Nagrand","0","0","0","0","0","104","27780","30","824","0","100","11","2","0","3","1","0","0","2","0","15","0","1500","0","0"
"120","14400","129600","Saberon Ambush","Patrols have reported that roving bands of saberon are waylaying merchants traveling through Nagrand. Find them and stop them.","Nagrand","0","0","0","0","0","104","27780","30","824","0","100","29","2","0","3","1","0","0","2","0","10","0","1500","0","0"
"125","14400","129600","The Feathers Must Fly","Arakkoa talonpriests have begun sacrificing draenei to their god, Terokk. Interrupt their ritual and free the prisoners.","Spires of Arak","0","0","0","0","0","107","27780","30","824","0","100","14","2","0","3","1","0","0","2","0","20","0","1500","0","0"
"126","14400","129600","Cult of Sargeras","In a remote corner of Talador, a small faction of draenei has embraced the worship of Sargeras. Stop their cult before it spreads.","Talador","0","0","0","0","0","105","27780","30","824","0","100","26","2","0","3","1","0","0","2","0","10","0","1500","0","0"
"127","14400","129600","To Freedom!","Ogre slavers have captured many of the draenei displaced by the Iron Horde. Send someone to their camp and liberate them.","Gorgrond","0","0","0","0","0","103","27780","30","824","0","100","12","2","0","3","1","0","0","2","0","15","0","1500","0","0"
"128","28800","129600","Go for the Heads","Without their leader, the high ogre attack our spies warned us about will fail. Send an assassin to kill their warlord in Nagrand.","Nagrand","0","0","0","0","0","104","27780","30","824","0","100","12","3","0","3","1","0","0","2","0","10","0","1500","0","0"
"129","28800","129600","Secrets of Blademoon","The hardened bark of the genesaur and botani offer an opportunity to strengthen our armor.  Do what needs to be done.","Shadowmoon Valley","0","0","0","0","0","106","27780","30","824","0","100","20","3","0","3","1","0","0","2","0","10","0","1500","0","0"
"130","14400","129600","Ravager Infestation","Pests! These ravagers are everywhere - in our supplies, in our barracks! Eradicate their nest in the Spires of Arak before they overrun us.","Spires of Arak","0","0","0","0","0","107","27780","30","824","0","100","15","2","0","3","1","0","0","2","0","15","0","1500","0","0"
"131","14400","129600","The Infernals' Fury","Infernals are an uncommon sight in Talador. We'd like to keep it that way. The more that are destroyed, the better.","Talador","0","0","0","0","0","105","27780","30","824","0","100","16","2","0","3","1","0","0","2","0","15","0","1500","0","0"
"132","21600","129600","The Basilisk's Stare","Basilisks have turned some arakkoa in the Spires of Arak to stone. It's macabre, but this stone is a precious resource. Gather it carefully.","Spires of Arak","0","0","0","0","0","107","27780","30","824","0","100","15","2","0","3","1","0","0","2","0","0","0","1500","0","0"
"133","21600","129600","Elemental Territory","A group of territorial elementals has claimed an area near our supply route in Frostfire Ridge. Slay them and collect any lost supplies.","Frostfire Ridge","0","0","0","0","0","101","27780","30","824","0","100","18","2","0","3","1","0","0","2","0","0","0","1500","0","0"
"135","1800","86400","Flora and Fauna","Dark magic runs amok in Shadowmoon Valley, giving rise to maddened, unnatural creatures. End their suffering.","Shadowmoon Valley","0","0","0","0","0","106","28568","34","824","0","90","15","1","0","3","1","65","0","2","0","10","0","100","0","0"
"136","1800","86400","Sorcery, Meet Sword","Shadowmoon spellcasters are experimenting with unstable void magic near the Teluuna Observatory. Because that's going to end well.","Shadowmoon Valley","0","0","0","0","0","106","28568","34","824","0","90","11","1","0","3","1","65","0","2","0","10","0","100","0","0"
"137","1800","86400","Weed Whacker","Don't be fooled. They're only adorable until they swarm you and gnaw your face off.","Shadowmoon Valley","0","0","0","0","0","106","31532","34","824","0","90","26","1","0","3","1","65","0","2","0","10","0","100","0","0"
"138","1800","86400","A Bit Nippy","Lately the plains have been even more bitterly cold than usual. Find out what's causing this weather before it starts costing lives.","Frostfire Ridge","0","0","0","0","0","101","28569","34","824","0","90","18","1","0","3","1","65","0","2","0","10","0","100","0","0"
"139","1800","86400","Frosty and Delicious","Elementals are plentiful in Frostfire Ridge. Goren love eating them, and whatever the goren eat, they inherit its powers. Not good.","Frostfire Ridge","0","0","0","0","0","101","28569","34","824","0","90","23","1","0","3","1","65","0","2","0","10","0","100","0","0"
"140","1800","86400","Lord of War","The Bloodmaul ogres have begun raiding Horde outposts, costing us soldiers and supplies. We believe a new warlord is to blame.","Frostfire Ridge","0","0","0","0","0","101","31531","34","824","0","90","12","1","0","3","1","65","0","2","0","10","0","100","0","0"
"141","3600","86400","Ancient Anguish","It's time to chop down a few ancient trees. Only the ones that are demonically corrupted, mind you. The rest, you can hug if you like.","Shadowmoon Valley","0","0","0","0","0","106","28752","34","824","0","91","20","1","0","3","1","65","0","2","0","10","0","200","0","0"
"142","3600","86400","No Dwarf Left Behind","Shadowmoon forces have abducted a Wildhammer shaman near the Cursed Woods. Rescue our foolhardy ally and bring the orcs to justice.","Shadowmoon Valley","0","0","0","0","0","106","28752","34","824","0","91","11","1","0","3","1","65","0","2","0","10","0","200","0","0"
"143","3600","86400","The Howling Void","We have reports of the Shadowmoon prowling Gloomshade Grove, shrouding the land in foul magic. Disrupt their dark rituals at any cost.","Shadowmoon Valley","0","0","0","0","0","106","28752","34","824","0","91","19","1","0","3","1","65","0","2","0","10","0","200","0","0"
"144","3600","86400","Silence the Thunder","Thunderlord hunting parties have been sighted to the north. Set an ambush in the cliffs and show them what the real Horde is made of!","Frostfire Ridge","0","0","0","0","0","101","28753","34","824","0","91","11","1","0","3","1","65","0","2","0","10","0","200","0","0"
"145","3600","86400","The Shadow Beneath Us","The Shadow Council has wormed its way into a network of caves west of the garrison. We cannot allow it to gain a foothold in the region!","Frostfire Ridge","0","0","0","0","0","101","28753","34","824","0","91","23","1","0","3","1","65","0","2","0","10","0","200","0","0"
"146","3600","86400","Rylak Attrition","Killing full-grown rylaks has not diminished their numbers in the least. Scour their nesting grounds and end this menace at the source.","Frostfire Ridge","0","0","0","0","0","101","28753","34","824","0","91","15","1","0","3","1","65","0","2","0","10","0","200","0","0"
"147","3600","86400","Ancient Affliction","A strange disease is spreading among Gorgrond's ancients, driving them mad. Destroy them before the infection escalates.","Gorgrond","0","0","0","0","0","103","27785","34","824","0","92","20","1","0","3","1","50","0","2","0","10","0","300","0","0"
"148","3600","86400","Breaking the Blackrock","Scouts have recovered a map of Blackrock supply caches hidden across Gorgrond. Destroying them would strike a grave blow to our enemy.","Gorgrond","0","0","0","0","0","103","27785","34","824","0","92","11","1","0","3","1","50","0","2","0","10","0","300","0","0"
"149","3600","86400","Ravenous Genesaur","The Gorgrond genesaur have overhunted in their territory and are raiding nearby draenei camps for food. Attack them and lure them away.","Gorgrond","0","0","0","0","0","103","31533","34","824","0","92","20","1","0","3","1","50","0","2","0","10","0","300","0","0"
"150","3600","86400","Little Biters","A group of goren has settled in a valuable quarry nearby. We need to get them out if we plan to use the quarry in the future.","Gorgrond","0","0","0","0","0","103","27786","34","824","0","93","22","1","0","3","1","35","0","2","0","10","0","400","0","0"
"151","1800","86400","Nuisance Gronnling","Gronnlings continue to interrupt our efforts to expand into Gorgrond. We need to thin their numbers if we wish to gain a foothold.","Gorgrond","0","0","0","0","0","103","27786","34","824","0","93","21","1","0","3","1","35","0","2","0","10","0","400","0","0"
"152","3600","86400","Safer Up Close","Iron Horde siege weapons are deadly at a distance but vulnerable up close. Targeting their armaments with a small force may prove wise.","Gorgrond","0","0","0","0","0","103","31534","34","824","0","93","11","1","0","3","1","35","0","2","0","10","0","400","0","0"
"153","3600","86400","Shivan Sightings","Shivan have been sighted on the outskirts of Talador. They may be the first wave of a Burning Legion incursion. Investigation is warranted.","Talador","0","0","0","0","0","105","27787","34","824","0","94","11","1","0","3","1","35","0","2","0","10","0","500","0","0"
"154","1800","86400","Stalactite Appetite","A cavern beneath an inhabited section of Talador has become unstable due to the appetite of the goren inside. We must protect those above.","Talador","0","0","0","0","0","105","27787","34","824","0","94","26","2","0","3","1","35","0","2","0","10","0","500","0","0"
"155","3600","86400","Leading the Flock","A charismatic high arakkoa priest is inciting his congregation to raid nearby settlements in the name of Terokk. We must defend our allies.","Talador","0","0","0","0","0","105","27787","34","824","0","94","14","1","0","3","1","35","0","2","0","10","0","500","0","0"
"156","3600","86400","A Call to Action","Absolute power corrupts, and that's absolutely the reason we must neutralize this powerful warlock. Terminate with extreme prejudice.","Talador","0","0","0","0","0","105","27788","19","824","0","95","11","1","0","3","1","35","0","2","0","10","0","600","0","0"
"157","1800","86400","Bully-Free Zone","From Azeroth to Draenor, bullies and their cronies remain the same. Please show our new ""friends"" how we deal with their kind on Azeroth.","Talador","0","0","0","0","0","105","27788","19","824","0","95","12","1","0","3","1","35","0","2","0","10","0","600","0","0"
"158","3600","86400","There Can Be Only One","The ogron are said to be violence incarnate, but I've heard your allies are called the same. Let's find out who lives up to their hype.","Talador","0","0","0","0","0","105","31535","19","824","0","95","17","1","0","3","1","35","0","2","0","10","0","600","0","0"
"159","5400","86400","Hurts So Good","Shattered Hand orcs embrace pain, for they say it strengthens them. Make them very strong. Then very dead.","Spires of Arak","0","0","0","0","0","107","27789","43","824","0","96","11","1","0","3","1","35","0","2","0","10","0","700","0","0"
"160","2700","86400","Crush the Pale","The Pale are twisted, cowardly wretches, but even scavengers can be deadly in sufficient numbers. Still, that's easily solved, isn't it?","Spires of Arak","0","0","0","0","0","107","27789","19","824","0","96","21","2","0","3","1","35","0","2","0","10","0","700","0","0"
"161","5400","86400","Bug Squashing","Ravagers reproduce quickly and eat anything. Like crickets. They're also homicidal and roughly the size of horses. Not like crickets.","Spires of Arak","0","0","0","0","0","107","27789","19","824","0","96","15","1","0","3","1","35","0","2","0","10","0","700","0","0"
"162","5400","86400","Ryled Up","Our livestock have gone missing. Tracks point to the rylaks. Deal with the threat, but don't take them lightly.","Spires of Arak","0","0","0","0","0","107","27790","19","824","0","97","21","1","0","3","1","35","0","2","0","10","0","800","0","0"
"163","2700","86400","Blow by Blow","A vicious wind serpent appears to be acting on orders from an unseen master, wearing down our defenses. Seek out and end this threat.","Spires of Arak","0","0","0","0","0","107","27790","19","824","0","97","15","1","0","3","1","35","0","2","0","10","0","800","0","0"
"164","3600","86400","Underhanded","Our informants in the Shattered Hand have turned out to be double agents. Set up a covert meeting and eliminate them.","Spires of Arak","0","0","0","0","0","107","31536","19","824","0","97","11","1","0","3","1","35","0","2","0","10","0","800","0","0"
"165","7200","86400","Surge Protection","Energy-siphoning water spirits are giving our spellcasters fits. Time to bring in reinforcements.","Nagrand","0","0","0","0","0","104","27791","19","824","0","98","19","1","0","3","1","35","0","2","0","10","0","900","0","0"
"166","5400","86400","Spell Check","The cause of our recent communal lethargy has been traced to Highmaul sorcerers. Find them and put an end to their sinister arcane rites.","Nagrand","0","0","0","0","0","104","27791","19","824","0","98","12","2","0","3","1","35","0","2","0","10","0","900","0","0"
"167","5400","86400","Warsong Swan Song","Warsong shaman have enacted a spell to open an abyss beneath our feet! Kill all of them before the sands in the hourglass run out!","Nagrand","0","0","0","0","0","104","31537","19","824","0","98","11","1","0","3","1","35","0","2","0","10","0","900","0","0"
"168","7200","86400","Ogre-Kill","High ogre warriors are in battle array, screaming that they're going to ""destroy the interlopers."" Do you think they're talking about us?","Nagrand","0","0","0","0","0","104","27792","19","824","0","99","12","1","0","3","1","35","0","2","0","10","0","1000","0","0"
"169","5400","86400","Burning Desire","Burning Blade orcs are attacking treasure hunters at Oshu'gun and looting their crystals. Could they be preparing for some dark ritual?","Nagrand","0","0","0","0","0","104","27792","19","824","0","99","26","2","0","3","1","35","0","2","0","10","0","1000","0","0"
"170","7200","86400","Gronn with the Wind","Our scouts have vanished without a trace! They were last seen entering gronn lands. Find out what happened to them.","Nagrand","0","0","0","0","0","104","27792","19","824","0","99","29","1","0","3","1","35","0","2","0","10","0","1000","0","0"
"171","1800","86400","Restless Spirits","Shadowmoon Valley is haunted by orc spirits that lash out in confusion and rage. Until they are put to rest, no one is safe.","Shadowmoon Valley","0","0","0","0","0","106","33098","19","824","0","90","26","1","0","3","1","65","0","2","0","10","0","100","0","0"
"172","1800","86400","The Observer Effect","The Thunderlord orcs are growing bold: their scouts follow Horde parties with little stealth or fear. Such arrogance deserves a response.","Frostfire Ridge","0","0","0","0","0","101","33097","19","824","0","90","11","1","0","3","1","65","0","2","0","10","0","100","0","0"
"173","3600","86400","Podling Patrol","Wayward podlings have stolen a crate of our giant growth elixirs. Recover the potions before the creatures consume them and run amok.","Shadowmoon Valley","0","0","0","0","0","106","33098","19","824","0","91","26","1","0","3","1","65","0","2","0","0","0","200","0","0"
"174","3600","86400","Blackrock Intelligence","Blackrock messengers have been spotted crisscrossing the region. Any missives they are carrying could prove invaluable to our cause.","Frostfire Ridge","0","0","0","0","0","101","33097","19","824","0","91","11","1","0","3","1","65","0","2","0","0","0","200","0","0"
"175","2700","86400","Break Their Chains","Ogre slavers are carrying off our allies to fight in their arenas. Pose as a would-be gladiator and free the unwilling combatants.","Gorgrond","0","0","0","0","0","103","27788","19","824","0","92","12","1","0","3","1","50","0","2","0","0","0","300","0","0"
"176","2700","86400","Ogron's Out of the Bag","We know the ogron are going to attack soon because they told us. No one ever said they were smart. Stop them before they do any real harm.","Gorgrond","0","0","0","0","0","103","27788","19","824","0","93","22","1","0","3","1","35","0","2","0","0","0","400","0","0"
"177","2700","86400","All That Glitters","Redistributing wealth from the departed isn't stealing. Trouble is, there's a mighty arakkoan sorcerer who doesn't know it. Do let him know.","Talador","0","0","0","0","0","105","27788","19","824","0","94","14","1","0","3","1","35","0","2","0","0","0","500","0","0"
"178","2700","86400","Shreddercide","The Iron Horde's shredders are laying waste to Talador's forests. Bastards. If someone's doing that, it should be our forces.","Talador","0","0","0","0","0","105","27788","19","824","0","95","26","1","0","3","1","35","0","2","0","10","0","600","0","0"
"179","3600","86400","Worth Its Weight","The arakkoa have begun stealing and hoarding gold. Time to steal it back.","Spires of Arak","0","0","0","0","0","107","27789","19","824","0","96","14","1","0","3","1","35","0","2","0","0","0","700","0","0"
"180","3600","86400","Curiosity Killed Them","Saberon have begun attacking with wild abandon. They believe they have nine lives. Prove them wrong.","Spires of Arak","0","0","0","0","0","107","27790","19","824","0","97","21","1","0","3","1","35","0","2","0","10","0","800","0","0"
"181","5400","86400","Medical Necessity","Our soldiers in the field need medical supplies, but Warsong orcs are patrolling the road. Escort the caravan so it makes its destination.","Nagrand","0","0","0","0","0","104","27791","19","824","0","98","29","1","0","3","1","35","0","2","0","0","0","900","0","0"
"182","5400","86400","Raider Danger","Warsong orcs have razed our camp to the north, and the lone survivor says they're headed this way. We must repel the invaders!","Nagrand","0","0","0","0","0","104","27792","19","824","0","99","29","1","0","3","1","35","0","2","0","10","0","1000","0","0"
"183","1800","86400","Hazardous Herbivores","Hippos are taking over the Verdant Mire. They're violently territorial and extremely tough. They're also blocking key resources.","Shadowmoon Valley","0","0","0","0","0","106","33098","19","824","0","90","15","1","0","3","1","65","0","2","0","0","0","100","0","0"
"184","1800","86400","Cleave the Clefthoof","In this harsh environment, sturdy transportation is essential. Cripple the Iron Horde by taking out its greatest beasts of burden.","Frostfire Ridge","0","0","0","0","0","101","33097","19","824","0","90","23","1","0","3","1","65","0","2","0","0","0","100","0","0"
"185","3600","86400","Toxic Bloom","A noxious mist is pervading Blademoon Bloom. Find and neutralize the source so that our forces can pass safely through the region.","Shadowmoon Valley","0","0","0","0","0","106","33098","19","824","0","91","26","1","0","3","1","65","0","2","0","0","0","200","0","0"
"186","3600","86400","The Pale Dilemma","The pale have stolen a shipment of Iron Horde weaponry. Recover the armaments - by force if necessary - before our enemy does.","Frostfire Ridge","0","0","0","0","0","101","33097","19","824","0","91","23","1","0","3","1","65","0","2","0","0","0","200","0","0"
"187","2700","86400","Many-Headed Menace","Habitat changes in Gorgrond have forced hydras to encroach on draenei settlements. It is a pity, but we must kill these desperate beasts.","Gorgrond","0","0","0","0","0","103","27788","19","824","0","92","21","1","0","3","1","50","0","2","0","0","0","300","0","0"
"188","2700","86400","Great Migration","Every year, great herds of clefthoof migrate through Gorgrond, causing tremors and dust storms. We must divert them from our camp.","Gorgrond","0","0","0","0","0","103","27788","19","824","0","93","15","1","0","3","1","35","0","2","0","0","0","400","0","0"
"189","2700","86400","The Needs of the Many","Elementals are chaotic by nature and are best avoided. This elemental has something we need: resources. Make it an offer it cannot refuse.","Talador","0","0","0","0","0","105","27788","19","824","0","94","26","1","0","3","1","35","0","2","0","0","0","500","0","0"
"190","2700","86400","Uproot the Problem","Our garrison requires resources, so it's harvest time. Kindly remind this savage plant and its minions why we're atop the food chain.","Talador","0","0","0","0","0","105","27788","19","824","0","95","26","1","0","3","1","35","0","2","0","0","0","600","0","0"
"191","3600","86400","Knotty by Nature","An ancient has begun attacking everyone and everything in its path. On a related note, we're currently low on firewood.","Spires of Arak","0","0","0","0","0","107","27789","19","824","0","96","20","1","0","3","1","35","0","2","0","0","0","700","0","0"
"192","3600","86400","Nevermore","We think the recent dread raven attacks are connected to the arakkoa. We'll investigate them. You hunt down and kill their minions.","Spires of Arak","0","0","0","0","0","107","27790","19","824","0","97","15","1","0","3","1","35","0","2","0","0","0","800","0","0"
"193","5400","86400","Mercy Killing","War has ravaged the region's plant life, and the clefthoof don't have enough to eat. We should thin out their numbers before they starve.","Nagrand","0","0","0","0","0","104","27791","19","824","0","98","15","1","0","3","1","35","0","2","0","0","0","900","0","0"
"194","5400","86400","Out of His Element","Enraged, Stonegar has begun attacking shaman near the Throne of the Elements. We must send forces to aid.","Nagrand","0","0","0","0","0","104","27792","19","824","0","99","18","1","0","3","1","35","0","2","0","0","0","1000","0","0"
