Id,Unknown0,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
"294","Gear Shift","0","0","0","204","1","0","1","0","0","14719"
"295","Launch","0","0","0","205","1","0","1","0","0","13880"
"296","Load","0","0","0","206","1","0","1","0","0","13884"
"303","Special","0","0","0","221","1","0","1","0","0","16003"
"304","special","0","0","0","222","1","0","1","0","0","12179"
"323","Death","0","0","0","241","1","0","1","0","0","13882"
"324","Wound","0","0","0","242","1","0","1","0","0","13886"
"325","FlyingMachineCreature_VehicleRun","0","0","0","243","2","0","1","0","0","13814"
"326","FlyingMachineCreature_VehicleSGroundDown","0","0","0","244","1","0","1","0","0","13815"
"327","FlyingMachineCreature_VehicleSitGroundUp","0","0","0","245","1","0","1","0","0","13816"
"329","FlyingMachineCreature_VehicleWalkBackwards","0","0","0","247","2","0","1","0","0","13818"
"330","GearShift","0","0","0","246","1","0","1","0","0","14720"
"331","GearShift","0","0","0","243","1","0","1","0","0","14720"
"332","GearShift","0","0","0","247","1","0","1","0","0","14720"
"343","Death","0","0","0","261","1","0","1","0","0","13893"
"344","SiegeVehicleWounds","0","0","0","262","1","0","1","0","0","13896"
"346","Wintergrasp_Catapult_Death","0","0","0","263","1","0","1","0","0","13808"
"347","Wintergrasp_Catapult_Wound","0","0","0","264","1","0","1","0","0","13813"
"348","Attack Thrown","0","0","0","265","1","0","1","0","0","13897"
"349","Jump End","0","0","0","266","1","0","1","0","0","13898"
"350","Jump Start","0","0","0","267","1","0","1","0","0","13899"
"351","Load Thrown","0","0","0","268","1","0","1","0","0","13900"
"352","Stand","0","0","0","269","2","0","1","0","0","13901"
"353","Walk Run","0","0","0","270","2","0","1","0","0","13902"
"354","Gear","0","0","0","270","1","0","1","0","0","42935"
"355","Run","0","0","0","267","2","0","1","0","0","13902"
"356","Run","0","0","0","266","2","0","1","0","0","13902"
"384","Stand","0","0","0","246","2","0","1","0","0","13817"
"443","Off Vehicle","0","0","0","321","2","0","1","0","0","12748"
"463","Flame Leviathan Wound","0","0","0","341","1","0","1","0","0","15378"
"464","Flame Leviathan Death","0","0","0","342","1","0","1","0","0","15381"
"465","Flame Leviathan Idle","0","0","0","343","2","0","1","0","0","15380"
"466","Flame Leviathan Attack Unarmed","0","0","0","344","1","0","1","0","0","15382"
"467","Flame Leviathan Attack Thrown","0","0","0","345","1","0","1","0","0","15383"
"468","Flame Leviathan Walk run","0","0","0","346","2","0","1","0","0","15379"
"469","Flame Leviathan Gearshift","0","0","0","346","1","0","1","0","0","14719"
"523","MimironHeadMount_Run","0","0","0","361","2","0","1","0","0","15830"
"524","GearShiftAir","0","0","0","361","1","0","1","0","0","14720"
"525","MimironHeadMount_Walk","0","0","0","362","2","0","1","0","0","15831"
"526","GearShiftGround","0","0","0","362","1","0","1","0","0","14719"
"527","MimironHeadMount_JumpStart","0","0","0","363","1","0","1","0","0","15832"
"528","MimironHeadMount_JumpEnd","0","0","0","364","1","0","1","0","0","15833"
"529","Walk","0","0","0","364","2","0","1","0","0","15831"
"530","SwimIdle","0","0","0","365","2","0","1","0","0","15830"
"543","Orc_Fortress_Elevator01_Moving","0","0","0","381","2","0","1","0","0","15277"
"563","Loop","10","0","85","33","2","0","1","0","121","12176"
"564","Orc_Fortress_Elevator01_Decellerate","0","0","0","401","1","0","1","0","0","15276"
"565","Orc_Fortress_Elevator01_Accellerate","0","0","0","402","3","0","1","0","0","15275"
"566","Vr_elevator_lift_Decellerate","10","0","85","403","3","0","1","0","0","15286"
"567","Vr_elevator_lift_Moving","10","0","85","404","2","0","1","0","0","15879"
"568","Vr_elevator_lift_Moving","10","0","85","403","2","0","1","0","123","15287"
"569","Vr_elevator_lift_Moving","10","0","85","34","2","0","1","0","124","15287"
"571","GateClose","0","0","0","405","1","0","1","0","0","10998"
"583","InMotion","0","27","0","421","2","0","1","0","141","15902"
"603","Gear Loop","0","0","0","441","2","0","1","0","0","13978"
"623","Loop","0","0","0","461","2","0","1","0","0","13977"
"624","Open (center)","0","0","0","462","1","0","1","0","0","13973"
"625","Close (center)","0","0","0","463","1","0","1","0","0","13974"
"626","Open Loop (center)","0","0","0","464","2","0","1","0","0","15903"
"643","Open Loop (west)","0","30","0","464","2","0","1","0","0","15903"
"644","Open Loop (east)","0","-30","0","464","2","0","1","0","0","15903"
"663","Open","0","0","0","481","1","0","1","0","0","15859"
"683","Open","0","0","0","501","1","0","1","0","0","15325"
"703","Fire","0","0","0","421","2","0","1","0","0","15916"
"723","VrykulTransportShip_Inmotion","0","0","0","521","2","0","1","0","0","15281"
"743","hf_elevator_lift_Loop","0","0","0","541","2","0","1","0","161","15274"
"763","Cyclone Loop","0","0","0","561","2","0","1","0","0","16449"
"783","HordeGunShip (IceCrown)","0","0","0","282","2","0","1","0","181","15013"
"784","LargePropellers_A (IceCrown)","0","0","0","281","2","0","1","0","182","16534"
"786","ND_AllianceGunship_Always","0","0","0","582","2","0","1","0","184","17187"
"803","HordeGunshipState_00 (Small)","0","0","0","581","2","0","1","0","201","17188"
"804","IceCrown_Elevator02_Start","0","0","0","601","1","0","1","0","0","17207"
"805","IceCrown_Elevator02_Moving","0","0","0","602","2","0","1","0","202","17209"
"806","IceCrown_Elevator02_Stop","0","0","0","603","1","0","1","0","0","17208"
"807","Icecrown_Elevator_Start","0","0","0","602","1","0","1","0","0","17207"
"808","IcecrownElevatorStop","0","0","0","602","3","0","1","0","0","17208"
"814","DeeprunTram_Start","0","0","0","608","1","0","1","0","0","17473"
"815","DeeprunTram_Stop","0","0","0","608","3","0","1","0","0","17474"
"816","Loop","0","0","-10","608","2","0","1","0","0","17469"
"819","South","-6","0","0","609","2","0","1","0","0","15344"
"820","North","6","0","0","609","2","0","1","0","0","15344"
"821","West","0","6","0","609","2","0","1","0","0","15344"
"822","East","0","-6","0","609","2","0","1","0","0","15344"
"823","Loop","0","0","0","610","2","0","1","0","0","17478"
"824","Flap","0","0","0","611","2","0","1","0","0","17477"
"826","Flap (Copy)","0","0","0","611","2","0","1","0","0","17477"
"827","Flap (Copy2)","0","0","0","611","2","0","1","0","0","17477"
"828","Flap (Copy 3)","0","0","0","611","2","0","1","0","0","17477"
"830","Idle","0","0","0","612","2","0","1","0","0","18097"
"832","drive","0","0","0","614","2","0","1","0","0","18096"
"833","Sputter","0","0","0","614","2","0","1","0","0","18099"
"836","Sputter","0","0","0","612","2","0","1","0","0","18099"
"837","Backfire","0","0","0","612","2","0","1","0","0","18095"
"838","Backfire","0","0","0","614","2","0","1","0","0","18095"
"841","Sputter","0","0","0","615","2","0","1","0","0","18099"
"842","Backfire","0","0","0","615","2","0","1","0","0","18095"
"843","Idle","0","0","0","615","2","0","1","0","0","18097"
"844","Rev","0","0","0","615","1","0","1","0","0","0"
"846","Sputter","0","0","0","616","2","0","1","0","0","18099"
"847","Backfire","0","0","0","616","2","0","1","0","0","18095"
"848","Idle","0","0","0","616","2","0","1","0","0","18097"
"849","VehicleImpact","0","0","0","616","1","0","1","0","0","18266"
"855","JumpLandRun","0","0","0","617","1","0","1","0","0","18266"
"857","IdleLoop","0","0","0","619","2","0","1","0","0","18229"
"858","Stagecoach_Wheels","0","0","0","620","1","0","1","0","0","18232"
"859","Stagecoach_Jingles","0","0","0","621","1","0","1","0","0","18230"
"860","HotRod_Rev","0","0","0","622","1","0","1","0","0","18271"
"861","AzerothChopperRev","0","0","0","623","1","0","1","0","0","42936"
"862","Goblinhotrod_REV","0","0","0","614","1","0","1","0","0","18271"
"864","Pandaren_Cart_Movement","0","0","0","618","2","0","1","0","0","26911"
"866","HordeCaravan_Drive_Stone","0","0","0","624","2","0","1","0","0","18367"
"867","HordeCaravan_Drive_Chains","0","0","0","624","2","0","1","0","0","18365"
"868","HordeCaravan_Drive_Wood","0","0","0","624","2","0","1","0","0","18368"
"869","HordeCaravan_Drive_Start","0","0","0","624","1","0","1","0","0","18366"
"870","HordeCaravan_Idle","0","0","0","625","2","0","1","0","0","18370"
"871","GoblinhotairBalloon_Idle","0","0","0","626","2","0","1","0","0","18377"
"872","GoblinhotairBalloon_Drive","0","0","0","627","2","0","1","0","0","0"
"873","GoblinhotairBalloon_Accel","0","0","0","628","1","0","1","0","0","18380"
"874","GoblinhotairBalloon_Suction","0","0","0","629","2","0","1","0","0","0"
"875","GoblinhotairBalloon_AirBoost_Periodic","0","0","0","630","2","0","1","0","0","18381"
"876","GoblinRiverBoat_IDLE","0","0","0","631","2","0","1","0","0","18386"
"877","GoblinRiverBoat_IDLE_WATER","0","0","0","631","2","0","1","0","0","18388"
"879","GoblinRiverBoat_DRIVE_WATER","0","0","0","632","2","0","1","0","0","18387"
"881","GoblinRiverboat_Drive_Lapping","0","0","0","632","2","0","1","0","0","18388"
"882","GoblinRiverboat_Driving","0","0","0","632","2","0","1","0","0","18386"
"883","GoblinRiverBoat_Accel","0","0","0","633","1","0","1","0","0","18384"
"884","Rowboat_WaterMovement","0","0","0","634","2","0","1","0","0","18388"
"885","Submarine_Alliance_Interior","0","0","0","635","2","0","1","0","0","18392"
"886","Submarine_Alliance_Idle","0","0","0","636","2","0","1","0","0","18404"
"889","Submarine_Alliance_Drive","0","0","0","637","2","0","1","0","0","18405"
"890","Submarine_Alliance_Accel","0","0","0","638","1","0","1","0","0","18406"
"892","Submarine_Alliance_Decel","0","0","0","639","1","0","1","0","0","18410"
"893","Rowboat_Drive","0","0","0","640","2","0","1","0","0","18412"
"894","moving","0","0","0","641","2","0","1","0","0","18401"
"895","Stop","0","0","0","641","3","0","1","0","0","18402"
"896","start","0","0","0","641","1","0","1","0","0","18403"
"898","AMB_ShipSailing","0","1","0","643","2","0","1","0","0","0"
"899","Random Splash 1","0","0","0","643","2","0","1","0","0","20677"
"900","Random Splash 2","21","0","0","643","2","0","1","0","0","20677"
"901","Random Splash 3","-20","0","0","643","2","0","1","0","0","20677"
"902","HordeCaravan_Idle","0","0","0","624","1","0","1","0","0","18370"
"903","GoblinTrike_Drive","0","0","0","644","2","0","1","0","0","21779"
"907","GoblinTrike_Idle","0","0","0","645","2","0","1","0","0","21780"
"908","GoblinTrike_Turn","0","0","0","646","1","0","1","0","0","21782"
"909","GoblinTrike_Drive_NOREV","0","0","0","647","2","0","1","0","0","21779"
"910","GoblinTrike_Rev","0","0","0","648","1","0","1","0","0","21781"
"911","GoblinTrike_ImpactGround","0","0","0","649","1","0","1","0","0","18266"
"912","GoblinTrike_SingleRev","0","0","0","650","1","0","1","0","0","21929"
"913","Drive","0","0","0","651","2","0","1","0","0","21779"
"914","Turn","0","0","0","651","1","0","1","0","0","21782"
"915","Rev","0","0","0","651","1","0","1","0","0","21781"
"916","Idle","0","0","0","652","2","0","1","0","0","21780"
"918","GnomereganElevatorLoop","0","0","0","654","2","0","1","0","0","7180"
"919","GnomereganElevatorStart","0","0","0","654","1","0","1","0","0","7181"
"920","GnomereganElevatorStop","0","0","0","654","3","0","1","0","0","7182"
"921","GnomeHutElevatorStart","0","0","0","655","1","0","1","0","0","5900"
"922","GnomeHutElevatorLoop","0","0","0","655","2","0","1","0","0","5902"
"923","GnomeHutElevatorStop","0","0","0","655","3","0","1","0","0","5901"
"944","RocketMount_Fly","0","0","0","191","2","0","1","0","0","12315"
"945","RocketMount_Fly","0","0","0","190","2","0","1","0","0","12315"
"946","SwimIdle_Engine","0","0","0","666","2","0","1","0","0","12301"
"956","Birth","0","0","0","671","1","0","1","0","0","23775"
"957","Stand","0","0","0","672","1","0","1","0","0","23964"
"958","decay","0","0","0","673","1","0","1","0","0","383"
"959","WingFlap","0","0","0","674","2","0","1","0","0","11783"
"960","WingFlap","0","0","0","675","2","0","1","0","0","11783"
"961","Bank","0","0","0","675","1","0","1","0","0","10905"
"1076","Run","0","0","0","758","2","0","1","0","0","35218"
"1077","Verming_Small_Snorts","0","0","0","759","2","0","1","0","0","28777"
"1078","Sha Tendril","0","0","0","760","2","0","1","0","0","27203"
"1081","Pandaren_Cart_Death","0","0","0","761","1","0","1","0","0","26912"
"1082","Gorilla_Pet_Attack","0","0","0","762","4","1","1","0","0","11672"
"1083","JadeMineCart_Run","0","0","0","763","2","0","1","0","0","28484"
"1084","JadeMineCart_Walk","0","0","0","764","2","0","1","0","0","28644"
"1085","MantidCatapult_AttackThrown","0","0","0","765","1","0","1","0","0","28647"
"1086","FX_PA_Brewery_Stills_01_Loop","0","0","0","766","1","0","1","0","0","28721"
"1087","Verming_Snorts","0","0","0","767","2","0","1","0","0","27166"
"1091","Mount_PandarenSerpent_Fly","0","0","0","770","2","0","1","39","0","29477"
"1093","Mount_PandarenSerpent_Foley_MountSpecial","0","0","0","772","2","0","1","0","0","29479"
"1094","Mount_PandarenSerpent_Foley_Fly_Stop","0","0","0","773","3","1","1","0","0","29480"
"1095","Mount_PandarenSerpent_Foley_Fly_Start","0","0","0","773","1","1","1","0","0","29480"
"1096","Mount_PandarenSerpent_Chuffs","0","0","0","770","2","0","1","0","0","29481"
"1099","Mount_PandarenSerpent_Fly","0","0","0","774","2","0","1","0","0","29481"
"1102","Mount_PandarenSerpent_Chuffs","0","0","0","771","2","0","1","0","0","29481"
"1103","Mount_RidingDragonTurtle_Foley_Walk_Start","0","0","0","775","1","0","1","0","0","29483"
"1104","Mount_RidingDragonTurtle_Run","0","0","0","776","2","0","1","0","0","29484"
"1105","Mount_YakMount_Foley_Run_Start","0","0","0","777","1","0","1","0","0","29486"
"1106","Mount_YakMount_Foley_Walk_Start","0","0","0","778","1","0","1","0","0","29485"
"1107","Mount_RidingDragonTurtle_Foley_Walk_Stop","0","0","0","775","3","0","1","0","0","29483"
"1108","Mount_YakMount_Foley_Walk_Stop","0","0","0","778","3","0","1","0","0","29485"
"1109","Mount_PandarenSerpent_Snarl","0","0","0","773","3","1","1","0","0","29920"
"1110","Mount_PandarenSerpent_StandV1","0","0","0","772","2","0","1","0","0","29921"
"1112","Mount_PandarenSerpent_Tail_Idle","0","0","0","771","2","0","1","39","0","29922"
"1113","ChallengeModePortal_Stand","0","0","0","780","2","0","1","0","0","30050"
"1114","AttackThrown","0","0","0","781","1","0","1","0","0","31111"
"1115","Mogu_Cannon_Custom0","0","0","0","782","1","0","1","0","0","31113"
"1116","ShadowpanGong_Custom","0","0","0","783","1","0","1","0","0","28983"
"1117","GO_PA_HotAirBalloon_Liftoff","0","0","0","784","1","0","1","0","0","29224"
"1118","Mount_WaterStrider_Movement","0","0","0","785","2","0","1","0","0","31885"
"1119","Mount_WaterStrider_SwimBubbles","0","0","0","786","2","0","1","0","0","31886"
"1120","Grummle_Backpack_Foley_Walk","0","0","0","787","2","0","1","0","0","31094"
"1121","Grummle_Backpack_Foley_Run","0","0","0","788","2","0","1","0","0","31093"
"1122","Mount_YakMount_Chuffs","0","0","0","778","2","0","1","0","0","31098"
"1124","Mount_YakMount_Chuffs","0","0","0","777","2","0","1","0","0","31098"
"1126","Mount_YakMount_Foley_Run_Stop","0","0","0","777","3","0","1","0","0","29486"
"1127","Mount_YakMount_Chuffs","0","0","0","789","2","0","1","0","0","31098"
"1128","Mount_YakMount_Snarls","0","0","0","789","3","0","1","0","0","31099"
"1129","Mount_PnadarenSerpent_Foley","0","0","0","771","2","0","1","0","0","29478"
"1130","Mount_WindMovement","0","0","0","774","2","0","1","0","0","29482"
"1131","MON_PandarenSerpent_Chuffs","0","0","0","790","2","0","1","20","0","29481"
"1132","MON_PandarenSerpent_Fly","0","0","0","790","2","0","1","39","0","29477"
"1134","Mount_PandarenSerpent_StandV1","0","0","0","791","2","0","1","0","0","29921"
"1135","Mount_PandarenSerpent_Chuffs","0","0","0","792","2","0","1","0","0","29481"
"1136","Mount_PandarenSerpent_Tail_Idle","0","0","0","792","2","0","1","39","0","29922"
"1137","Mount_YakMount_Chuffs","0","0","0","793","1","0","1","0","0","31098"
"1138","GO_PA_HotAirBalloon_Hover","0","0","0","794","2","0","1","0","0","29222"
"1139","GO_PA_HotAirBalloon_Land","0","0","0","795","3","0","1","0","0","29223"
"1140","GO_PA_HotAirBalloon_Fly","0","0","0","796","2","0","1","0","0","29221"
"1141","MON_AzureSerpent_DistantRoar","0","0","0","797","1","0","1","0","0","31948"
"1142","MON_Mantid_Tank_Walk","0","0","0","798","2","0","1","20","0","31995"
"1143","Rolling_Barrell","0","0","0","799","2","0","1","0","0","28703"
"1144","Rolling_Barrell_Death","0","0","0","800","1","0","1","0","0","12143"
"1146","Transport_Zeppelin_Helium","0","0","0","802","2","0","1","50","0","32421"
"1149","Transport_Horde_Zeppelin_Propeller_LOOP","0","0","0","801","2","0","1","0","0","32416"
"1150","Transport_Horde_Zeppelin_Propeller_DECEL","0","0","0","803","1","0","1","0","0","32424"
"1151","Transport_Horde_Zeppelin_Propeller_ACCEL","0","0","0","804","1","0","1","0","0","32425"
"1152","Mantid_Throne_Center_Destroyed","0","0","0","805","1","0","1","0","0","30257"
"1153","YakmenSiegeWeapon_LoadThrown","0","0","0","806","1","0","1","0","0","28954"
"1154","GO_Yakmen_SiegeWeapon_01_Death","0","0","0","807","1","0","1","0","0","28955"
"1155","GO_Yakmen_SiegeWeapon_01_Run","0","0","0","808","2","0","1","0","0","28956"
"1156","GO_Yakmen_SiegeWeapon_01_Walk","0","0","0","809","2","0","1","0","0","28957"
"1157","Verming_Snorts","0","0","0","810","1","0","1","0","0","27166"
"1158","Alarm Loop","0","0","0","811","2","0","1","19","0","32727"
"1159","PandarenPhoenix_Chuff_Stop","0","0","0","812","3","0","1","20","0","32728"
"1160","PandarenPhoenix_Chuff_Movement","0","0","0","812","2","0","1","20","0","32728"
"1161","PandarenPhoenix_Foley_Start","0","0","0","812","1","0","1","0","0","32730"
"1162","PandarenPhoenix_Foley_Stop","0","0","0","812","3","0","1","0","0","32730"
"1163","PandarenPhoenix_Idle","0","0","0","813","2","0","1","20","0","32729"
"1164","Yakmen_Windmill_Flag","0","0","0","814","2","0","1","20","0","28988"
"1165","MON_TEST_Action1","0","0","0","815","1","0","1","20","0","32737"
"1166","Rope_Repel_Cast","0","0","0","816","1","0","1","0","0","32072"
"1167","Mount_YakMount_Land","0","0","0","817","1","0","1","0","0","32759"
"1168","ClientScene_MantidWings","0","0","0","818","2","0","1","0","0","32763"
"1169","ClientScene_MantidQueenWhispers","0","0","0","819","2","0","1","0","0","32764"
"1170","PandarenKiteMount - FlyCloth","0","0","0","820","2","0","1","0","0","32765"
"1171","PandarenKiteMount - FlyWind","0","0","0","820","2","0","1","0","0","32766"
"1172","MountSpecial_CartoonFX","0","0","0","821","1","0","1","0","0","17471"
"1173","PandarenKiteMount - HoverCloth","0","0","0","822","2","0","1","0","0","32767"
"1174","PandarenKiteMount - HoverWind","0","0","0","822","2","0","1","0","0","32768"
"1175","MountSpecial_Cartoon_SFX","0","0","0","823","1","0","1","0","0","17471"
"1176","PandarenYeti_Large_Chuffs","0","0","0","824","2","0","1","0","0","32800"
"1177","PandarenYeti_MedSmall_Chuffs","0","0","0","825","2","0","1","0","0","32811"
"1178","PandarenYeti_MedSmall_Roar","0","0","0","826","3","0","1","0","0","32812"
"1179","AmberScorpion_Foley_Start_walk","0","0","0","827","1","0","1","34","0","32813"
"1181","AmberScorpion_Run_Stop","0","0","0","827","3","0","1","0","0","32813"
"1182","test","0","0","0","828","1","0","1","0","0","32227"
"1185","Foley_Start","0","0","0","829","1","0","1","0","0","32813"
"1186","Foley_Run_ Stop","0","0","0","829","3","0","1","0","0","32813"
"1187","Chuff","0","0","0","829","1","0","1","0","0","32815"
"1188","PandarenKiteMount - Wound","0","0","0","830","1","0","1","0","0","32801"
"1189","Cloud Mount - Loop","0","0","0","831","2","0","1","0","0","32816"
"1190","Cloud Mount - Directional Periodic","0","0","0","832","2","0","1","0","0","32817"
"1191","Cloud Mount - Idle (Enter State)","0","0","0","833","1","0","1","0","0","32818"
"1192","Cloud Mount - Flying Sprint (Enter State)","0","0","0","834","1","0","1","0","0","32820"
"1193","Chuff","0","0","0","835","1","0","1","0","0","32832"
"1194","DragonTurtle_Stop_Walk","0","0","0","836","1","0","1","0","0","32813"
"1195","DragonTurtle_Walk_Stop","0","0","0","836","3","0","1","0","0","32813"
"1196","Stop_Run","0","0","0","837","1","0","1","0","0","29484"
"1197","Run_Stop","0","0","0","838","3","0","1","0","0","29484"
"1198","Chuff_Walk","0","0","0","839","2","0","1","0","0","32832"
"1199","Walk_Chuff","0","0","0","840","2","0","1","0","0","32832"
"1200","Cloud Mount - Directional Enter State","0","0","0","841","1","0","1","0","0","32860"
"1204","Mount_ImperialQuilen - Flying Hover","0","0","0","845","3","0","1","0","0","32934"
"1206","Quilen Mount - Open Wings ","0","0","0","843","1","0","1","0","0","32934"
"1207","Flying Quilen Mount - Creature Loop (Flight)","0","0","0","847","2","0","1","0","0","32928"
"1208","Flying Quilen - Movement Loop","0","0","0","848","1","0","1","0","0","29480"
"1209","Flying Quilen - Movement - Quilen Chuffs","0","0","0","849","3","0","1","0","0","32938"
"1210","Mount_OnyxPanther - Flight","0","0","0","850","2","0","1","0","0","32766"
"1211","Mount_SeatMovement - Enter State","0","0","0","851","1","0","1","0","0","32954"
"1212","Mount Seat Movement","0","0","0","852","1","0","1","0","0","29480"
"1213","Mount Seat Movement - exit state","0","0","0","853","3","0","1","0","0","29480"
"1214","Flying Mount - Wind - Active State","0","0","0","854","2","0","1","0","0","32953"
"1215","Onyx Panther_Chuffs_ExitState","0","0","0","855","3","0","1","0","0","32955"
"1216","Onyx Panther - Chuffs - Enter State","0","0","0","856","1","0","1","0","0","32955"
"1217","Mount_SeatMovement  - Enter State","0","0","0","857","1","0","1","0","0","29480"
"1218","DragonTurtle_Idle_EnterState","0","0","0","858","1","0","1","0","0","28145"
"1219","DragonTurtle_ActiveState_Idle","0","0","0","859","2","0","1","0","0","32832"
"1220","Fire Works - Whistle","0","0","0","860","1","0","1","0","0","28511"
"1221","Fireworks - Explosion","0","0","0","860","1","0","1","0","0","27912"
"1222","GO_MANTID_CRYOCHAMBER_OPEN","0","0","0","861","1","0","1","0","0","31109"
"1223","MON_Wascally_Wirmen_Tunneling","0","0","0","862","2","0","1","0","0","33058"
"1224","ShenZinSun_Turtlehead_Whoosh","0","0","0","863","2","0","1","0","0","33086"
"1225","ShenZinSun_Turtlehead_WaterDrips","0","0","0","863","2","0","1","0","0","33087"
"1226","ShenZinSun_Turtlehead_Movement","0","0","0","864","2","0","1","0","0","31956"
"1227","Baneling_Movement","0","0","0","865","2","0","1","0","0","33169"
"1228","Hozu - Movement Sounds - State Active","0","0","0","866","2","0","1","0","0","33188"
"1230","FX_PA_DEBRISPILE_FIRE","0","0","0","868","2","0","1","0","0","32276"
"1231","PA_Bamboo_Waterpipe_Open","0","0","0","869","2","0","1","0","0","32032"
"1232","HozenDiver_SwimBubbles","0","0","0","870","2","0","1","0","0","33342"
"1233","PA_TrainingHawk_Periodic_Calls","0","0","0","871","2","0","1","0","0","33423"
"1234","VEB_Greatwall_Elevator_01_Movement","0","0","0","872","2","0","1","0","0","33443"
"1235","GenericPandarenFemale_01_GroupFighting_VOX","0","0","0","873","1","0","1","0","0","30013"
"1236","GenericPandarenFemale_01_GroupFighting_Swish","0","0","0","873","1","0","1","0","0","33487"
"1237","GoblinGlider_Wind","0","0","0","874","2","0","1","0","0","33351"
"1238","GoblinGlider_WoodCreaks","0","0","0","874","2","0","1","0","0","33842"
"1239","KLS_UplandEagle_Periodic_Calls","0","0","0","875","2","0","1","0","0","33932"
"1240","JF_IvoryStarlingCalls_Periodic","0","0","0","876","2","0","1","0","0","33958"
"1243","Challengemode_Pedestal_Loop","0","0","0","878","2","0","1","0","0","29949"
"1245","Raigonn_CreatureSpecial","0","0","0","879","1","0","1","0","0","31068"
"1248","Mount_SwiftWindSteed_Fly_Idle","0","0","0","880","2","0","1","0","0","34794"
"1249","Mount_SwiftWindSteed_Fly_Sprint","0","0","0","881","2","0","1","0","0","34795"
"1251","Mount_SwiftWindSteed_Foley_MountSpecial","0","0","0","883","1","0","1","12","0","34806"
