Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown4_3,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12
"565","StromgardeKeep","284","306","16","324","0","0","0","21","269","374","81","483","249","0","0"
"566","FaldirsCove","273","268","16","327","0","0","0","77","400","509","160","586","317","0","0"
"567","CircleofInnerBinding","228","227","16","335","0","0","0","201","312","376","266","420","336","0","0"
"568","ThandolSpan","237","252","16","880","0","0","0","261","416","585","371","631","456","0","0"
"569","BoulderfistHall","252","258","16","316","0","0","0","327","367","498","449","558","534","0","0"
"570","RefugePoint","196","270","16","320","0","0","0","293","145","277","362","344","435","0","0"
"572","WitherbarkVillage","260","220","16","317","0","0","0","476","359","427","562","514","671","0","0"
"573","GoShekFarm","306","248","16","314","0","0","0","430","249","354","531","417","599","0","0"
"574","DabyriesFarmstead","210","227","16","315","0","0","0","404","144","240","455","312","545","0","0"
"575","CircleofEastBinding","183","238","16","333","0","0","0","506","126","196","563","244","626","0","0"
"576","Hammerfall","270","271","16","321","318","0","0","581","118","209","650","290","740","0","0"
"601","AeriePeak","238","267","26","348","0","0","0","0","236","278","97","327","182","0","0"
"602","PlaguemistRavine","191","278","26","1882","0","0","0","133","105","146","194","303","269","0","0"
"604","QuelDanilLodge","241","211","26","350","0","0","0","220","181","274","288","338","379","0","0"
"605","ShadraAlor","240","196","26","353","0","0","0","220","379","439","286","525","407","0","0"
"606","ValorwindLake","199","212","26","1883","0","0","0","286","269","377","382","417","430","0","0"
"607","Agolwatha","208","204","26","1884","0","0","0","367","159","241","441","283","503","0","0"
"608","TheCreepingRuin","199","199","26","1886","0","0","0","390","252","322","466","375","517","0","0"
"609","TheAltarofZul","225","196","26","355","0","0","0","357","343","418","440","478","530","0","0"
"610","Seradane","303","311","26","356","0","0","0","475","5","90","560","235","697","0","0"
"611","SkulkRock","176","235","26","351","0","0","0","490","195","254","554","318","600","0","0"
"612","Shaolwatha","281","261","26","1917","5323","0","0","565","208","341","700","385","768","0","0"
"613","JinthaAlor","287","289","26","354","0","0","0","487","334","414","555","579","709","0","0"
"614","TheOverlookCliffs","244","401","26","307","3317","0","0","677","267","0","0","0","0","0","0"
"621","FirePlumeRidge","321","288","201","537","0","0","0","356","192","271","464","372","571","0","0"
"622","GolakkaHotSprings","309","277","201","543","0","0","0","145","226","317","253","407","377","0","0"
"623","TerrorRun","316","293","201","539","0","0","0","162","357","427","287","519","382","0","0"
"624","TheSlitheringScar","381","274","201","540","0","0","0","335","384","455","443","580","581","0","0"
"625","TheMarshlands","263","412","201","1942","0","0","0","573","256","308","620","423","740","0","0"
"626","IronstonePlateau","197","222","201","1943","0","0","0","706","201","0","0","0","0","0","0"
"627","LakkariTarPits","432","294","201","538","0","0","0","305","0","125","443","218","588","0","0"
"641","ThistleshrubValley","221","293","161","980","0","0","0","185","280","417","270","470","339","0","0"
"643","SouthmoonRuins","232","211","161","992","0","0","0","301","349","456","387","488","431","0","0"
"644","LandsEndBeach","224","216","161","987","0","0","0","431","452","576","496","650","578","0","0"
"645","EastmoonRuins","173","163","161","984","0","0","0","380","341","414","448","453","498","0","0"
"646","TheGapingChasm","225","187","161","981","0","0","0","448","364","411","497","493","580","0","0"
"647","SouthbreakShore","274","186","161","1940","0","0","0","437","289","0","0","0","0","0","0"
"648","DunemaulCompound","231","177","161","983","0","0","0","305","257","340","368","404","455","0","0"
"649","TheNoxiousLair","179","190","161","982","0","0","0","258","211","264","310","346","380","0","0"
"650","BrokenPillar","195","163","161","1938","0","0","0","413","211","284","500","325","549","0","0"
"651","AbyssalSands","255","194","161","1939","0","0","0","297","148","0","0","0","0","0","0"
"657","CavernsofTime","213","173","161","2300","0","0","0","507","238","302","609","366","677","0","0"
"658","Gadgetzan","189","180","161","976","0","0","0","412","92","0","0","0","0","0","0"
"659","SandsorrowWatch","214","149","161","979","0","0","0","293","99","157","360","209","462","0","0"
"660","ZulFarrak","315","190","161","978","0","0","0","184","0","40","312","154","436","0","0"
"661","TheramoreIsle","305","247","141","513","0","0","0","542","223","271","617","398","729","0","0"
"662","WitchHill","270","353","141","502","518","0","0","428","0","0","0","0","0","0","0"
"666","TheWyrmbog","436","299","141","511","0","0","0","359","369","458","491","553","578","0","0"
"667","AlcazIsland","206","200","141","2079","0","0","0","656","21","62","706","174","819","0","0"
"701","LakeEluneara","431","319","241","656","2361","0","0","219","273","331","444","412","609","0","0"
"741","TheZoramStrand","262","390","43","414","0","0","0","0","0","0","0","0","0","0","0"
"742","LakeFalathim","184","232","43","441","0","0","0","112","148","246","177","304","229","0","0"
"744","ThistlefurVillage","314","241","43","2301","0","0","0","255","78","186","330","255","413","0","0"
"747","Astranaar","251","271","43","415","4691","0","0","255","164","307","320","366","400","0","0"
"749","TheRuinsofStardust","236","271","43","418","0","0","0","210","331","417","302","462","353","0","0"
"751","TheHowlingVale","325","239","43","419","0","0","0","473","97","182","509","256","558","0","0"
"752","RaynewoodRetreat","231","256","43","426","0","0","0","481","221","305","558","364","638","0","0"
"753","FallenSkyLake","287","276","43","422","432","2360","0","529","385","524","646","566","684","0","0"
"754","NightRun","221","257","43","428","431","0","0","595","253","270","648","372","719","0","0"
"755","Satyrnaar","235","236","43","430","2358","0","0","696","154","315","784","350","829","0","0"
"756","BoughShadow","166","211","43","438","0","0","0","836","148","227","894","298","978","0","0"
"757","WarsongLumberCamp","231","223","43","437","0","0","0","771","265","346","825","438","928","0","0"
"758","FelfireHill","277","333","43","434","0","0","0","714","317","0","0","0","0","0","0"
"762","ShadowbreakRavine","292","266","101","2198","0","0","0","637","402","497","761","564","847","0","0"
"764","MannorocCoven","326","311","101","602","0","0","0","381","357","476","457","572","573","0","0"
"765","GelkisVillage","274","196","101","606","0","0","0","207","472","550","316","636","409","0","0"
"766","ShadowpreyVillage","222","299","101","2408","0","0","0","142","369","443","198","504","288","0","0"
"767","KodoGraveyard","250","215","101","596","0","0","0","360","273","365","474","425","544","0","0"
"768","ValleyofSpears","321","275","101","607","0","0","0","170","196","337","323","427","385","0","0"
"772","ThunderAxeFortress","220","205","101","599","0","0","0","440","49","139","504","200","589","0","0"
"773","Sargeron","317","293","101","603","0","0","0","655","0","108","741","182","828","0","0"
"774","NijelsPoint","231","257","101","608","0","0","0","573","0","28","621","90","716","0","0"
"775","TethrisAran","274","145","101","2404","0","0","0","399","0","39","481","96","552","0","0"
"821","DreadmaulHold","272","206","19","1437","0","0","0","258","0","54","346","121","447","0","0"
"823","NethergardeKeep","295","205","19","1438","0","0","0","530","6","60","571","151","719","0","0"
"824","SerpentsCoil","218","183","19","1440","1438","0","0","459","97","173","580","208","630","0","0"
"826","AltarofStorms","238","195","19","1441","0","0","0","225","110","151","338","203","404","0","0"
"827","DreadmaulPost","235","188","19","1439","0","0","0","327","182","246","434","291","510","0","0"
"828","TheTaintedScar","308","226","19","73","0","0","0","144","175","272","268","341","378","0","0"
"829","RISEOFTHEDEFILER","168","170","992","2517","0","0","0","375","102","154","425","205","478","0","0"
"842","TheShatteredStrand","206","329","181","1228","0","0","0","316","168","242","400","420","472","0","0"
"844","BitterReaches","321","247","181","2497","0","0","0","477","0","124","577","195","714","0","0"
"845","TowerofEldara","306","337","181","1229","0","0","0","684","22","162","764","230","844","0","0"
"853","","0","0","181","1235","0","0","0","0","0","0","0","0","0","0","0"
"854","RuinsofEldarath","218","237","181","1221","0","0","0","228","229","286","290","404","401","0","0"
"856","RavencrestMonument","295","267","181","1232","0","0","0","476","401","506","610","582","712","0","0"
"857","LakeMennar","210","232","181","1234","0","0","0","245","377","474","334","522","349","0","0"
"858","","395","128","181","1256","0","0","0","396","540","575","531","637","650","0","0"
"861","FelpawVillage","307","161","182","1762","1769","0","0","471","0","45","589","111","638","0","0"
"862","TalonbranchGlade","209","226","182","1998","0","0","0","531","57","141","580","218","675","0","0"
"863","IrontreeWoods","261","273","182","1767","0","0","0","406","55","136","471","212","539","0","0"
"864","JadefireRun","263","199","182","2618","0","0","0","303","9","92","402","158","473","0","0"
"865","ShatterScarVale","343","250","182","1766","0","0","0","243","107","248","384","302","482","0","0"
"866","BloodvenomFalls","345","192","182","1765","0","0","0","220","231","0","0","0","0","0","0"
"867","Jaedenar","319","176","182","1763","0","0","0","234","317","367","328","423","415","0","0"
"868","RuinsofConstellas","268","214","182","2481","0","0","0","278","359","445","335","522","427","0","0"
"869","JadefireGlen","229","210","182","2480","0","0","0","288","458","539","385","603","452","0","0"
"870","EmeraldSanctuary","274","212","182","2479","0","0","0","394","382","495","482","552","566","0","0"
"871","DeadwoodVillage","173","163","182","1761","0","0","0","410","505","571","457","622","506","0","0"
"872","MorlosAran","187","176","182","2478","0","0","0","476","484","548","536","613","597","0","0"
"921","StonetalonPeak","305","244","81","467","0","0","0","265","0","106","354","161","466","0","0"
"922","MirkfallonLake","244","247","81","464","0","0","0","417","143","0","0","0","0","0","0"
"923","TheCharredVale","277","274","81","465","0","0","0","199","368","445","252","512","381","0","0"
"924","SunRockRetreat","222","222","81","460","0","0","0","353","285","386","468","462","522","0","0"
"925","WindshearCrag","374","287","81","461","1277","0","0","533","179","293","621","367","721","0","0"
"927","BoulderslideRavine","194","156","81","2540","0","0","0","532","512","569","598","617","675","0","0"
"928","WebwinderPath","267","352","81","1076","0","0","0","468","263","0","0","0","0","0","0"
"929","Malakajin","211","131","81","2539","0","0","0","618","537","588","687","645","773","0","0"
"941","DeadmansCrossing","617","522","32","2697","2938","0","0","83","0","125","315","355","590","0","0"
"961","DarrowmereLake","492","314","22","2297","0","0","0","510","354","0","0","0","0","0","0"
"962","CaerDarrow","194","208","22","2298","0","0","0","601","390","0","0","0","0","0","0"
"963","SorrowHill","368","220","22","197","3197","0","0","261","448","0","0","0","0","0","0"
"965","TheBulwark","316","316","22","813","0","0","0","48","235","349","231","423","312","0","0"
"966","FelstoneField","241","212","22","199","0","0","0","229","228","330","335","400","395","0","0"
"968","TheWrithingHaunt","169","195","22","202","0","0","0","472","332","411","510","476","590","0","0"
"969","NorthridgeLumberCamp","359","182","22","192","0","0","0","231","123","194","426","254","520","0","0"
"970","Hearthglen","432","271","22","190","0","0","0","235","0","66","387","163","513","0","0"
"971","GahrronsWithering","241","252","22","201","0","0","0","495","213","359","606","420","676","0","0"
"972","TheWeepingCave","185","230","22","198","0","0","0","551","151","244","620","294","670","0","0"
"973","ThondrorilRiver","311","436","22","2620","0","0","0","533","0","0","0","0","0","0","0"
"984","TheTwinColossals","350","334","121","1119","0","0","0","271","0","88","429","153","500","0","0"
"985","TheForgottenCoast","194","304","121","1108","0","0","0","375","343","0","0","0","0","0","0"
"986","DireMaul","265","284","121","2577","0","0","0","485","101","167","550","310","659","0","0"
"989","RuinsofIsildien","206","237","121","2522","0","0","0","467","354","447","550","529","624","0","0"
"991","CampMojache","174","220","121","1099","0","0","0","671","181","273","737","323","795","0","0"
"993","GordunniOutpost","192","157","121","1103","0","0","0","663","116","164","714","235","801","0","0"
"997","LowerWilds","207","209","121","1137","0","0","0","756","191","234","800","314","864","0","0"
"1021","TheCrystalVale","329","246","261","2740","0","0","0","126","0","69","259","147","360","0","0"
"1022","HiveAshi","405","267","261","2742","3426","0","0","345","4","100","451","202","539","0","0"
"1023","SouthwindVillage","309","243","261","2738","0","0","0","550","181","275","614","360","695","0","0"
"1025","HiveZora","542","367","261","2743","0","0","0","0","206","310","254","411","374","0","0"
"1026","HiveRegal","489","358","261","2744","3427","0","0","380","310","412","536","548","666","0","0"
"1027","TheScarabWall","580","213","261","2737","2741","0","0","0","455","0","0","0","0","0","0"
"1041","Ironforge","376","347","27","809","0","0","0","398","0","0","0","0","0","0","0"
"1061","TheVice","350","449","32","2561","0","0","0","433","208","325","510","540","665","0","0"
"1062","Karazhan","513","358","32","2562","0","0","0","92","310","380","335","540","520","0","0"
"1101","CoilskarPoint","512","512","473","3750","3749","0","0","348","8","130","407","222","501","0","0"
"1103","EclipsePoint","512","358","473","3822","0","0","0","343","310","399","402","495","498","0","0"
"1104","LegionHold","512","512","473","3743","0","0","0","104","155","211","184","316","298","0","0"
"1105","NetherwingLedge","492","223","473","3759","0","0","0","510","445","513","605","634","814","0","0"
"1107","ShadowmoonVilliage","512","512","473","3744","0","0","0","116","35","129","238","221","350","0","0"
"1110","TheBlackTemple","396","512","473","3840","3757","3756","0","606","126","181","657","364","899","0","0"
"1112","TheDeathForge","256","512","473","3748","0","0","0","290","129","231","350","300","444","0","0"
"1116","TheHandofGuldan","512","512","473","3746","3747","0","0","394","90","224","443","328","555","0","0"
"1118","TheWardensCage","512","410","473","3821","0","0","0","469","258","306","516","365","633","0","0"
"1121","WildhammerStronghold","512","439","473","3745","0","0","0","168","229","370","308","436","403","0","0"
"1125","AngoroshGrounds","256","256","467","3650","3640","0","0","88","50","119","147","191","214","0","0"
"1126","CenarionRefuge","308","256","467","3565","0","0","0","694","321","386","755","461","870","0","0"
"1127","SunstriderIsle","512","512","462","3431","3432","0","0","195","5","27","226","188","402","0","0"
"1128","RuinsofSilvermoon","256","256","462","3533","3531","3534","3532","307","136","223","401","303","460","0","0"
"1129","WestSanctum","128","256","462","3466","0","0","0","292","319","362","335","409","372","0","0"
"1130","SunsailAnchorage","256","128","462","3461","0","0","0","231","404","440","250","487","339","0","0"
"1132","NorthSanctum","256","256","462","3465","0","0","0","361","298","321","392","353","463","0","0"
"1133","FeralfenVillage","512","336","467","3642","3668","0","0","314","332","383","381","504","516","0","0"
"1134","EastSanctum","256","256","462","3467","0","0","0","460","373","473","497","505","550","0","0"
"1135","FarstriderRetreat","256","128","462","3464","0","0","0","524","359","405","588","447","636","0","0"
"1136","TheHewnBog","256","512","467","3667","0","0","0","219","51","174","265","300","407","0","0"
"1137","StillwhisperPond","256","256","462","3470","0","0","0","474","314","362","541","393","576","0","0"
"1138","DuskwitherGrounds","256","256","462","3480","0","0","0","605","253","0","0","0","0","0","0"
"1139","MarshlightLake","256","256","467","3656","0","3657","0","81","152","211","165","320","270","0","0"
"1140","FairbreezeVilliage","256","256","462","3462","0","0","0","386","386","463","406","522","474","0","0"
"1141","QuaggRidge","256","343","467","3646","3895","0","0","141","325","376","257","438","324","0","0"
"1142","TheLivingWood","128","248","462","3471","0","0","0","511","420","462","468","500","618","0","0"
"1143","TorWatha","256","353","462","3476","0","0","0","648","315","455","677","607","765","0","0"
"1145","TheScortchedGrove","256","128","462","3474","0","0","0","255","507","550","309","600","417","0","0"
"1146","Telredor","256","512","467","3644","0","0","0","569","112","276","633","383","740","0","0"
"1147","TheDeadMire","286","512","467","3648","3718","0","0","716","128","177","756","326","900","0","0"
"1148","Tranquillien","256","512","463","3488","3497","0","0","365","2","187","438","252","506","0","0"
"1149","TheLagoon","256","256","467","3659","3819","0","0","512","303","364","524","464","650","0","0"
"1150","SuncrownVillage","512","256","463","3489","3510","0","0","460","0","45","566","114","645","0","0"
"1151","GoldenmistVillage","512","512","463","3490","3515","0","0","44","0","69","202","135","297","0","0"
"1152","WindrunnerVillage","256","512","463","3491","3503","0","0","60","117","230","138","325","222","0","0"
"1153","SanctumoftheMoon","256","256","463","3494","0","0","0","210","126","187","309","244","361","0","0"
"1154","TwinspireRuins","256","256","467","3720","0","0","0","342","249","307","378","385","580","0","0"
"1155","SanctumoftheSun","256","512","463","3493","3509","3498","0","448","150","296","538","347","587","0","0"
"1156","UmbrafenVillage","256","207","467","3641","0","0","0","720","461","510","793","587","880","0","0"
